# File: UCD_trn_data_SSP1.csv
# Title: SSP1 UCD transportation database
# Units: Various
# Description: UC Davis transportation database for SSP1
# Source: Mishra et al. 2013
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn 
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543,13543
Canada,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
Canada,Passenger,LDV_4W,Midsize Car,All,All,annual travel per vehicle,vkt/veh/yr,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638,14638
Canada,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800,16800
Canada,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480,17480
China,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145
China,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932
China,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932,21932
China,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632,21632
China,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486,19486
China,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650
Eastern Europe,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690,9690
Eastern Europe,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962
Eastern Europe,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962
Eastern Europe,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962
Former Soviet Union,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829
Former Soviet Union,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829
Former Soviet Union,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829,7829
Former Soviet Union,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482
Former Soviet Union,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482
Former Soviet Union,Passenger,LDV_4W,Midsize Car,All,All,annual travel per vehicle,vkt/veh/yr,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482
Former Soviet Union,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482,11482
India,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
India,Passenger,LDV_2W,Scooter,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
India,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
India,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
India,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391
India,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392
India,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401
India,Passenger,LDV_4W,Multipurpose Vehicle,All,All,annual travel per vehicle,vkt/veh/yr,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466
Japan,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674
Japan,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674
Japan,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674
Japan,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424,9424
Japan,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164,9164
Japan,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925,10925
Japan,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710,8710
Korea,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674,3674
Korea,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353
Korea,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353
Korea,Passenger,LDV_4W,Large Car,All,All,annual travel per vehicle,vkt/veh/yr,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353
Korea,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353,15353
Latin America,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
Latin America,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
Latin America,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
Latin America,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Latin America,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Latin America,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Latin America,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Middle East,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
Middle East,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
Middle East,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Middle East,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Middle East,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
Southeast Asia,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
Southeast Asia,Passenger,LDV_2W,Scooter,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
Southeast Asia,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
Southeast Asia,Passenger,LDV_3W,Three-Wheeler,All,All,annual travel per vehicle,vkt/veh/yr,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478
Southeast Asia,Passenger,LDV_4W,Mini Car,All,All,annual travel per vehicle,vkt/veh/yr,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391
Southeast Asia,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392
Southeast Asia,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401
Southeast Asia,Passenger,LDV_4W,Multipurpose Vehicle,All,All,annual travel per vehicle,vkt/veh/yr,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466
USA,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438
USA,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204
USA,Passenger,LDV_4W,Midsize Car,All,All,annual travel per vehicle,vkt/veh/yr,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204
USA,Passenger,LDV_4W,Large Car,All,All,annual travel per vehicle,vkt/veh/yr,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204
USA,Passenger,LDV_4W,Light Truck and SUV,All,All,annual travel per vehicle,vkt/veh/yr,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587
Western Europe,Passenger,LDV_2W,Moped,All,All,annual travel per vehicle,vkt/veh/yr,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606
Western Europe,Passenger,LDV_2W,Motorcycle (50-250cc),All,All,annual travel per vehicle,vkt/veh/yr,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377
Western Europe,Passenger,LDV_2W,Motorcycle (>250cc),All,All,annual travel per vehicle,vkt/veh/yr,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327
Western Europe,Passenger,LDV_4W,Subcompact Car,All,All,annual travel per vehicle,vkt/veh/yr,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
Western Europe,Passenger,LDV_4W,Compact Car,All,All,annual travel per vehicle,vkt/veh/yr,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
Western Europe,Passenger,LDV_4W,Van,All,All,annual travel per vehicle,vkt/veh/yr,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
Western Europe,Passenger,LDV_4W,Large Car and SUV,All,All,annual travel per vehicle,vkt/veh/yr,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
Africa,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.0155,4.893233333,4.770966667,4.6487,4.591133333,4.533566667,4.476,4.521366667,4.566733333,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121,4.6121
Africa,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.681,8.4694,8.2578,8.0462,7.946533333,7.846866667,7.7472,7.825766667,7.904333333,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829,7.9829
Australia_NZ,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
Australia_NZ,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Canada,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.0469,4.947666667,4.848433333,4.7492,4.713533333,4.677866667,4.6422,4.6893,4.7364,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
Canada,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.3831,9.1986,9.0141,8.8296,8.7633,8.697,8.6307,8.718233333,8.805766667,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
China,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
China,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.8774,4.758533333,4.639666667,4.5208,4.4648,4.4088,4.3528,4.396933333,4.441066667,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0329,8.8127,8.5925,8.3723,8.268633333,8.164966667,8.0613,8.143033333,8.224766667,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065
Former Soviet Union,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.8774,4.758533333,4.639666667,4.5208,4.4648,4.4088,4.3528,4.396933333,4.441066667,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852,4.4852
Former Soviet Union,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0329,8.8127,8.5925,8.3723,8.268633333,8.164966667,8.0613,8.143033333,8.224766667,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065,8.3065
India,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
India,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Japan,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
Japan,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Korea,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.9221,4.8021,4.6821,4.5621,4.5056,4.4491,4.3926,4.437166667,4.481733333,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263,4.5263
Korea,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.0112,8.791533333,8.571866667,8.3522,8.248766667,8.145333333,8.0419,8.123466667,8.205033333,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866,8.2866
Latin America,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.5748,4.4633,4.3518,4.2403,4.187766667,4.135233333,4.0827,4.1241,4.1655,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069
Latin America,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.2112,8.011033333,7.810866667,7.6107,7.516433333,7.422166667,7.3279,7.4022,7.4765,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508
Middle East,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.5554,5.419966667,5.284533333,5.1491,5.085333333,5.021566667,4.9578,5.008066667,5.058333333,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086,5.1086
Middle East,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.1039,8.881966667,8.660033333,8.4381,8.3336,8.2291,8.1246,8.207,8.2894,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718,8.3718
Southeast Asia,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.5748,4.4633,4.3518,4.2403,4.187766667,4.135233333,4.0827,4.1241,4.1655,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069,4.2069
Southeast Asia,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,8.2112,8.011033333,7.810866667,7.6107,7.516433333,7.422166667,7.3279,7.4022,7.4765,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508,7.5508
USA,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,5.0469,4.947666667,4.848433333,4.7492,4.713533333,4.677866667,4.6422,4.6893,4.7364,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835,4.7835
USA,Passenger,Air International,All,Liquids,Liquids,CAPEX,2005$/vkt,9.3831,9.1986,9.0141,8.8296,8.7633,8.697,8.6307,8.718233333,8.805766667,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933,8.8933
Western Europe,Passenger,Air Domestic,All,Liquids,Liquids,CAPEX,2005$/vkt,4.8774,4.7135,4.5496,4.3857,4.2895,4.1933,4.0971,4.138633333,4.180166667,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217,4.2217
