# File: ReEDS_power_plant_costs.csv
# Title: Historical (2010-2022) and future (2023-2050) power plant costs from ReEDS public distribution
# Units: $/kW; $/kW/yr; $/MWh
# Source: https://github.com/NREL/ReEDS-2.0/tree/main/inputs/plant_characteristics
# Column types: cicinnn
# ----------
filename,dollaryear,i,t,capcost,fom,vom
battery_ATB_2024_conservative,2022,battery_li,2025,374.56,9.36,0
battery_ATB_2024_conservative,2022,battery_li,2026,367.44,9.19,0
battery_ATB_2024_conservative,2022,battery_li,2027,360.24,9.01,0
battery_ATB_2024_conservative,2022,battery_li,2028,352.93,8.82,0
battery_ATB_2024_conservative,2022,battery_li,2029,345.53,8.64,0
battery_ATB_2024_conservative,2022,battery_li,2030,338.01,8.45,0
battery_ATB_2024_conservative,2022,battery_li,2031,335.69,8.39,0
battery_ATB_2024_conservative,2022,battery_li,2032,333.38,8.33,0
battery_ATB_2024_conservative,2022,battery_li,2033,331.06,8.28,0
battery_ATB_2024_conservative,2022,battery_li,2034,328.75,8.22,0
battery_ATB_2024_conservative,2022,battery_li,2035,326.43,8.16,0
battery_ATB_2024_conservative,2022,battery_li,2036,324.12,8.1,0
battery_ATB_2024_conservative,2022,battery_li,2037,321.81,8.05,0
battery_ATB_2024_conservative,2022,battery_li,2038,319.49,7.99,0
battery_ATB_2024_conservative,2022,battery_li,2039,317.18,7.93,0
battery_ATB_2024_conservative,2022,battery_li,2040,314.86,7.87,0
battery_ATB_2024_conservative,2022,battery_li,2041,312.55,7.81,0
battery_ATB_2024_conservative,2022,battery_li,2042,310.23,7.76,0
battery_ATB_2024_conservative,2022,battery_li,2043,307.92,7.7,0
battery_ATB_2024_conservative,2022,battery_li,2044,305.61,7.64,0
battery_ATB_2024_conservative,2022,battery_li,2045,303.29,7.58,0
battery_ATB_2024_conservative,2022,battery_li,2046,300.98,7.52,0
battery_ATB_2024_conservative,2022,battery_li,2047,298.66,7.47,0
battery_ATB_2024_conservative,2022,battery_li,2048,296.35,7.41,0
battery_ATB_2024_conservative,2022,battery_li,2049,294.04,7.35,0
battery_ATB_2024_conservative,2022,battery_li,2050,291.72,7.29,0
battery_ATB_2024_moderate,2022,battery_li,2010,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2011,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2012,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2013,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2014,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2015,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2016,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2017,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2018,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2019,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2020,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2021,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2022,363.01,9.08,0
battery_ATB_2024_moderate,2022,battery_li,2023,359.28,8.98,0
battery_ATB_2024_moderate,2022,battery_li,2024,346.86,8.67,0
battery_ATB_2024_moderate,2022,battery_li,2025,311.36,7.78,0
battery_ATB_2024_moderate,2022,battery_li,2026,312.35,7.81,0
battery_ATB_2024_moderate,2022,battery_li,2027,313.44,7.84,0
battery_ATB_2024_moderate,2022,battery_li,2028,314.63,7.87,0
battery_ATB_2024_moderate,2022,battery_li,2029,315.94,7.9,0
battery_ATB_2024_moderate,2022,battery_li,2030,317.38,7.93,0
battery_ATB_2024_moderate,2022,battery_li,2031,315.23,7.88,0
battery_ATB_2024_moderate,2022,battery_li,2032,313.06,7.83,0
battery_ATB_2024_moderate,2022,battery_li,2033,310.87,7.77,0
battery_ATB_2024_moderate,2022,battery_li,2034,308.66,7.72,0
battery_ATB_2024_moderate,2022,battery_li,2035,306.44,7.66,0
battery_ATB_2024_moderate,2022,battery_li,2036,304.2,7.6,0
battery_ATB_2024_moderate,2022,battery_li,2037,301.94,7.55,0
battery_ATB_2024_moderate,2022,battery_li,2038,299.65,7.49,0
battery_ATB_2024_moderate,2022,battery_li,2039,297.35,7.43,0
battery_ATB_2024_moderate,2022,battery_li,2040,295.03,7.38,0
battery_ATB_2024_moderate,2022,battery_li,2041,292.68,7.32,0
battery_ATB_2024_moderate,2022,battery_li,2042,290.3,7.26,0
battery_ATB_2024_moderate,2022,battery_li,2043,287.91,7.2,0
battery_ATB_2024_moderate,2022,battery_li,2044,285.48,7.14,0
battery_ATB_2024_moderate,2022,battery_li,2045,283.03,7.08,0
battery_ATB_2024_moderate,2022,battery_li,2046,280.55,7.01,0
battery_ATB_2024_moderate,2022,battery_li,2047,278.04,6.95,0
battery_ATB_2024_moderate,2022,battery_li,2048,275.5,6.89,0
battery_ATB_2024_moderate,2022,battery_li,2049,272.92,6.82,0
battery_ATB_2024_moderate,2022,battery_li,2050,270.31,6.76,0
beccs_BVRE_2021_high,2019,beccs_90,2010,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2011,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2012,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2013,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2014,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2015,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2016,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2017,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2018,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2019,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2020,5993,161.56,14.81
beccs_BVRE_2021_high,2019,beccs_90,2021,5933.07,161.4,14.81
beccs_BVRE_2021_high,2019,beccs_90,2022,5873.74,161.24,14.81
beccs_BVRE_2021_high,2019,beccs_90,2023,5815.01,161.08,14.81
beccs_BVRE_2021_high,2019,beccs_90,2024,5756.86,160.92,14.8
beccs_BVRE_2021_high,2019,beccs_90,2025,5699.29,160.76,14.8
beccs_BVRE_2021_high,2019,beccs_90,2026,5642.3,160.59,14.8
beccs_BVRE_2021_high,2019,beccs_90,2027,5585.87,160.43,14.8
beccs_BVRE_2021_high,2019,beccs_90,2028,5530.01,160.27,14.8
beccs_BVRE_2021_high,2019,beccs_90,2029,5474.71,160.11,14.8
beccs_BVRE_2021_high,2019,beccs_90,2030,5419.97,159.95,14.79
beccs_BVRE_2021_high,2019,beccs_90,2031,5365.77,159.79,14.79
beccs_BVRE_2021_high,2019,beccs_90,2032,5312.11,159.63,14.79
beccs_BVRE_2021_high,2019,beccs_90,2033,5258.99,159.47,14.79
beccs_BVRE_2021_high,2019,beccs_90,2034,5206.4,159.31,14.79
beccs_BVRE_2021_high,2019,beccs_90,2035,5154.33,159.16,14.79
beccs_BVRE_2021_high,2019,beccs_90,2036,5102.79,159,14.79
beccs_BVRE_2021_high,2019,beccs_90,2037,5051.76,158.84,14.78
beccs_BVRE_2021_high,2019,beccs_90,2038,5001.25,158.68,14.78
beccs_BVRE_2021_high,2019,beccs_90,2039,4951.23,158.52,14.78
beccs_BVRE_2021_high,2019,beccs_90,2040,4901.72,158.36,14.78
beccs_BVRE_2021_high,2019,beccs_90,2041,4852.7,158.2,14.78
beccs_BVRE_2021_high,2019,beccs_90,2042,4804.18,158.04,14.78
beccs_BVRE_2021_high,2019,beccs_90,2043,4756.13,157.89,14.78
beccs_BVRE_2021_high,2019,beccs_90,2044,4708.57,157.73,14.77
beccs_BVRE_2021_high,2019,beccs_90,2045,4661.49,157.57,14.77
beccs_BVRE_2021_high,2019,beccs_90,2046,4614.87,157.41,14.77
beccs_BVRE_2021_high,2019,beccs_90,2047,4568.72,157.26,14.77
beccs_BVRE_2021_high,2019,beccs_90,2048,4523.04,157.1,14.77
beccs_BVRE_2021_high,2019,beccs_90,2049,4477.81,156.94,14.77
beccs_BVRE_2021_high,2019,beccs_90,2050,4433.03,156.78,14.77
beccs_BVRE_2021_high,2019,beccs_99,2010,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2011,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2012,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2013,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2014,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2015,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2016,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2017,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2018,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2019,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2020,6234.05,161.56,15.9
beccs_BVRE_2021_high,2019,beccs_99,2021,6171.71,161.4,15.9
beccs_BVRE_2021_high,2019,beccs_99,2022,6110,161.24,15.9
beccs_BVRE_2021_high,2019,beccs_99,2023,6048.9,161.08,15.9
beccs_BVRE_2021_high,2019,beccs_99,2024,5988.41,160.92,15.9
beccs_BVRE_2021_high,2019,beccs_99,2025,5928.52,160.76,15.9
beccs_BVRE_2021_high,2019,beccs_99,2026,5869.24,160.6,15.9
beccs_BVRE_2021_high,2019,beccs_99,2027,5810.55,160.43,15.89
beccs_BVRE_2021_high,2019,beccs_99,2028,5752.44,160.27,15.89
beccs_BVRE_2021_high,2019,beccs_99,2029,5694.92,160.11,15.89
beccs_BVRE_2021_high,2019,beccs_99,2030,5637.97,159.95,15.89
beccs_BVRE_2021_high,2019,beccs_99,2031,5581.59,159.79,15.89
beccs_BVRE_2021_high,2019,beccs_99,2032,5525.77,159.63,15.89
beccs_BVRE_2021_high,2019,beccs_99,2033,5470.51,159.47,15.88
beccs_BVRE_2021_high,2019,beccs_99,2034,5415.81,159.31,15.88
beccs_BVRE_2021_high,2019,beccs_99,2035,5361.65,159.16,15.88
beccs_BVRE_2021_high,2019,beccs_99,2036,5308.03,159,15.88
beccs_BVRE_2021_high,2019,beccs_99,2037,5254.95,158.84,15.88
beccs_BVRE_2021_high,2019,beccs_99,2038,5202.4,158.68,15.88
beccs_BVRE_2021_high,2019,beccs_99,2039,5150.38,158.52,15.87
beccs_BVRE_2021_high,2019,beccs_99,2040,5098.88,158.36,15.87
beccs_BVRE_2021_high,2019,beccs_99,2041,5047.89,158.2,15.87
beccs_BVRE_2021_high,2019,beccs_99,2042,4997.41,158.04,15.87
beccs_BVRE_2021_high,2019,beccs_99,2043,4947.43,157.89,15.87
beccs_BVRE_2021_high,2019,beccs_99,2044,4897.96,157.73,15.87
beccs_BVRE_2021_high,2019,beccs_99,2045,4848.98,157.57,15.86
beccs_BVRE_2021_high,2019,beccs_99,2046,4800.49,157.41,15.86
beccs_BVRE_2021_high,2019,beccs_99,2047,4752.49,157.26,15.86
beccs_BVRE_2021_high,2019,beccs_99,2048,4704.96,157.1,15.86
beccs_BVRE_2021_high,2019,beccs_99,2049,4657.91,156.94,15.86
beccs_BVRE_2021_high,2019,beccs_99,2050,4611.33,156.78,15.86
beccs_BVRE_2021_low,2019,beccs_90,2010,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2011,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2012,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2013,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2014,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2015,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2016,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2017,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2018,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2019,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2020,5993,161.56,14.81
beccs_BVRE_2021_low,2019,beccs_90,2021,5933.07,161.4,14.79
beccs_BVRE_2021_low,2019,beccs_90,2022,5873.74,161.24,14.78
beccs_BVRE_2021_low,2019,beccs_90,2023,5815.01,161.08,14.77
beccs_BVRE_2021_low,2019,beccs_90,2024,5756.86,160.92,14.75
beccs_BVRE_2021_low,2019,beccs_90,2025,5699.29,160.76,14.74
beccs_BVRE_2021_low,2019,beccs_90,2026,5585.3,157.83,14.33
beccs_BVRE_2021_low,2019,beccs_90,2027,5473.6,154.96,13.93
beccs_BVRE_2021_low,2019,beccs_90,2028,5364.12,152.14,13.54
beccs_BVRE_2021_low,2019,beccs_90,2029,5256.84,149.37,13.16
beccs_BVRE_2021_low,2019,beccs_90,2030,5151.7,146.65,12.8
beccs_BVRE_2021_low,2019,beccs_90,2031,5048.67,143.98,12.44
beccs_BVRE_2021_low,2019,beccs_90,2032,4947.7,141.36,12.1
beccs_BVRE_2021_low,2019,beccs_90,2033,4848.74,138.79,11.76
beccs_BVRE_2021_low,2019,beccs_90,2034,4751.77,136.26,11.43
beccs_BVRE_2021_low,2019,beccs_90,2035,4656.73,133.78,11.12
beccs_BVRE_2021_low,2019,beccs_90,2036,4563.6,133.65,11.1
beccs_BVRE_2021_low,2019,beccs_90,2037,4472.33,133.51,11.09
beccs_BVRE_2021_low,2019,beccs_90,2038,4382.88,133.38,11.08
beccs_BVRE_2021_low,2019,beccs_90,2039,4295.22,133.25,11.07
beccs_BVRE_2021_low,2019,beccs_90,2040,4209.32,133.11,11.06
beccs_BVRE_2021_low,2019,beccs_90,2041,4125.13,132.98,11.05
beccs_BVRE_2021_low,2019,beccs_90,2042,4042.63,132.85,11.04
beccs_BVRE_2021_low,2019,beccs_90,2043,3961.78,132.72,11.03
beccs_BVRE_2021_low,2019,beccs_90,2044,3882.54,132.58,11.02
beccs_BVRE_2021_low,2019,beccs_90,2045,3804.89,132.45,11
beccs_BVRE_2021_low,2019,beccs_90,2046,3728.79,132.32,10.99
beccs_BVRE_2021_low,2019,beccs_90,2047,3654.22,132.19,10.98
beccs_BVRE_2021_low,2019,beccs_90,2048,3581.13,132.05,10.97
beccs_BVRE_2021_low,2019,beccs_90,2049,3509.51,131.92,10.96
beccs_BVRE_2021_low,2019,beccs_90,2050,3439.32,131.79,10.95
beccs_BVRE_2021_low,2019,beccs_99,2010,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2011,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2012,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2013,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2014,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2015,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2016,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2017,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2018,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2019,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2020,6234.05,161.56,15.9
beccs_BVRE_2021_low,2019,beccs_99,2021,6171.71,161.4,15.89
beccs_BVRE_2021_low,2019,beccs_99,2022,6110,161.24,15.87
beccs_BVRE_2021_low,2019,beccs_99,2023,6048.9,161.08,15.86
beccs_BVRE_2021_low,2019,beccs_99,2024,5988.41,160.92,15.84
beccs_BVRE_2021_low,2019,beccs_99,2025,5928.52,160.76,15.83
beccs_BVRE_2021_low,2019,beccs_99,2026,5809.95,157.83,15.39
beccs_BVRE_2021_low,2019,beccs_99,2027,5693.75,154.96,14.96
beccs_BVRE_2021_low,2019,beccs_99,2028,5579.88,152.14,14.54
beccs_BVRE_2021_low,2019,beccs_99,2029,5468.28,149.37,14.14
beccs_BVRE_2021_low,2019,beccs_99,2030,5358.92,146.65,13.74
beccs_BVRE_2021_low,2019,beccs_99,2031,5251.74,143.98,13.36
beccs_BVRE_2021_low,2019,beccs_99,2032,5146.7,141.36,12.99
beccs_BVRE_2021_low,2019,beccs_99,2033,5043.77,138.79,12.63
beccs_BVRE_2021_low,2019,beccs_99,2034,4942.89,136.26,12.28
beccs_BVRE_2021_low,2019,beccs_99,2035,4844.04,133.78,11.94
beccs_BVRE_2021_low,2019,beccs_99,2036,4747.15,133.65,11.93
beccs_BVRE_2021_low,2019,beccs_99,2037,4652.21,133.51,11.91
beccs_BVRE_2021_low,2019,beccs_99,2038,4559.17,133.38,11.9
beccs_BVRE_2021_low,2019,beccs_99,2039,4467.98,133.25,11.89
beccs_BVRE_2021_low,2019,beccs_99,2040,4378.62,133.11,11.88
beccs_BVRE_2021_low,2019,beccs_99,2041,4291.05,132.98,11.87
beccs_BVRE_2021_low,2019,beccs_99,2042,4205.23,132.85,11.85
beccs_BVRE_2021_low,2019,beccs_99,2043,4121.13,132.72,11.84
beccs_BVRE_2021_low,2019,beccs_99,2044,4038.7,132.58,11.83
beccs_BVRE_2021_low,2019,beccs_99,2045,3957.93,132.45,11.82
beccs_BVRE_2021_low,2019,beccs_99,2046,3878.77,132.32,11.81
beccs_BVRE_2021_low,2019,beccs_99,2047,3801.2,132.19,11.79
beccs_BVRE_2021_low,2019,beccs_99,2048,3725.17,132.05,11.78
beccs_BVRE_2021_low,2019,beccs_99,2049,3650.67,131.92,11.77
beccs_BVRE_2021_low,2019,beccs_99,2050,3577.66,131.79,11.76
beccs_BVRE_2021_mid,2019,beccs_90,2010,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2011,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2012,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2013,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2014,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2015,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2016,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2017,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2018,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2019,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2020,5993,161.56,14.81
beccs_BVRE_2021_mid,2019,beccs_90,2021,5933.07,161.4,14.79
beccs_BVRE_2021_mid,2019,beccs_90,2022,5873.74,161.24,14.78
beccs_BVRE_2021_mid,2019,beccs_90,2023,5815.01,161.08,14.77
beccs_BVRE_2021_mid,2019,beccs_90,2024,5756.86,160.92,14.75
beccs_BVRE_2021_mid,2019,beccs_90,2025,5699.29,160.76,14.74
beccs_BVRE_2021_mid,2019,beccs_90,2026,5613.8,159.15,14.53
beccs_BVRE_2021_mid,2019,beccs_90,2027,5529.59,157.56,14.33
beccs_BVRE_2021_mid,2019,beccs_90,2028,5446.65,155.98,14.13
beccs_BVRE_2021_mid,2019,beccs_90,2029,5364.95,154.42,13.93
beccs_BVRE_2021_mid,2019,beccs_90,2030,5284.47,152.88,13.74
beccs_BVRE_2021_mid,2019,beccs_90,2031,5205.21,151.35,13.55
beccs_BVRE_2021_mid,2019,beccs_90,2032,5127.13,149.83,13.36
beccs_BVRE_2021_mid,2019,beccs_90,2033,5050.22,148.34,13.17
beccs_BVRE_2021_mid,2019,beccs_90,2034,4974.47,146.85,12.99
beccs_BVRE_2021_mid,2019,beccs_90,2035,4899.85,145.38,12.81
beccs_BVRE_2021_mid,2019,beccs_90,2036,4826.35,145.24,12.8
beccs_BVRE_2021_mid,2019,beccs_90,2037,4753.96,145.09,12.79
beccs_BVRE_2021_mid,2019,beccs_90,2038,4682.65,144.95,12.77
beccs_BVRE_2021_mid,2019,beccs_90,2039,4612.41,144.8,12.76
beccs_BVRE_2021_mid,2019,beccs_90,2040,4543.22,144.66,12.75
beccs_BVRE_2021_mid,2019,beccs_90,2041,4475.07,144.51,12.73
beccs_BVRE_2021_mid,2019,beccs_90,2042,4407.95,144.37,12.72
beccs_BVRE_2021_mid,2019,beccs_90,2043,4341.83,144.23,12.71
beccs_BVRE_2021_mid,2019,beccs_90,2044,4276.7,144.08,12.7
beccs_BVRE_2021_mid,2019,beccs_90,2045,4212.55,143.94,12.68
beccs_BVRE_2021_mid,2019,beccs_90,2046,4149.36,143.79,12.67
beccs_BVRE_2021_mid,2019,beccs_90,2047,4087.12,143.65,12.66
beccs_BVRE_2021_mid,2019,beccs_90,2048,4025.82,143.51,12.65
beccs_BVRE_2021_mid,2019,beccs_90,2049,3965.43,143.36,12.63
beccs_BVRE_2021_mid,2019,beccs_90,2050,3905.95,143.22,12.62
beccs_BVRE_2021_mid,2019,beccs_99,2010,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2011,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2012,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2013,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2014,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2015,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2016,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2017,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2018,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2019,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2020,6234.05,161.56,15.9
beccs_BVRE_2021_mid,2019,beccs_99,2021,6171.71,161.4,15.89
beccs_BVRE_2021_mid,2019,beccs_99,2022,6110,161.24,15.87
beccs_BVRE_2021_mid,2019,beccs_99,2023,6048.9,161.08,15.86
beccs_BVRE_2021_mid,2019,beccs_99,2024,5988.41,160.92,15.84
beccs_BVRE_2021_mid,2019,beccs_99,2025,5928.52,160.76,15.83
beccs_BVRE_2021_mid,2019,beccs_99,2026,5839.6,159.15,15.61
beccs_BVRE_2021_mid,2019,beccs_99,2027,5752,157.56,15.39
beccs_BVRE_2021_mid,2019,beccs_99,2028,5665.72,155.98,15.17
beccs_BVRE_2021_mid,2019,beccs_99,2029,5580.74,154.42,14.96
beccs_BVRE_2021_mid,2019,beccs_99,2030,5497.03,152.88,14.76
beccs_BVRE_2021_mid,2019,beccs_99,2031,5414.57,151.35,14.55
beccs_BVRE_2021_mid,2019,beccs_99,2032,5333.35,149.84,14.35
beccs_BVRE_2021_mid,2019,beccs_99,2033,5253.35,148.34,14.15
beccs_BVRE_2021_mid,2019,beccs_99,2034,5174.55,146.85,13.95
beccs_BVRE_2021_mid,2019,beccs_99,2035,5096.93,145.38,13.76
beccs_BVRE_2021_mid,2019,beccs_99,2036,5020.48,145.24,13.74
beccs_BVRE_2021_mid,2019,beccs_99,2037,4945.17,145.09,13.73
beccs_BVRE_2021_mid,2019,beccs_99,2038,4870.99,144.95,13.72
beccs_BVRE_2021_mid,2019,beccs_99,2039,4797.93,144.8,13.7
beccs_BVRE_2021_mid,2019,beccs_99,2040,4725.96,144.66,13.69
beccs_BVRE_2021_mid,2019,beccs_99,2041,4655.07,144.51,13.68
beccs_BVRE_2021_mid,2019,beccs_99,2042,4585.24,144.37,13.66
beccs_BVRE_2021_mid,2019,beccs_99,2043,4516.47,144.23,13.65
beccs_BVRE_2021_mid,2019,beccs_99,2044,4448.72,144.08,13.63
