# File: reeds_wind_curve_grid_cost.csv
# Title: REEDS Wind curve cost
# Units: $ per MW
# Comments: These costs are the additional cost in $/MW (2013 USD) for interconnecting to the grid on top of the capital and OM costs.
# Source: NREL
# Column types: iccnnnnn
#  ----------
Wind_Resource_Region,Wind_Class,Wind_Type,wsc1,wsc2,wsc3,wsc4,wsc5
3,class8,wind-ons,6084.262613,10875.2689,18376.8417,30868.24329,60758.39638
3,class9,wind-ons,11245.48455,21910.7611,47383.09085,90314.75458,169684.0023
4,class1,wind-ons,11761.30152,11761.30152,16618.70849,21073.81821,22862.98233
4,class10,wind-ons,30286.82361,66616.39948,131681.9145,185675.266,225814.5295
4,class2,wind-ons,11761.30152,21073.81821,36519.20121,0,0
4,class3,wind-ons,7864.346657,16618.70849,19867.25773,22862.98233,0
4,class4,wind-ons,7864.346657,21073.81821,36519.20121,0,0
4,class5,wind-ons,6595.886872,16681.38498,21056.34366,23454.6273,36709.92262
4,class6,wind-ons,6695.931382,18975.15509,45850.84898,70198.05747,79849.73427
4,class7,wind-ons,11589.69882,23924.40007,37769.72975,54978.98404,90680.6598
4,class8,wind-ons,13144.67947,31271.99057,71680.45458,128776.278,177832.8845
4,class9,wind-ons,20994.98308,42643.63178,94749.55753,125656.7681,170540.6766
5,class1,wind-ons,27412.63971,49569.88048,70770.91983,91635.25713,91635.25713
5,class10,wind-ons,66395.74351,107962.2208,151343.9679,205253.8042,277686.1498
5,class2,wind-ons,24128.32493,25890.25658,28946.87227,52771.50315,73731.34786
5,class3,wind-ons,23825.7072,51322.17005,66953.62785,91635.25713,91635.25713
5,class4,wind-ons,13251.02493,27633.64151,62211.57506,73338.3858,99529.39411
5,class5,wind-ons,22477.26923,44908.6164,61722.28261,73979.79847,93178.81713
5,class6,wind-ons,13924.43792,23551.26815,48269.00047,69712.39857,106343.0138
5,class7,wind-ons,19395.22763,50769.33542,81738.55309,142275.8638,268880.7776
5,class8,wind-ons,26769.56852,69322.68121,127390.0405,216757.4551,325048.7211
5,class9,wind-ons,57038.36426,123074.0227,180444.7694,233292.44,296473.6134
6,class1,wind-ons,75928.1882,0,0,0,0
6,class10,wind-ons,247152.8084,287890.5555,358540.7706,414640.5167,464932.8547
6,class2,wind-ons,75928.1882,0,0,0,0
6,class4,wind-ons,75657.1421,0,0,0,0
6,class5,wind-ons,20023.17027,32565.81341,41660.38262,59023.47127,75928.1882
6,class6,wind-ons,20036.90511,31980.90059,41660.38262,54539.54426,75928.1882
6,class7,wind-ons,19933.91862,36079.74648,56368.2192,86147.19761,126117.3557
6,class8,wind-ons,35343.90778,75371.91851,157808.1638,272020.8324,384552.1482
6,class9,wind-ons,176566.0983,269140.9799,346998.7515,402962.4219,453346.2955
7,class10,wind-ons,18461.60027,39313.28409,88682.48763,145943.612,215220.9003
7,class3,wind-ons,6525.256457,0,0,0,0
7,class5,wind-ons,6525.256457,6525.256457,0,0,0
7,class6,wind-ons,5149.033258,14899.26478,25734.55453,32433.33277,43128.94263
7,class7,wind-ons,7113.125458,14887.47117,26670.39131,35155.89827,77870.34922
7,class8,wind-ons,18848.43673,45782.88981,97751.45329,135062.3661,178007.0481
7,class9,wind-ons,34141.66733,61363.93329,103039.9249,146659.658,217614.997
8,class1,wind-ons,9263.846021,17297.84473,20260.05343,31907.16587,62854.33196
8,class10,wind-ons,101795.1565,173713.7511,273567.5314,376138.9876,427814.8214
8,class2,wind-ons,20917.27706,24619.37858,24619.37858,32658.36784,0
8,class3,wind-ons,9263.846021,17916.53649,24502.58718,29862.35886,32566.72757
8,class4,wind-ons,9263.846021,19814.61021,32448.74863,42363.32321,57522.55586
8,class5,wind-ons,6761.824972,18464.43932,23976.1576,33030.53659,60366.71449
8,class6,wind-ons,6749.619371,15548.29051,22360.26187,37518.65062,69566.4486
8,class7,wind-ons,19388.26686,43155.79662,92668.46036,134106.6472,194510.2302
8,class8,wind-ons,47207.42709,96586.59246,155304.8998,207357.4862,265996.2977
8,class9,wind-ons,42406.35033,111207.2174,176202.378,246295.7276,306371.8961
9,class10,wind-ons,74121.75823,189359.9831,268747.9598,333438.3384,383434.8444
9,class3,wind-ons,33039.26432,0,0,0,0
9,class5,wind-ons,7717.233319,20985.89033,27867.8058,33039.26432,71172.89149
9,class6,wind-ons,7717.233319,18641.16345,25181.49637,44626.37208,75415.85616
9,class7,wind-ons,19446.77406,43878.92074,105350.5803,169910.8789,328387.4135
9,class8,wind-ons,33864.54166,123428.244,287090.7681,339121.5917,397099.353
9,class9,wind-ons,15396.32317,234647.5112,288648.956,349044.0518,398680.2397
10,class1,wind-ons,12419.18993,27030.14386,30332.44715,37588.48202,43281.04246
10,class10,wind-ons,98711.61604,190591.7214,229622.2472,274755.1763,321112.443
10,class2,wind-ons,6851.741478,27736.60973,31803.48856,37588.48202,43281.04246
10,class3,wind-ons,4626.400687,6851.741478,15202.91415,27036.43264,37588.48202
10,class4,wind-ons,4626.400687,15347.94485,26944.74689,31803.48856,44176.1735
10,class5,wind-ons,6140.550091,20754.73402,29998.78388,41030.87072,59265.18565
10,class6,wind-ons,5990.162102,22163.86817,47595.76849,84328.25442,133318.5498
10,class7,wind-ons,12255.07597,25066.91825,51084.37474,94761.98517,148861.2623
10,class8,wind-ons,16174.02653,88886.93461,153101.2799,204400.4787,305395.612
10,class9,wind-ons,53191.89607,184309.748,230926.4994,280936.9928,339251.5836
11,class10,wind-ons,126258.4766,186338.4395,223687.5971,223687.5971,223687.5971
11,class3,wind-ons,26231.5947,0,0,0,0
11,class5,wind-ons,26231.5947,26231.5947,0,0,0
11,class6,wind-ons,23236.45,26419.82706,39094.92767,52442.92291,73103.10521
11,class7,wind-ons,15827.35132,26419.82706,34983.67017,34983.67017,86448.39637
11,class8,wind-ons,20260.01104,49576.24337,55942.70465,119610.782,199329.6252
11,class9,wind-ons,58257.66639,130119.6367,171599.6807,196267.7559,223687.5971
12,class1,wind-ons,27170.01826,27170.01826,35391.78472,45366.65249,45366.65249
12,class10,wind-ons,22796.59879,64793.47949,112124.769,160989.0669,214825.3263
12,class2,wind-ons,35391.78472,45366.65249,0,0,0
12,class3,wind-ons,5122.731034,27170.01826,31625.82129,36732.76464,0
12,class4,wind-ons,4634.470476,5122.731034,35391.78472,45366.65249,0
12,class5,wind-ons,5095.605447,27623.15077,35391.78472,36732.76464,45366.65249
12,class6,wind-ons,7776.127051,34738.27696,45366.65249,48451.56955,76994.50636
12,class7,wind-ons,13012.63233,23479.2075,35201.79167,48292.15531,77888.07897
12,class8,wind-ons,17247.86613,30387.55511,60045.3417,122716.8238,199711.8578
12,class9,wind-ons,22635.04328,69514.0908,113990.1412,165739.3194,214825.3263
13,class1,wind-ons,18907.71498,27369.93119,42461.25522,53077.61967,58810.17497
13,class10,wind-ons,142919.858,204919.0865,259778.6268,312661.8628,360541.7922
13,class2,wind-ons,16789.25931,18907.71498,27776.32554,42651.24783,0
13,class3,wind-ons,19615.22171,43290.99903,44019.34951,45195.86842,50773.80922
13,class4,wind-ons,27153.88345,40594.33166,43322.59545,45094.22584,58039.60147
13,class5,wind-ons,16855.25541,26137.57734,40275.99937,43877.06989,54570.75445
13,class6,wind-ons,22222.34328,43152.80661,53374.70924,65881.15793,107782.6447
13,class7,wind-ons,13954.44124,35922.71871,65159.28085,105681.6572,173366.669
13,class8,wind-ons,28277.67939,76556.43183,142710.7101,224172.8475,344993.2757
13,class9,wind-ons,106771.3047,180790.1315,257903.6155,317538.4155,371213.6963
14,class1,wind-ons,19862.49281,22320.02993,53912.32017,53912.32017,65131.35847
14,class10,wind-ons,104990.0402,196752.2357,244565.2958,283391.2552,338167.6582
14,class2,wind-ons,22320.02993,28466.56734,38774.22246,38774.22246,53912.32017
14,class3,wind-ons,18674.52301,20670.31227,0,0,0
14,class4,wind-ons,22317.18559,33620.3949,53912.32017,71058.68253,100397.2948
14,class5,wind-ons,13079.18012,21019.03264,27785.01209,58136.35056,92359.24283
14,class6,wind-ons,14051.63829,30773.74441,70341.9157,98339.10584,164897.6427
14,class7,wind-ons,19620.42443,59762.25816,95696.56615,178464.2589,259551.3038
14,class8,wind-ons,60930.10078,153151.3409,225356.5895,274228.8335,317603.4331
14,class9,wind-ons,76963.10189,161143.7328,226919.8047,275826.4633,318397.4319
15,class1,wind-ons,28508.76211,35345.9138,0,0,0
15,class10,wind-ons,109628.7803,198384.8856,279375.5402,336169.5284,393628.4386
15,class3,wind-ons,20554.17174,28508.76211,35345.9138,0,0
15,class4,wind-ons,7891.668978,10024.83104,20554.17174,28508.76211,45068.55923
15,class5,wind-ons,8602.390505,20500.24626,36233.09167,49108.54669,78404.87205
15,class6,wind-ons,8627.474399,18413.00612,27415.70977,40538.04896,70135.93129
15,class7,wind-ons,15248.00112,37705.5954,62384.81893,101654.7476,182164.7561
15,class8,wind-ons,57542.49905,140234.2878,202521.3913,292955.2708,363687.5736
15,class9,wind-ons,75631.96144,166478.2346,256379.1661,327419.4648,392450.4687
16,class1,wind-ons,15114.84896,21224.50746,23428.21531,28816.3983,28816.3983
16,class10,wind-ons,63263.6753,221294.3953,281944.246,387458.1475,470220.2403
16,class2,wind-ons,16167.48157,23428.21531,28816.3983,124354.0104,0
16,class3,wind-ons,21224.50746,36506.68259,38582.80495,38582.80495,0
16,class4,wind-ons,15343.92523,27317.07782,37437.96008,48699.69418,124354.0104
16,class5,wind-ons,14469.48125,26415.69775,40675.16557,58834.42094,85681.54048
16,class6,wind-ons,24693.17705,55407.92778,94553.76575,167811.2464,320246.2118
16,class7,wind-ons,35539.6542,115259.1957,209391.5988,316741.2872,443112.6725
16,class8,wind-ons,99373.28927,239266.8184,332863.5045,401152.9215,460264.7209
16,class9,wind-ons,96703.47925,237117.9121,309841.3904,391616.7901,463242.2279
17,class1,wind-ons,19186.74636,25085.09665,25085.09665,0,0
17,class10,wind-ons,198372.4849,286502.8114,368667.3891,427171.1751,479915.9552
17,class3,wind-ons,19186.74636,20368.46532,25085.09665,86656.96338,86656.96338
17,class4,wind-ons,19186.74636,25085.09665,0,0,0
17,class5,wind-ons,12475.94348,25829.90849,47053.78525,78266.01685,176852.2639
17,class6,wind-ons,19223.60503,50791.59306,83717.37027,157679.2702,230839.039
17,class7,wind-ons,20919.93154,57258.4236,110774.2205,188699.8001,269201.0746
17,class8,wind-ons,54673.74513,183542.2856,279703.7602,387412.2295,492627.8273
17,class9,wind-ons,187901.4433,292049.7329,365213.113,423534.3017,484038.8477
18,class1,wind-ons,41245.29298,46908.75868,70097.76646,86163.73895,86163.73895
18,class10,wind-ons,116756.4448,215765.4629,348197.7866,435858.6448,503553.0431
18,class2,wind-ons,14591.48458,15011.40376,41245.29298,70097.76646,114703.7547
18,class3,wind-ons,18039.84392,34826.44016,44130.51881,46908.75868,106413.1342
18,class4,wind-ons,15011.40376,41245.29298,44130.51881,70097.76646,127319.3313
18,class5,wind-ons,28834.46922,45584.10454,83602.71867,165607.5255,302343.1236
18,class6,wind-ons,33908.3898,105805.1748,170640.48,228874.2909,356825.1022
18,class7,wind-ons,101077.1227,199737.3609,322515.8116,409462.2861,502200.9693
18,class8,wind-ons,103680.1169,243436.4931,367707.1716,454067.1145,522675.9057
18,class9,wind-ons,192516.9575,307584.2913,411191.5404,474915.5789,524595.7222
19,class1,wind-ons,20328.96768,20328.96768,44984.72706,109590.1853,110237.691
19,class10,wind-ons,61465.50835,131550.2425,210726.9261,298114.5872,517929.2593
19,class2,wind-ons,24142.04451,43775.7079,56787.40214,109590.1853,124072.3413
19,class3,wind-ons,29465.57623,31120.12082,63853.92157,78082.06722,80569.73112
19,class4,wind-ons,19167.75529,31120.12082,50795.81917,81163.78358,124072.3413
19,class5,wind-ons,18747.79436,32689.06497,62526.49897,100072.4197,194345.2579
19,class6,wind-ons,40855.43613,91260.26754,134943.8572,189914.9347,453307.6955
19,class7,wind-ons,91520.86293,165086.3819,219222.6184,304586.0732,458389.9505
19,class8,wind-ons,60415.87339,123080.2017,183093.0521,289570.7763,432729.2349
19,class9,wind-ons,83089.71728,151915.3183,236060.8064,341822.3841,489285.3654
20,class1,wind-ons,151204.6107,151204.6107,0,0,0
20,class10,wind-ons,170926.2585,431106.9903,687042.413,946066.5426,1221163.082
20,class2,wind-ons,112177.5833,233678.9989,0,0,0
20,class3,wind-ons,233678.9989,0,0,0,0
20,class4,wind-ons,31494.27882,99781.23683,122037.5052,122037.5052,128434.3365
20,class5,wind-ons,23065.28905,118831.5036,128434.3365,149758.3851,232433.5668
20,class6,wind-ons,16623.41084,27522.00292,141146.3177,215805.1459,285046.5768
20,class7,wind-ons,38839.4028,131242.4642,267860.8622,497165.9622,753063.726
20,class8,wind-ons,152793.8254,477397.976,772890.4531,933176.6971,1221728.359
20,class9,wind-ons,172509.7848,403580.166,681919.9579,909596.5112,1246252.748
21,class10,wind-ons,113282.2528,204178.0171,262396.9117,308310.6737,343073.7061
21,class4,wind-ons,26651.74291,0,0,0,0
21,class5,wind-ons,22134.87195,56236.668,70165.02067,80960.09784,91694.36809
21,class6,wind-ons,31924.15429,80056.5509,130580.1771,187383.8595,238836.8985
21,class7,wind-ons,40756.56087,106773.9727,172628.0515,242158.3525,319807.4188
21,class8,wind-ons,52287.21333,95337.82354,160380.9174,222759.8795,302207.2223
21,class9,wind-ons,117641.9036,184937.3702,234146.8936,276907.2397,330421.2057
22,class10,wind-ons,287652.7011,567822.0523,882457.6808,999280.4231,1107565.898
22,class6,wind-ons,20009.06925,34869.30822,56968.23756,116829.9743,116829.9743
22,class7,wind-ons,46810.47665,120629.861,219482.1593,317290.1164,360471.4296
22,class8,wind-ons,50805.35743,299254.5731,543578.8128,716948.5326,956629.6838
22,class9,wind-ons,225057.2236,646266.4864,859369.299,973019.1393,1064446.393
23,class10,wind-ons,313188.5661,695022.2248,879631.8648,960942.9907,1000706.538
23,class7,wind-ons,12770.11156,27849.64224,30279.54585,85314.22521,85711.24393
23,class8,wind-ons,32175.20783,93576.03945,304632.7374,683791.7594,926338.8451
23,class9,wind-ons,258133.8606,711613.5163,813898.4191,925777.3663,1003116.805
24,class1,wind-ons,111998.1013,0,0,0,0
24,class10,wind-ons,154464.3767,441465.0359,553345.651,664542.1411,796892.8076
24,class2,wind-ons,111998.1013,196027.7451,0,0,0
24,class3,wind-ons,196027.7451,0,0,0,0
24,class4,wind-ons,195882.2989,0,0,0,0
24,class5,wind-ons,48372.08505,48372.08505,114715.151,195882.2989,196027.7451
24,class6,wind-ons,43922.4766,130906.5863,209851.6582,256136.3551,277116.5587
24,class7,wind-ons,43178.49127,121511.4391,220794.8243,335050.6936,580015.6505
24,class8,wind-ons,137882.0211,315674.8925,440142.92,616256.1134,747169.4646
24,class9,wind-ons,164453.2627,398500.9292,593299.0677,745105.2427,840962.0042
25,class10,wind-ons,66443.98643,186110.8876,355317.2484,548293.109,807485.6461
25,class5,wind-ons,7435.071536,29548.77344,29548.77344,29548.77344,0
25,class6,wind-ons,11544.53699,29179.35491,86294.42087,215221.0966,242807.9663
25,class7,wind-ons,21466.42565,76925.67696,159772.1871,301725.6379,480013.1424
25,class8,wind-ons,34989.01667,106080.3646,280298.2941,504700.7615,784000.234
25,class9,wind-ons,28980.44707,98408.08389,226637.1719,484245.0241,835945.2643
26,class10,wind-ons,53117.67293,312767.5491,417192.6192,530963.2912,619581.7713
26,class6,wind-ons,30821.15906,38057.14268,38057.14268,38975.3867,0
26,class7,wind-ons,30623.87463,43455.50653,59618.54969,261171.1705,261171.1705
26,class8,wind-ons,42499.27574,132287.0433,296537.1227,518622.3126,592967.2885
26,class9,wind-ons,45687.95464,173411.549,334737.3486,465254.6861,655195.092
27,class10,wind-ons,132226.9177,569620.7401,792619.786,1026152.978,1209519.677
27,class7,wind-ons,28674.10769,28674.10769,51475.19839,0,0
27,class8,wind-ons,37745.18668,97085.22904,162000.5172,169610.2704,204285.9863
27,class9,wind-ons,42241.17741,161643.7464,452700.9831,847848.0235,1088017.202
28,class10,wind-ons,383339.839,617650.0349,811904.1642,1096493.231,1308628.186
28,class5,wind-ons,58705.71347,155904.7048,0,0,0
28,class6,wind-ons,20430.87408,55961.15461,118690.9827,173362.2943,610670.5165
28,class7,wind-ons,57539.13499,250439.1443,638074.2974,927746.9985,1241432.838
28,class8,wind-ons,54618.63739,408128.6871,657434.458,943671.5216,1287234.226
28,class9,wind-ons,66794.89654,524960.2454,766280.0596,1087672.569,1346007.806
29,class10,wind-ons,190623.3891,661925.5371,933890.8708,1191875.528,1364564.004
29,class2,wind-ons,70721.94935,70721.94935,0,0,0
29,class4,wind-ons,70721.94935,118381.1186,137923.5522,0,0
29,class5,wind-ons,65252.79532,118354.3346,118381.1186,163175.2394,212124.516
29,class6,wind-ons,22293.36174,113778.301,142435.7301,204899.0221,278644.9493
29,class7,wind-ons,30328.96367,79234.06665,136931.2453,211997.5558,364600.929
29,class8,wind-ons,74805.41086,280590.2194,484118.5567,941313.9354,1316147.184
29,class9,wind-ons,170141.3535,653862.851,949097.8865,1217810.651,1413537.682
30,class1,wind-ons,32622.69471,43188.04858,62241.73399,71323.76619,121379.0753
30,class10,wind-ons,223915.1152,789421.372,1012590.597,1204052.537,1400590.458
30,class2,wind-ons,29374.52585,62241.73399,77347.44151,0,0
30,class3,wind-ons,32744.12158,125615.0599,186908.1165,0,0
30,class4,wind-ons,42406.96339,62241.73399,91919.00594,233861.0039,0
30,class5,wind-ons,17587.83271,43466.73299,62101.71492,197189.8854,284963.5135
30,class6,wind-ons,40266.48538,120113.6242,174048.0957,230096.6219,290951.2993
30,class7,wind-ons,40815.27474,142922.9356,327448.2781,461910.3731,1017706.432
30,class8,wind-ons,140128.0222,384282.0304,526094.196,733464.5437,1063521.624
30,class9,wind-ons,106229.4775,346258.4092,575675.0729,733574.2125,1311859.803
31,class1,wind-ons,22725.87317,27972.95257,0,0,0
31,class10,wind-ons,42949.45094,214888.5971,352225.3847,546959.9931,705807.453
31,class3,wind-ons,22725.87317,27972.95257,84157.04393,0,0
31,class4,wind-ons,14854.02678,14854.02678,22725.87317,0,0
31,class5,wind-ons,26314.60937,46135.66786,46662.8195,84157.04393,534455.6869
31,class6,wind-ons,15118.40652,24490.67757,45111.5406,202347.441,539764.3414
31,class7,wind-ons,21436.89688,49198.03978,120021.6676,195524.6192,439167.6728
31,class8,wind-ons,71874.48489,211003.3462,382574.9499,501427.6983,592040.2779
31,class9,wind-ons,21834.66734,55897.48956,127819.0683,265501.4878,427018.0974
32,class1,wind-ons,148773.3219,148773.3219,148773.3219,148773.3219,0
32,class10,wind-ons,45827.5827,126516.3164,225211.6122,321398.0871,492705.011
32,class2,wind-ons,133169.1052,186763.0069,0,0,0
32,class3,wind-ons,190523.4739,217262.7418,0,0,0
32,class4,wind-ons,43313.19122,43313.19122,181375.0298,190523.4739,223621.2609
32,class5,wind-ons,43313.19122,135140.1026,199292.0848,222349.5571,241062.444
32,class6,wind-ons,126516.5192,198250.9109,245439.5706,292367.0444,455873.1223
32,class7,wind-ons,171438.3785,268870.3764,317383.2482,375998.5833,510173.6153
32,class8,wind-ons,167835.4802,226004.9421,324034.5559,391727.8664,510861.5451
32,class9,wind-ons,153242.2455,218155.373,328979.1737,510913.3008,530127.8553
33,class1,wind-ons,14249.1383,14249.1383,14249.1383,19808.94745,19808.94745
33,class10,wind-ons,157236.1916,469083.7683,651371.0007,859972.7518,1026189.435
33,class2,wind-ons,24940.92629,30527.3082,34436.12868,0,0
33,class3,wind-ons,14249.1383,19808.94745,20325.44542,24940.92629,25041.92335
33,class4,wind-ons,14249.1383,20117.66269,38314.18566,67229.76248,245644.1503
33,class5,wind-ons,21365.39762,33385.86515,61226.80167,133870.7532,197252.6363
33,class6,wind-ons,29692.07925,95470.77718,163310.5434,256956.7812,528008.9314
33,class7,wind-ons,63666.76575,190692.1313,482265.6376,790882.7638,1036529.915
33,class8,wind-ons,105140.2705,426969.5046,672435.1902,917932.9964,1202442.239
33,class9,wind-ons,83994.14026,360293.1993,593265.5154,770701.6102,943652.0728
34,class10,wind-ons,120280.163,179353.1516,256827.8168,353922.6592,423829.5487
34,class2,wind-ons,197415.4951,0,0,0,0
34,class3,wind-ons,207195.6743,0,0,0,0
34,class4,wind-ons,42836.69064,197415.4951,0,0,0
34,class5,wind-ons,16346.88796,29472.56066,45031.84612,123484.5499,235005.9724
34,class6,wind-ons,22137.59564,47531.55268,108709.9903,241926.078,348713.5407
34,class7,wind-ons,37295.81935,99736.66335,220857.085,342545.3186,417759.2892
34,class8,wind-ons,84752.62117,156721.9092,244535.1005,366960.0589,426358.1223
34,class9,wind-ons,59113.56827,120050.2679,182672.9479,275013.898,397080.0274
35,class1,wind-ons,19059.77325,0,0,0,0
35,class10,wind-ons,267145.5268,385781.1186,488525.1298,577583.4286,649974.3057
35,class4,wind-ons,19059.77325,0,0,0,0
35,class5,wind-ons,8166.870486,38063.08822,70576.28547,70576.28547,71192.53753
35,class6,wind-ons,18155.09086,39618.92035,69747.92869,101908.9563,193011.1517
35,class7,wind-ons,54520.23716,192054.7283,314429.6222,465883.5572,588577.4883
35,class8,wind-ons,219879.0448,349819.985,457039.7553,550036.3906,622775.5883
35,class9,wind-ons,275341.0152,399181.0476,497512.1007,580745.6366,643292.0511
36,class1,wind-ons,7744.81956,177949.6332,202947.4466,0,0
36,class10,wind-ons,270168.2217,508918.9327,593675.0488,664996.1452,732828.952
36,class2,wind-ons,134355.2338,0,0,0,0
36,class3,wind-ons,7744.81956,74012.24146,115402.0354,202947.4466,0
36,class4,wind-ons,20814.59291,20945.2092,81956.73568,134355.2338,177949.6332
36,class5,wind-ons,17437.18607,42950.13662,80517.39137,130038.7216,210377.079
36,class6,wind-ons,40572.65543,104217.9041,202565.4024,310734.0666,553406.4786
36,class7,wind-ons,64942.41193,306948.1213,524266.1926,631247.101,725337.865
36,class8,wind-ons,484403.5832,545256.5821,626145.724,698248.1751,748921.1672
36,class9,wind-ons,80857.3893,509693.7266,588320.2487,667206.8389,734325.2283
37,class10,wind-ons,121809.8684,196233.4405,280980.082,381416.2863,536094.4593
37,class4,wind-ons,53282.42316,0,0,0,0
37,class5,wind-ons,37508.46277,49051.09002,53282.42316,0,0
37,class6,wind-ons,18216.55921,38193.38793,60681.02563,147471.1035,218486.0516
37,class7,wind-ons,49667.36752,169914.0009,259931.3833,366292.0993,534653.7104
37,class8,wind-ons,87128.92595,200978.7693,295048.2646,408221.7118,577392.7149
37,class9,wind-ons,121158.4922,220292.9239,336860.6769,454076.3294,582192.0036
38,class10,wind-ons,274368.3621,408079.9507,534770.1606,624957.5537,709126.7321
38,class4,wind-ons,113025.7056,133158.0301,0,0,0
38,class5,wind-ons,17327.98851,112720.6926,133158.0301,176364.9018,190855.7533
38,class6,wind-ons,29442.95921,106920.3218,164899.8023,245760.8646,360757.5514
38,class7,wind-ons,111626.88,282789.4263,412387.3105,496812.4712,618547.2275
38,class8,wind-ons,253907.948,323765.7338,427831.8674,528001.6745,629898.6387
38,class9,wind-ons,288965.1015,377388.1518,492237.1316,582317.2559,682432.6476
39,class10,wind-ons,316967.9785,363001.4293,448915.8386,516270.5828,672750.2803
39,class3,wind-ons,219298.5617,0,0,0,0
39,class5,wind-ons,126864.0686,167315.7408,230734.2647,234113.4584,0
39,class6,wind-ons,100464.3422,138808.8973,188566.7315,236097.6944,320459.3878
39,class7,wind-ons,155634.9693,235153.6915,330959.3688,442513.3962,634968.9927
39,class8,wind-ons,347171.9566,403189.0001,477429.7681,572391.5928,647951.7216
39,class9,wind-ons,348091.6128,428362.7407,510028.779,586526.5782,662111.9008
40,class10,wind-ons,88031.83324,123609.9544,156916.7036,194419.7446,229624.3817
40,class6,wind-ons,4640.55396,14540.77475,21023.90529,38311.04272,53803.79557
40,class7,wind-ons,4640.55396,23342.02144,42784.3571,74077.56625,214918.0384
40,class8,wind-ons,26711.70825,85308.02991,115637.6335,174671.1277,243643.9834
40,class9,wind-ons,63001.78955,92430.91078,130252.2216,164132.9553,200716.0103
41,class1,wind-ons,14069.47124,30537.0697,44983.69453,58447.34777,58447.34777
41,class10,wind-ons,73786.7066,143290.2358,228394.7823,305608.2143,383860.3865
41,class2,wind-ons,18066.73709,28421.48019,36838.28548,58447.34777,77264.96845
41,class3,wind-ons,6708.888504,18029.87753,23774.00126,42623.40032,64174.44972
41,class4,wind-ons,6722.25263,20952.65931,31320.96646,44527.57838,77264.96845
41,class5,wind-ons,16659.88597,34620.60959,44985.62385,57112.9842,77264.96845
41,class6,wind-ons,8475.980172,20868.08244,39594.59045,54123.86698,70881.04482
41,class7,wind-ons,18482.5575,35028.13016,61933.23818,111050.5293,178766.3785
41,class8,wind-ons,23730.66526,68526.28968,137806.1083,244475.2716,357716.2958
41,class9,wind-ons,54978.71161,116347.5808,188752.2037,296840.3312,366457.3725
42,class1,wind-ons,12301.0368,20967.64549,33712.16698,50630.65518,88818.89925
42,class10,wind-ons,124318.3955,240222.5558,322124.4772,398456.6878,474374.1822
42,class2,wind-ons,10304.23937,24847.69488,26915.29432,33165.06791,65517.57069
42,class3,wind-ons,17165.32459,33165.06791,36968.3928,46632.98015,59299.36364
42,class4,wind-ons,10834.25064,17920.77208,25467.97471,44935.42718,88425.49896
42,class5,wind-ons,15169.0167,23895.89853,36061.85162,54716.46374,92145.26258
42,class6,wind-ons,15513.70635,23265.21982,41918.76077,58889.63014,98380.91921
42,class7,wind-ons,20448.04252,49854.33081,101765.0362,173944.0968,262418.7426
42,class8,wind-ons,82689.94743,170780.3569,240376.8873,316408.9482,437832.7792
42,class9,wind-ons,111831.7968,185947.8436,259065.4115,338239.5016,429714.9182
43,class1,wind-ons,94817.93524,0,0,0,0
