# File: A44.CalPrice_bld.csv
# Title: Prices by sector in the base years. Used to calibrate satiation impedance
# Units: 1975$/unit
# Source: GCAM v5.4 output
# Column types: ccnnnnnnnnnnnnnnnnnnnnn
# ----------
region,market,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,comm cooling,10.8498,9.67096,11.7945,12.0569,9.01955,8.33258,8.0468,7.75916,7.4591,7.18443,6.92945,6.69185,6.47399,6.27795,6.09817,5.92384,5.75555,5.59396,5.43583,5.2795,5.1546
Africa_Northern,comm cooling,8.85055,7.72258,8.68773,8.5399,8.02953,7.55458,7.10865,6.75983,6.4785,6.22354,6.02545,5.83175,5.64282,5.47968,5.33371,5.18281,5.0522,4.93325,4.83363,4.73837,4.6871
Africa_Southern,comm cooling,9.09701,8.58991,11.2095,10.6667,9.51629,8.82795,8.27174,7.8288,7.48657,7.17885,6.92174,6.68162,6.44632,6.22421,6.01049,5.7885,5.57453,5.3638,5.16665,4.96704,4.89241
Africa_Western,comm cooling,8.79101,8.0893,9.60715,8.8691,8.16208,7.60486,7.18982,6.89816,6.67945,6.46969,6.29163,6.13953,5.99142,5.84893,5.71208,5.56948,5.43931,5.31553,5.19548,5.07519,5.01192
Argentina,comm cooling,8.33985,6.99972,8.17481,8.13565,7.49865,7.04269,6.56618,6.19487,5.9091,5.67016,5.49926,5.33289,5.1662,5.02534,4.89909,4.78559,4.68902,4.58692,4.48707,4.38896,4.32568
Australia_NZ,comm cooling,6.91744,6.51362,6.61503,6.50736,6.30454,6.12604,5.87896,5.71785,5.62064,5.51537,5.41866,5.294,5.16193,5.04314,4.93092,4.82745,4.75468,4.67896,4.61179,4.5419,4.47512
Brazil,comm cooling,9.25715,7.75256,8.24729,7.85158,7.32047,6.93794,6.54612,6.24351,6.01798,5.81499,5.66091,5.50681,5.35147,5.22374,5.10375,4.9891,4.89328,4.80152,4.71443,4.6234,4.55228
Canada,comm cooling,7.32499,6.91477,7.1212,7.14843,6.88807,6.72038,6.45162,6.2106,5.99589,5.80673,5.66496,5.51942,5.37487,5.24597,5.11803,5.00084,4.90614,4.81797,4.73688,4.65702,4.58171
Central America and Caribbean,comm cooling,9.47322,8.02709,9.90151,9.28799,8.14238,7.57154,7.25317,7.03125,6.83806,6.62976,6.40136,6.19898,6.01078,5.8488,5.68519,5.52446,5.38452,5.25151,5.12623,5.01085,4.91612
