# File: TZ_steel_production_costs.csv
# Title: Global Steel Production Costs
# Units: $/t
# Description: Plant-Wise Steel Production Costs (BF-BOF and EAF) Across Major Steel Producting Countries
# Source: Transition Zero Global Steel Cost Tracker
# Column types: cicccicc
# ----------
Plant_ID,Model_Year,Primary_Production_Route,Category,Component,Value,Unit,Country
SBR00001,2019,BF-BOF,Energy,Fuel,24,$/t,Brazil
SBR00001,2019,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00001,2019,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00001,2019,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00001,2019,BF-BOF,Raw materials,Coke,122,$/t,Brazil
SBR00001,2019,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00001,2019,BF-BOF,Raw materials,Iron ore,95,$/t,Brazil
SBR00001,2019,BF-BOF,Raw materials,Scrap,15,$/t,Brazil
SBR00001,2019,BF-BOF,Total,Total BF/BOF,476,$/t,Brazil
SBR00001,2020,BF-BOF,Energy,Electricity,47,$/t,Brazil
SBR00001,2020,BF-BOF,Energy,Fuel,20,$/t,Brazil
SBR00001,2020,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00001,2020,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00001,2020,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00001,2020,BF-BOF,Raw materials,Coke,92,$/t,Brazil
SBR00001,2020,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00001,2020,BF-BOF,Raw materials,Iron ore,110,$/t,Brazil
SBR00001,2020,BF-BOF,Raw materials,Scrap,15,$/t,Brazil
SBR00001,2020,BF-BOF,Total,Total BF/BOF,449,$/t,Brazil
SBR00001,2021,BF-BOF,Energy,Electricity,89,$/t,Brazil
SBR00001,2021,BF-BOF,Energy,Fuel,39,$/t,Brazil
SBR00001,2021,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00001,2021,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00001,2021,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00001,2021,BF-BOF,Raw materials,Coke,187,$/t,Brazil
SBR00001,2021,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00001,2021,BF-BOF,Raw materials,Iron ore,178,$/t,Brazil
SBR00001,2021,BF-BOF,Raw materials,Scrap,24,$/t,Brazil
SBR00001,2021,BF-BOF,Total,Total BF/BOF,681,$/t,Brazil
SBR00002,2015,BF-BOF,Energy,Electricity,80,$/t,Brazil
SBR00002,2015,BF-BOF,Energy,Fuel,28,$/t,Brazil
SBR00002,2015,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2015,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2015,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2015,BF-BOF,Raw materials,Coke,93,$/t,Brazil
SBR00002,2015,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2015,BF-BOF,Raw materials,Iron ore,71,$/t,Brazil
SBR00002,2015,BF-BOF,Raw materials,Scrap,14,$/t,Brazil
SBR00002,2015,BF-BOF,Total,Total BF/BOF,451,$/t,Brazil
SBR00002,2016,BF-BOF,Energy,Electricity,33,$/t,Brazil
SBR00002,2016,BF-BOF,Energy,Fuel,23,$/t,Brazil
SBR00002,2016,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2016,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2016,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2016,BF-BOF,Raw materials,Coke,104,$/t,Brazil
SBR00002,2016,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2016,BF-BOF,Raw materials,Iron ore,73,$/t,Brazil
SBR00002,2016,BF-BOF,Raw materials,Scrap,13,$/t,Brazil
SBR00002,2016,BF-BOF,Total,Total BF/BOF,411,$/t,Brazil
SBR00002,2017,BF-BOF,Energy,Electricity,87,$/t,Brazil
SBR00002,2017,BF-BOF,Energy,Fuel,27,$/t,Brazil
SBR00002,2017,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2017,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2017,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2017,BF-BOF,Raw materials,Coke,140,$/t,Brazil
SBR00002,2017,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2017,BF-BOF,Raw materials,Iron ore,86,$/t,Brazil
SBR00002,2017,BF-BOF,Raw materials,Scrap,17,$/t,Brazil
SBR00002,2017,BF-BOF,Total,Total BF/BOF,522,$/t,Brazil
SBR00002,2018,BF-BOF,Energy,Electricity,77,$/t,Brazil
SBR00002,2018,BF-BOF,Energy,Fuel,33,$/t,Brazil
SBR00002,2018,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2018,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2018,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2018,BF-BOF,Raw materials,Coke,169,$/t,Brazil
SBR00002,2018,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2018,BF-BOF,Raw materials,Iron ore,85,$/t,Brazil
SBR00002,2018,BF-BOF,Raw materials,Scrap,19,$/t,Brazil
SBR00002,2018,BF-BOF,Total,Total BF/BOF,546,$/t,Brazil
SBR00002,2019,BF-BOF,Energy,Electricity,54,$/t,Brazil
SBR00002,2019,BF-BOF,Energy,Fuel,24,$/t,Brazil
SBR00002,2019,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2019,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2019,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2019,BF-BOF,Raw materials,Coke,122,$/t,Brazil
SBR00002,2019,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2019,BF-BOF,Raw materials,Iron ore,109,$/t,Brazil
SBR00002,2019,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00002,2019,BF-BOF,Total,Total BF/BOF,489,$/t,Brazil
SBR00002,2020,BF-BOF,Energy,Electricity,47,$/t,Brazil
SBR00002,2020,BF-BOF,Energy,Fuel,20,$/t,Brazil
SBR00002,2020,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2020,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2020,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2020,BF-BOF,Raw materials,Coke,92,$/t,Brazil
SBR00002,2020,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2020,BF-BOF,Raw materials,Iron ore,123,$/t,Brazil
SBR00002,2020,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00002,2020,BF-BOF,Total,Total BF/BOF,463,$/t,Brazil
SBR00002,2021,BF-BOF,Energy,Electricity,89,$/t,Brazil
SBR00002,2021,BF-BOF,Energy,Fuel,39,$/t,Brazil
SBR00002,2021,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00002,2021,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00002,2021,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00002,2021,BF-BOF,Raw materials,Coke,187,$/t,Brazil
SBR00002,2021,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00002,2021,BF-BOF,Raw materials,Iron ore,191,$/t,Brazil
SBR00002,2021,BF-BOF,Raw materials,Scrap,25,$/t,Brazil
SBR00002,2021,BF-BOF,Total,Total BF/BOF,695,$/t,Brazil
SBR00003,2015,BF-BOF,Energy,Electricity,80,$/t,Brazil
SBR00003,2015,BF-BOF,Energy,Fuel,28,$/t,Brazil
SBR00003,2015,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2015,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2015,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2015,BF-BOF,Raw materials,Coke,93,$/t,Brazil
SBR00003,2015,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2015,BF-BOF,Raw materials,Iron ore,58,$/t,Brazil
SBR00003,2015,BF-BOF,Raw materials,Scrap,14,$/t,Brazil
SBR00003,2015,BF-BOF,Total,Total BF/BOF,438,$/t,Brazil
SBR00003,2016,BF-BOF,Energy,Electricity,33,$/t,Brazil
SBR00003,2016,BF-BOF,Energy,Fuel,23,$/t,Brazil
SBR00003,2016,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2016,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2016,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2016,BF-BOF,Raw materials,Coke,104,$/t,Brazil
SBR00003,2016,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2016,BF-BOF,Raw materials,Iron ore,60,$/t,Brazil
SBR00003,2016,BF-BOF,Raw materials,Scrap,13,$/t,Brazil
SBR00003,2016,BF-BOF,Total,Total BF/BOF,397,$/t,Brazil
SBR00003,2017,BF-BOF,Energy,Electricity,87,$/t,Brazil
SBR00003,2017,BF-BOF,Energy,Fuel,27,$/t,Brazil
SBR00003,2017,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2017,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2017,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2017,BF-BOF,Raw materials,Coke,140,$/t,Brazil
SBR00003,2017,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2017,BF-BOF,Raw materials,Iron ore,73,$/t,Brazil
SBR00003,2017,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00003,2017,BF-BOF,Total,Total BF/BOF,508,$/t,Brazil
SBR00003,2018,BF-BOF,Energy,Electricity,77,$/t,Brazil
SBR00003,2018,BF-BOF,Energy,Fuel,33,$/t,Brazil
SBR00003,2018,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2018,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2018,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2018,BF-BOF,Raw materials,Coke,169,$/t,Brazil
SBR00003,2018,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2018,BF-BOF,Raw materials,Iron ore,72,$/t,Brazil
SBR00003,2018,BF-BOF,Raw materials,Scrap,18,$/t,Brazil
SBR00003,2018,BF-BOF,Total,Total BF/BOF,532,$/t,Brazil
SBR00003,2019,BF-BOF,Energy,Electricity,54,$/t,Brazil
SBR00003,2019,BF-BOF,Energy,Fuel,24,$/t,Brazil
SBR00003,2019,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2019,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2019,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2019,BF-BOF,Raw materials,Coke,122,$/t,Brazil
SBR00003,2019,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2019,BF-BOF,Raw materials,Iron ore,95,$/t,Brazil
SBR00003,2019,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00003,2019,BF-BOF,Total,Total BF/BOF,476,$/t,Brazil
SBR00003,2020,BF-BOF,Energy,Electricity,47,$/t,Brazil
SBR00003,2020,BF-BOF,Energy,Fuel,20,$/t,Brazil
SBR00003,2020,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2020,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2020,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2020,BF-BOF,Raw materials,Coke,92,$/t,Brazil
SBR00003,2020,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2020,BF-BOF,Raw materials,Iron ore,110,$/t,Brazil
SBR00003,2020,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00003,2020,BF-BOF,Total,Total BF/BOF,449,$/t,Brazil
SBR00003,2021,BF-BOF,Energy,Electricity,89,$/t,Brazil
SBR00003,2021,BF-BOF,Energy,Fuel,39,$/t,Brazil
SBR00003,2021,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00003,2021,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00003,2021,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00003,2021,BF-BOF,Raw materials,Coke,187,$/t,Brazil
SBR00003,2021,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00003,2021,BF-BOF,Raw materials,Iron ore,178,$/t,Brazil
SBR00003,2021,BF-BOF,Raw materials,Scrap,24,$/t,Brazil
SBR00003,2021,BF-BOF,Total,Total BF/BOF,681,$/t,Brazil
SBR00004,2015,EAF,Energy,Electricity,125,$/t,Brazil
SBR00004,2015,EAF,Energy,Fuel,17,$/t,Brazil
SBR00004,2015,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2015,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2015,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2015,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2015,EAF,Raw materials,Pig iron,12,$/t,Brazil
SBR00004,2015,EAF,Raw materials,Scrap,254,$/t,Brazil
SBR00004,2015,EAF,Total,Total EAF,508,$/t,Brazil
SBR00004,2016,EAF,Energy,Electricity,51,$/t,Brazil
SBR00004,2016,EAF,Energy,Fuel,16,$/t,Brazil
SBR00004,2016,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2016,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2016,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2016,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2016,EAF,Raw materials,Pig iron,10,$/t,Brazil
SBR00004,2016,EAF,Raw materials,Scrap,240,$/t,Brazil
SBR00004,2016,EAF,Total,Total EAF,417,$/t,Brazil
SBR00004,2017,EAF,Energy,Electricity,136,$/t,Brazil
SBR00004,2017,EAF,Energy,Fuel,21,$/t,Brazil
SBR00004,2017,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2017,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2017,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2017,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2017,EAF,Raw materials,Pig iron,14,$/t,Brazil
SBR00004,2017,EAF,Raw materials,Scrap,304,$/t,Brazil
SBR00004,2017,EAF,Total,Total EAF,575,$/t,Brazil
SBR00004,2018,EAF,Energy,Electricity,119,$/t,Brazil
SBR00004,2018,EAF,Energy,Fuel,25,$/t,Brazil
SBR00004,2018,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2018,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2018,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2018,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2018,EAF,Raw materials,Pig iron,16,$/t,Brazil
SBR00004,2018,EAF,Raw materials,Scrap,343,$/t,Brazil
SBR00004,2018,EAF,Total,Total EAF,603,$/t,Brazil
SBR00004,2019,EAF,Energy,Electricity,85,$/t,Brazil
SBR00004,2019,EAF,Energy,Fuel,18,$/t,Brazil
SBR00004,2019,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2019,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2019,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2019,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2019,EAF,Raw materials,Pig iron,14,$/t,Brazil
SBR00004,2019,EAF,Raw materials,Scrap,290,$/t,Brazil
SBR00004,2019,EAF,Total,Total EAF,508,$/t,Brazil
SBR00004,2020,EAF,Energy,Electricity,73,$/t,Brazil
SBR00004,2020,EAF,Energy,Fuel,14,$/t,Brazil
SBR00004,2020,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2020,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2020,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2020,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2020,EAF,Raw materials,Pig iron,13,$/t,Brazil
SBR00004,2020,EAF,Raw materials,Scrap,290,$/t,Brazil
SBR00004,2020,EAF,Total,Total EAF,491,$/t,Brazil
SBR00004,2021,EAF,Energy,Electricity,138,$/t,Brazil
SBR00004,2021,EAF,Energy,Fuel,29,$/t,Brazil
SBR00004,2021,EAF,Other,Labor,8,$/t,Brazil
SBR00004,2021,EAF,Other,Other costs,48,$/t,Brazil
SBR00004,2021,EAF,Other,Overhead,44,$/t,Brazil
SBR00004,2021,EAF,Raw materials,DRI,0,$/t,Brazil
SBR00004,2021,EAF,Raw materials,Pig iron,21,$/t,Brazil
SBR00004,2021,EAF,Raw materials,Scrap,459,$/t,Brazil
SBR00004,2021,EAF,Total,Total EAF,748,$/t,Brazil
SBR00005,2015,BF-BOF,Energy,Electricity,80,$/t,Brazil
SBR00005,2015,BF-BOF,Energy,Fuel,28,$/t,Brazil
SBR00005,2015,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2015,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2015,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2015,BF-BOF,Raw materials,Coke,93,$/t,Brazil
SBR00005,2015,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2015,BF-BOF,Raw materials,Iron ore,77,$/t,Brazil
SBR00005,2015,BF-BOF,Raw materials,Scrap,13,$/t,Brazil
SBR00005,2015,BF-BOF,Total,Total BF/BOF,456,$/t,Brazil
SBR00005,2016,BF-BOF,Energy,Electricity,33,$/t,Brazil
SBR00005,2016,BF-BOF,Energy,Fuel,23,$/t,Brazil
SBR00005,2016,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2016,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2016,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2016,BF-BOF,Raw materials,Coke,104,$/t,Brazil
SBR00005,2016,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2016,BF-BOF,Raw materials,Iron ore,79,$/t,Brazil
SBR00005,2016,BF-BOF,Raw materials,Scrap,12,$/t,Brazil
SBR00005,2016,BF-BOF,Total,Total BF/BOF,416,$/t,Brazil
SBR00005,2017,BF-BOF,Energy,Electricity,87,$/t,Brazil
SBR00005,2017,BF-BOF,Energy,Fuel,27,$/t,Brazil
SBR00005,2017,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2017,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2017,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2017,BF-BOF,Raw materials,Coke,140,$/t,Brazil
SBR00005,2017,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2017,BF-BOF,Raw materials,Iron ore,92,$/t,Brazil
SBR00005,2017,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00005,2017,BF-BOF,Total,Total BF/BOF,526,$/t,Brazil
SBR00005,2018,BF-BOF,Energy,Electricity,77,$/t,Brazil
SBR00005,2018,BF-BOF,Energy,Fuel,33,$/t,Brazil
SBR00005,2018,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2018,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2018,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2018,BF-BOF,Raw materials,Coke,169,$/t,Brazil
SBR00005,2018,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2018,BF-BOF,Raw materials,Iron ore,91,$/t,Brazil
SBR00005,2018,BF-BOF,Raw materials,Scrap,18,$/t,Brazil
SBR00005,2018,BF-BOF,Total,Total BF/BOF,551,$/t,Brazil
SBR00005,2019,BF-BOF,Energy,Electricity,54,$/t,Brazil
SBR00005,2019,BF-BOF,Energy,Fuel,24,$/t,Brazil
SBR00005,2019,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2019,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2019,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2019,BF-BOF,Raw materials,Coke,122,$/t,Brazil
SBR00005,2019,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2019,BF-BOF,Raw materials,Iron ore,114,$/t,Brazil
SBR00005,2019,BF-BOF,Raw materials,Scrap,15,$/t,Brazil
SBR00005,2019,BF-BOF,Total,Total BF/BOF,494,$/t,Brazil
SBR00005,2020,BF-BOF,Energy,Electricity,47,$/t,Brazil
SBR00005,2020,BF-BOF,Energy,Fuel,20,$/t,Brazil
SBR00005,2020,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2020,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2020,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2020,BF-BOF,Raw materials,Coke,92,$/t,Brazil
SBR00005,2020,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2020,BF-BOF,Raw materials,Iron ore,129,$/t,Brazil
SBR00005,2020,BF-BOF,Raw materials,Scrap,15,$/t,Brazil
SBR00005,2020,BF-BOF,Total,Total BF/BOF,467,$/t,Brazil
SBR00005,2021,BF-BOF,Energy,Electricity,89,$/t,Brazil
SBR00005,2021,BF-BOF,Energy,Fuel,39,$/t,Brazil
SBR00005,2021,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00005,2021,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00005,2021,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00005,2021,BF-BOF,Raw materials,Coke,187,$/t,Brazil
SBR00005,2021,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00005,2021,BF-BOF,Raw materials,Iron ore,197,$/t,Brazil
SBR00005,2021,BF-BOF,Raw materials,Scrap,24,$/t,Brazil
SBR00005,2021,BF-BOF,Total,Total BF/BOF,700,$/t,Brazil
SBR00006,2015,BF-BOF,Energy,Electricity,80,$/t,Brazil
SBR00006,2015,BF-BOF,Energy,Fuel,28,$/t,Brazil
SBR00006,2015,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00006,2015,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00006,2015,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00006,2015,BF-BOF,Raw materials,Coke,93,$/t,Brazil
SBR00006,2015,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00006,2015,BF-BOF,Raw materials,Iron ore,69,$/t,Brazil
SBR00006,2015,BF-BOF,Raw materials,Scrap,13,$/t,Brazil
SBR00006,2015,BF-BOF,Total,Total BF/BOF,448,$/t,Brazil
SBR00006,2016,BF-BOF,Energy,Electricity,33,$/t,Brazil
SBR00006,2016,BF-BOF,Energy,Fuel,23,$/t,Brazil
SBR00006,2016,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00006,2016,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00006,2016,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00006,2016,BF-BOF,Raw materials,Coke,104,$/t,Brazil
SBR00006,2016,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00006,2016,BF-BOF,Raw materials,Iron ore,71,$/t,Brazil
SBR00006,2016,BF-BOF,Raw materials,Scrap,13,$/t,Brazil
SBR00006,2016,BF-BOF,Total,Total BF/BOF,408,$/t,Brazil
SBR00006,2017,BF-BOF,Energy,Electricity,87,$/t,Brazil
SBR00006,2017,BF-BOF,Energy,Fuel,27,$/t,Brazil
SBR00006,2017,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00006,2017,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00006,2017,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00006,2017,BF-BOF,Raw materials,Coke,140,$/t,Brazil
SBR00006,2017,BF-BOF,Raw materials,DRI,0,$/t,Brazil
SBR00006,2017,BF-BOF,Raw materials,Iron ore,84,$/t,Brazil
SBR00006,2017,BF-BOF,Raw materials,Scrap,16,$/t,Brazil
SBR00006,2017,BF-BOF,Total,Total BF/BOF,519,$/t,Brazil
SBR00006,2018,BF-BOF,Energy,Electricity,77,$/t,Brazil
SBR00006,2018,BF-BOF,Energy,Fuel,33,$/t,Brazil
SBR00006,2018,BF-BOF,Other,Labor,25,$/t,Brazil
SBR00006,2018,BF-BOF,Other,Other costs,57,$/t,Brazil
SBR00006,2018,BF-BOF,Other,Overhead,82,$/t,Brazil
SBR00006,2018,BF-BOF,Raw materials,Coke,169,$/t,Brazil
