# ../aglu-data/LDS//Water_footprint_m3.csv
# Written by LA000.LDS_names.R
# Thu Mar 17 17:34:28 2016
# "  "
# "  "
"iso","GLU","GTAP_crop","water_type","value"
"uzb",76,"Maize","blue",72265040
"chn",77,"Maize","blue",2604202240
"chn",78,"Maize","blue",377958912
"chn",79,"Maize","blue",2081535360
"egy",80,"Maize","blue",12170
"mar",80,"Maize","blue",2161909
"esp",81,"Maize","blue",279283328
"prt",81,"Maize","blue",117717888
"irn",82,"Maize","blue",270980032
"esp",83,"Maize","blue",301952096
"irn",84,"Maize","blue",262133760
"irq",84,"Maize","blue",376652128
"syr",84,"Maize","blue",169496560
"tur",84,"Maize","blue",14376028
"chn",85,"Maize","blue",1110716288
"kaz",85,"Maize","blue",2778
"kgz",85,"Maize","blue",400153
"mar",86,"Maize","blue",531358400
"mrt",86,"Maize","blue",16084
"egy",87,"Maize","blue",6645487616
"eri",87,"Maize","blue",519
"eth",87,"Maize","blue",36884724
"ken",87,"Maize","blue",1572387
"sdn",87,"Maize","blue",239726080
"tza",87,"Maize","blue",459673
"irn",88,"Maize","blue",82440512
"afg",89,"Maize","blue",101287600
"chn",89,"Maize","blue",5
"ind",89,"Maize","blue",111432456
"pak",89,"Maize","blue",1065490240
"afg",90,"Maize","blue",101874784
"irn",90,"Maize","blue",345608
"mex",91,"Maize","blue",26262922
"sau",93,"Maize","blue",5164757
"yem",93,"Maize","blue",130586648
"kwt",94,"Maize","blue",145841
"qat",94,"Maize","blue",612449
"sau",94,"Maize","blue",32065344
"yem",94,"Maize","blue",1375063
"isr",95,"Maize","blue",8062999
"lbn",95,"Maize","blue",13
"syr",95,"Maize","blue",28827114
"mex",96,"Maize","blue",267911392
"usa",96,"Maize","blue",6110361
"afg",97,"Maize","blue",437084384
"irn",97,"Maize","blue",514424
"syr",99,"Maize","blue",73116784
"tur",99,"Maize","blue",9735
"dji",100,"Maize","blue",6115
"eth",100,"Maize","blue",1354102
"sdn",100,"Maize","blue",2059384
"som",100,"Maize","blue",14200932
"cub",101,"Maize","blue",1917456
"hti",101,"Maize","blue",6840184
"irn",102,"Maize","blue",443463
"pak",102,"Maize","blue",50297
"jpn",103,"Maize","blue",7
"irn",104,"Maize","blue",20
"pak",104,"Maize","blue",744744
"mex",105,"Maize","blue",79155040
"chn",106,"Maize","blue",377652256
"ind",107,"Maize","blue",84273440
"pak",107,"Maize","blue",119382320
"chn",108,"Maize","blue",5332034
"chn",109,"Maize","blue",5826043
"chn",110,"Maize","blue",1490
"ind",110,"Maize","blue",230563728
"mmr",110,"Maize","blue",120
"npl",110,"Maize","blue",3083335
"blz",111,"Maize","blue",734966
"gtm",111,"Maize","blue",475
"hnd",111,"Maize","blue",103885
"mex",111,"Maize","blue",7734199
"chn",112,"Maize","blue",642836
"ind",113,"Maize","blue",58171080
"mex",114,"Maize","blue",194831536
"mex",115,"Maize","blue",3649753
"mmr",116,"Maize","blue",23237
"ind",117,"Maize","blue",17313848
"ind",118,"Maize","blue",157895
"ind",120,"Maize","blue",304436
"ind",122,"Maize","blue",454357
"ind",123,"Maize","blue",133389512
"chn",124,"Maize","blue",3903
"chn",125,"Maize","blue",8887129
"khm",125,"Maize","blue",1
"mmr",125,"Maize","blue",1022832
"vnm",125,"Maize","blue",227436
"vnm",126,"Maize","blue",1790814
"chn",127,"Maize","blue",2661821
"mmr",127,"Maize","blue",1812111
"ind",128,"Maize","blue",2028985
"ind",129,"Maize","blue",6229377
"mex",130,"Maize","blue",4509758
"mex",131,"Maize","blue",230110656
"mex",132,"Maize","blue",97369896
"gtm",133,"Maize","blue",70
"mex",133,"Maize","blue",582950
"mex",134,"Maize","blue",31453736
"hnd",135,"Maize","blue",15832688
"nic",135,"Maize","blue",266123
"slv",135,"Maize","blue",82
"mex",136,"Maize","blue",4553307
"chn",137,"Maize","blue",434788
"mmr",137,"Maize","blue",8785315
"mmr",138,"Maize","blue",409414
"mmr",139,"Maize","blue",88
"ind",140,"Maize","blue",489269952
"bfa",142,"Maize","blue",7464
"gin",142,"Maize","blue",15
"nga",142,"Maize","blue",36162
"sen",142,"Maize","blue",12563
"col",143,"Maize","blue",495860
"ven",143,"Maize","blue",52684500
"egy",144,"Maize","blue",4072711
"mar",144,"Maize","blue",9700068
"mrt",144,"Maize","blue",59
"ind",145,"Maize","blue",27749712
"mmr",146,"Maize","blue",1
"ind",147,"Maize","blue",12712440
"bfa",149,"Maize","blue",3223
"cmr",149,"Maize","blue",12965
"gin",149,"Maize","blue",9
"mli",149,"Maize","blue",322872
"ner",149,"Maize","blue",1307375
"nga",149,"Maize","blue",1829720
"cmr",151,"Maize","blue",1259454
"ner",151,"Maize","blue",124663
"nga",151,"Maize","blue",4795537
"sdn",151,"Maize","blue",449471
"tcd",151,"Maize","blue",3046386
"gin",152,"Maize","blue",5
"mli",152,"Maize","blue",39368
"mrt",152,"Maize","blue",958281
"sen",152,"Maize","blue",275967
"ind",153,"Maize","blue",68843720
"ind",155,"Maize","blue",19898946
"bol",156,"Maize","blue",11957023
"bra",156,"Maize","blue",6
"col",156,"Maize","blue",5145
"ecu",156,"Maize","blue",37917020
"per",156,"Maize","blue",109494720
"ven",156,"Maize","blue",11854330
"col",157,"Maize","blue",1613058
"ecu",157,"Maize","blue",255564368
"per",157,"Maize","blue",14049
"idn",158,"Maize","blue",209572
"bfa",160,"Maize","blue",32847
"mli",160,"Maize","blue",8
"ven",161,"Maize","blue",35998
"cmr",162,"Maize","blue",79
"nga",162,"Maize","blue",1166
"idn",163,"Maize","blue",5467236
"idn",164,"Maize","blue",30288560
"idn",165,"Maize","blue",718896
"col",166,"Maize","blue",12206441
"ven",166,"Maize","blue",26506
"arg",169,"Maize","blue",6
"chl",169,"Maize","blue",307611616
"eth",170,"Maize","blue",7465988
"ken",170,"Maize","blue",2529726
"som",170,"Maize","blue",289241504
"ken",171,"Maize","blue",5391989
"moz",171,"Maize","blue",19331
"tza",171,"Maize","blue",38265228
"bra",172,"Maize","blue",129
"bra",174,"Maize","blue",38124
"idn",175,"Maize","blue",321105984
"tls",175,"Maize","blue",30
"dji",179,"Maize","blue",932
"eth",179,"Maize","blue",53613408
"ken",179,"Maize","blue",1330160
"som",179,"Maize","blue",583026
"tza",179,"Maize","blue",9706853
"zmb",179,"Maize","blue",48
"ecu",180,"Maize","blue",42817544
"per",180,"Maize","blue",122817488
"cmr",183,"Maize","blue",2
"cod",183,"Maize","blue",51
"tza",183,"Maize","blue",4038263
"zmb",183,"Maize","blue",21078
"aus",184,"Maize","blue",6192
"bra",186,"Maize","blue",2731556
"bra",187,"Maize","blue",84684
"moz",188,"Maize","blue",79593
"mwi",188,"Maize","blue",1110
"nam",188,"Maize","blue",267345
"tza",188,"Maize","blue",364577
"zmb",188,"Maize","blue",993961
"zwe",188,"Maize","blue",7385935
"aus",189,"Maize","blue",90327144
"moz",190,"Maize","blue",155823
"zwe",190,"Maize","blue",11492145
"bra",192,"Maize","blue",5174238
"lso",194,"Maize","blue",3433
"nam",194,"Maize","blue",421816
"zaf",194,"Maize","blue",154812688
"bra",195,"Maize","blue",6965435
"ury",195,"Maize","blue",560279
"nam",196,"Maize","blue",1315734
"nam",197,"Maize","blue",3009157
"zwe",197,"Maize","blue",460
"lso",198,"Maize","blue",4
"moz",198,"Maize","blue",2800447
"swz",198,"Maize","blue",810484
"zaf",198,"Maize","blue",94649352
"moz",199,"Maize","blue",1676887
"zaf",199,"Maize","blue",67398112
"zwe",199,"Maize","blue",1048537
"bol",200,"Maize","blue",20724036
"per",200,"Maize","blue",149632
"nzl",201,"Maize","blue",48993496
"arg",203,"Maize","blue",28508442
"zaf",204,"Maize","blue",8150910
"arg",205,"Maize","blue",15752473
"arg",206,"Maize","blue",83028536
"bol",206,"Maize","blue",21213056
"bra",206,"Maize","blue",4501351
"pry",206,"Maize","blue",4375
"ury",206,"Maize","blue",3227960
"arg",207,"Maize","blue",5
"bol",207,"Maize","blue",1
"chl",207,"Maize","blue",158760608
"aus",208,"Maize","blue",157118688
"arg",209,"Maize","blue",16864150
"arg",210,"Maize","blue",72586208
"arg",212,"Maize","blue",1967423
"arg",213,"Maize","blue",814258
"arg",214,"Maize","blue",2
"arg",215,"Maize","blue",1
"mex",217,"Maize","blue",377052
"usa",217,"Maize","blue",1119413888
"usa",218,"Maize","blue",342658368
"usa",219,"Maize","blue",571686656
"usa",220,"Maize","blue",41644664
"mex",221,"Maize","blue",9158690
"usa",221,"Maize","blue",99663744
"usa",222,"Maize","blue",62657924
"can",223,"Maize","blue",6962
"usa",223,"Maize","blue",8992447488
"usa",224,"Maize","blue",3227475712
"usa",225,"Maize","blue",659992768
"usa",226,"Maize","blue",143315760
"can",227,"Maize","blue",11679873
"usa",227,"Maize","blue",149840128
"usa",228,"Maize","blue",91826392
"can",229,"Maize","blue",606124
"usa",229,"Maize","blue",257125136
"usa",230,"Maize","blue",5350968
"mex",231,"Maize","blue",219493648
"usa",231,"Maize","blue",55672164
"can",232,"Maize","blue",111
"usa",232,"Maize","blue",65772
"usa",233,"Maize","blue",53043640
"ind",235,"Maize","blue",20104344
"kaz",18,"Millet","blue",5498
"rus",18,"Millet","blue",42819920
"kaz",38,"Millet","blue",103968304
"rus",38,"Millet","blue",3303086
"rus",39,"Millet","blue",311269
"chn",42,"Millet","blue",8432769
"chn",43,"Millet","blue",11551209
"kaz",45,"Millet","blue",21520708
"rus",45,"Millet","blue",28233984
"rus",47,"Millet","blue",463
"uzb",52,"Millet","blue",73289
"rus",53,"Millet","blue",24547962
"kaz",56,"Millet","blue",43002288
"rus",56,"Millet","blue",729748
"uzb",58,"Millet","blue",526906
"chn",66,"Millet","blue",17403572
"chn",68,"Millet","blue",11455
"kaz",76,"Millet","blue",4411015
"rus",76,"Millet","blue",158251
"uzb",76,"Millet","blue",415410
"chn",77,"Millet","blue",34368700
"chn",78,"Millet","blue",1614422
"chn",79,"Millet","blue",17884828
"chn",85,"Millet","blue",2466
"ind",89,"Millet","blue",28174642
"pak",89,"Millet","blue",254399232
"sau",93,"Millet","blue",1155326
"yem",93,"Millet","blue",115172832
"sau",94,"Millet","blue",20490424
"yem",94,"Millet","blue",1502522
"sau",99,"Millet","blue",694041
"pak",104,"Millet","blue",1277267
"chn",106,"Millet","blue",1316595
"ind",107,"Millet","blue",442027712
"pak",107,"Millet","blue",60923716
"chn",108,"Millet","blue",668
"ind",110,"Millet","blue",137230192
"npl",110,"Millet","blue",357
"ind",113,"Millet","blue",436508
"ind",117,"Millet","blue",6162062
"ind",118,"Millet","blue",183
"ind",120,"Millet","blue",1223
"ind",122,"Millet","blue",1678
"ind",123,"Millet","blue",31351958
"ind",128,"Millet","blue",2315510
"ind",129,"Millet","blue",586973
"ind",140,"Millet","blue",59553208
"ind",145,"Millet","blue",24565918
"ind",147,"Millet","blue",7443443
"mli",149,"Millet","blue",2566240
"tcd",151,"Millet","blue",1071474
"mli",152,"Millet","blue",2006
"ind",153,"Millet","blue",36128608
"ind",155,"Millet","blue",10763064
"mli",160,"Millet","blue",47
"zaf",194,"Millet","blue",194255
"zaf",198,"Millet","blue",1328445
"zaf",199,"Millet","blue",175786
"arg",203,"Millet","blue",938585
"zaf",204,"Millet","blue",4067022
"arg",205,"Millet","blue",31
"arg",206,"Millet","blue",2840829
"arg",209,"Millet","blue",26041
"arg",210,"Millet","blue",2056901
"usa",217,"Millet","blue",2830
"usa",223,"Millet","blue",12942709
"usa",224,"Millet","blue",608569
"usa",225,"Millet","blue",2820158
"ind",235,"Millet","blue",198934
"gin",142,"Oilpalm","blue",1985392
"nga",142,"Oilpalm","blue",7796988
"gin",149,"Oilpalm","blue",2703580
"nga",149,"Oilpalm","blue",15349903
"gin",152,"Oilpalm","blue",271932
"nga",162,"Oilpalm","blue",1855007
"chn",42,"Olives","blue",3721
"chn",43,"Olives","blue",956
"aze",45,"Olives","blue",837
"ita",50,"Olives","blue",168128432
"afg",52,"Olives","blue",1509490
"irn",52,"Olives","blue",6731857
"uzb",52,"Olives","blue",36275
"hrv",54,"Olives","blue",2112
"scg",54,"Olives","blue",15026
"alb",55,"Olives","blue",6517633
"grc",55,"Olives","blue",506657184
"hrv",55,"Olives","blue",28141
"mkd",55,"Olives","blue",1461723
"scg",55,"Olives","blue",2852
"tur",55,"Olives","blue",9768489
"chn",56,"Olives","blue",229
"ita",57,"Olives","blue",5518938
"afg",58,"Olives","blue",4091627
"uzb",58,"Olives","blue",306214
"ita",59,"Olives","blue",163409824
"esp",60,"Olives","blue",196783
"prt",60,"Olives","blue",9263938
"esp",61,"Olives","blue",3235450
"fra",61,"Olives","blue",1729505
"ita",61,"Olives","blue",10464
"fra",62,"Olives","blue",3256095
"esp",63,"Olives","blue",12290396
"fra",63,"Olives","blue",346839
"ita",63,"Olives","blue",53694988
"fra",64,"Olives","blue",140760
"chn",66,"Olives","blue",2692
"esp",67,"Olives","blue",675633856
"chn",68,"Olives","blue",1431
"ita",69,"Olives","blue",28394760
"tur",70,"Olives","blue",78471704
"esp",71,"Olives","blue",162808352
"prt",71,"Olives","blue",13052888
"aze",72,"Olives","blue",1581410
"irn",72,"Olives","blue",9757902
"tur",72,"Olives","blue",7611987
"esp",73,"Olives","blue",198264800
"esp",74,"Olives","blue",129553216
"prt",74,"Olives","blue",4482837
"cyp",75,"Olives","blue",19570622
"egy",75,"Olives","blue",3719740
"grc",75,"Olives","blue",224974
"isr",75,"Olives","blue",21535474
"lbn",75,"Olives","blue",97339864
"pse",75,"Olives","blue",9803596
"syr",75,"Olives","blue",163352032
"tur",75,"Olives","blue",158698128
"uzb",76,"Olives","blue",187964
"chn",77,"Olives","blue",8737
"chn",78,"Olives","blue",2181
"chn",79,"Olives","blue",4958
"dza",80,"Olives","blue",232576416
"lby",80,"Olives","blue",496490464
"mar",80,"Olives","blue",84804568
"tun",80,"Olives","blue",269839968
"esp",81,"Olives","blue",404603552
"prt",81,"Olives","blue",8414946
"irn",82,"Olives","blue",47803224
"esp",83,"Olives","blue",1156922752
"irn",84,"Olives","blue",27061942
"irq",84,"Olives","blue",23061598
"syr",84,"Olives","blue",433587648
"tur",84,"Olives","blue",83084968
"chn",85,"Olives","blue",13403
"mar",86,"Olives","blue",739694528
"egy",87,"Olives","blue",412872608
"irn",88,"Olives","blue",13762594
"afg",89,"Olives","blue",917315
"chn",89,"Olives","blue",12
"afg",90,"Olives","blue",1167384
"irn",90,"Olives","blue",34659
"mex",91,"Olives","blue",1446572
"jor",93,"Olives","blue",3358148
"kwt",94,"Olives","blue",197006
"isr",95,"Olives","blue",9861334
"jor",95,"Olives","blue",97364032
"lbn",95,"Olives","blue",44243736
"pse",95,"Olives","blue",11585783
"syr",95,"Olives","blue",48375244
"mex",96,"Olives","blue",74251
"afg",97,"Olives","blue",5551123
"irn",97,"Olives","blue",75130
"isr",98,"Olives","blue",14072
"jor",98,"Olives","blue",9270442
"jor",99,"Olives","blue",9947663
"syr",99,"Olives","blue",157364320
"tur",99,"Olives","blue",97679
"irn",102,"Olives","blue",256326
"chn",106,"Olives","blue",630
"chn",108,"Olives","blue",129
"chn",109,"Olives","blue",103
"chn",110,"Olives","blue",1
"chn",112,"Olives","blue",15
"mex",114,"Olives","blue",277555
"chn",124,"Olives","blue",41
"chn",125,"Olives","blue",190
"chn",127,"Olives","blue",94
"mex",131,"Olives","blue",1060191
"mex",132,"Olives","blue",1484680
"chn",137,"Olives","blue",34
"dza",144,"Olives","blue",9547804
"egy",144,"Olives","blue",2309887
"lby",144,"Olives","blue",136347568
"mar",144,"Olives","blue",4257306
"tun",144,"Olives","blue",6
"bra",156,"Olives","blue",24
"per",156,"Olives","blue",5391348
"per",157,"Olives","blue",12088
"arg",169,"Olives","blue",924
"chl",169,"Olives","blue",5863993
"bra",172,"Olives","blue",41
"bra",174,"Olives","blue",303
"per",180,"Olives","blue",8262223
"aus",184,"Olives","blue",4318
"bra",186,"Olives","blue",2511
"bra",187,"Olives","blue",359
"aus",189,"Olives","blue",192279
"aus",191,"Olives","blue",171313
"bra",192,"Olives","blue",2223
"aus",193,"Olives","blue",3
"bra",195,"Olives","blue",1218
"ury",195,"Olives","blue",4671
"chl",200,"Olives","blue",548
"per",200,"Olives","blue",444434
"aus",202,"Olives","blue",82325
"arg",203,"Olives","blue",1723666
"arg",205,"Olives","blue",24019260
"arg",206,"Olives","blue",2746839
"bra",206,"Olives","blue",1541
"ury",206,"Olives","blue",795
"chl",207,"Olives","blue",5802353
"aus",208,"Olives","blue",1684355
"arg",209,"Olives","blue",89780
"arg",210,"Olives","blue",142776
"aus",211,"Olives","blue",11618
"arg",212,"Olives","blue",64433976
"arg",213,"Olives","blue",11628814
"arg",214,"Olives","blue",354
"arg",215,"Olives","blue",284605
"mex",217,"Olives","blue",641559
"usa",217,"Olives","blue",57729912
"mex",221,"Olives","blue",3993505
"nor",8,"Potatoes","blue",5551187
"rus",9,"Potatoes","blue",1910
"dnk",12,"Potatoes","blue",18722
"nor",12,"Potatoes","blue",307303
"swe",12,"Potatoes","blue",9221318
"fin",13,"Potatoes","blue",3979940
"rus",13,"Potatoes","blue",435
"rus",14,"Potatoes","blue",3270
"gbr",16,"Potatoes","blue",201191
"blr",17,"Potatoes","blue",1941
"fin",17,"Potatoes","blue",94518
"rus",17,"Potatoes","blue",160537
"kaz",18,"Potatoes","blue",36924
"rus",18,"Potatoes","blue",27556880
"est",20,"Potatoes","blue",21362
"ltu",20,"Potatoes","blue",1834
"lva",20,"Potatoes","blue",164762
"rus",20,"Potatoes","blue",180443
"deu",21,"Potatoes","blue",2239309
"dnk",21,"Potatoes","blue",25004488
"pol",21,"Potatoes","blue",2416
"swe",21,"Potatoes","blue",26676
"est",22,"Potatoes","blue",29046
"lva",22,"Potatoes","blue",4668
"rus",22,"Potatoes","blue",3562
"usa",23,"Potatoes","blue",40604016
"gbr",24,"Potatoes","blue",449571
"irl",24,"Potatoes","blue",370183
"blr",25,"Potatoes","blue",287489
"ltu",25,"Potatoes","blue",1100
"lva",25,"Potatoes","blue",105889
"rus",25,"Potatoes","blue",2724
"gbr",26,"Potatoes","blue",83791592
"usa",27,"Potatoes","blue",317181
"deu",28,"Potatoes","blue",26864068
"nld",28,"Potatoes","blue",1001573
"cze",29,"Potatoes","blue",6247
"deu",29,"Potatoes","blue",2690480
"pol",29,"Potatoes","blue",7590664
"blr",30,"Potatoes","blue",567852
"pol",30,"Potatoes","blue",9889343
"svk",30,"Potatoes","blue",8825
"ukr",30,"Potatoes","blue",37640
"cze",31,"Potatoes","blue",1676531
"deu",31,"Potatoes","blue",36184868
"pol",31,"Potatoes","blue",11409
"bel",32,"Potatoes","blue",64181
"che",32,"Potatoes","blue",234825
"deu",32,"Potatoes","blue",22170370
"fra",32,"Potatoes","blue",978368
"lux",32,"Potatoes","blue",3
"nld",32,"Potatoes","blue",16613262
"pol",33,"Potatoes","blue",1529547
"rus",33,"Potatoes","blue",12417
"blr",35,"Potatoes","blue",1304045
"ltu",35,"Potatoes","blue",150
"lva",35,"Potatoes","blue",242
"pol",35,"Potatoes","blue",9427
"rus",35,"Potatoes","blue",5071
"bel",36,"Potatoes","blue",791772
"fra",36,"Potatoes","blue",8311294
"nld",36,"Potatoes","blue",1638311
"chn",37,"Potatoes","blue",213803
"prk",37,"Potatoes","blue",1881932
"rus",37,"Potatoes","blue",4548
"kaz",38,"Potatoes","blue",3877722
"rus",38,"Potatoes","blue",1318504
"blr",39,"Potatoes","blue",5068627
"rus",39,"Potatoes","blue",1651123
"ukr",39,"Potatoes","blue",37151684
"fra",41,"Potatoes","blue",31580974
"chn",42,"Potatoes","blue",10321884
"kaz",42,"Potatoes","blue",4379167
"rus",42,"Potatoes","blue",629
"chn",43,"Potatoes","blue",33397052
"mng",43,"Potatoes","blue",281371
"rus",43,"Potatoes","blue",976348
"fra",44,"Potatoes","blue",12281344
"aze",45,"Potatoes","blue",200098
"kaz",45,"Potatoes","blue",123406
"rus",45,"Potatoes","blue",17412340
"bel",46,"Potatoes","blue",4
"fra",46,"Potatoes","blue",36733416
"mda",47,"Potatoes","blue",995188
"rus",47,"Potatoes","blue",12400365
"ukr",47,"Potatoes","blue",25639046
"mng",48,"Potatoes","blue",18185444
"rus",48,"Potatoes","blue",1234641
"mda",49,"Potatoes","blue",45873464
"pol",49,"Potatoes","blue",712
"ukr",49,"Potatoes","blue",1750120
"ita",50,"Potatoes","blue",24776628
"jpn",51,"Potatoes","blue",6786979
"afg",52,"Potatoes","blue",5522594
"irn",52,"Potatoes","blue",86205160
"tkm",52,"Potatoes","blue",21798306
"uzb",52,"Potatoes","blue",7776780
"rus",53,"Potatoes","blue",18572402
"ukr",53,"Potatoes","blue",7889252
"alb",54,"Potatoes","blue",32
"aut",54,"Potatoes","blue",10347994
"bgr",54,"Potatoes","blue",1718765
"bih",54,"Potatoes","blue",632171
"cze",54,"Potatoes","blue",835188
"deu",54,"Potatoes","blue",7006542
"hrv",54,"Potatoes","blue",956369
"hun",54,"Potatoes","blue",7380228
"mda",54,"Potatoes","blue",28267686
"pol",54,"Potatoes","blue",2724
"rom",54,"Potatoes","blue",20877776
"scg",54,"Potatoes","blue",25708426
"svk",54,"Potatoes","blue",5194582
"svn",54,"Potatoes","blue",237224
"ukr",54,"Potatoes","blue",3040566
"alb",55,"Potatoes","blue",9502675
"bgr",55,"Potatoes","blue",5178083
"bih",55,"Potatoes","blue",2330754
"grc",55,"Potatoes","blue",91607960
"hrv",55,"Potatoes","blue",1117157
"ita",55,"Potatoes","blue",39489
"mkd",55,"Potatoes","blue",15265533
"rom",55,"Potatoes","blue",952766
"scg",55,"Potatoes","blue",4150097
"svn",55,"Potatoes","blue",51961
