# File: GCAMFAOSTAT_GDP.csv
# Title: FAO real and nominal GDP since 1970
# Units: 2015 million USD or nominal million USD
# Description:  Data is preprocessed and generated by gcamfaostat.
# Data source: FAOSTAT (main domain:MK FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-07-24
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
46,22008,Gross Domestic Product,6110,Value US$,million USD,Congo,283.678163,324.463523,389.798511,519.53571,627.653029,739.566595,767.193924,765.165836,951.046472,1292.565315,1846.019115,2157.42763,2338.337853,2269.824015,2373.9432190000002,2338.643476,2001.283783,2486.527891,2350.961391,2529.979139,2909.079829,3035.242663,3280.447271,3003.612458,2068.270076,2457.131401,2840.360005,2567.8656339999998,2239.65345,2642.685074,3624.090545,3037.899488,3329.838707,3855.481348,5093.824522,6647.356902,8065.13438,8771.102344,11602.894194,9684.323926,13135.580123,15634.896806,17693.923329,17953.616566,17895.486533,12425.385625,10931.32815,11834.473048,14773.900278,13976.637329,11468.688141,14737.712428,15344.805124,16130.995842
46,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Congo,2134.771965,2327.524362,2423.798989,2844.635917,2821.274628,2796.941161,2929.897365,2714.102903,2877.443291,3201.367147,3607.244144,4372.638313,5403.190363,5706.292201,6118.205406,6047.686237,5631.492547,5642.157483,5637.873873,5633.505282,5587.030911,5777.113802,6018.634622,6097.811525,6012.351696,6250.745793,6469.235625,6404.286496,6977.447591,6720.850762,7510.711318,7148.504459,7218.928217,7252.035358,7237.737109,7904.432206,8535.699003,7971.148314,8473.838895,9459.964005,10399.457642,10628.862466,11686.131045,11602.874938,12374.009596,12425.385625,11346.210635,10711.415824,10464.590763,10582.262687,9918.989955,10068.104975,10244.291189,10663.282699
47,22008,Gross Domestic Product,6110,Value US$,million USD,Cook Islands,11.153116,11.243227,11.630516,15.065321,17.699518,17.354218,16.396361,19.06484,22.166164,25.262326,27.840461,28.670528,28.678835,28.342881,29.449721,30.781655,39.67832,50.468021,64.256362,64.944198,72.583683,79.136808,81.792045,91.454465,108.568305,115.571975,116.540396,107.142124,93.436055,100.046168,99.9837,105.007417,121.331836,166.696568,194.743341,199.196541,204.97443,226.660994,225.453684,215.568677,240.788193,271.970367,299.380939,289.201816,319.453585,302.173329,309.858165,345.609009,362.713702,356.79552,283.394597,246.988135,289.749646,
47,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Cook Islands,111.409738,100.219566,88.353314,91.896388,92.813797,91.57172,84.936621,101.273442,110.219413,114.630653,116.501116,111.497083,114.618355,115.35666,132.956177,144.629753,156.467706,154.107071,156.883997,163.94443,176.951881,189.571124,200.895237,208.71709,216.894106,207.403812,206.837164,201.979802,200.42086,205.794794,234.347278,243.923998,251.826824,262.670484,268.452342,265.392011,278.672629,283.728993,280.21304,279.647581,265.848691,268.048566,269.952893,271.107311,285.743705,302.173329,317.020525,347.178535,366.840671,384.36133,286.858242,238.521611,306.285448,307.105977
48,22008,Gross Domestic Product,6110,Value US$,million USD,Costa Rica,1257.297342,1375.0502,1580.748826,1951.698222,2127.50385,2503.231755,3079.846461,3922.201449,4497.624494,5151.548171,6167.736629,3349.476043,3327.524345,4017.063827,4672.845389,5007.754605,5622.388507,5786.034039,5889.739291,6670.865554,7288.221039,7196.134047,8564.041895,9582.86851,10486.78703,11572.2057,11679.595972,12614.737966,13682.172331,14254.632022,15013.792045,15976.133855,16578.934638,17271.664231,18610.382365,20044.554181,22713.238215,26884.601978,30801.749948,30745.714327,37658.636237,42762.613706,47231.655433,50949.668886,52016.408924,56441.920824,58847.019585,60516.044623,62420.164965,64417.670556,62395.610764,64616.482168,68380.838316,86017.269178
48,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Costa Rica,8579.749446,9160.044663,9909.656787,10673.122113,11265.731287,11502.774956,12136.943735,13217.49345,14045.607049,14739.806367,14850.631979,14515.076655,13457.615609,13842.426761,14953.761368,15061.50849,15894.239823,16651.548171,17224.147165,18200.028246,18846.510982,19272.881738,21046.199579,22539.888612,23558.472575,24537.080463,24868.443807,26230.281015,28107.138562,29291.801378,30425.018596,31487.207679,32563.086644,33968.893665,35471.881197,36882.479566,39584.746512,42836.685683,44866.362763,44474.474851,46858.459485,48921.712073,51310.359851,52590.433321,54453.244254,56441.920824,58814.921625,61260.269011,62862.779086,64382.4942,61631.202101,66426.601173,69286.276848,71187.492284
49,22008,Gross Domestic Product,6110,Value US$,million USD,Cuba,5692.936975,6914.575471,8135.053335,9987.589917,11405.820587,13027.259032,13789.414532,14205.988302,17844.491331,19584.208368,19912.651019,20150.012489,20953.258998,22205.449736,24039.095369,22921.21692,24225.993413,25213.311971,27458.670256,27024.876291,28645.093044,24317.592011,22085.593357,22366.98663,28447.985651,30428.143931,25017,25364.5,25736.7,28364.9,30565.8,31682.3,33590.5,35901.1,38203.4,42643.6,52742.7,58603.8,60806.3,62080,64328,69511.335013,73141,77148,80656,87205.671393,91370,96851,100050,103428,107352,126693.048651,147193.876305,
49,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Cuba,23140.632168,25126.991299,26339.792283,27244.42947,27512.648569,30119.864444,31754.758765,34520.440389,36797.408093,37197.831408,35393.943773,42362.42181,46140.402035,48637.276358,52494.074518,53332.234042,53383.061561,52100.708217,54031.320758,54398.778734,52794.795505,47149.607779,41689.398897,35486.774921,35741.19027,36619.423164,39489.928215,40585.839487,40651.443754,43168.087423,45721.693496,47177.948203,47850.47194,49665.629988,52531.416364,58414.83899,65464.097437,70217.206553,73108.914615,74169.623598,75942.538899,78070.677301,80424.430377,82634.174087,83499.830385,87205.671393,87653.70053,89239.403656,91245.93415,91095.524368,81122.075748,82139.421911,83597.276722,85590.536382
50,22008,Gross Domestic Product,6110,Value US$,million USD,Cyprus,616.073732,721.234556,877.439595,1067.917209,946.16027,789.183202,912.338783,1162.791345,1521.276896,1992.982638,2415.750838,2331.45049,2418.151587,2420.915904,2549.455365,2711.449628,3464.825994,4151.750014,4789.093144,5116.228424,6258.466317,6460.308316,7742.005288,7384.980173,8315.502848,9826.576337,9902.978724,9582.986131,10344.755039,10606.767553,10159.959569,10559.479866,11580.596951,14558.576359,17408.321379,18967.185228,20741.879521,24160.879869,27845.765614,25943.838678,25774.756786,27605.414571,25048.901809,23952.838171,23195.020646,19901.316089,21032.147327,22946.535929,25597.307095,25947.068241,25227.22858,29482.877353,29210.796341,32288.201645
50,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Cyprus,3736.264982,4220.698742,4512.101425,4627.177645,3844.526803,3113.772164,3673.409594,4252.83163,4577.924526,5029.831676,5327.599953,5490.1464,5835.557602,6145.937242,6688.225822,7002.108618,7268.801572,7781.854506,8424.943899,9106.334938,9811.84183,9878.042209,10809.576108,10885.233683,11514.137281,12656.794198,12814.742916,13153.204453,13956.953345,14654.550918,15528.770947,16142.558996,16743.453273,17182.730775,18046.39125,18922.167425,19814.171969,20824.221227000002,21583.731139,21148.677459,21631.638175,21721.783432,20972.944227,19591.420928,19243.400214,19901.316089,21209.58942,22425.605584,23692.19646,25004.026695,24156.149976,26550.390211,27893.343345,28596.255599
52,22008,Gross Domestic Product,6110,Value US$,million USD,Azerbaijan,2902.6343824731325,3051.0703263716855,3454.3803153622816,4137.356548196149,4129.4249565281525,4594.064199104486,4611.199519031111,4945.296716688558,5626.54632347759,6038.269305849711,6295.5879943303025,6073.419314285624,6428.928135171466,6650.6047702287615,6283.710021307685,6121.9959039070545,5700.9297259788,5360.986725722938,5249.197414506252,5237.584935252004,11814.00085541616,6691.252394,5297.05476,4169.970343,3421.911062,3080.802211,3176.55449,3962.337296,4446.396218,4581.222442,5272.617196,5707.618247,6236.045524,7276.413079,8680.410158,13245.421881,20981.929498,33049.426816,48851.318826,44292.408817,52905.998879,65952.763949,69679.91351,74160.553009,75239.737489,53076.244755,37867.007023,40866.632048,47112.479289,48174.235294,42693,54825.411765,78721.058824,78859.501796
52,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Azerbaijan,6463.740218549655,6800.416580400699,6992.166031510652,7531.740068393236,7892.942522819872,8100.299487406072,8599.739918216857,9043.439229539472,9504.975699080738,9823.814902693173,10305.418175275328,10851.681146494895,11681.109004809761,12225.142331256986,12720.123472503128,12898.495054949095,13096.933440406012,13368.950103619645,14064.599275134964,15021.116885952311,36244.10852846051,19819.071534,15339.961358,11796.3765,9477.809642,8357.772061,8462.586936,8953.871845,9846.117797,10574.37028,11747.526282,12910.800541,14275.32905,15868.148397,17479.054668,22096.654454,29710.361353,37152.611773,41149.853159,44975.293077,47223.457665,47257.041756,48280.269857,51085.257431,52490.361028,53076.244755,51411.92676,51453.617717,52211.912974,53508.996868,51239.561293,54117.467268,56596.740227,58294.076464
53,22008,Gross Domestic Product,6110,Value US$,million USD,Benin,322.055483,341.787647,420.920211,515.609659,553.903483,673.957826,717.765317,785.887967,953.850384,1161.734065,1484.452237,1404.274746,1369.643303,1183.35803,1135.58676,1129.578665,1442.809953,1687.76763,1749.715035,1622.703791,1992.948719,2019.866679,2283.484177,2312.835609,1624.969037,2344.819023,2758.951646,2865.784253,3353.718682,3676.045829,3511.248329,3663.017333,4174.635153,5337.266451,6179.176612,6565.042878,7027.862692,8158.258353,9748.277553,9699.587373,9526.050116,10679.326973,11141.996171,12514.287691,13266.85763,11379.537883,11821.065852,12701.652061,14262.400777,14391.690564,15686.741247,17687.623535,17396.77976,19431.226462
53,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Benin,1321.475099,1349.002232,1481.477908,1545.319267,1650.33258,1537.395771,1559.158398,1626.734811,1618.10886,1747.697377,1912.287828,2019.834093,2237.624828,2140.379093,2310.113641,2484.036033,2537.404593,2499.343868,2575.185072,2556.963724,2786.480224,2904.231289,2990.130052,3164.639188,3228.577572,3555.691087,4011.056643,4585.557252,5154.406575,5870.755787,6214.648441,6546.084255,6850.021687,7085.90737,7399.790217,7526.560017,7823.389188,8291.723105,8697.734529,8899.460996,9087.600073,9356.934599,9807.11755,10512.389629,11180.733502,11379.537883,11759.587652,12426.542377,13258.778019,14169.082232,14714.412919,15767.300287,16753.221226,17756.906709
54,22008,Gross Domestic Product,6110,Value US$,million USD,Denmark,17075.457585,19085.633673,23232.407815,30730.626668,34160.444804,40474.75841,44575.708131,49784.407636,60362.658215,70366.799282,71127.002865,61878.103527,60412.542586,60644.837444,59105.284415,62658.617565,88078.850822,109414.157337,115552.41746900001,112409.60661,138248.216615,139225.595727,152914.810033,143194.762032,156163.57339,185007.982281,187633.263193,173538.719989,176991.230634,177964.167947,164157.842127,164791.096044,178634.843166,218096.916362,251374.821136,264466.895451,282885.978374,319423.375611,353358.901702,321243.301145,321995.279402,344003.137611,327148.943812,343584.391648,352993.631618,302673.070847,313115.929314,332121.063806,356841.21641,346498.737962,354762.748339,405687.998853,400167.196949,415825.902369
54,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Denmark,132721.366663,136709.637847,142081.486242,147896.804952,146236.819626,144106.668371,152644.421082,155499.315888,158961.210453,165111.596989,164314.130434,163219.594443,169233.539378,173626.96378,180860.502639,188101.70821,197326.551598,197828.286413,197801.379477,199077.569111,202014.449525,204829.791592,208838.32434,208860.644261,219998.060121,226658.693473,233232.021628,240837.461763,246179.618875,253437.048622,262932.98665,265097.327472,266333.597061,267372.453962,274506.537363,280920.770552,291913.222622,294567.411367,293059.176922,278680.088534,283894.168216,287689.202369,288340.817828,291032.020777,295744.975314,302673.070847,312497.708494,321315.569972,327708.263159,332602.543223,324538.552372,346751.664752,356222.057683,356222.057683
55,22008,Gross Domestic Product,6110,Value US$,million USD,Dominica,23.044578,25.752039,27.682791,31.800423,40.084999,42.238052,41.189845,45.874074,57.12963,55.018519,72.803704,82.107407,89.525926,98.666667,109.155556,119.492593,135.162963,151.87037,171.107407,185.137037,201.42963,219.762963,234.059259,245.525926,264.374074,274.522222,292.285185,302.988889,322.411111,331.759259,333.47037,340.203704,333.196296,343.311111,367.2,364.255556,390.251852,421.374074,458.188889,489.074074,493.825926,501.025926,485.996296,498.296296,520.207407,540.737037,576.22963,520.7,554.77037,611.537037,506.614815,555.266667,612.048148,681.742304
55,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Dominica,139.946054,150.269943,161.740931,175.506117,186.977105,192.712599,206.097733,211.485616,233.763053,190.849436,216.386652,239.823425,249.720972,256.104139,266.851866,270.643577,289.788533,308.065124,332.147487,331.510989,349.473877,354.183964,361.371847,369.182589,369.309889,380.503164,392.314752,400.889292,416.019763,417.492802,427.263049,426.990264,414.914984,441.275102,454.737039,457.719487,479.046723,509.48043,545.760826,539.377659,543.005698,541.791805,536.054229,530.694005,554.298995,540.737037,555.681105,518.054969,537.30904,566.874381,475.850593,505.325006,535.335895,561.358573
56,22008,Gross Domestic Product,6110,Value US$,million USD,Dominican Republic,1859.112944,2085.635628,2487.24407,2934.532502,3661.532645,4504.297143,4945.328043,5740.785592,5925.132503,6881.784092,8298.36433,9094.572783,9967.498586,10791.991086,12959.725534,5617.973067,6799.933519,6359.192054,5805.07032,8368.314852,9522.418428,9867.165499,11443.289344,12984.337452,14097.479998,15747.403917,17078.580525,19653.241406,20872.307173,21862.30244,23959.94938,25208.160068,25654.738278,20389.120903,22233.034287,35510.401478,37932.619634,43780.696524,47657.828171,48071.0681,53159.569599,57811.243036,60657.847548,62661.707772,67170.254556,71155.035229,75682.409308,79998.045976,85555.390387,88941.371981,78844.655832,94243.426487,113537.385335,122410.179659
56,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Dominican Republic,7635.572787,8465.693961,9345.673807,10551.020033,11184.276558,11765.104377,12556.675032,13181.707446,13464.411252,14074.023458,15196.100563,15846.319316,16115.658942,16861.482982,17072.739825,16710.364947,17298.90287,19049.09643,19459.787959,20316.123486,19299.931807,19447.9658,21492.55008,23044.89249,23575.659693,24870.85142,26644.46632,28777.162526,30794.629384,32862.580973,34721.487334,35349.694477,37395.791409,37301.030121,37790.420015,41290.852172,45697.062945,49569.733321,51160.676025,51644.735406,55951.726128,57704.930386,59272.98564,62162.665253,66545.421395,71155.035229,75893.391521,79435.111972,84981.690577,89275.108374,83275.607389,93495.181798,98037.480685,102202.112864
57,22008,Gross Domestic Product,6110,Value US$,million USD,Belarus,11943.610653989974,12554.38724083357,14213.906438447584,17024.181911015483,16991.54540559785,18903.4190612693,18973.926594312707,20348.652558252335,23151.82339878353,24845.959948824104,25904.761652464425,24990.593395522723,26453.42280537137,27365.56642090834,25855.886780039098,25190.473847859506,23457.89239733116,22059.112425550542,21599.12751787085,21551.345085547386,41271.85222659317,19859.843452,18353.482859,17367.951893,15666.312425,14323.710856,14990.947761,14574.579172,15737.046915,12549.067247,10770.187054,12772.736432,15088.618674,18428.403815,23924.384607,31231.983629,38212.092239,46807.243743,62807.178042,50873.181572,57231.904543,61762.340943,65685.90357,75527.537703,78813.04985,56454.775753,47723.549319,54725.415191,60031.016756,64410.160389,61371.673345,69673.765645,72873.850196,67101.636794
57,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Belarus,13109.674044238262,13792.516672969025,14181.420421761259,15275.777482393818,16008.363613860365,16428.92231897765,17441.880920508895,18341.786106735213,19277.868385823487,19924.53392165182,20901.31543030087,22009.23890076678,23691.473721175196,24794.875055043485,25798.789383338997,26160.56031248477,26563.030471130594,27114.7311380445,28525.637761664428,30465.63436910894,62513.83125727222,29075.589141,26271.513953,24285.165846,21447.805098,19206.978846,19740.25378,21994.864822,23852.205125,24674.774727,26102.850662,27336.290233,28705.396935,30713.25809,34222.895946,37453.998778,41198.626172,44732.780513,49315.309909,49391.31484,53219.011128,56169.965143,57151.515837,57694.970937,58702.865253,56454.775753,55063.96097,56465.308592,58243.982739,59086.456017,58692.64016,60121.302413,57270.177382,57676.795643
58,22008,Gross Domestic Product,6110,Value US$,million USD,Ecuador,2861.132,2752.9,3184.46,3889.89,6596.096,7727.971,9087.566,11021.061,11916.787,14168.371,17872.943,21800.312,19920.3,17144.261,16904.408,17140.874,15306.803,13938.747,13045.63,13884.17,15231.973,16980.041,18085.191,18929.248,22697.319,24420.668,25213.78,28147.972,27967.906,19635.45,18318.601,24468.324,28548.945,32432.858,36591.661,41507.085,46802.044,51007.777,61762.635,62519.686,69555.367,79276.664,87924.544,95129.659,101726.331,99290.381,99937.696,104295.862,107562.008,108108.009,99291.124,106165.866,115049.476,119924.939786
58,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Ecuador,17347.894301,18439.528973,19364.758285,22066.274158,24539.574622,27232.094541,29246.503667,29715.863874,31411.696206,32584.624146,33793.084552,35689.844469999996,35909.28182,35788.314664,36727.855722,38173.097363,39495.712166,39393.379286,41713.833407,42133.381944,43683.854187,45558.477943,46521.725706,47439.700808,49459.80209,50573.908255,51449.720655,53676.394986,55429.750211,52802.720506,53379.221434,55522.73341,57797.375793,59371.12744,64246.103133,67645.562499,70624.352725,72171.07123,76759.080483,77193.91422,79915.230251,86203.073183,91066.617872,95571.238386,99192.306979,99290.381,98072.699669,100395.440274,101689.830587,101702.140245,93781.97716,97753.879512,100635.339956,103531.62504
59,22008,Gross Domestic Product,6110,Value US$,million USD,Egypt,8142.813796,8629.234277,9226.975132,9589.429095,11333.916303,12677.626556,14974.320786,19135.598508,23431.875159,15615.518038,20119.009508,13485.761896,15737.551023,18915.644724,21597.002779,23784.25419,24746.926794,27352.281535,29818.122288,32789.274083,35995.022902,39199.914163,45789.045447,50619.966005,56527.978531,65758.036434,73961.364055,81571.756042,87146.298124,91906.116309,95683.644418,90724.340844,86521.730139,74076.435595,79187.405118,94456.321807,107741.504113,132165.346646,164843.994478,187956.439769,214630.372041,231100.308409,276536.289418,270782.459345,300949.11039,317744.560654,270255.270303,195135.299313,249751.081603,317347.367543,371529.650126,425906.12562,409306.889921,
59,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Egypt,28220.900447,29191.956826,30317.246983,30531.058419,31289.907459,32881.946388,37389.397698,40300.534236,43491.738499,47967.833626,52741.099852,54722.098167,60143.50995,69564.401959,76659.738968,81835.50417,83466.872525,90028.036779,94800.169968,100313.650101,106147.679035,111817.360522,119268.21667,122706.502428,127550.969891,133364.330848,140189.45669,147887.444118,153838.537206,163237.927223,172025.522624,178087.851097,183760.855723,189628.994987,197388.476847,206215.074109,220328.471648,235944.988828,252829.700991,264646.610441,278268.258905,283178.78155,289482.925055,295808.968316,304434.485997,317744.560654,331555.343377,345418.884605,363774.862219,383992.319124,397699.575727,432759.094792,461268.595816,478492.365185
60,22008,Gross Domestic Product,6110,Value US$,million USD,El Salvador,929.895894,978.000194,1042.374623,1205.137269,1426.492589,1619.631977,2063.782953,2592.206874,2782.092267,3113.03538,3225.158183,3127.502838,3242.88082,3671.840964,4216.179089,5183.328689,3682.908376,4184.89321,4948.955862,5828.577337,4817.542204,5252.342352,5813.399327,6680.269152,7679.384019,8921.947111,9586.327762,10221.70588,10936.669911,11284.196954,11784.927669,12282.5336,12664.190271,13243.892169,13724.810917,14698.00142,15999.886383,17011.750854,17986.886243,17601.61601,18447.922436,20283.783661,21386.153018,21990.962051,22593.472396,23438.23794,24191.43,24979.19,26020.853736,26881.136766,24930.085027,29451.248081,32488.71532,34695.748125
60,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,El Salvador,9237.172922,9684.942273,10217.633399,10734.884201,11421.978551,12058.891854,12533.681769,13290.257571,14147.195468,13904.010389,12695.805156,11645.863228,10993.509603,11078.431377,11333.196698,11557.081373,11630.422905,11943.089435,12136.093466,12263.476127,12680.364834,12869.854993,13773.067389,14574.554504,15258.069645,15980.533058,16111.202738,16616.27923,17057.304263000002,17425.83012,17622.054913,17776.656499,18057.680962,18339.783665,18503.151961,19004.118776,19829.447798,20198.390349,20628.055626,20198.291897,20623.710932,21409.848655,22012.337693,22505.115621,22889.918597,23438.23794,24034.064446,24575.566296,25168.444699,25781.315832,23754.768303,26411.452921,27096.718971,27757.878913
61,22008,Gross Domestic Product,6110,Value US$,million USD,Equatorial Guinea,20.972338,21.777146,20.831039,26.498861,28.172909,34.878286,36.231989,40.140316,45.455624,51.399794,55.654911,52.380515,62.160525,70.216223,70.505299,88.290308,111.945441,136.333719,149.553283,138.026246,169.733335,171.490713,202.462541,199.765224,165.118431,215.32791,340.197768,653.628167,548.042389,917.093973,1510.819217,2207.701642,2716.640964,3697.915667,5620.779669,8519.677076,10086.536163,13071.717523,19749.902196,15027.797585,16298.535261,21329.355297,22389.603208,21942.553595,21736.59987,13175.520652,11240.814853,12200.908721,13097.013925,11364.133546,10099.157996,12269.393392,11767.383972,11452.584267
61,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Equatorial Guinea,277.690174,289.589949,295.977599,317.656152,327.299285,348.829861,349.841034,375.440963,356.647951,338.84145,355.242175,375.73759,384.010114,403.227467,407.305635,459.869156,449.151646,469.079325,481.534611,475.615693,487.679805,489.251909,554.310818,606.8715,663.794903,741.482164,998.04787,1948.809778,2293.41409,2825.516793,3195.381477,5362.416684,6443.90349,7319.777208,9080.274031,9888.418419,10412.512493,12003.761332,14140.318909,14330.281643,13051.419036,13902.875364,15058.603739,14436.200378,14496.118991,13175.520652,12013.908999,11333.02823,10626.225504,10043.721819,9617.719234,9526.794959,9836.018452,9657.002917
63,22008,Gross Domestic Product,6110,Value US$,million USD,Estonia,3125.296518184307,3285.1190371487123,3719.3670815983573,4454.734668838077,4446.194641897953,4946.476529208317,4964.926305738223,5324.65222054128,6058.160731626347,6501.467133229601,6778.524831583931,6539.313511554834,6922.093542966047,7160.775073058407,6765.735694944873,6591.616428975586,6138.250111898093,5772.22996086014,5651.865251055368,5639.361974307895,11361.252828266883,5382.345394,4339.668801,4187.5103,4191.743502,4475.860193,4783.105051,5154.388538,5670.074153,5763.855973,5690.808434,6254.916259,7368.066172,9874.168127,12145.863019,14104.149587,17031.639065,22444.324993,24313.206204,19641.73712,19535.115351,23183.616046,23020.466785,25108.615092,26598.657881,22881.558192,24056.487771,26924.385103,30624.720196,31081.901909,31370.395573,37191.166152,38049.054525,41875.877181
63,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Estonia,5843.833028577577,6148.220330171194,6321.579985373953,6809.405991909359,7135.967202881927,7323.4375277066965,7774.978955223097,8176.125134152612,8593.39779261405,8881.658614657701,9317.073562633155,9810.946998997544,10560.828298269556,11052.685924696965,11500.195732321361,11661.460527875179,11840.867612915941,12086.796426120623,12715.729128758852,13580.511594871756,29351.145828289278,13457.479275,10608.711752,9999.719267,9800.544938,10249.896461,10756.550328,12160.281732,12688.016741,12634.089478,13908.570239,14743.59549,15741.938586,16938.367664,18090.855516,19814.267656,21749.246483,23397.652436,22196.884689,18949.690212,19412.87088,20822.844112,21495.047268,21808.537193,22465.272195,22881.558192,23603.600591,24970.731682,25915.674323,26884.844527,26736.708695,28879.244934,28507.450259,28165.360858
66,22008,Gross Domestic Product,6110,Value US$,million USD,Fiji,220.819602,247.231525,316.782827,426.231517,559.451912,684.854091,696.173813,720.506458,829.810532,1019.788954,1202.652194,1235.671838,1194.055009,1123.127988,1177.964093,1141.209523,1290.268412,1177.947649,1110.009264,1182.674157,1337.042918,1383.893884,1532.414536,1636.105139,1825.748485,1970.318085,2128.724435,2090.196893,1653.147497,1936.464048,1678.199777,1652.434296,1833.434069,2300.679996,2708.150841,2980.551325,3076.324384,3378.336324,3523.167471,2870.612419,3140.495211,3774.542676,3972.026034,4190.170568,4857.075446,4682.442417,4930.244731,5353.491805,5581.425889,5444.393273,4432.466392,4305.030938,4979.979575,5395.154103
66,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Fiji,1355.091665,1443.292898,1555.549013,1731.951477,1780.061241,1820.152711,1852.225886,1948.445413,1985.616072,2226.194341,2186.532494,2328.709185,2276.375694,2211.192651,2393.961267,2299.930062,2454.871196,2296.514967,2336.879488,2495.20576,2703.602677,2631.358412,2734.167558,2781.404193,2923.255811,2996.337164,3140.161375,3071.077801,3111.001873,3384.769977,3327.228936,3393.773497,3502.374266,3537.397955,3724.880058,3750.954232,3820.440025,3786.056065,3823.916625,3770.381793,3883.493246,3988.590188,4044.881713,4236.375326,4473.761245,4682.442417,4799.959785,5060.372024,5238.254364,5207.846074,4320.435826,4109.553796,4932.141138,5276.651197
67,22008,Gross Domestic Product,6110,Value US$,million USD,Finland,11301.89194,12466.329068,14671.425072,19377.342812,24726.60023,29327.275518,31700.986594,33368.784955,36175.473346,44350.281768,53649.051983,52450.287689,52795.245479,50972.397001,52888.307123,55875.260439,73528.785938,91597.110424,109058.670628,119006.99365,141445.520555,127764.750998,112534.3527,89210.540459,103296.211461,134186.04865,132132.654611,126906.819427,134037.621983,135214.481049,125706.555412,129419.870963,139744.733982,171267.6618,197125.526935,204804.009352,216896.428799,256039.417632,284564.517773,252481.317677,249181.190476,275243.697751,258304.834622,271285.280621,274497.230803,234440.080998,240607.90701,255647.979916,275708.001768,268514.916973,271886.077382,296776.746826,282511.948123,309165.499587
67,22008,Gross Domestic Product,6184,"Value US$, 2015 prices",million USD,Finland,78868.008453,80726.864505,86971.479506,93045.417963,96056.864242,97790.592398,98127.366071,98362.391739,101234.285781,108444.117077,114288.22247,115792.117022,119391.038718,123111.957761,127097.943763,131608.518352,135235.166718,140069.588806,147377.22981,154874.521233,155912.607738,146735.080145,141900.658057,140961.278496,146547.64786,152727.36795,158328.155182,168356.336994,177543.846188,185319.513373,196018.680587,201134.805636,204568.476383,208667.587197,216997.787771,223030.00198,232012.33382,244307.448128,246222.806454,226341.675381,233552.827575,239502.970843,236155.807305,234026.39909,233172.41767,234440.080998,241031.264864,248725.970174,251560.74486,254641.732371,248645.008299,256529.364028,260638.456443,260758.350145
68,22008,Gross Domestic Product,6110,Value US$,million USD,France,148450.958499,165974.625959,203484.660985,264421.351011,285543.957372,360848.29241,372322.045575,410285.602701,506694.842988,613970.509876,701305.015186,615551.683162,584871.786075,559889.213926,530696.842618,553142.969026,771488.415239,934146.209719,1018813.494769,1025162.972813,1269138.608283,1269224.971748,1401401.633694,1322886.326148,1393976.485635,1600996.702405,1605764.901947,1452888.333012,1503149.910225,1492604.184932,1362247.894595,1376453.007132,1494354.627461,1840409.841231,2115834.435318,2196071.481868,2318474.882627,2657076.867804,2918490.999002,2690060.238351,2642609.54893,2861408.170265,2683825.225093,2811077.725704,2852165.76063,2438207.896252,2471285.607082,2595151.045198,2790956.878747,2728870.246706,2647418.691598,2959355.819171,2775316.950606,2971266.414013
