 Parameters for 1990 Calibration
 Can use this file instead of calibrating:
 Calibrated for inputs:
 ..\inputs\14reg\ERBPROIN_14.csv                                         
 ..\inputs\14reg\agLU\Auto_Deforest.csv                                  
 ..\inputs\14reg\cal_data1990_14.csv                                     
 ..\inputs\14reg\non-CO2\SO2\so2input14Reg.csv                           
 ..\inputs\14reg\non-CO2\CH4&N2O\ch4n2o_epadata.csv                      
 ..\inputs\14reg\non-CO2\CH4&N2O\ccurves_epa(11-02).csv                  
 ..\inputs\14reg\non-CO2\reactives\noxinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\vocinput.csv                          
 ..\inputs\14reg\non-CO2\reactives\coinput.csv                           
 ..\inputs\14reg\non-CO2\highGWP\HGWPinputs.csv                          
 ..\inputs\14reg\non-CO2\highGWP\HGWPccurves.csv                         
 ..\inputs\14reg\non-CO2\CO2_Cement.csv                                  
 ..\inputs\14reg\non-CO2\blackcarbon\black_carbon.csv                    
 ..\inputs\14reg\non-CO2\blackcarbon\Aerosol_Forcing.csv                 
 ..\inputs\14reg\Scen\sres\SRES_B2_create25%.csv                         
 ..\inputs\14reg\Scen\UN_98Med_pop.csv                                   
 ..\inputs\14reg\foss\IIASA_WEC_Resources.csv                            
 ..\inputs\14reg\foss\Bal_Foss.csv                                       
 ..\inputs\14reg\tech\B2_elec_gen.csv                                    
 ..\inputs\14reg\Scen\SRES-B2_envcosts.csv                               
 
 
 
 Labor productivity growth rate
INPUT_TABLE
 Variable ID
 8
 ,,PROLM,
 Region,1975,1990,2005,2020,2035,2050,2065,2080,2095,
 1, 0.01700000, 0.01182053, 0.01625687, 0.01327163, 0.01153696, 0.00763936, 0.00891368, 0.00942800, 0.01144058,USA     
 2, 0.01700000, 0.00464944, 0.01929975, 0.00898325, 0.02427862, 0.00289829, 0.01244631, 0.00416035, 0.01079440,Canada  
 3, 0.01700000, 0.01276381, 0.02412501, 0.00601229, 0.01088040, 0.00525313, 0.01111539, 0.01198366, 0.00940605,WEurope 
 4, 0.01700000, 0.01029146, 0.01256980, 0.02274386, 0.00482081, 0.00944134, 0.00427238, 0.01259479, 0.01513707,Japan   
 5, 0.01700000, 0.02907385, 0.01214050, 0.02076053, 0.01868842, 0.01330929, 0.00680864,-0.00269523, 0.00938635,Aus&NZ  
 6, 0.01700000, 0.06596290,-0.03437571, 0.03504105, 0.05415488, 0.05387794, 0.02416891, 0.01594825, 0.01284700,FSU     
 7, 0.02500000, 0.09024491, 0.08126216, 0.07193781, 0.06492439, 0.04521973, 0.03182358, 0.01848914, 0.01175357,China&Re
 8, 0.02500000, 0.12315863,-0.00440557, 0.00818625, 0.02104482, 0.02584945, 0.01461361, 0.00903131, 0.00130054,MiddleEa
 9, 0.02500000, 0.06476590, 0.00343276, 0.01582551, 0.03870472, 0.04868245, 0.03907091, 0.03282567, 0.02193282,Africa  
10, 0.02500000, 0.01379231, 0.01084367, 0.01882774, 0.03586691, 0.03422829, 0.02302071, 0.01359649, 0.00661446,LatinAme
11, 0.02500000, 0.02518191, 0.02247681, 0.05082361, 0.04467511, 0.03793384, 0.02116152, 0.01815543, 0.01508882,S&EAsia 
12, 0.01700000, 0.05009889, 0.01940061, 0.05872671, 0.05832314, 0.04904288, 0.01765849, 0.01013359, 0.00828985,EEurope 
13, 0.01700000, 0.12904990, 0.04739461, 0.04314824, 0.02040874, 0.01349868, 0.00053104, 0.00127389, 0.00115519,Korea   
14, 0.02000000, 0.07369627, 0.03433722, 0.06048281, 0.05262516, 0.04454699, 0.02632216, 0.02241676, 0.01855213,India   
 
 
 1990 Normalized to unity
 BSJKLM Logit function scale parameters for enduse sectors
INPUT_TABLE
 Variable ID
240
 ,,BSJKLM,
 Fuel,1975,1990,2005,2020,2035,2050,2065,2080,2095,Sector,Region
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
 5, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
 6, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
 7, 3.32500000, 3.32500000, 3.20000000, 3.10000000, 3.01000000, 2.93000000, 2.48000000, 2.16000000, 1.82000000, 1,USA     
 7, 3.32500000, 3.32500000, 3.16000000, 3.07000000, 2.99000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 2,Canada  
 7, 3.32500000, 3.32500000, 3.13000000, 3.04000000, 2.96000000, 2.88000000, 2.44000000, 2.12000000, 1.82000000, 3,WEurope 
 7, 3.32500000, 3.32500000, 3.06000000, 2.98000000, 2.90000000, 2.82000000, 2.40000000, 2.09000000, 1.82000000, 4,Japan   
 7, 3.32500000, 3.32500000, 3.16000000, 3.07000000, 2.98000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 5,Aus&NZ  
 7, 3.32500000, 3.32500000, 3.17000000, 3.08000000, 2.99000000, 2.91000000, 2.47000000, 2.14000000, 1.82000000, 6,FSU     
 7, 3.32500000, 3.32500000, 3.16000000, 3.07000000, 2.98000000, 2.90000000, 2.46000000, 2.14000000, 1.82000000, 7,China&Re
 7, 3.32500000, 3.32500000, 3.27000000, 3.16000000, 3.05000000, 2.94000000, 2.47000000, 2.14000000, 1.82000000, 8,MiddleEa
 7, 3.32500000, 3.32500000, 3.21000000, 3.13000000, 3.04000000, 2.95000000, 2.56000000, 2.16000000, 1.82000000, 9,Africa  
 7, 3.32500000, 3.32500000, 3.39000000, 3.26000000, 3.13000000, 3.01000000, 2.53000000, 2.18000000, 1.82000000,10,LatinAme
 7, 3.32500000, 3.32500000, 3.30000000, 3.18000000, 3.07000000, 2.95000000, 2.55000000, 2.14000000, 1.82000000,11,S&EAsia 
 7, 3.32500000, 3.32500000, 3.12000000, 2.96000000, 3.00000000, 2.92000000, 2.48000000, 2.15000000, 1.82000000,12,EEurope 
 7, 3.32500000, 3.32500000, 3.09000000, 3.01000000, 2.93000000, 2.85000000, 2.42000000, 2.11000000, 1.82000000,13,Korea   
 7, 3.32500000, 3.32500000, 3.47000000, 3.30000000, 3.12000000, 2.95000000, 2.54000000, 2.12000000, 1.82000000,14,India   
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 1,USA     
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 2,Canada  
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 3,WEurope 
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 4,Japan   
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 5,Aus&NZ  
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 6,FSU     
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 7,China&Re
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 8,MiddleEa
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000, 9,Africa  
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000,10,LatinAme
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000,11,S&EAsia 
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000,12,EEurope 
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000,13,Korea   
 8, 4.13557214, 4.13557214, 3.17537313, 2.98260000, 2.78990000, 2.59720000, 2.40450000, 2.21170000, 2.01900000,14,India   
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 1,USA     
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 2,Canada  
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 3,WEurope 
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 4,Japan   
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 5,Aus&NZ  
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 6,FSU     
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 7,China&Re
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 8,MiddleEa
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000, 9,Africa  
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000,10,LatinAme
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000,11,S&EAsia 
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000,12,EEurope 
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000,13,Korea   
 9, 4.54975124, 4.54975124, 3.17537313, 2.97080000, 2.76630000, 2.56180000, 2.35720000, 2.15270000, 1.94800000,14,India   
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 1,USA     
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 2,Canada  
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 3,WEurope 
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 4,Japan   
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 5,Aus&NZ  
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 6,FSU     
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 7,China&Re
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 8,MiddleEa
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000, 9,Africa  
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000,10,LatinAme
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000,11,S&EAsia 
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000,12,EEurope 
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000,13,Korea   
10, 4.18161034, 3.80094433, 2.91843936, 2.71460000, 2.51070000, 2.30690000, 2.10300000, 1.89920000, 1.69500000,14,India   
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 1,USA     
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 2,Canada  
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 3,WEurope 
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 4,Japan   
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 5,Aus&NZ  
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 6,FSU     
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 7,China&Re
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 8,MiddleEa
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000, 9,Africa  
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000,10,LatinAme
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000,11,S&EAsia 
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000,12,EEurope 
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000,13,Korea   
11, 3.65800000, 3.04833333, 2.12750000, 1.72416667, 1.44916667, 1.25000000, 1.25000000, 1.25000000, 1.25000000,14,India   
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
12, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1,USA     
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 2,Canada  
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 3,WEurope 
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 4,Japan   
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 5,Aus&NZ  
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 6,FSU     
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 7,China&Re
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 8,MiddleEa
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 9,Africa  
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,10,LatinAme
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,11,S&EAsia 
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,12,EEurope 
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,13,Korea   
13, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000,14,India   
 
 
 TKLM rate of end-use energy efficiency improvement
INPUT_TABLE
 Variable ID
220
 ,,TKLM,
 Sector,1975,1990,2005.0,2020,2035,2050,2065,2080,2095,Region
 1, 0.01000000, 0.03679878, 0.01101183, 0.01395439, 0.00841181, 0.00887026, 0.00479860, 0.00607406, 0.00948421, 1,USA     
 1, 0.01000000, 0.04721115, 0.00259421, 0.01332917, 0.00934652, 0.01069447, 0.00675233, 0.00920349, 0.01215369, 2,Canada  
 1, 0.01000000, 0.02214482, 0.00915856, 0.01658543, 0.01060500, 0.00957301, 0.00371020, 0.00584403, 0.01054063, 3,WEurope 
 1, 0.01000000, 0.00149911,-0.00818417, 0.00671746, 0.00485186, 0.01118164, 0.00950478, 0.00812689, 0.01347340, 4,Japan   
 1, 0.01000000, 0.07821903, 0.00087398, 0.01197806, 0.00908908, 0.00961100, 0.00584792, 0.00756353, 0.01071033, 5,Aus&NZ  
 1, 0.01000000, 0.06756703, 0.00390678, 0.01716134, 0.02491376, 0.02036268, 0.01635492, 0.00931075, 0.00000279, 6,FSU     
 1, 0.01000000, 0.07108824, 0.09025128, 0.04840945, 0.01152570, 0.01179707, 0.00451680,-0.00789148,-0.00714274, 7,China&Re
 1, 0.01000000, 0.17852357,-0.01181221, 0.00246231, 0.02075482, 0.01631565, 0.00908769,-0.00459295,-0.00038835, 8,MiddleEa
 1, 0.01000000,-0.01240723,-0.00118091, 0.01085644, 0.03587387, 0.03645540, 0.01471318,-0.00177007,-0.00133319, 9,Africa  
 1, 0.01000000, 0.00052038, 0.00798868, 0.01280975, 0.02923597, 0.02399719, 0.00841353,-0.00269751, 0.00097030,10,LatinAme
 1, 0.01000000,-0.00984810, 0.00896283, 0.03277744, 0.02536593, 0.01605364, 0.01116821, 0.00715675, 0.00875995,11,S&EAsia 
 1, 0.01000000, 0.06108438, 0.04868030, 0.05278970, 0.01860120, 0.01809538, 0.00997307, 0.00578664, 0.00819393,12,EEurope 
 1, 0.01000000, 0.22159597, 0.01848085, 0.03495731,-0.00236876,-0.01341122,-0.00451776,-0.00505956, 0.00032100,13,Korea   
 1, 0.01000000, 0.04960171, 0.02462111, 0.03250901, 0.02009143, 0.01357716, 0.01013982, 0.00515780, 0.00566203,14,India   
 2, 0.01000000, 0.01652595, 0.01101183, 0.01395439, 0.00841181, 0.00887026, 0.00479860, 0.00607406, 0.00948421, 1,USA     
 2, 0.01000000, 0.03411520, 0.00259421, 0.01332917, 0.00934652, 0.01069447, 0.00675233, 0.00920349, 0.01215369, 2,Canada  
 2, 0.01000000, 0.00257518, 0.00915856, 0.01658543, 0.01060500, 0.00957301, 0.00371020, 0.00584403, 0.01054063, 3,WEurope 
 2, 0.01000000, 0.00570071,-0.00818417, 0.00671746, 0.00485186, 0.01118164, 0.00950478, 0.00812689, 0.01347340, 4,Japan   
 2, 0.01000000, 0.08434100, 0.00087398, 0.01197806, 0.00908908, 0.00961100, 0.00584792, 0.00756353, 0.01071033, 5,Aus&NZ  
 2, 0.01000000, 0.08545090, 0.00390678, 0.01716134, 0.02491376, 0.02036268, 0.01635492, 0.00931075, 0.00000279, 6,FSU     
 2, 0.01000000, 0.14117087, 0.09025128, 0.04840945, 0.01152570, 0.01179707, 0.00451680,-0.00789148,-0.00714274, 7,China&Re
 2, 0.01000000, 0.12754231,-0.01181221, 0.00246231, 0.02075482, 0.01631565, 0.00908769,-0.00459295,-0.00038835, 8,MiddleEa
 2, 0.01000000, 0.11438622,-0.00118091, 0.01085644, 0.03587387, 0.03645540, 0.01471318,-0.00177007,-0.00133319, 9,Africa  
 2, 0.01000000, 0.04989684, 0.00798868, 0.01280975, 0.02923597, 0.02399719, 0.00841353,-0.00269751, 0.00097030,10,LatinAme
 2, 0.01000000, 0.05387909, 0.00896283, 0.03277744, 0.02536593, 0.01605364, 0.01116821, 0.00715675, 0.00875995,11,S&EAsia 
 2, 0.01000000, 0.07086647, 0.04868030, 0.05278970, 0.01860120, 0.01809538, 0.00997307, 0.00578664, 0.00819393,12,EEurope 
 2, 0.01000000, 0.19364970, 0.01848085, 0.03495731,-0.00236876,-0.01341122,-0.00451776,-0.00505956, 0.00032100,13,Korea   
 2, 0.01000000, 0.11473011, 0.02462111, 0.03250901, 0.02009143, 0.01357716, 0.01013982, 0.00515780, 0.00566203,14,India   
 3, 0.01000000, 0.02073691, 0.01101183, 0.01395439, 0.00841181, 0.00887026, 0.00479860, 0.00607406, 0.00948421, 1,USA     
 3, 0.01000000, 0.03670984, 0.00259421, 0.01332917, 0.00934652, 0.01069447, 0.00675233, 0.00920349, 0.01215369, 2,Canada  
 3, 0.01000000,-0.00417351, 0.00915856, 0.01658543, 0.01060500, 0.00957301, 0.00371020, 0.00584403, 0.01054063, 3,WEurope 
 3, 0.01000000,-0.00481944,-0.00818417, 0.00671746, 0.00485186, 0.01118164, 0.00950478, 0.00812689, 0.01347340, 4,Japan   
 3, 0.01000000, 0.03778518, 0.00087398, 0.01197806, 0.00908908, 0.00961100, 0.00584792, 0.00756353, 0.01071033, 5,Aus&NZ  
 3, 0.01000000, 0.08334153, 0.00390678, 0.01716134, 0.02491376, 0.02036268, 0.01635492, 0.00931075, 0.00000279, 6,FSU     
 3, 0.01000000, 0.10181769, 0.09025128, 0.04840945, 0.01152570, 0.01179707, 0.00451680,-0.00789148,-0.00714274, 7,China&Re
 3, 0.01000000, 0.14253180,-0.01181221, 0.00246231, 0.02075482, 0.01631565, 0.00908769,-0.00459295,-0.00038835, 8,MiddleEa
 3, 0.01000000, 0.10825467,-0.00118091, 0.01085644, 0.03587387, 0.03645540, 0.01471318,-0.00177007,-0.00133319, 9,Africa  
 3, 0.01000000, 0.03351279, 0.00798868, 0.01280975, 0.02923597, 0.02399719, 0.00841353,-0.00269751, 0.00097030,10,LatinAme
