# File: EPA_ODSS_Solvents.csv
# Title: HFC emissions from Solvents
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector ODS Substitutes (Industry)
# Units: MTCO2eq
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Bolivia,0,2.41E-05,6.15E-05,6.60E-05,6.04E-05,8.27E-05,0.000117111,0.000136032,0.000158151
Bosnia and Herzegovina,0,2.23E-05,6.06E-05,5.42E-05,5.41E-05,3.20E-05,1.68E-05,1.98E-05,2.33E-05
Botswana,0,1.40E-05,3.39E-05,3.25E-05,2.91E-05,4.05E-05,6.18E-05,7.38E-05,8.77E-05
Brazil,0,0.05250186,0.104165869,0.117358943,0.155269422,0.161552074,0.168309982,0.19303051,0.217328026
Brunei,0,2.35E-05,5.92E-05,5.78E-05,5.13E-05,9.06E-05,0.00020861,0.000261165,0.000326808
Bulgaria,0,7.41E-05,0.000563532,0.002453016,0.006666943,0.012537428,0.009292984,0.005012303,0.003666775
Burkina Faso,0,0.000381328,0.000924323,0.000885785,0.000793759,0.001102841,0.001684437,0.002009147,0.002389332
Burma,0,1.69E-06,3.46E-06,4.32E-06,5.93E-06,7.51E-06,9.46E-06,1.18E-05,1.48E-05
Burundi,0,3.71E-05,9.00E-05,8.62E-05,7.73E-05,0.000107341,0.000163949,0.000195553,0.000232557
Cabo Verde,0,4.52E-06,1.09E-05,1.05E-05,9.40E-06,1.31E-05,1.99E-05,2.38E-05,2.83E-05
Cambodia,0,4.03E-05,0.000101525,9.92E-05,8.81E-05,0.000155407,0.000357819,0.000447964,0.000560559
Cameroon,0,0.000896857,0.002173942,0.002083303,0.001866866,0.002593805,0.003961677,0.004725371,0.00561954
Canada,0,0.009074206,0.041420318,0.063495188,0.085264507,0.124947767,0.133903946,0.098078894,0.053878677
Central African Republic,0,2.39E-07,1.01E-06,1.94E-06,3.51E-06,4.05E-06,4.72E-06,5.63E-06,6.70E-06
Chad,0,0.000236627,0.000573574,0.000549659,0.000492555,0.000684351,0.00104525,0.001246744,0.001482662
Chile,0,0.000794087,0.002030133,0.002179825,0.001995258,0.002728108,0.003865459,0.004489983,0.005220053
China,0,0.239729323,0.658266952,1.03763381,0.656402095,0.793785835,1.055368403,1.343556482,1.706368824
Colombia,0,0.001593664,0.004074304,0.004374724,0.004004313,0.00547508,0.007757648,0.009011014,0.010476202
Comoros,0,5.84E-07,1.42E-06,1.36E-06,1.22E-06,1.69E-06,2.58E-06,3.08E-06,3.66E-06
Congo (Brazzaville),0,5.24E-05,0.000127033,0.000121737,0.000109089,0.000151568,0.000231499,0.000276125,0.000328375
Congo (Kinshasa),0,0.000686218,0.001663364,0.001594012,0.001428408,0.001984617,0.003031226,0.003615557,0.004299719
Costa Rica,0,5.82E-05,0.000148855,0.000159831,0.000146298,0.000200033,0.000283427,0.000329219,0.000382749
Cote d'Ivoire,0,0.000300798,0.000729122,0.000698722,0.000626131,0.00086994,0.001328713,0.00158485,0.001884746
Croatia,0,0.003552091,0.006663265,0.005318682,0.004511604,0.00481764,0.003119393,0.001682489,0.001230833
Cuba,0,3.85E-05,9.84E-05,0.000105682,9.67E-05,0.000132264,0.000187404,0.000217682,0.000253078
Cyprus,0,1.56E-05,0.000303774,0.000786693,0.001523174,0.002014844,0.001310029,0.000706583,0.000516904
Czechia,0,0.003111664,0.017808974,0.026228252,0.047066194,0.069790746,0.048230979,0.026014066,0.019030719
Denmark,0,0.009474175,0.024925342,0.024967915,0.022368209,0.016008174,0.010121167,0.005458995,0.003993555
Djibouti,0,3.40E-06,8.24E-06,7.89E-06,7.07E-06,9.83E-06,1.50E-05,1.79E-05,2.13E-05
Dominica,0,4.60E-08,1.85E-07,3.15E-07,5.59E-07,6.46E-07,7.08E-07,8.23E-07,9.57E-07
Dominican Republic,0,0.000380015,0.000971532,0.001043169,0.000954843,0.001305553,0.001849839,0.002148709,0.002498088
Ecuador,0,0.000223253,0.00057076,0.000612845,0.000560955,0.000766991,0.001086751,0.001262332,0.001467586
Egypt,0,0.001445351,0.003160387,0.004142801,0.005802063,0.006693668,0.007803199,0.009309361,0.011073486
El Salvador,0,2.49E-05,6.37E-05,6.84E-05,6.26E-05,8.56E-05,0.000121272,0.000140865,0.00016377
Equatorial Guinea,0,2.86E-05,6.94E-05,6.65E-05,5.96E-05,8.28E-05,0.000126421,0.000150792,0.000179325
Eritrea,0,5.36E-06,1.30E-05,1.25E-05,1.12E-05,1.55E-05,2.37E-05,2.83E-05,3.36E-05
Estonia,0,0.000236328,0.000704037,0.000995962,0.001115707,0.00139145,0.000945648,0.000510049,0.000373129
Ethiopia,0,5.73E-05,0.000139003,0.000133207,0.000119368,0.000165849,0.000253312,0.000302143,0.000359316
Fiji,0,3.64E-06,8.45E-06,1.18E-05,1.79E-05,2.27E-05,2.86E-05,3.58E-05,4.49E-05
Finland,2.88E-07,0.003790131,0.016697187,0.019301063,0.021341652,0.021907276,0.013984531,0.007542756,0.005517941
France,0,0.047624892,0.207538429,0.328487526,0.3928914,0.434305811,0.283300893,0.152802374,0.111783337
Gabon,0,0.000433816,0.001051552,0.001007709,0.000903017,0.001254643,0.001916293,0.002285697,0.002718213
"Gambia, The",0,1.01E-05,2.46E-05,2.36E-05,2.11E-05,2.93E-05,4.48E-05,5.34E-05,6.35E-05
Georgia,0,2.41E-05,6.38E-05,5.93E-05,5.71E-05,4.13E-05,2.64E-05,2.87E-05,3.16E-05
Germany,0,0.101587725,0.209738526,0.234888051,0.236103771,0.255835381,0.163941081,0.088423958,0.064686987
Ghana,0,0.000397925,0.000964554,0.000924338,0.000828307,0.001150842,0.001757752,0.002096594,0.002493327
Greece,0,0.001661384,0.018815719,0.061388061,0.100560454,0.135231157,0.090818621,0.048984317,0.035834721
Grenada,0,1.16E-06,2.97E-06,3.19E-06,2.92E-06,3.99E-06,5.66E-06,6.57E-06,7.64E-06
Guatemala,0,3.07E-05,7.85E-05,8.43E-05,7.72E-05,0.000105493,0.000149473,0.000173623,0.000201854
Guinea,0,0.000117877,0.000285728,0.000273815,0.000245368,0.000340912,0.000520696,0.000621071,0.000738594
Guinea-Bissau,0,1.43E-05,3.48E-05,3.33E-05,2.98E-05,4.15E-05,6.33E-05,7.55E-05,8.98E-05
Guyana,0,7.22E-06,1.75E-05,1.68E-05,1.50E-05,2.09E-05,3.19E-05,3.80E-05,4.52E-05
Haiti,0,6.61E-06,1.70E-05,2.36E-05,3.71E-05,4.29E-05,4.70E-05,5.46E-05,6.35E-05
Holy See,0,6.48E-07,0,0,0,0,0,0,0
Honduras,0,9.66E-05,0.000246884,0.000265089,0.000242643,0.000331765,0.000470079,0.000546027,0.000634811
Hungary,0,0.002900391,0.007249857,0.015536554,0.017624759,0.029950383,0.014144306,0.007628933,0.005580984
Iceland,2.14E-06,3.17E-05,0.000153409,0.000230071,0.00050339,0.000713356,0.000694252,0.000754749,0.0008187
India,0,0.011718293,0.028161344,0.037988039,0.060221869,0.082484091,0.11901656,0.170840951,0.236279492
Indonesia,0,0.006159526,0.012576719,0.015695122,0.021541201,0.027283077,0.034381177,0.043051732,0.053885041
Iran,0,0.002780124,0.006478793,0.006373517,0.005765644,0.008492585,0.014144572,0.016681607,0.019644702
Iraq,0,0.001523393,0.00355011,0.003492423,0.003159334,0.004653584,0.007750639,0.009140828,0.010764481
Ireland,2.42E-05,0.003796616,0.01467783,0.016748131,0.020076864,0.023120907,0.01665245,0.008981736,0.006570634
Israel,0,0.008767185,0.019427573,0.024192713,0.032758995,0.038654406,0.045317007,0.053456382,0.062966102
Italy,0,0.011826893,0.08163388,0.176890182,0.249307201,0.317544654,0.209511662,0.113003101,0.082667981
Jamaica,0,2.32E-05,5.93E-05,6.36E-05,5.83E-05,7.97E-05,0.000112867,0.000131102,0.000152419
Japan,7.14E-05,0.155501575,0.268877573,0.346911753,0.59095551,0.982927777,0.702757595,0.629379108,0.653374712
Jordan,0,0.001035101,0.002412197,0.002373,0.002146676,0.003161975,0.005266334,0.006210928,0.007314153
Kazakhstan,0,3.35E-06,0.002284181,0.002441705,0.004752074,0.00502129,0.005416813,0.006389725,0.007526437
Kenya,0,0.000607343,0.001472173,0.001410793,0.001264223,0.0017565,0.00268281,0.003199976,0.003805498
Kiribati,0,1.20E-07,3.01E-07,2.94E-07,2.61E-07,4.61E-07,1.06E-06,1.33E-06,1.66E-06
"Korea, North",0,0.00147639,0.003038508,0.003821818,0.00528641,0.00669552,0.008437459,0.010565294,0.013223888
"Korea, South",0,0.040241489,0.140289894,0.178535387,0.240383857,0.275575775,0.315602114,0.349643721,0.384146695
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0.00487673,0.011364718,0.011180049,0.010113754,0.014897193,0.024811578,0.029261895,0.034459582
Kyrgyzstan,0,2.61E-05,6.91E-05,6.42E-05,6.19E-05,4.47E-05,2.85E-05,3.11E-05,3.41E-05
Laos,0,5.29E-06,1.33E-05,1.30E-05,1.16E-05,2.04E-05,4.69E-05,5.88E-05,7.35E-05
Latvia,0,2.11E-05,0.000131101,0.000435091,0.001150179,0.001559538,0.001107478,0.000597334,0.000436983
Lebanon,0,0.000757138,0.001764432,0.001735761,0.001570213,0.002312868,0.003852128,0.004543063,0.005350031
Lesotho,0,1.19E-05,2.88E-05,2.76E-05,2.48E-05,3.44E-05,5.25E-05,6.27E-05,7.45E-05
Liberia,0,2.56E-05,6.20E-05,5.95E-05,5.33E-05,7.40E-05,0.000113052,0.000134845,0.000160361
Libya,0,0.001408239,0.003413511,0.00327119,0.002931341,0.004072777,0.006220602,0.00741975,0.008823768
Liechtenstein,1.28E-08,0.000165318,0.000362749,0.000444698,0.000473942,0.000510483,0.000536364,0.000583103,0.000632511
Lithuania,0,0.000101167,0.00030687,0.000940498,0.002227274,0.004678649,0.00376046,0.002028258,0.001483782
Luxembourg,2.80E-09,0.000717583,0.001036115,0.001040015,0.001223758,0.001494841,0.000946605,0.000510565,0.000373506
Macedonia,0,4.99E-06,1.35E-05,1.21E-05,1.21E-05,7.16E-06,3.76E-06,4.42E-06,5.20E-06
Madagascar,0,8.47E-05,0.000205287,0.000196728,0.000176289,0.000244935,0.000374104,0.00044622,0.000530657
Malawi,0,6.66E-05,0.000161398,0.000154669,0.0001386,0.000192569,0.000294123,0.000350821,0.000417206
Malaysia,0,0.000195775,0.000402549,0.000505867,0.000699103,0.000885451,0.001115815,0.001397211,0.001748798
Maldives,0,1.47E-05,3.70E-05,3.62E-05,3.21E-05,5.67E-05,0.00013047,0.000163339,0.000204394
Mali,0,8.82E-05,0.000213781,0.000204868,0.000183584,0.00025507,0.000389584,0.000464684,0.000552615
Malta,0,1.58E-08,3.45E-05,0.000163226,0.000457351,0.000793671,0.000531433,0.000286636,0.00020969
Marshall Islands,0,8.37E-07,2.11E-06,2.06E-06,1.83E-06,3.22E-06,7.43E-06,9.30E-06,1.16E-05
Mauritania,0,1.61E-07,6.80E-07,1.30E-06,2.35E-06,2.72E-06,3.17E-06,3.78E-06,4.49E-06
Mauritius,0,3.76E-05,9.12E-05,8.74E-05,7.83E-05,0.000108785,0.000166154,0.000198184,0.000235685
Mexico,0,0.006874359,0.015403597,0.017767014,0.018509533,0.021045264,0.025255017,0.029128362,0.03359487
"Micronesia, Federated States of",0,2.39E-07,6.02E-07,5.88E-07,5.22E-07,9.21E-07,2.12E-06,2.66E-06,3.32E-06
Moldova,0,2.01E-05,5.46E-05,4.89E-05,4.88E-05,2.89E-05,1.52E-05,1.78E-05,2.10E-05
Monaco,0,2.39E-08,1.22E-06,1.33E-06,1.91E-06,2.77E-06,2.74E-06,2.97E-06,3.23E-06
Mongolia,0,1.14E-05,2.88E-05,2.81E-05,2.50E-05,4.41E-05,0.000101476,0.000127041,0.000158973
Montenegro,0,1.01E-05,2.73E-05,2.44E-05,2.44E-05,1.44E-05,7.58E-06,8.91E-06,1.05E-05
Morocco,0,7.52E-05,0.000168686,0.000212542,0.000291126,0.000343518,0.000402728,0.000475062,0.000559574
Mozambique,0,4.34E-05,0.000105153,0.000100769,9.03E-05,0.000125462,0.000191626,0.000228565,0.000271816
Namibia,0,2.43E-05,5.88E-05,5.63E-05,5.05E-05,7.01E-05,0.000107137,0.00012779,0.000151971
Nauru,0,3.99E-08,1.00E-07,9.80E-08,8.70E-08,1.54E-07,3.54E-07,4.43E-07,5.54E-07
Nepal,0,2.95E-06,7.42E-06,7.25E-06,6.44E-06,1.14E-05,2.62E-05,3.28E-05,4.10E-05
Netherlands,0,0.010753392,0.043078503,0.037715456,0.047709201,0.051540148,0.03375285,0.018205081,0.013318018
New Zealand,0,0.001450147,0.004442739,0.009506485,0.012650317,0.016513378,0.016170241,0.018150318,0.020358829
Nicaragua,0,4.75E-05,0.000121381,0.000130331,0.000119296,0.000163113,0.000231115,0.000268455,0.000312105
Niger,0,0.000219848,0.000532902,0.000510684,0.000457628,0.000635824,0.000971133,0.001158338,0.001377527
Nigeria,0,0.005141594,0.012463005,0.011943378,0.010702564,0.014870039,0.02271192,0.027090108,0.032216289
Norway,8.08E-07,0.001694211,0.005501361,0.006597689,0.010166093,0.011845402,0.01357345,0.014756244,0.016006562
Oman,0,0.000707042,0.00164769,0.001620916,0.001466321,0.002159838,0.003597254,0.004242474,0.00499605
Pakistan,0,0.001939283,0.004879793,0.004766046,0.004232353,0.007469606,0.017198539,0.021531345,0.026943193
Palau,0,6.78E-07,1.71E-06,1.67E-06,1.48E-06,2.61E-06,6.01E-06,7.53E-06,9.42E-06
Panama,0,0.000339495,0.000867942,0.00093194,0.000853032,0.001166347,0.001652598,0.0019196,0.002231726
Papua New Guinea,0,1.22E-05,3.07E-05,3.00E-05,2.66E-05,4.70E-05,0.000108194,0.000135452,0.000169497
Paraguay,0,0.000122953,0.000314337,0.000337515,0.000308937,0.000422409,0.000598511,0.00069521,0.000808251
Peru,0,0.0003094,0.000791,0.000849324,0.000777411,0.001062951,0.001506097,0.00174943,0.002033886
Philippines,0,0.001550986,0.003902725,0.003811753,0.00338492,0.005973987,0.013754921,0.01722018,0.021548428
Poland,0,0.002200596,0.015133019,0.034775477,0.041482679,0.047329635,0.030452545,0.016425014,0.012015801
Portugal,0,0.00415596,0.0148406,0.028071499,0.048190434,0.06645601,0.045436415,0.024506778,0.017928056
Qatar,0,1.39E-05,3.25E-05,4.25E-05,6.03E-05,7.12E-05,8.35E-05,9.85E-05,0.00011598
Romania,1.22E-05,0.000169412,0.003506979,0.014258337,0.030538759,0.05210799,0.038858256,0.020958754,0.015332481
Russia,0,0.001158835,0.006518451,0.054630025,0.115360319,0.287239603,0.32008174,0.348917407,0.38334866
Rwanda,0,1.94E-05,4.71E-05,4.51E-05,4.05E-05,5.62E-05,8.58E-05,0.000102393,0.000121768
Saint Kitts and Nevis,0,9.57E-06,1.94E-05,2.21E-05,2.97E-05,3.43E-05,3.76E-05,4.37E-05,5.08E-05
Saint Lucia,0,3.35E-06,8.57E-06,9.20E-06,8.42E-06,1.15E-05,1.63E-05,1.90E-05,2.20E-05
Saint Vincent and the Grenadines,0,2.43E-07,5.45E-07,6.81E-07,9.91E-07,1.15E-06,1.26E-06,1.46E-06,1.70E-06
Samoa,0,5.18E-07,1.30E-06,1.27E-06,1.13E-06,2.00E-06,4.60E-06,5.75E-06,7.20E-06
San Marino,0,1.39E-08,2.77E-05,3.45E-05,4.54E-05,4.87E-05,5.26E-05,5.71E-05,6.20E-05
Sao Tome and Principe,0,6.90E-07,1.67E-06,1.60E-06,1.44E-06,2.00E-06,3.05E-06,3.64E-06,4.33E-06
Saudi Arabia,0,0.021408473,0.049890241,0.049079559,0.044398604,0.065397538,0.108920927,0.128457478,0.151274926
Senegal,0,0.000518285,0.0012563,0.001203921,0.001078844,0.001498935,0.002289415,0.002730747,0.003247478
Serbia,0,0.000117963,0.0003204,0.00028664,0.000286154,0.000169379,8.89E-05,0.000104496,0.000123034
Seychelles,0,5.30E-06,1.28E-05,1.23E-05,1.10E-05,1.53E-05,2.34E-05,2.79E-05,3.32E-05
Sierra Leone,0,1.38E-05,3.33E-05,3.19E-05,2.86E-05,3.98E-05,6.07E-05,7.25E-05,8.62E-05
Singapore,0,0.000826173,0.017488353,0.021845989,0.030012484,0.038012409,0.047901904,0.059982238,0.075075849
Slovakia,0,0.00095171,0.002083664,0.004070629,0.006476662,0.008095343,0.004801149,0.002589568,0.001894411
Slovenia,0,1.14E-05,0.002125277,0.004334767,0.005303267,0.007230594,0.00477925,0.002577757,0.001885771
Solomon Islands,0,6.46E-06,1.63E-05,1.59E-05,1.41E-05,2.49E-05,5.73E-05,7.17E-05,8.97E-05
Somalia,0,0.0253103,8.46E-06,1.61E-05,2.93E-05,3.38E-05,3.94E-05,4.70E-05,5.59E-05
South Africa,0,0.058650931,0.053857426,0.068767287,0.09389232,0.108320772,0.126275853,0.150649425,0.179197502
South Sudan,0,1.87E-05,2.96E-06,5.64E-06,1.02E-05,1.18E-05,1.38E-05,1.64E-05,1.95E-05
Spain,0,3.72E-06,0.156254544,0.294005336,0.361401399,0.214147801,0.135973131,0.073339046,0.053651544
Sri Lanka,0,6.28E-05,0.000158,0.000154317,0.000137037,0.000241854,0.000556862,0.000697152,0.000872379
Sudan,0,0.000324087,0.000785573,0.00075282,0.000674608,0.000937294,0.001431587,0.001707555,0.00203067
Suriname,0,8.03E-06,1.95E-05,1.87E-05,1.67E-05,2.32E-05,3.55E-05,4.23E-05,5.03E-05
Swaziland,0,6.92E-06,1.68E-05,1.61E-05,1.44E-05,2.00E-05,3.06E-05,3.64E-05,4.33E-05
Sweden,2.15E-05,0.000474644,0.011132571,0.011699038,0.010325022,0.009410501,0.006002909,0.003237755,0.002368596
Switzerland,1.97E-07,0.001922816,0.034713876,0.034986768,0.032640026,0.037844224,0.038845055,0.042230026,0.045808237
Syria,0,0.015656229,0.000260179,0.000377598,0.000583154,0.0006881,0.000806704,0.000951595,0.001120881
Tajikistan,0,0,0.000336772,0.000625101,0.001122215,0.001324172,0.001552411,0.001831239,0.00215701
Tanzania,0,3.77E-05,9.48E-05,9.26E-05,8.22E-05,0.000145118,0.00033413,0.000418307,0.000523447
Thailand,0,0.010062116,0.025319172,0.024728989,0.021959883,0.038756614,0.089235913,0.111717002,0.139796781
Timor-Leste,0,8.37E-07,2.11E-06,2.06E-06,1.83E-06,3.22E-06,7.43E-06,9.30E-06,1.16E-05
Togo,0,0.000283952,0.000688289,0.000659591,0.000591066,0.000821221,0.001254301,0.001496093,0.001779194
Tonga,0,1.99E-07,5.02E-07,4.90E-07,4.35E-07,7.68E-07,1.77E-06,2.21E-06,2.77E-06
Trinidad and Tobago,0,0.001022009,0.002612832,0.00280549,0.002567947,0.003511144,0.004974944,0.005778722,0.00671834
Tunisia,0,0.000379854,0.00088521,0.000870826,0.000787771,0.001160359,0.001932601,0.002279241,0.002684094
Turkey,0,0.000267062,0.000622361,0.004661023,0.005686661,0.006308998,0.009012161,0.010628623,0.012516547
Turkmenistan,0,6.92E-05,0.000183558,0.000170551,0.000164304,0.000118705,7.58E-05,8.26E-05,9.07E-05
Tuvalu,0,7.97E-08,2.01E-07,1.96E-07,1.74E-07,3.07E-07,7.07E-07,8.85E-07,1.11E-06
Uganda,0,2.65E-07,6.44E-07,6.17E-07,5.53E-07,7.68E-07,1.17E-06,1.40E-06,1.66E-06
Ukraine,0,1.33E-05,7.25E-05,0.001290625,0.003182392,0.003470168,0.003890331,0.004572472,0.005384838
United Arab Emirates,0,4.06E-06,1.79E-05,3.32E-05,5.97E-05,7.05E-05,8.26E-05,9.75E-05,0.000114793
United Kingdom,0,0.045203441,0.187269911,0.266306572,0.30196254,0.293549097,0.181485848,0.097886979,0.071609706
United States,3.20E-06,0.605015926,1.343271333,1.462155664,1.550988852,1.580013734,1.711493444,1.889628954,2.08629497
Uruguay,0,0.000274201,0.000701013,0.000752702,0.00068897,0.000942026,0.001334758,0.001550408,0.001802504
Uzbekistan,0,0.000456471,0.001645343,0.002830236,0.004879742,0.005757916,0.006750369,0.007962801,0.009379358
Vanuatu,0,2.39E-07,6.02E-07,5.88E-07,5.22E-07,9.21E-07,2.12E-06,2.66E-06,3.32E-06
Venezuela,0,0.002505258,0.006404852,0.006877116,0.006294825,0.008606889,0.012195111,0.014165416,0.016468708
Vietnam,0,0.001171921,0.00294889,0.002880152,0.002557638,0.004513931,0.010393187,0.01301153,0.016281944
Yemen,0,2.57E-05,5.96E-05,7.75E-05,0.000109356,0.000129036,0.000151277,0.000178448,0.000210194
Zambia,0,4.67E-05,0.000113262,0.000108539,9.73E-05,0.000135136,0.000206402,0.00024619,0.000292776
Zimbabwe,0,6.48E-05,0.000156972,0.000150427,0.000134799,0.000187288,0.000286057,0.0003412,0.000405765
