# File: EPA_ODSS_RefAC.csv
# Title: HFC emissions from Refrigeration and Air Conditioning
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Description: Sector ODS Substitutes (Industry/Transport)
# Units: MTCO2eq
# Column types: cnnnnnnnnn
country,1990,1995,2000,2005,2010,2015,2020,2025,2030
Cabo Verde,0,0.000408851,0.001947717,0.002385202,0.004775232,0.00948962,0.014996316,0.019435849,0.022127576
Cambodia,0,0.014055023,0.069506872,0.086752,0.1721123,0.434468,1.035012636,1.407950212,1.686672444
Cameroon,0,0.081210457,0.386877052,0.473775141,0.948509471,1.884933502,2.978734382,3.860563489,4.395224246
Canada,0,0.446389463,2.666218817,4.813033244,7.179857099,9.986764942,11.0514021,8.793693374,4.623581807
Central African Republic,0,0.000742635,0.004169294,0.009515387,0.02030627,0.024117605,0.037348413,0.065499363,0.097367111
Chad,0,0.0214266,0.102073798,0.125001025,0.250255124,0.49732162,0.785910487,1.018572636,1.159637747
Chile,0,0.071904619,0.36128457,0.495725862,1.013742496,1.982532223,2.906389561,3.668254352,4.082772693
China,0,2.00612177,14.36303078,40.00220611,39.10473207,48.57244764,85.42770015,159.1606982,251.8178352
Colombia,0,0.144306448,0.725067372,0.9948796,2.034494881,3.978773381,5.832876402,7.361874173,8.193777192
Comoros,0,0.000203463,0.000969275,0.001186988,0.002376378,0.004722478,0.007462867,0.009672186,0.011011715
Congo (Brazzaville),0,0.018256199,0.086970381,0.106505165,0.213225958,0.423735095,0.669622719,0.867858858,0.988051176
Congo (Kinshasa),0,0.062137139,0.296014015,0.362502973,0.725739858,1.442232697,2.279140413,2.953860646,3.362949467
Costa Rica,0,0.020282685,0.101910299,0.139833182,0.285954092,0.559228012,0.819827511,1.034732533,1.151658889
Cote d'Ivoire,0,0.104783552,0.499176502,0.611298644,1.223834903,2.432076305,3.843376597,4.981175715,5.671033344
Croatia,0,0.024995468,0.124192688,0.177879977,0.236749709,0.2458275,0.188787343,0.130706097,0.107180069
Cuba,0,0.013411106,0.067384068,0.092459042,0.189075589,0.369766928,0.542077817,0.68417508,0.761487908
Cyprus,0,0.001032739,0.025732846,0.077794835,0.174058051,0.223808538,0.172466509,0.119287902,0.097728956
Czechia,0,0.017615939,0.232218344,0.555365786,1.436140431,2.07002862,1.695481841,1.172694181,0.960752735
Denmark,0,0.170604883,0.587311105,0.692795491,0.68948282,0.468363302,0.305773123,0.17916502,0.125448669
Djibouti,0,0.001183786,0.005639417,0.00690611,0.013826202,0.027476237,0.043420318,0.056274536,0.064068161
Dominica,0,6.13E-05,0.00032624,0.00066452,0.001388337,0.001727103,0.002710271,0.004982066,0.007604676
Dominican Republic,0,0.034410393,0.172894932,0.237232631,0.485132646,0.948752871,1.390870428,1.755465464,1.953835741
Ecuador,0,0.020215549,0.101572973,0.139370329,0.285007574,0.557376949,0.817113854,1.031307534,1.147846859
Egypt,0,0.054963839,0.308577376,0.704251828,1.50290553,1.722406284,2.49048344,4.040058303,5.659987177
El Salvador,0,0.008678488,0.043605041,0.059831359,0.12235309,0.239280631,0.350785081,0.442737931,0.492767993
Equatorial Guinea,0,0.009969697,0.047494463,0.058162395,0.116442544,0.231401435,0.365680492,0.473937107,0.539574046
Eritrea,0,0.001868162,0.008899705,0.010898705,0.021819475,0.043360937,0.06852269,0.088808252,0.101107567
Estonia,0,0.017311244,0.059891376,0.096245893,0.123414214,0.149614445,0.120510273,0.083351937,0.068287711
Ethiopia,0,0.019976388,0.095165158,0.116540606,0.233317157,0.463661502,0.732717868,0.949632793,1.081150223
Fiji,0,0.001537242,0.008313698,0.018616827,0.040090951,0.0519384,0.085917773,0.156152763,0.242033637
Finland,7.66E-06,0.101036913,0.582433258,0.792829472,0.973858915,0.94886672,0.625449723,0.366476657,0.256601477
France,0,0.857598601,4.890188708,9.11468503,12.11057515,12.70681482,8.558874971,5.014996047,3.511425262
Gabon,0,0.0392821,0.187135297,0.229168546,0.45880106,0.911756302,1.440835893,1.867383167,2.126002537
"Gambia, The",0,0.003532861,0.016830134,0.020610422,0.041262571,0.081999395,0.129582512,0.167944318,0.191203419
Georgia,0,0.008389578,0.043711069,0.051900018,0.111704526,0.115430648,0.076232941,0.090276802,0.094932156
Germany,0,1.829326777,4.942029186,6.517540029,7.277717122,7.485169962,4.952865489,2.902087124,2.03199802
Ghana,0,0.03603217,0.171653016,0.210208725,0.420843032,0.836323889,1.321631092,1.712888793,1.950111784
Greece,0,0.029917141,0.44335122,1.703360996,3.099698621,3.956560621,2.743744333,1.60767239,1.125668174
Grenada,0,0.000404843,0.002034135,0.002791078,0.005707659,0.011162221,0.016363801,0.020653317,0.022987174
Guatemala,0,0.010696665,0.053745365,0.073745102,0.150806222,0.294925185,0.432359923,0.545696349,0.607360869
Guinea,0,0.041062575,0.19561727,0.239555691,0.479596379,0.953081976,1.506142285,1.952022963,2.222364347
Guinea-Bissau,0,0.004994097,0.02379129,0.029135152,0.058329289,0.115915376,0.183179467,0.237408198,0.270287556
Guyana,0,0.002515545,0.011983761,0.014675484,0.029380679,0.058387004,0.092268176,0.119583389,0.136144843
Haiti,0,0.005778591,0.030759363,0.062653939,0.130898722,0.172085922,0.293561083,0.5789869,0.921495054
Holy See,0,0.003767117,0.000921824,0.001161269,0.00148914,0.001515992,0.001688921,0.001994649,0.002070879
Honduras,0,0.033639936,0.169023773,0.231920936,0.474270412,0.92751007,1.35972851,1.716160177,1.910088896
Hungary,0,0.023762555,0.13630877,0.463060774,0.738413769,1.219746748,0.682711901,0.472203391,0.3868619
Iceland,0.000606546,0.008987432,0.039283963,0.055532328,0.115901917,0.155898282,0.156667716,0.18502775,0.192098938
India,0,0.085462588,0.543831557,1.315950676,3.272277318,4.761449416,9.641787256,21.49366481,38.55892747
Indonesia,0,0.027907108,0.150926916,0.337969994,0.727811363,0.947652804,1.582271566,2.904537828,4.534375174
Iran,0,0.251740531,1.152972811,1.449435849,2.929384763,6.171611483,10.63512315,13.62864336,15.36475848
Iraq,0,0.137943365,0.63178126,0.794230704,1.6051813,3.381787013,5.8276062,7.467931066,8.419250116
Ireland,0.000460763,0.072392086,0.366212609,0.492077455,0.655288382,0.716292272,0.532710449,0.312136911,0.218553599
Israel,0,0.558485705,2.035474698,3.616869441,6.685690095,7.668410586,10.65506553,16.1177325,21.26136191
Italy,0,0.225509615,2.036769485,5.197217081,8.137133012,9.837623834,6.702260258,3.927129303,2.74971723
Jamaica,0,0.008077026,0.040582994,0.055684747,0.113873409,0.222697286,0.326473921,0.412053978,0.458616707
Japan,0.001270252,2.76715374,6.260804076,9.512402885,18.00095195,28.41915156,20.98083301,20.41273774,20.28229614
Jordan,0,0.093728518,0.429277051,0.539656738,1.090674159,2.297826237,3.959689469,5.074242663,5.720636379
Kazakhstan,0,0.000120795,0.129600318,0.177615085,0.422366573,0.433822759,0.554663306,0.839029545,1.106787869
Kenya,0,0.05499494,0.261989416,0.320835965,0.642321484,1.276458823,2.017170251,2.614336434,2.976403551
Kiribati,0,4.17E-05,0.000206048,0.00025717,0.000510214,0.001287949,0.003068219,0.004173765,0.005000017
"Korea, North",0,0.036418461,0.196957922,0.44104703,0.94978562,1.215778264,1.966035104,3.484388468,5.300850119
"Korea, South",0,0.724642995,4.494946272,9.901280089,20.20257422,23.03576208,32.80410347,49.56749479,64.29964922
Kosovo,0,0,0,0,0,0,0,0,0
Kuwait,0,0.44158846,2.022477217,2.542515275,5.138554775,10.82587855,18.65550867,23.90656609,26.95195731
Kyrgyzstan,0,0.009080071,0.047308651,0.056171581,0.12089822,0.124931016,0.082507193,0.097706915,0.102745422
Laos,0,0.001844009,0.009119252,0.011381801,0.022581011,0.057001892,0.135792921,0.184722065,0.221290223
Latvia,0,0.0014583,0.010749949,0.040930539,0.124565932,0.164180081,0.138181011,0.09557405,0.078300918
Lebanon,0,0.068558928,0.314000212,0.394738852,0.797787621,1.680774511,2.896365715,3.711619962,4.184432947
Lesotho,0,0.004143251,0.019737959,0.024171385,0.048391707,0.09616683,0.151971113,0.196960876,0.224238565
Liberia,0,0.008915388,0.042471858,0.052011641,0.104128583,0.206930411,0.327009271,0.423817598,0.48251334
Libya,0,0.127516178,0.607472056,0.74391892,1.489343954,2.95971142,4.677191083,6.061833924,6.901355076
Liechtenstein,7.93E-08,0.001027473,0.003379394,0.005475507,0.00716387,0.00732407,0.007946187,0.009384608,0.009743258
Lithuania,0,0.003177947,0.016058904,0.064602823,0.189353668,0.386643999,0.368315767,0.254748678,0.208707857
Luxembourg,5.05E-08,0.012921774,0.02441378,0.028857751,0.037721402,0.043735685,0.028598114,0.016756808,0.011732867
Macedonia,0,0.001736812,0.009271151,0.010599187,0.023639844,0.02001404,0.010871673,0.01388138,0.015646606
Madagascar,0,0.029502165,0.14054484,0.17211321,0.344574876,0.684759348,1.082115741,1.402466949,1.596698708
Malawi,0,0.023194806,0.110497323,0.135316593,0.270907144,0.538362522,0.850766858,1.102629187,1.255335536
Malaysia,0,0.135556333,0.733114277,1.641659653,3.535279968,4.519726797,7.291341941,12.88714353,19.56475081
Maldives,0,0.005124806,0.025343909,0.031631905,0.062756362,0.15841768,0.377390971,0.51337315,0.615002107
Mali,0,0.030722944,0.146360489,0.179235136,0.358833146,0.713094217,1.126892944,1.460500064,1.662769
Malta,0,1.87E-06,0.006645259,0.041420916,0.144300212,0.243415536,0.193172321,0.13360925,0.109462001
Marshall Islands,0,0.000291656,0.001442336,0.00180019,0.0035715,0.00901564,0.021477535,0.029216358,0.03500012
Mauritania,0,0.000497969,0.00279569,0.006380473,0.01361622,0.01762433,0.031396793,0.062664767,0.101176502
Mauritius,0,0.013103066,0.062421465,0.076442214,0.15303919,0.30412843,0.480609958,0.622890469,0.709156397
Mexico,0,0.622473971,2.741240301,4.040492525,9.404247769,15.29371764,18.98892479,23.79747134,26.27563814
"Micronesia, Federated States of",0,8.33E-05,0.000412096,0.00051434,0.001020429,0.002575897,0.006136439,0.008347531,0.010000034
Moldova,0,0.007004111,0.037388153,0.042743777,0.095333374,0.080711447,0.043842645,0.055980014,0.063098716
Monaco,0,0.000100851,0.00340342,0.002949631,0.003578208,0.004927842,0.005028396,0.005938637,0.006165594
Mongolia,0,0.00398596,0.019711929,0.024602593,0.048810504,0.123213751,0.293526311,0.399290228,0.478334972
Montenegro,0,0.003502056,0.018694077,0.021371888,0.047666687,0.040355723,0.021921322,0.027990007,0.031549358
Morocco,0,0.006496739,0.037938268,0.084345278,0.178302098,0.22511858,0.374813965,0.694307081,1.068408153
Mozambique,0,0.015111767,0.07199068,0.088160811,0.176500109,0.35075134,0.554287499,0.718379622,0.817870122
Namibia,0,0.008448913,0.040249626,0.049290265,0.098680321,0.196103305,0.309899345,0.401642424,0.457267061
Nauru,0,1.39E-05,6.87E-05,8.57E-05,0.000170071,0.000429316,0.00102274,0.001391255,0.001666672
Nepal,0,0.001027739,0.005082518,0.006343526,0.012585287,0.031769399,0.075682742,0.102952881,0.123333756
Netherlands,0,0.19364021,1.015050614,1.046507008,1.470599415,1.50794923,1.019715908,0.597493393,0.418355942
New Zealand,0,0.046026119,0.184510114,0.464927217,0.687283491,0.851567805,0.861048197,1.049946036,1.127201076
Nicaragua,0,0.016539115,0.083100741,0.114024206,0.233175617,0.456011438,0.668512153,0.843752209,0.939097497
Niger,0,0.019907259,0.094835838,0.116137316,0.23250976,0.462056996,0.730182289,0.946346577,1.077408889
Nigeria,0,0.465571872,2.217929575,2.716108103,5.437715149,10.80614561,17.07680267,22.1322456,25.19740518
Norway,3.87E-05,0.081001497,0.347189712,0.494083031,0.851440383,0.941670105,1.11420957,1.3159041,1.366193884
Oman,0,0.064022768,0.29322458,0.368621197,0.745002491,1.569567093,2.704729449,3.466042897,3.9075725
Pakistan,0,0.175602295,0.868413087,1.083872288,2.150356802,5.428207149,12.93136201,17.59081315,21.07314559
Palau,0,0.000236102,0.001167606,0.001457296,0.002891215,0.007298375,0.017386576,0.023651338,0.02833343
Panama,0,0.030741343,0.154459798,0.211937411,0.433404784,0.847590934,1.242567164,1.568286808,1.745505611
Papua New Guinea,0,0.004249839,0.0210169,0.026231336,0.052041862,0.131370759,0.312958366,0.425724076,0.510001747
Paraguay,0,0.042830901,0.215203752,0.295285419,0.60384862,1.180920552,1.731227934,2.185042393,2.431955519
Peru,0,0.028016159,0.14076712,0.193149411,0.394983965,0.772453005,1.132415062,1.429260046,1.590768613
Philippines,0,0.140441907,0.694533003,0.866851371,1.719796477,4.341331413,10.34214918,14.06865059,16.8537247
Poland,0,0.105061046,0.977438776,2.727927851,3.872851182,4.295244124,3.275418865,2.265470824,1.856031458
Portugal,0,0.074837869,0.349686248,0.778911985,1.485433066,1.944353935,1.372691042,0.804316008,0.563170045
Qatar,0,0.00259034,0.015126516,0.033629636,0.071091529,0.09394251,0.167850925,0.330530051,0.527798299
Romania,0.00015672,0.002184862,0.063564695,0.32631518,0.86412321,1.433241204,1.266738073,0.876149972,0.717803069
Russia,0,0.016707747,0.142167266,1.585371603,4.300126859,10.4078212,13.7456399,19.21481325,23.64217191
Rwanda,0,0.006769776,0.032250415,0.039494317,0.079068592,0.157129731,0.248309944,0.321820002,0.366389798
Saint Kitts and Nevis,0,0.000208576,0.001110249,0.002261474,0.004724747,0.005478781,0.007583406,0.012242318,0.017059676
Saint Lucia,0,0.001167818,0.005867697,0.008051186,0.016464401,0.032198715,0.047203273,0.059576877,0.066309155
Saint Vincent and the Grenadines,0,8.55E-05,0.00045502,0.000926833,0.001936372,0.002343349,0.003510726,0.006174625,0.009157742
Samoa,0,0.000180549,0.000892875,0.001114403,0.002210929,0.005581111,0.013295617,0.018086317,0.021666741
San Marino,0,4.32E-05,0.000650172,0.001228583,0.002100612,0.002138489,0.002382426,0.002813693,0.002921224
Sao Tome and Principe,0,0.000240457,0.001145507,0.001402804,0.002808447,0.005581111,0.008819752,0.011430765,0.013013845
Saudi Arabia,0,1.938539505,8.878520023,11.16144725,22.55786175,47.52477736,81.8962537,104.9479934,118.3170276
Senegal,0,0.046930747,0.22357255,0.273790124,0.548134555,1.08928505,1.721382122,2.230982732,2.539958072
Serbia,0,0.041092767,0.219354402,0.250775576,0.55931608,0.473529973,0.257222578,0.328431909,0.370196972
Seychelles,0,0.00184651,0.008796555,0.010772387,0.021566583,0.042858375,0.067728498,0.087778947,0.09993571
Sierra Leone,0,0.004790634,0.022822015,0.027948164,0.055952911,0.111192897,0.1757166,0.227736012,0.25927584
Singapore,0,0.017806361,0.140856013,0.315418266,0.679246684,1.034925756,2.188330895,4.914541956,8.671540147
Slovakia,0,0.006749349,0.078895923,0.213642143,0.438274715,0.532501809,0.37429979,0.258887577,0.212098731
Slovenia,0,0.035322704,0.033500701,0.108645489,0.18857873,0.249927401,0.195788974,0.13541908,0.11094474
Solomon Islands,0,0.002249915,0.011126594,0.013887178,0.027551574,0.069549225,0.165683841,0.225383334,0.270000925
Somalia,0,0.306725619,0.03476028,0.079331775,0.169297627,0.191032863,0.267463092,0.416501507,0.563680943
South Africa,0,0.736497302,1.72201556,3.930076215,8.386961939,9.555421932,13.65116371,21.81684412,30.19042169
South Sudan,0,0.009519122,0.012152362,0.027734772,0.059187269,0.066374408,0.091706007,0.140298949,0.186895473
Spain,0,0.005696289,3.681796239,8.157892836,11.13992009,6.265484783,4.107918689,2.406998123,1.685344103
Sri Lanka,0,0.021873366,0.108171238,0.135009259,0.267852662,0.676148133,1.610755824,2.1911462,2.624912362
Sudan,0,0.029346118,0.139801451,0.171202845,0.342752302,0.681137424,1.076392064,1.395048826,1.588253228
Suriname,0,0.002797503,0.013326975,0.016320404,0.032673849,0.064931384,0.102610169,0.132987042,0.151404807
Swaziland,0,0.002409523,0.011478682,0.014056958,0.028142374,0.055926172,0.088379358,0.114543319,0.130406759
Sweden,0.005808319,0.127992484,0.633380669,0.783817862,0.768467447,0.664807709,0.437897785,0.256582281,0.179655077
Switzerland,1.43E-05,0.139931473,0.513205366,0.761546026,0.927804215,1.021067062,1.082226315,1.278131226,1.326977448
Syria,0,0.126413496,0.153988925,0.342351909,0.723716437,0.861644983,1.292181092,2.149602577,3.069118288
Tajikistan,0,0.001294036,0.028317168,0.059796383,0.123067822,0.141157394,0.196134683,0.296689527,0.391371641
Tanzania,0,0.013124503,0.064905132,0.081008537,0.160717514,0.405703814,0.966489072,1.314736117,1.575005395
Thailand,0,0.911125694,4.505826503,5.623752745,11.15728772,28.16466035,67.09534268,91.27125476,109.3395981
Timor-Leste,0,0.000291656,0.001442336,0.00180019,0.0035715,0.00901564,0.021477535,0.029216358,0.03500012
Togo,0,0.02571192,0.122488558,0.15000123,0.300306148,0.596785943,0.943092585,1.222287164,1.391565297
Tonga,0,6.94E-05,0.000343413,0.000428617,0.000850357,0.002146581,0.005113699,0.006956276,0.008333362
Trinidad and Tobago,0,0.092543062,0.464982375,0.638011718,1.304712222,2.551569093,3.740596844,4.721136091,5.254631675
Tunisia,0,0.034395804,0.157532945,0.198039274,0.400247607,0.843239427,1.453097814,1.862108374,2.099317201
Turkey,0,0.024182499,0.110755958,1.059988364,2.889255345,4.584786308,6.776128576,8.683438682,9.789597881
Turkmenistan,0,0.024119914,0.125668684,0.149211795,0.32114888,0.331861427,0.219168591,0.259544486,0.27292856
Tuvalu,0,2.78E-05,0.000137365,0.000171447,0.000340143,0.000858632,0.00204548,0.00278251,0.003333345
Uganda,0,9.25E-05,0.000440579,0.00053954,0.001080172,0.002146581,0.003392212,0.004396448,0.005005325
Ukraine,0,0.002601823,0.01208936,0.208944735,0.535578133,0.567688838,0.754284073,1.136865036,1.499375647
United Arab Emirates,0,0.012586864,0.073502084,0.163411613,0.345444753,0.451844836,0.795218986,1.546599035,2.451853165
United Kingdom,0,1.000592616,5.424139383,9.083232052,11.44144978,10.55741397,6.739803683,3.949127537,2.765120064
United States,0.000107521,20.32681643,61.93399999,84.83593838,114.0127731,124.1385539,142.699794,173.0497419,180.7896776
Uruguay,0,0.024828941,0.124752949,0.171176043,0.350049175,0.684575986,1.00358747,1.266662307,1.409797081
Uzbekistan,0,0.0282038,0.128160503,0.257852122,0.516467499,0.592382354,0.823100527,1.245089866,1.642433653
Vanuatu,0,8.33E-05,0.000412096,0.00051434,0.001020429,0.002575897,0.006136439,0.008347531,0.010000034
Venezuela,0,0.226851379,1.139814163,1.563962057,3.198249113,6.254677048,9.169348105,11.57295001,12.88071102
Vietnam,0,0.10611759,0.524787581,0.654990954,1.299474364,3.280300288,7.814504743,10.63024086,12.73463662
Yemen,0,0.006783748,0.039614285,0.088071438,0.186179033,0.250931609,0.46117249,0.928609069,1.50166455
Zambia,0,0.016277057,0.077541981,0.094959013,0.190110276,0.377798261,0.597029374,0.773774868,0.880937218
Zimbabwe,0,0.022558727,0.107467119,0.131605763,0.26347797,0.523598834,0.827436007,1.072391435,1.220910069
