# File: EPA_2019_MACC_Ag_updated_baseline.csv
# Title: nonCO2 GHG emissions MACC in EPA 2019 updated agriculture baseline data
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Units: MMTCO2e
# Description: this is the original raw data tap containing all species eventually should be only read in this file for all processes
# Column types: cciccn
source,country,year,gas,unit,value
CROP,Ecuador,2010,dSOC,MMTCO2e,-0.012319045
CROP,Ecuador,2015,CH4,MMTCO2e,-0.024053944
CROP,Ecuador,2015,N2O,MMTCO2e,6.254260883
CROP,Ecuador,2015,dSOC,MMTCO2e,-0.013310121
CROP,Ecuador,2020,CH4,MMTCO2e,-0.023896701
CROP,Ecuador,2020,N2O,MMTCO2e,6.859359166
CROP,Ecuador,2020,dSOC,MMTCO2e,-0.014045958
CROP,Ecuador,2025,CH4,MMTCO2e,-0.022843394
CROP,Ecuador,2025,N2O,MMTCO2e,7.329453627
CROP,Ecuador,2025,dSOC,MMTCO2e,-0.015073669
CROP,Ecuador,2030,CH4,MMTCO2e,-0.02239363
CROP,Ecuador,2030,N2O,MMTCO2e,7.376720898
CROP,Ecuador,2030,dSOC,MMTCO2e,-0.015527696
CROP,Ecuador,2035,CH4,MMTCO2e,-0.024869985
CROP,Ecuador,2035,N2O,MMTCO2e,8.431093017
CROP,Ecuador,2035,dSOC,MMTCO2e,-0.015813982
CROP,Ecuador,2040,CH4,MMTCO2e,-0.024847482
CROP,Ecuador,2040,N2O,MMTCO2e,8.916593504
CROP,Ecuador,2040,dSOC,MMTCO2e,-0.015950392
CROP,Ecuador,2045,CH4,MMTCO2e,-0.024755252
CROP,Ecuador,2045,N2O,MMTCO2e,9.404390523
CROP,Ecuador,2045,dSOC,MMTCO2e,-0.016077552
CROP,Ecuador,2050,CH4,MMTCO2e,-0.024514371
CROP,Ecuador,2050,N2O,MMTCO2e,9.856198953
CROP,Ecuador,2050,dSOC,MMTCO2e,-0.016016213
CROP,Ecuador,2055,CH4,MMTCO2e,-0.024354493
CROP,Ecuador,2055,N2O,MMTCO2e,10.36533296
CROP,Ecuador,2055,dSOC,MMTCO2e,-0.016052699
CROP,Ecuador,2060,CH4,MMTCO2e,-0.024199024
CROP,Ecuador,2060,N2O,MMTCO2e,10.9027607
CROP,Ecuador,2060,dSOC,MMTCO2e,-0.016091583
CROP,Ecuador,2065,CH4,MMTCO2e,-0.024047933
CROP,Ecuador,2065,N2O,MMTCO2e,11.47015822
CROP,Ecuador,2065,dSOC,MMTCO2e,-0.016132878
CROP,Ecuador,2070,CH4,MMTCO2e,-0.023901191
CROP,Ecuador,2070,N2O,MMTCO2e,12.0693062
CROP,Ecuador,2070,dSOC,MMTCO2e,-0.016176596
CROP,Ecuador,2075,CH4,MMTCO2e,-0.023758768
CROP,Ecuador,2075,N2O,MMTCO2e,12.70209679
CROP,Ecuador,2075,dSOC,MMTCO2e,-0.016222751
CROP,Ecuador,2080,CH4,MMTCO2e,-0.023620636
CROP,Ecuador,2080,N2O,MMTCO2e,13.37054088
CROP,Ecuador,2080,dSOC,MMTCO2e,-0.016271356
CROP,Egypt,2005,CH4,MMTCO2e,-0.232007226
CROP,Egypt,2005,N2O,MMTCO2e,3.889575233
CROP,Egypt,2005,dSOC,MMTCO2e,-0.017856632
CROP,Egypt,2010,CH4,MMTCO2e,-0.242926027
CROP,Egypt,2010,N2O,MMTCO2e,3.440318665
CROP,Egypt,2010,dSOC,MMTCO2e,-0.018191166
CROP,Egypt,2015,CH4,MMTCO2e,-0.25014125
CROP,Egypt,2015,N2O,MMTCO2e,3.779398075
CROP,Egypt,2015,dSOC,MMTCO2e,-0.018418322
CROP,Egypt,2020,CH4,MMTCO2e,-0.258605785
CROP,Egypt,2020,N2O,MMTCO2e,4.030306425
CROP,Egypt,2020,dSOC,MMTCO2e,-0.018591894
CROP,Egypt,2025,CH4,MMTCO2e,-0.2671764
CROP,Egypt,2025,N2O,MMTCO2e,4.744379666
CROP,Egypt,2025,dSOC,MMTCO2e,-0.018819633
CROP,Egypt,2030,CH4,MMTCO2e,-0.271119792
CROP,Egypt,2030,N2O,MMTCO2e,5.236455806
CROP,Egypt,2030,dSOC,MMTCO2e,-0.018735082
CROP,Egypt,2035,CH4,MMTCO2e,-0.275030635
CROP,Egypt,2035,N2O,MMTCO2e,6.154021448
CROP,Egypt,2035,dSOC,MMTCO2e,-0.018545767
CROP,Egypt,2040,CH4,MMTCO2e,-0.277121565
CROP,Egypt,2040,N2O,MMTCO2e,6.538412799
CROP,Egypt,2040,dSOC,MMTCO2e,-0.018254076
CROP,Egypt,2045,CH4,MMTCO2e,-0.278358733
CROP,Egypt,2045,N2O,MMTCO2e,6.925362673
CROP,Egypt,2045,dSOC,MMTCO2e,-0.017899129
CROP,Egypt,2050,CH4,MMTCO2e,-0.278052641
CROP,Egypt,2050,N2O,MMTCO2e,7.291638578
CROP,Egypt,2050,dSOC,MMTCO2e,-0.017422309
CROP,Egypt,2055,CH4,MMTCO2e,-0.27872945
CROP,Egypt,2055,N2O,MMTCO2e,7.705745595
CROP,Egypt,2055,dSOC,MMTCO2e,-0.017003333
CROP,Egypt,2060,CH4,MMTCO2e,-0.279549197
CROP,Egypt,2060,N2O,MMTCO2e,8.147302223
CROP,Egypt,2060,dSOC,MMTCO2e,-0.01658204
CROP,Egypt,2065,CH4,MMTCO2e,-0.280513573
CROP,Egypt,2065,N2O,MMTCO2e,8.618330636
CROP,Egypt,2065,dSOC,MMTCO2e,-0.016158236
CROP,Egypt,2070,CH4,MMTCO2e,-0.28162437
CROP,Egypt,2070,N2O,MMTCO2e,9.12101308
CROP,Egypt,2070,dSOC,MMTCO2e,-0.015731724
CROP,Egypt,2075,CH4,MMTCO2e,-0.282883482
CROP,Egypt,2075,N2O,MMTCO2e,9.657705096
CROP,Egypt,2075,dSOC,MMTCO2e,-0.015302301
CROP,Egypt,2080,CH4,MMTCO2e,-0.28429291
CROP,Egypt,2080,N2O,MMTCO2e,10.23094988
CROP,Egypt,2080,dSOC,MMTCO2e,-0.014869764
CROP,El Salvador,2005,CH4,MMTCO2e,-0.041740738
CROP,El Salvador,2005,N2O,MMTCO2e,0.341642372
CROP,El Salvador,2005,dSOC,MMTCO2e,0.018688549
CROP,El Salvador,2010,CH4,MMTCO2e,-0.04285803
CROP,El Salvador,2010,N2O,MMTCO2e,0.321438958
CROP,El Salvador,2010,dSOC,MMTCO2e,0.019513003
CROP,El Salvador,2015,CH4,MMTCO2e,-0.044075124
CROP,El Salvador,2015,N2O,MMTCO2e,0.269969821
CROP,El Salvador,2015,dSOC,MMTCO2e,0.020169769
CROP,El Salvador,2020,CH4,MMTCO2e,-0.044561748
CROP,El Salvador,2020,N2O,MMTCO2e,0.286908172
CROP,El Salvador,2020,dSOC,MMTCO2e,0.020507771
CROP,El Salvador,2025,CH4,MMTCO2e,-0.046447517
CROP,El Salvador,2025,N2O,MMTCO2e,0.304888546
CROP,El Salvador,2025,dSOC,MMTCO2e,0.020929763
CROP,El Salvador,2030,CH4,MMTCO2e,-0.046313158
CROP,El Salvador,2030,N2O,MMTCO2e,0.323687555
CROP,El Salvador,2030,dSOC,MMTCO2e,0.021064863
CROP,El Salvador,2035,CH4,MMTCO2e,-0.046288203
CROP,El Salvador,2035,N2O,MMTCO2e,0.341011145
CROP,El Salvador,2035,dSOC,MMTCO2e,0.02112909
CROP,El Salvador,2040,CH4,MMTCO2e,-0.046399635
CROP,El Salvador,2040,N2O,MMTCO2e,0.359976055
CROP,El Salvador,2040,dSOC,MMTCO2e,0.021119649
CROP,El Salvador,2045,CH4,MMTCO2e,-0.046447676
CROP,El Salvador,2045,N2O,MMTCO2e,0.379445972
CROP,El Salvador,2045,dSOC,MMTCO2e,0.021073311
CROP,El Salvador,2050,CH4,MMTCO2e,-0.046307391
CROP,El Salvador,2050,N2O,MMTCO2e,0.398360391
CROP,El Salvador,2050,dSOC,MMTCO2e,0.020924309
CROP,El Salvador,2055,CH4,MMTCO2e,-0.046273884
CROP,El Salvador,2055,N2O,MMTCO2e,0.419141058
CROP,El Salvador,2055,dSOC,MMTCO2e,0.020832204
CROP,El Salvador,2060,CH4,MMTCO2e,-0.046248849
CROP,El Salvador,2060,N2O,MMTCO2e,0.441062674
CROP,El Salvador,2060,dSOC,MMTCO2e,0.02074381
CROP,El Salvador,2065,CH4,MMTCO2e,-0.046232336
CROP,El Salvador,2065,N2O,MMTCO2e,0.464191399
CROP,El Salvador,2065,dSOC,MMTCO2e,0.020659128
CROP,El Salvador,2070,CH4,MMTCO2e,-0.046224399
CROP,El Salvador,2070,N2O,MMTCO2e,0.488597448
CROP,El Salvador,2070,dSOC,MMTCO2e,0.02057816
CROP,El Salvador,2075,CH4,MMTCO2e,-0.046225092
CROP,El Salvador,2075,N2O,MMTCO2e,0.514355341
CROP,El Salvador,2075,dSOC,MMTCO2e,0.02050091
CROP,El Salvador,2080,CH4,MMTCO2e,-0.046234474
CROP,El Salvador,2080,N2O,MMTCO2e,0.541544192
CROP,El Salvador,2080,dSOC,MMTCO2e,0.020427381
CROP,Equatorial Guinea,2005,CH4,MMTCO2e,-0.000260163
CROP,Equatorial Guinea,2005,N2O,MMTCO2e,0.000756926
CROP,Equatorial Guinea,2005,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2010,CH4,MMTCO2e,-0.000246722
CROP,Equatorial Guinea,2010,N2O,MMTCO2e,0.000711868
CROP,Equatorial Guinea,2010,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2015,CH4,MMTCO2e,-0.00025917
CROP,Equatorial Guinea,2015,N2O,MMTCO2e,0.000707978
CROP,Equatorial Guinea,2015,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2020,CH4,MMTCO2e,-0.000259313
CROP,Equatorial Guinea,2020,N2O,MMTCO2e,0.000735637
CROP,Equatorial Guinea,2020,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2025,CH4,MMTCO2e,-0.000264071
CROP,Equatorial Guinea,2025,N2O,MMTCO2e,0.000735819
CROP,Equatorial Guinea,2025,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2030,CH4,MMTCO2e,-0.000245749
CROP,Equatorial Guinea,2030,N2O,MMTCO2e,0.00073204
CROP,Equatorial Guinea,2030,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2035,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2035,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2035,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2040,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2040,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2040,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2045,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2045,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2045,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2050,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2050,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2050,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2055,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2055,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2055,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2060,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2060,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2060,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2065,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2065,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2065,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2070,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2070,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2070,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2075,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2075,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2075,dSOC,MMTCO2e,8.21535E-05
CROP,Equatorial Guinea,2080,CH4,MMTCO2e,-0.000258266
CROP,Equatorial Guinea,2080,N2O,MMTCO2e,0.000713887
CROP,Equatorial Guinea,2080,dSOC,MMTCO2e,8.21535E-05
CROP,Eritrea,2005,CH4,MMTCO2e,-0.069136193
CROP,Eritrea,2005,N2O,MMTCO2e,0.024907934
CROP,Eritrea,2005,dSOC,MMTCO2e,0.00588629
CROP,Eritrea,2010,CH4,MMTCO2e,-0.075211906
CROP,Eritrea,2010,N2O,MMTCO2e,0.027555506
CROP,Eritrea,2010,dSOC,MMTCO2e,0.006350366
CROP,Eritrea,2015,CH4,MMTCO2e,-0.079253139
CROP,Eritrea,2015,N2O,MMTCO2e,0.026166074
CROP,Eritrea,2015,dSOC,MMTCO2e,0.006733414
CROP,Eritrea,2020,CH4,MMTCO2e,-0.085148748
CROP,Eritrea,2020,N2O,MMTCO2e,0.028668843
CROP,Eritrea,2020,dSOC,MMTCO2e,0.007102989
CROP,Eritrea,2025,CH4,MMTCO2e,-0.088248562
CROP,Eritrea,2025,N2O,MMTCO2e,0.02886943
CROP,Eritrea,2025,dSOC,MMTCO2e,0.007437039
CROP,Eritrea,2030,CH4,MMTCO2e,-0.092289271
CROP,Eritrea,2030,N2O,MMTCO2e,0.0333915
CROP,Eritrea,2030,dSOC,MMTCO2e,0.007756235
CROP,Eritrea,2035,CH4,MMTCO2e,-0.094579058
CROP,Eritrea,2035,N2O,MMTCO2e,0.034447329
CROP,Eritrea,2035,dSOC,MMTCO2e,0.008025603
CROP,Eritrea,2040,CH4,MMTCO2e,-0.097475329
CROP,Eritrea,2040,N2O,MMTCO2e,0.035915001
CROP,Eritrea,2040,dSOC,MMTCO2e,0.008273424
CROP,Eritrea,2045,CH4,MMTCO2e,-0.100844818
CROP,Eritrea,2045,N2O,MMTCO2e,0.037462831
CROP,Eritrea,2045,dSOC,MMTCO2e,0.008559359
CROP,Eritrea,2050,CH4,MMTCO2e,-0.102522627
CROP,Eritrea,2050,N2O,MMTCO2e,0.0385143
CROP,Eritrea,2050,dSOC,MMTCO2e,0.008697699
CROP,Eritrea,2055,CH4,MMTCO2e,-0.105200204
CROP,Eritrea,2055,N2O,MMTCO2e,0.039908554
CROP,Eritrea,2055,dSOC,MMTCO2e,0.008923948
CROP,Eritrea,2060,CH4,MMTCO2e,-0.10798408
CROP,Eritrea,2060,N2O,MMTCO2e,0.04136971
CROP,Eritrea,2060,dSOC,MMTCO2e,0.009159942
CROP,Eritrea,2065,CH4,MMTCO2e,-0.110877209
CROP,Eritrea,2065,N2O,MMTCO2e,0.042900839
CROP,Eritrea,2065,dSOC,MMTCO2e,0.009405953
CROP,Eritrea,2070,CH4,MMTCO2e,-0.113882702
CROP,Eritrea,2070,N2O,MMTCO2e,0.044505179
CROP,Eritrea,2070,dSOC,MMTCO2e,0.009662271
CROP,Eritrea,2075,CH4,MMTCO2e,-0.117003836
CROP,Eritrea,2075,N2O,MMTCO2e,0.046186145
CROP,Eritrea,2075,dSOC,MMTCO2e,0.009929202
CROP,Eritrea,2080,CH4,MMTCO2e,-0.120244054
CROP,Eritrea,2080,N2O,MMTCO2e,0.047947338
CROP,Eritrea,2080,dSOC,MMTCO2e,0.01020707
CROP,Estonia,2005,CH4,MMTCO2e,-0.011933656
CROP,Estonia,2005,N2O,MMTCO2e,0.047573953
CROP,Estonia,2005,dSOC,MMTCO2e,0.008599463
CROP,Estonia,2010,CH4,MMTCO2e,-0.011865233
CROP,Estonia,2010,N2O,MMTCO2e,0.059078326
CROP,Estonia,2010,dSOC,MMTCO2e,0.008633368
CROP,Estonia,2015,CH4,MMTCO2e,-0.011762636
CROP,Estonia,2015,N2O,MMTCO2e,0.068155631
CROP,Estonia,2015,dSOC,MMTCO2e,0.008576488
CROP,Estonia,2020,CH4,MMTCO2e,-0.011724966
CROP,Estonia,2020,N2O,MMTCO2e,0.069957846
CROP,Estonia,2020,dSOC,MMTCO2e,0.008492381
CROP,Estonia,2025,CH4,MMTCO2e,-0.011598133
CROP,Estonia,2025,N2O,MMTCO2e,0.070471382
CROP,Estonia,2025,dSOC,MMTCO2e,0.008369269
CROP,Estonia,2030,CH4,MMTCO2e,-0.011156888
CROP,Estonia,2030,N2O,MMTCO2e,0.070459536
CROP,Estonia,2030,dSOC,MMTCO2e,0.008166234
CROP,Estonia,2035,CH4,MMTCO2e,-0.010864627
CROP,Estonia,2035,N2O,MMTCO2e,0.065426453
CROP,Estonia,2035,dSOC,MMTCO2e,0.007926088
CROP,Estonia,2040,CH4,MMTCO2e,-0.010476485
CROP,Estonia,2040,N2O,MMTCO2e,0.064186618
CROP,Estonia,2040,dSOC,MMTCO2e,0.007647776
CROP,Estonia,2045,CH4,MMTCO2e,-0.010060302
CROP,Estonia,2045,N2O,MMTCO2e,0.062742207
CROP,Estonia,2045,dSOC,MMTCO2e,0.007349721
CROP,Estonia,2050,CH4,MMTCO2e,-0.00959022
CROP,Estonia,2050,N2O,MMTCO2e,0.060864165
CROP,Estonia,2050,dSOC,MMTCO2e,0.007011184
CROP,Estonia,2055,CH4,MMTCO2e,-0.009175949
CROP,Estonia,2055,N2O,MMTCO2e,0.059269391
CROP,Estonia,2055,dSOC,MMTCO2e,0.006713278
CROP,Estonia,2060,CH4,MMTCO2e,-0.008779787
CROP,Estonia,2060,N2O,MMTCO2e,0.057717301
CROP,Estonia,2060,dSOC,MMTCO2e,0.006428181
CROP,Estonia,2065,CH4,MMTCO2e,-0.008400934
CROP,Estonia,2065,N2O,MMTCO2e,0.056206724
CROP,Estonia,2065,dSOC,MMTCO2e,0.006155334
CROP,Estonia,2070,CH4,MMTCO2e,-0.008038625
CROP,Estonia,2070,N2O,MMTCO2e,0.054736523
CROP,Estonia,2070,dSOC,MMTCO2e,0.005894205
CROP,Estonia,2075,CH4,MMTCO2e,-0.007692128
CROP,Estonia,2075,N2O,MMTCO2e,0.053305592
CROP,Estonia,2075,dSOC,MMTCO2e,0.005644284
CROP,Estonia,2080,CH4,MMTCO2e,-0.007360746
CROP,Estonia,2080,N2O,MMTCO2e,0.051912856
CROP,Estonia,2080,dSOC,MMTCO2e,0.005405085
CROP,Ethiopia,2005,CH4,MMTCO2e,-0.192858721
CROP,Ethiopia,2005,N2O,MMTCO2e,2.000052422
CROP,Ethiopia,2005,dSOC,MMTCO2e,1.809920112
CROP,Ethiopia,2010,CH4,MMTCO2e,-0.198410021
CROP,Ethiopia,2010,N2O,MMTCO2e,1.856799816
CROP,Ethiopia,2010,dSOC,MMTCO2e,1.747742208
CROP,Ethiopia,2015,CH4,MMTCO2e,-0.206783658
CROP,Ethiopia,2015,N2O,MMTCO2e,4.340232675
CROP,Ethiopia,2015,dSOC,MMTCO2e,1.737924339
CROP,Ethiopia,2020,CH4,MMTCO2e,-0.214998259
CROP,Ethiopia,2020,N2O,MMTCO2e,4.801693437
CROP,Ethiopia,2020,dSOC,MMTCO2e,1.70987475
CROP,Ethiopia,2025,CH4,MMTCO2e,-0.223017444
CROP,Ethiopia,2025,N2O,MMTCO2e,5.246817355
CROP,Ethiopia,2025,dSOC,MMTCO2e,1.670730235
CROP,Ethiopia,2030,CH4,MMTCO2e,-0.22153292
CROP,Ethiopia,2030,N2O,MMTCO2e,5.787609473
CROP,Ethiopia,2030,dSOC,MMTCO2e,1.611680566
CROP,Ethiopia,2035,CH4,MMTCO2e,-0.220072082
CROP,Ethiopia,2035,N2O,MMTCO2e,6.794160894
CROP,Ethiopia,2035,dSOC,MMTCO2e,1.567719937
CROP,Ethiopia,2040,CH4,MMTCO2e,-0.222488627
CROP,Ethiopia,2040,N2O,MMTCO2e,7.901116161
CROP,Ethiopia,2040,dSOC,MMTCO2e,1.552600134
CROP,Ethiopia,2045,CH4,MMTCO2e,-0.222772729
CROP,Ethiopia,2045,N2O,MMTCO2e,8.84680205
CROP,Ethiopia,2045,dSOC,MMTCO2e,1.459526011
CROP,Ethiopia,2050,CH4,MMTCO2e,-0.221392549
CROP,Ethiopia,2050,N2O,MMTCO2e,10.0988274
CROP,Ethiopia,2050,dSOC,MMTCO2e,1.416897766
CROP,Ethiopia,2055,CH4,MMTCO2e,-0.221266633
CROP,Ethiopia,2055,N2O,MMTCO2e,11.43868199
CROP,Ethiopia,2055,dSOC,MMTCO2e,1.354845095
CROP,Ethiopia,2060,CH4,MMTCO2e,-0.221413012
CROP,Ethiopia,2060,N2O,MMTCO2e,12.97305272
CROP,Ethiopia,2060,dSOC,MMTCO2e,1.29639505
CROP,Ethiopia,2065,CH4,MMTCO2e,-0.221825598
CROP,Ethiopia,2065,N2O,MMTCO2e,14.73269957
CROP,Ethiopia,2065,dSOC,MMTCO2e,1.241363829
CROP,Ethiopia,2070,CH4,MMTCO2e,-0.222498875
CROP,Ethiopia,2070,N2O,MMTCO2e,16.75360027
CROP,Ethiopia,2070,dSOC,MMTCO2e,1.189577744
CROP,Ethiopia,2075,CH4,MMTCO2e,-0.22342789
CROP,Ethiopia,2075,N2O,MMTCO2e,19.0778822
CROP,Ethiopia,2075,dSOC,MMTCO2e,1.140872694
CROP,Ethiopia,2080,CH4,MMTCO2e,-0.224608226
CROP,Ethiopia,2080,N2O,MMTCO2e,21.754927
CROP,Ethiopia,2080,dSOC,MMTCO2e,1.095093669
CROP,Finland,2005,CH4,MMTCO2e,-0.030519017
CROP,Finland,2005,N2O,MMTCO2e,0.754650724
CROP,Finland,2005,dSOC,MMTCO2e,-0.063565225
CROP,Finland,2010,CH4,MMTCO2e,-0.028652154
CROP,Finland,2010,N2O,MMTCO2e,0.908637247
CROP,Finland,2010,dSOC,MMTCO2e,-0.063244152
CROP,Finland,2015,CH4,MMTCO2e,-0.028489417
CROP,Finland,2015,N2O,MMTCO2e,0.923249834
CROP,Finland,2015,dSOC,MMTCO2e,-0.06182234
CROP,Finland,2020,CH4,MMTCO2e,-0.028691369
CROP,Finland,2020,N2O,MMTCO2e,0.939984709
CROP,Finland,2020,dSOC,MMTCO2e,-0.06032227
CROP,Finland,2025,CH4,MMTCO2e,-0.027759018
CROP,Finland,2025,N2O,MMTCO2e,1.030986237
CROP,Finland,2025,dSOC,MMTCO2e,-0.058622127
CROP,Finland,2030,CH4,MMTCO2e,-0.025367957
CROP,Finland,2030,N2O,MMTCO2e,0.989961809
CROP,Finland,2030,dSOC,MMTCO2e,-0.056160687
CROP,Finland,2035,CH4,MMTCO2e,-0.024727611
CROP,Finland,2035,N2O,MMTCO2e,0.954812192
CROP,Finland,2035,dSOC,MMTCO2e,-0.053545822
CROP,Finland,2040,CH4,MMTCO2e,-0.023475086
CROP,Finland,2040,N2O,MMTCO2e,0.920631856
CROP,Finland,2040,dSOC,MMTCO2e,-0.050757169
CROP,Finland,2045,CH4,MMTCO2e,-0.022219907
CROP,Finland,2045,N2O,MMTCO2e,0.884987914
CROP,Finland,2045,dSOC,MMTCO2e,-0.047981006
CROP,Finland,2050,CH4,MMTCO2e,-0.020867822
CROP,Finland,2050,N2O,MMTCO2e,0.844189792
CROP,Finland,2050,dSOC,MMTCO2e,-0.044985238
CROP,Finland,2055,CH4,MMTCO2e,-0.019676501
CROP,Finland,2055,N2O,MMTCO2e,0.808449283
CROP,Finland,2055,dSOC,MMTCO2e,-0.042353958
CROP,Finland,2060,CH4,MMTCO2e,-0.018554209
CROP,Finland,2060,N2O,MMTCO2e,0.77426416
CROP,Finland,2060,dSOC,MMTCO2e,-0.0398789
CROP,Finland,2065,CH4,MMTCO2e,-0.017496887
CROP,Finland,2065,N2O,MMTCO2e,0.741564916
CROP,Finland,2065,dSOC,MMTCO2e,-0.03755066
CROP,Finland,2070,CH4,MMTCO2e,-0.016500719
CROP,Finland,2070,N2O,MMTCO2e,0.710285226
CROP,Finland,2070,dSOC,MMTCO2e,-0.035360409
CROP,Finland,2075,CH4,MMTCO2e,-0.015562116
CROP,Finland,2075,N2O,MMTCO2e,0.680361803
CROP,Finland,2075,dSOC,MMTCO2e,-0.033299853
CROP,Finland,2080,CH4,MMTCO2e,-0.014677702
CROP,Finland,2080,N2O,MMTCO2e,0.651734249
CROP,Finland,2080,dSOC,MMTCO2e,-0.031361207
CROP,France,2005,CH4,MMTCO2e,-0.360685773
CROP,France,2005,N2O,MMTCO2e,10.59132699
CROP,France,2005,dSOC,MMTCO2e,-0.362529486
CROP,France,2010,CH4,MMTCO2e,-0.339949277
CROP,France,2010,N2O,MMTCO2e,12.22319813
CROP,France,2010,dSOC,MMTCO2e,-0.360810411
CROP,France,2015,CH4,MMTCO2e,-0.350350849
CROP,France,2015,N2O,MMTCO2e,10.33711268
CROP,France,2015,dSOC,MMTCO2e,-0.355722761
CROP,France,2020,CH4,MMTCO2e,-0.348195
CROP,France,2020,N2O,MMTCO2e,10.30118788
CROP,France,2020,dSOC,MMTCO2e,-0.349437884
CROP,France,2025,CH4,MMTCO2e,-0.336324248
CROP,France,2025,N2O,MMTCO2e,10.25229831
CROP,France,2025,dSOC,MMTCO2e,-0.341737649
CROP,France,2030,CH4,MMTCO2e,-0.318302096
CROP,France,2030,N2O,MMTCO2e,10.3342523
CROP,France,2030,dSOC,MMTCO2e,-0.328552173
CROP,France,2035,CH4,MMTCO2e,-0.309323682
CROP,France,2035,N2O,MMTCO2e,9.729850168
CROP,France,2035,dSOC,MMTCO2e,-0.314406938
CROP,France,2040,CH4,MMTCO2e,-0.295203009
CROP,France,2040,N2O,MMTCO2e,9.424606217
CROP,France,2040,dSOC,MMTCO2e,-0.299395664
CROP,France,2045,CH4,MMTCO2e,-0.280853227
CROP,France,2045,N2O,MMTCO2e,9.100831895
CROP,France,2045,dSOC,MMTCO2e,-0.284177867
CROP,France,2050,CH4,MMTCO2e,-0.265409292
CROP,France,2050,N2O,MMTCO2e,8.72871201
CROP,France,2050,dSOC,MMTCO2e,-0.267895874
CROP,France,2055,CH4,MMTCO2e,-0.251725742
CROP,France,2055,N2O,MMTCO2e,8.402489497
CROP,France,2055,dSOC,MMTCO2e,-0.253455852
CROP,France,2060,CH4,MMTCO2e,-0.238790653
CROP,France,2060,N2O,MMTCO2e,8.089921752
CROP,France,2060,dSOC,MMTCO2e,-0.23982312
CROP,France,2065,CH4,MMTCO2e,-0.226561942
CROP,France,2065,N2O,MMTCO2e,7.790421409
CROP,France,2065,dSOC,MMTCO2e,-0.226951754
CROP,France,2070,CH4,MMTCO2e,-0.214999929
CROP,France,2070,N2O,MMTCO2e,7.50342675
CROP,France,2070,dSOC,MMTCO2e,-0.214798468
CROP,France,2075,CH4,MMTCO2e,-0.204067194
CROP,France,2075,N2O,MMTCO2e,7.228400568
CROP,France,2075,dSOC,MMTCO2e,-0.203322463
CROP,France,2080,CH4,MMTCO2e,-0.193728451
CROP,France,2080,N2O,MMTCO2e,6.964829084
CROP,France,2080,dSOC,MMTCO2e,-0.192485282
CROP,Gabon,2005,CH4,MMTCO2e,-0.000236043
CROP,Gabon,2005,N2O,MMTCO2e,0.003113839
CROP,Gabon,2005,dSOC,MMTCO2e,0.000256215
CROP,Gabon,2010,CH4,MMTCO2e,-0.000238773
CROP,Gabon,2010,N2O,MMTCO2e,0.004326545
CROP,Gabon,2010,dSOC,MMTCO2e,0.000271568
CROP,Gabon,2015,CH4,MMTCO2e,-0.000263736
CROP,Gabon,2015,N2O,MMTCO2e,0.002359136
CROP,Gabon,2015,dSOC,MMTCO2e,0.0002864
CROP,Gabon,2020,CH4,MMTCO2e,-0.000257937
