"Delete old shale oil and refining sectors, and set CO2 coefficients for biomass and new sectors",,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
1,,minicam can't actually delete the primaryfuel CO2 coef as it isn't a node. this sets it to 0 and there will be a warning message,,,,,,,,,,,,,,
,delete,delete,,,,,,,,,,,,,,
region,supplysector,logit-exponent,,,,,,,,,,,,,,
ALL,refined liquids enduse,-6,,,,,,,,,,,,,,
ALL,refined liquids industrial,-6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Subsector shareweight scaling,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,
,,,interpolation-rule,,,,,,,,,,,,,
region,supplysector,subsector,apply-to,from-year,to-year,interpolation-function,,,,,,,,,,
ALL,regional unconventional oil,regional unconventional oil,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids enduse,crude oil refining,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids enduse,unconventional oil refining,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids enduse,unconventional oil refining,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids enduse,coal to liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids enduse,coal to liquids,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids enduse,gas to liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids enduse,gas to liquids,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids industrial,crude oil refining,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids industrial,unconventional oil refining,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids industrial,unconventional oil refining,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids industrial,coal to liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids industrial,coal to liquids,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids industrial,gas to liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids industrial,gas to liquids,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids electricity,crude oil refining,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids enduse,biomass liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids enduse,biomass liquids,share-weight,2050,9999,fixed,,,,,,,,,,
ALL,refined liquids industrial,biomass liquids,share-weight,2005,2020,linear,,,,,,,,,,
ALL,refined liquids industrial,biomass liquids,share-weight,2050,9999,fixed,,,,,,,,,,
,,,,,,,,,,,,,,,,
Subsector shareweights,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
201,,,shareweights will be re-set in calibration (as needed),,,interpolation function has precedence over-write values in this table,,,,,,,,,,
,,,share-weight,,,,,,,,,,,,,
region,supplysector,subsector,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,
ALL,regional unconventional oil,regional unconventional oil,0,0,0,1,1,1,1,1,1,,,,,
ALL,refined liquids enduse,crude oil refining,1,1,1,1,1,1,1,1,1,,,,,
ALL,refined liquids enduse,unconventional oil refining,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,,,,,
ALL,refined liquids enduse,coal to liquids,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,,,,,
ALL,refined liquids enduse,gas to liquids,0,0,0,0,0.1,0.1,0.2,0.2,0.2,,,,,
ALL,refined liquids industrial,crude oil refining,1,1,1,1,1,1,1,1,1,,,,,
ALL,refined liquids industrial,unconventional oil refining,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,,,,,
ALL,refined liquids industrial,coal to liquids,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,,,,,
ALL,refined liquids industrial,gas to liquids,0,0,0,0,0.1,0.1,0.2,0.2,0.2,,,,,
ALL,refined liquids electricity,crude oil refining,1,1,1,1,1,1,1,1,1,,,,,
ALL,refined liquids enduse,biomass liquids,0,0,0,1,1,1,1,1,1,,,,,
ALL,refined liquids industrial,biomass liquids,0,0,0,1,1,1,1,1,1,,,,,
ALL,regional corn for ethanol,regional corn for ethanol,0,0,1,1,1,1,1,1,1,,,,,
ALL,regional sugar for ethanol,regional sugar for ethanol,0,1,1,1,1,1,1,1,1,,,,,
ALL,regional sugarbeet for ethanol,regional sugarbeet for ethanol,0,0,1,1,1,1,1,1,1,,,,,
,,,,,,,,,,,,,,,,
Technology logit exponent,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,
,,,1975 fillout,,,,,,,,,,,,,
region,supplysector,subsector,logitexp,,,,,,,,,,,,,
ALL,refined liquids enduse,crude oil refining,-13,,,,,,,,,,,,,
ALL,refined liquids enduse,unconventional oil refining,-13,,,,,,,,,,,,,
ALL,refined liquids enduse,coal to liquids,-13,,,,,,,,,,,,,
ALL,refined liquids enduse,gas to liquids,-13,,,,,,,,,,,,,
ALL,refined liquids industrial,crude oil refining,-13,,,,,,,,,,,,,
ALL,refined liquids industrial,unconventional oil refining,-13,,,,,,,,,,,,,
ALL,refined liquids industrial,coal to liquids,-13,,,,,,,,,,,,,
ALL,refined liquids industrial,gas to liquids,-13,,,,,,,,,,,,,
ALL,refined liquids enduse,biomass liquids,-13,,,,,,,,,,,,,
ALL,refined liquids industrial,biomass liquids,-13,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Technology lifetime and profit shutdown decider,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,
,,,,lifetime,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,coal to liquids,coal to liquids,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,gas to liquids,gas to liquids,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,coal to liquids,coal to liquids,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,gas to liquids,gas to liquids,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids electricity,crude oil refining,crude oil refining,-1,-1,15,15,15,15,15,15,15,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),-1,-1,45,45,45,45,45,45,45,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),-1,-1,45,45,45,45,45,45,45,,,,
,,,,,,,,,,,,,,,,
Phased shutdown decider for partial retirement of capital stocks,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2001,,,,phased-shutdown-decider,,,,,,,,,,,,
,,,,shutdown-rate,,,,,,,,,,,,
region,supplysector,subsector,technology,2005,2020,2035,2050,2065,2080,2095,,,,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,coal to liquids,coal to liquids,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,gas to liquids,gas to liquids,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,coal to liquids,coal to liquids,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,gas to liquids,gas to liquids,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids electricity,crude oil refining,crude oil refining,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),0.05,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,
,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2005,,,,base year shareweights will be over-written in calibration (as needed),,,,,,,,,,,,
,,,,share-weight,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,1,1,1,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,coal to liquids,coal to liquids,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,gas to liquids,gas to liquids,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,1,1,1,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,coal to liquids,coal to liquids,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,gas to liquids,gas to liquids,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids electricity,crude oil refining,crude oil refining,1,1,1,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),0,0,0,1,1,1,1,1,1,,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),0,0,0,1,1,1,1,1,1,,,,
ALL,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,0,0,1,1,1,1,1,1,1,,,,
ALL,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol,0,1,1,1,1,1,1,1,1,,,,
ALL,regional sugarbeet for ethanol,regional sugarbeet for ethanol,regional sugarbeet for ethanol,0,0,1,1,1,1,1,1,1,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Technology IO coefficients and CO2 tag,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2010,,,,,coefficient,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,unconventional oil,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,elect_td_ind,0.080,0.080,0.080,0.080,0.073,0.067,0.061,0.056,0.051,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,regional natural gas,0.106,0.106,0.106,0.106,0.102,0.098,0.095,0.091,0.088,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,regional crude oil,1.055,1.055,1.055,1.055,1.047,1.039,1.031,1.024,1.016,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,wholesale gas,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,elect_td_ind,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,regional unconventional oil,1.055,1.055,1.055,1.055,1.039,1.024,1.008,0.993,0.979,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,wholesale gas,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,elect_td_ind,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,,
ALL,refined liquids enduse,coal to liquids,coal to liquids,regional coal,2.112,2.112,2.112,2.112,2.080,2.049,2.019,1.989,1.959,,,
ALL,refined liquids enduse,gas to liquids,gas to liquids,regional natural gas,1.654,1.654,1.654,1.654,1.629,1.605,1.581,1.558,1.534,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,regional crude oil,1.055,1.055,1.055,1.055,1.047,1.039,1.031,1.024,1.016,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,wholesale gas,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,elect_td_ind,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,regional unconventional oil,1.055,1.055,1.055,1.055,1.039,1.024,1.008,0.993,0.979,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,wholesale gas,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,elect_td_ind,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,,
ALL,refined liquids industrial,coal to liquids,coal to liquids,regional coal,2.112,2.112,2.112,2.112,2.080,2.049,2.019,1.989,1.959,,,
ALL,refined liquids industrial,gas to liquids,gas to liquids,regional natural gas,1.654,1.654,1.654,1.654,1.629,1.605,1.581,1.558,1.534,,1.38028169,coef where GTL becomes carbon-negative
ALL,refined liquids electricity,crude oil refining,crude oil refining,regional crude oil,1.055,1.055,1.055,1.055,1.047,1.039,1.031,1.024,1.016,,,
ALL,refined liquids electricity,crude oil refining,crude oil refining,wholesale gas,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,regional biomass,2.057,2.057,2.057,2.057,1.997,1.938,1.880,1.825,1.771,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,regional biomass,1.961,1.961,1.961,1.961,1.903,1.846,1.792,1.739,1.687,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,regional biomass,2.057,2.057,2.057,2.057,1.997,1.938,1.880,1.825,1.771,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,regional biomass,1.961,1.961,1.961,1.961,1.903,1.846,1.792,1.739,1.687,,,
ALL,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,Corn,111.787,111.787,111.787,111.787,110.122,108.482,106.866,105.274,103.706,,,
ALL,regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol,SugarCrop,582.5,582.5,582.5,582.5,582.477,582.477,582.477,582.477,582.477,,,
ALL,regional sugarbeet for ethanol,regional sugarbeet for ethanol,regional sugarbeet for ethanol,SugarCrop,582.5,582.5,582.5,582.5,582.477,582.477,582.477,582.477,582.477,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Technology secondary outputs,,,,,,,,,,,,,,,,
NOT_READ_IN,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2015,,,,,output-ratio,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,secondary-output,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),FeedCrops,0,0,0,30,30,30,30,30,30,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),FeedCrops,0,0,0,30,30,30,30,30,30,,,
,,,,,,,,,,,,,,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,regional natural gas,0,0,0,0,0,0,0,0,0,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,regional biomass,0,0,0,0,0,0,0,0,0,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,regional biomass,0,0,0,0,0,0,0,0,0,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,regional biomass,0,0,0,0,0,0,0,0,0,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,regional biomass,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Non-energy costs,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2020,,,,,input-cost,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-non-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
ALL,regional unconventional oil,regional unconventional oil,regional unconventional oil,non-energy,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,,,
ALL,refined liquids enduse,crude oil refining,crude oil refining,non-energy,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,,,
ALL,refined liquids enduse,unconventional oil refining,unconventional oil refining,non-energy,1.71,1.71,1.71,1.71,1.68,1.66,1.63,1.61,1.59,,,
ALL,refined liquids enduse,coal to liquids,coal to liquids,non-energy,3.80,3.80,3.80,3.80,3.74,3.69,3.63,3.58,3.53,,,
ALL,refined liquids enduse,gas to liquids,gas to liquids,non-energy,2.90,2.90,2.90,2.90,2.86,2.81,2.77,2.73,2.69,,,
ALL,refined liquids industrial,crude oil refining,crude oil refining,non-energy,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,,,
ALL,refined liquids industrial,unconventional oil refining,unconventional oil refining,non-energy,0.61,0.61,0.61,0.61,0.60,0.59,0.58,0.57,0.57,,,
ALL,refined liquids industrial,coal to liquids,coal to liquids,non-energy,2.70,2.70,2.70,2.70,2.66,2.62,2.58,2.54,2.50,,,
ALL,refined liquids industrial,gas to liquids,gas to liquids,non-energy,1.80,1.80,1.80,1.80,1.77,1.75,1.72,1.70,1.67,,,
ALL,refined liquids electricity,crude oil refining,crude oil refining,non-energy,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-ethanol,non-energy,3.47,3.47,3.47,3.47,3.42,3.37,3.32,3.27,3.22,,,
ALL,refined liquids enduse,biomass liquids,biomass liquids-FT,non-energy,3.86,3.86,3.86,3.86,3.80,3.74,3.69,3.63,3.58,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-ethanol,non-energy,2.37,2.37,2.37,2.37,2.34,2.30,2.27,2.23,2.20,,,
ALL,refined liquids industrial,biomass liquids,biomass liquids-FT,non-energy,2.76,2.76,2.76,2.76,2.71,2.67,2.63,2.59,2.56,,,
,,,,,,,,,,,,,,,,
Unconventional oil resource attributes,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
50,,,,,1975,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,depresource,output-unit,price-unit,market,price,,,,,,,,,,,
ALL,unconventional oil,EJ,1975$/GJ,global,1.8398,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Subresource cost by grade,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
5000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,depresource,subresource,grade,extractioncost,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 1,1.8,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 2,2.1,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 3,3.6,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 4,4.7,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 5,6.0,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 6,7.0,,,,,,,,,,,,
ALL,unconventional oil,unconventional oil,grade 7,8.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Subresource availability by grade,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
5001,,,available,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
region,depresource,subresource,grade 1,grade 2,grade 3,grade 4,,,,,,,,,,
Africa,unconventional oil,unconventional oil,6009,11745,112937,338813,,,,,,,,,,
Australia_NZ,unconventional oil,unconventional oil,1320,2578,24791,74374,,,,,,,,,,
Canada,unconventional oil,unconventional oil,803,1570,15095,45285,,,,,,,,,,
China,unconventional oil,unconventional oil,2012,3933,37820,113461,,,,,,,,,,
Eastern Europe,unconventional oil,unconventional oil,151,295,2837,8510,,,,,,,,,,
Former Soviet Union,unconventional oil,unconventional oil,3874,7575,72804,218412,,,,,,,,,,
India,unconventional oil,unconventional oil,1509,2950,28366,85096,,,,,,,,,,
Japan,unconventional oil,unconventional oil,146,287,2754,8263,,,,,,,,,,
Latin America,unconventional oil,unconventional oil,3004,5873,56469,169406,,,,,,,,,,
Middle East,unconventional oil,unconventional oil,503,983,9455,28366,,,,,,,,,,
Southeast Asia,unconventional oil,unconventional oil,1509,2950,28366,85096,,,,,,,,,,
USA,unconventional oil,unconventional oil,4397,8594,82637,247909,,,,,,,,,,
Western Europe,unconventional oil,unconventional oil,1204,2355,22643,67928,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Biomass densiification and pelletization cost adder,,,,,,,,,,,,,,,,
Non-energy costs,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,
2020,,,,,input-cost,,,,,,,,,,,
