# File: income_shares.csv
# Title: Income shares
# Units: share
# Description: Net income shares for the 32 GCAM regions from 1967-2100. 
# Column types: iicncn 
# ----------
GCAM_region_ID,year,category,shares,sce,gini
27,2020,d4,0.053492915,SSP2,0.430604003
2,2020,d7,0.088897649,SSP4,0.450260384
2,2020,d7,0.089115275,SSP3,0.448052088
32,2020,d1,0.012125662,SSP2,0.507243457
22,2020,d2,0.048350718,SSP2,0.323437711
29,2020,d2,0.021615742,SSP4,0.534828359
2,2020,d7,0.089614451,SSP2,0.443423097
29,2020,d2,0.022044763,SSP3,0.530929241
27,2020,d4,0.054255227,SSP1,0.4250515
27,2020,d4,0.054245104,SSP5,0.425069814
22,2020,d2,0.049298661,SSP1,0.315831503
22,2020,d2,0.049310303,SSP5,0.31573809
2,2020,d7,0.090002738,SSP1,0.439147332
29,2020,d2,0.022470848,SSP2,0.526927013
2,2020,d7,0.090011794,SSP5,0.439084537
29,2020,d2,0.022756537,SSP1,0.524069437
29,2020,d2,0.022758489,SSP5,0.523853249
18,2020,d1,0.022221955,SSP4,0.41375138
1,2020,d1,0.009435339,SSP2,0.494393705
32,2020,d1,0.012818581,SSP1,0.499833671
18,2020,d1,0.022484867,SSP3,0.410940263
32,2020,d1,0.012796634,SSP5,0.500068357
5,2020,d6,0.069058587,SSP4,0.499941869
17,2020,d4,0.030695105,SSP4,0.597491409
18,2020,d1,0.023131031,SSP2,0.404031309
5,2020,d6,0.069470262,SSP3,0.497256707
9,2020,d3,0.024200386,SSP4,0.559348305
1,2020,d1,0.009844128,SSP1,0.489997321
17,2020,d4,0.031559768,SSP3,0.591037465
5,2020,d6,0.070007118,SSP2,0.493421831
18,2020,d1,0.023442859,SSP1,0.400697164
4,2020,d7,0.069646202,SSP4,0.590534276
4,2020,d7,0.06999393,SSP3,0.588568915
18,2020,d1,0.023486178,SSP5,0.400233978
4,2020,d7,0.070035493,SSP2,0.587185377
1,2020,d1,0.009780409,SSP5,0.490651678
9,2020,d3,0.024705473,SSP3,0.555625756
5,2020,d6,0.070613433,SSP1,0.488959796
5,2020,d6,0.070675742,SSP5,0.488782981
14,2020,d1,0.029190418,SSP3,0.329532797
9,2020,d3,0.025491016,SSP2,0.549779226
27,2020,d5,0.062492557,SSP4,0.437035873
27,2020,d5,0.062799925,SSP3,0.434441832
14,2020,d1,0.029222927,SSP4,0.329579656
7,2020,d1,0.012221673,SSP4,0.5133064
4,2020,d7,0.069979944,SSP1,0.586717221
9,2020,d3,0.026061811,SSP1,0.545110888
4,2020,d7,0.069926152,SSP5,0.586679626
14,2020,d1,0.029431635,SSP2,0.326832266
9,2020,d3,0.026080289,SSP5,0.544988713
22,2020,d3,0.057499313,SSP4,0.330137486
27,2020,d5,0.06320884,SSP2,0.430604003
22,2020,d3,0.057714135,SSP3,0.328526921
14,2020,d1,0.029608518,SSP1,0.324192428
14,2020,d1,0.02968773,SSP5,0.32335337
7,2020,d1,0.012773588,SSP3,0.507404809
27,2020,d5,0.063941106,SSP1,0.4250515
22,2020,d3,0.058392951,SSP2,0.323437711
27,2020,d5,0.063975161,SSP5,0.425069814
17,2020,d3,0.03374701,SSP1,0.49945995
17,2020,d3,0.033683199,SSP5,0.499938394
2,2020,d8,0.11397752,SSP4,0.450260384
2,2020,d8,0.114098378,SSP3,0.448052088
22,2020,d3,0.059407491,SSP1,0.315831503
22,2020,d3,0.059419951,SSP5,0.31573809
10,2020,d2,0.023499205,SSP3,0.451994447
10,2020,d2,0.023417443,SSP4,0.45185684
2,2020,d8,0.114343888,SSP2,0.443423097
7,2020,d1,0.013320734,SSP2,0.501554219
21,2020,d2,0.017430178,SSP4,0.559275709
21,2020,d2,0.017761409,SSP3,0.555638153
10,2020,d2,0.023800939,SSP2,0.448903703
2,2020,d8,0.114351467,SSP1,0.439147332
2,2020,d8,0.114394497,SSP5,0.439084537
10,2020,d2,0.024056408,SSP5,0.446341845
10,2020,d2,0.02401595,SSP1,0.446716676
17,2020,d4,0.037000368,SSP2,0.550428219
27,2020,d6,0.073448023,SSP4,0.437035873
27,2020,d6,0.073726413,SSP3,0.434441832
7,2020,d1,0.013995671,SSP1,0.494337157
7,2020,d1,0.014007497,SSP5,0.494210701
29,2020,d3,0.029040158,SSP4,0.534828359
27,2020,d6,0.074268695,SSP2,0.430604003
5,2020,d7,0.08863592,SSP4,0.499941869
22,2020,d4,0.066410793,SSP4,0.330137486
22,2020,d4,0.066626566,SSP3,0.328526921
5,2020,d7,0.088977632,SSP3,0.497256707
29,2020,d3,0.029668579,SSP3,0.530929241
27,2020,d6,0.074972492,SSP1,0.4250515
24,2020,d3,0.015008283,SSP4,0.650049585
27,2020,d6,0.075027987,SSP5,0.425069814
5,2020,d7,0.089479465,SSP2,0.493421831
22,2020,d4,0.067308385,SSP2,0.323437711
29,2020,d3,0.030302201,SSP2,0.526927013
24,2020,d3,0.015369109,SSP3,0.647344438
5,2020,d7,0.089858519,SSP1,0.488959796
5,2020,d7,0.089870648,SSP5,0.488782981
22,2020,d4,0.068327416,SSP1,0.315831503
22,2020,d4,0.068339931,SSP5,0.31573809
29,2020,d3,0.030732124,SSP1,0.524069437
29,2020,d3,0.030728895,SSP5,0.523853249
4,2020,d8,0.096567698,SSP4,0.590534276
21,2020,d2,0.018049475,SSP2,0.552443203
4,2020,d8,0.096851025,SSP3,0.588568915
24,2020,d3,0.015915422,SSP2,0.64324867
21,2020,d2,0.018446344,SSP1,0.54780329
4,2020,d8,0.097302684,SSP2,0.587185377
21,2020,d2,0.018321204,SSP5,0.549724511
4,2020,d8,0.0975091,SSP1,0.586717221
4,2020,d8,0.097656235,SSP5,0.586679626
24,2020,d3,0.016297157,SSP1,0.64038676
24,2020,d3,0.016297091,SSP5,0.640387255
27,2020,d7,0.086191655,SSP4,0.437035873
27,2020,d7,0.086443359,SSP3,0.434441832
17,2020,d5,0.042562664,SSP4,0.597491409
17,2020,d5,0.043392313,SSP3,0.591037465
27,2020,d7,0.08660906,SSP2,0.430604003
22,2020,d5,0.075391026,SSP4,0.330137486
22,2020,d5,0.075598041,SSP3,0.328526921
27,2020,d7,0.087041282,SSP1,0.4250515
22,2020,d5,0.076252188,SSP2,0.323437711
27,2020,d7,0.087094074,SSP5,0.425069814
2,2020,d9,0.165311355,SSP4,0.450260384
17,2020,d4,0.043828812,SSP1,0.49945995
2,2020,d9,0.165013294,SSP3,0.448052088
26,2020,d2,0.021930886,SSP4,0.504399989
17,2020,d4,0.043764713,SSP5,0.499938394
26,2020,d2,0.022426664,SSP3,0.499438398
9,2020,d4,0.034679633,SSP4,0.559348305
2,2020,d9,0.164373964,SSP2,0.443423097
22,2020,d5,0.077229859,SSP1,0.315831503
22,2020,d5,0.077241866,SSP5,0.31573809
9,2020,d4,0.035166394,SSP3,0.555625756
26,2020,d2,0.02327867,SSP2,0.491741657
2,2020,d9,0.163875537,SSP1,0.439147332
2,2020,d9,0.163876404,SSP5,0.439084537
26,2020,d2,0.023633589,SSP1,0.486325514
26,2020,d2,0.023631648,SSP5,0.486248797
3,2020,d1,0.029053618,SSP4,0.364066544
3,2020,d1,0.029206843,SSP3,0.362643563
9,2020,d4,0.03582483,SSP2,0.549779226
18,2020,d2,0.036212149,SSP4,0.41375138
29,2020,d4,0.036873306,SSP4,0.534828359
29,2020,d4,0.037380423,SSP3,0.530929241
18,2020,d2,0.03656247,SSP3,0.410940263
17,2020,d5,0.048612592,SSP2,0.550428219
3,2020,d1,0.029651791,SSP2,0.358042604
22,2020,d6,0.085440866,SSP4,0.330137486
27,2020,d8,0.114354445,SSP4,0.437035873
27,2020,d8,0.114697141,SSP3,0.434441832
22,2020,d6,0.085628289,SSP3,0.328526921
9,2020,d4,0.036431478,SSP1,0.545110888
5,2020,d8,0.117841462,SSP4,0.499941869
9,2020,d4,0.036436088,SSP5,0.544988713
32,2020,d2,0.021544126,SSP4,0.523292434
27,2020,d8,0.115023686,SSP2,0.430604003
18,2020,d2,0.037423464,SSP2,0.404031309
5,2020,d8,0.118002989,SSP3,0.497256707
22,2020,d6,0.086220524,SSP2,0.323437711
3,2020,d1,0.030220805,SSP1,0.352103146
3,2020,d1,0.030231537,SSP5,0.351966936
29,2020,d4,0.037994965,SSP2,0.526927013
27,2020,d8,0.115199478,SSP1,0.4250515
15,2020,d1,0.017029568,SSP3,0.446947332
22,2020,d6,0.087105664,SSP1,0.315831503
27,2020,d8,0.11531958,SSP5,0.425069814
18,2020,d2,0.037838965,SSP1,0.400697164
22,2020,d6,0.087116534,SSP5,0.31573809
15,2020,d1,0.016923213,SSP4,0.448017031
32,2020,d2,0.022267581,SSP3,0.517486742
18,2020,d2,0.037896688,SSP5,0.400233978
29,2020,d4,0.038419779,SSP1,0.524069437
15,2020,d1,0.017306452,SSP2,0.44397568
29,2020,d4,0.038479195,SSP5,0.523853249
5,2020,d8,0.118552969,SSP1,0.488959796
5,2020,d8,0.118158519,SSP2,0.493421831
5,2020,d8,0.118616056,SSP5,0.488782981
15,2020,d1,0.017588065,SSP1,0.440984602
15,2020,d1,0.017598688,SSP5,0.440828407
10,2020,d3,0.032929181,SSP3,0.451994447
10,2020,d3,0.032944247,SSP4,0.45185684
10,2020,d3,0.033326773,SSP2,0.448903703
10,2020,d3,0.033608533,SSP1,0.446716676
32,2020,d2,0.02354401,SSP2,0.507243457
10,2020,d3,0.033583666,SSP5,0.446341845
25,2020,d2,0.035640216,SSP4,0.389656931
25,2020,d2,0.035932171,SSP3,0.387097825
17,2020,d5,0.055164513,SSP1,0.49945995
17,2020,d5,0.05510301,SSP5,0.499938394
22,2020,d7,0.097881536,SSP4,0.330137486
22,2020,d7,0.098030531,SSP3,0.328526921
32,2020,d2,0.024467354,SSP1,0.499833671
32,2020,d2,0.024438109,SSP5,0.500068357
22,2020,d7,0.098501339,SSP2,0.323437711
25,2020,d2,0.036541755,SSP2,0.382151533
17,2020,d6,0.057429616,SSP4,0.597491409
17,2020,d6,0.058180837,SSP3,0.591037465
31,2020,d1,0.014605526,SSP4,0.432255149
22,2020,d7,0.099204997,SSP1,0.315831503
22,2020,d7,0.099213638,SSP5,0.31573809
25,2020,d2,0.036878175,SSP1,0.379446985
25,2020,d2,0.036954657,SSP5,0.378948666
31,2020,d1,0.01485354,SSP3,0.4296019
11,2020,d1,0.02009317,SSP4,0.404414049
9,2020,d5,0.046853501,SSP4,0.559348305
24,2020,d4,0.023535206,SSP4,0.650049585
11,2020,d1,0.020702874,SSP3,0.397896751
21,2020,d3,0.026978587,SSP4,0.559275709
9,2020,d5,0.047401089,SSP3,0.555625756
18,2020,d3,0.045900433,SSP4,0.41375138
31,2020,d1,0.015471068,SSP2,0.42299559
18,2020,d3,0.046275378,SSP3,0.410940263
24,2020,d4,0.023897624,SSP3,0.647344438
21,2020,d3,0.027425231,SSP3,0.555638153
7,2020,d2,0.023287137,SSP4,0.5133064
31,2020,d1,0.015805416,SSP1,0.419418729
18,2020,d3,0.047196891,SSP2,0.404031309
17,2020,d6,0.062907638,SSP2,0.550428219
11,2020,d1,0.021202499,SSP2,0.392600235
31,2020,d1,0.015845068,SSP5,0.418994537
24,2020,d4,0.024446348,SSP2,0.64324867
20,2020,d1,0.018176874,SSP1,0.466205965
21,2020,d3,0.027759757,SSP2,0.552443203
7,2020,d2,0.024022567,SSP3,0.507404809
20,2020,d1,0.018301921,SSP5,0.46486903
20,2020,d1,0.0184633,SSP4,0.463143665
18,2020,d3,0.047641597,SSP1,0.400697164
24,2020,d4,0.024829768,SSP1,0.64038676
24,2020,d4,0.024829701,SSP5,0.640387255
20,2020,d1,0.018576307,SSP2,0.461935457
18,2020,d3,0.047703377,SSP5,0.400233978
20,2020,d1,0.018768782,SSP3,0.459877622
4,2020,d9,0.18291548,SSP4,0.590534276
21,2020,d3,0.028306553,SSP1,0.54780329
4,2020,d9,0.182737647,SSP3,0.588568915
9,2020,d5,0.048394783,SSP2,0.549779226
11,2020,d1,0.021853183,SSP1,0.38563609
21,2020,d3,0.02810539,SSP5,0.549724511
7,2020,d2,0.024751642,SSP2,0.501554219
22,2020,d8,0.115059275,SSP4,0.330137486
22,2020,d8,0.115134943,SSP3,0.328526921
29,2020,d5,0.047761699,SSP4,0.534828359
29,2020,d5,0.048206168,SSP3,0.530929241
22,2020,d8,0.115374047,SSP2,0.323437711
11,2020,d1,0.022003767,SSP5,0.384050387
4,2020,d9,0.181893227,SSP2,0.587185377
9,2020,d5,0.04929012,SSP1,0.545110888
9,2020,d5,0.049252621,SSP5,0.544988713
29,2020,d5,0.048591443,SSP2,0.526927013
22,2020,d8,0.115731406,SSP1,0.315831503
22,2020,d8,0.115735794,SSP5,0.31573809
7,2020,d2,0.025651,SSP1,0.494337157
7,2020,d2,0.025666759,SSP5,0.494210701
17,2020,d6,0.068840201,SSP1,0.49945995
4,2020,d9,0.181667917,SSP1,0.586717221
17,2020,d6,0.068784511,SSP5,0.499938394
10,2020,d4,0.045039909,SSP3,0.451994447
10,2020,d4,0.045120673,SSP4,0.45185684
4,2020,d9,0.18166504,SSP5,0.586679626
14,2020,d2,0.045925808,SSP3,0.329532797
29,2020,d5,0.04889921,SSP1,0.524069437
3,2020,d2,0.042973642,SSP3,0.362643563
10,2020,d4,0.045516301,SSP2,0.448903703
3,2020,d2,0.0428142,SSP4,0.364066544
32,2020,d3,0.030776001,SSP4,0.523292434
10,2020,d4,0.045856842,SSP1,0.446716676
29,2020,d5,0.048900246,SSP5,0.523853249
14,2020,d2,0.046038171,SSP4,0.329579656
14,2020,d2,0.04631722,SSP2,0.326832266
10,2020,d4,0.045849728,SSP5,0.446341845
3,2020,d2,0.043591285,SSP2,0.358042604
32,2020,d3,0.031550336,SSP3,0.517486742
14,2020,d2,0.046562015,SSP1,0.324192428
14,2020,d2,0.046735502,SSP5,0.32335337
18,2020,d4,0.055248011,SSP4,0.41375138
18,2020,d4,0.055624627,SSP3,0.410940263
26,2020,d3,0.031127848,SSP4,0.504399989
27,2020,d9,0.154924991,SSP3,0.434441832
27,2020,d9,0.154816164,SSP4,0.437035873
3,2020,d2,0.044516611,SSP1,0.352103146
3,2020,d2,0.044548807,SSP5,0.351966936
27,2020,d9,0.155264726,SSP2,0.430604003
5,2020,d9,0.170788514,SSP4,0.499941869
5,2020,d9,0.17066284,SSP3,0.497256707
27,2020,d9,0.154726595,SSP1,0.4250515
18,2020,d4,0.056550246,SSP2,0.404031309
27,2020,d9,0.154637078,SSP5,0.425069814
5,2020,d9,0.170267888,SSP2,0.493421831
26,2020,d3,0.031763821,SSP3,0.499438398
32,2020,d3,0.032916535,SSP2,0.507243457
5,2020,d9,0.169496664,SSP1,0.488959796
5,2020,d9,0.169477805,SSP5,0.488782981
18,2020,d4,0.056996935,SSP1,0.400697164
18,2020,d4,0.057058989,SSP5,0.400233978
26,2020,d3,0.032761451,SSP2,0.491741657
17,2020,d7,0.078482443,SSP3,0.591037465
17,2020,d7,0.077885122,SSP4,0.597491409
26,2020,d3,0.033522478,SSP1,0.486325514
26,2020,d3,0.033527584,SSP5,0.486248797
32,2020,d3,0.033904816,SSP1,0.499833671
32,2020,d3,0.033873514,SSP5,0.500068357
21,2020,d4,0.035362364,SSP4,0.559275709
12,2020,d1,0.027550843,SSP4,0.322573397
9,2020,d6,0.062185066,SSP4,0.559348305
2,2020,d10,0.350124723,SSP1,0.439147332
2,2020,d10,0.353301828,SSP2,0.443423097
21,2020,d4,0.035909106,SSP3,0.555638153
2,2020,d10,0.350029915,SSP5,0.439084537
12,2020,d1,0.027658223,SSP3,0.322092862
9,2020,d6,0.062650837,SSP3,0.555625756
2,2020,d10,0.356845226,SSP3,0.448052088
29,2020,d6,0.061460359,SSP3,0.530929241
2,2020,d10,0.358519237,SSP4,0.450260384
29,2020,d6,0.060916309,SSP4,0.534828359
17,2020,d7,0.082240885,SSP2,0.550428219
29,2020,d6,0.062045524,SSP2,0.526927013
22,2020,d9,0.144793266,SSP4,0.330137486
22,2020,d9,0.144703033,SSP3,0.328526921
29,2020,d6,0.062450049,SSP1,0.524069437
22,2020,d9,0.14441791,SSP2,0.323437711
21,2020,d4,0.036301138,SSP2,0.552443203
22,2020,d9,0.143991771,SSP1,0.315831503
12,2020,d1,0.028163594,SSP2,0.317784801
9,2020,d6,0.064044745,SSP2,0.549779226
22,2020,d9,0.143986537,SSP5,0.31573809
29,2020,d6,0.06253832,SSP5,0.523853249
3,2020,d3,0.051973281,SSP3,0.362643563
3,2020,d3,0.05177566,SSP4,0.364066544
7,2020,d3,0.032359855,SSP4,0.5133064
3,2020,d3,0.052576634,SSP2,0.358042604
9,2020,d6,0.065125624,SSP1,0.545110888
9,2020,d6,0.065143238,SSP5,0.544988713
18,2020,d5,0.065592562,SSP3,0.410940263
18,2020,d5,0.065231219,SSP4,0.41375138
21,2020,d4,0.036920798,SSP1,0.54780329
12,2020,d1,0.02866499,SSP1,0.312985098
15,2020,d2,0.030347515,SSP3,0.446947332
21,2020,d4,0.036645882,SSP5,0.549724511
7,2020,d3,0.033146993,SSP3,0.507404809
15,2020,d2,0.0302094,SSP4,0.448017031
24,2020,d5,0.034033929,SSP4,0.650049585
12,2020,d1,0.02872198,SSP5,0.31252897
17,2020,d7,0.086958069,SSP1,0.49945995
17,2020,d7,0.086913788,SSP5,0.499938394
3,2020,d3,0.053350282,SSP1,0.352103146
24,2020,d5,0.034381632,SSP3,0.647344438
18,2020,d5,0.066480646,SSP2,0.404031309
3,2020,d3,0.053353961,SSP5,0.351966936
15,2020,d2,0.030712246,SSP2,0.44397568
1,2020,d2,0.021285973,SSP4,0.500811955
15,2020,d2,0.031079112,SSP1,0.440984602
18,2020,d5,0.06690922,SSP1,0.400697164
24,2020,d5,0.034908077,SSP2,0.64324867
7,2020,d3,0.033927328,SSP2,0.501554219
15,2020,d2,0.031094207,SSP5,0.440828407
18,2020,d5,0.066968758,SSP5,0.400233978
1,2020,d2,0.021465666,SSP3,0.499270982
10,2020,d5,0.060161527,SSP3,0.451994447
24,2020,d5,0.035275929,SSP1,0.64038676
24,2020,d5,0.035275866,SSP5,0.640387255
10,2020,d5,0.060321545,SSP4,0.45185684
10,2020,d5,0.060678796,SSP2,0.448903703
7,2020,d3,0.03488992,SSP1,0.494337157
7,2020,d3,0.034906786,SSP5,0.494210701
10,2020,d5,0.061222479,SSP5,0.446341845
32,2020,d4,0.040617598,SSP4,0.523292434
10,2020,d5,0.061017889,SSP1,0.446716676
32,2020,d4,0.041395411,SSP3,0.517486742
1,2020,d2,0.022081719,SSP2,0.494393705
3,2020,d4,0.060589848,SSP3,0.362643563
3,2020,d4,0.060409053,SSP4,0.364066544
25,2020,d3,0.047274363,SSP4,0.389656931
25,2020,d3,0.047606474,SSP3,0.387097825
3,2020,d4,0.06122073,SSP2,0.358042604
32,2020,d4,0.042767748,SSP2,0.507243457
1,2020,d2,0.022553438,SSP5,0.490651678
25,2020,d3,0.048268227,SSP2,0.382151533
1,2020,d2,0.022625585,SSP1,0.489997321
3,2020,d4,0.062072583,SSP1,0.352103146
3,2020,d4,0.06209854,SSP5,0.351966936
25,2020,d3,0.048628458,SSP1,0.379446985
