# File: USDA_GDP_MER.csv
# Title: GDP MER by country 1969-2017
# Units: billion 2010 USD
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Senegal,sen,3.848425,4.177929,4.172061,4.438373,4.190567,4.366603,4.695656,5.114533,4.977314,4.780515,5.115232,4.947439194,5.198249817,5.605952263,5.307356834,5.506158352,5.68695116,5.864005566,6.221379757,6.184522629,6.430533886,6.387086391,6.550329208,6.631726742,6.717990875,6.716826439,7.077082157,7.219481945,7.445021152,7.884178162,8.385599136,8.65281868,9.049196243,9.10845089,9.717189789,10.28766346,10.86609745,11.13357449,11.68340397,12.11364841,12.40718365,12.92572498,13.15336227,13.73358059,14.20814037,14.78713417,15.74192619,16.80321884,17.94366646
Serbia,srb,21.36485,21.91266,22.47453,23.05079,23.64184,24.24805,24.86979,25.50747,26.16152,26.83232,27.52033,30.4801693,31.26172256,32.06330109,32.88544464,33.72864532,34.59349442,35.4805069,36.39027023,37.323349,54.58205795,50.21550751,44.35834122,31.8759613,22.1762867,22.7517395,24.04564476,24.62903023,26.39858437,27.04018974,23.75572777,25.59898376,26.87706757,28.78958321,30.06076431,32.78021622,34.59637833,36.29310608,38.43032074,40.49275208,39.23101044,39.46030807,40.01332855,39.60708618,40.6256752,39.88169861,40.1838913,41.30796432,42.07936478
Seychelles,syc,0.1559966,0.1698365,0.1967585,0.2091707,0.2281094,0.2310813,0.2384237,0.2772335,0.2980149,0.3192475,0.3719499,0.387192667,0.355384082,0.351412058,0.345405549,0.360987246,0.40114975,0.400440514,0.418076366,0.4406389,0.489985257,0.524262369,0.538734257,0.577315569,0.6130898,0.60819304,0.603171587,0.632832706,0.708529353,0.768069863,0.782448173,0.794297099,0.776257336,0.785672009,0.739418447,0.718341649,0.783033788,0.85668695,0.945966065,0.925657153,0.915426373,0.969939709,1.046441555,1.059635401,1.12340498,1.174011946,1.231977463,1.287453771,1.341526747
Sierra Leone,sle,1.202077,1.305702,1.350957,1.363119,1.393879,1.442663,1.466744,1.460155,1.460837,1.495989,1.563478,1.642211318,1.689530373,1.770319581,1.733093262,1.804029465,1.708211303,1.729325533,1.854377627,1.723087788,1.735666275,1.793811083,1.836000681,1.486923575,1.507362008,1.478007913,1.359771013,1.383618951,1.30230248,1.325548887,1.299312353,1.385752082,1.297819853,1.640668988,1.793466449,1.911798358,1.997926593,2.082317352,2.250113487,2.371581078,2.447188139,2.578026056,2.740829945,3.156936169,3.81092,3.984575033,3.163801432,3.355384827,3.494890451
Singapore,sgp,11.85273,13.49855,15.12936,17.17584,19.08716,20.32169,21.25832,22.83925,24.54902,26.68558,29.19923,32.12697601,35.55937195,38.10985184,41.36461639,45.0049324,44.69573212,45.28912354,50.16082001,55.73628998,61.41201401,67.58036804,72.09951782,77.2096405,86.11761475,95.52635956,102.2399902,109.9406433,119.0559464,116.4066772,123.5019073,134.4905396,133.2098083,138.8201904,144.9773102,158.8214569,170.7158508,185.8416138,202.7746277,206.3994751,205.1540833,236.4203339,251.4346161,261.7014465,275.0772095,285.7608948,292.164978,299.1682129,309.9937439
Slovakia,svk,30.58177,31.5276,32.50269,33.50792,34.54424,35.61262,36.71405,37.84953,39.02014,40.22695,41.47108,40.75538635,42.01586151,43.31531906,44.65496826,46.0680542,47.67970276,49.66635513,50.88808823,51.87609482,52.50291061,51.10056686,43.65327454,40.71911621,41.49332047,44.06819916,46.64332581,49.79508209,52.81642151,54.93531799,54.82265854,55.48611069,57.32629013,59.91904068,63.16588211,66.4876709,70.97622681,76.97576904,85.28881836,90.09039307,85.2052002,89.50100708,92.02413177,93.54911041,94.94359589,97.55486298,101.3108215,104.6790924,108.2383575
Slovenia,svn,13.61478,14.03586,14.46996,14.91748,15.37885,15.85448,16.34483,16.85033,17.37147,17.90874,18.46261,18.28914261,18.85479736,19.43793106,20.03910065,20.6588726,21.29780579,21.95650482,22.63557243,23.33564568,24.05736923,28.87560844,26.30566788,24.88517189,25.59281921,26.95587921,29.97307777,31.02701569,32.61385727,33.6854248,35.46211243,36.93571854,38.02508926,39.48384857,40.60601044,42.37310028,44.06930161,46.56185913,49.79401779,51.43728638,47.42657852,48.01360321,48.32538605,47.03530121,46.50283432,47.88824463,48.96999741,50.51174545,53.03774261
Solomon Islands,slb,0.0886335,0.0952194,0.1022947,0.1098959,0.1180617,0.1268343,0.1362588,0.1463835,0.1572607,0.168946,0.1814996,0.356463969,0.349954098,0.344233304,0.357647538,0.358239353,0.346995056,0.34620598,0.375401706,0.380136132,0.396312147,0.404991955,0.429308385,0.483789563,0.50302726,0.549274683,0.594444752,0.603986681,0.595291257,0.60591048,0.602986336,0.516955376,0.475709736,0.462389857,0.49244523,0.516566992,0.544571102,0.58240056,0.625032306,0.669375181,0.637727976,0.681151211,0.771033406,0.806156993,0.830485582,0.849172294,0.870760322,0.900859058,0.93003267
South Korea,kor,55.99725,63.20327,69.80247,74.34718,85.34129,93.34793,100.1973,113.6795,127.1138,140.2036,151.9662,141.0521545,151.1804199,163.6755219,185.3495331,204.7054291,220.5693817,245.3262634,275.9117432,308.7582397,330.4630737,362.8855591,400.4585571,425.1889038,454.3005066,496.124054,543.6061401,584.8903198,619.5286255,585.6328735,651.8598633,710.0346069,742.1658936,797.3269043,820.7141724,860.9278564,894.7079468,941.0193481,992.4310303,1020.509033,1027.729248,1094.498779,1134.7948,1160.808716,1194.428101,1234.339355,1268.780396,1305.946899,1345.944946
Spain,esp,431.851,450.3816,471.3218,509.7334,549.4338,580.3053,583.4518,602.7278,619.8367,628.905,629.1662,653.8676147,653.0014648,661.1408691,672.843811,684.8519897,700.7503662,723.5480347,763.6842041,802.5887451,841.3299561,873.1439209,895.3742065,903.6941528,894.3726196,915.6872559,940.9372559,966.1052856,1001.750854,1044.886108,1091.746826,1149.490479,1195.482544,1229.910889,1269.115112,1309.30481,1358.050171,1414.736694,1468.058105,1484.466431,1431.415283,1431.616577,1417.318115,1375.822632,1352.355103,1371.017578,1418.074341,1464.508789,1509.201538
Sri Lanka,lka,7.477945,7.765594,7.867082,7.834789,8.387721,8.710299,9.243911,9.552205,10.03943,10.60704,11.28626,13.67245674,14.45172215,15.05023956,15.77475643,16.57913399,17.40799141,18.16620445,18.47968292,18.93662834,19.37203979,20.61184883,21.55999184,22.50863075,24.06174088,25.40917778,26.80670547,27.82535172,29.60767555,30.99876976,32.33188629,34.27180862,33.74216843,35.07993317,37.1637764,39.18736649,41.63334274,44.82590866,47.87265015,50.72111511,52.51609039,56.7257576,61.49341202,67.11672974,69.39582825,72.83834839,76.48587036,79.90389252,82.39094543
St Kitts and Nevis,kna,0.1156091,0.1218605,0.1284501,0.1353959,0.1427173,0.1504345,0.1585691,0.1671436,0.1757518,0.1887293,0.2060647,0.216161698,0.218597323,0.219634101,0.222370476,0.241543636,0.262350649,0.290116757,0.308537334,0.33787623,0.356952429,0.374410301,0.366366625,0.382037133,0.408800274,0.430520445,0.455287546,0.48208648,0.515332758,0.511893868,0.529239357,0.58583796,0.617846847,0.633800745,0.610887587,0.632920265,0.688436449,0.700911105,0.699673772,0.74369663,0.721236706,0.705015361,0.721926749,0.717591226,0.762224674,0.807676554,0.839792669,0.858344674,0.873306453
St Lucia,lca,0.2666721,0.2749197,0.2834223,0.292188,0.3012248,0.3105409,0.3201453,0.3300468,0.3402543,0.3507777,0.3616265,0.419447601,0.445581198,0.455004275,0.477475941,0.511585295,0.55379045,0.632307589,0.65852654,0.747975528,0.816307187,0.897276402,0.902460694,0.972667277,0.978596926,0.995826483,1.012659669,1.042473674,1.036927581,1.102253079,1.132229924,1.132686138,1.095126152,1.09884584,1.146378875,1.229480743,1.225023985,1.301248431,1.314070702,1.388372421,1.404755473,1.381968141,1.390680909,1.393204331,1.440498114,1.437394023,1.46561873,1.489854336,1.529936194
St Vincent and the Grenadines,vct,0.1494232,0.16548,0.1703916,0.2144062,0.1906043,0.1737918,0.1605685,0.1772305,0.182257,0.2039523,0.210789,0.233303621,0.24406825,0.254993796,0.26052174,0.277684003,0.294839054,0.311352193,0.312716156,0.356728494,0.361740798,0.376752734,0.381031692,0.405330479,0.422561169,0.417288691,0.44970122,0.455489427,0.471458107,0.490738302,0.504041851,0.512295246,0.52105248,0.554000258,0.596601665,0.621398151,0.636858523,0.685822487,0.674975693,0.719976425,0.704863727,0.681225896,0.678369224,0.687735021,0.700336277,0.707228959,0.720117867,0.729264855,0.740906417
Sudan,sdn,10.89379,11.53926,11.79858,11.20027,11.27108,12.56109,14.53487,16.95714,18.01253,16.94421,16.09385,15.50542927,16.65865707,17.65128899,18.01534843,17.11297607,16.0381031,16.90637589,19.31061172,19.24667549,20.96567154,19.81883812,21.30741119,22.70898438,23.74650002,23.98544312,25.4238739,26.92874336,29.77423477,31.05705833,32.02109909,34.05311584,36.26669312,38.59765244,41.58302307,43.19781876,46.43322372,51.10640717,56.99483871,61.44155502,63.43339539,65.6341095,64.34260559,64.67819214,67.52061462,69.32977295,72.73112488,76.14948273,79.411026
Suriname,sur,2.388415,2.463089,2.558429,2.58129,2.588909,2.694016,2.785085,2.685598,2.956609,3.18171,2.989958,2.80440259,2.811550617,2.754835367,2.6710217,2.566736221,2.519047737,2.429736376,2.085602045,2.268558979,2.518520594,2.506214142,2.575939655,2.570750952,2.384252787,2.461673498,2.488665581,2.520380497,2.664961815,2.706647158,2.683070898,2.681227684,2.803306103,2.923846722,3.099574566,3.386472225,3.541258097,3.677318096,3.865283728,4.025437832,4.146752357,4.361091137,4.616187572,4.740378857,4.879435062,4.891902447,4.76483345,4.519806862,4.524122238
Swaziland,swz,0.4668794,0.523734,0.5957141,0.6280273,0.6846672,0.7239909,0.8246866,0.8072081,0.8153575,0.8261784,0.8518473,0.966856837,1.108418584,1.121415496,1.134898901,1.20482862,1.250520706,1.40389061,1.608951211,1.714656353,1.936037421,2.34295392,2.384198666,2.461117983,2.537563086,2.598481894,2.723875761,2.828528643,2.916292191,2.992233753,3.080530643,3.134753466,3.167817593,3.306571245,3.434873343,3.559350014,3.772867441,3.998943806,4.17631197,4.210627556,4.276525974,4.438766479,4.538516045,4.752650261,5.057808399,5.155475616,5.175640106,5.246479034,5.351441383
Sweden,swe,190.1813,201.6721,203.5772,208.2366,216.4993,223.4234,229.127,231.5515,227.8553,231.8463,240.7492,258.4086914,259.5840149,262.8253479,267.8207092,279.1482849,285.1789246,292.8540344,302.6759033,310.4215088,318.6625977,321.0674744,317.3881226,313.7108765,307.2308044,319.7891846,332.6585083,337.7077942,347.5029297,362.1911621,378.5989685,396.5267334,402.7260742,411.0769043,420.8841248,439.068573,451.4429626,472.6071777,488.6992188,485.9769287,460.7807007,488.3764954,501.388855,499.9532471,506.1586914,519.3406982,542.8251343,560.3851929,573.2074585
Switzerland,che,284.4413,294.7578,306.7704,316.5887,326.2444,330.991,306.8843,302.5767,309.9403,311.2082,318.962,346.877655,352.4323425,347.8175354,350.0403748,360.5711975,373.8171387,380.7650146,386.8019409,399.4797363,416.7803955,432.09552,428.1383362,427.9510803,427.4119263,432.8390198,434.9204102,437.269104,447.5018311,460.8816528,468.6923218,487.1439209,493.537323,494.3398743,494.5355225,508.2649231,524.0986328,545.0029907,567.4129028,579.638916,566.758728,583.7767944,593.6589966,599.6313477,610.7368164,625.6950684,633.3685303,642.0829468,649.0610352
Syria,syr,6.540445,6.291396,6.915252,8.645973,7.90716,9.814939,11.73127,13.01722,12.85141,13.97291,14.48045,18.22784615,19.96089554,20.38449669,20.67582703,19.83395958,21.04681969,20.00590706,20.38752747,23.09219551,21.02354622,22.62990761,24.41795921,27.70713806,29.14208794,31.37231445,33.17622757,34.6359787,35.25942993,37.49391556,36.16150665,37.15336609,39.08568954,41.39174652,41.64009857,44.51326752,47.27309036,49.63674545,52.46603775,54.80532074,58.06295013,60.02918243,52.8185463,43.4822731,35.2554245,31.1066246,29.49623871,27.64487839,26.97958565
Taiwan,twn,27.01057,29.88715,33.61718,37.995,42.46164,43.2132,45.59064,51.74144,57.40056,65.15778,70.37029,70.78630066,75.81920624,79.45852661,86.64157867,95.34905243,99.93534088,111.4478989,125.6017838,135.6750488,147.5466156,155.8829956,168.9148102,182.9178467,195.3562469,209.9884338,223.6376801,237.4584961,251.9672241,262.5750427,280.2200623,298.2101746,294.4527588,310.8537903,323.6609802,344.7313232,363.415741,383.8397217,408.8660583,411.7281189,405.2640076,448.3435669,465.3806152,474.9674683,485.416748,504.9305115,509.0204468,516.1976318,531.1157227
Tajikistan,tjk,5.053078,5.156203,5.261431,5.368806,5.478374,5.590178,5.704263,5.820677,5.939467,6.060679,6.184368,6.310621262,6.439410686,6.570826054,6.70492363,6.841759682,6.236124516,6.454388618,6.376935959,7.263329983,6.791213512,6.750466347,6.271183014,4.452539921,3.722323418,2.929468632,2.566214561,2.137656689,2.173996925,2.289218664,2.373919964,2.570955276,2.833192825,3.139177799,3.484487057,3.843389511,4.100896358,4.38795948,4.730220318,5.103907585,5.297856331,5.642216682,6.05974102,6.514221668,6.996273994,7.464971542,7.91286993,8.45885849,9.059437752
Tanzania,tza,4.386716,4.521455,4.660333,4.803476,4.951017,5.103089,5.259832,5.42139,5.587909,5.759543,5.93645,9.370493889,9.323279381,9.37849617,9.155627251,9.465322495,9.899856567,10.08711433,10.58446789,11.01420021,11.42882347,12.23399258,12.48747921,12.56044674,12.71190071,12.91117954,13.37209797,13.97977448,14.47260094,15.00931835,15.73582745,16.51220894,17.50258446,18.75639153,20.04799843,21.61741638,23.38427925,24.47412109,26.54570389,28.02339363,29.53171158,31.4095974,33.89237213,35.63478088,38.22295761,40.88523865,43.73057175,46.77777481,50.1009407
Thailand,tha,29.32031,32.66515,34.26424,35.73024,39.38774,41.1469,43.19207,47.22052,51.86865,57.20891,60.28204,66.51387787,70.44275665,74.21310425,78.35731506,82.86476898,86.71569061,91.51438141,100.2255859,113.5436783,127.3852234,141.6105499,153.7299347,166.1565247,179.8661652,194.2499084,210.0234985,221.8948059,215.784729,199.3123016,208.4254456,217.7122192,225.2107697,239.0587006,256.2454224,272.3614502,283.7674866,297.8648376,314.0540771,319.4736023,317.2668762,341.1050415,343.9701538,368.8831787,378.7964783,382.5254211,394.0783386,407.014679,422.9003601
Togo,tgo,1.1954,1.225576,1.225576,1.319027,1.369645,1.435839,1.47088,1.440704,1.540964,1.71117,1.622742,1.859283447,1.797644734,1.73324585,1.639407873,1.730486035,1.826624155,1.855603695,1.865070224,1.988955021,2.069706917,2.064664125,2.050212145,1.968599677,1.671423316,1.921842933,2.072627544,2.255769253,2.580089808,2.520750999,2.583309889,2.563070059,2.521373749,2.498122692,2.621889591,2.677449226,2.709053993,2.818835974,2.883400202,2.947569609,3.051038027,3.172947645,3.327907085,3.48832345,3.626732826,3.839684725,4.046445847,4.26487875,4.502253056
Tonga,ton,0.1992097,0.2050748,0.2111126,0.2173283,0.2237268,0.2303139,0.2370947,0.2440752,0.2512614,0.258659,0.2662745,0.238380566,0.208506361,0.218392193,0.222721606,0.22659339,0.241454422,0.246570021,0.253931731,0.249153048,0.250124514,0.245011732,0.260729104,0.261386096,0.271156847,0.284585983,0.295149446,0.295179605,0.294791192,0.30280602,0.314560056,0.325160205,0.336871803,0.34838903,0.355735093,0.354484975,0.360093534,0.357168764,0.342289925,0.352899253,0.360982805,0.373926431,0.384340823,0.387762696,0.375662178,0.383448184,0.397681177,0.411120713,0.422220975
Trinidad and Tobago,tto,6.342941,6.567078,6.635397,7.018947,7.13521,7.40689,7.516361,7.997796,8.727338,9.601509,9.947104,10.20923042,10.63962364,11.04491329,9.905806541,9.336133003,8.951361656,8.657592773,8.262683868,7.938982964,7.873325825,7.992088318,8.206439972,8.071263313,7.953949451,8.237579346,8.62121582,9.236294746,9.931127548,10.73798847,11.59969234,12.4002285,12.91713524,13.94233036,15.95580006,17.22422028,18.29367256,20.70990944,21.69449806,22.43003273,21.44522285,22.15791702,22.09269524,22.37857056,22.59807014,22.5410862,22.88306999,21.51991272,21.01720238
Tunisia,tun,5.932604,6.209635,6.865385,8.083491,8.030573,8.679024,9.300104,10.03266,10.37488,11.04308,11.76833,12.92088413,13.63335037,13.56603813,14.20118809,15.01759243,15.86587238,15.63629532,16.68414116,16.69618034,16.98781204,18.33831215,19.05434036,20.54166985,20.99149895,21.65869331,22.16803551,23.75218201,25.04452515,26.24259567,27.83148766,29.142313,30.24860764,30.64866447,32.08988953,34.09095001,35.27954483,37.129673,39.62093353,41.29998016,42.55692673,44.05093384,43.20639801,44.93364716,46.22572708,47.5992775,48.14839172,48.68206406,49.63385773
Turkey,tur,136.7132,141.1338,148.9903,160.0541,165.2755,174.5219,187.0422,206.609,213.6475,216.8585,215.5051,219.2870636,229.9370575,238.130249,249.9678955,266.7457886,278.0593872,297.5569763,325.7818298,333.3423767,334.3098755,365.2875366,367.9186401,386.4456482,416.0136108,396.5935059,427.8381958,459.4112244,494.2238464,505.6315918,488.4942017,520.930481,489.8710022,521.3710327,550.6109009,603.713562,658.1072388,704.8967285,740.3563232,746.6141968,711.4899902,771.8768311,857.6592407,898.7406006,975.055481,1025.433594,1087.840332,1122.475342,1205.747925
Turkmenistan,tkm,4.127111,4.254753,4.386343,4.522003,4.661859,4.806039,4.95468,5.107918,5.265895,5.428758,5.596657,5.88295269,6.064900875,6.252474308,6.445849895,6.645205975,6.850728512,7.062605381,9.505675316,10.55354595,10.10445881,13.67987728,13.04988289,11.09683895,11.26329136,9.314757347,8.644091606,9.223244667,8.171795845,8.751993179,10.19607258,10.75370216,11.22082615,11.24968338,11.61741638,12.19833374,13.78904057,15.3012991,16.99351501,19.49156189,20.68054962,22.58315849,25.90288353,28.77810287,31.71347046,34.97995758,37.25365067,39.56337738,42.13499832
Uganda,uga,2.287174,2.333851,2.38148,2.430082,2.479676,2.530282,2.58192,2.634612,2.68838,2.743245,2.79923,3.36286521,3.492650747,3.764833927,3.981107235,3.967385292,3.836208582,3.851173162,4.003752708,4.334745884,4.610519886,4.909011841,5.181663036,5.358790874,5.804979324,6.176709652,6.888466835,7.513396263,7.896579742,8.283927917,8.951111794,9.232346535,9.710920334,10.5589447,11.24245262,12.00775242,12.76815033,14.14516354,15.33511448,16.67061043,17.80446434,18.80820847,20.57461357,21.36415482,22.13046646,23.26051521,24.46723747,25.60657501,26.62181854
Ukraine,ukr,116.5768,120.1822,123.8992,127.7311,131.6816,135.7542,139.9528,144.2812,148.7435,153.3439,158.0865,162.8868561,167.9245148,173.117981,178.4722595,183.9920654,189.6824646,195.5488586,206.227829,211.5205994,219.7129974,205.7716827,188.4649658,170.1857452,145.9749451,112.4969788,98.7723465,88.89511108,86.22825623,84.58992004,84.42074585,89.40156555,97.62651062,102.7030869,112.3571701,125.9523926,129.3531036,138.7958679,149.7607574,153.205246,130.5308685,136.0131531,143.4470062,143.7893677,143.7509308,134.3314819,121.2033081,124.0001984,127.1007843
United Arab Emirates,are,36.92126,37.78272,38.66425,39.56637,46.39853,53.12541,56.04566,65.30825,79.30989,78.04919,94.37986,118.5003586,124.0214996,115.6881027,110.1977463,114.6243362,110.5041885,93.974823,97.1530304,94.60868073,106.281395,125.760643,126.8422928,131.0850983,132.738327,141.8921509,151.3817291,160.1594543,173.2771606,173.7831116,178.8266754,198.2342072,201.0076752,205.8991089,224.0193481,245.4500122,257.3669434,282.684967,291.6867371,300.9969177,285.2158813,289.7873535,309.8703918,323.7669373,340.1279907,355.0891724,373.0733948,384.2225037,387.2593994
United Kingdom,gbr,887.9428,911.6346,930.6096,964.2851,1034.147,1017.76,1012.098,1040.15,1063.979,1099.565,1128.239,1231.317871,1221.824463,1246.390015,1299.011475,1328.580078,1384.318359,1427.568359,1503.32312,1589.728516,1630.574951,1642.507446,1624.661011,1630.736816,1671.944336,1736.816528,1779.711304,1824.891968,1898.585571,1958.159668,2021.148193,2095.205811,2148.510498,2201.318359,2274.531982,2328.312256,2400.398682,2459.352539,2517.312256,2505.416992,2400.496338,2441.173828,2476.634766,2513.322021,2564.905273,2643.243896,2705.25293,2757.621094,2806.903809
United States,usa,4770.039625,4779.65562,4937.155496,5196.989803,5490.328261,5461.88516,5451.155734,5744.696634,6009.49077,6343.722512,6545.152302,6529.17334,6698.570801,6570.568359,6874.947266,7374.005859,7686.570801,7956.493652,8231.926758,8577.995117,8893.709961,9064.413086,9057.698242,9379.735352,9637.289063,10026.4082,10299.02441,10689.96289,11169.625,11666.66309,12213.26855,12713.05762,12837.13477,13066.42285,13433.16797,13941.71289,14408.09277,14792.30273,15055.39453,15011.49023,14594.8418,14964.37207,15204.01855,15542.16113,15802.85547,16208.86133,16672.69141,16920.32813,17304.98438
Uruguay,ury,15.22061,15.57574,15.53653,15.33152,15.37371,15.81883,16.78329,17.4438,17.69769,18.64876,19.8048,21.44332504,21.7777462,19.65270042,17.63350296,17.43202019,17.68766594,19.24591637,20.78426743,21.09206963,21.3249054,21.38831711,22.14520836,23.90167618,24.53687286,26.32348633,25.94242859,27.38948441,29.73064995,31.07414627,30.4715519,29.88347244,28.7347126,26.51294327,26.72644806,28.06388092,30.15748405,31.39351082,33.44712067,35.84733582,37.36851501,40.28453064,42.36407471,43.86299133,45.89715576,47.38366699,47.55934143,48.36299515,49.64784622
Uzbekistan,uzb,10.39362,10.60573,10.82218,11.04304,11.2684,11.49837,11.73303,11.97248,12.21682,12.46614,12.72055,12.86188793,13.12438488,13.3922224,13.66553974,13.94442463,14.22900772,14.5193882,17.77940369,19.40419006,20.00403023,20.32409286,20.22410011,17.95899963,17.54594421,16.63355446,16.48385429,16.76407814,17.63581085,18.39414978,19.18510056,19.91413307,20.75052643,21.58054924,22.48693085,24.21842575,25.91371536,27.80541611,30.56403351,33.31479645,36.01329803,39.07442474,42.31760406,45.78764725,49.45066071,53.30411148,57.5684433,62.05878067,65.34790039
Vanuatu New Hebrides,vut,0.2015088,0.2074416,0.213549,0.2198364,0.2263089,0.2329718,0.239831,0.2468922,0.2541611,0.2616442,0.2701944,0.239392236,0.249445885,0.276136905,0.314335167,0.344467461,0.347856998,0.347397387,0.337343723,0.331570029,0.336654335,0.376064718,0.38787061,0.397924274,0.400911659,0.437219769,0.441643357,0.451926857,0.474131107,0.494525701,0.496181309,0.525565386,0.507230937,0.481305271,0.501969814,0.52197206,0.549651444,0.59618032,0.627023757,0.667457521,0.689569175,0.700802803,0.709375262,0.721822977,0.736036718,0.753193796,0.747159958,0.777050674,0.812023282
Venezuela,ven,154.1627,166.0516,168.508,170.6696,182.8042,186.587,191.991,206.8276,219.7973,224.9557,226.6753,161.6880951,161.1014709,157.7650452,151.8254852,154.0150604,154.3127747,164.3590851,170.2458496,180.1564789,164.7172852,175.3710938,192.434494,204.0969391,204.6589966,199.8505096,207.7479401,207.3369446,220.5462341,221.1947632,207.9884186,215.6568451,222.9767456,203.2307129,187.4695587,221.7513733,244.631485,268.7818604,292.309906,307.7375793,297.8829041,293.4480591,305.7036743,322.9024353,327.2393188,314.4953308,296.3071899,241.5721741,219.5612793
Vietnam,vnm,15.53843,15.93685,16.34549,16.7646,17.19447,17.63535,18.08753,18.55131,19.02699,19.51487,20.01525,23.72271156,23.22453308,22.94583702,22.69343376,22.46649933,23.32154274,23.97204971,24.83107948,26.1061573,28.02874947,29.45847321,31.21444511,33.91326141,36.65098953,39.89056396,43.69631195,47.77755356,51.6724205,54.65105438,57.25987244,61.1462822,64.93300629,69.03730774,73.80023193,79.36212158,85.35178375,91.30758667,97.81736755,103.3555603,108.9345932,115.9317245,123.1662216,129.6291962,136.657547,144.8346558,154.5085754,164.1048126,175.2840271
Yemen United,yem,6.990849,7.179602,7.373453,7.572536,7.776994,7.986973,8.202621,8.424092,8.651543,8.885134,9.125031,7.863687992,8.650056839,9.342061996,9.454166412,9.681066513,10.00054169,10.30055904,10.63017654,11.16168594,11.49653625,11.72646713,12.46447182,13.48750496,14.02727032,14.9701767,15.81889153,16.5520916,17.41795158,18.46419334,19.16131401,20.3458519,21.11973572,21.95084763,22.77343369,23.67815208,25.00217628,25.79484749,26.6559906,27.62828445,28.69645882,30.90674782,26.97698784,27.62254143,28.9548912,28.90028381,18.16476822,11.92703056,10.89526081
Zambia,zmb,6.592238,6.908476,6.902532,7.538177,7.465657,7.94556,7.76525,8.248323,7.871851,7.915442,7.676085,7.562620163,8.029079437,7.803238869,7.649773598,7.624006271,7.747157574,7.803238869,8.012026787,8.515242577,8.428089142,8.387543678,8.384513855,8.239383698,8.799437523,8.040447235,8.273432732,8.787919998,9.123091698,9.087899208,9.510503769,9.881158829,10.40652752,10.87544727,11.63074398,12.44866371,13.34939957,14.40449524,15.60762119,16.82094193,18.37189102,20.26386642,21.39147377,23.016716,24.1812191,25.31672668,26.05594444,27.03491402,28.13705063
