# File: income_shares.csv
# Title: Income quintiles
# Units: share
# Description: Net income quintiles for the 32 GCAM regions from 1967-2100. 
# Column types: icicnn 
# ----------
GCAM_region_ID,sce,year,category,shares,gini
1,Historical data,1967,q1,0.05883005,0.336478902
1,Historical data,1967,q2,0.118268855,0.336478902
1,Historical data,1967,q3,0.167496247,0.336478902
1,Historical data,1967,q4,0.233683484,0.336478902
1,Historical data,1967,q5,0.421721364,0.336478902
1,Historical data,1968,q1,0.058799414,0.336465298
1,Historical data,1968,q2,0.118270716,0.336465298
1,Historical data,1968,q3,0.167543166,0.336465298
1,Historical data,1968,q4,0.233740623,0.336465298
1,Historical data,1968,q5,0.421646082,0.336465298
1,Historical data,1969,q1,0.058784412,0.33644495
1,Historical data,1969,q2,0.118280043,0.33644495
1,Historical data,1969,q3,0.167569929,0.33644495
1,Historical data,1969,q4,0.233769992,0.33644495
1,Historical data,1969,q5,0.421595624,0.33644495
1,Historical data,1970,q1,0.059208188,0.33583095
1,Historical data,1970,q2,0.118277503,0.33583095
1,Historical data,1970,q3,0.167523028,0.33583095
1,Historical data,1970,q4,0.233711312,0.33583095
1,Historical data,1970,q5,0.42127997,0.33583095
1,Historical data,1971,q1,0.058945477,0.336022027
1,Historical data,1971,q2,0.118492854,0.336022027
1,Historical data,1971,q3,0.167499622,0.336022027
1,Historical data,1971,q4,0.233685219,0.336022027
1,Historical data,1971,q5,0.421376829,0.336022027
1,Historical data,1972,q1,0.059004436,0.335902557
1,Historical data,1972,q2,0.118496234,0.335902557
1,Historical data,1972,q3,0.167513264,0.335902557
1,Historical data,1972,q4,0.233710633,0.335902557
1,Historical data,1972,q5,0.421275433,0.335902557
1,Historical data,1973,q1,0.0590994,0.335737394
1,Historical data,1973,q2,0.118486349,0.335737394
1,Historical data,1973,q3,0.167529915,0.335737394
1,Historical data,1973,q4,0.233740036,0.335737394
1,Historical data,1973,q5,0.421144299,0.335737394
1,Historical data,1974,q1,0.059305887,0.335151025
1,Historical data,1974,q2,0.118721732,0.335151025
1,Historical data,1974,q3,0.167532892,0.335151025
1,Historical data,1974,q4,0.23366791,0.335151025
1,Historical data,1974,q5,0.420771579,0.335151025
1,Historical data,1975,q1,0.060327081,0.332850314
1,Historical data,1975,q2,0.119032342,0.332850314
1,Historical data,1975,q3,0.167835642,0.332850314
1,Historical data,1975,q4,0.23379758,0.332850314
1,Historical data,1975,q5,0.419007354,0.332850314
1,Historical data,1976,q1,0.061224287,0.330976289
1,Historical data,1976,q2,0.119202717,0.330976289
1,Historical data,1976,q3,0.168015215,0.330976289
1,Historical data,1976,q4,0.234023549,0.330976289
1,Historical data,1976,q5,0.417534232,0.330976289
1,Historical data,1977,q1,0.062360501,0.328330283
1,Historical data,1977,q2,0.119633045,0.328330283
1,Historical data,1977,q3,0.16829564,0.328330283
1,Historical data,1977,q4,0.234241875,0.328330283
1,Historical data,1977,q5,0.415468939,0.328330283
1,Historical data,1978,q1,0.062929705,0.327329406
1,Historical data,1978,q2,0.119553507,0.327329406
1,Historical data,1978,q3,0.168433776,0.327329406
1,Historical data,1978,q4,0.234429594,0.327329406
1,Historical data,1978,q5,0.414653419,0.327329406
1,Historical data,1979,q1,0.063637132,0.325984165
1,Historical data,1979,q2,0.119541505,0.325984165
1,Historical data,1979,q3,0.168641221,0.325984165
1,Historical data,1979,q4,0.234584102,0.325984165
1,Historical data,1979,q5,0.41359604,0.325984165
1,Historical data,1980,q1,0.062473099,0.329671219
1,Historical data,1980,q2,0.118428085,0.329671219
1,Historical data,1980,q3,0.167925843,0.329671219
1,Historical data,1980,q4,0.234793616,0.329671219
1,Historical data,1980,q5,0.416379357,0.329671219
1,Historical data,1981,q1,0.061120179,0.333458054
1,Historical data,1981,q2,0.117364353,0.333458054
1,Historical data,1981,q3,0.167363814,0.333458054
1,Historical data,1981,q4,0.235053461,0.333458054
1,Historical data,1981,q5,0.419098193,0.333458054
1,Historical data,1982,q1,0.05989139,0.33718435
1,Historical data,1982,q2,0.116198641,0.33718435
1,Historical data,1982,q3,0.166833428,0.33718435
1,Historical data,1982,q4,0.235210787,0.33718435
1,Historical data,1982,q5,0.421865755,0.33718435
1,Historical data,1983,q1,0.058804103,0.341105225
1,Historical data,1983,q2,0.114937639,0.341105225
1,Historical data,1983,q3,0.165847151,0.341105225
1,Historical data,1983,q4,0.235513305,0.341105225
1,Historical data,1983,q5,0.424897802,0.341105225
1,Historical data,1984,q1,0.057409008,0.344964216
1,Historical data,1984,q2,0.113842465,0.344964216
1,Historical data,1984,q3,0.165277044,0.344964216
1,Historical data,1984,q4,0.235871946,0.344964216
1,Historical data,1984,q5,0.427599537,0.344964216
1,Historical data,1985,q1,0.056398928,0.347589895
1,Historical data,1985,q2,0.113115943,0.347589895
1,Historical data,1985,q3,0.164959932,0.347589895
1,Historical data,1985,q4,0.236161857,0.347589895
1,Historical data,1985,q5,0.42936334,0.347589895
1,Historical data,1986,q1,0.054808098,0.352684654
1,Historical data,1986,q2,0.111517925,0.352684654
1,Historical data,1986,q3,0.164031606,0.352684654
1,Historical data,1986,q4,0.236438985,0.352684654
1,Historical data,1986,q5,0.433203386,0.352684654
1,Historical data,1987,q1,0.054926813,0.353402739
1,Historical data,1987,q2,0.111148397,0.353402739
1,Historical data,1987,q3,0.163774205,0.353402739
1,Historical data,1987,q4,0.2357923,0.353402739
1,Historical data,1987,q5,0.434358285,0.353402739
1,Historical data,1988,q1,0.054607239,0.354862231
1,Historical data,1988,q2,0.110689045,0.354862231
1,Historical data,1988,q3,0.163593215,0.354862231
1,Historical data,1988,q4,0.235161901,0.354862231
1,Historical data,1988,q5,0.4359486,0.354862231
1,Historical data,1989,q1,0.054557725,0.356158978
1,Historical data,1989,q2,0.110139122,0.356158978
1,Historical data,1989,q3,0.16321822,0.356158978
1,Historical data,1989,q4,0.23451785,0.356158978
1,Historical data,1989,q5,0.437567084,0.356158978
1,Historical data,1990,q1,0.054648682,0.356624955
1,Historical data,1990,q2,0.109935256,0.356624955
1,Historical data,1990,q3,0.163128584,0.356624955
1,Historical data,1990,q4,0.233779949,0.356624955
1,Historical data,1990,q5,0.438507529,0.356624955
1,Historical data,1991,q1,0.054345171,0.358227503
1,Historical data,1991,q2,0.109428697,0.358227503
1,Historical data,1991,q3,0.162867251,0.358227503
1,Historical data,1991,q4,0.233029965,0.358227503
1,Historical data,1991,q5,0.440328916,0.358227503
1,Historical data,1992,q1,0.053706409,0.363232515
1,Historical data,1992,q2,0.10812137,0.363232515
1,Historical data,1992,q3,0.160908865,0.363232515
1,Historical data,1992,q4,0.230911238,0.363232515
1,Historical data,1992,q5,0.446352118,0.363232515
1,Historical data,1993,q1,0.053145945,0.368367629
1,Historical data,1993,q2,0.106730286,0.368367629
1,Historical data,1993,q3,0.158768125,0.368367629
1,Historical data,1993,q4,0.22877004,0.368367629
1,Historical data,1993,q5,0.452585605,0.368367629
1,Historical data,1994,q1,0.052562192,0.373369441
1,Historical data,1994,q2,0.105398435,0.373369441
1,Historical data,1994,q3,0.156740509,0.373369441
1,Historical data,1994,q4,0.226651305,0.373369441
1,Historical data,1994,q5,0.458647559,0.373369441
1,Historical data,1995,q1,0.052779996,0.374699303
1,Historical data,1995,q2,0.104945091,0.374699303
1,Historical data,1995,q3,0.155848736,0.374699303
1,Historical data,1995,q4,0.225599016,0.374699303
1,Historical data,1995,q5,0.460827162,0.374699303
1,Historical data,1996,q1,0.052737533,0.375983321
1,Historical data,1996,q2,0.104619518,0.375983321
1,Historical data,1996,q3,0.155333575,0.375983321
1,Historical data,1996,q4,0.224565862,0.375983321
1,Historical data,1996,q5,0.462743512,0.375983321
1,Historical data,1997,q1,0.05290603,0.377043028
1,Historical data,1997,q2,0.104298578,0.377043028
1,Historical data,1997,q3,0.154656789,0.377043028
1,Historical data,1997,q4,0.223558997,0.377043028
1,Historical data,1997,q5,0.464579606,0.377043028
1,Historical data,1998,q1,0.053841553,0.374502211
1,Historical data,1998,q2,0.105060493,0.374502211
1,Historical data,1998,q3,0.154894622,0.374502211
1,Historical data,1998,q4,0.223407537,0.374502211
1,Historical data,1998,q5,0.462795795,0.374502211
1,Historical data,1999,q1,0.054060625,0.373713256
