filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1967_CH3OH.nc;1967;forestfire;   0.03055;    0.4509;   0.04106;   0.01354; 0.0004951; 8.712e-05;   0.01240;    0.1262;     0.000;  0.001399; 5.980e-05;     0.000;   0.07890; 0.0009505;     0.000;  0.002670;   0.01894; 0.0001643; 5.821e-05;   0.03225;    0.1387;     1.435;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1967_CH3OH.nc;1967;woodedfire;    0.1148;    0.4481;     0.000;  0.001372;     0.000;     0.000;   0.05099;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001304;     0.000;     0.000;     0.000; 2.839e-05;     0.000;     0.000;   0.01559;   0.01788;     3.123;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1967_CH3OH.nc;1967;grassfire;    0.2602;   0.02316;     0.000; 0.0003092;     0.000;     0.000; 5.541e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.005754;    0.6932;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;forestfire;   0.01965;    0.4815;   0.08967;   0.03643; 0.0004071; 0.0001255;   0.01623;    0.2192;     0.000;  0.001349; 0.0009756;     0.000;   0.07104; 0.0008798;     0.000;  0.002558;   0.01772; 0.0001561; 6.941e-05;   0.03623;    0.1308;     1.682;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;woodedfire;   0.07290;    0.5375;     0.000;  0.001839;     0.000;     0.000;   0.05944;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001320;     0.000;     0.000;     0.000; 1.504e-05;     0.000;     0.000;   0.01426;   0.01643;     3.462;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;grassfire;    0.1674;   0.02452;     0.000;  0.001243;     0.000;     0.000; 1.057e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003317;    0.6466;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;forestfire;   0.04449;    0.5089;    0.1588;   0.06114; 0.0003496; 7.762e-05;   0.01827;    0.3110;     0.000; 0.0009576;     0.000;     0.000;    0.1910;  0.001560;     0.000;  0.001891;   0.03886; 0.0001145; 0.0001070;    0.1420;    0.2261;     2.379;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;woodedfire;    0.1695;    0.5895;     0.000;  0.002078;     0.000;     0.000;   0.05209;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006297;     0.000;     0.000;     0.000; 6.781e-05;     0.000;     0.000;   0.03099;   0.01805;     3.655;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;grassfire;    0.3761;   0.02846;     0.000; 0.0003101;     0.000;     0.000; 2.344e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.004370;    0.8427;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;forestfire;   0.03245;    0.5421;    0.1135;   0.04853; 0.0006040; 0.0001367;   0.01492;    0.1843;     0.000;  0.002039;     0.000;     0.000;    0.1195; 0.0009150;     0.000;  0.003870;   0.03309; 0.0002401; 3.660e-05;   0.02218;    0.2096;     2.001;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;woodedfire;    0.1257;    0.7572;     0.000;  0.001835;     0.000;     0.000;   0.05716;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002276;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.009759;   0.01644;     5.471;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;grassfire;    0.2786;   0.03516;     0.000; 0.0004873;     0.000;     0.000; 3.460e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003385;     1.062;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;forestfire;   0.02235;    0.5641;    0.1341;  0.008861; 0.0002514; 0.0001223;   0.01434;   0.09898;     0.000; 0.0009115;     0.000;     0.000;    0.1444;  0.001052;     0.000;  0.001663;  0.005548; 0.0001073; 6.921e-05;   0.04683;    0.1288;     1.736;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;woodedfire;   0.08336;    0.2822;     0.000;  0.001356;     0.000;     0.000;   0.06588;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001550;     0.000;     0.000;     0.000; 4.371e-05;     0.000;     0.000;   0.01562;   0.01098;     2.777;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;grassfire;    0.1916;   0.01272;     0.000; 0.0003257;     0.000;     0.000; 5.574e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002295;    0.6377;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;forestfire;   0.04630;    0.5841;   0.05577;   0.04827; 0.0002480; 8.487e-05;   0.01519;    0.6789;     0.000; 0.0007533;  0.001893;     0.000;    0.1156;  0.002642;     0.000;  0.001408;   0.03386; 8.612e-05; 9.759e-05;   0.05422;    0.4779;     2.998;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;woodedfire;    0.1766;    0.4885;     0.000;  0.001489;     0.000;     0.000;   0.06690;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001025;     0.000;     0.000;     0.000; 3.783e-06;     0.000;     0.000;   0.01148;   0.01923;     3.559;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;grassfire;    0.3962;   0.02418;     0.000; 0.0003491;     0.000;     0.000; 1.627e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003966;    0.8803;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;forestfire;   0.02186;    0.6143;   0.05779;   0.04512; 0.0004771; 0.0001484;   0.03446;    0.1781;     0.000;  0.001548; 0.0003926;     0.000;    0.1565; 0.0005916;     0.000;  0.002967;   0.03924; 0.0001854; 8.228e-05;   0.01769;    0.1542;     2.117;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;woodedfire;   0.08338;    0.2785;     0.000;  0.002191;     0.000;     0.000;   0.04731;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0005076;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006363;   0.03508;     3.203;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;grassfire;    0.1859;   0.01393;     0.000; 0.0004667;     0.000;     0.000; 1.493e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.007165;    0.7214;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;forestfire;   0.03008;    0.6528;   0.04614;  0.005351; 0.0005373; 8.518e-05;   0.01317;   0.09171;     0.000;  0.001579;     0.000;     0.000;    0.2115;  0.001066;     0.000;  0.002942;  0.002406; 0.0001780; 9.648e-05;   0.03084;   0.04696;     1.782;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;woodedfire;    0.1097;    0.3741;     0.000;  0.001198;     0.000;     0.000;   0.06509;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0009763;     0.000;     0.000;     0.000; 6.842e-05;     0.000;     0.000;   0.01039;  0.005989;     2.645;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;grassfire;    0.2537;   0.01719;     0.000; 0.0003330;     0.000;     0.000; 3.265e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001368;    0.6162;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;forestfire;   0.03983;    0.6841;   0.09537;   0.03941; 0.0004542; 8.948e-05;   0.01705;   0.08608;     0.000;  0.001410;     0.000;     0.000;    0.1895;  0.001482;     0.000;  0.002702;  0.009116; 0.0001677; 0.0001600;   0.01639;   0.06286;     1.961;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;woodedfire;    0.1504;    0.5041;     0.000;  0.001005;     0.000;     0.000;   0.05498;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007836;     0.000;     0.000;     0.000; 1.339e-05;     0.000;     0.000;  0.005854;  0.005084;     3.458;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;grassfire;    0.3335;   0.02364;     0.000; 0.0004568;     0.000;     0.000; 1.175e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001079;    0.8026;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;forestfire;   0.06105;    0.6891;    0.1890;  0.009948; 0.0001992; 0.0001638;   0.01762;    0.2874;     0.000; 0.0007155;     0.000;     0.000;    0.1543;  0.001218;     0.000;  0.001333;   0.01110; 8.376e-05; 7.709e-05;   0.03663;   0.04574;     2.249;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;woodedfire;    0.2237;    0.6776;     0.000;  0.005606;     0.000;     0.000;   0.07488;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004379;     0.000;     0.000;     0.000; 1.774e-05;     0.000;     0.000;   0.01837;   0.07385;     3.900;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;grassfire;    0.5131;   0.03189;     0.000; 0.0006362;     0.000;     0.000; 3.660e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;   0.01837;    0.9703;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;forestfire;   0.06081;    0.7152;    0.1074;   0.04335; 0.0006101; 0.0001412;   0.02988;    0.8364;     0.000;  0.001852;     0.000;     0.000;    0.1936;  0.001557;     0.000;  0.003408;   0.03351; 0.0002073; 8.472e-05;   0.09016;    0.1508;     3.150;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;woodedfire;    0.2345;    0.3239;     0.000;  0.001823;     0.000;     0.000;   0.05600;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007696;     0.000;     0.000;     0.000; 5.136e-06;     0.000;     0.000;   0.01548;   0.01223;     3.506;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;grassfire;    0.5014;   0.01533;     0.000; 0.0003388;     0.000;     0.000; 2.069e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002488;     1.054;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;forestfire;   0.03636;    0.7572;   0.01778;   0.03291; 0.0005672; 0.0001220;   0.02077;    0.2771;     0.000;  0.001863;     0.000;     0.000;    0.2155;  0.002254;     0.000;  0.003513;   0.05634; 0.0002140; 9.950e-05;   0.02516;   0.05719;     2.448;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;woodedfire;    0.1402;    0.4981;     0.000;  0.001174;     0.000;     0.000;   0.06086;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0009262;     0.000;     0.000;     0.000; 2.012e-05;     0.000;     0.000;   0.01275;  0.007083;     3.678;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;grassfire;    0.3058;   0.02580;     0.000; 0.0003025;     0.000;     0.000; 2.301e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001507;    0.7959;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;forestfire;   0.05919;    0.7837;    0.2316;   0.04271; 0.0004323; 0.0002392;   0.01715;    0.5453;     0.000;  0.001291;     0.000;     0.000;    0.3082;  0.001486;     0.000;  0.002381;   0.03037; 0.0001563; 4.108e-05;   0.05006;   0.07671;     3.111;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;woodedfire;    0.2315;    0.5937;     0.000;  0.001427;     0.000;     0.000;   0.06765;     0.000;     0.000;     0.000;     0.000;     0.000;  0.004004;     0.000;     0.000;     0.000; 3.939e-05;     0.000;     0.000;  0.008729;   0.01104;     4.801;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;grassfire;    0.4963;   0.02800;     0.000; 0.0004742;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002193;     1.174;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;forestfire;   0.06888;    0.8004;    0.3728;   0.04555; 0.0005507; 0.0001068;   0.01615;    0.5799;     0.000;  0.001576;     0.000;     0.000;    0.2235;  0.001338;     0.000;  0.003008;   0.06367; 0.0001699; 0.0001132;   0.03868;   0.05672;     3.286;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;woodedfire;    0.2690;    0.6039;     0.000;  0.001199;     0.000;     0.000;   0.06508;     0.000;     0.000;     0.000;     0.000;     0.000;   0.01053;     0.000;     0.000;     0.000; 2.729e-06;     0.000;     0.000;  0.009384;  0.006437;     4.968;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;grassfire;    0.5821;   0.03093;     0.000; 0.0003682;     0.000;     0.000; 2.098e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001214;     1.283;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;forestfire;   0.02811;    0.8306;    0.3366;   0.05609; 0.0008722; 9.741e-05;   0.01595;    0.4180;     0.000;  0.002902;     0.000;     0.000;    0.1266;  0.001461;     0.000;  0.005346;   0.03560; 0.0003251; 6.895e-05;   0.05293;   0.08165;     2.941;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;woodedfire;    0.1062;    0.5121;     0.000;  0.001987;     0.000;     0.000;   0.04746;     0.000;     0.000;     0.000;     0.000;     0.000;  0.004023;     0.000;     0.000;     0.000; 4.230e-05;     0.000;     0.000;   0.01515;   0.01838;     3.525;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;grassfire;    0.2382;   0.02324;     0.000; 0.0007803;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003565;    0.7407;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;forestfire;   0.05676;    0.8685;    0.1100;   0.07235; 0.0003703; 0.0001348;   0.02068;     3.178;     0.000;  0.001034;     0.000;     0.000;    0.3328; 0.0006620;     0.000;  0.001923;   0.01833; 0.0001248; 8.562e-05;   0.01846;    0.1308;     6.068;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;woodedfire;    0.2162;    0.5246;     0.000;  0.001759;     0.000;     0.000;   0.06275;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002721;     0.000;     0.000;     0.000; 4.378e-05;     0.000;     0.000;  0.006301;   0.01145;     4.367;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;grassfire;    0.4841;   0.02603;     0.000; 0.0003731;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002323;     1.120;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;forestfire;   0.03344;    0.8749;    0.1091;   0.03801; 0.0008216; 7.529e-05;   0.03034;    0.9118;     0.000;  0.002462; 0.0004127;     0.000;    0.1991;  0.001555;     0.000;  0.004760;    0.1291; 0.0002914; 4.767e-05;   0.03669;   0.04513;     3.780;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;woodedfire;    0.1311;    0.5505;     0.000;  0.001666;     0.000;     0.000;   0.06131;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002163;     0.000;     0.000;     0.000; 1.125e-05;     0.000;     0.000;   0.01610;  0.008149;     4.075;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;grassfire;    0.2881;   0.02721;     0.000; 0.0003898;     0.000;     0.000; 1.592e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001401;    0.8663;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;forestfire;   0.03424;    0.9149;   0.04438;   0.03783; 0.0003174; 0.0001673;   0.02528;    0.3990;     0.000;  0.001218; 0.0003634;     0.000;    0.2184;  0.001055;     0.000;  0.002204;   0.03998; 0.0001415; 7.991e-05;   0.01641;    0.1129;     2.924;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;woodedfire;    0.1303;    0.2095;     0.000;  0.001671;     0.000;     0.000;   0.07363;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003831;     0.000;     0.000;     0.000; 2.008e-05;     0.000;     0.000;  0.005099;   0.01689;     2.647;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;grassfire;    0.2910;   0.01039;     0.000; 0.0005667;     0.000;     0.000; 1.186e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003015;    0.7269;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1985_CH3OH.nc;1985;forestfire;   0.06735;    0.9186;   0.05154;   0.03875; 0.0006697; 8.982e-05;   0.01509;    0.3238;     0.000;  0.001768;     0.000;     0.000;    0.2680;  0.001437;     0.000;  0.003438;   0.02381; 0.0002120; 0.0001062;   0.05096;    0.2070;     2.968;;RETRO;FIRES;V2;1985;CH3OH
