RETRO_FIRES_V2_1993_ACETONE.nc,1993,forestfire,0.008653,0.2276,0.04741,0.01,0.0001655,4.45E-05,0.007122,0.184,0,0.0009076,0,0,0.09875,8.65E-05,0,0.0005475,0.02431,7.40E-05,1.52E-05,0.01013,0.05993,1.05,,RETRO,FIRES,V2,1993,ACETONE
RETRO_FIRES_V2_1993_ACETONE.nc,1993,woodedfire,0.04193,0.2773,0,0.0006028,0,0,0.02362,0,0,0,0,0,0.0002004,0,0,0,8.19E-06,0,0,0.003049,0.009721,1.444,,RETRO,FIRES,V2,1993,ACETONE
RETRO_FIRES_V2_1993_ACETONE.nc,1993,grassfire,0.0932,0.01266,0,0.0002685,0,0,1.36E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001962,0.2677,,RETRO,FIRES,V2,1993,ACETONE
RETRO_FIRES_V2_1994_ACETONE.nc,1994,forestfire,0.01882,0.2221,0.1494,0.01656,0.0001936,2.70E-05,0.004404,0.472,0,0.0006418,0,0,0.08365,5.15E-05,0,0.002549,0.009556,0.0001162,3.00E-05,0.008947,0.03986,1.384,,RETRO,FIRES,V2,1994,ACETONE
RETRO_FIRES_V2_1994_ACETONE.nc,1994,woodedfire,0.09077,0.08726,0,0.0005074,0,0,0.02042,0,0,0,0,0,0.001758,0,0,0,5.02E-06,0,0,0.004427,0.00411,1.152,,RETRO,FIRES,V2,1994,ACETONE
RETRO_FIRES_V2_1994_ACETONE.nc,1994,grassfire,0.1934,0.004027,0,0.000148,0,0,1.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968,0.3784,,RETRO,FIRES,V2,1994,ACETONE
RETRO_FIRES_V2_1995_ACETONE.nc,1995,forestfire,0.008528,0.216,0.1395,0.009135,0.000118,2.24E-05,0.007503,0.1017,0,0.0002352,0,0,0.0874,0.0001699,0,0.0009931,0.01872,2.54E-05,2.23E-05,0.004789,0.03399,0.958,,RETRO,FIRES,V2,1995,ACETONE
RETRO_FIRES_V2_1995_ACETONE.nc,1995,woodedfire,0.04124,0.1324,0,0.0004878,0,0,0.02382,0,0,0,0,0,0.0002896,0,0,0,9.06E-06,0,0,0.002672,0.00221,1.345,,RETRO,FIRES,V2,1995,ACETONE
RETRO_FIRES_V2_1995_ACETONE.nc,1995,grassfire,0.09235,0.006472,0,9.29E-05,0,0,5.66E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005643,0.3079,,RETRO,FIRES,V2,1995,ACETONE
RETRO_FIRES_V2_1996_ACETONE.nc,1996,forestfire,0.008687,0.2104,0.02548,0.04693,8.77E-05,5.80E-05,0.004674,0.08314,0,0.0002807,4.69E-05,0,0.1006,0.000254,0,0.000416,0.007244,8.25E-05,2.39E-05,0.01253,0.1917,1.02,,RETRO,FIRES,V2,1996,ACETONE
RETRO_FIRES_V2_1996_ACETONE.nc,1996,woodedfire,0.04124,0.1533,0,0.0009413,0,0,0.02301,0,0,0,0,0,0.003855,0,0,0,1.05E-05,0,0,0.005005,0.01074,1.287,,RETRO,FIRES,V2,1996,ACETONE
RETRO_FIRES_V2_1996_ACETONE.nc,1996,grassfire,0.09433,0.007937,0,0.0002404,0,0,1.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002441,0.2853,,RETRO,FIRES,V2,1996,ACETONE
RETRO_FIRES_V2_1997_ACETONE.nc,1997,forestfire,0.01125,0.2066,0.008605,0.0386,0.000174,3.25E-05,0.005548,1.589,0,0.000515,0,0,0.05867,5.32E-05,0,0.000589,0.005522,3.43E-05,1.85E-05,0.02529,0.04285,2.422,,RETRO,FIRES,V2,1997,ACETONE
RETRO_FIRES_V2_1997_ACETONE.nc,1997,woodedfire,0.05397,0.1583,0,0.0005818,0,0,0.02485,0,0,0,0,0,0.001384,0,0,0,5.02E-06,0,0,0.004015,0.00546,1.265,,RETRO,FIRES,V2,1997,ACETONE
RETRO_FIRES_V2_1997_ACETONE.nc,1997,grassfire,0.1199,0.007799,0,0.0005024,0,0,5.61E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009212,0.3017,,RETRO,FIRES,V2,1997,ACETONE
RETRO_FIRES_V2_1998_ACETONE.nc,1998,forestfire,0.01169,0.2008,0.09857,0.1177,0.0001781,2.41E-05,0.009925,0.3559,0,0.0007142,0.0002296,0,0.1318,0.001142,0,0.0008918,0.02724,3.81E-05,1.19E-05,0.005316,0.2317,1.676,,RETRO,FIRES,V2,1998,ACETONE
RETRO_FIRES_V2_1998_ACETONE.nc,1998,woodedfire,0.05654,0.2529,0,0.001013,0,0,0.02391,0,0,0,0,0,0.0004084,0,0,0,1.26E-05,0,0,0.002568,0.01638,1.675,,RETRO,FIRES,V2,1998,ACETONE
RETRO_FIRES_V2_1998_ACETONE.nc,1998,grassfire,0.1244,0.01287,0,0.002118,0,0,1.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001837,0.3441,,RETRO,FIRES,V2,1998,ACETONE
RETRO_FIRES_V2_1999_ACETONE.nc,1999,forestfire,0.01186,0.1962,0.03175,0.04245,0.0001249,1.31E-05,0.009959,0.08883,0,0.0004261,0.0004083,0.0001281,0.0719,0.0008758,0,0.0005164,0.02141,3.16E-05,1.46E-05,0.008784,0.04997,0.9038,,RETRO,FIRES,V2,1999,ACETONE
RETRO_FIRES_V2_1999_ACETONE.nc,1999,woodedfire,0.05674,0.08591,0,0.0007123,0,0,0.02521,0,0,0,0,0,0.001501,0,0,0,0,0,0,0.005755,0.004606,1.301,,RETRO,FIRES,V2,1999,ACETONE
RETRO_FIRES_V2_1999_ACETONE.nc,1999,grassfire,0.1233,0.003987,0,0.0001306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001146,0.3472,,RETRO,FIRES,V2,1999,ACETONE
RETRO_FIRES_V2_2000_ACETONE.nc,2000,forestfire,0.01267,0.1895,0.009941,0.02288,0.0001623,1.33E-05,0.01139,0.06764,0,0.0006693,0,0,0.0575,0.001462,0,0.001211,0.03145,0.0001473,1.70E-05,0.02508,0.09861,0.9332,,RETRO,FIRES,V2,2000,ACETONE
RETRO_FIRES_V2_2000_ACETONE.nc,2000,woodedfire,0.06268,0.1396,0,0.00112,0,0,0.02582,0,0,0,0,0,0.0003381,0,0,0,2.22E-05,0,0,0.01081,0.007348,1.385,,RETRO,FIRES,V2,2000,ACETONE
RETRO_FIRES_V2_2000_ACETONE.nc,2000,grassfire,0.1351,0.006644,0,0.0003235,0,0,3.66E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001538,0.3546,,RETRO,FIRES,V2,2000,ACETONE
