filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_PROPENE.nc;1960;forestfire;   0.09712;   0.02095;   0.02346;  0.006297;   0.07265;    0.2044; 5.632e-05;   0.02266;    0.1117;   0.01228;   0.06924;   0.06922;    0.1835;   0.01455;    0.1345;    0.7990;    0.8049;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1960_PROPENE.nc;1960;woodedfire;    0.6446; 0.0001294;  0.001615;     0.000; 9.562e-05;    0.3437; 3.545e-06;  0.003654;  0.005562;   0.03450; 0.0001853; 9.208e-05;    0.3436;   0.01967; 3.204e-05;     1.053;     1.053;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1960_PROPENE.nc;1960;grassfire;    0.1429;     0.000; 0.0005466;     0.000;     0.000;  0.008586;     0.000;     0.000; 0.0006708;   0.07559;     0.000;     0.000;  0.008586; 2.499e-07; 1.388e-06;    0.2287;    0.2287;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;forestfire;    0.1067;   0.02245;   0.01840;   0.01583;   0.03535;    0.2285; 7.070e-05;   0.05753;   0.04210;   0.01239;   0.02735;   0.02733;    0.2061;   0.01064;    0.1145;    0.6679;    0.6710;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;woodedfire;    0.3636; 0.0002842;  0.001918;     0.000; 1.392e-05;    0.2440; 4.730e-06;  0.002395;  0.005570;   0.03588; 0.0001785; 9.189e-06;    0.2437;   0.01220; 2.663e-05;    0.6650;    0.6651;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;grassfire;   0.08297;     0.000; 0.0003585;     0.000;     0.000;  0.006094;     0.000;     0.000; 0.0004448;   0.07755;     0.000;     0.000;  0.006094; 5.114e-07; 3.851e-06;    0.1679;    0.1679;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;forestfire;    0.1164;   0.02543;   0.01738;  0.001736;   0.01774;    0.2479; 2.968e-05;   0.01692;   0.08784;  0.006770;   0.01033;   0.01024;    0.2225;   0.01321;   0.08798;    0.6977;    0.7005;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;woodedfire;    0.4261; 0.0002405;  0.001303;     0.000; 1.954e-06;    0.2174; 1.954e-06;  0.003353;  0.005115;   0.01874;     0.000;     0.000;    0.2172;   0.01692; 7.606e-06;    0.6884;    0.6886;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;grassfire;   0.09537;     0.000; 0.0004639;     0.000;     0.000;  0.005438;     0.000;     0.000; 0.0005091;   0.04187;     0.000;     0.000;  0.005438; 1.791e-07; 2.653e-06;    0.1439;    0.1439;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1963_PROPENE.nc;1963;forestfire;    0.1262;   0.02473;   0.01429;  0.001229;   0.03938;    0.2640; 2.307e-05;   0.01871;   0.05241;  0.006677;   0.03807;   0.03803;    0.2393;   0.01105;    0.1201;    0.6796;    0.6830;;RETRO;FIRES;V2;1963;PROPENE
