filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1990_SO2.nc;1990;forestfire;0.1627;0.09169;0.03974;0.04723;0.07675;0.3512;0.0001284;0.1393;0.07844;0.0196;0.05943;0.05943;0.2595;0.009509;0.2866;1.274;1.284;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;SO2;;
RETRO_FIRES_V2_1990_SO2.nc;1990;grassfire;0.1819;0;0.000991;0;0;0.009912;0;0;0.001165;0.08348;0;0;0.009912;4.51E-07;7.46E-06;0.2774;0.2774;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;SO2;;
RETRO_FIRES_V2_1990_SO2.nc;1990;woodedfire;0.8204;5.73E-05;0.00311;0;3.56E-05;0.3871;5.70E-06;0.014;0.008589;0.03884;0.0001673;2.99E-05;0.387;0.01779;3.45E-05;1.288;1.288;m^2;RETRO;FIRES;V2;1994;SO2;;
RETRO_FIRES_V2_1991_SO2.nc;1991;forestfire;0.1667;0.1552;0.03277;0.002443;0.01646;0.4143;7.58E-05;0.1172;0.08203;0.03968;0.01426;0.01424;0.259;0.01108;0.6379;1.556;1.583;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1991_SO2.nc;1991;grassfire;0.1162;0;0.0003501;0;0;0.008201;0;0;0.0008795;0.1148;0;0;0.008201;0;3.26E-07;0.2418;0.2418;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;SO2;;
RETRO_FIRES_V2_1991_SO2.nc;1991;woodedfire;0.5311;0;0.004969;0;4.22E-07;0.3202;4.22E-07;0.006826;0.01272;0.05525;0.0001697;0;0.3202;0.0216;7.50E-06;0.9501;0.9506;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;SO2;;
RETRO_FIRES_V2_1992_SO2.nc;1992;forestfire;0.1669;0.09308;0.01971;0.00611;0.02145;0.3426;0.0001174;0.05314;0.07996;0.01916;0.01888;0.01884;0.2495;0.008822;0.5362;1.268;1.29;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;SO2;;
RETRO_FIRES_V2_1992_SO2.nc;1992;grassfire;0.2094;0;0.0004392;0;0;0.01001;0;0;0.0008468;0.08434;0;0;0.01001;8.39E-07;3.80E-06;0.3075;0.3075;m^2;RETRO;FIRES;V2;1995;SO2;;
RETRO_FIRES_V2_1992_SO2.nc;1992;woodedfire;0.976;0.0001339;0.004161;0;4.25E-05;0.4011;3.56E-08;0.002525;0.01359;0.03899;5.46E-05;4.25E-05;0.4009;0.01373;2.91E-05;1.447;1.448;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1993_SO2.nc;1993;forestfire;0.1668;0.1466;0.02369;0.003821;0.06717;0.3945;0.0001338;0.1355;0.08768;0.01536;0.06381;0.06378;0.2479;0.01229;0.3046;1.245;1.258;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;SO2;;
RETRO_FIRES_V2_1993_SO2.nc;1993;grassfire;0.1102;0;0.00204;0;0;0.01213;0;0;0.002391;0.06632;0;0;0.01213;9.64E-07;4.87E-06;0.1929;0.1929;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;SO2;;
RETRO_FIRES_V2_1993_SO2.nc;1993;woodedfire;0.4918;0.0001426;0.003944;0;3.76E-05;0.4902;2.73E-07;0.003801;0.01398;0.02994;0.0001278;3.73E-05;0.49;0.01991;1.18E-05;1.051;1.051;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;SO2;;
RETRO_FIRES_V2_1994_SO2.nc;1994;forestfire;0.1667;0.1299;0.03583;0.02154;0.02336;0.3696;0.0002102;0.3812;0.06138;0.03324;0.02196;0.02192;0.2397;0.008654;0.5707;1.693;1.713;m^2;RETRO;FIRES;V2;1996;SO2;;
RETRO_FIRES_V2_1994_SO2.nc;1994;grassfire;0.1271;0;0.0002075;0;0;0.003803;0;0;0.0002511;0.1376;0;0;0.003803;9.97E-07;6.93E-07;0.2698;0.2698;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1994_SO2.nc;1994;woodedfire;0.5787;0.001251;0.001951;0;3.42E-05;0.1556;6.99E-07;0.003835;0.005727;0.06471;0.000105;3.35E-05;0.1543;0.01713;2.08E-05;0.8267;0.8274;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;SO2;;
RETRO_FIRES_V2_1995_SO2.nc;1995;forestfire;0.1668;0.1273;0.0207;0.003535;0.007569;0.366;4.59E-05;0.325;0.0418;0.01492;0.006394;0.006374;0.2387;0.01589;0.1959;1.185;1.19;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;SO2;;
RETRO_FIRES_V2_1995_SO2.nc;1995;grassfire;0.1469;0;0.0001524;0;0;0.006315;0;0;0.0001795;0.06571;0;0;0.006315;4.03E-07;5.78E-06;0.2196;0.2196;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;SO2;;
RETRO_FIRES_V2_1995_SO2.nc;1995;woodedfire;0.6619;0.0002061;0.001392;0;2.77E-07;0.2468;2.77E-07;0.002135;0.003271;0.02955;1.16E-05;0;0.2466;0.01984;1.28E-05;0.9641;0.9644;m^2;RETRO;FIRES;V2;1997;SO2;;
RETRO_FIRES_V2_1996_SO2.nc;1996;forestfire;0.1669;0.1418;0.1041;0.01271;0.02533;0.3755;0.0001493;0.08092;0.3031;0.01532;0.01784;0.01781;0.2336;0.008391;0.1784;1.343;1.347;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1996_SO2.nc;1996;grassfire;0.1265;0;0.001108;0;0;0.007572;0;0;0.001299;0.06712;0;0;0.007572;8.52E-07;4.89E-06;0.2047;0.2047;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;SO2;;
RETRO_FIRES_V2_1996_SO2.nc;1996;woodedfire;0.5615;0.002743;0.0051;0;7.12E-06;0.2979;4.58E-07;0.004896;0.01421;0.02947;0.0001198;6.67E-06;0.2952;0.01907;1.26E-05;0.9293;0.9296;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;SO2;;
RETRO_FIRES_V2_1997_SO2.nc;1997;forestfire;0.1667;0.0895;0.07259;0.007463;0.01026;0.314;6.20E-05;0.08035;0.06788;0.05688;0.008872;0.008779;0.2245;0.01142;1.575;2.38;2.454;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;SO2;;
RETRO_FIRES_V2_1997_SO2.nc;1997;grassfire;0.1208;0;0.0008768;0;0;0.007571;0;0;0.0005961;0.08535;0;0;0.007571;3.99E-07;8.15E-06;0.2154;0.2154;m^2;RETRO;FIRES;V2;1998;SO2;;
RETRO_FIRES_V2_1997_SO2.nc;1997;woodedfire;0.5324;0.000985;0.003245;0;6.60E-07;0.3102;6.60E-07;0.007319;0.00739;0.03851;2.72E-05;0;0.3092;0.02106;7.60E-06;0.9186;0.9189;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1998_SO2.nc;1998;forestfire;0.1667;0.1901;0.2249;0.03191;0.07724;0.4294;6.88E-05;0.2359;0.3708;0.02041;0.06841;0.06837;0.2393;0.01948;0.4733;2.168;2.195;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;SO2;;
RETRO_FIRES_V2_1998_SO2.nc;1998;grassfire;0.1413;0;0.003984;0;0;0.01213;0;0;0.002473;0.08848;0;0;0.01213;1.10E-06;4.52E-06;0.2477;0.2477;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;SO2;;
RETRO_FIRES_V2_1998_SO2.nc;1998;woodedfire;0.6471;0.0002906;0.007786;0;5.09E-05;0.4842;2.23E-06;0.00228;0.02279;0.0404;0.0001664;4.86E-05;0.4839;0.01997;7.55E-05;1.22;1.22;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;SO2;;
RETRO_FIRES_V2_1999_SO2.nc;1999;forestfire;0.1667;0.1152;0.08436;0.003396;0.04267;0.3288;5.72E-05;0.08869;0.0686;0.02076;0.03878;0.03875;0.2136;0.01991;0.2238;1.081;1.087;m^2;RETRO;FIRES;V2;1999;SO2;;
RETRO_FIRES_V2_1999_SO2.nc;1999;grassfire;0.1545;0;0.0002619;0;0;0.004013;0;0;0.0003508;0.0877;0;0;0.004013;0;6.64E-07;0.2478;0.2478;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1999_SO2.nc;1999;woodedfire;0.6985;0.001068;0.002351;0;5.67E-06;0.1602;1.19E-08;0.004632;0.006335;0.04049;6.81E-05;5.65E-06;0.1592;0.02092;3.30E-05;0.9324;0.933;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;SO2;;
RETRO_FIRES_V2_2000_SO2.nc;2000;forestfire;0.1669;0.08983;0.05076;0.01524;0.06131;0.2946;0.0002665;0.07247;0.1481;0.02214;0.05387;0.05381;0.2048;0.0249;0.2386;1.141;1.149;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;SO2;;
RETRO_FIRES_V2_2000_SO2.nc;2000;grassfire;0.1484;0;0.0008648;0;0;0.006521;0;0;0.0009605;0.09616;0;0;0.006521;2.60E-07;8.11E-07;0.2533;0.2533;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;SO2;;
RETRO_FIRES_V2_2000_SO2.nc;2000;woodedfire;0.6549;0.0002406;0.002617;0;4.18E-05;0.254;3.16E-05;0.01052;0.008183;0.04477;0.0001176;1.02E-05;0.2538;0.02129;5.66E-05;0.9958;0.9961;m^2;RETRO;FIRES;V2;2000;SO2;;
