filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1989_N2O.nc;1989;grassfire;0.0367;0.00275;0;0.0002163;0;0;2.37E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003923;0.1022;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1989_N2O.nc;1989;woodedfire;0.01657;0.06041;0;0.0001833;0;0;0.008803;0;0;0;0;0;0.0001527;0;0;0;4.92E-07;0;0;0.001537;0.002507;0.4501;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;forestfire;0.00505;0.06912;0.00612;0.009156;0.000203;1.38E-05;0.001742;0.03714;0;0.0004302;1.32E-05;0;0.02469;5.71E-05;0;0.000605;0.004483;3.34E-05;1.41E-05;0.01062;0.03241;0.3154;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;grassfire;0.04738;0.004007;0;5.72E-05;0;0;2.56E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004761;0.1565;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1990_N2O.nc;1990;woodedfire;0.02201;0.0803;0;0.0001676;0;0;0.008665;0;0;0;0;0;3.25E-05;0;0;0;1.61E-05;0;0;0.00209;0.002115;0.717;m^2;RETRO;FIRES;V2;1994;N2O;;
RETRO_FIRES_V2_1991_N2O.nc;1991;forestfire;0.007408;0.06734;0.01165;0.007076;5.52E-05;1.02E-05;0.002246;0.1449;0;0.00021;0;0;0.04268;1.98E-05;0;0.0007252;0.002837;1.97E-05;8.29E-06;0.005199;0.02244;0.4219;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1991_N2O.nc;1991;grassfire;0.06514;0.003334;0;3.13E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009029;0.1365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1991_N2O.nc;1991;woodedfire;0.0313;0.06725;0;0.0002031;0;0;0.01054;0;0;0;0;0;0;0;0;0;1.08E-06;0;0;0.0007898;0.003625;0.5291;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;forestfire;0.005034;0.06465;0.005475;0.003145;6.17E-05;5.09E-05;0.001467;0.1329;0;0.000236;1.49E-05;0;0.02548;0.0003176;0;0.0003043;0.008779;3.05E-05;8.35E-06;0.002304;0.01872;0.3872;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;grassfire;0.04787;0.004124;0;3.83E-05;0;0;4.76E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008805;0.1731;m^2;RETRO;FIRES;V2;1995;N2O;;
RETRO_FIRES_V2_1992_N2O.nc;1992;woodedfire;0.02194;0.09114;0;0.0001972;0;0;0.006647;0;0;0;0;0;7.60E-05;0;0;0;4.19E-06;0;0;0.001103;0.003505;0.8094;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1993_N2O.nc;1993;forestfire;0.003961;0.06466;0.01336;0.003737;7.78E-05;2.09E-05;0.002682;0.046;0;0.0004267;0;0;0.03939;4.07E-05;0;0.0002574;0.007095;3.48E-05;7.14E-06;0.00294;0.02259;0.314;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1993_N2O.nc;1993;grassfire;0.03764;0.00507;0;8.24E-05;0;0;5.47E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006704;0.1077;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1993_N2O.nc;1993;woodedfire;0.01692;0.1097;0;0.0002197;0;0;0.009538;0;0;0;0;0;8.09E-05;0;0;0;3.31E-06;0;0;0.0009888;0.003294;0.5796;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1994_N2O.nc;1994;forestfire;0.008626;0.06321;0.039;0.006622;9.10E-05;1.27E-05;0.001527;0.1237;0;0.0003018;0;0;0.03429;2.42E-05;0;0.001198;0.002807;5.47E-05;1.41E-05;0.003059;0.01504;0.4043;m^2;RETRO;FIRES;V2;1996;N2O;;
RETRO_FIRES_V2_1994_N2O.nc;1994;grassfire;0.0781;0.001618;0;5.21E-05;0;0;5.66E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003298;0.1527;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1994_N2O.nc;1994;woodedfire;0.03664;0.03466;0;0.0001739;0;0;0.008248;0;0;0;0;0;0.0007101;0;0;0;2.03E-06;0;0;0.001686;0.001403;0.4641;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;forestfire;0.003895;0.06143;0.04391;0.003637;5.55E-05;1.05E-05;0.002906;0.02495;0;0.0001106;0;0;0.03503;7.99E-05;0;0.0004669;0.005334;1.19E-05;1.05E-05;0.002012;0.01311;0.2946;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;grassfire;0.0373;0.002576;0;3.08E-05;0;0;2.29E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002054;0.1243;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1995_N2O.nc;1995;woodedfire;0.01663;0.05272;0;0.0001841;0;0;0.009619;0;0;0;0;0;0.000117;0;0;0;3.66E-06;0;0;0.001044;0.0007598;0.5423;m^2;RETRO;FIRES;V2;1997;N2O;;
RETRO_FIRES_V2_1996_N2O.nc;1996;forestfire;0.003975;0.0599;0.009382;0.01893;4.12E-05;2.73E-05;0.001602;0.0176;0;0.000132;2.20E-05;0;0.03929;0.0001194;0;0.0001956;0.002104;3.88E-05;1.12E-05;0.004325;0.0779;0.3316;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1996_N2O.nc;1996;grassfire;0.03809;0.00316;0;6.19E-05;0;0;4.84E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008897;0.115;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1996_N2O.nc;1996;woodedfire;0.01664;0.0611;0;0.00029;0;0;0.009294;0;0;0;0;0;0.001557;0;0;0;4.25E-06;0;0;0.001823;0.003795;0.5177;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;forestfire;0.005133;0.05867;0.003452;0.01744;8.18E-05;1.53E-05;0.001955;0.4352;0;0.0002421;0;0;0.02418;2.50E-05;0;0.0002769;0.001628;1.61E-05;8.68E-06;0.005981;0.017;0.6955;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;grassfire;0.04844;0.003131;0;0.0001646;0;0;2.27E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003561;0.1218;m^2;RETRO;FIRES;V2;1998;N2O;;
RETRO_FIRES_V2_1997_N2O.nc;1997;woodedfire;0.02178;0.06244;0;0.0001849;0;0;0.01003;0;0;0;0;0;0.0005591;0;0;0;2.03E-06;0;0;0.0009575;0.001912;0.5082;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1998_N2O.nc;1998;forestfire;0.005362;0.05697;0.03023;0.05289;8.37E-05;1.13E-05;0.003974;0.09969;0;0.0003358;0.000108;0;0.0524;0.0005368;0;0.0004193;0.007855;1.79E-05;5.57E-06;0.002209;0.08206;0.5383;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1998_N2O.nc;1998;grassfire;0.05022;0.005132;0;0.0007229;0;0;6.23E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006769;0.1385;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1998_N2O.nc;1998;woodedfire;0.02281;0.0997;0;0.0002956;0;0;0.009656;0;0;0;0;0;0.0001649;0;0;0;5.10E-06;0;0;0.0009697;0.005645;0.6723;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1999_N2O.nc;1999;forestfire;0.005429;0.05583;0.01105;0.0183;5.87E-05;6.16E-06;0.004025;0.02114;0;0.0002003;0.000192;6.02E-05;0.02993;0.0004118;0;0.0002428;0.006205;1.49E-05;6.87E-06;0.002757;0.01859;0.2832;m^2;RETRO;FIRES;V2;1999;N2O;;
RETRO_FIRES_V2_1999_N2O.nc;1999;grassfire;0.04977;0.001593;0;4.55E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003879;0.1401;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1999_N2O.nc;1999;woodedfire;0.0229;0.03418;0;0.0002365;0;0;0.01018;0;0;0;0;0;0.0006063;0;0;0;0;0;0;0.002244;0.001576;0.5243;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;forestfire;0.005814;0.0539;0.004263;0.009475;7.63E-05;6.24E-06;0.004708;0.01454;0;0.0003147;0;0;0.02385;0.0006873;0;0.0005692;0.009137;6.93E-05;7.97E-06;0.009087;0.0387;0.2948;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;grassfire;0.05458;0.002646;0;0.0001181;0;0;1.48E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005766;0.1431;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;N2O;;
RETRO_FIRES_V2_2000_N2O.nc;2000;woodedfire;0.02529;0.05578;0;0.0004407;0;0;0.01043;0;0;0;0;0;0.0001366;0;0;0;8.94E-06;0;0;0.003944;0.002641;0.5579;m^2;RETRO;FIRES;V2;2000;N2O;;
