filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_PROPENE.nc;1960;forestfire;   0.01209;    0.1500;   0.01388;   0.02058; 0.0001459; 2.372e-05;  0.009200;   0.05941;     0.000; 0.0004743;     0.000;     0.000;   0.01876; 0.0005366;     0.000; 0.0008839;   0.02457; 5.632e-05; 2.465e-05;  0.008779;    0.2144;    0.8049;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1960_PROPENE.nc;1960;woodedfire;   0.03450;    0.1444;     0.000; 0.0004042;     0.000;     0.000;   0.01694;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001294;     0.000;     0.000;     0.000; 1.586e-05;     0.000;     0.000;  0.003654;  0.004700;     1.053;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1960_PROPENE.nc;1960;grassfire;   0.07559;  0.006520;     0.000; 0.0001353;     0.000;     0.000; 2.499e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001044;    0.2287;;RETRO;FIRES;V2;1960;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;forestfire;   0.01222;    0.1624;   0.04972;   0.01729; 0.0002153; 4.635e-05;  0.007050;   0.04923;     0.000; 0.0006014; 0.0001033;     0.000;   0.02135; 0.0004284;     0.000;  0.001174;   0.01512; 7.070e-05; 3.248e-05;  0.007811;   0.07584;    0.6710;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;woodedfire;   0.03588;    0.1044;     0.000; 0.0004421;     0.000;     0.000;   0.01033;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002842;     0.000;     0.000;     0.000; 1.007e-05;     0.000;     0.000;  0.002395;  0.004776;    0.6651;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1961_PROPENE.nc;1961;grassfire;   0.07755;  0.004770;     0.000; 0.0001769;     0.000;     0.000; 5.114e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0008827;    0.1679;;RETRO;FIRES;V2;1961;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;forestfire;  0.006634;    0.1771;  0.007088;   0.01580; 9.539e-05; 3.279e-05;  0.008995;   0.04346;     0.000; 0.0002453;     0.000;     0.000;   0.02305; 0.0005080;     0.000; 0.0004887;   0.01411; 2.968e-05; 2.489e-05;  0.009828;    0.1790;    0.7005;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;woodedfire;   0.01874;   0.08896;     0.000; 0.0005020;     0.000;     0.000;   0.01452;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002405;     0.000;     0.000;     0.000; 3.619e-07;     0.000;     0.000;  0.003353;  0.004583;    0.6886;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1962_PROPENE.nc;1962;grassfire;   0.04187;  0.004035;     0.000; 0.0002470;     0.000;     0.000; 1.791e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007753;    0.1439;;RETRO;FIRES;V2;1962;PROPENE
RETRO_FIRES_V2_1963_PROPENE.nc;1963;forestfire;  0.006452;    0.1920;  0.003805;   0.01308; 7.172e-05; 5.041e-05;  0.007453;   0.07686;     0.000; 0.0001874;     0.000;     0.000;   0.02325; 0.0003677;     0.000; 0.0003634;  0.008412; 2.307e-05; 1.788e-05;   0.01490;   0.07934;    0.6830;;RETRO;FIRES;V2;1963;PROPENE
