filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_ETHENE.nc;1960;forestfire;   0.02471;    0.2120;   0.02235;   0.03117; 0.0003094; 5.029e-05;   0.01450;   0.07369;     0.000;  0.001006;     0.000;     0.000;   0.03329;  0.001138;     0.000;  0.001875;   0.03505; 0.0001194; 5.228e-05;   0.01766;    0.3290;     1.165;;RETRO;FIRES;V2;1960;ETHENE
RETRO_FIRES_V2_1960_ETHENE.nc;1960;woodedfire;   0.08594;    0.3434;     0.000; 0.0007943;     0.000;     0.000;   0.04235;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0003234;     0.000;     0.000;     0.000; 3.964e-05;     0.000;     0.000;  0.008875;  0.008494;     2.609;;RETRO;FIRES;V2;1960;ETHENE
RETRO_FIRES_V2_1960_ETHENE.nc;1960;grassfire;    0.1890;   0.01586;     0.000; 0.0002051;     0.000;     0.000; 6.247e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001886;    0.5697;;RETRO;FIRES;V2;1960;ETHENE
RETRO_FIRES_V2_1961_ETHENE.nc;1961;forestfire;   0.02498;    0.2295;   0.08918;   0.03085; 0.0004566; 9.829e-05;   0.01199;   0.06048;     0.000;  0.001275; 0.0002192;     0.000;   0.03890; 0.0009085;     0.000;  0.002489;   0.02156; 0.0001499; 6.887e-05;   0.01378;    0.1215;     1.012;;RETRO;FIRES;V2;1961;ETHENE
RETRO_FIRES_V2_1961_ETHENE.nc;1961;woodedfire;   0.08946;    0.2528;     0.000; 0.0007238;     0.000;     0.000;   0.02583;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007105;     0.000;     0.000;     0.000; 2.517e-05;     0.000;     0.000;  0.005651;  0.008660;     1.648;;RETRO;FIRES;V2;1961;ETHENE
RETRO_FIRES_V2_1961_ETHENE.nc;1961;grassfire;    0.1939;   0.01171;     0.000; 0.0002817;     0.000;     0.000; 1.279e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001843;    0.4186;;RETRO;FIRES;V2;1961;ETHENE
RETRO_FIRES_V2_1962_ETHENE.nc;1962;forestfire;   0.01356;    0.2499;   0.01260;   0.02112; 0.0002023; 6.954e-05;   0.01445;   0.05424;     0.000; 0.0005202;     0.000;     0.000;   0.04179;  0.001077;     0.000;  0.001036;   0.02025; 6.295e-05; 5.279e-05;   0.01780;    0.2728;     1.027;;RETRO;FIRES;V2;1962;ETHENE
RETRO_FIRES_V2_1962_ETHENE.nc;1962;woodedfire;   0.04668;    0.2143;     0.000; 0.0009182;     0.000;     0.000;   0.03631;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006014;     0.000;     0.000;     0.000; 9.047e-07;     0.000;     0.000;  0.007753;  0.008737;     1.708;;RETRO;FIRES;V2;1962;ETHENE
RETRO_FIRES_V2_1962_ETHENE.nc;1962;grassfire;    0.1047;  0.009861;     0.000; 0.0004183;     0.000;     0.000; 4.477e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001708;    0.3588;;RETRO;FIRES;V2;1962;ETHENE
RETRO_FIRES_V2_1963_ETHENE.nc;1963;forestfire;   0.01314;    0.2715;  0.006800;   0.02168; 0.0001521; 0.0001069;   0.01209;   0.09791;     0.000; 0.0003974;     0.000;     0.000;   0.04101; 0.0007798;     0.000; 0.0007707;   0.01217; 4.892e-05; 3.792e-05;   0.02880;    0.1242;    0.9845;;RETRO;FIRES;V2;1963;ETHENE
RETRO_FIRES_V2_1963_ETHENE.nc;1963;woodedfire;   0.04498;    0.2591;     0.000; 0.0006959;     0.000;     0.000;   0.03004;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0005689;     0.000;     0.000;     0.000; 1.820e-05;     0.000;     0.000;   0.01422;  0.008461;     1.757;;RETRO;FIRES;V2;1963;ETHENE
RETRO_FIRES_V2_1963_ETHENE.nc;1963;grassfire;    0.1010;   0.01365;     0.000; 0.0002036;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002002;    0.3288;;RETRO;FIRES;V2;1963;ETHENE
RETRO_FIRES_V2_1964_ETHENE.nc;1964;forestfire;   0.02214;    0.2874;   0.04208;   0.03017; 0.0002930; 0.0001004;   0.01586;   0.09495;     0.000; 0.0008543;     0.000;     0.000;   0.04193;  0.001043;     0.000;  0.001706;   0.01529; 0.0001033; 3.634e-05;   0.01825;    0.1331;     1.082;;RETRO;FIRES;V2;1964;ETHENE
RETRO_FIRES_V2_1964_ETHENE.nc;1964;woodedfire;   0.07797;    0.1564;     0.000;  0.001046;     0.000;     0.000;   0.03990;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0003356;     0.000;     0.000;     0.000; 1.476e-05;     0.000;     0.000;  0.008267;  0.008427;     2.050;;RETRO;FIRES;V2;1964;ETHENE
