filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_ETHANE.nc;1960;forestfire;   0.08569;   0.02202;   0.01763;  0.007926;   0.03336;    0.1818; 7.089e-05;   0.02230;   0.09459;   0.01488;   0.02945;   0.02943;    0.1598;   0.01399;    0.1089;    0.6554;    0.6603;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1960_ETHANE.nc;1960;woodedfire;    0.6067; 0.0001218; 0.0007162;     0.000; 3.706e-05;    0.3161; 3.336e-06;  0.003330;  0.003226;   0.03234; 5.929e-05; 3.372e-05;    0.3160;   0.01851; 2.333e-05;    0.9808;    0.9810;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1960_ETHANE.nc;1960;grassfire;    0.1345;     0.000; 0.0001946;     0.000;     0.000;  0.007893;     0.000;     0.000; 0.0003374;   0.07115;     0.000;     0.000;  0.007893; 2.352e-07; 8.751e-07;    0.2144;    0.2144;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;forestfire;   0.09418;   0.02439;   0.01797;   0.01992;   0.02442;    0.2038; 8.898e-05;   0.05769;   0.03917;   0.01502;   0.01464;   0.01462;    0.1794;   0.01075;   0.09154;    0.5908;    0.5936;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;woodedfire;    0.3422; 0.0002675; 0.0007295;     0.000; 1.310e-05;    0.2262; 4.452e-06;  0.002112;  0.003127;   0.03367; 5.506e-05; 8.648e-06;    0.2259;   0.01148; 2.506e-05;    0.6196;    0.6197;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;grassfire;   0.07809;     0.000; 0.0001514;     0.000;     0.000;  0.005645;     0.000;     0.000; 0.0002957;   0.07299;     0.000;     0.000;  0.005645; 4.814e-07; 1.565e-06;    0.1576;    0.1576;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;forestfire;    0.1027;   0.02727;   0.01125;  0.002185;   0.01382;    0.2207; 3.736e-05;   0.01706;   0.07731;  0.008197;  0.005563;  0.005502;    0.1934;   0.01284;   0.07082;    0.5941;    0.5964;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;woodedfire;    0.4010; 0.0002264; 0.0005945;     0.000; 1.839e-06;    0.2012; 1.839e-06;  0.002890;  0.003273;   0.01757;     0.000;     0.000;    0.2010;   0.01593; 7.159e-06;    0.6423;    0.6425;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;grassfire;   0.08976;     0.000; 0.0002138;     0.000;     0.000;  0.005022;     0.000;     0.000; 0.0003102;   0.03940;     0.000;     0.000;  0.005022; 1.685e-07; 1.265e-06;    0.1350;    0.1350;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1963_ETHANE.nc;1963;forestfire;    0.1113;   0.02608;   0.01237;  0.001547;   0.01703;    0.2345; 2.903e-05;   0.02040;   0.04581;  0.008023;   0.01569;   0.01566;    0.2084;   0.01087;   0.09446;    0.5750;    0.5779;;RETRO;FIRES;V2;1963;ETHANE
