filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1963_CH2O.nc;1963;woodedfire;   0.03758;    0.2149;     0.000; 0.0005350;     0.000;     0.000;   0.02509;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004752;     0.000;     0.000;     0.000; 1.521e-05;     0.000;     0.000;   0.01181;  0.006566;     1.465;;RETRO;FIRES;V2;1963;CH2O
RETRO_FIRES_V2_1963_CH2O.nc;1963;grassfire;   0.08439;   0.01133;     0.000; 0.0001573;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001531;    0.2743;;RETRO;FIRES;V2;1963;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;forestfire;   0.03202;    0.1747;   0.05879;   0.04250; 0.0004468; 0.0001531;   0.01497;   0.05627;     0.000;  0.001303;     0.000;     0.000;   0.04589;  0.001591;     0.000;  0.002602;  0.009352; 0.0001576; 5.543e-05;   0.02608;    0.1715;    0.9020;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;woodedfire;   0.06512;    0.1295;     0.000; 0.0008232;     0.000;     0.000;   0.03333;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002804;     0.000;     0.000;     0.000; 1.233e-05;     0.000;     0.000;  0.006837;  0.006610;     1.711;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;grassfire;    0.1406;  0.006903;     0.000; 0.0002065;     0.000;     0.000; 2.559e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001305;    0.4179;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;forestfire;   0.04977;    0.1915;   0.01103;   0.04151; 0.0004099; 0.0001581;   0.01069;    0.2414;     0.000;  0.001280;     0.000;     0.000;   0.06081;  0.001258;     0.000;  0.002380;   0.01216; 0.0001529; 5.253e-05;   0.01730;    0.1110;     1.012;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;woodedfire;    0.1004;    0.1998;     0.000; 0.0005957;     0.000;     0.000;   0.02544;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001399;     0.000;     0.000;     0.000; 2.046e-05;     0.000;     0.000;  0.003233;  0.006614;     1.806;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;grassfire;    0.2178;  0.009960;     0.000; 0.0001524;     0.000;     0.000; 6.787e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001488;    0.4848;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;forestfire;   0.02381;    0.2038;   0.02544;   0.03409; 0.0005171; 0.0001054;  0.008103;   0.05688;     0.000;  0.001547; 0.0002654;     0.000;   0.03683; 0.0009354;     0.000;  0.002906;   0.02874; 0.0001746; 8.746e-05;   0.02854;   0.06925;    0.8097;;RETRO;FIRES;V2;1966;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;woodedfire;   0.04717;    0.1963;     0.000; 0.0005392;     0.000;     0.000;   0.02209;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007703;     0.000;     0.000;     0.000; 1.823e-05;     0.000;     0.000;  0.006910;  0.006562;     1.442;;RETRO;FIRES;V2;1966;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;grassfire;    0.1029;  0.009771;     0.000; 0.0002033;     0.000;     0.000; 1.092e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001371;    0.3023;;RETRO;FIRES;V2;1966;CH2O
RETRO_FIRES_V2_1967_CH2O.nc;1967;forestfire;   0.02768;    0.2146;   0.02936;   0.01050; 0.0004662; 8.204e-05;  0.007332;   0.04634;     0.000;  0.001317; 5.632e-05;     0.000;   0.05962; 0.0008952;     0.000;  0.002514;  0.009506; 0.0001548; 5.482e-05;   0.02849;   0.09609;    0.7786;;RETRO;FIRES;V2;1967;CH2O
RETRO_FIRES_V2_1967_CH2O.nc;1967;woodedfire;   0.05538;    0.2110;     0.000; 0.0005215;     0.000;     0.000;   0.02463;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006296;     0.000;     0.000;     0.000; 1.371e-05;     0.000;     0.000;  0.007231;  0.006980;     1.500;;RETRO;FIRES;V2;1967;CH2O
RETRO_FIRES_V2_1967_CH2O.nc;1967;grassfire;    0.1257;   0.01093;     0.000; 0.0001164;     0.000;     0.000; 2.676e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001837;    0.3335;;RETRO;FIRES;V2;1967;CH2O
RETRO_FIRES_V2_1968_CH2O.nc;1968;forestfire;   0.01788;    0.2285;   0.06986;   0.03051; 0.0003834; 0.0001182;   0.01038;   0.08655;     0.000;  0.001270; 0.0009188;     0.000;   0.05635; 0.0008286;     0.000;  0.002409;  0.008680; 0.0001470; 6.537e-05;   0.02777;   0.08981;    0.9151;;RETRO;FIRES;V2;1968;CH2O
RETRO_FIRES_V2_1968_CH2O.nc;1968;woodedfire;   0.03519;    0.2565;     0.000; 0.0006917;     0.000;     0.000;   0.02871;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006377;     0.000;     0.000;     0.000; 7.264e-06;     0.000;     0.000;  0.006505;  0.006457;     1.666;;RETRO;FIRES;V2;1968;CH2O
RETRO_FIRES_V2_1968_CH2O.nc;1968;grassfire;   0.08086;   0.01171;     0.000; 0.0005352;     0.000;     0.000; 5.106e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001178;    0.3114;;RETRO;FIRES;V2;1968;CH2O
RETRO_FIRES_V2_1969_CH2O.nc;1969;forestfire;   0.04052;    0.2413;   0.07152;   0.04777; 0.0003292; 7.310e-05;   0.01289;    0.1150;     0.000; 0.0009018;     0.000;     0.000;    0.1469;  0.001469;     0.000;  0.001781;   0.01936; 0.0001078; 0.0001007;   0.07432;    0.1540;     1.272;;RETRO;FIRES;V2;1969;CH2O
RETRO_FIRES_V2_1969_CH2O.nc;1969;woodedfire;   0.08187;    0.2794;     0.000; 0.0007361;     0.000;     0.000;   0.02516;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0003041;     0.000;     0.000;     0.000; 3.275e-05;     0.000;     0.000;   0.01134;  0.006971;     1.754;;RETRO;FIRES;V2;1969;CH2O
RETRO_FIRES_V2_1969_CH2O.nc;1969;grassfire;    0.1816;   0.01356;     0.000; 0.0001200;     0.000;     0.000; 1.132e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001663;    0.4063;;RETRO;FIRES;V2;1969;CH2O
RETRO_FIRES_V2_1970_CH2O.nc;1970;forestfire;   0.02949;    0.2571;   0.07803;   0.03502; 0.0005689; 0.0001287;  0.009552;   0.06173;     0.000;  0.001920;     0.000;     0.000;   0.09059; 0.0008617;     0.000;  0.003644;   0.01633; 0.0002261; 3.446e-05;   0.01961;    0.1317;     1.083;;RETRO;FIRES;V2;1970;CH2O
RETRO_FIRES_V2_1970_CH2O.nc;1970;woodedfire;   0.06070;    0.3559;     0.000; 0.0006859;     0.000;     0.000;   0.02761;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001099;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.004589;  0.006515;     2.630;;RETRO;FIRES;V2;1970;CH2O
RETRO_FIRES_V2_1970_CH2O.nc;1970;grassfire;    0.1346;   0.01674;     0.000; 0.0001846;     0.000;     0.000; 1.671e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001475;    0.5124;;RETRO;FIRES;V2;1970;CH2O
RETRO_FIRES_V2_1971_CH2O.nc;1971;forestfire;   0.02037;    0.2675;   0.08933;  0.004184; 0.0002367; 0.0001152;  0.007973;   0.03453;     0.000; 0.0008584;     0.000;     0.000;    0.1130; 0.0009911;     0.000;  0.001566;  0.002928; 0.0001010; 6.518e-05;   0.03193;   0.09825;    0.9514;;RETRO;FIRES;V2;1971;CH2O
RETRO_FIRES_V2_1971_CH2O.nc;1971;woodedfire;   0.04019;    0.1329;     0.000; 0.0005542;     0.000;     0.000;   0.03182;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007486;     0.000;     0.000;     0.000; 2.111e-05;     0.000;     0.000;  0.006540;  0.004335;     1.335;;RETRO;FIRES;V2;1971;CH2O
RETRO_FIRES_V2_1971_CH2O.nc;1971;grassfire;   0.09253;  0.006081;     0.000; 0.0001174;     0.000;     0.000; 2.692e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001027;    0.3077;;RETRO;FIRES;V2;1971;CH2O
RETRO_FIRES_V2_1972_CH2O.nc;1972;forestfire;   0.04217;    0.2775;   0.02814;   0.03571; 0.0002336; 7.992e-05;  0.008917;    0.3041;     0.000; 0.0007094;  0.001783;     0.000;   0.09133;  0.002488;     0.000;  0.001326;   0.01729; 8.110e-05; 9.190e-05;   0.02984;    0.3402;     1.644;;RETRO;FIRES;V2;1972;CH2O
RETRO_FIRES_V2_1972_CH2O.nc;1972;woodedfire;   0.08521;    0.2296;     0.000; 0.0006718;     0.000;     0.000;   0.03231;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004950;     0.000;     0.000;     0.000; 1.827e-06;     0.000;     0.000;  0.004056;  0.007795;     1.709;;RETRO;FIRES;V2;1972;CH2O
RETRO_FIRES_V2_1972_CH2O.nc;1972;grassfire;    0.1914;   0.01150;     0.000; 0.0001394;     0.000;     0.000; 7.857e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001788;    0.4248;;RETRO;FIRES;V2;1972;CH2O
RETRO_FIRES_V2_1973_CH2O.nc;1973;forestfire;   0.01983;    0.2913;   0.02609;   0.03575; 0.0004493; 0.0001398;   0.02858;   0.07924;     0.000;  0.001457; 0.0003698;     0.000;    0.1203; 0.0005571;     0.000;  0.002794;   0.01848; 0.0001746; 7.749e-05;   0.01287;    0.1208;     1.174;;RETRO;FIRES;V2;1973;CH2O
RETRO_FIRES_V2_1973_CH2O.nc;1973;woodedfire;   0.04015;    0.1306;     0.000; 0.0007432;     0.000;     0.000;   0.02285;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002451;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002950;   0.01387;     1.537;;RETRO;FIRES;V2;1973;CH2O
RETRO_FIRES_V2_1973_CH2O.nc;1973;grassfire;   0.08979;  0.006633;     0.000; 0.0001631;     0.000;     0.000; 7.209e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003252;    0.3479;;RETRO;FIRES;V2;1973;CH2O
RETRO_FIRES_V2_1974_CH2O.nc;1974;forestfire;   0.02736;    0.3094;   0.04159;  0.003335; 0.0005060; 8.022e-05;  0.007320;   0.03198;     0.000;  0.001487;     0.000;     0.000;    0.1609;  0.001004;     0.000;  0.002771;  0.001086; 0.0001676; 9.086e-05;   0.02136;   0.03944;    0.9696;;RETRO;FIRES;V2;1974;CH2O
RETRO_FIRES_V2_1974_CH2O.nc;1974;woodedfire;   0.05278;    0.1777;     0.000; 0.0004708;     0.000;     0.000;   0.03144;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004715;     0.000;     0.000;     0.000; 3.305e-05;     0.000;     0.000;  0.004479;  0.002496;     1.273;;RETRO;FIRES;V2;1974;CH2O
RETRO_FIRES_V2_1974_CH2O.nc;1974;grassfire;    0.1225;  0.008183;     0.000; 0.0001314;     0.000;     0.000; 1.577e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0005950;    0.2974;;RETRO;FIRES;V2;1974;CH2O
RETRO_FIRES_V2_1975_CH2O.nc;1975;forestfire;   0.03638;    0.3247;   0.04493;   0.03456; 0.0004277; 8.427e-05;   0.01169;   0.02981;     0.000;  0.001328;     0.000;     0.000;    0.1519;  0.001396;     0.000;  0.002545;  0.004926; 0.0001579; 0.0001507;   0.01191;   0.04051;     1.052;;RETRO;FIRES;V2;1975;CH2O
RETRO_FIRES_V2_1975_CH2O.nc;1975;woodedfire;   0.07253;    0.2388;     0.000; 0.0004005;     0.000;     0.000;   0.02655;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0003785;     0.000;     0.000;     0.000; 6.469e-06;     0.000;     0.000;  0.002699;  0.001974;     1.665;;RETRO;FIRES;V2;1975;CH2O
RETRO_FIRES_V2_1975_CH2O.nc;1975;grassfire;    0.1611;   0.01113;     0.000; 0.0001719;     0.000;     0.000; 5.677e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004349;    0.3872;;RETRO;FIRES;V2;1975;CH2O
RETRO_FIRES_V2_1976_CH2O.nc;1976;forestfire;   0.05561;    0.3273;    0.1138;  0.008049; 0.0001876; 0.0001543;   0.01052;    0.1179;     0.000; 0.0006738;     0.000;     0.000;    0.1155;  0.001147;     0.000;  0.001255;  0.005221; 7.888e-05; 7.260e-05;   0.03132;   0.02900;     1.176;;RETRO;FIRES;V2;1976;CH2O
RETRO_FIRES_V2_1976_CH2O.nc;1976;woodedfire;    0.1079;    0.3206;     0.000;  0.001982;     0.000;     0.000;   0.03617;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002115;     0.000;     0.000;     0.000; 8.569e-06;     0.000;     0.000;  0.008610;   0.02880;     1.865;;RETRO;FIRES;V2;1976;CH2O
RETRO_FIRES_V2_1976_CH2O.nc;1976;grassfire;    0.2478;   0.01508;     0.000; 0.0002177;     0.000;     0.000; 1.768e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.007120;    0.4663;;RETRO;FIRES;V2;1976;CH2O
RETRO_FIRES_V2_1977_CH2O.nc;1977;forestfire;   0.05541;    0.3393;   0.06869;   0.03695; 0.0005745; 0.0001330;   0.02324;    0.3553;     0.000;  0.001744;     0.000;     0.000;    0.1531;  0.001466;     0.000;  0.003210;   0.01647; 0.0001953; 7.979e-05;   0.04075;    0.1036;     1.641;;RETRO;FIRES;V2;1977;CH2O
RETRO_FIRES_V2_1977_CH2O.nc;1977;woodedfire;    0.1132;    0.1533;     0.000; 0.0006049;     0.000;     0.000;   0.02705;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0003717;     0.000;     0.000;     0.000; 2.481e-06;     0.000;     0.000;  0.005139;  0.004886;     1.686;;RETRO;FIRES;V2;1977;CH2O
RETRO_FIRES_V2_1977_CH2O.nc;1977;grassfire;    0.2422;  0.007258;     0.000; 0.0001268;     0.000;     0.000; 9.995e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001134;    0.5088;;RETRO;FIRES;V2;1977;CH2O
RETRO_FIRES_V2_1978_CH2O.nc;1978;forestfire;   0.03316;    0.3596;   0.01551;   0.02607; 0.0005342; 0.0001149;   0.01421;    0.1118;     0.000;  0.001755;     0.000;     0.000;    0.1689;  0.002123;     0.000;  0.003308;   0.02723; 0.0002015; 9.370e-05;   0.02252;   0.03593;     1.305;;RETRO;FIRES;V2;1978;CH2O
RETRO_FIRES_V2_1978_CH2O.nc;1978;woodedfire;   0.06773;    0.2346;     0.000; 0.0004400;     0.000;     0.000;   0.02940;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004473;     0.000;     0.000;     0.000; 9.716e-06;     0.000;     0.000;  0.006148;  0.002881;     1.769;;RETRO;FIRES;V2;1978;CH2O
RETRO_FIRES_V2_1978_CH2O.nc;1978;grassfire;    0.1477;   0.01224;     0.000; 0.0001184;     0.000;     0.000; 1.111e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006872;    0.3841;;RETRO;FIRES;V2;1978;CH2O
RETRO_FIRES_V2_1979_CH2O.nc;1979;forestfire;   0.05399;    0.3712;    0.1698;   0.03168; 0.0004072; 0.0002252;   0.01068;    0.2102;     0.000;  0.001216;     0.000;     0.000;    0.2406;  0.001400;     0.000;  0.002243;   0.01438; 0.0001472; 3.869e-05;   0.02666;   0.05558;     1.671;;RETRO;FIRES;V2;1979;CH2O
RETRO_FIRES_V2_1979_CH2O.nc;1979;woodedfire;    0.1117;    0.2797;     0.000; 0.0005141;     0.000;     0.000;   0.03267;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001934;     0.000;     0.000;     0.000; 1.902e-05;     0.000;     0.000;  0.003259;  0.004392;     2.309;;RETRO;FIRES;V2;1979;CH2O
RETRO_FIRES_V2_1979_CH2O.nc;1979;grassfire;    0.2397;   0.01337;     0.000; 0.0001653;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0009174;    0.5666;;RETRO;FIRES;V2;1979;CH2O
RETRO_FIRES_V2_1980_CH2O.nc;1980;forestfire;   0.06274;    0.3794;    0.2504;   0.03918; 0.0005186; 0.0001005;  0.009631;    0.2101;     0.000;  0.001484;     0.000;     0.000;    0.1804;  0.001260;     0.000;  0.002833;   0.03064; 0.0001600; 0.0001066;   0.03061;   0.04220;     1.742;;RETRO;FIRES;V2;1980;CH2O
RETRO_FIRES_V2_1980_CH2O.nc;1980;woodedfire;    0.1298;    0.2825;     0.000; 0.0005137;     0.000;     0.000;   0.03143;     0.000;     0.000;     0.000;     0.000;     0.000;  0.005086;     0.000;     0.000;     0.000; 1.318e-06;     0.000;     0.000;  0.004172;  0.002314;     2.389;;RETRO;FIRES;V2;1980;CH2O
RETRO_FIRES_V2_1980_CH2O.nc;1980;grassfire;    0.2812;   0.01475;     0.000; 0.0001287;     0.000;     0.000; 1.013e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0004900;    0.6191;;RETRO;FIRES;V2;1980;CH2O
RETRO_FIRES_V2_1981_CH2O.nc;1981;forestfire;   0.02563;    0.3944;    0.2641;   0.04831; 0.0008214; 9.174e-05;   0.01112;    0.1550;     0.000;  0.002733;     0.000;     0.000;   0.09821;  0.001376;     0.000;  0.005035;   0.01672; 0.0003061; 6.493e-05;   0.03580;   0.05934;     1.594;;RETRO;FIRES;V2;1981;CH2O
RETRO_FIRES_V2_1981_CH2O.nc;1981;woodedfire;   0.05124;    0.2428;     0.000; 0.0007345;     0.000;     0.000;   0.02292;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001943;     0.000;     0.000;     0.000; 2.043e-05;     0.000;     0.000;  0.006483;  0.006913;     1.694;;RETRO;FIRES;V2;1981;CH2O
RETRO_FIRES_V2_1981_CH2O.nc;1981;grassfire;    0.1151;   0.01103;     0.000; 0.0003316;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001484;    0.3572;;RETRO;FIRES;V2;1981;CH2O
RETRO_FIRES_V2_1982_CH2O.nc;1982;forestfire;   0.05171;    0.4109;   0.08512;   0.06317; 0.0003487; 0.0001270;   0.01427;     1.422;     0.000; 0.0009740;     0.000;     0.000;    0.2560; 0.0006234;     0.000;  0.001811;  0.008881; 0.0001175; 8.063e-05;   0.01468;   0.08549;     3.037;;RETRO;FIRES;V2;1982;CH2O
RETRO_FIRES_V2_1982_CH2O.nc;1982;woodedfire;    0.1042;    0.2480;     0.000; 0.0005880;     0.000;     0.000;   0.03031;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001314;     0.000;     0.000;     0.000; 2.115e-05;     0.000;     0.000;  0.002853;  0.004772;     2.102;;RETRO;FIRES;V2;1982;CH2O
RETRO_FIRES_V2_1982_CH2O.nc;1982;grassfire;    0.2338;   0.01241;     0.000; 0.0001482;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001071;    0.5409;;RETRO;FIRES;V2;1982;CH2O
RETRO_FIRES_V2_1983_CH2O.nc;1983;forestfire;   0.03054;    0.4145;   0.08893;   0.03126; 0.0007737; 7.091e-05;   0.02348;    0.4150;     0.000;  0.002318; 0.0003887;     0.000;    0.1535;  0.001465;     0.000;  0.004483;   0.06316; 0.0002744; 4.490e-05;   0.03086;   0.02861;     1.990;;RETRO;FIRES;V2;1983;CH2O
RETRO_FIRES_V2_1983_CH2O.nc;1983;woodedfire;   0.06316;    0.2621;     0.000; 0.0006537;     0.000;     0.000;   0.02961;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001045;     0.000;     0.000;     0.000; 5.434e-06;     0.000;     0.000;  0.007563;  0.002801;     1.962;;RETRO;FIRES;V2;1983;CH2O
RETRO_FIRES_V2_1983_CH2O.nc;1983;grassfire;    0.1391;   0.01291;     0.000; 0.0001445;     0.000;     0.000; 7.691e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006265;    0.4180;;RETRO;FIRES;V2;1983;CH2O
RETRO_FIRES_V2_1984_CH2O.nc;1984;forestfire;   0.03134;    0.4337;   0.03475;   0.02843; 0.0002989; 0.0001576;   0.01767;    0.1437;     0.000;  0.001147; 0.0003422;     0.000;    0.1733; 0.0009934;     0.000;  0.002076;   0.01974; 0.0001333; 7.525e-05;   0.01064;   0.08211;     1.512;;RETRO;FIRES;V2;1984;CH2O
RETRO_FIRES_V2_1984_CH2O.nc;1984;woodedfire;   0.06280;   0.09879;     0.000; 0.0006789;     0.000;     0.000;   0.03556;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001850;     0.000;     0.000;     0.000; 9.700e-06;     0.000;     0.000;  0.002155;  0.006168;     1.273;;RETRO;FIRES;V2;1984;CH2O
RETRO_FIRES_V2_1984_CH2O.nc;1984;grassfire;    0.1405;  0.004951;     0.000; 0.0001904;     0.000;     0.000; 5.731e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001255;    0.3503;;RETRO;FIRES;V2;1984;CH2O
RETRO_FIRES_V2_1985_CH2O.nc;1985;forestfire;   0.06136;    0.4353;   0.03849;   0.02777; 0.0006307; 8.459e-05;  0.009591;    0.1227;     0.000;  0.001665;     0.000;     0.000;    0.2035;  0.001353;     0.000;  0.003237;   0.01172; 0.0001997; 0.0001000;   0.03257;    0.1499;     1.590;;RETRO;FIRES;V2;1985;CH2O
RETRO_FIRES_V2_1985_CH2O.nc;1985;woodedfire;    0.1283;    0.1192;     0.000; 0.0008070;     0.000;     0.000;   0.02587;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006510;     0.000;     0.000;     0.000; 1.075e-05;     0.000;     0.000;  0.006852;  0.006862;     1.314;;RETRO;FIRES;V2;1985;CH2O
