filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1963_CH3OH.nc;1963;woodedfire;     1.598; 0.0009839;  0.006496;     0.000; 3.653e-05;     1.266; 6.247e-06;   0.02492;   0.02169;   0.07780; 0.0005436; 3.028e-05;     1.265;   0.06042; 9.009e-05;     3.052;     3.052;;RETRO;FIRES;V2;1963;CH3OH
RETRO_FIRES_V2_1963_CH3OH.nc;1963;grassfire;    0.3578;     0.000;  0.001568;     0.000;     0.000;   0.03190;     0.000;     0.000;  0.002335;    0.1747;     0.000;     0.000;   0.03190;     0.000; 1.673e-05;    0.5702;    0.5702;;RETRO;FIRES;V2;1963;CH3OH
RETRO_FIRES_V2_1964_CH3OH.nc;1964;forestfire;    0.2441;   0.06188;   0.06265;  0.005481;   0.06707;    0.5209; 0.0001673;    0.1099;    0.2110;   0.03553;   0.06165;   0.06162;    0.4590;   0.03314;    0.2782;     1.621;     1.639;;RETRO;FIRES;V2;1964;CH3OH
RETRO_FIRES_V2_1964_CH3OH.nc;1964;woodedfire;     2.529; 0.0005805;  0.005512;     0.000; 1.386e-05;    0.7730; 1.386e-05;   0.01466;   0.01912;    0.1349;     0.000;     0.000;    0.7724;   0.08150; 0.0001197;     3.556;     3.556;;RETRO;FIRES;V2;1964;CH3OH
RETRO_FIRES_V2_1964_CH3OH.nc;1964;grassfire;    0.5510;     0.000;  0.002493;     0.000;     0.000;   0.01913;     0.000;     0.000;  0.002980;    0.2912;     0.000;     0.000;   0.01913; 5.297e-07; 9.328e-06;    0.8670;    0.8670;;RETRO;FIRES;V2;1964;CH3OH
RETRO_FIRES_V2_1965_CH3OH.nc;1965;forestfire;    0.2614;   0.08322;   0.05035;  0.003237;   0.02043;    0.5822; 0.0001623;   0.03457;    0.1300;   0.05462;   0.01802;   0.01800;    0.4990;   0.02397;    0.6396;     1.840;     1.866;;RETRO;FIRES;V2;1965;CH3OH
RETRO_FIRES_V2_1965_CH3OH.nc;1965;woodedfire;     2.347;  0.002896;  0.005531;     0.000; 1.291e-05;     1.106; 1.291e-05;  0.007255;   0.01888;    0.2082;     0.000;     0.000;     1.103;   0.06145; 9.687e-05;     3.751;     3.753;;RETRO;FIRES;V2;1965;CH3OH
RETRO_FIRES_V2_1965_CH3OH.nc;1965;grassfire;    0.5216;     0.000;  0.001600;     0.000;     0.000;   0.02790;     0.000;     0.000;  0.002309;    0.4508;     0.000;     0.000;   0.02790; 1.405e-06; 1.318e-05;     1.005;     1.005;;RETRO;FIRES;V2;1965;CH3OH
RETRO_FIRES_V2_1966_CH3OH.nc;1966;forestfire;    0.2788;   0.04882;   0.04651;  0.004530;   0.01824;    0.5709; 0.0001854;    0.1028;   0.06498;   0.02632;   0.01494;   0.01492;    0.5221;   0.02235;    0.3653;     1.541;     1.546;;RETRO;FIRES;V2;1966;CH3OH
RETRO_FIRES_V2_1966_CH3OH.nc;1966;woodedfire;     1.693;  0.001595;  0.007041;     0.000; 1.583e-05;     1.113; 1.583e-05;   0.01487;   0.02134;   0.09770; 0.0002389;     0.000;     1.111;   0.05408; 8.007e-05;     2.997;     2.998;;RETRO;FIRES;V2;1966;CH3OH
RETRO_FIRES_V2_1966_CH3OH.nc;1966;grassfire;    0.3813;     0.000;  0.002194;     0.000;     0.000;   0.02781;     0.000;     0.000;  0.002785;    0.2130;     0.000;     0.000;   0.02781; 2.261e-06; 9.502e-06;    0.6276;    0.6276;;RETRO;FIRES;V2;1966;CH3OH
RETRO_FIRES_V2_1967_CH3OH.nc;1967;forestfire;    0.2962;   0.08173;   0.01354;  0.002222;   0.01494;    0.6445; 0.0001643;   0.07330;   0.09420;   0.03092;   0.01337;   0.01332;    0.5628;   0.02032;    0.1950;     1.428;     1.435;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1967_CH3OH.nc;1967;woodedfire;     1.729;  0.001304;  0.005261;     0.000; 1.356e-05;     1.180; 1.356e-05;   0.01559;   0.02064;    0.1148; 6.859e-05;     0.000;     1.178;   0.05943; 0.0001001;     3.122;     3.123;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1967_CH3OH.nc;1967;grassfire;    0.3971;     0.000; 0.0004099;     0.000;     0.000;   0.02975;     0.000;     0.000;  0.001231;    0.2602;     0.000;     0.000;   0.02975; 5.541e-06; 8.397e-06;    0.6932;    0.6932;;RETRO;FIRES;V2;1967;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;forestfire;    0.3139;   0.07733;   0.03786;   0.01497;   0.01803;    0.6712; 0.0001561;    0.1259;   0.09234;   0.02022;   0.01295;   0.01285;    0.5938;   0.02617;    0.3182;     1.673;     1.682;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;woodedfire;     1.980;  0.001320;  0.006929;     0.000; 0.0002167;     1.299; 1.289e-05;   0.01426;   0.02077;   0.07290; 0.0002038; 0.0002038;     1.298;   0.07068; 7.446e-05;     3.461;     3.462;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1968_CH3OH.nc;1968;grassfire;    0.4410;     0.000;  0.002282;     0.000;     0.000;   0.03257;     0.000;     0.000;  0.002119;    0.1674;     0.000;     0.000;   0.03257; 1.057e-06; 8.623e-06;    0.6466;    0.6466;;RETRO;FIRES;V2;1968;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;forestfire;    0.3311;    0.1972;   0.06407;  0.004557;   0.03399;    0.8428; 0.0001145;    0.3008;    0.1535;   0.04539;   0.02869;   0.02865;    0.6456;   0.02782;    0.4945;     2.366;     2.379;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;woodedfire;     1.917; 0.0006297;  0.004886;     0.000; 9.395e-06;     1.451; 9.395e-06;   0.03099;   0.01880;    0.1695; 0.0001556;     0.000;     1.450;   0.06121; 9.742e-05;     3.653;     3.655;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1969_CH3OH.nc;1969;grassfire;    0.4252;     0.000; 0.0006058;     0.000;     0.000;   0.03639;     0.000;     0.000;  0.001350;    0.3761;     0.000;     0.000;   0.03639; 2.344e-06; 6.550e-06;    0.8427;    0.8427;;RETRO;FIRES;V2;1969;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;forestfire;    0.3485;    0.1242;   0.05030;  0.003935;   0.04570;    0.7909; 0.0002401;    0.1357;    0.1351;   0.03294;   0.03972;   0.03971;    0.6667;   0.02708;    0.3523;     1.991;     2.001;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;woodedfire;     3.403;  0.002276;  0.007034;     0.000; 1.932e-05;     1.843; 1.932e-05;  0.009759;   0.02001;    0.1257; 0.0001316;     0.000;     1.840;   0.06626; 0.0001001;     5.471;     5.471;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1970_CH3OH.nc;1970;grassfire;    0.7329;     0.000;  0.001409;     0.000;     0.000;   0.04597;     0.000;     0.000;  0.001935;    0.2786;     0.000;     0.000;   0.04597; 3.460e-06; 3.361e-06;     1.062;     1.062;;RETRO;FIRES;V2;1970;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;forestfire;    0.3659;    0.1558;  0.009711;  0.009892;   0.01077;    0.8618; 0.0001073;    0.1809;    0.1075;   0.02235;  0.008232;  0.008232;    0.7060;   0.02356;    0.1208;     1.732;     1.736;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;woodedfire;     1.885;  0.001550;  0.004118;     0.000; 0.0001811;    0.7000; 8.468e-06;   0.01562;   0.01307;   0.08336; 0.0001727; 0.0001727;    0.6985;   0.07696; 0.0001073;     2.776;     2.777;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1971_CH3OH.nc;1971;grassfire;    0.4257;     0.000; 0.0007113;     0.000;     0.000;   0.01740;     0.000;     0.000;  0.001097;    0.1916;     0.000;     0.000;   0.01740; 5.574e-06; 5.825e-06;    0.6377;    0.6377;;RETRO;FIRES;V2;1971;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;forestfire;    0.3837;    0.1241;   0.05260;   0.07483;    0.1079;    0.8512; 8.612e-05;    0.1100;    0.2821;   0.06446;   0.09960;   0.09952;    0.7272;   0.02556;    0.8155;     2.957;     2.998;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;woodedfire;     2.005;  0.001025;  0.004388;     0.000; 1.302e-05;     1.263; 7.123e-06;   0.01148;   0.02018;    0.1766; 9.094e-05; 5.898e-06;     1.262;   0.07824; 6.771e-05;     3.558;     3.559;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1972_CH3OH.nc;1972;grassfire;    0.4480;     0.000; 0.0005625;     0.000;     0.000;   0.03159;     0.000;     0.000;  0.001369;    0.3962;     0.000;     0.000;   0.03159; 1.627e-06; 9.043e-06;    0.8803;    0.8803;;RETRO;FIRES;V2;1972;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;forestfire;    0.4008;    0.1675;   0.04530;  0.004630;   0.02314;    0.9379; 0.0001854;   0.07548;   0.09336;   0.02186;   0.01851;   0.01841;    0.7704;   0.04743;    0.3964;     2.103;     2.117;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;woodedfire;     2.273; 0.0005076;   0.01242;     0.000; 9.991e-05;    0.7368; 1.526e-05;  0.006363;   0.04223;   0.08338; 0.0004096; 8.465e-05;    0.7362;   0.05495; 6.039e-05;     3.202;     3.203;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1973_CH3OH.nc;1973;grassfire;    0.5088;     0.000;  0.001167;     0.000;     0.000;   0.01839;     0.000;     0.000;  0.003430;    0.1859;     0.000;     0.000;   0.01839; 1.493e-06; 6.318e-06;    0.7214;    0.7214;;RETRO;FIRES;V2;1973;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;forestfire;    0.4182;    0.2229;  0.006719;   0.01439;   0.01546;     1.040; 0.0001780;   0.07698;   0.03043;   0.03008;  0.009307;  0.009198;    0.8172;   0.02281;    0.1109;     1.777;     1.782;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;woodedfire;     1.535; 0.0009763;  0.002805;     0.000; 1.516e-05;    0.9016; 1.516e-05;   0.01039;  0.007297;    0.1097;     0.000;     0.000;    0.9006;   0.07654; 0.0001223;     2.642;     2.645;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1974_CH3OH.nc;1974;grassfire;    0.3380;     0.000; 0.0004412;     0.000;     0.000;   0.02262;     0.000;     0.000; 0.0005588;    0.2537;     0.000;     0.000;   0.02262; 3.265e-07; 7.999e-07;    0.6162;    0.6162;;RETRO;FIRES;V2;1974;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;forestfire;    0.4356;    0.2071;   0.03971;  0.004763;   0.01823;     1.061; 0.0001677;    0.1118;   0.04076;   0.03983;   0.01551;   0.01546;    0.8542;   0.02675;    0.1531;     1.951;     1.961;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;woodedfire;     1.998; 0.0007836;  0.002047;     0.000; 5.812e-05;     1.231; 1.354e-05;  0.005854;  0.006001;    0.1504; 4.458e-05; 4.458e-05;     1.230;   0.06461; 3.146e-05;     3.457;     3.458;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1975_CH3OH.nc;1975;grassfire;    0.4363;     0.000; 0.0005134;     0.000;     0.000;   0.03117;     0.000;     0.000; 0.0004134;    0.3335;     0.000;     0.000;   0.03117; 1.175e-06; 7.286e-06;    0.8026;    0.8026;;RETRO;FIRES;V2;1975;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;forestfire;    0.4534;    0.1615;   0.01121;  0.001516;   0.02288;     1.033; 8.376e-05;    0.2257;   0.02501;   0.06168;   0.02143;   0.02135;    0.8719;   0.02880;    0.3557;     2.239;     2.249;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;woodedfire;     1.779; 0.0004379;   0.02085;     0.000; 0.0001414;     1.689; 6.559e-06;   0.01837;   0.08148;    0.2237; 0.0008609; 0.0001348;     1.689;   0.08687; 0.0001075;     3.893;     3.900;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1976_CH3OH.nc;1976;grassfire;    0.3946;     0.000;  0.001532;     0.000;     0.000;   0.04259;     0.000;     0.000;  0.006188;    0.5131;     0.000;     0.000;   0.04259; 3.660e-06; 3.619e-06;    0.9703;    0.9703;;RETRO;FIRES;V2;1976;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;forestfire;    0.4705;    0.2096;   0.04421;  0.004054;   0.01415;     1.135; 0.0002073;    0.1976;    0.1277;   0.06172;   0.01095;   0.01087;    0.9254;   0.03963;    0.9986;     3.113;     3.150;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;woodedfire;     2.376; 0.0007696;  0.005119;     0.000; 1.758e-05;    0.7963; 1.758e-05;   0.01548;   0.01488;    0.2345; 0.0004421;     0.000;    0.7955;   0.06528; 9.778e-05;     3.506;     3.506;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1977_CH3OH.nc;1977;grassfire;    0.5294;     0.000; 0.0007109;     0.000;     0.000;   0.02004;     0.000;     0.000;  0.001362;    0.5014;     0.000;     0.000;   0.02004; 2.069e-06; 1.005e-05;     1.054;     1.054;;RETRO;FIRES;V2;1977;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;forestfire;    0.4879;    0.2298;   0.03416;  0.004014;   0.04505;     1.166; 0.0002140;   0.04294;   0.03689;   0.03682;   0.04170;   0.04168;    0.9365;   0.03033;    0.5346;     2.436;     2.448;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;woodedfire;     2.091; 0.0009262;  0.003545;     0.000; 1.775e-05;     1.351; 1.775e-05;   0.01275;  0.008941;    0.1402; 5.435e-05;     0.000;     1.350;   0.07197; 8.463e-05;     3.678;     3.678;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1978_CH3OH.nc;1978;grassfire;    0.4541;     0.000; 0.0004936;     0.000;     0.000;   0.03393;     0.000;     0.000; 0.0007240;    0.3058;     0.000;     0.000;   0.03393; 2.301e-06; 3.514e-06;    0.7959;    0.7959;;RETRO;FIRES;V2;1978;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;forestfire;    0.5053;    0.3251;   0.04371;  0.003567;   0.02549;     1.341; 0.0001563;    0.2817;   0.05363;   0.06069;   0.02146;   0.02135;     1.016;   0.02816;    0.7267;     3.089;     3.111;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;woodedfire;     2.967;  0.004004;  0.004567;     0.000; 1.246e-05;     1.498; 1.246e-05;  0.008729;   0.01311;    0.2315;     0.000;     0.000;     1.494;   0.07860; 0.0001090;     4.800;     4.801;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1979_CH3OH.nc;1979;grassfire;    0.6370;     0.000;  0.001582;     0.000;     0.000;   0.03727;     0.000;     0.000;  0.001931;    0.4963;     0.000;     0.000;   0.03727;     0.000; 8.157e-06;     1.174;     1.174;;RETRO;FIRES;V2;1979;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;forestfire;    0.5232;    0.2417;   0.04627;  0.002748;   0.02858;     1.262; 0.0001699;    0.4114;   0.04100;   0.07060;   0.02605;   0.02593;     1.021;   0.02702;    0.8376;     3.264;     3.286;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;woodedfire;     2.944;   0.01053;  0.002090;     0.000; 2.680e-05;     1.660; 1.520e-05;  0.009384;  0.007087;    0.2690; 0.0001930; 1.160e-05;     1.650;   0.07587; 4.394e-05;     4.968;     4.968;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1980_CH3OH.nc;1980;grassfire;    0.6576;     0.000; 0.0006880;     0.000;     0.000;   0.04111;     0.000;     0.000; 0.0006345;    0.5821;     0.000;     0.000;   0.04111; 2.098e-06; 7.221e-06;     1.283;     1.283;;RETRO;FIRES;V2;1980;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;forestfire;    0.5401;    0.1342;   0.05877;  0.006331;   0.02854;     1.156; 0.0003251;    0.3895;   0.06588;   0.02932;   0.02317;   0.02301;     1.022;   0.02486;    0.6155;     2.925;     2.941;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;woodedfire;     2.114;  0.004023;  0.006782;     0.000; 0.0002865;     1.207; 2.691e-05;   0.01515;   0.02153;    0.1062; 0.0002958; 0.0002596;     1.203;   0.05576; 6.714e-05;     3.524;     3.525;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1981_CH3OH.nc;1981;grassfire;    0.4675;     0.000;  0.001167;     0.000;     0.000;   0.03027;     0.000;     0.000;  0.001645;    0.2382;     0.000;     0.000;   0.03027;     0.000; 9.452e-06;    0.7407;    0.7407;;RETRO;FIRES;V2;1981;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;forestfire;    0.5576;    0.3697;   0.07322;  0.005540;   0.01589;     1.509; 0.0001248;    0.1284;   0.08570;    0.1428;   0.01466;   0.01462;     1.139;   0.03352;     3.321;     5.917;     6.068;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;woodedfire;     2.699;  0.002721;  0.002853;     0.000; 6.704e-05;     1.356; 9.876e-06;  0.006301;   0.01103;    0.2162; 5.716e-05; 5.716e-05;     1.353;   0.07405; 8.786e-05;     4.365;     4.367;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1982_CH3OH.nc;1982;grassfire;    0.5996;     0.000; 0.0005057;     0.000;     0.000;   0.03388;     0.000;     0.000; 0.0008809;    0.4841;     0.000;     0.000;   0.03388;     0.000; 9.153e-06;     1.120;     1.120;;RETRO;FIRES;V2;1982;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;forestfire;    0.5750;    0.2113;   0.04004;   0.02074;   0.02710;     1.312; 0.0002914;    0.1458;   0.02435;   0.03404;   0.02427;   0.02423;     1.101;   0.04722;     1.470;     3.715;     3.780;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;woodedfire;     2.458;  0.002163;  0.004124;     0.000; 3.881e-05;     1.385; 2.416e-05;   0.01610;   0.01009;    0.1311; 1.465e-05; 1.465e-05;     1.383;   0.07171; 3.568e-05;     4.074;     4.075;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1983_CH3OH.nc;1983;grassfire;    0.5412;     0.000; 0.0006579;     0.000;     0.000;   0.03492;     0.000;     0.000; 0.0007161;    0.2881;     0.000;     0.000;   0.03492; 1.592e-06; 9.112e-06;    0.8663;    0.8663;;RETRO;FIRES;V2;1983;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;forestfire;    0.5929;    0.2339;   0.04125;  0.006438;   0.04805;     1.387; 0.0001415;   0.06079;   0.07627;   0.03543;   0.04166;   0.04164;     1.153;   0.03798;    0.5936;     2.910;     2.924;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;woodedfire;     1.843;  0.003831;  0.004636;     0.000; 0.0001872;    0.5585; 1.120e-05;  0.005099;   0.01876;    0.1303; 0.0005127; 0.0001760;    0.5547;   0.08643; 0.0001001;     2.645;     2.647;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1984_CH3OH.nc;1984;grassfire;    0.4170;     0.000;  0.002002;     0.000;     0.000;   0.01388;     0.000;     0.000;  0.002512;    0.2910;     0.000;     0.000;   0.01388; 1.186e-06; 9.712e-06;    0.7268;    0.7269;;RETRO;FIRES;V2;1984;CH3OH
RETRO_FIRES_V2_1985_CH3OH.nc;1985;forestfire;    0.6098;    0.2713;   0.04017;  0.006141;   0.02000;     1.458; 0.0002120;    0.1025;    0.1640;   0.06826;   0.01451;   0.01448;     1.187;   0.02568;    0.4233;     2.956;     2.968;;RETRO;FIRES;V2;1985;CH3OH
RETRO_FIRES_V2_1985_CH3OH.nc;1985;woodedfire;     1.638;  0.001348;  0.005817;     0.000; 1.741e-05;    0.7316; 1.741e-05;   0.01574;   0.02058;    0.2658; 0.0002161;     0.000;    0.7303;   0.06419; 5.530e-05;     2.739;     2.740;;RETRO;FIRES;V2;1985;CH3OH
RETRO_FIRES_V2_1985_CH3OH.nc;1985;grassfire;    0.3646;     0.000; 0.0006957;     0.000;     0.000;   0.01826;     0.000;     0.000;  0.001403;    0.5704;     0.000;     0.000;   0.01826; 9.569e-07; 5.409e-06;    0.9580;    0.9580;;RETRO;FIRES;V2;1985;CH3OH
RETRO_FIRES_V2_1986_CH3OH.nc;1986;forestfire;    0.6273;    0.2951;   0.06251;   0.02324;   0.05341;     1.477; 0.0001603;    0.1301;    0.1835;   0.04974;   0.04872;   0.04864;     1.182;   0.03164;     1.107;     3.841;     3.868;;RETRO;FIRES;V2;1986;CH3OH
RETRO_FIRES_V2_1986_CH3OH.nc;1986;woodedfire;     1.611;  0.006162;   0.01206;     0.000; 0.0002207;     1.007; 1.287e-05;  0.008075;   0.04309;    0.1825; 0.0008479; 0.0002078;     1.001;   0.07683; 3.570e-05;     2.936;     2.938;;RETRO;FIRES;V2;1986;CH3OH
RETRO_FIRES_V2_1986_CH3OH.nc;1986;grassfire;    0.3605;     0.000;  0.001561;     0.000;     0.000;   0.02519;     0.000;     0.000;  0.003834;    0.3956;     0.000;     0.000;   0.02519; 3.221e-06; 1.467e-06;    0.7917;    0.7917;;RETRO;FIRES;V2;1986;CH3OH
RETRO_FIRES_V2_1987_CH3OH.nc;1987;forestfire;    0.6447;    0.3447;    0.1013;   0.01745;   0.03759;     1.518; 0.0002174;    0.1219;    0.1246;   0.03058;   0.02888;   0.02885;     1.173;   0.02259;     2.267;     4.955;     5.020;;RETRO;FIRES;V2;1987;CH3OH
RETRO_FIRES_V2_1987_CH3OH.nc;1987;woodedfire;     2.412;  0.008141;   0.02158;     0.000; 0.0001023;     1.683; 2.416e-05;  0.007713;   0.07132;    0.1072; 0.0006105; 7.809e-05;     1.675;   0.06155; 3.654e-05;     4.353;     4.354;;RETRO;FIRES;V2;1987;CH3OH
RETRO_FIRES_V2_1987_CH3OH.nc;1987;grassfire;    0.5258;     0.000;  0.006050;     0.000;     0.000;   0.04186;     0.000;     0.000;  0.009047;    0.2357;     0.000;     0.000;   0.04186; 2.779e-06; 6.160e-06;    0.8209;    0.8209;;RETRO;FIRES;V2;1987;CH3OH
RETRO_FIRES_V2_1988_CH3OH.nc;1988;forestfire;    0.6627;    0.3917;   0.07641;  0.006109;   0.02699;     1.541; 0.0003270;    0.2284;    0.2180;   0.02970;   0.02001;   0.01996;     1.150;   0.02624;    0.4522;     3.317;     3.326;;RETRO;FIRES;V2;1988;CH3OH
RETRO_FIRES_V2_1988_CH3OH.nc;1988;woodedfire;     1.454;  0.006495;  0.007414;     0.000; 6.366e-05;     1.027; 6.366e-05;   0.02941;   0.02277;    0.1136; 7.388e-06;     0.000;     1.020;   0.06476; 0.0001165;     2.715;     2.716;;RETRO;FIRES;V2;1988;CH3OH
RETRO_FIRES_V2_1988_CH3OH.nc;1988;grassfire;    0.3256;     0.000; 0.0006781;     0.000;     0.000;   0.02563;     0.000;     0.000;  0.001687;    0.2485;     0.000;     0.000;   0.02563;     0.000; 1.790e-05;    0.6050;    0.6050;;RETRO;FIRES;V2;1988;CH3OH
