filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_ETHANE.nc;1960;forestfire;   0.01471;    0.1304;   0.01199;   0.01627; 0.0001836; 2.985e-05;  0.008866;   0.04121;     0.000; 0.0005970;     0.000;     0.000;   0.02009; 0.0006754;     0.000;  0.001113;   0.02168; 7.089e-05; 3.103e-05;   0.01031;    0.1727;    0.6603;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1960_ETHANE.nc;1960;woodedfire;   0.03234;    0.1285;     0.000; 0.0002892;     0.000;     0.000;   0.01595;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001218;     0.000;     0.000;     0.000; 1.492e-05;     0.000;     0.000;  0.003330;  0.003050;    0.9810;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1960_ETHANE.nc;1960;grassfire;   0.07115;  0.005949;     0.000; 7.115e-05;     0.000;     0.000; 2.352e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006771;    0.2144;;RETRO;FIRES;V2;1960;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;forestfire;   0.01487;    0.1411;   0.05001;   0.01737; 0.0002710; 5.833e-05;  0.007270;   0.03356;     0.000; 0.0007570; 0.0001301;     0.000;   0.02342; 0.0005392;     0.000;  0.001477;   0.01323; 8.898e-05; 4.088e-05;  0.007682;   0.06506;    0.5936;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;woodedfire;   0.03367;   0.09480;     0.000; 0.0002551;     0.000;     0.000;  0.009725;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002675;     0.000;     0.000;     0.000; 9.474e-06;     0.000;     0.000;  0.002112;  0.003111;    0.6197;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1961_ETHANE.nc;1961;grassfire;   0.07299;  0.004399;     0.000; 9.875e-05;     0.000;     0.000; 4.814e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006774;    0.1576;;RETRO;FIRES;V2;1961;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;forestfire;  0.008076;    0.1535;  0.007042;   0.01037; 0.0001201; 4.127e-05;  0.008814;   0.03049;     0.000; 0.0003087;     0.000;     0.000;   0.02517; 0.0006394;     0.000; 0.0006151;   0.01252; 3.736e-05; 3.133e-05;   0.01002;    0.1428;    0.5964;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;woodedfire;   0.01757;   0.08030;     0.000; 0.0003304;     0.000;     0.000;   0.01367;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002264;     0.000;     0.000;     0.000; 3.406e-07;     0.000;     0.000;  0.002890;  0.003166;    0.6425;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1962_ETHANE.nc;1962;grassfire;   0.03940;  0.003702;     0.000; 0.0001484;     0.000;     0.000; 1.685e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0006326;    0.1350;;RETRO;FIRES;V2;1962;ETHANE
RETRO_FIRES_V2_1963_ETHANE.nc;1963;forestfire;  0.007824;    0.1670;  0.003808;   0.01194; 9.026e-05; 6.345e-05;  0.007366;   0.05593;     0.000; 0.0002358;     0.000;     0.000;   0.02476; 0.0004628;     0.000; 0.0004574;  0.007515; 2.903e-05; 2.250e-05;   0.01659;   0.06584;    0.5779;;RETRO;FIRES;V2;1963;ETHANE
RETRO_FIRES_V2_1963_ETHANE.nc;1963;woodedfire;   0.01694;   0.09700;     0.000; 0.0002454;     0.000;     0.000;   0.01131;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002142;     0.000;     0.000;     0.000; 6.853e-06;     0.000;     0.000;  0.005329;  0.003006;    0.6606;;RETRO;FIRES;V2;1963;ETHANE
RETRO_FIRES_V2_1963_ETHANE.nc;1963;grassfire;   0.03804;  0.005115;     0.000; 7.209e-05;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0007031;    0.1237;;RETRO;FIRES;V2;1963;ETHANE
RETRO_FIRES_V2_1964_ETHANE.nc;1964;forestfire;   0.01319;    0.1769;   0.02321;   0.01681; 0.0001739; 5.958e-05;  0.009664;   0.05067;     0.000; 0.0005070;     0.000;     0.000;   0.02538; 0.0006191;     0.000;  0.001012;  0.009459; 6.132e-05; 2.157e-05;   0.01025;   0.06868;    0.6323;;RETRO;FIRES;V2;1964;ETHANE
RETRO_FIRES_V2_1964_ETHANE.nc;1964;woodedfire;   0.02935;   0.05847;     0.000; 0.0003757;     0.000;     0.000;   0.01502;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001264;     0.000;     0.000;     0.000; 5.559e-06;     0.000;     0.000;  0.003088;  0.003019;    0.7712;;RETRO;FIRES;V2;1964;ETHANE
RETRO_FIRES_V2_1964_ETHANE.nc;1964;grassfire;   0.06339;  0.003112;     0.000; 9.488e-05;     0.000;     0.000; 1.153e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0005941;    0.1884;;RETRO;FIRES;V2;1964;ETHANE
