RETRO_FIRES_V2_1971_BC.nc;1971;grassfire;0.1332;0;8.94E-05;0;0;0.005381;0;0;0.0002316;0.05995;0;0;0.005381;1.74E-06;4.62E-07;0.1993;0.1993;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;BC
RETRO_FIRES_V2_1971_BC.nc;1971;woodedfire;0.5898;0.000485;0.0005971;0;3.58E-05;0.2158;2.65E-06;0.003912;0.002609;0.02602;3.32E-05;3.32E-05;0.2153;0.02408;3.36E-05;0.8628;0.863;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;BC
RETRO_FIRES_V2_1972_BC.nc;1972;forestfire;0.1037;0.03437;0.01043;0.02104;0.0109;0.2266;2.42E-05;0.01468;0.06275;0.01789;0.008635;0.008611;0.1923;0.006981;0.1994;0.7052;0.7149;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;BC
RETRO_FIRES_V2_1972_BC.nc;1972;grassfire;0.1402;0;9.21E-05;0;0;0.00971;0;0;0.0003618;0.124;0;0;0.00971;5.09E-07;9.65E-07;0.2751;0.2751;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;BC
RETRO_FIRES_V2_1972_BC.nc;1972;woodedfire;0.6273;0.0003207;0.000707;0;2.53E-06;0.3892;2.23E-06;0.002147;0.004583;0.05517;8.75E-06;2.97E-07;0.3888;0.02448;1.85E-05;1.104;1.104;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;BC
RETRO_FIRES_V2_1973_BC.nc;1973;forestfire;0.1083;0.04633;0.01033;0.001302;0.003868;0.2494;5.21E-05;0.009783;0.02181;0.006128;0.003057;0.003029;0.203;0.01319;0.09827;0.5346;0.538;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;BC
RETRO_FIRES_V2_1973_BC.nc;1973;grassfire;0.1592;0;0.0001271;0;0;0.005661;0;0;0.0008657;0.05817;0;0;0.005661;4.67E-07;9.07E-07;0.2252;0.2252;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;BC
RETRO_FIRES_V2_1973_BC.nc;1973;woodedfire;0.7112;0.0001588;0.001233;0;1.77E-05;0.2268;4.78E-06;0.001871;0.0083;0.02597;2.93E-05;1.30E-05;0.2266;0.0172;1.89E-05;0.9923;0.9925;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;BC
RETRO_FIRES_V2_1974_BC.nc;1974;forestfire;0.113;0.06163;0.001047;0.004046;0.004136;0.2769;5.00E-05;0.01824;0.00762;0.008433;0.002464;0.002437;0.2153;0.006218;0.01891;0.4608;0.4623;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;BC
RETRO_FIRES_V2_1974_BC.nc;1974;grassfire;0.1058;0;8.16E-05;0;0;0.00696;0;0;0.0001341;0.07939;0;0;0.00696;1.02E-07;2.50E-07;0.1926;0.1926;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;BC
RETRO_FIRES_V2_1974_BC.nc;1974;woodedfire;0.4802;0.0003055;0.0003816;0;4.75E-06;0.2792;4.75E-06;0.002728;0.001532;0.03413;0;0;0.2789;0.02395;3.83E-05;0.8221;0.8231;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;BC
RETRO_FIRES_V2_1975_BC.nc;1975;forestfire;0.1177;0.05739;0.01025;0.001339;0.003326;0.2828;4.72E-05;0.01418;0.007673;0.01117;0.002708;0.002698;0.2254;0.007349;0.02944;0.488;0.4898;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;BC
RETRO_FIRES_V2_1975_BC.nc;1975;grassfire;0.1365;0;9.91E-05;0;0;0.009473;0;0;0.0001081;0.1043;0;0;0.009473;3.68E-07;5.50E-07;0.2507;0.2507;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;BC
RETRO_FIRES_V2_1975_BC.nc;1975;woodedfire;0.6252;0.0002452;0.0003398;0;6.48E-06;0.3805;4.24E-06;0.001707;0.001192;0.04695;2.25E-06;2.25E-06;0.3802;0.02022;9.85E-06;1.076;1.077;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;BC
RETRO_FIRES_V2_1976_BC.nc;1976;forestfire;0.1225;0.04463;0.002399;0.0004261;0.002856;0.2749;2.36E-05;0.03943;0.004532;0.01729;0.002459;0.002434;0.2303;0.007868;0.07622;0.5514;0.5538;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;BC
RETRO_FIRES_V2_1976_BC.nc;1976;grassfire;0.1235;0;0.0001777;0;0;0.01301;0;0;0.001591;0.1606;0;0;0.01301;1.15E-06;1.13E-06;0.3013;0.3013;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;BC
RETRO_FIRES_V2_1976_BC.nc;1976;woodedfire;0.5566;0.000137;0.00254;0;2.14E-05;0.5221;2.05E-06;0.005493;0.01621;0.06989;5.60E-05;1.94E-05;0.522;0.02718;3.36E-05;1.2;1.203;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;BC
RETRO_FIRES_V2_1977_BC.nc;1977;forestfire;0.1272;0.05805;0.011;0.00114;0.003634;0.3024;5.83E-05;0.02826;0.02465;0.0173;0.002725;0.002714;0.2443;0.01097;0.2261;0.7558;0.764;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;BC
RETRO_FIRES_V2_1977_BC.nc;1977;grassfire;0.1656;0;9.20E-05;0;0;0.006132;0;0;0.0003045;0.1569;0;0;0.006132;6.48E-07;8.11E-07;0.3295;0.3295;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;BC
RETRO_FIRES_V2_1977_BC.nc;1977;woodedfire;0.7436;0.0002408;0.0005714;0;5.50E-06;0.2461;5.50E-06;0.002575;0.002901;0.07333;2.23E-05;0;0.2459;0.02043;3.06E-05;1.09;1.09;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;BC
RETRO_FIRES_V2_1978_BC.nc;1978;forestfire;0.1319;0.06364;0.007793;0.001128;0.005748;0.3111;6.02E-05;0.01121;0.006593;0.01032;0.004806;0.0048;0.2475;0.00834;0.1237;0.62;0.6229;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;BC
RETRO_FIRES_V2_1978_BC.nc;1978;grassfire;0.1421;0;7.95E-05;0;0;0.0104;0;0;0.0001649;0.09569;0;0;0.0104;7.20E-07;1.10E-06;0.2487;0.2487;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;BC
RETRO_FIRES_V2_1978_BC.nc;1978;woodedfire;0.6544;0.0002898;0.0004315;0;5.55E-06;0.417;5.55E-06;0.00398;0.001754;0.04388;2.74E-06;0;0.4167;0.02252;2.65E-05;1.144;1.144;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;BC
RETRO_FIRES_V2_1979_BC.nc;1979;forestfire;0.1366;0.09002;0.00942;0.001003;0.004018;0.3579;4.39E-05;0.05467;0.01168;0.017;0.003049;0.003025;0.2679;0.007714;0.1482;0.7512;0.7561;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;BC
RETRO_FIRES_V2_1979_BC.nc;1979;grassfire;0.1993;0;0.000157;0;0;0.01151;0;0;0.0002821;0.1553;0;0;0.01151;0;7.99E-07;0.3669;0.3669;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;BC
RETRO_FIRES_V2_1979_BC.nc;1979;woodedfire;0.9286;0.001253;0.0005994;0;3.90E-06;0.4619;3.90E-06;0.001802;0.002632;0.07234;0;0;0.4606;0.0246;3.28E-05;1.492;1.493;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;BC
RETRO_FIRES_V2_1980_BC.nc;1980;forestfire;0.1414;0.06704;0.01213;0.0007725;0.004434;0.3363;4.78E-05;0.07777;0.009073;0.01978;0.003696;0.003688;0.2693;0.007391;0.1622;0.7735;0.7779;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;BC
RETRO_FIRES_V2_1980_BC.nc;1980;grassfire;0.2058;0;8.39E-05;0;0;0.01268;0;0;0.0001089;0.1822;0;0;0.01268;6.57E-07;1.30E-06;0.401;0.401;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;BC
RETRO_FIRES_V2_1980_BC.nc;1980;woodedfire;0.9214;0.003295;0.0004016;0;8.39E-06;0.5106;4.76E-06;0.002587;0.001301;0.08401;1.28E-05;3.63E-06;0.5073;0.02374;1.38E-05;1.544;1.544;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;BC
RETRO_FIRES_V2_1981_BC.nc;1981;forestfire;0.146;0.03714;0.01447;0.00178;0.005926;0.3069;9.14E-05;0.08568;0.01427;0.008209;0.004409;0.004373;0.2697;0.006846;0.1228;0.7138;0.7173;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;BC
RETRO_FIRES_V2_1981_BC.nc;1981;grassfire;0.1463;0;0.0002244;0;0;0.009284;0;0;0.0003925;0.07454;0;0;0.009284;0;7.42E-07;0.2312;0.2312;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;BC
RETRO_FIRES_V2_1981_BC.nc;1981;woodedfire;0.6616;0.001259;0.0008192;0;2.15E-05;0.3734;8.42E-06;0.003931;0.004;0.03318;1.74E-05;1.31E-05;0.3721;0.01745;2.10E-05;1.094;1.094;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;BC
RETRO_FIRES_V2_1982_BC.nc;1982;forestfire;0.1507;0.1022;0.01902;0.001557;0.002614;0.4018;3.51E-05;0.02857;0.01695;0.03916;0.002267;0.002257;0.2996;0.009229;0.7996;1.475;1.511;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;BC
RETRO_FIRES_V2_1982_BC.nc;1982;grassfire;0.1876;0;9.25E-05;0;0;0.01044;0;0;0.0002369;0.1515;0;0;0.01044;0;1.56E-06;0.3503;0.3503;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;BC
RETRO_FIRES_V2_1982_BC.nc;1982;woodedfire;0.8445;0.0008515;0.0004382;0;5.97E-06;0.419;3.09E-06;0.001787;0.002673;0.06747;2.88E-06;2.88E-06;0.4182;0.02317;2.75E-05;1.359;1.36;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;BC
RETRO_FIRES_V2_1983_BC.nc;1983;forestfire;0.1554;0.05846;0.00968;0.00583;0.005251;0.3486;8.19E-05;0.03475;0.005091;0.009539;0.004453;0.004445;0.2901;0.01308;0.3694;0.9586;0.9753;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;BC
RETRO_FIRES_V2_1983_BC.nc;1983;grassfire;0.1693;0;0.0001003;0;0;0.0107;0;0;0.0001497;0.09015;0;0;0.0107;4.98E-07;1.64E-06;0.2707;0.2707;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;BC
RETRO_FIRES_V2_1983_BC.nc;1983;woodedfire;0.7692;0.0006769;0.0005334;0;8.30E-06;0.4297;7.56E-06;0.004832;0.001511;0.04087;7.38E-07;7.38E-07;0.4291;0.02244;1.12E-05;1.269;1.269;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;BC
RETRO_FIRES_V2_1984_BC.nc;1984;forestfire;0.1603;0.06482;0.00904;0.00181;0.006201;0.3689;3.98E-05;0.01287;0.01595;0.009927;0.004414;0.004407;0.3041;0.01045;0.1152;0.7161;0.7194;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;BC
RETRO_FIRES_V2_1984_BC.nc;1984;grassfire;0.1305;0;0.000189;0;0;0.004276;0;0;0.0003841;0.09105;0;0;0.004276;3.71E-07;9.10E-07;0.2267;0.2267;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;BC
RETRO_FIRES_V2_1984_BC.nc;1984;woodedfire;0.5766;0.001199;0.0007028;0;1.24E-05;0.1724;3.51E-06;0.001297;0.003465;0.04065;2.58E-05;8.86E-06;0.1712;0.02705;3.13E-05;0.8221;0.8226;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;BC
RETRO_FIRES_V2_1985_BC.nc;1985;forestfire;0.1648;0.07509;0.00822;0.001726;0.004186;0.3882;5.96E-05;0.01975;0.03454;0.01913;0.002837;0.002829;0.3131;0.007048;0.08359;0.7376;0.7401;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;BC
RETRO_FIRES_V2_1985_BC.nc;1985;grassfire;0.1141;0;9.00E-05;0;0;0.005579;0;0;0.0003324;0.1785;0;0;0.005579;2.99E-07;7.85E-07;0.2992;0.2992;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;BC
RETRO_FIRES_V2_1985_BC.nc;1985;woodedfire;0.5124;0.0004218;0.0007332;0;5.45E-06;0.2238;5.45E-06;0.004197;0.00393;0.08313;1.09E-05;0;0.2233;0.02009;1.73E-05;0.8482;0.8485;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;BC
RETRO_FIRES_V2_1986_BC.nc;1986;forestfire;0.1695;0.08177;0.01441;0.006532;0.006599;0.394;4.51E-05;0.01664;0.02816;0.01392;0.005283;0.005261;0.3122;0.008699;0.2293;0.9046;0.911;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;BC
RETRO_FIRES_V2_1986_BC.nc;1986;grassfire;0.1128;0;0.0001729;0;0;0.007766;0;0;0.0008763;0.1238;0;0;0.007766;1.01E-06;7.38E-08;0.2466;0.2466;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;BC
RETRO_FIRES_V2_1986_BC.nc;1986;woodedfire;0.5041;0.001928;0.001511;0;1.45E-05;0.3132;4.03E-06;0.001578;0.008499;0.05708;4.77E-05;1.05E-05;0.3113;0.02404;1.12E-05;0.91;0.9106;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;BC
RETRO_FIRES_V2_1987_BC.nc;1987;forestfire;0.1742;0.09557;0.02486;0.004905;0.006707;0.4056;6.11E-05;0.01783;0.02455;0.008548;0.004469;0.004461;0.31;0.006188;0.4948;1.179;1.194;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;BC
RETRO_FIRES_V2_1987_BC.nc;1987;grassfire;0.1645;0;0.0005062;0;0;0.01291;0;0;0.001442;0.07376;0;0;0.01291;8.70E-07;5.32E-07;0.2548;0.2548;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;BC
RETRO_FIRES_V2_1987_BC.nc;1987;woodedfire;0.7547;0.002548;0.002218;0;1.36E-05;0.5192;7.56E-06;0.002114;0.01385;0.03348;3.52E-05;5.99E-06;0.5167;0.01925;1.14E-05;1.345;1.345;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;BC
RETRO_FIRES_V2_1988_BC.nc;1988;forestfire;0.1791;0.1084;0.01753;0.001717;0.005096;0.4111;9.19E-05;0.03614;0.04866;0.008329;0.003387;0.003372;0.3027;0.007206;0.09226;0.816;0.8184;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;BC
RETRO_FIRES_V2_1988_BC.nc;1988;grassfire;0.1019;0;8.47E-05;0;0;0.007852;0;0;0.000443;0.07775;0;0;0.007852;0;2.00E-06;0.1887;0.1887;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;BC
