filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_BC.nc;1960;forestfire;0.04713;0.01468;0.01187;0.00608;0.01747;0.1023;5.44E-05;0.01624;0.06612;0.01112;0.01453;0.01451;0.08758;0.008535;0.06014;0.3969;0.3998;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1960_BC.nc;1960;grassfire;0.1933;0;0.0001551;0;0;0.01127;0;0;0.0003706;0.1023;0;0;0.01127;3.38E-07;1.09E-06;0.3079;0.3079;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1960_BC.nc;1960;woodedfire;0.8721;0.000175;0.0007164;0;3.27E-05;0.4515;4.80E-06;0.004744;0.003855;0.04644;4.04E-05;2.79E-05;0.4513;0.02661;3.09E-05;1.406;1.406;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;forestfire;0.0518;0.01674;0.01297;0.01528;0.01592;0.1151;6.83E-05;0.0422;0.02812;0.01123;0.008467;0.008447;0.09834;0.006895;0.05083;0.3606;0.3623;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;grassfire;0.1122;0;0.0001453;0;0;0.008079;0;0;0.0003772;0.1049;0;0;0.008079;6.92E-07;1.45E-06;0.2263;0.2263;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;woodedfire;0.4919;0.0003845;0.0006295;0;1.88E-05;0.3238;6.40E-06;0.002981;0.00367;0.04836;3.52E-05;1.24E-05;0.3234;0.01651;3.60E-05;0.8882;0.8884;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;forestfire;0.05651;0.01851;0.007094;0.001676;0.009408;0.1244;2.87E-05;0.0125;0.05465;0.006123;0.003227;0.003187;0.1059;0.007923;0.03902;0.3565;0.3579;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;grassfire;0.129;0;0.0002205;0;0;0.007182;0;0;0.0003801;0.05664;0;0;0.007182;2.42E-07;1.34E-06;0.1939;0.1939;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;woodedfire;0.5764;0.0003254;0.0006084;0;2.64E-06;0.2879;2.64E-06;0.004051;0.004105;0.02522;0;0;0.2875;0.02289;1.03E-05;0.9212;0.9215;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;forestfire;0.06122;0.01743;0.008567;0.001187;0.008515;0.1316;2.23E-05;0.01521;0.03232;0.005961;0.007531;0.007507;0.1142;0.006792;0.05182;0.3357;0.3373;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;grassfire;0.112;0;0.0001549;0;0;0.009732;0;0;0.0003778;0.05468;0;0;0.009732;0;1.93E-06;0.1774;0.1774;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;woodedfire;0.5002;0.0003079;0.00074;0;1.14E-05;0.3906;1.96E-06;0.00758;0.003919;0.02434;3.53E-05;9.48E-06;0.3903;0.01891;2.82E-05;0.9461;0.9464;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;forestfire;0.06598;0.01712;0.01269;0.001541;0.007358;0.1388;4.70E-05;0.02426;0.03635;0.009958;0.006013;0.006003;0.1217;0.009104;0.05311;0.368;0.371;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;grassfire;0.1724;0;0.0002373;0;0;0.005944;0;0;0.0004242;0.09112;0;0;0.005944;1.66E-07;1.42E-06;0.2705;0.2705;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;woodedfire;0.7914;0.0001816;0.0008644;0;4.34E-06;0.2377;4.34E-06;0.004351;0.003921;0.04219;0;0;0.2376;0.0255;3.75E-05;1.106;1.106;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1965_BC.nc;1965;forestfire;0.07064;0.02304;0.01279;0.00091;0.0035;0.1547;4.56E-05;0.008216;0.02407;0.01532;0.002821;0.002818;0.1316;0.006578;0.1627;0.4648;0.4707;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1965_BC.nc;1965;grassfire;0.1632;0;0.0001525;0;0;0.008506;0;0;0.0003896;0.1411;0;0;0.008506;4.40E-07;8.78E-07;0.3139;0.3139;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1965_BC.nc;1965;woodedfire;0.7344;0.0009063;0.0007529;0;4.04E-06;0.3422;4.04E-06;0.002007;0.004081;0.06504;0;0;0.3413;0.01923;3.03E-05;1.168;1.168;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1966_BC.nc;1966;forestfire;0.07535;0.01353;0.01013;0.001273;0.003451;0.151;5.21E-05;0.01365;0.01266;0.007379;0.002705;0.002699;0.1375;0.00614;0.08696;0.3735;0.3749;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1966_BC.nc;1966;grassfire;0.1193;0;0.0002125;0;0;0.008621;0;0;0.000418;0.06664;0;0;0.008621;7.08E-07;5.41E-07;0.1956;0.1956;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1966_BC.nc;1966;woodedfire;0.5298;0.0004991;0.0007723;0;4.95E-06;0.3457;4.95E-06;0.004389;0.003863;0.03056;1.20E-05;0;0.3452;0.01692;2.51E-05;0.9318;0.932;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1967_BC.nc;1967;forestfire;0.08006;0.0226;0.003006;0.0006246;0.003147;0.1717;4.62E-05;0.01663;0.01788;0.008662;0.002712;0.002697;0.1491;0.005555;0.03996;0.3557;0.3572;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1967_BC.nc;1967;grassfire;0.1242;0;6.98E-05;0;0;0.009064;0;0;0.0003425;0.08142;0;0;0.009064;1.73E-06;2.09E-06;0.2157;0.2157;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1967_BC.nc;1967;woodedfire;0.541;0.0004079;0.0005715;0;4.24E-06;0.3639;4.24E-06;0.004589;0.004033;0.03586;1.19E-05;0;0.3635;0.0186;3.13E-05;0.9686;0.969;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1968_BC.nc;1968;forestfire;0.08484;0.02142;0.009085;0.004207;0.003809;0.1781;4.39E-05;0.02794;0.01931;0.005664;0.002375;0.002354;0.1567;0.007165;0.06865;0.4132;0.4152;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1968_BC.nc;1968;grassfire;0.138;0;0.0003889;0;0;0.01006;0;0;0.0003625;0.05239;0;0;0.01006;3.31E-07;1.06E-06;0.2015;0.2015;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1968_BC.nc;1968;woodedfire;0.6197;0.0004131;0.0007731;0;1.43E-05;0.4035;4.03E-06;0.004091;0.003932;0.02279;1.03E-05;1.03E-05;0.4031;0.02212;2.33E-05;1.077;1.077;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1969_BC.nc;1969;forestfire;0.08948;0.05459;0.01424;0.001281;0.004119;0.225;3.22E-05;0.03562;0.03165;0.01272;0.002967;0.002954;0.1704;0.007661;0.102;0.5336;0.5365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
RETRO_FIRES_V2_1969_BC.nc;1969;grassfire;0.1331;0;8.87E-05;0;0;0.0112;0;0;0.0003213;0.1177;0;0;0.0112;7.34E-07;1.16E-06;0.263;0.263;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
RETRO_FIRES_V2_1969_BC.nc;1969;woodedfire;0.6;0.000197;0.000631;0;2.94E-06;0.4489;2.94E-06;0.006176;0.003882;0.05304;7.84E-06;0;0.4487;0.01915;3.05E-05;1.132;1.132;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
RETRO_FIRES_V2_1970_BC.nc;1970;forestfire;0.09418;0.03435;0.01061;0.001106;0.007151;0.2101;6.75E-05;0.02741;0.02542;0.009231;0.005503;0.0055;0.1758;0.007441;0.07015;0.4714;0.4731;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;BC
RETRO_FIRES_V2_1970_BC.nc;1970;grassfire;0.2294;0;0.0001618;0;0;0.01415;0;0;0.0003631;0.0872;0;0;0.01415;1.08E-06;1.05E-06;0.3318;0.3318;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;BC
RETRO_FIRES_V2_1970_BC.nc;1970;woodedfire;1.065;0.0007122;0.0008032;0;6.04E-06;0.5671;6.04E-06;0.002933;0.003817;0.03933;6.63E-06;0;0.5664;0.02073;2.51E-05;1.699;1.7;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;BC
RETRO_FIRES_V2_1971_BC.nc;1971;forestfire;0.09889;0.04313;0.001174;0.002781;0.002227;0.2294;3.02E-05;0.03337;0.02375;0.006266;0.001515;0.001515;0.1863;0.00642;0.02081;0.4287;0.4297;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;BC
