filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_SO2.nc;1960;forestfire;0.01909;0.06551;0.02188;0.03188;0.0002516;4.09E-05;0.00645;0.04004;0;0.0008178;0;0;0.02014;0.0009252;0;0.001524;0.0103;9.71E-05;4.25E-05;0.01486;0.3334;0.7745;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;SO2;;
RETRO_FIRES_V2_1960_SO2.nc;1960;grassfire;0.08226;0.007158;0;0.0001658;0;0;2.72E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001237;0.2491;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;SO2;;
RETRO_FIRES_V2_1960_SO2.nc;1960;woodedfire;0.03758;0.1596;0;0.0004701;0;0;0.01844;0;0;0;0;0;0.0001408;0;0;0;1.73E-05;0;0;0.004013;0.005569;1.149;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;SO2;;
RETRO_FIRES_V2_1961_SO2.nc;1961;forestfire;0.0193;0.07106;0.08102;0.02741;0.0003712;7.99E-05;0.006596;0.03398;0;0.001037;0.0001782;0;0.02482;0.0007386;0;0.002024;0.007102;0.0001219;5.60E-05;0.01266;0.1194;0.5771;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;SO2;;
RETRO_FIRES_V2_1961_SO2.nc;1961;grassfire;0.08439;0.005221;0;0.0002149;0;0;5.57E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001011;0.1828;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;SO2;;
RETRO_FIRES_V2_1961_SO2.nc;1961;woodedfire;0.03908;0.1147;0;0.0005344;0;0;0.01124;0;0;0;0;0;0.0003093;0;0;0;1.10E-05;0;0;0.002653;0.005656;0.7259;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;SO2;;
RETRO_FIRES_V2_1962_SO2.nc;1962;forestfire;0.01049;0.07787;0.01152;0.02324;0.0001645;5.65E-05;0.006813;0.02884;0;0.0004229;0;0;0.02642;0.0008759;0;0.0008426;0.006156;5.12E-05;4.29E-05;0.01607;0.2778;0.6002;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;SO2;;
RETRO_FIRES_V2_1962_SO2.nc;1962;grassfire;0.04556;0.004423;0;0.0002966;0;0;1.95E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008759;0.1568;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;SO2;;
RETRO_FIRES_V2_1962_SO2.nc;1962;woodedfire;0.02042;0.09795;0;0.0005933;0;0;0.0158;0;0;0;0;0;0.0002618;0;0;0;3.94E-07;0;0;0.003736;0.005367;0.7512;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;SO2;;
RETRO_FIRES_V2_1963_SO2.nc;1963;forestfire;0.0101;0.08385;0.006193;0.01969;0.0001236;8.69E-05;0.005862;0.04828;0;0.0003231;0;0;0.0245;0.000634;0;0.0006266;0.003849;3.98E-05;3.08E-05;0.02488;0.1241;0.5142;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;SO2;;
RETRO_FIRES_V2_1963_SO2.nc;1963;grassfire;0.04398;0.006268;0;0.0001461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001513;0.1445;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;SO2;;
RETRO_FIRES_V2_1963_SO2.nc;1963;woodedfire;0.01958;0.1199;0;0.0005123;0;0;0.01307;0;0;0;0;0;0.0002477;0;0;0;7.92E-06;0;0;0.006472;0.005956;0.7763;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;SO2;;
RETRO_FIRES_V2_1964_SO2.nc;1964;forestfire;0.01701;0.08819;0.03937;0.02766;0.0002382;8.16E-05;0.007673;0.06182;0;0.0006946;0;0;0.02386;0.000848;0;0.001387;0.004521;8.40E-05;2.95E-05;0.01651;0.1384;0.5872;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;SO2;;
RETRO_FIRES_V2_1964_SO2.nc;1964;grassfire;0.07329;0.00366;0;0.0002073;0;0;1.33E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000997;0.219;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;SO2;;
RETRO_FIRES_V2_1964_SO2.nc;1964;woodedfire;0.03395;0.07346;0;0.0006839;0;0;0.01737;0;0;0;0;0;0.0001461;0;0;0;6.43E-06;0;0;0.003907;0.005608;0.9013;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;SO2;;
RETRO_FIRES_V2_1965_SO2.nc;1965;forestfire;0.02644;0.09765;0.006079;0.02384;0.0002185;8.43E-05;0.005456;0.1323;0;0.0006822;0;0;0.03177;0.0006707;0;0.001269;0.005915;8.15E-05;2.80E-05;0.01144;0.08855;0.5681;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;SO2
RETRO_FIRES_V2_1965_SO2.nc;1965;grassfire;0.1135;0.005516;0;0.0001609;0;0;3.54E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009963;0.2537;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;SO2
RETRO_FIRES_V2_1965_SO2.nc;1965;woodedfire;0.05252;0.1097;0;0.0004151;0;0;0.01326;0;0;0;0;0;0.000729;0;0;0;1.07E-05;0;0;0.002065;0.004813;0.9502;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;SO2
RETRO_FIRES_V2_1966_SO2.nc;1966;forestfire;0.01265;0.1043;0.0365;0.02192;0.0002756;5.62E-05;0.004132;0.04572;0;0.0008246;0.0001415;0;0.01926;0.0004986;0;0.001549;0.01391;9.31E-05;4.66E-05;0.01676;0.05532;0.4809;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;SO2
RETRO_FIRES_V2_1966_SO2.nc;1966;grassfire;0.0536;0.005212;0;0.0001907;0;0;5.69E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00106;0.1587;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;SO2
RETRO_FIRES_V2_1966_SO2.nc;1966;woodedfire;0.0246;0.106;0;0.0005191;0;0;0.01151;0;0;0;0;0;0.0004014;0;0;0;9.50E-06;0;0;0.003982;0.005939;0.7601;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;SO2
RETRO_FIRES_V2_1967_SO2.nc;1967;forestfire;0.0147;0.1083;0.02097;0.006882;0.0002485;4.37E-05;0.003679;0.04323;0;0.0007022;3.00E-05;0;0.031;0.0004772;0;0.00134;0.004628;8.25E-05;2.92E-05;0.01626;0.07097;0.446;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;SO2
RETRO_FIRES_V2_1967_SO2.nc;1967;grassfire;0.06549;0.006052;0;0.0001069;0;0;1.40E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00228;0.1756;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;SO2
RETRO_FIRES_V2_1967_SO2.nc;1967;woodedfire;0.02893;0.1176;0;0.0004699;0;0;0.01283;0;0;0;0;0;0.0003281;0;0;0;7.15E-06;0;0;0.004187;0.005964;0.7936;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;SO2
RETRO_FIRES_V2_1968_SO2.nc;1968;forestfire;0.009496;0.1164;0.04558;0.01828;0.0002044;6.30E-05;0.005273;0.06939;0;0.0006771;0.0004898;0;0.02948;0.0004417;0;0.001284;0.004205;7.83E-05;3.48E-05;0.01843;0.06697;0.5313;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;SO2
RETRO_FIRES_V2_1968_SO2.nc;1968;grassfire;0.04214;0.006293;0;0.0003701;0;0;2.66E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001209;0.1635;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;SO2
RETRO_FIRES_V2_1968_SO2.nc;1968;woodedfire;0.01837;0.138;0;0.0006361;0;0;0.01496;0;0;0;0;0;0.0003323;0;0;0;3.79E-06;0;0;0.003927;0.005444;0.8771;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;SO2
RETRO_FIRES_V2_1969_SO2.nc;1969;forestfire;0.02152;0.1231;0.08273;0.03077;0.0001755;3.90E-05;0.006642;0.1057;0;0.0004807;0;0;0.07655;0.0007832;0;0.0009492;0.009411;5.75E-05;5.37E-05;0.0736;0.1158;0.8326;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;SO2
RETRO_FIRES_V2_1969_SO2.nc;1969;grassfire;0.09466;0.007334;0;0.0001044;0;0;5.90E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001495;0.2128;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;SO2
RETRO_FIRES_V2_1969_SO2.nc;1969;woodedfire;0.04268;0.1531;0;0.0007593;0;0;0.01311;0;0;0;0;0;0.0001585;0;0;0;1.71E-05;0;0;0.011;0.006086;0.9302;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;SO2
