#Region-specific nuclear electric subsector shareweights by GCAM3 region,,,,,,,
region_GCAM3,iso,supplysector,subsector,2020,2035,2050,2100
USA,,electricity,nuclear,0.4,0.8,0.8,0.8
Canada,,electricity,nuclear,1,1.25,1.25,1
Western Europe,,electricity,nuclear,0.7,0.7,0.8,0.8
Japan,,electricity,nuclear,1.5,1.5,1.5,1.5
Australia_NZ,,electricity,nuclear,0,0.05,0.2,0.2
Former Soviet Union,,electricity,nuclear,0.4,0.8,0.9,1
China,,electricity,nuclear,0.05,0.35,0.7,1
Middle East,,electricity,nuclear,0.01,0.2,0.3,0.6
Africa,,electricity,nuclear,0.01,0.2,0.2,0.4
Latin America,,electricity,nuclear,0.1,0.2,0.2,0.4
Southeast Asia,,electricity,nuclear,0.05,0.2,0.2,0.4
Eastern Europe,,electricity,nuclear,0.3,0.7,0.85,1
Korea,,electricity,nuclear,2.25,2.25,1.8,1.5
India,,electricity,nuclear,0.025,0.12,0.3,0.5
,abw,electricity,nuclear,0,0,0,0
,aia,electricity,nuclear,0,0,0,0
,ant,electricity,nuclear,0,0,0,0
,atg,electricity,nuclear,0,0,0,0
,bhs,electricity,nuclear,0,0,0,0
,blz,electricity,nuclear,0,0,0.2,0.4
,bol,electricity,nuclear,0,0,0.2,0.4
,bra,electricity,nuclear,0.01,0.2,0.2,0.4
,brb,electricity,nuclear,0,0,0,0
,chl,electricity,nuclear,0,0.2,0.2,0.4
,col,electricity,nuclear,0,0,0.2,0.4
,cri,electricity,nuclear,0,0,0.2,0.4
,cub,electricity,nuclear,0,0,0.2,0.4
,cym,electricity,nuclear,0,0,0,0
,dma,electricity,nuclear,0,0,0,0
,dom,electricity,nuclear,0,0,0,0
,ecu,electricity,nuclear,0,0,0.2,0.4
,glp,electricity,nuclear,0,0,0,0
,grd,electricity,nuclear,0,0,0,0
,gtm,electricity,nuclear,0,0,0.2,0.4
,guf,electricity,nuclear,0,0,0.2,0.4
,guy,electricity,nuclear,0,0,0.2,0.4
,hnd,electricity,nuclear,0,0,0.2,0.4
,hti,electricity,nuclear,0,0,0,0
,jam,electricity,nuclear,0,0,0,0
,kna,electricity,nuclear,0,0,0,0
,lca,electricity,nuclear,0,0,0,0
,msr,electricity,nuclear,0,0,0,0
,nic,electricity,nuclear,0,0,0.2,0.4
,pan,electricity,nuclear,0,0,0.2,0.4
,per,electricity,nuclear,0,0,0.2,0.4
,pry,electricity,nuclear,0,0,0.2,0.4
,slv,electricity,nuclear,0,0,0.2,0.4
,sur,electricity,nuclear,0,0,0.2,0.4
,tto,electricity,nuclear,0,0,0,0
,ury,electricity,nuclear,0,0,0.2,0.4
,vct,electricity,nuclear,0,0,0,0
,ven,electricity,nuclear,0,0,0.2,0.4
