# Electric sector default efficiencies,,,,,,,,,,,,,,
supplysector,subsector,technology,minicam.energy.input,1971,1990,2005,2010,2015,2020,2035,2050,2065,2080,2100
electricity,coal,coal (conv pul),regional coal,0.3,0.35,0.391,0.391,0.391,0.391,0.4,0.409,0.419,0.428,0.438
electricity,coal,coal (IGCC),regional coal,0.426,0.426,0.426,0.426,0.426,0.426,0.449,0.47,0.486,0.496,0.5
electricity,coal,coal (IGCC CCS),regional coal,0.356329323,0.356329323,0.356329323,0.356329323,0.356329323,0.364289077,0.394133281,0.42094358,0.437259857,0.447735551,0.451345229
electricity,gas,gas (steam/CT),wholesale gas,0.25,0.3,0.33,0.33,0.384,0.384,0.393,0.402,0.411,0.421,0.43
electricity,gas,gas (CC),wholesale gas,0.45,0.45,0.5,0.55,0.554,0.554,0.599,0.64,0.672,0.693,0.7
electricity,gas,gas (CC CCS),wholesale gas,0.487201482,0.487201482,0.487201482,0.487201482,0.487201482,0.490973649,0.539782716,0.583960039,0.616356406,0.637156154,0.644323259
electricity,refined liquids,refined liquids (steam/CT),refined liquids industrial,0.3,0.35,0.384,0.384,0.384,0.384,0.393,0.402,0.411,0.421,0.43
electricity,refined liquids,refined liquids (IGCC),refined liquids industrial,0.426,0.426,0.426,0.426,0.42624803,0.42624803,0.449038642,0.46959835,0.485914627,0.496390322,0.5
electricity,refined liquids,refined liquids (IGCC CCS),refined liquids industrial,0.360,0.360,0.360,0.360,0.360,0.363613943,0.38996481,0.4138824,0.430198677,0.440674372,0.44428405
electricity,biomass,biomass (conv),regional biomass,0.3,0.35,0.382,0.382,0.382,0.382,0.39,0.399,0.408,0.418,0.427
electricity,biomass,biomass (IGCC),regional biomass,0.416,0.416,0.416,0.416,0.416,0.416,0.438,0.458,0.474,0.484,0.488
electricity,biomass,biomass (IGCC CCS),regional biomass,0.356852457,0.356852457,0.356852457,0.356852457,0.356852457,0.363558477,0.391730813,0.417050624,0.432965367,0.443183262,0.446704108
electricity,nuclear,Gen_II_LWR,nuclearFuelGenII,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
electricity,nuclear,Gen_III,nuclearFuelGenIII,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333
electricity,wind,wind,onshore wind resource,1,1,1,1,1,1,1,1,1,1,1
electricity,wind,wind_storage,onshore wind resource,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
electricity,solar,PV,global solar resource,1,1,1,1,1,1,1,1,1,1,1
electricity,solar,PV,backup_electricity,1,1,1,1,1,1,1,1,1,1,1
electricity,solar,PV_storage,global solar resource,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
electricity,solar,CSP,global solar resource,1,1,1,1,1,1,1,1,1,1,1
electricity,solar,CSP,csp_backup,1,1,1,1,1,1,1,1,1,1,1
electricity,solar,CSP_storage,global solar resource,1,1,1,1,1,1,1,1,1,1,1
electricity,geothermal,geothermal,geothermal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
elect_td_bld,rooftop_pv,rooftop_pv,distributed_solar,1,1,1,1,1,1,1,1,1,1,1
elect_td_bld,rooftop_pv,rooftop_pv,backup_electricity,1,1,1,1,1,1,1,1,1,1,1
