# Electricity technology variable operations and maintenance costs,,,,,,,,,,,,,
supplysector,subsector,technology,input.OM.var,1971,1990,2005,2020,2035,2050,2065,2080,2095,2100
electricity,coal,coal (conv pul),OM-var,1.47,1.47,1.47,1.47,1.39,1.31,1.23,1.16,1.09,1.09
electricity,coal,coal (IGCC),OM-var,0.94,0.94,0.94,0.94,0.87,0.79,0.78,0.76,0.75,0.75
electricity,coal,coal (IGCC CCS),OM-var,1.72,1.72,1.72,1.72,1.55,1.37,1.35,1.31,1.30,1.30
electricity,gas,gas (steam/CT),OM-var,1.08,1.08,1.08,1.12,1.05,0.99,0.93,0.88,0.83,0.83
electricity,gas,gas (CC),OM-var,0.65,0.65,0.65,0.65,0.60,0.55,0.54,0.53,0.52,0.52
electricity,gas,gas (CC CCS),OM-var,0.83,0.83,0.83,0.83,0.75,0.68,0.67,0.65,0.64,0.64
electricity,refined liquids,refined liquids (steam/CT),OM-var,1.08,1.08,1.08,1.12,1.05,0.99,0.93,0.88,0.83,0.83
electricity,refined liquids,refined liquids (IGCC),OM-var,0.84,0.84,0.84,0.84,0.77,0.71,0.70,0.68,0.68,0.68
electricity,refined liquids,refined liquids (IGCC CCS),OM-var,1.21,1.21,1.21,1.21,1.08,0.98,0.96,0.93,0.93,0.93
electricity,biomass,biomass (conv),OM-var,1.49,1.49,1.49,1.49,1.41,1.32,1.25,1.17,1.11,1.11
electricity,biomass,biomass (IGCC),OM-var,0.95,0.95,0.95,0.95,0.89,0.80,0.79,0.77,0.76,0.76
electricity,biomass,biomass (IGCC CCS),OM-var,1.62,1.62,1.62,1.62,1.46,1.30,1.28,1.24,1.23,1.23
electricity,nuclear,Gen_II_LWR,OM-var,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
electricity,nuclear,Gen_III,OM-var,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15
electricity,wind,wind,OM-var,2.28,2.28,2.28,1.50,1.44,1.39,1.34,1.29,1.24,1.24
electricity,wind,wind_storage,OM-var,3.91,3.91,3.91,3.13,3.07,3.02,2.97,2.92,2.87,2.87
