TIMER_REGION,TIMER_SECTOR,UNIT,POLL,IDYEARS,CLE,MFR,SLE
Brazil,End_Use_Industry_Coal,kt,BC,2000,0.417900006,0.008697391,0.131458175
Brazil,End_Use_Industry_Coal,kt,BC,2005,0.884924329,0.020451306,0.279793213
Brazil,End_Use_Industry_Coal,kt,BC,2010,1.502356325,0.042283674,0.48030547
Brazil,End_Use_Industry_Coal,kt,BC,2020,1.911288881,0.062576581,0.617190271
Brazil,End_Use_Industry_Coal,kt,BC,2030,2.37191863,0.092620688,0.776410071
Brazil,End_Use_Industry_Coal,kt,CO,2000,11.99444108,11.50651688,11.65289414
Brazil,End_Use_Industry_Coal,kt,CO,2005,23.03688126,22.30195667,22.52243405
Brazil,End_Use_Industry_Coal,kt,CO,2010,38.16895495,35.49451193,36.29684483
Brazil,End_Use_Industry_Coal,kt,CO,2020,49.83219664,44.70200486,46.24106239
Brazil,End_Use_Industry_Coal,kt,CO,2030,70.96739835,61.56772856,64.3876295
Brazil,End_Use_Industry_Coal,kt,NOX,2000,26.30994506,6.598069026,12.51163184
Brazil,End_Use_Industry_Coal,kt,NOX,2005,22.80906509,7.221364043,11.89767436
Brazil,End_Use_Industry_Coal,kt,NOX,2010,26.75543951,8.403352195,13.90897839
Brazil,End_Use_Industry_Coal,kt,NOX,2020,24.32922513,7.702647645,12.69062089
Brazil,End_Use_Industry_Coal,kt,NOX,2030,27.07791294,8.572883898,14.12439261
Brazil,End_Use_Industry_Coal,kt,OC,2000,0.410171912,0.008704133,0.129144467
Brazil,End_Use_Industry_Coal,kt,OC,2005,0.877002296,0.020454918,0.277419131
Brazil,End_Use_Industry_Coal,kt,OC,2010,1.497435781,0.042288202,0.478832476
Brazil,End_Use_Industry_Coal,kt,OC,2020,1.906800203,0.062580613,0.61584649
Brazil,End_Use_Industry_Coal,kt,OC,2030,2.366922826,0.092625176,0.774914471
Brazil,End_Use_Industry_Coal,kt,SO2,2000,76.0003276,13.52780413,32.26956117
Brazil,End_Use_Industry_Coal,kt,SO2,2005,64.25076658,14.85785752,29.67573024
Brazil,End_Use_Industry_Coal,kt,SO2,2010,76.2021198,18.04967147,35.49540597
Brazil,End_Use_Industry_Coal,kt,SO2,2020,70.86218101,18.17737348,33.98281574
Brazil,End_Use_Industry_Coal,kt,SO2,2030,80.1809244,21.54384804,39.13497095
Brazil,End_Use_Industry_Coal,kt,VOC,2000,1.627997616,1.627997616,1.627997616
Brazil,End_Use_Industry_Coal,kt,VOC,2005,1.887139961,1.887139961,1.887139961
Brazil,End_Use_Industry_Coal,kt,VOC,2010,2.214764611,2.214764611,2.214764611
Brazil,End_Use_Industry_Coal,kt,VOC,2020,2.012912531,2.012912531,2.012912531
Brazil,End_Use_Industry_Coal,kt,VOC,2030,2.240329069,2.240329069,2.240329069
Brazil,End_Use_Industry_HLF,kt,BC,2000,0.578279252,0.006005197,0.177687413
Brazil,End_Use_Industry_HLF,kt,BC,2005,0.894605991,0.013124468,0.277568925
Brazil,End_Use_Industry_HLF,kt,BC,2010,0.944475295,0.013867283,0.293049686
Brazil,End_Use_Industry_HLF,kt,BC,2020,1.24421409,0.018276345,0.386057668
Brazil,End_Use_Industry_HLF,kt,BC,2030,1.379848526,0.020270553,0.428143945
Brazil,End_Use_Industry_HLF,kt,CO,2000,17.29220598,14.85992081,15.58960636
Brazil,End_Use_Industry_HLF,kt,CO,2005,20.82037165,17.1409711,18.24479126
Brazil,End_Use_Industry_HLF,kt,CO,2010,22.27276258,18.38565839,19.55178965
Brazil,End_Use_Industry_HLF,kt,CO,2020,29.55332148,24.43071742,25.96749864
Brazil,End_Use_Industry_HLF,kt,CO,2030,32.82359066,27.14212794,28.84656676
Brazil,End_Use_Industry_HLF,kt,NOX,2000,78.35210724,15.10783239,34.08111485
Brazil,End_Use_Industry_HLF,kt,NOX,2005,90.93755439,17.68745709,39.66248628
Brazil,End_Use_Industry_HLF,kt,NOX,2010,97.41389349,19.0110724,42.53191873
Brazil,End_Use_Industry_HLF,kt,NOX,2020,129.3519046,25.28983902,56.5084587
Brazil,End_Use_Industry_HLF,kt,NOX,2030,143.6872,28.10297664,62.77824364
Brazil,End_Use_Industry_HLF,kt,OC,2000,0.253039214,0.002440188,0.077619896
Brazil,End_Use_Industry_HLF,kt,OC,2005,0.395619483,0.004974499,0.122167994
Brazil,End_Use_Industry_HLF,kt,OC,2010,0.41746193,0.005228682,0.128898657
Brazil,End_Use_Industry_HLF,kt,OC,2020,0.549794235,0.006871255,0.169748149
Brazil,End_Use_Industry_HLF,kt,OC,2030,0.609693312,0.007616455,0.188239512
Brazil,End_Use_Industry_HLF,kt,SO2,2000,472.1901673,70.5185801,191.0200562
Brazil,End_Use_Industry_HLF,kt,SO2,2005,463.8160461,74.70289271,191.4368387
Brazil,End_Use_Industry_HLF,kt,SO2,2010,438.4920736,80.23647456,187.7131543
Brazil,End_Use_Industry_HLF,kt,SO2,2020,534.5609747,106.6956085,235.0552183
Brazil,End_Use_Industry_HLF,kt,SO2,2030,594.5273977,118.5548022,261.3465809
Brazil,End_Use_Industry_HLF,kt,VOC,2000,2.900358567,2.006665514,2.27477343
Brazil,End_Use_Industry_HLF,kt,VOC,2005,4.037816381,2.285502286,2.811196514
Brazil,End_Use_Industry_HLF,kt,VOC,2010,4.286068284,2.450906245,3.001454857
Brazil,End_Use_Industry_HLF,kt,VOC,2020,5.663133606,3.256346191,3.978382415
Brazil,End_Use_Industry_HLF,kt,VOC,2030,6.284342536,3.617656854,4.417662559
Brazil,End_Use_Industry_LLF,kt,BC,2000,2.81E-05,2.81E-05,2.81E-05
Brazil,End_Use_Industry_LLF,kt,BC,2005,0.031759959,0.015767965,0.020565563
Brazil,End_Use_Industry_LLF,kt,BC,2010,0.033946596,0.017198513,0.022222938
Brazil,End_Use_Industry_LLF,kt,BC,2020,0.045022401,0.023057543,0.029647
Brazil,End_Use_Industry_LLF,kt,BC,2030,0.049999712,0.025662966,0.03296399
Brazil,End_Use_Industry_LLF,kt,CO,2000,0.0336,0.0336,0.0336
Brazil,End_Use_Industry_LLF,kt,CO,2005,162.2966543,13.05423155,57.82695837
Brazil,End_Use_Industry_LLF,kt,CO,2010,170.7367539,14.43827422,61.32781813
Brazil,End_Use_Industry_LLF,kt,CO,2020,224.4805707,19.49746522,80.99239688
Brazil,End_Use_Industry_LLF,kt,CO,2030,248.8505674,21.73224828,89.86774402
Brazil,End_Use_Industry_LLF,kt,NOX,2000,0.058800001,0.0294,0.03822
Brazil,End_Use_Industry_LLF,kt,NOX,2005,13.22566197,4.330509586,6.999055302
Brazil,End_Use_Industry_LLF,kt,NOX,2010,17.42959131,6.324568009,9.656075
Brazil,End_Use_Industry_LLF,kt,NOX,2020,25.48078024,9.60564251,14.36818383
Brazil,End_Use_Industry_LLF,kt,NOX,2030,28.83591614,10.94470301,16.31206695
Brazil,End_Use_Industry_LLF,kt,OC,2000,0.000315,0.000315,0.000315
Brazil,End_Use_Industry_LLF,kt,OC,2005,0.100532225,0.009729117,0.03697005
Brazil,End_Use_Industry_LLF,kt,OC,2010,0.105285305,0.010189102,0.038717963
Brazil,End_Use_Industry_LLF,kt,OC,2020,0.138080094,0.013362854,0.050778026
Brazil,End_Use_Industry_LLF,kt,OC,2030,0.152990749,0.014805849,0.056261319
Brazil,End_Use_Industry_LLF,kt,VOC,2000,0.0021,0.0021,0.0021
Brazil,End_Use_Industry_LLF,kt,VOC,2005,4.153399027,0.173287088,1.36732067
Brazil,End_Use_Industry_LLF,kt,VOC,2010,4.34976826,0.181479957,1.431966448
Brazil,End_Use_Industry_LLF,kt,VOC,2020,5.704655656,0.238008234,1.878002461
Brazil,End_Use_Industry_LLF,kt,VOC,2030,6.320676041,0.263709684,2.080799591
Brazil,End_Use_Industry_NatGas,kt,BC,2000,0.001396479,0.001396479,0.001396479
Brazil,End_Use_Industry_NatGas,kt,BC,2005,0.001866478,0.001866478,0.001866478
Brazil,End_Use_Industry_NatGas,kt,BC,2010,0.002432377,0.002432377,0.002432377
Brazil,End_Use_Industry_NatGas,kt,BC,2020,0.003898588,0.003898588,0.003898588
Brazil,End_Use_Industry_NatGas,kt,BC,2030,0.005898905,0.005898905,0.005898905
Brazil,End_Use_Industry_NatGas,kt,CO,2000,7.295038873,6.711435763,6.886516696
Brazil,End_Use_Industry_NatGas,kt,CO,2005,9.750260059,8.970239254,9.204245496
Brazil,End_Use_Industry_NatGas,kt,CO,2010,12.70644766,11.68993185,11.99488659
Brazil,End_Use_Industry_NatGas,kt,CO,2020,20.3657585,18.73649782,19.22527603
Brazil,End_Use_Industry_NatGas,kt,CO,2030,30.81517631,28.3499622,29.08952644
Brazil,End_Use_Industry_NatGas,kt,NOX,2000,20.84296821,4.168593642,9.170906012
Brazil,End_Use_Industry_NatGas,kt,NOX,2005,27.85788588,5.571577177,12.25746979
Brazil,End_Use_Industry_NatGas,kt,NOX,2010,36.30413618,7.260827236,15.97381992
Brazil,End_Use_Industry_NatGas,kt,NOX,2020,58.18788144,11.63757629,25.60266783
Brazil,End_Use_Industry_NatGas,kt,NOX,2030,88.04336088,17.60867218,38.73907879
Brazil,End_Use_Industry_NatGas,kt,OC,2000,0.015632226,0.015632226,0.015632226
Brazil,End_Use_Industry_NatGas,kt,OC,2005,0.020893414,0.020893414,0.020893414
Brazil,End_Use_Industry_NatGas,kt,OC,2010,0.027228102,0.027228102,0.027228102
Brazil,End_Use_Industry_NatGas,kt,OC,2020,0.043640911,0.043640911,0.043640911
Brazil,End_Use_Industry_NatGas,kt,OC,2030,0.066032521,0.066032521,0.066032521
Brazil,End_Use_Industry_NatGas,kt,VOC,2000,0.416859364,0.416859364,0.416859364
Brazil,End_Use_Industry_NatGas,kt,VOC,2005,0.557157718,0.557157718,0.557157718
Brazil,End_Use_Industry_NatGas,kt,VOC,2010,0.726082724,0.726082724,0.726082724
Brazil,End_Use_Industry_NatGas,kt,VOC,2020,1.163757629,1.163757629,1.163757629
Brazil,End_Use_Industry_NatGas,kt,VOC,2030,1.760867218,1.760867218,1.760867218
Brazil,End_Use_Others_Bio_Trad,kt,BC,2000,28.40522612,7.01906343,13.43491224
Brazil,End_Use_Others_Bio_Trad,kt,BC,2005,6.621142146,1.637750452,3.132767961
Brazil,End_Use_Others_Bio_Trad,kt,BC,2010,6.221049867,1.540326663,2.944543624
Brazil,End_Use_Others_Bio_Trad,kt,BC,2020,7.230823095,1.79393565,3.425001884
Brazil,End_Use_Others_Bio_Trad,kt,BC,2030,7.829036597,1.946252427,3.711087678
Brazil,End_Use_Others_Bio_Trad,kt,CO,2000,2053.940871,526.6515053,984.8383148
Brazil,End_Use_Others_Bio_Trad,kt,CO,2005,474.3546178,122.9091687,228.3428034
Brazil,End_Use_Others_Bio_Trad,kt,CO,2010,441.5140686,115.5977514,213.3726466
Brazil,End_Use_Others_Bio_Trad,kt,CO,2020,503.4395503,134.6304861,245.2732054
Brazil,End_Use_Others_Bio_Trad,kt,CO,2030,534.5024011,146.0614879,262.5937619
Brazil,End_Use_Others_Bio_Trad,kt,NOX,2000,22.17480022,22.17480022,22.17480022
Brazil,End_Use_Others_Bio_Trad,kt,NOX,2005,5.189708807,5.189708807,5.189708807
Brazil,End_Use_Others_Bio_Trad,kt,NOX,2010,4.880991996,4.880991996,4.880991996
Brazil,End_Use_Others_Bio_Trad,kt,NOX,2020,5.684628956,5.684628956,5.684628956
Brazil,End_Use_Others_Bio_Trad,kt,NOX,2030,6.167290838,6.167290838,6.167290838
Brazil,End_Use_Others_Bio_Trad,kt,OC,2000,88.37261028,11.79515095,34.76838875
Brazil,End_Use_Others_Bio_Trad,kt,OC,2005,20.29945663,2.75214977,8.016341827
Brazil,End_Use_Others_Bio_Trad,kt,OC,2010,18.79054864,2.588434438,7.4490687
Brazil,End_Use_Others_Bio_Trad,kt,OC,2020,21.18236872,3.014610425,8.464937914
Brazil,End_Use_Others_Bio_Trad,kt,OC,2030,22.21931417,3.27057041,8.955193538
Brazil,End_Use_Others_Bio_Trad,kt,SO2,2000,9.239500092,9.239500092,9.239500092
Brazil,End_Use_Others_Bio_Trad,kt,SO2,2005,2.16237867,2.16237867,2.16237867
Brazil,End_Use_Others_Bio_Trad,kt,SO2,2010,2.033746665,2.033746665,2.033746665
Brazil,End_Use_Others_Bio_Trad,kt,SO2,2020,2.368595398,2.368595398,2.368595398
Brazil,End_Use_Others_Bio_Trad,kt,SO2,2030,2.569704516,2.569704516,2.569704516
Brazil,End_Use_Others_Bio_Trad,kt,VOC,2000,567.9262001,35.17810307,195.0025322
Brazil,End_Use_Others_Bio_Trad,kt,VOC,2005,130.3483702,8.36493599,44.95996624
Brazil,End_Use_Others_Bio_Trad,kt,VOC,2010,120.4104542,7.867336518,41.63027182
Brazil,End_Use_Others_Bio_Trad,kt,VOC,2020,135.1484825,9.162663862,46.95840945
Brazil,End_Use_Others_Bio_Trad,kt,VOC,2030,141.104438,9.940633474,49.28977484
Brazil,End_Use_Others_HLF,kt,BC,2000,7.967645768,0.338412176,2.627182254
Brazil,End_Use_Others_HLF,kt,BC,2005,8.299943919,0.170015976,2.608994359
Brazil,End_Use_Others_HLF,kt,BC,2010,9.134712906,0.187117622,2.871396207
Brazil,End_Use_Others_HLF,kt,BC,2020,9.988988173,0.204629077,3.139936806
Brazil,End_Use_Others_HLF,kt,BC,2030,10.79169293,0.221099392,3.392277453
Brazil,End_Use_Others_HLF,kt,CO,2000,58.79508139,22.74331882,33.55884759
Brazil,End_Use_Others_HLF,kt,CO,2005,61.08363261,22.91093113,34.36274157
Brazil,End_Use_Others_HLF,kt,CO,2010,67.21276393,25.21550649,37.81468372
Brazil,End_Use_Others_HLF,kt,CO,2020,73.41990009,27.57530669,41.32868471
Brazil,End_Use_Others_HLF,kt,CO,2030,79.15003008,29.79480546,44.60137285
Brazil,End_Use_Others_HLF,kt,NOX,2000,172.6655257,9.220385812,58.25392779
Brazil,End_Use_Others_HLF,kt,NOX,2005,179.1324913,7.187203244,58.77078967
Brazil,End_Use_Others_HLF,kt,NOX,2010,197.1511534,7.910152975,64.6824531
Brazil,End_Use_Others_HLF,kt,NOX,2020,215.601599,8.650426845,70.73577849
Brazil,End_Use_Others_HLF,kt,NOX,2030,232.9550772,9.346687887,76.42920469
Brazil,End_Use_Others_HLF,kt,OC,2000,5.457455023,0.102580336,1.709042742
Brazil,End_Use_Others_HLF,kt,OC,2005,5.810928143,0.098615361,1.812309196
Brazil,End_Use_Others_HLF,kt,OC,2010,6.395405376,0.108534929,1.994596063
Brazil,End_Use_Others_HLF,kt,OC,2020,6.993729248,0.1186922,2.181203315
Brazil,End_Use_Others_HLF,kt,OC,2030,7.556230222,0.128245574,2.356640968
Brazil,End_Use_Others_HLF,kt,SO2,2000,81.52645785,9.553119686,31.14512114
Brazil,End_Use_Others_HLF,kt,SO2,2005,35.7482216,1.702596822,11.91628426
Brazil,End_Use_Others_HLF,kt,SO2,2010,22.96593073,1.87385842,8.201480114
Brazil,End_Use_Others_HLF,kt,SO2,2020,24.52163441,2.049223983,8.79094711
Brazil,End_Use_Others_HLF,kt,SO2,2030,26.49534727,2.214163222,9.498518436
Brazil,End_Use_Others_HLF,kt,VOC,2000,28.76384989,2.964322791,10.70418092
Brazil,End_Use_Others_HLF,kt,VOC,2005,30.57967874,3.051615846,11.31003471
Brazil,End_Use_Others_HLF,kt,VOC,2010,33.65564163,3.358573195,12.44769373
Brazil,End_Use_Others_HLF,kt,VOC,2020,36.80531423,3.672886204,13.61261461
Brazil,End_Use_Others_HLF,kt,VOC,2030,39.76772371,3.968511798,14.70827537
Brazil,End_Use_Others_LLF,kt,BC,2000,5.19E-05,5.19E-05,5.19E-05
Brazil,End_Use_Others_LLF,kt,BC,2005,0.003983768,0.001871675,0.002505303
Brazil,End_Use_Others_LLF,kt,BC,2010,0.004384489,0.002059944,0.002757308
Brazil,End_Use_Others_LLF,kt,BC,2020,0.004794812,0.002252725,0.003015351
Brazil,End_Use_Others_LLF,kt,BC,2030,0.00518074,0.002434044,0.003258053
Brazil,End_Use_Others_LLF,kt,CO,2000,0.062000001,0.062000001,0.062000001
Brazil,End_Use_Others_LLF,kt,CO,2005,25.9120234,1.821141905,9.048406354
Brazil,End_Use_Others_LLF,kt,CO,2010,28.51847402,2.004327771,9.958571647
Brazil,End_Use_Others_LLF,kt,CO,2020,31.18738336,2.191903344,10.89054735
Brazil,End_Use_Others_LLF,kt,CO,2030,33.69761325,2.368326651,11.76711263
Brazil,End_Use_Others_LLF,kt,NOX,2000,0.093000001,0.065100001,0.073470001
Brazil,End_Use_Others_LLF,kt,NOX,2005,0.639754592,0.020801836,0.206487663
Brazil,End_Use_Others_LLF,kt,NOX,2010,0.704106523,0.022894261,0.22725794
Brazil,End_Use_Others_LLF,kt,NOX,2020,0.770000528,0.025036827,0.248525937
Brazil,End_Use_Others_LLF,kt,NOX,2030,0.831976819,0.027052007,0.268529451
Brazil,End_Use_Others_LLF,kt,OC,2000,0.00058125,0.00058125,0.00058125
Brazil,End_Use_Others_LLF,kt,OC,2005,0.013266077,0.001273543,0.004871303
Brazil,End_Use_Others_LLF,kt,OC,2010,0.014600491,0.001401647,0.0053613
Brazil,End_Use_Others_LLF,kt,OC,2020,0.015966882,0.001532821,0.005863039
Brazil,End_Use_Others_LLF,kt,OC,2030,0.017252035,0.001656195,0.006334947
Brazil,End_Use_Others_LLF,kt,VOC,2000,0.0031,0.0031,0.0031
Brazil,End_Use_Others_LLF,kt,VOC,2005,0.534371703,0.011264391,0.168196585
Brazil,End_Use_Others_LLF,kt,VOC,2010,0.588123332,0.012397458,0.185115221
Brazil,End_Use_Others_LLF,kt,VOC,2020,0.643163018,0.013557678,0.20243928
Brazil,End_Use_Others_LLF,kt,VOC,2030,0.694930331,0.014648917,0.218733341
Brazil,End_Use_Others_NatGas,kt,BC,2000,6.31E-05,6.31E-05,6.31E-05
Brazil,End_Use_Others_NatGas,kt,BC,2005,9.76E-07,9.76E-07,9.76E-07
Brazil,End_Use_Others_NatGas,kt,BC,2010,1.06E-06,1.06E-06,1.06E-06
Brazil,End_Use_Others_NatGas,kt,BC,2020,2.11E-06,2.11E-06,2.11E-06
Brazil,End_Use_Others_NatGas,kt,BC,2030,3.62E-06,3.62E-06,3.62E-06
Brazil,End_Use_Others_NatGas,kt,CO,2000,0.292020003,0.292020003,0.292020003
Brazil,End_Use_Others_NatGas,kt,CO,2005,0.004518018,0.004518018,0.004518018
Brazil,End_Use_Others_NatGas,kt,CO,2010,0.004922527,0.004922527,0.004922527
Brazil,End_Use_Others_NatGas,kt,CO,2020,0.009770753,0.009770753,0.009770753
Brazil,End_Use_Others_NatGas,kt,CO,2030,0.016726944,0.016726944,0.016726944
Brazil,End_Use_Others_NatGas,kt,NOX,2000,0.565200006,0.282600003,0.367380004
Brazil,End_Use_Others_NatGas,kt,NOX,2005,0.00874455,0.004372275,0.005683958
Brazil,End_Use_Others_NatGas,kt,NOX,2010,0.009527471,0.004763735,0.006192856
Brazil,End_Use_Others_NatGas,kt,NOX,2020,0.018911135,0.009455567,0.012292238
Brazil,End_Use_Others_NatGas,kt,NOX,2030,0.03237473,0.016187365,0.021043574
Brazil,End_Use_Others_NatGas,kt,OC,2000,0.0007065,0.0007065,0.0007065
Brazil,End_Use_Others_NatGas,kt,OC,2005,1.09E-05,1.09E-05,1.09E-05
Brazil,End_Use_Others_NatGas,kt,OC,2010,1.19E-05,1.19E-05,1.19E-05
Brazil,End_Use_Others_NatGas,kt,OC,2020,2.36E-05,2.36E-05,2.36E-05
Brazil,End_Use_Others_NatGas,kt,OC,2030,4.05E-05,4.05E-05,4.05E-05
Brazil,End_Use_Others_NatGas,kt,VOC,2000,0.01884,0.01884,0.01884
Brazil,End_Use_Others_NatGas,kt,VOC,2005,0.000291485,0.000291485,0.000291485
Brazil,End_Use_Others_NatGas,kt,VOC,2010,0.000317582,0.000317582,0.000317582
Brazil,End_Use_Others_NatGas,kt,VOC,2020,0.000630371,0.000630371,0.000630371
Brazil,End_Use_Others_NatGas,kt,VOC,2030,0.001079158,0.001079158,0.001079158
Brazil,End_Use_Residential_Bio_Trad,kt,BC,2005,26.73931722,6.614014306,12.65160518
Brazil,End_Use_Residential_Bio_Trad,kt,BC,2010,25.12355454,6.220570766,11.8914659
Brazil,End_Use_Residential_Bio_Trad,kt,BC,2020,29.20149851,7.244764328,13.83178458
Brazil,End_Use_Residential_Bio_Trad,kt,BC,2030,31.6173688,7.859891826,14.98713492
Brazil,End_Use_Residential_Bio_Trad,kt,CO,2005,1917.890494,498.5868235,924.3779246
Brazil,End_Use_Residential_Bio_Trad,kt,CO,2010,1785.132624,468.9277155,863.7891881
Brazil,End_Use_Residential_Bio_Trad,kt,CO,2020,2035.561095,546.1348988,992.9627577
Brazil,End_Use_Residential_Bio_Trad,kt,CO,2030,2161.214224,592.5052952,1063.117974
Brazil,End_Use_Residential_Bio_Trad,kt,NOX,2005,22.29123832,22.29123832,22.29123832
Brazil,End_Use_Residential_Bio_Trad,kt,NOX,2010,20.96521402,20.96521402,20.96521402
Brazil,End_Use_Residential_Bio_Trad,kt,NOX,2020,24.41705759,24.41705759,24.41705759
Brazil,End_Use_Residential_Bio_Trad,kt,NOX,2030,26.49022421,26.49022421,26.49022421
Brazil,End_Use_Residential_Bio_Trad,kt,OC,2005,81.97884869,11.11448812,32.37379629
Brazil,End_Use_Residential_Bio_Trad,kt,OC,2010,75.88516149,10.45332784,30.08287794
Brazil,End_Use_Residential_Bio_Trad,kt,OC,2020,85.54446714,12.17442893,34.18544039
Brazil,End_Use_Residential_Bio_Trad,kt,OC,2030,89.73214544,13.20811693,36.16532548
Brazil,End_Use_Residential_Bio_Trad,kt,SO2,2005,9.288015967,9.288015967,9.288015967
Brazil,End_Use_Residential_Bio_Trad,kt,SO2,2010,8.735505841,8.735505841,8.735505841
Brazil,End_Use_Residential_Bio_Trad,kt,SO2,2020,10.173774,10.173774,10.173774
Brazil,End_Use_Residential_Bio_Trad,kt,SO2,2030,11.03759342,11.03759342,11.03759342
Brazil,End_Use_Residential_Bio_Trad,kt,VOC,2005,539.735927,47.10887405,194.8969899
Brazil,End_Use_Residential_Bio_Trad,kt,VOC,2010,498.8091098,44.3065393,180.6573104
Brazil,End_Use_Residential_Bio_Trad,kt,VOC,2020,560.3920268,51.60144422,204.238619
Brazil,End_Use_Residential_Bio_Trad,kt,VOC,2030,585.6844911,55.98274164,214.8932665
Brazil,End_Use_Residential_LLF,kt,BC,2005,0.00487448,0.00487448,0.00487448
Brazil,End_Use_Residential_LLF,kt,BC,2010,0.005364796,0.005364796,0.005364796
Brazil,End_Use_Residential_LLF,kt,BC,2020,0.005866862,0.005866862,0.005866862
Brazil,End_Use_Residential_LLF,kt,BC,2030,0.006339078,0.006339078,0.006339078
Brazil,End_Use_Residential_LLF,kt,CO,2005,9.681629135,9.681629135,9.681629135
Brazil,End_Use_Residential_LLF,kt,CO,2010,10.65548933,10.65548933,10.65548933
Brazil,End_Use_Residential_LLF,kt,CO,2020,11.65268627,11.65268627,11.65268627
Brazil,End_Use_Residential_LLF,kt,CO,2030,12.59059507,12.59059507,12.59059507
Brazil,End_Use_Residential_LLF,kt,NOX,2005,14.5224437,10.16571059,11.47273052
Brazil,End_Use_Residential_LLF,kt,NOX,2010,15.983234,11.1882638,12.62675486
Brazil,End_Use_Residential_LLF,kt,NOX,2020,17.47902941,12.23532058,13.80843323
Brazil,End_Use_Residential_LLF,kt,NOX,2030,18.88589261,13.22012483,14.91985516
Brazil,End_Use_Residential_LLF,kt,OC,2005,0.000264773,0.000264773,0.000264773
Brazil,End_Use_Residential_LLF,kt,OC,2010,0.000291406,0.000291406,0.000291406
Brazil,End_Use_Residential_LLF,kt,OC,2020,0.000318678,0.000318678,0.000318678
Brazil,End_Use_Residential_LLF,kt,OC,2030,0.000344328,0.000344328,0.000344328
Brazil,End_Use_Residential_LLF,kt,VOC,2005,0.725416123,0.725416123,0.725416123
Brazil,End_Use_Residential_LLF,kt,VOC,2010,0.798384616,0.798384616,0.798384616
Brazil,End_Use_Residential_LLF,kt,VOC,2020,0.873101663,0.873101663,0.873101663
Brazil,End_Use_Residential_LLF,kt,VOC,2030,0.943376423,0.943376423,0.943376423
Brazil,End_Use_Residential_NatGas,kt,BC,2005,5.07E-05,5.07E-05,5.07E-05
Brazil,End_Use_Residential_NatGas,kt,BC,2010,5.52E-05,5.52E-05,5.52E-05
Brazil,End_Use_Residential_NatGas,kt,BC,2020,0.000109549,0.000109549,0.000109549
Brazil,End_Use_Residential_NatGas,kt,BC,2030,0.000187541,0.000187541,0.000187541
Brazil,End_Use_Residential_NatGas,kt,CO,2005,0.234376227,0.234376227,0.234376227
Brazil,End_Use_Residential_NatGas,kt,CO,2010,0.255360489,0.255360489,0.255360489
Brazil,End_Use_Residential_NatGas,kt,CO,2020,0.506866587,0.506866587,0.506866587
Brazil,End_Use_Residential_NatGas,kt,CO,2030,0.86772522,0.86772522,0.86772522
Brazil,End_Use_Residential_NatGas,kt,NOX,2005,0.453631406,0.226815703,0.294860414
Brazil,End_Use_Residential_NatGas,kt,NOX,2010,0.494246107,0.247123054,0.32125997
Brazil,End_Use_Residential_NatGas,kt,NOX,2020,0.981032104,0.490516052,0.637670868
Brazil,End_Use_Residential_NatGas,kt,NOX,2030,1.679468167,0.839734084,1.091654309
Brazil,End_Use_Residential_NatGas,kt,OC,2005,0.000567039,0.000567039,0.000567039
Brazil,End_Use_Residential_NatGas,kt,OC,2010,0.000617808,0.000617808,0.000617808
Brazil,End_Use_Residential_NatGas,kt,OC,2020,0.00122629,0.00122629,0.00122629
Brazil,End_Use_Residential_NatGas,kt,OC,2030,0.002099335,0.002099335,0.002099335
Brazil,End_Use_Residential_NatGas,kt,VOC,2005,0.015121047,0.015121047,0.015121047
Brazil,End_Use_Residential_NatGas,kt,VOC,2010,0.01647487,0.01647487,0.01647487
Brazil,End_Use_Residential_NatGas,kt,VOC,2020,0.03270107,0.03270107,0.03270107
Brazil,End_Use_Residential_NatGas,kt,VOC,2030,0.055982272,0.055982272,0.055982272
Brazil,End_Use_Services_Bio_Mod,kt,BC,2005,0.015402112,3.10E-06,0.004622802
Brazil,End_Use_Services_Bio_Mod,kt,BC,2010,0.016555311,3.33E-06,0.004968924
Brazil,End_Use_Services_Bio_Mod,kt,BC,2020,0.023834769,4.85E-06,0.007153824
Brazil,End_Use_Services_Bio_Mod,kt,BC,2030,0.030683136,6.31E-06,0.009209358
Brazil,End_Use_Services_Bio_Mod,kt,CO,2005,0.309745846,0.216822092,0.244699218
Brazil,End_Use_Services_Bio_Mod,kt,CO,2010,0.332937368,0.233056158,0.263020521
Brazil,End_Use_Services_Bio_Mod,kt,CO,2020,0.484692816,0.339284971,0.382907325
Brazil,End_Use_Services_Bio_Mod,kt,CO,2030,0.631015657,0.44171096,0.498502369
Brazil,End_Use_Services_Bio_Mod,kt,NOX,2005,0.123898338,0.123898338,0.123898338
Brazil,End_Use_Services_Bio_Mod,kt,NOX,2010,0.133174947,0.133174947,0.133174947
Brazil,End_Use_Services_Bio_Mod,kt,NOX,2020,0.193877126,0.193877126,0.193877126
Brazil,End_Use_Services_Bio_Mod,kt,NOX,2030,0.252406263,0.252406263,0.252406263
Brazil,End_Use_Services_Bio_Mod,kt,OC,2005,0.006670004,0.000152865,0.002108007
Brazil,End_Use_Services_Bio_Mod,kt,OC,2010,0.007169405,0.000164311,0.002265839
Brazil,End_Use_Services_Bio_Mod,kt,OC,2020,0.009859684,0.000239205,0.003125349
Brazil,End_Use_Services_Bio_Mod,kt,OC,2030,0.012084242,0.000311418,0.003843265
Brazil,End_Use_Services_Bio_Mod,kt,SO2,2005,0.051624308,0.051624308,0.051624308
