# File: xanthos_basin_runoff.csv
# Title: Maximum runoff by basin
# Source: /pic/projects/GCAM/gcam_hydrology/runs/xanthos/pm_abcd_mrtm/pm_abcd_mrtm_wfdei_1961_2016/Basin_runoff_km3peryear_pm_abcd_mrtm_wfdei_1961_2016.csv
# Comments: computed with Xanthos forced Watch Forcing Data Era Iterim (WFDEI) 1961 - 2016 annual
# Units: km^3/yr
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
id,name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
39,Dnieper,32.93155035,48.62765001,37.92541111,41.44719307,47.97363471,56.60046529,54.47117553,49.70638555,51.30381109,63.51856743,53.68904678,43.15736797,53.51975226,53.57208767,48.08022161,46.75819552,61.41920545,58.06732137,51.10752173,66.15482164,58.93095962,60.44147606,51.36517972,50.48739211,57.66409141,54.08323003,54.75686361,59.60226548,54.56234317,60.5313247,56.89367317,49.12244779,64.39337305,56.44820137,61.62685888,56.14677303,60.21242204,70.46906735,58.90138029,65.71157342,64.89200718,57.29466673,59.79626452,65.86925046,65.32410426,69.58470012,57.09342776,66.30948575,68.92997921,69.50964184,63.13718519,64.18367307,71.98902849,60.01013471,59.98920239,70.50858051
40,St Lawrence,90.19767897,101.6085657,103.9227099,109.7463735,107.6171571,113.0737489,115.5714046,115.5732566,115.1982049,123.9575157,118.811331,121.7551881,126.2605097,127.0613935,123.8602451,129.9175516,130.9105897,129.3717161,141.5384252,134.3971841,138.7803495,137.1415509,144.783822,141.0202775,139.0436618,142.4220815,140.5378349,146.1534893,144.3753157,147.4256473,147.4816593,155.3381678,152.2848854,156.2982313,152.9886502,157.7163037,157.3425327,151.6767986,157.601591,161.4998155,158.8410304,157.1095452,157.2888919,169.8933015,169.4416115,169.5725542,171.2815143,173.6930532,170.365445,170.8460437,158.5771294,147.9801078,147.8964229,167.549881,173.9796964,177.4901971
41,France West Coast,21.04089193,19.24419145,23.52815367,19.04680019,28.46077843,29.4220663,22.79563838,23.29679251,22.72367509,23.03184403,20.09459997,23.1070812,18.3840299,28.37255794,20.68618469,19.84734962,27.48933038,25.58426934,28.59925839,24.79415708,28.15306568,29.79387609,21.37412747,27.41901176,19.96754235,26.92979272,21.67425824,26.65567359,16.45317406,21.36882436,21.26072693,23.83780077,24.79023787,31.49251887,26.30854559,21.04484713,21.42480983,26.7096235,29.84696531,33.22811728,28.56074191,26.59426985,21.00381646,23.13008708,18.55874176,24.39862969,25.56190012,27.96425738,26.92466995,23.25014865,20.38278909,28.28591813,29.30621997,30.43532981,21.60273183,24.31749765
42,Gobi Interior,85.35941366,82.69067557,78.56311479,97.0582818,73.68708848,78.72872013,86.82157475,73.67537483,92.36536549,90.55284907,92.07536702,79.60995326,95.66244874,88.41987215,82.51528183,92.64002035,94.451849,82.00642937,91.00037804,78.28124087,90.15701916,79.46018867,83.22550551,90.11762332,86.55940189,84.9757504,101.2596912,102.0048615,82.10921789,111.0452675,99.86051174,94.72731297,117.1847083,113.5696862,102.0978877,104.1847155,90.42136685,126.571093,95.39177411,91.90450237,83.57860526,101.4218659,106.3238078,89.43201684,82.84197033,81.73180116,79.27735244,79.27092042,74.37961649,95.81242435,93.65149358,107.2036718,112.7725386,95.5913537,97.43477027,118.9811968
43,Amur,283.5488646,353.4017193,367.2831619,346.7146431,311.407085,330.0868852,307.6532765,267.2520021,311.2866994,334.5911026,365.8240151,381.1419844,363.732911,287.0195741,284.5808427,293.9807848,313.800035,297.298145,269.0154513,287.3854605,391.1548918,336.2739901,376.4389946,385.8230077,386.4594949,284.0433258,305.7142623,320.0741988,300.3893183,351.3272765,393.4622646,321.5877842,302.727916,376.8543659,321.6806615,254.5183189,317.2819476,323.7424558,305.9883456,296.8933032,247.2532052,238.3783052,266.6641561,310.9827062,292.4029946,300.9667662,276.1345574,229.1488088,369.7531949,366.0660498,302.5277017,355.9405561,523.2416672,345.8782325,358.7669487,425.7312761
44,Loire,25.02290823,28.9136279,34.37255283,25.45904682,40.66887762,38.55180793,31.27665024,35.84189079,34.50882612,37.16886907,30.7513137,30.82313813,27.44199889,37.10860286,32.68103868,28.3561333,46.36828513,37.11609319,42.48459878,34.74882486,44.15014356,39.19078095,37.82141786,40.13418792,32.88413127,37.99243653,37.2374668,42.82637594,29.75137685,32.21267064,31.16406488,37.58148855,37.92072165,48.42836815,40.50353438,36.66365861,36.2730916,40.01733848,45.84871349,47.32269195,44.81257724,43.84140426,34.6954915,41.03407716,33.08715916,42.90049799,42.04152362,45.03570325,37.77924775,38.04901135,35.96133223,38.34570432,42.50833255,45.55652179,35.6394811,45.31319619
45,Caspian Sea Coast,64.11985733,69.76907263,78.3640042,83.56085869,74.32685346,80.35316085,74.48578088,76.5356177,69.28208824,74.08242804,73.87222359,68.64233969,70.41831281,71.95627849,62.31532858,61.87050962,64.41699741,72.56053381,67.70400044,68.06955569,72.56148162,69.85328917,68.76325467,63.00996188,63.34165691,56.65850261,63.84050211,67.55365647,71.61785851,75.81866408,70.13541969,72.66754009,88.98747564,72.83563983,71.98782793,64.20710547,80.93233569,70.79669816,64.01645893,72.04379544,66.27647094,78.01735833,74.10837655,75.91025396,77.66119546,73.22784552,75.54349218,72.9353429,72.82188839,74.96502488,78.97602919,74.62975905,77.19596857,69.88326247,63.56535585,86.1010729
46,Seine,14.29666106,12.93656576,14.13195659,12.38661438,20.31052339,23.23271785,19.14658354,19.65253182,18.32401089,17.00142803,12.189059,14.88431794,12.23031458,23.49580548,21.94886749,12.73758095,23.37621914,21.66715015,23.03711064,22.6187872,24.53228941,22.22879873,24.35829282,20.90054775,16.75293354,15.66798271,18.70077561,28.43813204,19.56118716,17.08387157,13.5107704,17.42681606,21.80713617,25.38006913,25.19823362,15.10654609,20.18598506,24.0122321,25.53695828,31.95664161,34.98970037,30.70069012,19.23567106,19.3908676,16.23580537,15.76932877,23.51597681,23.98639343,15.02471015,12.93803885,14.12256494,20.01375529,18.02274829,23.32191606,16.98011844,26.46062815
47,Black Sea North Coast,52.39834055,56.59902169,62.77368949,58.337353,59.05561151,69.62873933,65.04916138,65.17991573,58.01723194,67.6749638,62.89175194,63.08746131,62.39036061,62.46227242,64.15423223,62.63449731,70.63874684,68.48220679,63.36262176,68.73599865,71.43499217,67.1583833,60.66592333,60.78120263,64.42024004,57.44367048,66.26198449,69.30210641,69.19334402,61.77709652,64.94632857,67.39273324,64.33746781,57.66031854,68.63867697,65.27125185,76.38419699,69.18816571,66.29393346,66.86347242,64.72308421,68.89904891,63.28285067,74.45507459,70.32529709,68.65807795,63.51484438,64.55062266,63.56690596,67.98380658,66.08435851,58.00064694,61.13895689,62.15319099,59.62959061,63.96374391
48,Yenisey,347.9887695,434.2870871,458.8428617,429.216992,438.0020908,472.0953361,472.3295352,445.2370649,441.2447187,478.4547856,473.487147,451.5062793,487.2043942,484.9638896,504.972846,451.1559968,475.7050825,493.4625002,457.2546432,494.2823975,478.1236598,490.219885,523.8628129,484.9687421,506.9380136,514.8552728,497.2179251,549.7665208,508.536717,539.9222621,562.9237705,525.4395835,537.4412834,547.4949255,551.0612616,536.2952904,568.6881374,552.4761207,542.9274527,553.1038182,583.3678491,559.8089132,565.2339411,577.8776346,568.2894798,570.2712401,606.3882941,618.2341131,593.5614573,586.1855754,627.6564055,593.5416847,619.1611867,636.6428817,626.6119206,589.0552769
49,Dniester,2.649542021,3.815492248,3.684050715,3.647241506,3.720384978,5.091370893,3.885762125,4.031575556,4.441115666,4.975612015,5.138610165,4.367040703,3.668295052,4.099452106,3.836243303,4.002871332,4.581221662,4.718241312,4.057345856,5.142638293,5.498311093,4.328076169,3.009584483,4.536285264,4.602605735,3.102117483,3.433902637,5.056771059,4.356697898,3.044129744,5.003856362,3.357269682,4.104492947,3.149095358,4.10289631,5.254933504,4.721944746,4.924284286,4.490944717,4.141970504,4.169618669,4.741140172,4.171043547,4.240571114,4.722081914,5.15094039,3.217570245,4.997983111,3.793598869,5.707147555,4.152992249,3.262385419,4.716427931,3.995788671,3.907157137,4.470304149
50,Italy East Coast,21.8917043,22.25374029,26.45749297,29.66930038,31.66692625,33.14986261,27.47463888,28.36237111,28.58054672,23.55894309,25.05508976,36.65534511,32.03657933,32.13358823,27.78929312,38.98591132,31.77400538,34.45391412,32.61418463,36.04243827,29.70058902,30.73989967,24.21401241,30.88236723,27.05024336,26.45891273,25.50116447,24.68918751,21.15112813,19.02063489,21.71412453,19.35398781,20.9558882,23.53297228,23.16266998,28.03307578,23.6961159,27.04557041,25.64031365,25.61492449,25.17746235,27.03335329,25.07159318,27.79478027,27.40323946,24.07538519,21.64558839,25.96203632,29.98749626,31.9289902,29.48735754,28.25671843,37.69082369,38.38368642,33.73608528,30.64210161
51,Japan,465.1877497,466.6556374,501.5344882,468.4883509,510.9563769,578.0006414,458.9611008,482.0526567,485.556961,506.2609462,514.9319493,586.3546065,479.6169243,514.9477335,546.5006344,549.9422305,504.9590191,438.7314349,554.2531901,593.2501741,545.1839547,535.8948054,553.1387301,448.4167125,547.8782939,493.0842604,516.1453924,540.8399967,582.5352426,585.4711184,596.1328338,533.1911789,650.1525253,468.492374,545.0677848,507.7239239,565.1973896,663.4149989,608.2743361,559.2677653,569.242418,544.137245,609.0261095,614.0774296,526.8605257,625.6393115,540.422359,547.0956716,576.5699264,632.1901797,537.5806397,505.8554758,516.9206492,557.2943929,649.8115119,651.8701184
52,Caspian Sea East Coast,47.29023184,46.85918575,59.9453067,49.39538489,46.04789919,54.16759466,48.5263698,53.32484103,60.66986181,38.17016003,43.17554464,49.36643418,52.06095166,47.88258313,36.23834969,50.30517399,42.62956184,52.77762327,49.74307027,47.78193806,72.24917731,46.52628244,43.42453126,45.50071046,36.68645797,37.12019969,50.3768403,50.59746593,40.03493824,41.80910722,58.43491458,54.55674141,52.10459392,46.60788841,43.97098084,45.18142502,50.30852173,43.90502082,53.59329419,38.68672952,40.22529277,60.49277561,62.7397784,62.00542839,48.28297315,45.53204959,50.95871861,37.83573399,65.52561147,49.54020972,45.05496526,38.41081793,47.97716588,44.39012825,58.74487966,66.71214692
53,Don,76.42876221,78.09872426,80.47716556,88.85180509,78.00088306,94.38304593,90.797358,92.21941607,75.7095022,88.66803965,77.5231711,65.44296664,74.36790513,78.83057207,70.94729421,69.48270944,87.13022682,87.25840707,92.66287518,91.07179663,97.09101278,100.009994,87.69511702,68.10964971,71.78421764,73.55469621,79.17420506,76.92847989,84.67783211,87.98113811,82.14416499,74.62998708,81.66591725,80.43638844,79.13223539,77.63327952,79.16955449,79.58823488,79.915013,86.9733007,83.04575585,88.02371403,80.47370886,93.92717,94.32898762,93.17592427,81.39144538,75.22636094,67.59172373,73.96590954,71.57665027,73.69875622,70.47930984,65.01167421,63.63400624,84.15369224
54,Danube,174.2921782,214.4577818,215.185174,211.8174874,240.6701554,251.5042389,235.8641541,228.4305273,241.5785816,274.8980694,224.9653257,247.9232436,231.2880933,260.7764673,255.1280265,244.3432895,262.7930685,267.3352746,265.6703595,275.1404103,275.8240072,264.2077156,247.6373366,268.6570249,259.8675306,266.4962033,267.7079738,271.0713984,262.6420013,244.6828347,275.2382709,258.4113996,256.5420601,269.2178051,276.829575,290.1248461,276.1793104,284.437203,292.453486,283.8017553,284.6246966,287.9768372,264.1761766,291.3015456,309.2013145,304.5461947,277.6087138,292.7011924,294.270238,334.5464918,280.7887745,286.5466589,321.7990225,315.8957478,295.5374798,310.2985422
55,Adriatic Sea - Greece - Black Sea Coast,109.7807273,150.3298813,123.9597605,122.7452996,132.6574039,145.2458475,105.8860562,131.937371,140.5580177,129.0025176,136.9542899,133.6811565,119.9442169,134.6031176,113.0616903,146.3943167,113.8086075,148.4035746,148.7998807,135.9633414,129.2737245,127.2779403,91.46187496,131.7186667,109.8843895,101.6910671,99.23702187,110.0177898,76.95757634,82.72378493,101.1339917,78.92942497,79.49822648,93.22414319,114.2108158,133.6458263,101.4779618,122.0645412,114.8086092,88.60086167,105.1580216,128.2235807,118.9124391,119.8835504,118.3937234,96.78777048,91.44169324,93.42142499,138.4580863,154.2965798,97.2064976,98.14712767,124.610936,158.883426,134.2070071,116.6135365
56,Ob,383.6676769,462.1644109,443.1606278,494.2195616,477.9881491,520.4100453,478.8722344,454.7243133,533.1659036,530.8154016,543.5904994,523.7486985,542.9484348,510.1642442,511.1276281,499.6696827,516.1863081,552.1799173,603.4120441,533.6126884,518.8188246,506.8050658,592.4790956,553.2947827,574.9951524,601.4531879,595.865481,536.9102875,531.4886974,631.8790981,588.6056561,585.7421577,637.9672043,614.6835785,590.6113859,617.7972265,583.886388,589.3026055,651.6078977,641.2503493,688.2689571,694.8673629,627.5233384,635.3730278,661.7290907,631.2242277,716.2738913,645.126871,667.3065333,648.0724989,678.4287136,603.2257162,711.925274,715.6639751,778.9031169,714.0226551
57,Po,32.54757713,27.30785465,40.20109807,39.28226941,39.0300838,46.30684635,34.82212098,41.91097977,35.46101017,29.39776093,29.42610017,45.58203006,37.64334679,38.87482168,43.4637389,48.37407649,61.04745623,45.51796256,44.88541475,44.11382619,45.48043122,42.33168711,37.62291683,42.03597046,36.30319306,31.9349379,35.25890547,40.56951544,34.38914452,33.41671112,35.41727944,40.03555879,45.99201298,49.41404134,46.44285891,45.40622169,38.97326796,37.53100359,40.34852103,50.74287493,47.30836448,57.05834529,40.47275729,36.06492311,30.03798898,27.77081955,33.1030735,43.00388939,41.38024049,50.59915162,46.39940239,45.88141118,52.12781634,62.38087352,44.67227145,44.68060017
58,Amu Darya,26.62121989,30.60358043,41.47764483,55.9297468,49.97943464,46.00746102,46.69258286,53.6346603,88.03315151,56.93278412,33.67483073,42.39773224,58.50381657,34.15401966,36.21402798,46.99588933,32.7414559,64.77765167,54.92631832,45.74637325,47.69253655,35.99641071,43.66850893,40.35814695,39.96684682,28.2643769,47.44758748,56.06808453,39.65616761,47.06334333,51.56606316,56.39435173,52.46614625,50.00716377,39.02158138,33.51936355,38.00746399,70.62426901,53.94012962,37.14019985,26.2958975,36.58473177,47.57326168,41.7408948,54.63501707,41.74317668,36.41343389,27.41931489,37.96985743,43.03413723,35.2761259,63.69932932,66.52133717,58.21634065,103.5457031,72.07270992
59,Italy West Coast,21.38707535,22.01694808,26.76292725,26.35685903,23.23533815,28.32539322,19.57963945,23.76144273,28.49447258,22.73290214,26.10139462,27.8542256,23.5855217,26.62073808,23.36302429,32.71462293,21.7025713,28.7084923,32.41576064,31.04068453,24.77590582,26.33793372,22.60624419,31.35663065,26.17092293,26.74829049,28.0308453,23.42549823,20.7821109,26.11627208,27.07274128,23.67181671,25.72055295,22.89670827,24.93173331,32.7882786,24.32714458,24.37373922,26.34574843,25.35059282,23.84195216,27.22559612,25.51942487,31.61886007,30.83237791,27.09189011,23.79025711,29.58128244,35.68075184,39.61260671,26.54683928,25.00945049,28.45385354,31.60744484,32.0410903,31.07433893
60,Spain - Portugal Atlantic Coast,44.61380923,39.49675097,61.05982404,41.64358062,46.86430893,65.31792742,38.15477991,49.52489963,60.66423454,45.38845555,46.16392994,50.60680431,38.97508274,48.22907184,39.9374238,43.45331492,60.91902261,61.96462464,64.33023793,36.05684911,38.039116,38.13829543,41.49915624,50.97939605,44.9319331,41.67509466,44.98503716,41.00909579,38.81900773,34.11013555,40.94552843,34.09920731,41.43987426,40.85636978,44.86529689,53.93783,47.62612092,38.23296572,40.08457612,51.38925753,50.75742772,42.48950285,46.03067729,32.82569419,29.48591143,44.70491509,32.45166298,40.23785403,45.17209698,52.35772046,39.24040416,35.39593999,52.40956179,50.59145073,35.85211904,50.0521916
61,France South Coast,7.612478447,9.408869565,11.34867813,11.58062027,11.31401344,9.63475758,5.010342773,9.280269897,13.93888172,8.145329996,11.21605884,16.14408034,6.566515973,11.17899192,8.074631461,12.4757632,12.12037639,10.13782074,12.64876669,6.894727452,7.578475383,8.896368538,5.509302818,9.805239701,5.487598084,8.885187174,10.52985207,8.301098972,4.991466566,6.069840057,7.37265888,9.83232597,11.49284184,11.05397354,8.183211555,17.95981829,8.902425759,5.586770527,10.51016685,9.24436063,7.119513148,10.75483278,10.12348278,8.617019532,7.156730949,6.974103829,5.260637306,10.18663327,8.85690263,9.372671,9.691028243,6.235832256,8.83765871,13.1289323,6.416385426,7.829950361
62,Rhone,36.30971074,22.36389015,40.40531007,39.05889744,44.64423279,45.92490949,34.76994582,48.02645253,45.48146399,39.04058845,35.20082229,43.02030438,36.85103388,49.6740161,50.52108709,48.45840927,74.08679687,50.85571355,49.92724981,47.50167782,48.40940879,50.43148746,55.27039847,46.46563691,41.57311372,37.86947285,54.72092708,65.00912236,40.48642305,46.67407285,45.33310797,59.20871641,68.21248762,74.10744989,64.55913713,62.7886222,55.72812802,54.11119921,60.746989,67.79613311,77.60569346,76.71238574,58.56711647,49.66683504,44.14847731,46.6194193,57.47068449,66.55405846,49.43305341,50.39824972,52.81594838,61.59392773,65.12071597,77.95985236,61.08261041,64.1901714
63,Mediterranean Sea Islands,12.31405353,15.00473276,16.94020633,15.76373776,14.81526994,16.26249004,12.7225158,13.99402691,18.95662638,12.29282515,16.3796141,19.31898328,14.46295529,15.0272253,14.21347536,21.07602816,12.15955403,17.62711104,17.13614487,15.84102078,11.94387271,18.73516973,12.50334838,16.51374724,16.18224772,17.009311,14.61329727,13.89339262,12.68710405,16.43399018,17.65578208,16.03318616,15.41394649,13.60410826,13.99981187,22.70856862,16.43093862,14.10358422,15.62930498,15.01771502,13.99019965,14.84966533,20.13814377,19.21306088,17.89056061,16.12906648,16.4120408,18.9034239,21.67140853,23.94391925,18.80779117,15.80062481,17.6645815,16.33879312,20.41360575,16.07507486
64,Gironde,18.86554673,19.7724549,28.6029532,21.20678579,29.38197431,30.47641043,21.06635095,25.9677676,29.09270337,26.89648093,28.14563469,25.96831384,21.9111032,30.29562833,24.39989527,24.49148427,32.49419751,28.89025285,30.98905469,26.16938973,30.95097264,29.6309342,24.55958756,30.36547909,24.83561038,26.90422463,24.58028994,31.11496244,21.81042845,23.62217222,23.72156438,32.79206484,29.07986821,33.81338382,28.35401533,31.65228069,27.55078372,27.27245756,30.76166235,33.53977263,29.04022277,27.67434413,25.98291459,29.90333002,23.02229935,27.59050046,27.85199496,31.70855595,29.16357697,27.05693313,23.08521668,21.94383797,29.15332025,31.80778924,25.13743986,31.52991937
65,North and South Korea,136.1914615,153.6568066,194.2502117,178.2507113,133.7487989,169.3462881,116.230454,77.26201868,174.532972,148.1979845,125.5764272,168.3517961,125.5900827,143.0211465,129.863695,107.2180443,70.06787039,123.3919749,163.7042707,141.3856997,140.9479299,81.88013761,121.3029929,125.8879115,177.0878195,149.2241093,187.7895544,94.09342806,128.3377161,229.6468641,138.7871932,109.8358723,151.5079875,90.62744057,127.2109356,100.2050684,105.9535746,199.1919851,176.3424676,126.2189613,105.0056507,144.9058611,207.8017833,164.4788766,141.169914,153.4806868,172.1775388,115.9488823,124.364253,177.4012434,184.5677286,199.8307966,161.9819473,105.6620416,97.14353504,128.4750486
66,Bo Hai - Korean Bay North Coast,71.36175001,104.0022344,81.78691814,126.5717295,58.19870165,91.22563183,85.87430728,49.80852604,100.4090711,69.57049982,88.66275867,63.13222255,95.83819335,78.57361161,78.14131759,62.17472782,75.87697229,71.61051838,82.25772013,50.92399178,64.6702508,55.25153284,74.75019902,72.48708185,117.7678609,95.49934377,90.92451324,61.03026499,56.72486617,93.49563146,81.16486154,68.78039269,74.81898529,94.80042037,103.5050037,82.06019442,56.23152195,95.69799473,53.30520011,47.58017619,61.3817205,50.06618193,65.94311402,75.93258137,94.37916976,63.96694158,72.97952366,69.24845602,54.92681581,116.4176681,81.80974593,103.9262363,123.0576473,57.45052716,63.97042191,87.86950445
67,Spain South and East Coast,12.24842634,17.09510485,17.54616945,12.10935855,14.83169763,10.98440647,12.21311956,12.95025181,23.33001269,13.88681847,19.40853816,21.47961881,11.25205942,12.8533862,13.59156096,15.82347099,18.04073355,12.17311678,14.99554952,13.24880335,10.01170363,16.33213802,11.12342637,13.62759818,11.60110637,14.12935276,17.1041089,16.46885486,24.49625237,16.27979075,17.01457398,14.75682236,16.36834305,12.10402726,11.18949303,24.44101421,18.95671105,12.57777794,12.46605501,14.48806109,14.83282276,17.33916828,18.24043772,16.02248301,12.60472243,14.72761847,15.93382181,17.10393798,17.12991008,22.52151262,15.28200682,13.97923993,14.68155986,15.49044028,14.56058157,17.56852452
68,Lake Balkash,30.11559424,33.99395046,35.91539798,40.78581501,34.61198005,39.81851527,38.54866775,33.57215009,46.71147599,36.87743001,40.9212879,44.76130665,43.75953666,36.48672596,37.21217422,40.4842996,42.41741483,41.88153581,49.66067971,43.98165405,47.39636605,40.92900106,43.4357985,42.09518392,46.58982166,45.44356344,54.74545283,56.60166268,46.14455247,50.21817006,46.40691205,48.40212825,53.54049737,55.01910062,46.01899877,46.37991026,45.81666299,54.97724851,55.56798202,49.65508051,55.07522978,58.90332628,59.67016554,59.90724345,56.55484366,56.02497211,55.34345152,52.33524454,55.43225775,64.10287768,61.35305574,56.18295007,60.67401379,56.61868749,61.45147958,70.47664302
69,Tiber,6.879037913,6.556168785,7.184667385,8.774733699,7.42499276,8.493186703,5.198317363,6.597097575,7.148322774,5.140670654,5.515745099,8.295417013,5.009063926,6.708300751,6.553420975,10.20527073,6.591502931,8.51130089,9.251943805,7.885185304,5.629718011,7.069369691,4.725386316,9.073467882,5.819199082,7.286990187,8.715127613,6.407308953,6.046967658,6.9359986,9.577308129,8.035486677,6.390109761,5.292380574,5.180144065,9.914348391,7.417359732,7.402923226,7.459922969,7.750765165,6.047668347,5.754068472,5.57229567,8.948247698,8.814489307,5.776809543,4.976585664,7.896504332,7.686043541,9.87134616,5.549942851,4.495679728,6.859011352,8.96548052,8.236357727,8.134647766
70,Black Sea South Coast,80.17166533,91.82308151,120.9321885,102.7038035,105.7466979,98.41090204,108.2989267,118.7942863,102.8478267,103.3284186,105.3088116,104.5171143,96.25173687,94.8846212,101.2839405,102.7016608,93.12361429,109.1418958,97.89697159,107.6399533,103.8577622,97.43713723,97.52425214,93.32167605,89.88909873,85.24519699,103.8741622,111.5906727,95.418703,95.28882257,95.51325302,97.68335916,97.95816228,81.69423469,101.5540156,94.69525544,105.4035696,103.275553,93.27449614,99.20130688,85.06202982,103.5379664,96.39001652,101.112846,109.1924688,94.37042116,91.57058365,92.24966333,106.2427005,104.4389702,90.25248344,82.83694852,72.72092904,79.38417415,101.2712842,105.6312021
71,Tagus,11.75211132,11.70701853,24.57886452,11.81553939,15.23071425,19.01631782,10.24967252,12.59091988,17.60011438,12.63517453,12.67518857,17.32157389,9.835021823,10.61312743,10.54088353,13.31233227,18.07228935,18.48558425,20.06749473,7.716403736,10.0298852,9.35681752,12.40110749,12.95381437,13.35712291,9.547178459,16.1310061,13.7430957,18.85497379,9.83871206,9.976734323,7.490811733,12.39617567,10.61017456,12.73252514,21.39133608,19.14944701,10.43004756,10.53180401,16.60593939,16.47376345,14.0491899,16.05514574,11.38065816,8.606260457,15.7905149,10.85013463,12.96556788,12.70702942,19.62242732,13.96584245,10.79285699,14.6856538,15.1708605,8.105140689,15.5034634
72,Caspian Sea South West Coast,62.38904418,67.70528575,88.7327555,78.88051488,75.61301393,76.53905759,80.86101071,84.60493727,91.31645143,74.4459713,75.89182074,90.72860119,81.59415523,86.2247738,80.14346688,90.59027454,86.39574517,88.63931389,88.21017943,85.0505094,89.00545272,93.33857421,87.84245883,88.38819531,89.16402354,89.3976609,91.98864417,98.79388973,82.3034122,89.22873494,88.09300576,97.92504281,99.36047864,99.30348261,91.75214257,90.85597414,89.66906735,91.00972278,85.61701062,88.15282662,85.42003906,95.41998621,102.0646512,96.73117341,94.02687179,95.7321752,92.96550402,87.74475234,91.41172732,96.44120272,89.96984112,86.77801281,85.18997803,91.64455214,97.57730474,99.06249507
73,Ebro,15.10178467,16.99257535,19.41111178,17.04666101,18.55260467,19.1883875,18.03417921,18.04792551,23.17874427,17.79167091,22.83517371,23.94130801,16.51563097,21.69308034,19.66384852,18.93069162,24.00362301,20.63337999,23.61969564,18.43029318,19.87467341,21.38845722,18.61721349,22.9456269,17.4100724,19.7799743,21.35965359,23.21427699,18.8634545,18.5225247,20.86588203,22.52126708,19.48187345,20.97870069,18.28731777,24.19359807,22.94711969,19.36423029,20.68813123,22.3375934,19.57140915,21.81053318,24.51179512,21.82438309,20.10120364,20.53068025,21.60688051,23.92669633,22.53259881,22.73668639,22.32161463,20.05423858,26.48625331,23.79436024,21.14901991,22.3453112
74,Douro,23.89169606,19.09266249,21.89715827,20.85742232,17.54875911,45.12316493,15.63854671,21.67890721,24.34827549,18.5012362,17.648682,13.54315291,13.16427111,17.29799672,11.55348519,13.04128189,27.23339853,32.74896025,37.60125008,15.99433864,14.31951133,13.71633463,18.34933229,21.42253064,20.91928881,11.71522107,18.98590966,28.04520632,26.55782586,16.01125526,14.58950313,10.19616152,20.01267108,17.23073025,21.19169598,28.93885969,29.06961931,23.13226246,14.9768001,32.21959955,42.49075459,26.89158103,27.52329939,14.5091561,8.303734742,18.11321057,18.7179326,17.71010782,15.31843719,23.15521671,14.98681318,10.71825035,23.0330216,23.13475606,11.0700482,30.86920243
75,Mediterranean Sea East Coast,65.85700085,86.57490899,102.1117676,67.99790579,95.30031124,103.5314548,93.5042433,104.1867699,118.2383268,92.71884474,93.87142048,58.21350797,49.39900043,68.75841854,76.59063137,77.32698801,72.24982712,100.2954912,82.3325302,81.83051552,106.4322343,67.6213577,68.75087884,81.77373951,66.02519388,68.76987387,69.34098902,88.78472645,50.96895732,45.05945593,62.88786779,49.47571683,47.33818741,70.60198407,67.19604126,78.83773777,73.34379037,81.57155952,69.92956076,56.58474079,79.79113331,74.85232259,87.63274605,76.32673374,65.01198779,64.15515102,55.7255877,41.57666306,87.60393861,86.68772896,76.00377735,87.8344823,77.9363057,64.14330064,85.79849355,56.12461193
76,Syr Darya,90.1795347,112.7881468,116.7250814,151.9005918,112.4007439,129.530012,119.4211082,115.0578735,162.1399945,131.6813687,125.0548709,133.6420065,141.3883085,112.8033094,97.0851533,113.6342949,104.710375,134.403062,140.8727442,125.14086,149.5906347,113.9414106,123.6162877,115.7334905,119.1784433,109.1201624,144.8593414,134.9457401,123.7874967,133.2707166,119.3572653,124.831686,141.6971571,140.9651501,114.1771183,109.9193134,115.5591459,126.9994209,112.6526783,104.6739253,105.79372,149.9719724,146.409991,134.7708245,137.5374444,118.1953188,125.5321261,102.8387929,118.1688545,126.003466,111.5148683,122.2799204,128.9833726,125.4461798,137.0939176,158.1026634
77,Ziya He Interior,49.00600048,42.95063909,59.02142062,79.16245287,23.2832805,43.64252535,53.79441635,27.77235988,60.90410528,40.36964655,45.37257549,25.44581787,64.45877348,43.5155379,35.8689925,50.19522354,60.85326158,50.94530771,49.56311499,32.30536938,33.3874256,40.58820729,35.0855113,36.47307107,53.18498396,36.98683377,44.30334715,52.18832225,31.22685478,59.64111192,50.82237237,34.14152328,36.6144022,51.69412956,59.49546762,59.21922469,25.52200289,52.2853947,27.06655524,39.81195058,29.86147913,29.71222999,47.5757174,47.85764708,39.79936595,33.58993438,36.82823759,45.90025682,39.22910757,49.88882354,48.86387614,49.55652871,50.55509265,34.5977877,39.05660786,61.15825344
