# File: groundwater_constrained.csv
# Title: Groundwater nonrenewable resource curves (5, 25, 40% availability)
# Comments: Groundwater resource supply curves for all basins and three scenarios (5, 25, 40% availability). Based on global hydrogeological maps and cost extraction model.
# Source: Yonkofski et al. (in review) Cost and accessibility of global non-renewable groundwater resources, Earth's Future.
# Units: price in 1975USD; available in km3
# Column types: inncc
# ----------
basin.id,price,available,grade,scenario
1,0.002,51.2907,grade1,05pct
1,0.022,61.3486,grade2,05pct
1,0.044,21.5911,grade3,05pct
1,0.066,27.8021,grade4,05pct
1,0.088,23.6207,grade5,05pct
1,0.11,3.1488,grade6,05pct
1,0.132,44.2882,grade7,05pct
1,0.154,6.5041,grade8,05pct
1,0.176,13.055,grade9,05pct
1,0.198,4.8119,grade10,05pct
1,0.22,51.1634,grade11,05pct
1,0.44,12.2891,grade12,05pct
1,0.66,4.0807,grade13,05pct
1,0.88,4.9353,grade14,05pct
1,1.1,3.5417,grade15,05pct
1,1.32,3.6806,grade16,05pct
1,1.54,1.1453,grade17,05pct
1,1.76,0.5232,grade18,05pct
1,1.98,1.9733,grade19,05pct
1,2.2,5.9961,grade20,05pct
1,4.4,0.0018,grade21,05pct
1,6.6,0.0976,grade22,05pct
1,8.8,0,grade23,05pct
1,20.9,0,grade24,05pct
2,0.002,50.3765,grade1,05pct
2,0.022,711.2308,grade2,05pct
2,0.044,814.8626,grade3,05pct
2,0.066,562.6188,grade4,05pct
2,0.088,489.2726,grade5,05pct
2,0.11,534.0584,grade6,05pct
2,0.132,1093.8678,grade7,05pct
2,0.154,754.6568,grade8,05pct
2,0.176,654.9806,grade9,05pct
2,0.198,513.8748,grade10,05pct
2,0.22,1385.6764,grade11,05pct
2,0.44,197.2166,grade12,05pct
2,0.66,204.1463,grade13,05pct
2,0.88,225.7637,grade14,05pct
2,1.1,97.596,grade15,05pct
2,1.32,4.9028,grade16,05pct
2,1.54,24.2599,grade17,05pct
2,1.76,4.5703,grade18,05pct
2,1.98,2.6247,grade19,05pct
2,2.2,11.9108,grade20,05pct
2,4.4,2.569,grade21,05pct
2,6.6,15.4715,grade22,05pct
2,8.8,20.4367,grade23,05pct
2,20.9,0,grade24,05pct
3,0.002,255.635,grade1,05pct
3,0.022,336.4781,grade2,05pct
3,0.044,219.2242,grade3,05pct
3,0.066,232.7672,grade4,05pct
3,0.088,185.5737,grade5,05pct
3,0.11,83.5829,grade6,05pct
3,0.132,83.9142,grade7,05pct
3,0.154,54.214,grade8,05pct
3,0.176,35.2851,grade9,05pct
3,0.198,52.5014,grade10,05pct
3,0.22,402.0962,grade11,05pct
3,0.44,82.8771,grade12,05pct
3,0.66,45.4509,grade13,05pct
3,0.88,64.8121,grade14,05pct
3,1.1,40.7819,grade15,05pct
3,1.32,4.4915,grade16,05pct
3,1.54,0,grade17,05pct
3,1.76,0.1249,grade18,05pct
3,1.98,5.6278,grade19,05pct
3,2.2,9.4296,grade20,05pct
3,4.4,0,grade21,05pct
3,6.6,0,grade22,05pct
3,8.8,0,grade23,05pct
3,20.9,0,grade24,05pct
4,0.002,561.1617,grade1,05pct
4,0.022,951.1022,grade2,05pct
4,0.044,233.7734,grade3,05pct
4,0.066,137.6312,grade4,05pct
4,0.088,102.9739,grade5,05pct
4,0.11,102.6503,grade6,05pct
4,0.132,22.9305,grade7,05pct
4,0.154,21.1012,grade8,05pct
4,0.176,38.811,grade9,05pct
4,0.198,28.9394,grade10,05pct
4,0.22,90.779,grade11,05pct
4,0.44,20.0738,grade12,05pct
4,0.66,26.0831,grade13,05pct
4,0.88,17.4746,grade14,05pct
4,1.1,7.0064,grade15,05pct
4,1.32,4.8516,grade16,05pct
4,1.54,0,grade17,05pct
4,1.76,0,grade18,05pct
4,1.98,0,grade19,05pct
4,2.2,0,grade20,05pct
4,4.4,0,grade21,05pct
4,6.6,0,grade22,05pct
4,8.8,0,grade23,05pct
4,20.9,0,grade24,05pct
5,0.002,3.4729,grade1,05pct
5,0.022,2.9348,grade2,05pct
5,0.044,0,grade3,05pct
5,0.066,16.5447,grade4,05pct
5,0.088,32.2885,grade5,05pct
5,0.11,4.1281,grade6,05pct
5,0.132,26.4382,grade7,05pct
5,0.154,20.3998,grade8,05pct
5,0.176,19.747,grade9,05pct
5,0.198,12.8176,grade10,05pct
5,0.22,713.2224,grade11,05pct
5,0.44,253.7412,grade12,05pct
5,0.66,186.0919,grade13,05pct
5,0.88,199.2127,grade14,05pct
5,1.1,59.4444,grade15,05pct
5,1.32,104.1227,grade16,05pct
5,1.54,56.0562,grade17,05pct
5,1.76,68.0531,grade18,05pct
5,1.98,69.2051,grade19,05pct
5,2.2,293.8569,grade20,05pct
5,4.4,230.2385,grade21,05pct
5,6.6,36.1276,grade22,05pct
5,8.8,12.6622,grade23,05pct
5,20.9,0,grade24,05pct
6,0.002,313.1707,grade1,05pct
6,0.022,289.5265,grade2,05pct
6,0.044,272.1753,grade3,05pct
6,0.066,180.9237,grade4,05pct
6,0.088,85.1862,grade5,05pct
6,0.11,83.0158,grade6,05pct
6,0.132,28.4681,grade7,05pct
6,0.154,38.1022,grade8,05pct
6,0.176,45.3344,grade9,05pct
6,0.198,19.8527,grade10,05pct
6,0.22,283.8349,grade11,05pct
6,0.44,395.7842,grade12,05pct
6,0.66,129.1358,grade13,05pct
6,0.88,61.6284,grade14,05pct
6,1.1,33.5249,grade15,05pct
6,1.32,11,grade16,05pct
6,1.54,15.165,grade17,05pct
6,1.76,7.0103,grade18,05pct
6,1.98,11.6085,grade19,05pct
6,2.2,7.1878,grade20,05pct
6,4.4,8.1534,grade21,05pct
6,6.6,7.1267,grade22,05pct
6,8.8,10.6311,grade23,05pct
6,20.9,0,grade24,05pct
7,0.002,69.6462,grade1,05pct
7,0.022,915.9554,grade2,05pct
7,0.044,912.2305,grade3,05pct
7,0.066,673.12,grade4,05pct
7,0.088,607.9196,grade5,05pct
7,0.11,540.7147,grade6,05pct
7,0.132,538.813,grade7,05pct
7,0.154,379.7625,grade8,05pct
7,0.176,187.3345,grade9,05pct
7,0.198,202.2945,grade10,05pct
7,0.22,691.4656,grade11,05pct
