# File: groundwater_constrained.csv
# Title: Groundwater nonrenewable resource curves (5, 25, 40% availability)
# Comments: Groundwater resource supply curves for all basins and three scenarios (5, 25, 40% availability). Based on global hydrogeological maps and cost extraction model.
# Source: Yonkofski et al. (in review) Cost and accessibility of global non-renewable groundwater resources, Earth's Future.
# Units: price in 1975USD; available in km3
# Column types: inncc
# ----------
basin.id,price,available,grade,scenario
7,0.44,112.6984,grade12,05pct
7,0.66,33.9797,grade13,05pct
7,0.88,8.369,grade14,05pct
7,1.1,8.0191,grade15,05pct
7,1.32,4.1367,grade16,05pct
7,1.54,0.1396,grade17,05pct
7,1.76,0,grade18,05pct
7,1.98,0,grade19,05pct
7,2.2,0,grade20,05pct
7,4.4,0.0113,grade21,05pct
7,6.6,0.0635,grade22,05pct
7,8.8,0,grade23,05pct
7,20.9,0,grade24,05pct
8,0.002,39.1811,grade1,05pct
8,0.022,89.6268,grade2,05pct
8,0.044,78.6286,grade3,05pct
8,0.066,34.9564,grade4,05pct
8,0.088,13.6067,grade5,05pct
8,0.11,10.4755,grade6,05pct
8,0.132,10.1072,grade7,05pct
8,0.154,8.0025,grade8,05pct
8,0.176,6.0729,grade9,05pct
8,0.198,3.7013,grade10,05pct
8,0.22,30.9132,grade11,05pct
8,0.44,2.8096,grade12,05pct
8,0.66,0,grade13,05pct
8,0.88,0,grade14,05pct
8,1.1,0,grade15,05pct
8,1.32,0,grade16,05pct
8,1.54,0,grade17,05pct
8,1.76,0,grade18,05pct
8,1.98,0,grade19,05pct
8,2.2,0,grade20,05pct
8,4.4,0,grade21,05pct
8,6.6,0,grade22,05pct
8,8.8,0,grade23,05pct
8,20.9,0,grade24,05pct
9,0.002,432.5772,grade1,05pct
9,0.022,394.4574,grade2,05pct
9,0.044,271.1648,grade3,05pct
9,0.066,235.0329,grade4,05pct
9,0.088,77.7923,grade5,05pct
9,0.11,138.9472,grade6,05pct
9,0.132,60.3999,grade7,05pct
9,0.154,42.5575,grade8,05pct
9,0.176,57.3187,grade9,05pct
9,0.198,24.7591,grade10,05pct
9,0.22,255.3193,grade11,05pct
9,0.44,87.6515,grade12,05pct
9,0.66,13.6763,grade13,05pct
9,0.88,46.8966,grade14,05pct
9,1.1,2.8715,grade15,05pct
9,1.32,2.4653,grade16,05pct
9,1.54,2.3691,grade17,05pct
9,1.76,0,grade18,05pct
9,1.98,0,grade19,05pct
9,2.2,0.7228,grade20,05pct
9,4.4,0.3783,grade21,05pct
9,6.6,0,grade22,05pct
9,8.8,0.0352,grade23,05pct
9,20.9,0,grade24,05pct
10,0.002,50.8852,grade1,05pct
10,0.022,491.2384,grade2,05pct
10,0.044,370.5371,grade3,05pct
10,0.066,159.5291,grade4,05pct
10,0.088,110.3392,grade5,05pct
10,0.11,122.1874,grade6,05pct
10,0.132,147.8652,grade7,05pct
10,0.154,68.6196,grade8,05pct
10,0.176,57.0836,grade9,05pct
10,0.198,75.9405,grade10,05pct
10,0.22,1431.3448,grade11,05pct
10,0.44,638.893,grade12,05pct
10,0.66,525.9318,grade13,05pct
10,0.88,247.2194,grade14,05pct
10,1.1,110.1953,grade15,05pct
10,1.32,34.7151,grade16,05pct
10,1.54,85.4289,grade17,05pct
10,1.76,101.8359,grade18,05pct
10,1.98,53.5348,grade19,05pct
10,2.2,302.0752,grade20,05pct
10,4.4,107.4357,grade21,05pct
10,6.6,34.345,grade22,05pct
10,8.8,105.8099,grade23,05pct
10,20.9,0,grade24,05pct
11,0.002,1.8596,grade1,05pct
11,0.022,0,grade2,05pct
11,0.044,0,grade3,05pct
11,0.066,0,grade4,05pct
11,0.088,0,grade5,05pct
11,0.11,0,grade6,05pct
11,0.132,0,grade7,05pct
11,0.154,0,grade8,05pct
11,0.176,0,grade9,05pct
11,0.198,0,grade10,05pct
11,0.22,0,grade11,05pct
11,0.44,0,grade12,05pct
11,0.66,0,grade13,05pct
11,0.88,0,grade14,05pct
11,1.1,0,grade15,05pct
11,1.32,0,grade16,05pct
11,1.54,0,grade17,05pct
11,1.76,0,grade18,05pct
11,1.98,0,grade19,05pct
11,2.2,0,grade20,05pct
11,4.4,0,grade21,05pct
11,6.6,0,grade22,05pct
11,8.8,0,grade23,05pct
11,20.9,0,grade24,05pct
12,0.002,45.9167,grade1,05pct
12,0.022,175.866,grade2,05pct
12,0.044,96.1307,grade3,05pct
12,0.066,32.2427,grade4,05pct
12,0.088,18.6359,grade5,05pct
12,0.11,6.4163,grade6,05pct
12,0.132,1.6586,grade7,05pct
12,0.154,0,grade8,05pct
12,0.176,1.3365,grade9,05pct
12,0.198,1.2367,grade10,05pct
12,0.22,5.8771,grade11,05pct
12,0.44,0,grade12,05pct
12,0.66,0,grade13,05pct
12,0.88,0,grade14,05pct
12,1.1,0,grade15,05pct
12,1.32,0,grade16,05pct
12,1.54,0,grade17,05pct
12,1.76,0,grade18,05pct
12,1.98,0,grade19,05pct
12,2.2,0,grade20,05pct
12,4.4,0,grade21,05pct
12,6.6,0,grade22,05pct
12,8.8,0,grade23,05pct
12,20.9,0,grade24,05pct
13,0.002,0.0332,grade1,05pct
13,0.022,70.3391,grade2,05pct
13,0.044,48.7032,grade3,05pct
13,0.066,3.1939,grade4,05pct
13,0.088,8.0262,grade5,05pct
13,0.11,0,grade6,05pct
13,0.132,0,grade7,05pct
13,0.154,0,grade8,05pct
13,0.176,0,grade9,05pct
13,0.198,0,grade10,05pct
13,0.22,0,grade11,05pct
13,0.44,0,grade12,05pct
13,0.66,0,grade13,05pct
13,0.88,0,grade14,05pct
13,1.1,0,grade15,05pct
13,1.32,0,grade16,05pct
13,1.54,0,grade17,05pct
13,1.76,0,grade18,05pct
13,1.98,0,grade19,05pct
13,2.2,0,grade20,05pct
13,4.4,0,grade21,05pct
13,6.6,0,grade22,05pct
13,8.8,0,grade23,05pct
13,20.9,0,grade24,05pct
14,0.002,143.1092,grade1,05pct
14,0.022,224.2474,grade2,05pct
14,0.044,230.1162,grade3,05pct
14,0.066,72.4671,grade4,05pct
14,0.088,45.3666,grade5,05pct
14,0.11,25.8502,grade6,05pct
14,0.132,7.8689,grade7,05pct
14,0.154,62.0166,grade8,05pct
14,0.176,2.964,grade9,05pct
14,0.198,16.7863,grade10,05pct
14,0.22,117.4849,grade11,05pct
14,0.44,37.7454,grade12,05pct
14,0.66,16.9095,grade13,05pct
14,0.88,0,grade14,05pct
14,1.1,0,grade15,05pct
14,1.32,0.1527,grade16,05pct
14,1.54,0.1488,grade17,05pct
14,1.76,0,grade18,05pct
14,1.98,0,grade19,05pct
14,2.2,0,grade20,05pct
14,4.4,0,grade21,05pct
14,6.6,0,grade22,05pct
14,8.8,0,grade23,05pct
14,20.9,0,grade24,05pct
15,0.002,22.6419,grade1,05pct
15,0.022,800.9243,grade2,05pct
15,0.044,215.0784,grade3,05pct
15,0.066,116.5717,grade4,05pct
15,0.088,17.8803,grade5,05pct
15,0.11,54.1875,grade6,05pct
15,0.132,58.522,grade7,05pct
15,0.154,24.6859,grade8,05pct
15,0.176,6.8798,grade9,05pct
15,0.198,13.1315,grade10,05pct
15,0.22,46.8446,grade11,05pct
15,0.44,103.0651,grade12,05pct
15,0.66,33.8259,grade13,05pct
15,0.88,8.4442,grade14,05pct
15,1.1,28.9451,grade15,05pct
15,1.32,26.1587,grade16,05pct
15,1.54,29.3208,grade17,05pct
15,1.76,0.9538,grade18,05pct
15,1.98,1.8339,grade19,05pct
15,2.2,36.6678,grade20,05pct
15,4.4,37.6789,grade21,05pct
15,6.6,20.1358,grade22,05pct
15,8.8,0.021,grade23,05pct
15,20.9,0,grade24,05pct
16,0.002,0.9488,grade1,05pct
16,0.022,52.9684,grade2,05pct
16,0.044,35.6436,grade3,05pct
16,0.066,6.5875,grade4,05pct
16,0.088,0.3182,grade5,05pct
16,0.11,0,grade6,05pct
16,0.132,0,grade7,05pct
16,0.154,0,grade8,05pct
16,0.176,0,grade9,05pct
16,0.198,0,grade10,05pct
16,0.22,0.0628,grade11,05pct
16,0.44,0,grade12,05pct
16,0.66,0,grade13,05pct
16,0.88,0,grade14,05pct
16,1.1,0,grade15,05pct
16,1.32,0,grade16,05pct
16,1.54,0,grade17,05pct
16,1.76,0,grade18,05pct
16,1.98,0,grade19,05pct
16,2.2,0,grade20,05pct
16,4.4,0,grade21,05pct
16,6.6,0,grade22,05pct
16,8.8,0,grade23,05pct
16,20.9,0,grade24,05pct
17,0.002,37.3351,grade1,05pct
17,0.022,72.6018,grade2,05pct
17,0.044,122.8626,grade3,05pct
17,0.066,231.2196,grade4,05pct
17,0.088,61.8799,grade5,05pct
17,0.11,47.0182,grade6,05pct
17,0.132,17.6468,grade7,05pct
17,0.154,3.3218,grade8,05pct
17,0.176,13.9816,grade9,05pct
17,0.198,2.1831,grade10,05pct
17,0.22,156.0785,grade11,05pct
17,0.44,47.4125,grade12,05pct
17,0.66,5.5587,grade13,05pct
17,0.88,0,grade14,05pct
17,1.1,0,grade15,05pct
17,1.32,0,grade16,05pct
17,1.54,0,grade17,05pct
17,1.76,0,grade18,05pct
17,1.98,0,grade19,05pct
17,2.2,0,grade20,05pct
17,4.4,0,grade21,05pct
17,6.6,0,grade22,05pct
17,8.8,0,grade23,05pct
17,20.9,0,grade24,05pct
18,0.002,293.2493,grade1,05pct
18,0.022,912.9635,grade2,05pct
18,0.044,470.6159,grade3,05pct
18,0.066,288.6058,grade4,05pct
18,0.088,255.9468,grade5,05pct
18,0.11,207.9359,grade6,05pct
18,0.132,226.5411,grade7,05pct
18,0.154,136.2202,grade8,05pct
18,0.176,141.6421,grade9,05pct
18,0.198,147.7114,grade10,05pct
18,0.22,628.8746,grade11,05pct
18,0.44,413.2264,grade12,05pct
18,0.66,164.0469,grade13,05pct
18,0.88,20.4885,grade14,05pct
18,1.1,4.1263,grade15,05pct
18,1.32,6.7262,grade16,05pct
18,1.54,1.1517,grade17,05pct
18,1.76,0,grade18,05pct
18,1.98,0,grade19,05pct
18,2.2,0,grade20,05pct
18,4.4,0,grade21,05pct
18,6.6,0,grade22,05pct
18,8.8,0,grade23,05pct
18,20.9,0,grade24,05pct
19,0.002,7.2117000000000004,grade1,05pct
19,0.022,116.7695,grade2,05pct
19,0.044,126.5811,grade3,05pct
19,0.066,98.08,grade4,05pct
19,0.088,72.1348,grade5,05pct
19,0.11,30.852,grade6,05pct
19,0.132,11.701,grade7,05pct
19,0.154,3.4488,grade8,05pct
19,0.176,0.3948,grade9,05pct
19,0.198,1.3776,grade10,05pct
19,0.22,26.8848,grade11,05pct
19,0.44,20.3412,grade12,05pct
19,0.66,21.5074,grade13,05pct
19,0.88,24.614,grade14,05pct
19,1.1,1.4789,grade15,05pct
19,1.32,0,grade16,05pct
19,1.54,0,grade17,05pct
19,1.76,0,grade18,05pct
19,1.98,0,grade19,05pct
19,2.2,0,grade20,05pct
19,4.4,0,grade21,05pct
19,6.6,0,grade22,05pct
19,8.8,0,grade23,05pct
19,20.9,0,grade24,05pct
20,0.002,13.6902,grade1,05pct
20,0.022,153.0575,grade2,05pct
20,0.044,26.8724,grade3,05pct
20,0.066,7.5784,grade4,05pct
20,0.088,2.9909,grade5,05pct
20,0.11,2.5086,grade6,05pct
20,0.132,1.8243,grade7,05pct
20,0.154,0,grade8,05pct
20,0.176,0.8342,grade9,05pct
20,0.198,0,grade10,05pct
20,0.22,44.1712,grade11,05pct
20,0.44,35.4843,grade12,05pct
20,0.66,0,grade13,05pct
20,0.88,0,grade14,05pct
20,1.1,0,grade15,05pct
20,1.32,0,grade16,05pct
20,1.54,0,grade17,05pct
20,1.76,0,grade18,05pct
20,1.98,0,grade19,05pct
20,2.2,0,grade20,05pct
20,4.4,0,grade21,05pct
20,6.6,0,grade22,05pct
20,8.8,0,grade23,05pct
20,20.9,0,grade24,05pct
21,0.002,36.1516,grade1,05pct
21,0.022,221.632,grade2,05pct
21,0.044,57.5334,grade3,05pct
21,0.066,16.5536,grade4,05pct
21,0.088,2.4566,grade5,05pct
21,0.11,0,grade6,05pct
21,0.132,0,grade7,05pct
21,0.154,0,grade8,05pct
21,0.176,0,grade9,05pct
21,0.198,0,grade10,05pct
21,0.22,0,grade11,05pct
21,0.44,0,grade12,05pct
21,0.66,0,grade13,05pct
21,0.88,0,grade14,05pct
21,1.1,0,grade15,05pct
21,1.32,0,grade16,05pct
21,1.54,0,grade17,05pct
21,1.76,0,grade18,05pct
21,1.98,0,grade19,05pct
21,2.2,0,grade20,05pct
21,4.4,0,grade21,05pct
21,6.6,0,grade22,05pct
21,8.8,0,grade23,05pct
21,20.9,0,grade24,05pct
22,0.002,19.6472,grade1,05pct
22,0.022,58.1361,grade2,05pct
22,0.044,58.9448,grade3,05pct
22,0.066,12.0138,grade4,05pct
22,0.088,34.8734,grade5,05pct
22,0.11,0,grade6,05pct
22,0.132,0,grade7,05pct
22,0.154,0,grade8,05pct
22,0.176,3.0091,grade9,05pct
22,0.198,0,grade10,05pct
22,0.22,56.812,grade11,05pct
22,0.44,54.9388,grade12,05pct
22,0.66,0,grade13,05pct
22,0.88,0,grade14,05pct
22,1.1,0,grade15,05pct
22,1.32,0,grade16,05pct
22,1.54,0,grade17,05pct
22,1.76,0,grade18,05pct
22,1.98,0,grade19,05pct
22,2.2,0,grade20,05pct
22,4.4,0,grade21,05pct
22,6.6,0,grade22,05pct
22,8.8,0,grade23,05pct
22,20.9,0,grade24,05pct
23,0.002,47.3285,grade1,05pct
23,0.022,815.1995,grade2,05pct
23,0.044,230.798,grade3,05pct
23,0.066,91.9328,grade4,05pct
23,0.088,29.5411,grade5,05pct
23,0.11,27.9291,grade6,05pct
23,0.132,11.3101,grade7,05pct
23,0.154,13.7281,grade8,05pct
23,0.176,38.6447,grade9,05pct
23,0.198,42.8298,grade10,05pct
23,0.22,132.8292,grade11,05pct
23,0.44,116.1342,grade12,05pct
23,0.66,145.078,grade13,05pct
23,0.88,86.1791,grade14,05pct
23,1.1,63.0734,grade15,05pct
23,1.32,28.3861,grade16,05pct
23,1.54,53.7374,grade17,05pct
23,1.76,29.2555,grade18,05pct
23,1.98,15.7852,grade19,05pct
23,2.2,229.3153,grade20,05pct
23,4.4,96.9903,grade21,05pct
23,6.6,19.9333,grade22,05pct
23,8.8,178.8665,grade23,05pct
23,20.9,0,grade24,05pct
24,0.002,0,grade1,05pct
24,0.022,7.8574,grade2,05pct
24,0.044,41.9268,grade3,05pct
24,0.066,61.4961,grade4,05pct
24,0.088,24.8075,grade5,05pct
24,0.11,18.6679,grade6,05pct
24,0.132,8.8794,grade7,05pct
24,0.154,3.2179,grade8,05pct
24,0.176,0,grade9,05pct
24,0.198,3.0641,grade10,05pct
24,0.22,5.2674,grade11,05pct
24,0.44,0,grade12,05pct
24,0.66,0.2641,grade13,05pct
24,0.88,0,grade14,05pct
24,1.1,0,grade15,05pct
24,1.32,0,grade16,05pct
24,1.54,0,grade17,05pct
24,1.76,0,grade18,05pct
24,1.98,0,grade19,05pct
24,2.2,0,grade20,05pct
24,4.4,0,grade21,05pct
24,6.6,0,grade22,05pct
24,8.8,0,grade23,05pct
24,20.9,0,grade24,05pct
25,0.002,27.1988,grade1,05pct
25,0.022,15.5989,grade2,05pct
25,0.044,2.698,grade3,05pct
25,0.066,2.3742,grade4,05pct
25,0.088,10.4238,grade5,05pct
25,0.11,6.0242000000000004,grade6,05pct
25,0.132,1.3945,grade7,05pct
25,0.154,0,grade8,05pct
25,0.176,0,grade9,05pct
25,0.198,0,grade10,05pct
25,0.22,107.1085,grade11,05pct
25,0.44,104.7387,grade12,05pct
25,0.66,0,grade13,05pct
25,0.88,0,grade14,05pct
25,1.1,0,grade15,05pct
25,1.32,0,grade16,05pct
25,1.54,0,grade17,05pct
25,1.76,0,grade18,05pct
25,1.98,0,grade19,05pct
25,2.2,0,grade20,05pct
25,4.4,0,grade21,05pct
25,6.6,0,grade22,05pct
25,8.8,0,grade23,05pct
25,20.9,0,grade24,05pct
26,0.002,0.0526,grade1,05pct
26,0.022,101.9248,grade2,05pct
26,0.044,102.3107,grade3,05pct
26,0.066,54.3322,grade4,05pct
26,0.088,24.2912,grade5,05pct
26,0.11,17.0699,grade6,05pct
26,0.132,5.6416,grade7,05pct
26,0.154,10.0617,grade8,05pct
26,0.176,0,grade9,05pct
26,0.198,0.9542,grade10,05pct
26,0.22,10.3269,grade11,05pct
26,0.44,11.2664,grade12,05pct
26,0.66,0,grade13,05pct
26,0.88,0,grade14,05pct
26,1.1,0,grade15,05pct
26,1.32,0.7905,grade16,05pct
26,1.54,0,grade17,05pct
26,1.76,0,grade18,05pct
26,1.98,0,grade19,05pct
26,2.2,0,grade20,05pct
26,4.4,0,grade21,05pct
26,6.6,0,grade22,05pct
26,8.8,0,grade23,05pct
26,20.9,0,grade24,05pct
27,0.002,42.2663,grade1,05pct
27,0.022,132.5587,grade2,05pct
27,0.044,47.9268,grade3,05pct
27,0.066,19.5291,grade4,05pct
27,0.088,3.7499,grade5,05pct
27,0.11,1.4732,grade6,05pct
27,0.132,1.8306,grade7,05pct
27,0.154,2.7628,grade8,05pct
27,0.176,0.5486,grade9,05pct
27,0.198,0,grade10,05pct
27,0.22,1.3374,grade11,05pct
27,0.44,0,grade12,05pct
27,0.66,0,grade13,05pct
27,0.88,0,grade14,05pct
27,1.1,0,grade15,05pct
27,1.32,0,grade16,05pct
27,1.54,0,grade17,05pct
27,1.76,0,grade18,05pct
27,1.98,0,grade19,05pct
27,2.2,0,grade20,05pct
27,4.4,0,grade21,05pct
27,6.6,0,grade22,05pct
27,8.8,0,grade23,05pct
27,20.9,0,grade24,05pct
28,0.002,0,grade1,05pct
28,0.022,54.0142,grade2,05pct
28,0.044,120.1611,grade3,05pct
28,0.066,54.4908,grade4,05pct
28,0.088,7.2999,grade5,05pct
28,0.11,5.6104,grade6,05pct
28,0.132,5.1087,grade7,05pct
28,0.154,4.0743,grade8,05pct
28,0.176,1.5392,grade9,05pct
28,0.198,0,grade10,05pct
28,0.22,0,grade11,05pct
28,0.44,0,grade12,05pct
28,0.66,0,grade13,05pct
28,0.88,0,grade14,05pct
28,1.1,0,grade15,05pct
28,1.32,0,grade16,05pct
28,1.54,0,grade17,05pct
28,1.76,0,grade18,05pct
28,1.98,0,grade19,05pct
28,2.2,0,grade20,05pct
28,4.4,0,grade21,05pct
28,6.6,0,grade22,05pct
28,8.8,0,grade23,05pct
28,20.9,0,grade24,05pct
29,0.002,19.5592,grade1,05pct
29,0.022,373.5609,grade2,05pct
29,0.044,14.4762,grade3,05pct
29,0.066,1.5486,grade4,05pct
29,0.088,0.4616,grade5,05pct
29,0.11,0.3847,grade6,05pct
29,0.132,0,grade7,05pct
29,0.154,0,grade8,05pct
29,0.176,0,grade9,05pct
29,0.198,0,grade10,05pct
29,0.22,0,grade11,05pct
29,0.44,0,grade12,05pct
29,0.66,0,grade13,05pct
29,0.88,0,grade14,05pct
29,1.1,0,grade15,05pct
29,1.32,0,grade16,05pct
29,1.54,0,grade17,05pct
29,1.76,0,grade18,05pct
29,1.98,0,grade19,05pct
29,2.2,0,grade20,05pct
29,4.4,0,grade21,05pct
29,6.6,0,grade22,05pct
29,8.8,0,grade23,05pct
29,20.9,0,grade24,05pct
30,0.002,43.5478,grade1,05pct
30,0.022,577.106,grade2,05pct
30,0.044,15.2779,grade3,05pct
30,0.066,21.7993,grade4,05pct
30,0.088,31.3825,grade5,05pct
30,0.11,4.7467,grade6,05pct
30,0.132,5.9627,grade7,05pct
30,0.154,1.5624,grade8,05pct
30,0.176,0,grade9,05pct
30,0.198,2.555,grade10,05pct
30,0.22,2.0706,grade11,05pct
30,0.44,0,grade12,05pct
30,0.66,0,grade13,05pct
30,0.88,0.8776,grade14,05pct
30,1.1,0.8038,grade15,05pct
30,1.32,0.038,grade16,05pct
30,1.54,0,grade17,05pct
30,1.76,0,grade18,05pct
30,1.98,0,grade19,05pct
30,2.2,0,grade20,05pct
30,4.4,0,grade21,05pct
30,6.6,0,grade22,05pct
30,8.8,0,grade23,05pct
30,20.9,0,grade24,05pct
31,0.002,4.2914,grade1,05pct
31,0.022,243.1907,grade2,05pct
31,0.044,110.96,grade3,05pct
31,0.066,5.5651,grade4,05pct
31,0.088,0.6605,grade5,05pct
31,0.11,0.0764,grade6,05pct
31,0.132,0,grade7,05pct
31,0.154,0,grade8,05pct
31,0.176,0,grade9,05pct
31,0.198,0,grade10,05pct
31,0.22,0,grade11,05pct
31,0.44,0,grade12,05pct
31,0.66,0,grade13,05pct
31,0.88,0,grade14,05pct
31,1.1,0,grade15,05pct
31,1.32,0,grade16,05pct
31,1.54,0,grade17,05pct
31,1.76,0,grade18,05pct
31,1.98,0,grade19,05pct
31,2.2,0,grade20,05pct
31,4.4,0,grade21,05pct
31,6.6,0,grade22,05pct
31,8.8,0,grade23,05pct
31,20.9,0,grade24,05pct
32,0.002,6.0078,grade1,05pct
32,0.022,325.4671,grade2,05pct
32,0.044,245.0982,grade3,05pct
32,0.066,9.0941,grade4,05pct
32,0.088,7.5545,grade5,05pct
32,0.11,3.4016,grade6,05pct
32,0.132,2.2799,grade7,05pct
32,0.154,0.3212,grade8,05pct
32,0.176,0,grade9,05pct
32,0.198,3.5342,grade10,05pct
32,0.22,2.9164,grade11,05pct
32,0.44,0.0103,grade12,05pct
32,0.66,0,grade13,05pct
32,0.88,0,grade14,05pct
32,1.1,0,grade15,05pct
32,1.32,0,grade16,05pct
32,1.54,0,grade17,05pct
32,1.76,0,grade18,05pct
32,1.98,0,grade19,05pct
32,2.2,0,grade20,05pct
32,4.4,0,grade21,05pct
32,6.6,0,grade22,05pct
32,8.8,0,grade23,05pct
32,20.9,0,grade24,05pct
33,0.002,28.6248,grade1,05pct
