supplysector,subsector,technology,1975,1980,1985,1990,1995,2000,2005,2008
gas pipeline,gas pipeline,gas pipeline,18.7202496,19.0161474,16.5939084,17.7979049,20.3588748,22.2198214,21.1019713,22.225017
