supplysector,subsector,technology,1975,1980,1985,1990,1995,2000,2005,2008
gas pipeline,gas pipeline,gas pipeline,19.2852292,19.6341724,17.0874066,18.41954608,21.0428504,22.8452208,21.8809453,22.8572461
