# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2010,18,2004,405,320852,2487,37,13180,421,373,152,35524,16627
2010,18,2005,549,434855,3370,50,17863,571,505,207,46574,22534
2010,18,2006,1693,542702,4186,62,22282,713,630,258,55897,28123
2010,18,2007,2015,646078,4984,74,26527,848,751,307,63828,33480
2010,18,2008,1978,404728,2851,73,24345,833,737,301,47638,32870
2010,18,2009,2120,433737,3056,78,26090,893,790,323,47358,35226
2010,18,2010,1745,356840,2513,64,21477,735,650,266,34569,28997
2010,19,1980,149,468664,9846,28,5085,970,858,142,125257,8660
2010,19,1981,23,53607,645,4,1457,31,27,22,13321,1321
2010,19,1982,25,59240,712,5,1610,34,30,24,14046,1460
2010,19,1983,28,65267,784,5,1777,37,33,26,14963,1611
2010,19,1984,31,73509,883,6,2001,42,37,30,16076,1814
2010,19,1985,36,83837,1007,7,2283,48,42,34,17454,2069
2010,19,1986,43,73017,642,8,2324,58,51,41,16894,2500
2010,19,1987,33,55821,491,6,1776,44,39,31,12383,1910
2010,19,1988,28,47472,417,5,1510,38,33,27,10130,1624
2010,19,1989,29,49313,433,5,1568,39,35,28,10329,1687
2010,19,1990,27,46082,405,5,1465,37,32,26,9484,1576
2010,19,1991,37,46038,405,5,1463,36,32,29,7247,1574
2010,19,1992,47,58220,511,6,1849,46,41,37,9000,1989
2010,19,1993,67,83619,734,9,2655,66,59,53,12650,2856
2010,19,1994,78,92985,848,11,3156,78,69,63,14460,3347
2010,19,1995,98,116568,1063,13,3955,97,86,80,17781,4194
2010,19,1996,125,148105,1350,13,5023,123,109,103,19415,5326
2010,19,1997,145,172219,1569,16,5838,143,127,122,21811,6191
2010,19,1998,189,224312,2043,20,7600,187,165,160,25374,8060
2010,19,1999,270,320686,2920,29,10861,267,236,233,35023,11518
2010,19,2000,381,453021,4123,41,15336,377,333,330,48541,16263
2010,19,2001,510,691251,5816,55,23758,528,467,441,63950,21779
2010,19,2002,657,890720,7495,71,30614,680,601,569,80933,28063
2010,19,2003,883,1196884,10071,95,41136,914,808,764,106649,37709
2010,19,2004,895,884105,7172,97,34174,926,819,775,87980,38223
2010,19,2005,1214,1198242,9721,131,46317,1255,1110,1050,116175,51804
2010,19,2006,3740,1495412,12075,163,57776,1566,1386,1310,140537,64651
2010,19,2007,4452,1780266,14375,195,68781,1865,1650,1560,162009,76967
2010,19,2008,4371,1115082,8206,191,63122,1831,1620,1531,118302,75564
2010,19,2009,4684,1195009,8795,205,67647,1962,1736,1641,119577,80980
2010,19,2010,3856,983130,7233,168,55685,1615,1429,1351,89808,66661
2010,20,1980,167,511729,10674,32,5413,1053,931,156,181905,9392
2010,20,1981,26,58565,699,5,1551,33,29,24,20948,1433
2010,20,1982,28,64718,773,5,1714,37,32,26,21912,1583
2010,20,1983,31,71289,851,6,1891,41,36,29,23204,1747
2010,20,1984,35,80293,958,7,2130,46,40,33,24712,1968
2010,20,1985,40,91573,1093,8,2429,52,46,37,26571,2244
2010,20,1986,48,79629,695,9,2473,63,56,45,26959,2711
2010,20,1987,37,60876,531,7,1890,48,43,34,19637,2072
2010,20,1988,31,51771,452,6,1607,41,36,29,15965,1761
2010,20,1989,33,53778,469,6,1668,42,38,30,16231,1829
2010,20,1990,30,50255,439,6,1559,40,35,28,14859,1709
2010,20,1991,41,50207,438,6,1557,40,35,32,11201,1707
2010,20,1992,52,63493,554,7,1968,50,44,41,13846,2157
2010,20,1993,75,91191,795,10,2825,72,64,59,19354,3097
2010,20,1994,88,101410,919,12,3358,84,74,70,22034,3630
2010,20,1995,110,127129,1151,15,4208,106,93,89,26954,4548
2010,20,1996,140,161524,1462,15,5344,134,119,115,28586,5777
2010,20,1997,163,187823,1700,18,6211,156,138,135,31722,6714
2010,20,1998,212,244635,2213,23,8087,203,179,178,35259,8741
2010,20,1999,303,349742,3162,33,11555,290,256,259,47913,12491
2010,20,2000,428,494068,4465,47,16316,409,362,366,65882,17638
2010,20,2001,573,753830,6299,63,25273,573,507,490,85277,23619
2010,20,2002,739,971359,8117,82,32566,738,653,632,106989,30435
2010,20,2003,993,1305242,10906,110,43759,992,878,849,139623,40896
2010,20,2004,1006,964186,7769,111,36355,1006,890,861,117832,41453
2010,20,2005,1364,1306776,10529,151,49273,1363,1206,1167,153662,56181
2010,20,2006,4203,1630864,13072,188,61459,1701,1505,1456,183268,70115
2010,20,2007,5003,1941517,15562,224,73166,2025,1791,1733,207742,83471
2010,20,2008,4912,1220408,8967,220,67185,1988,1759,1702,155192,81950
2010,20,2009,5264,1307882,9610,236,72001,2130,1885,1824,152124,87824
2010,20,2010,4334,1075961,7905,194,59269,1753,1551,1501,108272,72295
2010,21,1980,94,263405,5307,14,3060,579,512,38,79661,5247
2010,21,1981,14,30092,347,2,878,18,16,6,8896,800
2010,21,1982,16,33253,383,2,970,20,18,6,9334,885
2010,21,1983,17,36652,422,3,1070,22,20,7,9909,976
2010,21,1984,20,41281,476,3,1205,25,22,8,10589,1099
2010,21,1985,22,47081,542,3,1374,29,25,9,11429,1254
2010,21,1986,27,41137,346,4,1399,35,31,11,11403,1514
2010,21,1987,21,31452,265,3,1069,26,23,8,8326,1158
2010,21,1988,18,26752,225,3,909,22,20,7,6786,984
2010,21,1989,18,27792,234,3,944,23,21,7,6907,1022
2010,21,1990,17,25975,218,3,882,22,19,7,6330,955
2010,21,1991,23,25954,218,3,881,22,19,8,4880,953
2010,21,1992,29,32826,276,3,1114,28,24,10,6043,1205
2010,21,1993,42,47153,396,5,1599,40,35,15,8465,1730
2010,21,1994,49,54646,461,6,1875,46,41,17,9675,2028
2010,21,1995,62,68517,578,7,2350,58,51,22,11860,2541
2010,21,1996,79,87068,734,7,2984,74,65,28,12792,3227
2010,21,1997,91,101262,853,8,3469,86,76,33,14274,3751
2010,21,1998,119,131915,1110,11,4516,112,99,44,16018,4884
2010,21,1999,170,188627,1586,15,6454,159,141,64,21870,6979
2010,21,2000,240,266517,2240,21,9113,225,199,90,30175,9854
2010,21,2001,322,349041,2798,29,12267,334,295,121,37315,13195
2010,21,2002,414,449761,3606,37,15807,430,381,156,46925,17003
2010,21,2003,557,604356,4845,50,21240,578,512,209,61400,22848
2010,21,2004,564,446252,3446,50,17642,586,518,212,51888,23159
2010,21,2005,765,604813,4670,68,23911,794,703,287,67911,31387
2010,21,2006,2357,754809,5814,85,29832,991,877,359,81432,39171
2010,21,2007,2806,898589,6921,102,35515,1180,1044,427,92774,46633
2010,21,2008,2755,562110,3945,100,32590,1159,1025,419,69694,45783
2010,21,2009,2953,602401,4228,107,34926,1242,1098,449,69019,49065
2010,21,2010,2431,495733,3479,88,28751,1022,904,370,50049,40389
2010,22,1980,245,666600,15008,43,7153,1537,1360,98,248079,13904
2010,22,1981,37,76013,978,7,2052,49,43,15,28359,2121
2010,22,1982,41,84000,1081,7,2268,54,47,16,29688,2344
2010,22,1983,46,92642,1192,8,2502,59,52,18,31470,2586
2010,22,1984,51,104343,1343,9,2818,67,59,20,33545,2913
2010,22,1985,58,119002,1531,10,3214,76,67,23,36104,3322
2010,22,1986,71,104524,982,12,3271,92,81,28,36565,4013
2010,22,1987,54,79911,750,10,2500,70,62,22,26654,3067
2010,22,1988,46,67962,638,8,2126,60,53,18,21686,2608
2010,22,1989,48,70599,662,8,2207,62,55,19,22055,2708
2010,22,1990,45,65976,619,8,2062,58,51,18,20194,2530
2010,22,1991,61,65916,618,8,2059,58,51,20,15595,2526
2010,22,1992,77,83361,781,10,2603,73,65,26,19284,3194
2010,22,1993,110,119731,1122,14,3738,105,93,37,26968,4585
2010,22,1994,129,139145,1308,17,4383,123,109,44,30787,5373
2010,22,1995,162,174443,1639,21,5492,154,136,56,37680,6733
2010,22,1996,205,221648,2082,21,6975,196,173,72,40198,8551
2010,22,1997,239,257747,2420,24,8108,227,201,85,44573,9939
2010,22,1998,311,335726,3151,32,10555,296,262,112,48151,12940
2010,22,1999,444,479992,4503,45,15083,423,374,163,65096,18491
2010,22,2000,627,678103,6358,64,21298,597,528,230,89681,26110
2010,22,2001,839,914806,8536,86,28110,900,796,308,114558,34965
2010,22,2002,1082,1178787,10999,111,36222,1160,1026,397,143922,45054
2010,22,2003,1454,1583967,14780,149,48672,1559,1379,533,188110,60541
2010,22,2004,1473,1169257,10500,151,40423,1580,1398,541,158797,61365
2010,22,2005,1997,1584713,14230,204,54785,2141,1894,733,207519,83168
2010,22,2006,6153,1977731,17750,255,68364,2673,2364,914,248599,103794
2010,22,2007,7325,2354455,21132,304,81386,3182,2815,1088,282646,123566
2010,22,2008,7192,1471903,12045,298,74699,3124,2763,1069,211558,121314
2010,22,2009,7707,1577406,12908,319,80053,3348,2961,1145,208624,130010
2010,22,2010,6345,1298368,10625,263,65898,2756,2438,943,150156,107021
2010,23,1980,227,622017,13275,35,8061,1406,1244,88,175165,12715
2010,23,1981,35,71317,872,5,2309,44,39,13,18865,1940
2010,23,1982,38,78810,964,6,2552,49,43,15,19853,2143
2010,23,1983,42,86759,1060,7,2816,54,48,16,21110,2365
2010,23,1984,48,97716,1194,7,3171,61,54,19,22633,2664
2010,23,1985,54,111444,1362,8,3617,70,62,21,24515,3038
2010,23,1986,66,96375,862,10,3683,84,74,25,23835,3670
2010,23,1987,50,73678,659,8,2815,64,57,19,17438,2805
2010,23,1988,43,62657,560,7,2393,55,48,17,14239,2385
2010,23,1989,44,65085,582,7,2485,57,50,17,14507,2476
2010,23,1990,41,60820,544,6,2321,53,47,16,13311,2313
2010,23,1991,56,60761,544,6,2318,53,47,18,9660,2310
2010,23,1992,71,76838,687,8,2931,67,59,23,11989,2921
2010,23,1993,102,110356,987,12,4208,96,85,34,16839,4193
2010,23,1994,120,128248,1151,14,4934,112,99,40,19296,4914
2010,23,1995,150,160771,1442,17,6183,141,125,51,23713,6158
2010,23,1996,191,204263,1832,17,7853,179,158,66,25403,7820
2010,23,1997,222,237515,2129,20,9127,208,184,77,28539,9090
2010,23,1998,288,309351,2772,26,11883,271,240,102,32894,11834
2010,23,1999,412,442251,3961,37,16981,387,342,148,45305,16911
2010,23,2000,582,624737,5592,53,23977,547,483,209,62787,23878
2010,23,2001,779,836976,7824,70,31917,830,735,280,81967,31976
2010,23,2002,1004,1078498,10081,91,41127,1070,947,361,103750,41203
2010,23,2003,1349,1449207,13546,122,55263,1438,1272,485,136739,55365
2010,23,2004,1368,1070604,9657,124,45916,1458,1289,491,111801,56119
2010,23,2005,1854,1451006,13088,168,62230,1975,1748,666,147628,76059
2010,23,2006,5713,1810864,16229,209,77616,2465,2181,831,178392,94922
2010,23,2007,6801,2155805,19321,249,92401,2935,2596,990,205635,113003
2010,23,2008,6677,1350073,11082,245,84801,2881,2549,972,147945,110944
2010,23,2009,7155,1446843,11877,262,90879,3088,2732,1041,149387,118896
2010,23,2010,5890,1190217,9767,216,74810,2541,2248,857,111993,97873
2010,24,1980,448,1296369,30839,94,14598,2945,2605,190,426019,26737
2010,24,1981,68,148130,2015,14,4185,93,82,29,46507,4079
2010,24,1982,76,163694,2227,16,4625,103,91,32,48928,4507
2010,24,1983,83,180411,2454,17,5103,113,100,35,52049,4973
2010,24,1984,94,203196,2763,20,5748,128,113,40,55786,5601
2010,24,1985,107,231744,3152,22,6555,146,129,45,60408,6388
2010,24,1986,129,202317,2012,27,6673,176,156,55,59500,7717
2010,24,1987,99,154686,1538,21,5100,134,119,42,43546,5898
2010,24,1988,84,131565,1307,18,4336,114,101,36,35567,5015
2010,24,1989,87,136682,1357,18,4503,119,105,37,36240,5207
2010,24,1990,82,127742,1269,17,4206,111,98,35,33247,4864
2010,24,1991,111,127637,1267,17,4201,111,98,38,25563,4858
2010,24,1992,140,161430,1602,22,5311,140,124,49,31704,6142
2010,24,1993,202,231884,2300,31,7625,201,178,71,44494,8818
2010,24,1994,236,269514,2683,36,8941,236,208,84,50957,10333
2010,24,1995,296,337916,3362,46,11204,295,261,107,62575,12948
2010,24,1996,376,429402,4269,46,14230,375,332,137,67987,16445
2010,24,1997,437,499392,4962,53,16539,436,385,162,76143,19114
2010,24,1998,569,650548,6460,69,21533,567,502,213,86511,24884
2010,24,1999,813,930207,9232,99,30770,811,717,310,118661,35559
2010,24,2000,1147,1314289,13035,140,43447,1145,1013,437,164197,50210
2010,24,2001,1537,1758594,16857,187,56923,1710,1513,586,206779,67238
2010,24,2002,1980,2266063,21721,242,73349,2203,1949,755,260980,86641
2010,24,2003,2661,3044966,29187,325,98561,2960,2619,1014,342868,116421
2010,24,2004,2697,2248300,20753,329,81870,3001,2655,1028,287378,118006
2010,24,2005,3655,3047155,28127,446,110960,4067,3598,1393,378088,159935
2010,24,2006,11263,3802869,35028,557,138432,5076,4490,1739,456123,199600
2010,24,2007,13408,4527251,41701,663,164801,6042,5345,2070,523307,237620
2010,24,2008,13164,2830728,23729,650,151249,5932,5248,2032,390584,233291
2010,24,2009,14107,3033630,25430,697,162090,6358,5624,2178,391789,250013
2010,24,2010,11613,2496531,20927,574,133429,5233,4629,1793,290539,205805
2010,25,1980,2777,7940157,189423,692,92504,18449,16320,1190,2977625,168471
2010,25,1981,424,910942,12439,106,26486,582,515,181,336793,25699
2010,25,1982,468,1006651,13746,117,29269,644,569,201,352812,28399
2010,25,1983,516,1107947,15117,129,32295,710,628,221,373946,31335
2010,25,1984,582,1247877,17026,145,36374,800,708,249,398896,35293
2010,25,1985,663,1423193,19418,165,41484,912,807,284,429675,40251
2010,25,1986,801,1227864,12301,200,42228,1102,975,343,430745,48625
2010,25,1987,613,938519,9402,153,32274,842,745,262,314055,37164
2010,25,1988,521,797979,7993,130,27439,716,633,223,255574,31596
2010,25,1989,541,828718,8300,135,28493,744,658,232,259949,32810
2010,25,1990,505,774234,7767,126,26618,695,614,216,238097,30650
2010,25,1991,688,773317,7757,126,26584,694,614,236,168806,30611
2010,25,1992,870,977710,9806,159,33607,877,776,303,208843,38698
2010,25,1993,1249,1403862,14079,228,48250,1259,1114,440,292244,55560
2010,25,1994,1463,1634249,16437,268,56568,1475,1305,522,333882,65105
2010,25,1995,1834,2048140,20597,335,70886,1849,1636,663,408865,81585
2010,25,1996,2329,2601519,26159,338,90028,2348,2077,852,427089,103616
2010,25,1997,2707,3024141,30405,393,104641,2729,2414,1003,476209,120434
2010,25,1998,3524,3937652,39585,511,136233,3553,3143,1322,526690,156795
2010,25,1999,5036,5627550,56566,730,194675,5078,4492,1921,716127,224056
2010,25,2000,7110,7947192,79872,1031,274882,7170,6343,2713,988261,316369
2010,25,2001,9522,10036396,111447,1381,368506,9858,8721,3633,1274102,423662
2010,25,2002,12269,12932548,143607,1780,474844,12703,11238,4681,1605263,545915
2010,25,2003,16487,17377796,192968,2391,638060,17070,15100,6291,2104850,733562
2010,25,2004,16711,12840980,137481,2424,530194,17302,15306,6376,1737481,743545
2010,25,2005,22649,17403586,186330,3285,718580,23450,20744,8642,2278744,1007740
2010,25,2006,69792,21719788,231266,4100,896133,29265,25889,10785,2734285,1257665
2010,25,2007,83086,25857018,275319,4881,1066831,34840,30820,12839,3123625,1497230
2010,25,2008,81573,16268432,157920,4792,979593,34205,30259,12605,2260433,1469951
2010,25,2009,87420,17434532,169239,5135,1049808,36657,32428,13509,2243624,1575315
2010,25,2010,71962,14339660,139203,4227,864180,30170,26689,11120,1633054,1296763
2010,26,1980,324,926838,19019,53,11347,2025,1791,134,259830,18304
2010,26,1981,49,106225,1249,8,3251,64,57,20,28288,2792
2010,26,1982,55,117385,1380,9,3592,71,62,23,29754,3086
2010,26,1983,60,129242,1518,10,3964,78,69,25,31631,3405
2010,26,1984,68,145564,1709,11,4464,88,78,28,33893,3835
2010,26,1985,77,166015,1950,13,5092,100,89,32,36690,4373
2010,26,1986,94,143792,1236,15,5184,121,107,39,35962,5283
2010,26,1987,72,109941,945,12,3962,92,82,29,26306,4038
2010,26,1988,61,93510,803,10,3369,79,70,25,21476,3433
2010,26,1989,63,97148,834,10,3498,82,72,26,21878,3565
2010,26,1990,59,90795,781,10,3268,76,67,24,20072,3330
2010,26,1991,80,90722,780,10,3264,76,67,27,14949,3326
2010,26,1992,102,114744,986,12,4126,96,85,35,18544,4205
2010,26,1993,146,164825,1415,17,5924,138,122,51,26032,6037
2010,26,1994,171,191026,1648,20,6948,162,143,60,29804,7074
2010,26,1995,214,239514,2065,26,8707,203,180,77,36608,8864
2010,26,1996,272,304364,2623,26,11058,258,228,99,39455,11258
2010,26,1997,316,353982,3049,30,12853,300,265,116,44286,13085
2010,26,1998,411,461134,3969,39,16733,390,345,153,51034,17036
2010,26,1999,588,659383,5672,56,23912,557,493,223,70229,24344
2010,26,2000,830,931666,8009,79,33764,787,696,315,97194,34374
2010,26,2001,1112,1217760,9995,105,45475,1167,1033,422,119597,46031
2010,26,2002,1432,1569163,12879,136,58598,1504,1331,543,150951,59314
2010,26,2003,1925,2108526,17305,183,78739,2021,1788,730,198321,79702
2010,26,2004,1951,1557808,12335,185,65418,2049,1812,740,165650,80786
2010,26,2005,2644,2111323,16718,251,88662,2777,2456,1003,217925,109491
2010,26,2006,8147,2634945,20736,313,110588,3465,3065,1252,262379,136646
2010,26,2007,9699,3136851,24685,373,131654,4125,3649,1490,300980,162674
2010,26,2008,9522,1965474,14125,366,120823,4050,3583,1463,223336,159710
2010,26,2009,10205,2106356,15137,392,129483,4340,3840,1568,223871,171158
2010,26,2010,8401,1732646,12447,323,106588,3572,3160,1290,165761,140894
2010,27,1980,110,313004,6574,19,3787,690,610,43,92440,6225
2010,27,1981,17,35901,432,3,1085,22,19,7,10155,950
2010,27,1982,19,39672,477,3,1199,24,21,7,10674,1049
2010,27,1983,20,43668,525,4,1323,27,23,8,11340,1158
2010,27,1984,23,49184,591,4,1490,30,26,9,12142,1304
2010,27,1985,26,56093,674,5,1699,34,30,10,13132,1487
2010,27,1986,32,48524,428,5,1730,41,36,12,12944,1797
2010,27,1987,24,37102,327,4,1322,31,28,10,9464,1373
2010,27,1988,21,31559,278,4,1124,27,24,8,7722,1167
2010,27,1989,21,32788,289,4,1167,28,25,8,7865,1212
2010,27,1990,20,30646,270,3,1090,26,23,8,7214,1133
2010,27,1991,27,30623,270,3,1089,26,23,9,5353,1131
2010,27,1992,34,38733,341,4,1377,33,29,11,6638,1430
2010,27,1993,49,55642,490,6,1977,47,42,16,9314,2053
2010,27,1994,58,64772,571,7,2318,55,49,19,10667,2406
2010,27,1995,72,81218,716,9,2904,69,61,25,13096,3015
2010,27,1996,92,103216,909,9,3688,88,78,32,14062,3829
2010,27,1997,107,120051,1057,11,4287,102,90,37,15781,4450
2010,27,1998,139,156402,1376,14,5581,133,117,49,18072,5794
2010,27,1999,199,223659,1967,20,7976,190,168,72,24828,8279
2010,27,2000,281,316040,2777,28,11262,268,237,101,34345,11690
2010,27,2001,376,399247,3431,38,14846,385,341,136,42040,15654
2010,27,2002,485,514456,4422,49,19129,497,439,175,53030,20172
2010,27,2003,652,691289,5941,65,25705,667,590,235,69627,27105
2010,27,2004,661,510812,4236,66,21356,676,598,238,58370,27474
2010,27,2005,895,692312,5742,90,28945,917,811,323,76732,37236
2010,27,2006,2759,864010,7120,112,36102,1144,1012,403,92305,46471
2010,27,2007,3284,1028589,8477,134,42979,1362,1205,480,105777,55323
2010,27,2008,3224,644958,4854,131,39445,1337,1183,471,78896,54315
2010,27,2009,3455,691188,5201,141,42273,1433,1267,505,78961,58208
2010,27,2010,2844,568492,4276,116,34798,1179,1043,415,58300,47916
2010,28,1980,93,254982,5332,15,2934,576,510,36,87994,5226
2010,28,1981,14,29102,348,2,841,18,16,6,10058,797
2010,28,1982,16,32159,385,2,930,20,18,6,10530,881
2010,28,1983,17,35458,424,3,1026,22,20,7,11161,972
2010,28,1984,20,39936,477,3,1156,25,22,8,11897,1095
2010,28,1985,22,45546,544,3,1318,28,25,9,12805,1249
2010,28,1986,27,39903,348,4,1341,34,30,10,12959,1508
2010,28,1987,21,30509,266,3,1025,26,23,8,9446,1153
2010,28,1988,18,25948,226,3,872,22,20,7,7686,980
2010,28,1989,18,26958,235,3,905,23,21,7,7817,1018
2010,28,1990,17,25194,220,3,846,22,19,7,7157,951
2010,28,1991,23,25174,219,3,844,22,19,7,5581,950
2010,28,1992,29,31839,277,3,1068,27,24,10,6901,1200
2010,28,1993,42,45734,398,5,1533,39,35,14,9650,1723
2010,28,1994,49,53155,464,6,1797,46,41,16,11017,2020
2010,28,1995,62,66646,582,7,2252,58,51,21,13483,2531
2010,28,1996,78,84689,739,7,2860,73,65,27,14472,3214
2010,28,1997,91,98493,859,8,3325,85,75,32,16080,3736
2010,28,1998,119,128305,1118,11,4328,111,98,42,17693,4864
2010,28,1999,169,183461,1598,15,6185,159,140,61,24005,6950
2010,28,2000,239,259212,2256,22,8734,224,198,86,33035,9814
2010,28,2001,320,347023,2917,29,11441,335,296,115,41476,13142
2010,28,2002,413,447162,3759,37,14742,431,381,148,52021,16934
2010,28,2003,555,600863,5051,50,19809,579,512,199,67866,22755
2010,28,2004,562,443593,3590,51,16453,587,519,202,57671,23065
2010,28,2005,762,601210,4866,69,22299,796,704,273,75195,31260
2010,28,2006,2348,750313,6064,86,27823,993,879,341,89812,39013
2010,28,2007,2795,893236,7219,102,33123,1182,1046,406,101790,46445
2010,28,2008,2744,558494,4119,100,30399,1161,1027,399,76797,45598
2010,28,2009,2941,598527,4414,108,32578,1244,1100,427,75326,48867
2010,28,2010,2421,492609,3633,89,26818,1024,906,352,53687,40226
2010,29,1980,312,930411,17736,47,10206,1919,1698,276,283359,17075
2010,29,1981,48,106360,1161,7,2926,61,54,42,32126,2605
2010,29,1982,53,117535,1283,8,3233,67,59,47,33645,2878
2010,29,1983,58,129519,1413,9,3567,74,65,51,35664,3176
2010,29,1984,65,145876,1591,10,4018,83,74,58,38034,3577
2010,29,1985,75,166371,1814,11,4582,95,84,66,40956,4080
2010,29,1986,90,145091,1156,13,4664,115,101,80,41182,4928
2010,29,1987,69,110922,883,10,3565,88,78,61,30022,3767
2010,29,1988,59,94332,751,9,3031,74,66,52,24429,3202
2010,29,1989,61,97989,780,9,3147,77,68,54,24846,3325
2010,29,1990,57,91569,729,9,2940,72,64,50,22754,3107
2010,29,1991,77,91482,728,8,2936,72,64,57,17150,3103
2010,29,1992,98,115689,921,11,3712,91,81,73,21216,3922
2010,29,1993,140,166159,1322,15,5329,131,116,106,29685,5631
2010,29,1994,165,184761,1527,18,6334,153,136,126,33818,6599
2010,29,1995,206,231621,1914,23,7937,192,170,161,41408,8269
2010,29,1996,262,294286,2430,23,10081,244,216,207,44087,10502
2010,29,1997,304,342200,2825,26,11717,284,251,243,49005,12207
2010,29,1998,396,445707,3677,34,15254,370,327,321,54695,15892
2010,29,1999,566,637203,5255,49,21798,528,467,467,74492,22709
2010,29,2000,800,900154,7420,70,30779,746,660,660,102604,32065
2010,29,2001,1071,1374348,10470,93,47676,1045,924,884,133383,42940
