# File: state_tier1_caps.csv
# Title: Tier 1 emissions by state sector pollutant and year
# Description: Note: some data is interpolated
# Units: 1000 tons
# Source: https://www.epa.gov/air-emissions-inventories/air-pollutant-emissions-trends-data
# Column types: ncnccnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
stfips,state,tier_1_code,tier1_description,pollutant_code,emissions90,emissions96,emissions97,emissions98,emissions99,emissions00,emissions01,emissions02,emissions03,emissions04,emissions05,emissions06,emissions07,emissions08,emissions09,emissions10,emissions11,emissions12,emissions13,emissions14,emissions15,emissions16,emissions17,emissions18,emissions19
1,AL,1,FUEL COMB. ELEC. UTIL.,NH3,,0.01516,0.01605,0.01597,0.01651,0.016949,0.015926,0.6483392,0.640472058,0.632604916,0.624737774,0.596224626,0.567711479,0.539198332,0.522571961,0.505945589,0.489319218,0.488462596,0.487605975,0.486749353,0.457457277,0.428165201,0.398873126,0.398873126,0.398873126
1,AL,1,FUEL COMB. ELEC. UTIL.,NOX,187.79386,219.009,209.98918,198.66722,186.3871,182.334029,169.063668,162.4571829,155.057338,136.658226,134.1019685,123.159224,122.364056,113.0329924,96.00923043,78.87946547,61.6871485,57.76831163,53.84947477,49.9306379,40.76923536,31.60783282,22.44643028,24.087938,18.971049
1,AL,1,FUEL COMB. ELEC. UTIL.,PM10,8.85994,9.28102,8.83472,8.37946,29.21702,28.920119,27.213014,26.03978501,26.38171611,26.7236472,27.0655783,19.7560826,12.4465869,5.137091206,5.876249051,6.615406896,7.323321741,6.469981304,5.616640867,4.763300429,3.950868841,3.138437253,2.326005664,2.326005664,2.326005664
1,AL,1,FUEL COMB. ELEC. UTIL.,PM25,3.60246,4.36618,4.23529,4.00666,25.092193,24.408143,23.388713,22.52253144,22.84583593,23.16914043,23.49244492,16.580168,9.667891073,2.755614149,3.465757383,4.175900617,4.866090851,4.407620699,3.949150548,3.490680396,2.964636337,2.438592277,1.912548218,1.912548218,1.912548218
1,AL,1,FUEL COMB. ELEC. UTIL.,SO2,528.64015,584.96044,567.98876,575.47384,542.65734,512.08508,466.231637,448.2928643,458.621837,412.439787,460.1747366,455.193064,447.189154,361.2084519,300.5832618,239.955174,179.3226022,159.5225501,139.7224981,119.922446,83.44327413,46.96410223,10.48493033,12.019227,6.415872
1,AL,1,FUEL COMB. ELEC. UTIL.,VOC,0.79719,0.99511,0.9925,1.00374,2.23487,2.133452,2.105723,2.259568,2.143550196,2.027532392,1.911514588,1.797696545,1.683878503,1.57006046,1.433560153,1.297059847,1.15179904,1.217204429,1.282609817,1.348015206,1.303014349,1.258013491,1.213012634,1.213012634,1.213012634
1,AL,1,FUEL COMB. ELEC. UTIL.,CO,6.86859,8.06884,8.04705,8.12158,11.51526,10.345005,9.807628,11.212116,11.32424124,11.43636648,11.54849172,11.51218658,11.47588144,11.4395763,10.9668444,10.4941125,9.9576446,9.6423108,9.326977,9.0116432,9.125182333,9.238721467,9.3522606,9.3522606,9.3522606
1,AL,2,FUEL COMB. INDUSTRIAL,CO,25.73799,49.77487,48.15407,48.41578,43.88043,43.576394,45.374914,67.13219162,65.81066175,64.48913187,63.167602,49.57710761,35.98661322,22.39611883,22.61858405,22.84104926,71.86470057,66.7471092,61.62951784,56.51192647,43.65623227,30.80053808,17.94484388,17.94484388,17.94484388
1,AL,2,FUEL COMB. INDUSTRIAL,VOC,7.55391,4.44464,4.37024,4.33768,4.07291,4.0706,4.092758,2.274272103,2.26371857,2.253165037,2.242611505,2.075396651,1.908181797,1.740966943,1.743319585,1.745672227,3.282876125,3.090067831,2.897259538,2.704451244,2.378932067,2.053412889,1.727893712,1.727893712,1.727893712
1,AL,2,FUEL COMB. INDUSTRIAL,SO2,54.82764,52.69352,52.00472,51.73982,42.81297,42.125593,44.067971,33.39878683,32.37404933,31.34931184,30.32457434,27.4738541,24.62313386,21.77241362,20.38686739,19.00132115,41.32218386,38.16929643,35.01640899,31.86352156,24.45469381,17.04586607,9.637038327,9.637038327,9.637038327
1,AL,2,FUEL COMB. INDUSTRIAL,PM25,8.95548,6.56238,6.32133,6.37696,5.701548,5.667881,5.855379,2.715406176,2.846252766,2.977099357,3.107945947,3.043270559,2.978595171,2.913919783,3.174866775,3.435813767,34.66393051,35.51917391,36.37441732,37.22966073,25.66888713,14.10811353,2.547339936,2.547339936,2.547339936
1,AL,2,FUEL COMB. INDUSTRIAL,PM10,12.63573,10.87613,10.53728,10.56054,8.582618,8.474332,8.809374,5.563218565,5.675496798,5.787775032,5.900053265,5.062986049,4.225918833,3.388851616,3.62230577,3.855759924,46.27438322,47.24203355,48.20968388,49.17733421,33.76794361,18.358553,2.949162393,2.949162393,2.949162393
1,AL,2,FUEL COMB. INDUSTRIAL,NH3,0.38396,1.31672,1.28847,1.3128,0.453654,0.457349,0.460238,0.38786043,0.371219399,0.354578369,0.337937338,0.24279463,0.147651921,0.052509212,0.071564475,0.090619737,0.812746476,0.755929131,0.699111786,0.642294441,0.439639269,0.236984097,0.034328925,0.034328925,0.034328925
1,AL,2,FUEL COMB. INDUSTRIAL,NOX,75.0194,98.5869,96.90908,96.43691,63.36205,63.137215,63.78486,48.6024981,44.82649865,41.0504992,37.27449975,34.96296233,32.65142492,30.3398875,32.0215286,33.7031697,35.44736279,36.72796487,38.00856695,39.28916903,32.84198373,26.39479843,19.94761313,19.94761313,19.94761313
1,AL,3,FUEL COMB. OTHER,PM10,13.61068,6.01598,6.04569,5.82756,6.142005,6.468668,6.508774,5.81084596,5.802461385,5.79407681,5.785692235,4.31742023,2.849148225,1.38087622,1.469460179,1.558044137,1.688984091,2.129453237,2.569922383,3.010391528,3.283705276,3.557019023,3.830332771,3.830332771,3.830332771
1,AL,3,FUEL COMB. OTHER,PM25,12.19398,4.99501,5.00689,4.92284,5.350037,5.664726,5.689449,4.93577613,4.935322988,4.934869847,4.934416705,3.744864338,2.555311971,1.365759605,1.456820891,1.547882178,1.65398098,2.092368212,2.530755445,2.969142678,3.250061933,3.530981188,3.811900443,3.811900443,3.811900443
1,AL,3,FUEL COMB. OTHER,SO2,65.70762,44.75749,45.48909,38.86062,36.099921,36.640105,37.319392,39.66825117,39.64997462,39.63169807,39.61342152,26.71129972,13.80917792,0.907056116,0.738317019,0.569577921,0.417300247,0.313749795,0.210199343,0.106648891,0.114216966,0.121785042,0.129353117,0.129353117,0.129353117
1,AL,3,FUEL COMB. OTHER,CO,89.93378,34.23424,34.29082,34.15163,65.515923,37.318006,37.426965,71.05160555,70.48616218,69.92071881,69.35527544,50.01507181,30.67486817,11.33466454,11.54395555,11.75324656,12.10373583,14.99790364,17.89207145,20.78623926,23.5814874,26.37673555,29.1719837,29.1719837,29.1719837
1,AL,3,FUEL COMB. OTHER,NH3,0.19499,0.19472,0.19543,0.16797,0.165283,0.16712,0.169439,0.170265497,0.17055738,0.170849262,0.171141145,0.271487832,0.371834519,0.472181206,0.471716113,0.471251021,0.466007881,0.492414569,0.518821257,0.545227945,0.529972216,0.514716487,0.499460758,0.499460758,0.499460758
1,AL,3,FUEL COMB. OTHER,VOC,16.58653,10.98382,10.99259,10.94515,54.663071,11.676211,11.686365,56.24208046,40.05867282,23.87526518,7.69185754,5.743158458,3.794459375,1.845760293,1.92999584,2.014231387,2.037687728,2.444918464,2.8521492,3.259379937,3.654695261,4.050010585,4.445325909,4.445325909,4.445325909
1,AL,3,FUEL COMB. OTHER,NOX,16.94807,13.04372,12.93734,11.49376,6.365992,6.201905,6.255004,25.14383292,25.49767225,25.85151158,26.20535092,18.91163123,11.61791153,4.324191843,4.298306661,4.272421479,4.228874747,3.784052402,3.339230057,2.894407712,2.739874341,2.585340971,2.4308076,2.4308076,2.4308076
1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,6.16726,7.7348,7.9107,8.18168,7.57789,7.810139,8.016728,12.769296,10.41945412,8.069612247,5.719770371,6.502580647,7.285390924,8.0682012,7.565045667,7.061890133,6.5587346,6.252424177,5.946113753,5.63980333,5.486314492,5.332825654,5.179336816,5.179336816,5.179336816
1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,VOC,23.18752,32.10071,33.00012,33.97481,15.82141,16.296737,16.796007,9.839553,9.535936101,9.232319203,8.928702304,6.438313506,3.947924708,1.457535911,1.514803179,1.572070448,1.629337717,1.636002176,1.642666635,1.649331094,1.659356983,1.669382871,1.67940876,1.67940876,1.67940876
1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,PM25,0.90882,0.71519,0.73233,0.75621,0.791904,0.813965,0.835489,0.785668215,0.76430023,0.742932244,0.721564259,0.639244154,0.556924049,0.474603944,0.532937598,0.591271253,0.649604907,0.664925836,0.680246765,0.695567695,0.673109747,0.6506518,0.628193853,0.628193853,0.628193853
1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,PM10,1.01733,1.0479,1.0728,1.10829,1.068639,1.09872,1.127882,1.154461775,1.131560404,1.108659034,1.085757663,0.9397416,0.793725537,0.647709474,0.666511441,0.685313409,0.704115377,0.70673119,0.709347003,0.711962816,0.7017522,0.691541585,0.681330969,0.681330969,0.681330969
1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,NOX,1.49398,1.2868,1.31917,1.37185,2.06357,2.120263,2.178188,2.032381,2.119874402,2.207367805,2.294861207,1.918321834,1.541782461,1.165243088,1.580404158,1.995565229,2.410726299,2.320113367,2.229500435,2.138887503,1.972988189,1.807088875,1.64118956,1.64118956,1.64118956
