# File: EPA_state_egu_emission_factors_ktPJ.csv
# Title: Electric Generating Unit (EGU) emission factors for US states for plants built after 2015
# Source: EPA's Power Sector Modeling Platform v5.14 Base Case scenario. https://www.epa.gov/airmarkets/power-sector-modeling-platform-v514#results.
# Comments: State-level emission data were obtained from the 2017 & 2018 and 2025 flat files that are used with EPA emissions and air quality modeling applications
# Units: kilotonne per PJ fuel input
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
state_name,fuel,2015_NOx,2017_NOx,2018_NOx,2020_NOx,2025_NOx,2030_NOx,2040_NOx,2050_NOx,2015_SO2,2017_SO2,2018_SO2,2020_SO2,2025_SO2,2030_SO2,2040_SO2,2050_SO2,2015_PM10,2017_PM10,2018_PM10,2020_PM10,2025_PM10,2030_PM10,2040_PM10,2050_PM10,2015_PM2.5,2017_PM2.5,2018_PM2.5,2020_PM2.5,2025_PM2.5,2030_PM2.5,2040_PM2.5,2050_PM2.5,2015_NMVOC,2017_NMVOC,2018_NMVOC,2020_NMVOC,2025_NMVOC,2030_NMVOC,2040_NMVOC,2050_NMVOC,2015_CO,2017_CO,2018_CO,2020_CO,2025_CO,2030_CO,2040_CO,2050_CO,2015_NH3,2017_NH3,2018_NH3,2020_NH3,2025_NH3,2030_NH3,2040_NH3,2050_NH3,2015_BC,2016_BC,2018_BC,2020_BC,2025_BC,2030_BC,2040_BC,2050_BC,2015_OC,2016_OC,2018_OC,2020_OC,2025_OC,2030_OC,2040_OC,2050_OC
Alabama,biomass,0.096673723,0.096673723,0.096673723,0.096904022,0.097479772,0.097479772,0.097479772,0.097479772,0.359175919,0.359175919,0.359175919,0.358891982,0.358182138,0.358182138,0.358182138,0.358182138,0.008699322,0.008699322,0.008699322,0.008704367,0.008716981,0.008716981,0.008716981,0.008716981,0.008638704,0.008638704,0.008638704,0.00864398,0.008657169,0.008657169,0.008657169,0.008657169,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.000431935,0.000431935,0.000431935,0.000432199,0.000432858,0.000432858,0.000432858,0.000432858,0.001727741,0.001727741,0.001727741,0.001728796,0.001731434,0.001731434,0.001731434,0.001731434
Alabama,coal,0.05675626,0.05675626,0.05675626,0.056919668,0.057328188,0.057328188,0.057328188,0.057328188,0.9395637,0.9395637,0.9395637,0.953611314,0.988729361,0.988729361,0.988729361,0.988729361,0.013705359,0.013705359,0.013705359,0.013715608,0.013741232,0.013741232,0.013741232,0.013741232,0.010379307,0.010379307,0.010379307,0.010384546,0.010397642,0.010397642,0.010397642,0.010397642,0.001408272,0.001408272,0.001408272,0.001407933,0.001407087,0.001407087,0.001407087,0.001407087,0.011735597,0.011735597,0.011735597,0.011732777,0.011725727,0.011725727,0.011725727,0.011725727,0.000704136,0.000704136,0.000704136,0.000703967,0.000703544,0.000703544,0.000703544,0.000703544,6.23E-05,6.23E-05,6.23E-05,6.23E-05,6.24E-05,6.24E-05,6.24E-05,6.24E-05,0,0,0,0,0,0,0,0
Alabama,gas,0.005436964,0.005436964,0.005436964,0.005812969,0.006752981,0.006752981,0.006752981,0.006752981,,,,,,,,,0.000146895,0.000146895,0.000146895,0.000146952,0.000147094,0.000147094,0.000147094,0.000147094,9.00E-05,9.00E-05,9.00E-05,9.01E-05,9.03E-05,9.03E-05,9.03E-05,9.03E-05,0.000971883,0.000971883,0.000971883,0.000972782,0.000975029,0.000975029,0.000975029,0.000975029,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.003035976,0.003035976,0.003035976,0.003035088,0.003032867,0.003032867,0.003032867,0.003032867,5.40E-06,5.40E-06,5.40E-06,5.41E-06,5.42E-06,5.42E-06,5.42E-06,5.42E-06,4.50E-05,4.50E-05,4.50E-05,4.50E-05,4.51E-05,4.51E-05,4.51E-05,4.51E-05
Arizona,biomass,0.296238235,0.156594684,0.086772908,0.086772908,0.086772908,0.086772908,0.086772908,0.086772908,0.295384696,0.295384696,0.295384696,0.295384689,0.295384684,0.295384684,0.295384684,0.295384684,0.009307627,0.009307627,0.009307627,0.009307627,0.009307627,0.009307627,0.009307627,0.009307627,0.009210191,0.009210191,0.009210191,0.009210191,0.009210191,0.009210191,0.009210191,0.009210191,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.00046051,0.00046051,0.00046051,0.00046051,0.00046051,0.00046051,0.00046051,0.00046051,0.001842038,0.001842038,0.001842038,0.001842038,0.001842038,0.001842038,0.001842038,0.001842038
Arizona,coal,0.166782176,0.088999272,0.05010782,0.05010782,0.05010782,0.05010782,0.05010782,0.05010782,0.692113394,0.692113394,0.692113394,0.692113394,0.692113394,0.692113394,0.692113394,0.692113394,0.023783634,0.023783634,0.023783634,0.023783634,0.023783634,0.023783634,0.023783634,0.023783634,0.016109486,0.016109486,0.016109486,0.016109486,0.016109486,0.016109486,0.016109486,0.016109486,0.001492309,0.001492309,0.001492309,0.001492309,0.001492309,0.001492309,0.001492309,0.001492309,0.012435906,0.012435906,0.012435906,0.012435906,0.012435906,0.012435906,0.012435906,0.012435906,0.000746154,0.000746154,0.000746154,0.000746154,0.000746154,0.000746154,0.000746154,0.000746154,9.67E-05,9.67E-05,9.67E-05,9.67E-05,9.67E-05,9.67E-05,9.67E-05,9.67E-05,0,0,0,0,0,0,0,0
Arizona,gas,0.015841415,0.015841415,0.015841415,0.015569587,0.014890016,0.014890016,0.014890016,0.014890016,,,,,,,,,0.000148747,0.000148747,0.000148747,0.000148218,0.000146895,0.000146895,0.000146895,0.000146895,9.21E-05,9.21E-05,9.21E-05,9.15E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,0.00100116,0.00100116,0.00100116,0.000992795,0.000971883,0.000971883,0.000971883,0.000971883,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.003007044,0.003007044,0.003007044,0.00301531,0.003035976,0.003035976,0.003035976,0.003035976,5.53E-06,5.53E-06,5.53E-06,5.49E-06,5.40E-06,5.40E-06,5.40E-06,5.40E-06,4.61E-05,4.61E-05,4.61E-05,4.58E-05,4.50E-05,4.50E-05,4.50E-05,4.50E-05
Arkansas,biomass,0.112188339,0.112188339,0.112188339,0.097276439,0.059996689,0.059996689,0.059996689,0.059996689,0.317548435,0.317548435,0.317548435,0.349653242,0.273317764,0.273317764,0.273317764,0.273317764,0.005578979,0.005578979,0.005578979,0.005641097,0.005796391,0.005796391,0.005796391,0.005796391,0.005538394,0.005538394,0.005538394,0.005576114,0.005670413,0.005670413,0.005670413,0.005670413,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.00027692,0.00027692,0.00027692,0.000278806,0.000283521,0.000283521,0.000283521,0.000283521,0.001107679,0.001107679,0.001107679,0.001115223,0.001134083,0.001134083,0.001134083,0.001134083
Arkansas,coal,0.060986699,0.060986699,0.060986699,0.061049527,0.061206599,0.061206599,0.061206599,0.061206599,0.659274787,0.659274787,0.659274787,0.659388899,0.659684952,0.659684952,0.659684952,0.659684952,0.005869162,0.005869162,0.005869162,0.005888493,0.005936823,0.005936823,0.005936823,0.005936823,0.005359971,0.005359971,0.005359971,0.005374166,0.005409653,0.005409653,0.005409653,0.005409653,0.001542514,0.001542514,0.001542514,0.001543469,0.001545856,0.001545856,0.001545856,0.001545856,0.013342019,0.013342019,0.013342019,0.013342019,0.013342019,0.013342019,0.013342019,0.013342019,0.000800521,0.000800521,0.000800521,0.000800521,0.000800521,0.000800521,0.000800521,0.000800521,3.22E-05,3.22E-05,3.22E-05,3.22E-05,3.25E-05,3.25E-05,3.25E-05,3.25E-05,0,0,0,0,0,0,0,0
Arkansas,gas,0.014123608,0.013594726,0.013330284,0.013668644,0.014514543,0.014514543,0.014514543,0.014514543,,,,,,,,,0.000150047,0.000149391,0.000149063,0.000149031,0.000148952,0.000148952,0.000148952,0.000148952,9.36E-05,9.29E-05,9.25E-05,9.25E-05,9.24E-05,9.24E-05,9.24E-05,9.24E-05,0.001021726,0.001011348,0.001006159,0.001005661,0.001004415,0.001004415,0.001004415,0.001004415,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.038875307,0.00298672,0.002996975,0.003002103,0.003002595,0.003003827,0.003003827,0.003003827,0.003003827,5.62E-06,5.57E-06,5.55E-06,5.55E-06,5.54E-06,5.54E-06,5.54E-06,5.54E-06,4.68E-05,4.64E-05,4.63E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05,4.62E-05
California,biomass,0.119122253,0.119122253,0.119122253,0.119113137,0.119090347,0.119090347,0.119090347,0.119090347,0.443714378,0.443714378,0.443714378,0.418796855,0.392879295,0.392879295,0.392879295,0.392879295,0.009857297,0.009857297,0.009857297,0.009857297,0.009857297,0.009857297,0.009857297,0.009857297,0.009604546,0.009604546,0.009604546,0.009604546,0.009604546,0.009604546,0.009604546,0.009604546,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.007503551,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.26854815,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.003554314,0.000480227,0.000480227,0.000480227,0.000480227,0.000480227,0.000480227,0.000480227,0.000480227,0.001920909,0.001920909,0.001920909,0.001920909,0.001920909,0.001920909,0.001920909,0.001920909
