# File: MOVES_vehicle_age_fractions.csv
# Title: MOVES vehicle age fractions
# Source: Table 7-1 in Population and Activity of On-road Vehicles in MOVES2014. U.S. Environmental Protection Agency. https://cfpub.epa.gov/si/si_public_record_report.cfm?Lab=OTAQ&dirEntryId=309336
# Comments: Fractions of vehicles at each age class (0-30 years) of each MOVES class
# Units: ageID: years
# Column types: iiin
# ----------
sourceTypeID,yearID,ageID,ageFraction
62,1999,30,0.001516092
62,1999,29,0.001969386
62,1999,28,0.003977441
62,1999,27,0.006046625
62,1999,26,0.009733956
62,1999,25,0.011044016
62,1999,24,0.010106892
62,1999,23,0.017608655
62,1999,22,0.027415409
62,1999,21,0.035011034
62,1999,20,0.025378249
62,1999,19,0.024953947
62,1999,18,0.029999359
62,1999,17,0.033469887
62,1999,16,0.041903968
62,1999,15,0.048461351
62,1999,14,0.035884794
62,1999,13,0.028024589
62,1999,12,0.034323486
62,1999,11,0.030448683
62,1999,10,0.031784791
62,1999,9,0.032415184
62,1999,8,0.033141439
62,1999,7,0.026383275
62,1999,6,0.030986375
62,1999,5,0.040253387
62,1999,4,0.051552137
62,1999,3,0.057242803
62,1999,2,0.052055707
62,1999,1,0.077622037
62,1999,0,0.109285047
61,1999,30,0.002201893
61,1999,29,0.004009434
61,1999,28,0.00757825
61,1999,27,0.011446464
61,1999,26,0.01501978
61,1999,25,0.014159366
61,1999,24,0.01187627
61,1999,23,0.013590491
61,1999,22,0.015622635
61,1999,21,0.01715803
61,1999,20,0.01652982
61,1999,19,0.013474641
61,1999,18,0.019390604
61,1999,17,0.019596686
61,1999,16,0.01978871
61,1999,15,0.026746024
61,1999,14,0.026822431
61,1999,13,0.027555448
61,1999,12,0.034970113
61,1999,11,0.039447231
61,1999,10,0.038730182
61,1999,9,0.044878201
61,1999,8,0.044078701
61,1999,7,0.048215865
61,1999,6,0.055741729
61,1999,5,0.070239201
61,1999,4,0.079316839
61,1999,3,0.074570008
61,1999,2,0.063169521
61,1999,1,0.061420466
61,1999,0,0.062654968
54,1999,30,0.003818297
54,1999,29,0.004670854
54,1999,28,0.007467165
54,1999,27,0.008839683
54,1999,26,0.010185762
54,1999,25,0.00605585
54,1999,24,0.005325762
54,1999,23,0.002379855
54,1999,22,0.004973891
54,1999,21,0.005172137
54,1999,20,0.00715526
54,1999,19,0.01021709
54,1999,18,0.017367068
54,1999,17,0.018410795
54,1999,16,0.024113438
54,1999,15,0.03192122
54,1999,14,0.031702416
54,1999,13,0.035430409
54,1999,12,0.037876044
54,1999,11,0.045703751
54,1999,10,0.049993618
54,1999,9,0.047533037
54,1999,8,0.042092613
54,1999,7,0.04988586
54,1999,6,0.054658888
54,1999,5,0.071401797
54,1999,4,0.073883311
54,1999,3,0.063660387
54,1999,2,0.086270054
54,1999,1,0.052668306
54,1999,0,0.089165378
53,1999,30,0.004039326
53,1999,29,0.002882149
53,1999,28,0.01923559
53,1999,27,0.007249569
53,1999,26,0.011809767
53,1999,25,0.004917884
53,1999,24,0.002322608
53,1999,23,0.001828453
53,1999,22,0.010107635
53,1999,21,0.010551934
53,1999,20,0.007839684
53,1999,19,0.005156836
53,1999,18,0.00918836
53,1999,17,0.009001491
53,1999,16,0.012898345
53,1999,15,0.016484388
53,1999,14,0.013881872
53,1999,13,0.016291373
53,1999,12,0.012640546
53,1999,11,0.032341898
53,1999,10,0.086276344
53,1999,9,0.027267795
53,1999,8,0.040428231
53,1999,7,0.029413837
53,1999,6,0.126281289
53,1999,5,0.054291925
53,1999,4,0.081510653
53,1999,3,0.06211456
53,1999,2,0.039263522
53,1999,1,0.041640698
53,1999,0,0.200841438
52,1999,30,0.003838605
52,1999,29,0.004418871
52,1999,28,0.007498674
52,1999,27,0.008755227
52,1999,26,0.01217578
52,1999,25,0.006559907
52,1999,24,0.005453476
52,1999,23,0.002693794
52,1999,22,0.00543392
52,1999,21,0.006260811
52,1999,20,0.006755181
52,1999,19,0.008064585
52,1999,18,0.018804356
52,1999,17,0.017596774
52,1999,16,0.017760197
52,1999,15,0.024718807
52,1999,14,0.02577895
52,1999,13,0.037635827
52,1999,12,0.033048869
52,1999,11,0.04216003
52,1999,10,0.04257277
52,1999,9,0.047358416
52,1999,8,0.040653931
52,1999,7,0.046319237
52,1999,6,0.055470523
52,1999,5,0.069667076
52,1999,4,0.085502236
52,1999,3,0.066550251
52,1999,2,0.088561356
52,1999,1,0.05932279
52,1999,0,0.102608775
51,1999,30,0.004727413
51,1999,29,0.003352689
51,1999,28,0.005594928
51,1999,27,0.009705601
51,1999,26,0.015290824
51,1999,25,0.008480462
51,1999,24,0.004052742
51,1999,23,0.005276582
51,1999,22,0.006072388
51,1999,21,0.005571484
51,1999,20,0.007203542
51,1999,19,0.007512654
51,1999,18,0.013487468
51,1999,17,0.012225014
51,1999,16,0.012951363
51,1999,15,0.016189954
51,1999,14,0.016873609
51,1999,13,0.01973783
51,1999,12,0.025914599
51,1999,11,0.031822974
51,1999,10,0.046945752
51,1999,9,0.035102246
51,1999,8,0.047133734
51,1999,7,0.034510079
51,1999,6,0.039598967
51,1999,5,0.074776453
51,1999,4,0.103071139
51,1999,3,0.08488062
51,1999,2,0.06586603
51,1999,1,0.114002552
51,1999,0,0.122068308
43,1999,30,0.001961822
43,1999,29,0.00421152
43,1999,28,0.006557463
43,1999,27,0.00687844
43,1999,26,0.009759864
43,1999,25,0.009528161
43,1999,24,0.012508087
43,1999,23,0.009953885
43,1999,22,0.012283991
43,1999,21,0.013854217
43,1999,20,0.013289193
43,1999,19,0.024421992
43,1999,18,0.026068644
43,1999,17,0.024861751
43,1999,16,0.023345616
43,1999,15,0.030078079
43,1999,14,0.031822328
43,1999,13,0.040932871
43,1999,12,0.038892639
43,1999,11,0.038399941
43,1999,10,0.033824211
43,1999,9,0.051264539
43,1999,8,0.053585393
43,1999,7,0.048998294
43,1999,6,0.054278093
43,1999,5,0.050029695
43,1999,4,0.065085755
43,1999,3,0.059300474
43,1999,2,0.072686517
43,1999,1,0.06023836
43,1999,0,0.071098166
42,1999,30,0.001663108
42,1999,29,0.003976013
42,1999,28,0.006055212
42,1999,27,0.00779883
42,1999,26,0.009521493
42,1999,25,0.011721218
42,1999,24,0.012777593
42,1999,23,0.010424364
42,1999,22,0.010956794
42,1999,21,0.01189723
42,1999,20,0.015690636
42,1999,19,0.024089772
42,1999,18,0.025870357
42,1999,17,0.024731855
42,1999,16,0.026369534
42,1999,15,0.023446603
42,1999,14,0.031820418
42,1999,13,0.036950196
42,1999,12,0.036324239
42,1999,11,0.038717526
42,1999,10,0.046618241
42,1999,9,0.049679723
42,1999,8,0.045270361
42,1999,7,0.046432644
42,1999,6,0.049940877
42,1999,5,0.055262808
42,1999,4,0.063769229
42,1999,3,0.074571003
42,1999,2,0.07420907
42,1999,1,0.061792392
42,1999,0,0.061650661
41,1999,30,0.001815506
41,1999,29,0.004069656
41,1999,28,0.006547171
41,1999,27,0.008045359
41,1999,26,0.009632537
41,1999,25,0.008400633
