# File: MOVES_src_type_reg_class_fractions.csv
# Title: MOVES source type regulatory class fractions
# Source: Population and Activity of On-road Vehicles in MOVES2014. U.S. Environmental Protection Agency. https://cfpub.epa.gov/si/si_public_record_report.cfm?Lab=OTAQ&dirEntryId=309336
# Comments: Fractions of vehicles by sourceTypeID/year/regClassID combinations. SourceTypeID is the primary vehicle classification in MOVES and are intended to be groups of vehicles with similar activity and usage patterns. RegClassID is a secondary identifier used to group vehicles subject to similar emission standards. SourceTypeID is more specific than regClassID.
# Units: Unitless
# Column types: iiin
# ----------
sourceTypeID,modelYearID,regClassID,stmyFraction
11,1980,10,1
11,1981,10,1
11,1982,10,1
11,1983,10,1
11,1984,10,1
11,1985,10,1
11,1986,10,1
11,1987,10,1
11,1988,10,1
11,1989,10,1
11,1990,10,1
11,1991,10,1
11,1992,10,1
11,1993,10,1
11,1994,10,1
11,1995,10,1
11,1996,10,1
11,1997,10,1
11,1998,10,1
11,1999,10,1
11,2000,10,1
11,2001,10,1
11,2002,10,1
11,2003,10,1
11,2004,10,1
11,2005,10,1
11,2006,10,1
11,2007,10,1
11,2008,10,1
11,2009,10,1
11,2010,10,1
11,2011,10,1
21,1982,20,0.893278136
21,1982,20,0.106721864
21,1983,20,0.922683485
21,1983,20,0.077316515
21,1984,20,0.955646181
21,1984,20,0.044353819
21,1985,20,0.966250914
21,1985,20,0.033749086
21,1986,20,0.991117689
21,1986,20,0.008882311
21,1987,20,0.987233064
21,1987,20,0.012766936
21,1988,20,0.999740009
21,1988,20,0.000259991
21,1989,20,0.999089361
21,1989,20,0.000910639
21,1990,20,0.998935964
21,1990,20,0.001064036
21,1991,20,0.997176674
21,1991,20,0.002823326
21,1992,20,0.998834703
21,1992,20,0.001165297
21,1993,20,0.999308276
21,1993,20,0.000691724
21,1994,20,0.999849895
21,1994,20,0.000150105
21,1995,20,0.99905736
21,1995,20,0.00094264
21,1996,20,0.998756776
21,1996,20,0.001243224
21,1997,20,0.999092613
21,1997,20,0.000907387
21,1998,20,0.988774032
21,1998,20,0.00220741
21,1999,20,0.981177294
21,1999,20,0.001878666
21,2000,20,0.97554235
21,2000,20,0.00257312
21,2001,20,0.974027877
21,2001,20,0.002976469
21,2002,20,0.962321715
21,2002,20,0.004305575
21,2003,20,0.960066352
21,2003,20,0.003920335
21,2004,20,0.967151757
21,2004,20,0.003106393
21,2005,20,0.964805199
21,2005,20,0.004790385
21,2006,20,0.958769905
21,2006,20,0.006891759
21,2007,20,0.963121386
21,2007,20,0.000342332
21,2008,20,0.948716509
21,2008,20,0.000533532
21,2009,20,0.948159185
21,2009,20,0.007367972
21,2010,20,0.935790663
21,2010,20,0.01012272
21,2011,20,0.913843364
21,2011,20,0.011745962
31,1982,30,0.896993368
62,2048,46,0.04116734
62,2047,46,0.04116734
31,1982,30,0.05131656
31,1983,30,0.922451693
62,2046,46,0.04116734
62,2045,46,0.04116734
31,1983,30,0.022715844
62,2044,46,0.04116734
31,1984,30,0.931940065
62,2043,46,0.04116734
31,1984,30,0.016820276
62,2042,46,0.04116734
31,1985,30,0.944504852
62,2041,46,0.04116734
31,1985,30,0.011799756
31,1986,30,0.953581372
62,2040,46,0.04116734
62,2039,46,0.04116734
31,1986,30,0.009879634
31,1987,30,0.977889265
62,2038,46,0.04116734
62,2037,46,0.04116734
31,1987,30,0.003152624
31,1988,30,0.980165468
62,2036,46,0.04116734
31,1988,30,0.002602639
31,1989,30,0.972628259
62,2035,46,0.04116734
31,1989,30,0.007786492
62,2034,46,0.04116734
31,1990,30,0.967854745
31,1990,30,0.010777132
62,2033,46,0.04116734
62,2032,46,0.04116734
31,1991,30,0.968467606
31,1991,30,0.005845069
62,2031,46,0.04116734
31,1992,30,0.958984823
62,2030,46,0.04116734
31,1992,30,0.004171943
31,1993,30,0.954902247
62,2029,46,0.04116734
62,2028,46,0.04116734
31,1993,30,0.006411656
31,1994,30,0.967061622
62,2027,46,0.04116734
62,2026,46,0.04116734
31,1994,30,0.007618476
31,1995,30,0.976852241
62,2025,46,0.04116734
62,2024,46,0.04116734
31,1995,30,0.004058085
31,1996,30,0.955689407
62,2023,46,0.04116734
62,2022,46,0.04116734
31,1996,30,0.00756106
62,2021,46,0.04116734
31,1997,30,0.965999832
62,2020,46,0.04116734
31,1997,30,0.005478943
