# File: USDA_InternationAgProductivity_LaborCapital.csv
# Title: USDA Internation Ag Productivity: Labor and Capital inputs by ISO, 1961-2023
# Units: 1000 persons or million 2015 USD
# Description:  Data is downloaded from USDA and preprocessed to keep labor_Q and capital_Q
# Data source:https://www.ers.usda.gov/data-products/international-agricultural-productivity
# Date of CSV last update: 2026-03-04
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
fao_area_code,iso,variable,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
195,sen,Capital_Q_Mil2015USD,433.6011,419.4373,440.295,479.5654,531.6802,577.0982,582.791,597.5057,610.566,627.7477,644.3096,622.0961,577.6088,586.8489,603.0922,622.3256,643.6646,656.3412,651.8827,607.8949,610.3616,630.6437,600.7527,600.1916,647.1571,697.3751,733.5893,750.6639,775.3609,794.8044,825.7968,850.6811,874.511,895.3103,910.036,928.7003,943.3247,966.2038,997.8034,1019.7617,1051.4634,1063.5696,1104.5124,1140.3791,1184.0571,1215.9501,1250.2909,1306.7712,1378.535,1447.8168,1491.2055,1558.9265,1637.9173,1733.552,1854.2377,1997.2992,2180.0687,2371.5393,2566.3332,2797.4402,3036.7101,3337.8531,3703.4231
195,sen,Labor_Q_ThousPPL,572.6597,586.4881,600.7233,616.1786,632.0406,648.716,666.6117,684.5073,703.623,722.7388,740.6344,758.9368,777.2391,795.5414,813.437,831.3327,848.4148,865.9037,884.2061,902.9151,919.5906,937.0795,955.3818,974.4976,994.0201,1014.356,1035.0986,1056.248,1076.9907,1097.7333,1124.17,1156.515,1190.272,1224.317,1251.04,1279.691,1305.108,1322.127,1336.712,1353.607,1364.845,1364.276,1344.881,1322.492,1299.022,1273.456,1327.256,1350.799,1362.158,1360.592,1359.346,1334.908,1295.862,1219.543,1116.293,1431.125,1117.469,969.464,1095.241,1121.836,1151.618,1154.987,1173.468
197,sle,Capital_Q_Mil2015USD,191.45,203.188,215.4722,224.8606,234.2017,242.1074,247.9338,252.6741,256.6348,261.0579,264.9761,270.1406,275.7557,281.1656,286.5108,291.9956,294.1812,294.6852,301.7672,333.1863,346.8033,363.2985,349.6414,336.4541,340.5136,343.3369,349.9975,348.8837,350.0509,524.7612,515.2527,537.611,549.5673,590.2071,589.0057,579.231,568.6706,555.2301,544.1056,532.4577,519.3458,513.9409,514.8575,521.2338,533.3103,549.3324,571.895,599.3555,629.772,659.511,694.2283,743.5861,844.5349,960.8328,1018.1529,1065.7068,1121.643,1161.4679,1209.3668,1246.4916,1288.2846,1334.027,1360.847
197,sle,Labor_Q_ThousPPL,802.3851,804.3687,807.3442,809.3279,812.3033,815.2788,819.2461,823.2134,826.1889,829.1643,836.1071,842.058,849.0008,855.9436,862.8863,869.8291,877.7637,885.6983,893.6329,901.5674,911.4857,922.3957,933.3058,947.1913,964.0523,984.8806,1008.6844,1032.4881,1050.3409,1061.251,1061.251,1043.039,1035.349,1035.863,1040.023,1038.529,1052.885,1056.705,1057.178,1071.794,1146.476,1168.836,1201.027,1313.817,1323.725,1326.412,1318.528,1319.43,1326.759,1323.235,1318.101,1292.972,1261.256,1243.752,1240.634,1181.588,1124.458,1081.804,1076.329,1090.018,1118.625,1146.244,1165.736
198,svn,Capital_Q_Mil2015USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.0829,3125.3366,2994.1181,2992.7131,3026.0125,3084.3863,3123.0188,3209.3925,3166.3063,3165.5309,3157.1379,3210.638,3225.056,3221.3049,3200.7029000000002,3283.2884,3384.1889,3317.0316,3306.389,3325.8155,3242.1744,3260.1311,3217.3177,3221.5917,3256.9794,3310.3679,3415.9018,3499.266,3497.9997,3670.4648,3822.5213,3913.3113
198,svn,Labor_Q_ThousPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.526,91.248,99.533,91.153,89.137,107.967,108.749,96.658,85.951,90.654,88.819,75.58,91.769,85.319,91.371,96.123,83.953,87.864,83.788,79.066,76.594,76.332,86.201,63.924,45.328,52.374,52.351,41.859,39.316,39.851,43.48,41.1
199,svk,Capital_Q_Mil2015USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9304.8528,8687.7587,7712.7706,7649.7669,7860.0961,7964.0537,7855.8542,7731.1857,7740.517,7878.5511,8160.084,8343.8696,8999.0992,9268.099,9519.829,10544.4012,10902.1125,10999.0208,11219.2324,11348.0543,11544.1975,11756.9626,12096.0302,12480.8021,12863.7422,13126.2125,13690.4048,13728.3229,13623.5077,13320.8674,13516.7874
199,svk,Labor_Q_ThousPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.405,215.562,197.853,198.227,203.182,181.404,157.167,139.755,130.592,131.342,125.309,109.78,105.037,100.966,99.254,96.26,84.895,56.104,18.094,75.423,57.758,76.794,56.575,17.298,68.53,59.038,71.984,65.335,62.604,66.124,61.86
201,som,Capital_Q_Mil2015USD,587.4865,609.5297,639.2633,671.4621,694.7614,720.7709,757.8046,790.1905,803.943,819.0382,816.2954,836.0724,832.9953,826.5819,889.0884,887.1521,944.3867,1011.8499,1007.4453,1002.0197,1040.0812,1073.3431,1039.9282,1058.7162,1094.2583,1098.9181,1135.8725,1179.3414,1169.9037,1080.9014,961.4459,877.1291,955.7029,1026.731,1049.3406,1022.1285,996.3943,976.9732,962.8608,949.4957,942.6826,937.0967,941.3733,949.8958,954.6156,967.0666,986.9273,1010.4906,1041.4321,1079.3406,1124.1885,1177.5712,1222.1269,1293.5506,1415.8163,1569.8888,1729.4667,1884.1737,2069.7391,2233.3908,2361.8809,2480.1074,2596.8574
201,som,Labor_Q_ThousPPL,201.9498,205.1607,208.3716,211.7515,215.1314,219.1873,223.5812,228.1441,232.031,234.9039,236.08690000000001,235.9179,237.2698,244.1987,258.3943,281.5467,311.4589,343.3991,370.4384,388.1829,397.4777,397.6467,391.9008,385.648,381.9301,382.4371,385.648,389.8729,392.4078,391.2248,384.803,366.465,376.624,397.382,411.517,423.712,441.358,456.492,470.696,485.781,503.012,515.764,527.783,540.352,550.429,557.291,570.114,577.386,582.152,586.818,580.893,580.197,586.714,592.837,594.27,602.948,606.595,617.754,629.36,644.952,666.82,682.888,698.988
202,zaf,Capital_Q_Mil2015USD,19264.9368,19778.5979,20094.5347,20400.5131,20908.8768,20682.7398,21091.2797,21480.8781,21951.1882,22152.7189,22166.5312,22531.594,23017.8138,23364.9832,23758.9027,24346.9723,24492.0534,24575.3245,24991.8376,24660.109,25635.9676,25435.3798,24985.5647,24532.885,24084.398,23914.748,22869.7941,22197.3514,21643.3806,21196.0038,20592.6039,19380.463,18036.8796,18581.6587,19130.2318,19346.2675,19413.3275,19326.5713,19188.878,19049.2472,18981.1822,19192.1829,19357.2458,19542.5679,19724.2532,19812.3176,19852.9629,19992.9601,19997.1649,19944.8822,20175.3203,20494.2207,20981.4241,21211.2727,21414.9144,21531.1994,21804.0304,22045.5142,22203.0839,22453.2436,22748.5799,23284.2538,24029.4938
202,zaf,Labor_Q_ThousPPL,1702.3653,1801.5249,1607.7584,1575.5058,1624.4548,1637.3045,1637.0182,1640.2947,1736.6021,1687.564,1638.5501,1504.5901,1463.4031,1451.9331,1434.5116,1286.354,1290.8284,1292.0271,1318.3434,1244.3379,1153.8635,1145.7999,1134.2384,1227.411,1330.5316,1352.159,1352.858,1221.617,1237.2515,1252.886,1178.671,1109.513,1161.912,992.4989,959.3369,982.8799,961.7111,922.6769,907.0161,968.4772,833.9995,986.846,906.7054,921.4312,916.0025,981.7594,818.503,818.6149,714.6481,665.2921,644.1343,696.2424,739.956,701.5057,879.5616,873.8795,842.5589,845.3767,861.0406,820.4554,837.7037,862.7651,914.4997
203,esp,Capital_Q_Mil2015USD,3953.3261,4870.873,5782.2802,6451.1419,7048.7166,7883.0347,8453.4884,9443.4898,10827.1717,11579.207,12433.466,13284.7969,14318.7836,15129.7399,15841.33,16612.5135,17270.6303,18340.8123,19303.3451,20279.6131,21021.7152,22086.9302,22662.3943,23252.428,23851.2257,24942.447,25280.5635,26690.8026,27261.1087,23604.7129,23978.085,24293.7314,24638.64,24952.8125,25347.7906,27202.7454,29119.317,31353.6071,33835.2654,33665.5768,35431.5853,36962.327,39014.9311,40856.6884,41781.2301,41534.8786,43385.8011,44483.2476,46900.7905,48044.2547,49582.8545,51591.3586,54175.0707,55541.5733,56505.8433,59064.1092,62060.8294,63138.519,64049.0541,66511.0896,68249.6277,68895.6839,69097.6039
203,esp,Labor_Q_ThousPPL,4646.2164,4533.2534,4422.255,4311.2566,4200.2582,4090.2421,3978.2614,3867.263,3754.3,3662.3,3552.9,3216.2,3128,2994.2,2798.6,2659.7,2603.3,2490.95,2378.6,2226.7,2106.8,2060.3,2067.1,1986.9,1949,1818.8983,1777.093,1757.4606,1643.7467,1485.432,1345.025,1252.75,1205.556,1156.492,1122.892,1068.945,1067.886,1063.598,1054.172,1032.634,1053.715,1006.696,993.976,988.225,1017.845,979.714,897.63,800.584,772.637,768.17,708.26,748.636,742.88,740.142,712.494,766.515,811.507,786.507,813.67,749.856,808.29,824.886,740.916
207,sur,Capital_Q_Mil2015USD,125.685,129.0384,130.2096,144.8193,150.3202,156.6677,164.2987,167.9172,166.7313,171.356,170.9481,172.2365,173.092,175.0375,173.7567,177.6468,179.9249,192.4768,202.3963,207.5527,214.9738,219.9628,225.11,231.1197,244.7385,242.0348,252.2895,265.1357,270.0901,292.7463,278.6799,268.8332,250.1883,231.863,228.0136,257.1888,273.3996,277.6666,332.9139,366.6855,405.7769,422.3205,431.1406,442.9734,455.0809,460.4407,472.2492,483.6639,507.1896,517.5691,535.0581,552.4329,569.5789,594.4982,615.9931,623.0897,631.0497,642.0801,643.2056,636.4874,633.3584,627.1338,618.5638
207,sur,Labor_Q_ThousPPL,3.4151,3.4151,3.5636,3.5636,3.5636,3.7121,3.7121,3.7121,3.8606,3.8606,3.8606,3.8606,3.7121,3.7121,3.7121,3.7121,3.5636,3.5636,3.5636,3.5636,3.5636,3.7121,3.8606,3.8606,4.009,4.009,4.1575,4.1575,4.306,4.306,4.306,4.636,4.934,7.059,8.711,7.324,6.676,7.285,8.958,8.93,10.015,11.288,12.417,13.378,13.54,14.475,14.591,14.497,14.207,14.265,14.042,13.857,13.969,14.498,15.493,16.733,17.109,17.114,17.59,16.953,17.248,16.984,17.153
208,tjk,Capital_Q_Mil2015USD,1030.1105,1111.4049,1183.8584,1219.1051,1253.5343,1334.5445,1395.1118,1467.4386,1540.5883,1604.7138,1673.2229,1730.0548,1779.9546,1836.3535,1893.335,1933.4248,1972.7414,2027.1579,2077.0448,2125.2323,2187.749,2219.1881,2253.1595,2303.9157,2337.1337,2363.8844,2490.9633,2322.73,2367.1003,2393.1852,2377.2447,2352.1474,2133.4792,2102.6914,2006.1227,2034.9153,2064.1212,2093.7462,2123.7964,2154.278,2108.6589,2069.2011,2064.1212,2020.243,2017.7867,2005.6713,1973.4713,1946.3955,1902.6291,1872.782,1862.4848,1845.9765,1829.7216,1850.9352,1891.8832,1935.6521,1989.224,2049.2744,2145.6686,2256.4511,2413.6327,2590.2044,2837.2244
208,tjk,Labor_Q_ThousPPL,518.5524,509.6644,499.8929,489.0886,477.1699,480.324,483.3279,486.482,489.4859,492.64,513.6673,511.2642,515.0191,528.837,551.2161,556.6231,566.8364,583.2077,599.5789,615.8,635.2,646.4,679.9,695.7,721.9,720,742.8,762.5,790.1,831,878.2,888.5,946.7,999.3,1092.3,1023.5,1145,1090,1117.5,1133,1218.2,1254.6,1358.882,1361,1275.0954,1210.2924,1160.8294,1122.7185,982.383,979.7936,977.2111,974.6354,972.0665,969.5043,966.9489,964.4002,961.8583,959.323,959.323,959.323,959.323,959.323,959.323
209,swz,Capital_Q_Mil2015USD,434.0059,443.2901,434.6727,446.7313,419.6103,408.3204,420.3058,427.5329,449.4054,476.6455,488.5367,507.8704,520.234,523.885,535.2903,548.8046,559.5598,567.7348,582.6201,581.2728,582.0529,577.2042,584.6183,562.9349,580.781,588.429,580.3613,575.8896,609.9555,644.0792,677.2956,683.867,573.2288,576.7122,587.802,617.0677,641.6126,665.5629,656.5829,652.9724,650.7983,651.5676,651.7659,649.6622,651.5009,659.0151,666.5245,666.4914,664.3672,673.6665,681.2649,691.5552,701.2709,708.6265,718.9183,732.0463,742.1035,751.9329,762.3897,771.9376,781.8126,792.9508,803.7308
209,swz,Labor_Q_ThousPPL,40.187,40.187,40.187,40.187,40.187,40.187,40.187,40.187,40.187,40.5772,40.5772,40.5772,40.5772,40.5772,40.5772,40.5772,40.5772,40.5772,40.187,40.187,40.187,40.5772,40.5772,40.9673,41.3575,42.1378,42.528,43.3083,43.6985,43.6985,44.869,46.053,46.333,45.613,44.812,45.045,45.039,45.024,44.942,45.209,44.74,44.219,43.408,42.269,41.539,40.646,39.739,39.394,39.114,39.064,39.001,38.979,38.808,38.623,38.388,38.164,37.497,37.008,36.485,34.919,35.414,34.77,34.59
210,swe,Capital_Q_Mil2015USD,28479.625,29313.1448,30896.2141,31153.447,31098.3127,31696.2016,30985.1464,30643.8219,31749.8305,32086.4953,32287.9069,32429.3939,32718.5367,33135.0829,33283.7912,33592.0669,33885.2707,33573.9268,33388.1993,32963.9523,33946.3227,33779.9563,33497.6202,33279.4059,32896.2471,32342.4161,31485.4701,31062.2669,30666.4236,30281.9854,29594.1482,29848.3616,30055.5928,30302.0136,30378.8931,31291.2425,31266.2347,31619.0687,31956.0361,31245.285,31377.046,32335.4474,34022.5503,34547.355,35950.6129,38992.6874,40158.4477,41291.9441,42220.4519,43996.1223,45933.9499,47548.8131,48176.282,48433.0237,48334.1664,48294.6533,48211.5064,49068.926,51630.383,51677.8558,51067.549,51014.7532,50607.6232
210,swe,Labor_Q_ThousPPL,494.4541,481.5347,440.0519,420.9803,397.778,374.2242,355.4164,330.8735,323,311,297,284,273,266,263,254,248,250,242,237,237,236,230,218,208,172,173,171,161,158.9508,151.9771,147.3685,146.8,142.5545,141.833,129.904,126.918,120.205,121.418,119.825,114.379,109.572,110.603,107.057,98.85,98.348,101.855,97.021,97.63,94.776,91.628,95.418,95.126,93.689,97.874,92.018,91.449,87.874,86.211,86.943,99.853,98.165,94.089
211,che,Capital_Q_Mil2015USD,30359.3662,31383.795,32248.0634,33241.8502,34733.7061,35804.0662,37061.7356,38359.5534,39486.4467,40491.2054,41220.7937,42265.4899,43700.7617,44795.3693,45541.6629,46634.1728,47576.5432,48617.2469,49494.6216,50471.7067,50760.8321,51420.5902,52159.1382,52706.207,53235.6693,53886.1632,54396.6791,55122.5423,55841.9654,56505.557,56207.4333,55891.9969,55630.2688,55459.9875,55117.7367,54092.0814,54560.8538,53628.0386,55156.6972,56806.5439,55256.2298,54875.5272,54442.6666,58601.5647,55468.0185,54080.5463,57878.4063,54649.4734,48194.0505,52367.4056,49739.5543,53204.6064,58183.7081,55442.4292,52878.3578,52068.7558,51024.4971,53172.024,53050.4519,48291.6665,50588.6798,53634.0525,53221.6825
211,che,Labor_Q_ThousPPL,330.3695,324.4489,319.7124,313.7918,306.6871,299.5824,292.4777,284.1888,275.9,268.5,262,254.6,247.3,243.5,237.4,235.1,229.3,224,220,217.8,212.6,210.1,207.6,203.7,203,195,187,177,168,162,92.228,93.182,100,100.954,98.738,156.356,162.342,166.5,175.179,159.558,158.596,143.083,145.096,133.889,133.056,133.467,144.418,155.194,142.238,149.27,155.186,151.32,154.855,157.559,153.598,150.541,145.305,140.615,119.325,117.464,109.595,105.173,108.421
212,syr,Capital_Q_Mil2015USD,519.3758,573.2192,641.4192,692.1367,743.8526,760.531,746.9613,778.1628,803.7631,816.3626,793.9769,784.2207,788.2984,841.9287,927.8808,1003.7768,1094.2337,1182.9986,1292.6853,1370.6234,1505.664,1621.6162,1706.6358,1667.8916,1689.2231,1758.2817,1857.642,1972.0476,2057.3208,2126.312,2194.973,2225.3101,1998.0555,2139.8269,2302.3137,2399.4681,2495.8055,2578.5617,2638.4617,2711.7196,2764.2762,2900.9677,3019.2628,3182.0942,3355.4867,3486.1866,3523.128,3508.7916,3544.401,3644.1768,3787.437,4022.249,4283.5949,4614.9357,5244.8145,6497.3352,8216.1573,10110.4911,12395.3836,15443.1846,17304.5542,19785.5085,21081.6685
212,syr,Labor_Q_ThousPPL,704.8514,718.2847,731.7179,745.9414,760.955,775.9687,792.5627,809.1568,825.7508,843.9252,839.9743,836.0233,831.2821,825.7508,819.4293,812.3175,804.4156,794.9333,786.2412,775.9687,792.5627,809.947,826.541,843.135,858.9389,873.9525,887.3858,900.0289,911.8817,922.1542,945.86,1017.808,1124.804,1095.032,1055.874,1085.509,1122.982,1161.216,1210.071,1464.241,1350.828,1368.027,1245.116,1156.881,1071.459,1009.975,1024.807,773.68,824.407,826.751,767.372,681.309,668.674,630.353,606.092,615.396,628.866,641.879,676.037,698.079,730.878,776.032,815.954
213,tkm,Capital_Q_Mil2015USD,1185.5103,1278.7052,1361.0264,1397.9406,1431.1938,1529.0236,1612.9648,1729.1446,1832.9505,1859.4211,1962.2168,2047.4813,2121.9811,2208.4456,2293.9759,2350.9181,2414.683,2496.1618,2572.5568,2646.1536,2713.4426,2748.0819,2822.3436,2863.6368,2917.558,3021.9369,3327.9167,3133.5299,3300.3074,3427.3982,3508.5089,3852.1736,4164.6687,4276.0277,4383.1047,4444.2584,4506.2653,4569.1374,4632.8867,4697.5254,4667.7108,4592.6783,4506.2653,4416.9653,4354.3143,4284.7453,4237.0023,4233.3046,4317.9607,4498.6239,4642.4428,4759.8336,4888.2459,5014.7479,5174.787,5366.812,5565.3073,5762.816,5936.4169,6087.7768,6251.9312,6414.8349,6733.2249
213,tkm,Labor_Q_ThousPPL,307.7721,302.4968,296.6972,290.2846,283.2106,290.4542,297.6977,304.9413,312.1848,319.4283,339.6153,335.9341,352.6774,366.452,387.1139,392.3387,403.3822,414.1881,424.9941,435.8,439.6319,443.4975,447.397,451.3309,455.2994,459.3027,463.3412,467.4153,471.5252,475.6712,479.8536,484.0729,488.3292,492.623,490.435,485.071,499.318,497.071,493.033,504.873,520.374,537.938,550.996,562.502,564.205,569.177,573.475,576.306,582.101,578.945,571.044,564.692,556.89,547.614,539.434,532.398,523.382,514.135,504.636,498.031,504.994,515.383,512.002
214,twn,Capital_Q_Mil2015USD,1280.9105,1316.4758,1330.2988,1332.6197,1394.9609,1513.3368,1620.3487,1674.8051,1779.5665,1871.5161,2025.8362,2232.3567,2750.7804,2966.9499,3156.2259,3543.4705,3954.2543,4561.68,5069.6116,5694.2355,6063.6008,6312.123,6849.2824,7263.6219,7591.8274,7847.0744,8198.8288,8521.6283,8998.0031,9335.3453,9638.8273,9779.3513,9854.2606,9469.4155,9431.1576,9586.9936,9654.6655,9528.9314,9562.6048,9363.006,9210.4666,9015.2011,8825.0241,8520.5393,8392.2317,8177.9603,8034.6762,7977.6102,8015.6904,8309.2684,8231.4341,8426.8912,8708.7877,8970.0877,9093.2024,9148.1598,9294.8033,9471.9232,9668.1935,10182.5893,10159.604,10085.9845,10327.723
214,twn,Labor_Q_ThousPPL,1473.5,1480.4,1496.4,1506.4,1520,1536,1562.1,1561.7,1553.8,1520,1494.4,1468.8,1461.6,1527.3,1486.6,1484.1,1453.5,1397.7,1240,1157.7198,1139.5879,1164.0659,1193.9835,1165.8791,1175.8516,1193.9835,1111.4835,1009.0385,966.4286,964.6154,990,971,911,884,877,846,798,745,705,668.74,648,646,629,588,535,500,497,478,484,497,484,489,499,501,501,501,500,504,503,497,486,470,456
215,tza,Capital_Q_Mil2015USD,750.2837,764.3687,788.8218,804.7723,896.8766,843.859,862.3178,880.1367,899.4575,917.948,933.4219,944.853,957.0296,973.1612,989.7523,1014.4678,1030.3693,1048.1973,1063.577,1076.3719,1101.8195,1120.4478,1135.4727,1063.4811,1079.0546,1085.0387,1093.9998,1104.0897,1114.21,1125.9072,1137.7806,1149.9938,1161.072,1167.8379,1324.4807,1394.5771,1475.0099,1553.9587,1663.896,1785.6006,1916.9897,2066.4874,2217.6085,2355.9207,2493.0335,2648.2252,2789.5413,2963.348,3206.5807,3491.3938,3795.961,4165.6506,4619.8901,5101.6453,5683.1836,6382.3678,7181.8739,8156.3526,9175.4805,10068.2425,10867.9008,11735.652,12681.822
215,tza,Labor_Q_ThousPPL,4686.6814,4802.1826,4921.2376,5044.735,5171.7863,5301.5029,5435.662,5573.3749,5718.1956,5869.2355,6006.9484,6150.8806,6298.3667,6449.4067,6601.3351,6755.0405,6910.5228,7067.7821,7227.7068,7391.1853,7615.0799,7845.1937,8082.4153,8325.8562,8575.5164,8830.5074,9089.9408,9359.1473,9641.6809,9939.3185,10223.629,10503,10890.161,11442.532,11882.312,12058.759,12263.925,12576.296,12878.717,13209.799,13472.203,13594.501,13700.168,13758.343,13771.322,13748.639,13973.156,14200.658,14377.024,14442.109,14568.956,14877.891,15168.385,15552.059,16025.088,16530.07,17025.847,17501.787,17934.807,17754.666,19175.397,19748.386,20348.068
216,tha,Capital_Q_Mil2015USD,28427.8359,29190.6792,29540.9302,30340.842,31219.77,32120.219,33089.2153,34015.8346,35081.9898,36308.7409,34741.2091,34419.4215,34853.9738,34784.7846,34950.7504,37101.5426,37920.9454,41018.1545,40204.2605,38514.8913,42667.9674,44569.2496,45810.4892,45631.3537,45614.4173,45807.5662,45414.7417,45186.8299,45070.6797,45820.4846,49332.9899,51872.3211,53659.2731,54512.7593,50425.3546,52260.9733,53403.2404,53886.7236,53895.3203,53709.2295,53523.2541,53662.4686,54350.8673,55337.5175,56484.294,57884.6882,59457.5713,61293.0851,62781.1275,65091.7557,67785.1118,70763.6402,73705.0047,75691.6131,77144.025,78591.9083,80108.3476,81649.0785,83236.9129,84720.2134,86235.8521,87918.4937,89791.9737
216,tha,Labor_Q_ThousPPL,10545.3811,10779.7391,11010.9895,11241.6914,11466.2693,11684.7232,11899.4295,12114.7757,12334.6006,12563.2002,12739.7,11147,11671.7,9141,10775.8,11296.1,12320.2,13246.5,12350.9,15942.7,13404,13294.3,14461.5,15320.4,16567.95,17815.5,17789.2,19576.5,20401.9,19725.6,18777.3,19704.7,18244.5,17960.2,16929.2,16127,16691.2,16471.7,15563.5,16095.5,15409,15799.3,15561.5,13633.868,13616.965,14170.505,14664.961,14625.4925,14586.1303,14546.874,16114.029,16663.524,15158.394,12732.721,12271.91,11746.614,11783.27,12168.287,11820.89,11810.475,12025.162,11918.878,12049.823
217,tgo,Capital_Q_Mil2015USD,152.805,158.3872,173.2848,187.2065,198.9236,201.8645,204.7678,212.9465,206.5441,215.0689,205.489,233.3944,237.8964,247.8572,263.8757,264.5466,262.7983,270.9774,257.7592,227.9511,235.6287,260.7944,243.1329,265.7105,279.3919,317.8925,333.4603,394.536,394.2513,420.4509,385.2426,344.0203,329.2402,317.6992,274.922,280.7325,286.7216,294.2587,299.7339,303.6143,309.063,316.9072,324.6359,330.1262,338.6406,346.6311,347.8308,356.6552,371.5794,387.3598,404.9965,427.5647,449.314,476.863,509.5478,545.2133,575.9527,608.63,643.6907,681.8463,721.0039,770.9684,827.9284
217,tgo,Labor_Q_ThousPPL,410.4153,411.1316,412.5641,416.8616,425.4567,437.6331,453.3907,470.5809,487.7711,502.0962,512.8401,522.1514,529.314,535.7603,542.2066,548.6529,555.0992,562.2618,570.8569,582.317,598.0747,615.9811,635.32,655.3752,675.4304,694.7694,714.8246,733.4473,751.3537,767.8276,782.869,807.106,806.521,802.397,835.173,862.958,876.892,903.597,924.215,946.738,967.48,981.126,987.376,1006.382,1033.648,1049.758,1029.403,994.014,933.233,890.198,853.524,872.63,892.632,912.653,931.252,915.759,894.432,896.454,899.36,913.601,937.381,955.15,966.773
220,tto,Capital_Q_Mil2015USD,31.9087,32.2848,32.8346,33.9583,34.7323,36.4619,38.3667,40.4819,44.7277,46.1494,46.742,49.042,51.7782,51.2909,55.117,59.3422,63.138,63.912,65.0259,57.9895,66.3854,69.2438,68.4994,68.267,67.7393,67.5572,68.666,67.0542,73.5434,74.2624,75.2564,73.429,78.1563,75.35,80.1487,77.8353,76.3185,74.6611,72.7601,70.4565,68.6357,66.9545,65.9803,64.8842,64.1794,63.1956,62.2605,61.3786,60.5748,61.1677,61.2906,62.968,63.5626,65.1298,69.6389,74.0058,75.9196,76.6171,77.9274,80.0524,79.0828,76.3925,60.9225
220,tto,Labor_Q_ThousPPL,56.9046,56.9046,56.9046,55.9718,55.9718,55.9718,55.9718,55.9718,55.9718,55.9718,55.0389,54.106,52.2403,51.3075,50.3746,48.5089,47.576,45.7103,44.7774,42.9117,43.8445,44.7774,45.7103,45.7103,46.6431,46.6431,47.576,47.576,47.576,47.576,47.576,47.205,46.99,54.015,48.714,45.838,47.104,41.592,42.773,39.136,43.901,39.333,34.78,28.904,27.972,29.317,25.577,26.162,26.338,25.735,25.147,25.751,24.745,25.692,24.218,22.55,22.098,21.922,21.401,20.517,20.054,20.327,20.038
221,omn,Capital_Q_Mil2015USD,75.8946,78.6818,85.3588,90.7468,96.9241,101.5753,109.3637,116.6441,122.3942,129.0321,137.9178,153.6427,175.8539,201.8428,224.9675,247.086,270.0469,279.0411,297.2352,318.7197,349.0771,350.3807,353.1115,353.6562,399.3291,410.0129,423.2156,440.052,449.9396,464.4506,487.8988,513.0421,530.7581,554.2594,570.8249,580.0834,587.9277,632.4212,643.5086,666.273,727.115,762.5691,796.0601,817.6043,819.9058,858.3751,863.731,861.6319,855.0538,847.8936,807.53510000000006,771.7827,734.5388,697.8607,656.9793,603.7284,529.2432,469.0162,409.9474,347.7582,291.4631,307.8933,372.1033
221,omn,Labor_Q_ThousPPL,21.3267,21.3267,21.5443,21.5443,21.5443,21.5443,21.7619,21.7619,21.9796,22.1972,23.0677,23.9381,25.0262,26.1143,27.42,28.9434,30.6843,32.4253,34.3839,36.3424,38.301,40.4772,42.4358,44.612,46.5706,48.3115,50.0525,52.011,53.752,55.9282,58.322,61.176,63.969,61.303,56.893,52.87,51.834,50.909,50.553,49.661,52.927,56.824,60.983,65.821,71.427,77.283,82.925,88.94,73.053,58.806,72.47,91.332,103.154,109.227,114.448,113.471,112.978,106.887,113.506,113.098,129.555,142.138,152.059
222,tun,Capital_Q_Mil2015USD,3080.696,2884.2593,2856.5456,3055.0596,3248.9413,3476.2859,3561.3917,3546.4968,3717.4898,3784.1087,4028.2445,4223.0474,4255.9272,4378.8197,4473.3283,4503.3872,4598.8676,4234.1893,3836.6496,4058.0524,4034.6596,4175.2211,4138.6681,4288.0201,4389.9443,4343.7857,4506.4291,4519.5187,4473.9709,4499.4747,4692.2754,4785.9361,5003.9846,4970.0094,5068.2348,5104.812,5158.8102,5239.0196,5336.5189,5415.4192,5503.6033,5495.4754,5520.8014,5548.9726,5829.3884,6156.529,6440.2543,6659.9501,6867.9125,7080.6366,7261.3437,7476.7704,7657.894,7762.9599,7890.5679,8026.887,8118.5114,8194.7434,8273.2309,8238.275,8178.2545,8152.284,8112.774
