# UCS 2005 shares to cooling technology by generation technology and state,,,,,,,,
region,UCS_technology,Dry_Cooled,Once_Through,Cooling_Pond,Recirculating,None,Saline_all,Check
MT,Combined cycle (natural gas),0,0,0,0,0,0,0
MT,Combustion Turbine (natural gas),0,0,0,0,1,0,1
MT,Generic steam plant (natural gas),0,0,0,0,0,0,0
MT,Combined cycle (oil),0,0,0,0,0,0,0
MT,Combustion turbine (oil),0,0,0,0,1,0,1
MT,Generic steam plant (oil),1,0,0,0,0,0,1
MT,Combustion Turbine (biopower),0,0,0,0,0,0,0
MT,Generic steam plant (biopower),0,0,0,0,0,0,0
MT,Geothermal EGS,0,0,0,0,0,0,0
MT,Geothermal Dry Steam,0,0,0,0,0,0,0
MT,Geothermal Binary,0,0,0,0,0,0,0
MT,Hydropower,0,0,0,0,1,0,1
MT,Pumped Storage,0,0,0,0,0,0,0
MT,PV,0,0,0,0,0,0,0
MT,Generic steam plant (coal),0,0.076457504,0,0.923542496,0,0,1
MT,Generic steam plant (nuclear),0,0,0,0,0,0,0
MT,CSP Trough,0,0,0,0,0,0,0
MT,Wind,0,0,0,0,1,0,1
MT,,0,0,0,0,0,0,0
NC,Combined cycle (natural gas),0,0,0,1,0,0,1
NC,Combustion Turbine (natural gas),0,0,0,0,1,0,1
NC,Generic steam plant (natural gas),0,0,0,0,0,0,0
NC,Combined cycle (oil),0,0,0,0,0,0,0
NC,Combustion turbine (oil),0,0,0,0,1,0,1
NC,Generic steam plant (oil),0,0,0,0,0,0,0
NC,Combustion Turbine (biopower),0,0,0,0,1,0,1
NC,Generic steam plant (biopower),0,0.911696135,0,0.088303865,0,0,1
NC,Geothermal EGS,0,0,0,0,0,0,0
NC,Geothermal Dry Steam,0,0,0,0,0,0,0
NC,Geothermal Binary,0,0,0,0,0,0,0
NC,Hydropower,0,0,0,0,1,0,1
NC,Pumped Storage,0,0,0,0,1,0,1
NC,PV,0,0,0,0,0,0,0
NC,Generic steam plant (coal),0,0.549273818,0.294277616,0.156448566,0,0,1
NC,Generic steam plant (nuclear),0,0.803364945,0,0.196635055,0,0,1
NC,CSP Trough,0,0,0,0,0,0,0
NC,Wind,0,0,0,0,0,0,0
NC,,0,0,0,0,0,0,0
ND,Combined cycle (natural gas),0,0,0,0,0,0,0
ND,Combustion Turbine (natural gas),0,0,0,0,0,0,0
ND,Generic steam plant (natural gas),0,0,0,0,0,0,0
ND,Combined cycle (oil),0,0,0,0,0,0,0
ND,Combustion turbine (oil),0,0,0,0,1,0,1
ND,Generic steam plant (oil),0,0,0,0,0,0,0
ND,Combustion Turbine (biopower),0,0,0,0,0,0,0
ND,Generic steam plant (biopower),0,0,0,0,0,0,0
ND,Geothermal EGS,0,0,0,0,0,0,0
ND,Geothermal Dry Steam,0,0,0,0,0,0,0
ND,Geothermal Binary,0,0,0,0,0,0,0
ND,Hydropower,0,0,0,0,1,0,1
ND,Pumped Storage,0,0,0,0,0,0,0
ND,PV,0,0,0,0,0,0,0
ND,Generic steam plant (coal),0,0.21945122,0.182196817,0.598351963,0,0,1
ND,Generic steam plant (nuclear),0,0,0,0,0,0,0
ND,CSP Trough,0,0,0,0,0,0,0
ND,Wind,0,0,0,0,1,0,1
ND,,0,0,0,0,0,0,0
NE,Combined cycle (natural gas),0,0,0,1,0,0,1
NE,Combustion Turbine (natural gas),0,0,0,0,1,0,1
NE,Generic steam plant (natural gas),0,1,0,0,0,0,1
NE,Combined cycle (oil),0,0,0,0,0,0,0
NE,Combustion turbine (oil),0,0,0,0,1,0,1
NE,Generic steam plant (oil),0,0,0,0,0,0,0
NE,Combustion Turbine (biopower),0,0,0,0,1,0,1
NE,Generic steam plant (biopower),0,0,0,0,0,0,0
NE,Geothermal EGS,0,0,0,0,0,0,0
NE,Geothermal Dry Steam,0,0,0,0,0,0,0
NE,Geothermal Binary,0,0,0,0,0,0,0
NE,Hydropower,0,0,0,0,1,0,1
NE,Pumped Storage,0,0,0,0,0,0,0
NE,PV,0,0,0,0,0,0,0
NE,Generic steam plant (coal),0,0.858404257,0,0.141595743,0,0,1
NE,Generic steam plant (nuclear),0,1,0,0,0,0,1
NE,CSP Trough,0,0,0,0,0,0,0
NE,Wind,0,0,0,0,1,0,1
NE,,0,0,0,0,0,0,0
NH,Combined cycle (natural gas),0,0,0,1,0,0,1
NH,Combustion Turbine (natural gas),0,0,0,0,1,0,1
NH,Generic steam plant (natural gas),0,0,0,0,0,0,0
NH,Combined cycle (oil),0,0,0,0,0,0,0
NH,Combustion turbine (oil),0,0,0,0,1,0,1
NH,Generic steam plant (oil),0,1,0,0,0,0,1
NH,Combustion Turbine (biopower),0,0,0,0,1,0,1
NH,Generic steam plant (biopower),0,0.534079296,0,0.465920704,0,0,1
NH,Geothermal EGS,0,0,0,0,0,0,0
NH,Geothermal Dry Steam,0,0,0,0,0,0,0
NH,Geothermal Binary,0,0,0,0,0,0,0
NH,Hydropower,0,0,0,0,1,0,1
NH,Pumped Storage,0,0,0,0,0,0,0
NH,PV,0,0,0,0,0,0,0
NH,Generic steam plant (coal),0,1,0,0,0,0,1
NH,Generic steam plant (nuclear),0,0,0,0,0,1,1
NH,CSP Trough,0,0,0,0,0,0,0
NH,Wind,0,0,0,0,0,0,0
NH,,0,0,0,0,0,0,0
NJ,Combined cycle (natural gas),0.427722607,0.015340823,0,0.55693657,0,0,1
NJ,Combustion Turbine (natural gas),0,0,0,0,0.828499009,0.171500991,1
NJ,Generic steam plant (natural gas),0,1,0,0,0,0,1
NJ,Combined cycle (oil),0,0,0,0,0,0,0
NJ,Combustion turbine (oil),0,0,0,0,1,0,1
NJ,Generic steam plant (oil),0,0,0,1,0,0,1
NJ,Combustion Turbine (biopower),0,0,0,0,1,0,1
NJ,Generic steam plant (biopower),0,0,0,0,0,0,0
NJ,Geothermal EGS,0,0,0,0,0,0,0
NJ,Geothermal Dry Steam,0,0,0,0,0,0,0
NJ,Geothermal Binary,0,0,0,0,0,0,0
NJ,Hydropower,0,0,0,0,1,0,1
NJ,Pumped Storage,0,0,0,0,0,0,0
NJ,PV,0,0,0,0,0,0,0
NJ,Generic steam plant (coal),0,0.605665544,0,0.184944235,0,0.209390221,1
NJ,Generic steam plant (nuclear),0,0,0,0.853734792,0,0.146265208,1
NJ,CSP Trough,0,0,0,0,0,0,0
NJ,Wind,0,0,0,0,0,0,0
NJ,,0,0,0,0,0,0,0
NM,Combined cycle (natural gas),0,0,0,1,0,0,1
NM,Combustion Turbine (natural gas),0,0,0,0,1,0,1
NM,Generic steam plant (natural gas),0,0,0,1,0,0,1
NM,Combined cycle (oil),0,0,0,0,0,0,0
NM,Combustion turbine (oil),0,0,0,0,0,0,0
NM,Generic steam plant (oil),0,0,0,0,0,0,0
NM,Combustion Turbine (biopower),0,0,0,0,1,0,1
NM,Generic steam plant (biopower),0,0,0,0,0,0,0
NM,Geothermal EGS,0,0,0,0,0,0,0
NM,Geothermal Dry Steam,0,0,0,0,0,0,0
NM,Geothermal Binary,0,0,0,0,0,0,0
NM,Hydropower,0,0,0,0,1,0,1
NM,Pumped Storage,0,0,0,0,0,0,0
NM,PV,0,0,0,0,0,0,0
NM,Generic steam plant (coal),0,0,0.541872595,0.458127405,0,0,1
NM,Generic steam plant (nuclear),0,0,0,0,0,0,0
NM,CSP Trough,0,0,0,0,0,0,0
NM,Wind,0,0,0,0,1,0,1
NM,,0,0,0,0,0,0,0
NV,Combined cycle (natural gas),0.880293496,0,0.084024949,0.035681555,0,0,1
NV,Combustion Turbine (natural gas),0,0,0,0,1,0,1
NV,Generic steam plant (natural gas),0,0,0.957378199,0.042621801,0,0,1
NV,Combined cycle (oil),0,0,0,0,0,0,0
NV,Combustion turbine (oil),0,0,0,0,1,0,1
NV,Generic steam plant (oil),0,0,0,0,0,0,0
NV,Combustion Turbine (biopower),0,0,0,0,0,0,0
NV,Generic steam plant (biopower),0,0,0,0,0,0,0
NV,Geothermal EGS,0,0,0,1,0,0,1
NV,Geothermal Dry Steam,0,0,0,0,0,0,0
NV,Geothermal Binary,0,0,0,1,0,0,1
NV,Hydropower,0,0,0,0,1,0,1
NV,Pumped Storage,0,0,0,0,0,0,0
NV,PV,0,0,0,0,0,0,0
NV,Generic steam plant (coal),0,0,0,1,0,0,1
NV,Generic steam plant (nuclear),0,0,0,0,0,0,0
NV,CSP Trough,0,0,0,0,0,0,0
NV,Wind,0,0,0,0,0,0,0
NV,,0,0,0,0,0,0,0
NY,Combined cycle (natural gas),0.340564201,0,0,0.5049937,0,0.154442099,1
NY,Combustion Turbine (natural gas),0,0,0,0,0.904164624,0.095835376,1
NY,Generic steam plant (natural gas),0,0.232725721,0,0,0,0.767274279,1
NY,Combined cycle (oil),0,0,0,1,0,0,1
NY,Combustion turbine (oil),0,0,0,0,0.921528433,0.078471567,1
NY,Generic steam plant (oil),0,0.968898348,0,0.031101652,0,0,1
NY,Combustion Turbine (biopower),0,0,0,0,1,0,1
NY,Generic steam plant (biopower),0,0,0,1,0,0,1
NY,Geothermal EGS,0,0,0,0,0,0,0
NY,Geothermal Dry Steam,0,0,0,0,0,0,0
NY,Geothermal Binary,0,0,0,0,0,0,0
NY,Hydropower,0,0,0,0,1,0,1
NY,Pumped Storage,0,0,0,0,0,0,0
NY,PV,0,0,0,0,0,0,0
NY,Generic steam plant (coal),0,0.934676835,0,0.065323165,0,0,1
NY,Generic steam plant (nuclear),0,0.512172358,0,0.487827642,0,0,1
NY,CSP Trough,0,0,0,0,0,0,0
NY,Wind,0,0,0,0,1,0,1
NY,,0,0,0,0,0,0,0
OH,Combined cycle (natural gas),0,0,0,1,0,0,1
OH,Combustion Turbine (natural gas),0,0,0,0,1,0,1
OH,Generic steam plant (natural gas),0,0.112193212,0,0.887806788,0,0,1
OH,Combined cycle (oil),0,0,0,0,0,0,0
OH,Combustion turbine (oil),0,0,0,0,1,0,1
OH,Generic steam plant (oil),0,1,0,0,0,0,1
OH,Combustion Turbine (biopower),0,0,0,0,1,0,1
OH,Generic steam plant (biopower),0,1,0,0,0,0,1
OH,Geothermal EGS,0,0,0,0,0,0,0
OH,Geothermal Dry Steam,0,0,0,0,0,0,0
OH,Geothermal Binary,0,0,0,0,0,0,0
OH,Hydropower,0,0,0,0,1,0,1
OH,Pumped Storage,0,0,0,0,0,0,0
OH,PV,0,0,0,0,0,0,0
OH,Generic steam plant (coal),0,0.534691028,0,0.465308972,0,0,1
OH,Generic steam plant (nuclear),0,0,0,1,0,0,1
OH,CSP Trough,0,0,0,0,0,0,0
OH,Wind,0,0,0,0,1,0,1
OH,,0,0,0,0,0,0,0
OK,Combined cycle (natural gas),0,0,0.067643439,0.932356561,0,0,1
OK,Combustion Turbine (natural gas),0,0,0,0,1,0,1
OK,Generic steam plant (natural gas),0,0.020119933,0.411049855,0.568830211,0,0,1
OK,Combined cycle (oil),0,0,0,0,0,0,0
OK,Combustion turbine (oil),0,0,0,0,1,0,1
OK,Generic steam plant (oil),0,0,0,0,0,0,0
OK,Combustion Turbine (biopower),0,0,0,0,0,0,0
OK,Generic steam plant (biopower),0,0,0,0,0,0,0
OK,Geothermal EGS,0,0,0,0,0,0,0
OK,Geothermal Dry Steam,0,0,0,0,0,0,0
OK,Geothermal Binary,0,0,0,0,0,0,0
OK,Hydropower,0,0,0,0,1,0,1
OK,Pumped Storage,0,0,0,0,0,0,0
OK,PV,0,0,0,0,0,0,0
OK,Generic steam plant (coal),0,0,0.210706486,0.789293514,0,0,1
OK,Generic steam plant (nuclear),0,0,0,0,0,0,0
OK,CSP Trough,0,0,0,0,0,0,0
OK,Wind,0,0,0,0,1,0,1
OK,,0,0,0,0,0,0,0
OR,Combined cycle (natural gas),0,0,0,1,0,0,1
OR,Combustion Turbine (natural gas),0,0,0,0,1,0,1
OR,Generic steam plant (natural gas),0,0,0,0,0,0,0
OR,Combined cycle (oil),0,0,0,0,0,0,0
OR,Combustion turbine (oil),0,0,0,0,0,0,0
OR,Generic steam plant (oil),0,0,0,0,0,0,0
OR,Combustion Turbine (biopower),0,0,0,0,1,0,1
OR,Generic steam plant (biopower),0.386896841,0,0,0.613103159,0,0,1
OR,Geothermal EGS,0,0,0,0,0,0,0
OR,Geothermal Dry Steam,0,0,0,0,0,0,0
OR,Geothermal Binary,0,0,0,0,0,0,0
OR,Hydropower,0,0,0,0,1,0,1
OR,Pumped Storage,0,0,0,0,0,0,0
OR,PV,0,0,0,0,0,0,0
OR,Generic steam plant (coal),0,0,1,0,0,0,1
OR,Generic steam plant (nuclear),0,0,0,0,0,0,0
OR,CSP Trough,0,0,0,0,0,0,0
OR,Wind,0,0,0,0,1,0,1
OR,,0,0,0,0,0,0,0
PA,Combined cycle (natural gas),0.063652008,0,0,0.936347992,0,0,1
PA,Combustion Turbine (natural gas),0,0,0,0,0.900839581,0.099160419,1
PA,Generic steam plant (natural gas),0,0,0,0,0,0,0
PA,Combined cycle (oil),0,0,0,0,0,0,0
PA,Combustion turbine (oil),0,0,0,0,1,0,1
PA,Generic steam plant (oil),0,0.255757766,0,0.744242234,0,0,1
PA,Combustion Turbine (biopower),0,0,0,0,1,0,1
PA,Generic steam plant (biopower),0,0,0,1,0,0,1
PA,Geothermal EGS,0,0,0,0,0,0,0
PA,Geothermal Dry Steam,0,0,0,0,0,0,0
PA,Geothermal Binary,0,0,0,0,0,0,0
PA,Hydropower,0,0,0,0,1,0,1
PA,Pumped Storage,0,0,0,0,0,0,0
PA,PV,0,0,0,0,0,0,0
PA,Generic steam plant (coal),0,0.253947073,0,0.746052927,0,0,1
PA,Generic steam plant (nuclear),0,0.23563733,0,0.76436267,0,0,1
PA,CSP Trough,0,0,0,0,0,0,0
PA,Wind,0,0,0,0,1,0,1
PA,,0,0,0,0,0,0,0
RI,Combined cycle (natural gas),0.203882451,0.192680344,0,0.603437205,0,0,1
RI,Combustion Turbine (natural gas),0,0,0,0,0,0,0
RI,Generic steam plant (natural gas),0,0,0,0,0,0,0
RI,Combined cycle (oil),0,0,0,0,0,0,0
RI,Combustion turbine (oil),0,0,0,0,0.702621751,0.297378249,1
RI,Generic steam plant (oil),0,0,0,1,0,0,1
RI,Combustion Turbine (biopower),0,0,0,0,1,0,1
RI,Generic steam plant (biopower),0,0,0,0,0,0,0
RI,Geothermal EGS,0,0,0,0,0,0,0
RI,Geothermal Dry Steam,0,0,0,0,0,0,0
RI,Geothermal Binary,0,0,0,0,0,0,0
RI,Hydropower,0,0,0,0,1,0,1
RI,Pumped Storage,0,0,0,0,0,0,0
RI,PV,0,0,0,0,0,0,0
RI,Generic steam plant (coal),0,0,0,0,0,0,0
RI,Generic steam plant (nuclear),0,0,0,0,0,0,0
RI,CSP Trough,0,0,0,0,0,0,0
RI,Wind,0,0,0,0,0,0,0
RI,,0,0,0,0,0,0,0
SC,Combined cycle (natural gas),0,0.430128753,0,0.569871247,0,0,1
SC,Combustion Turbine (natural gas),0,0,0,0,0.986848246,0.013151754,1
SC,Generic steam plant (natural gas),0,0,0,0,0,0,0
SC,Combined cycle (oil),0,0,0,0,0,0,0
SC,Combustion turbine (oil),0,0,0,0,0.990832987,0.009167013,1
SC,Generic steam plant (oil),0,1,0,0,0,0,1
SC,Combustion Turbine (biopower),0,0,0,0,1,0,1
SC,Generic steam plant (biopower),0,0.376988217,0,0.623011783,0,0,1
SC,Geothermal EGS,0,0,0,0,0,0,0
SC,Geothermal Dry Steam,0,0,0,0,0,0,0
SC,Geothermal Binary,0,0,0,0,0,0,0
SC,Hydropower,0,0,0,0,1,0,1
SC,Pumped Storage,0,0,0,0,0,0,0
SC,PV,0,0,0,0,0,0,0
SC,Generic steam plant (coal),0,0.293694253,0.217269218,0.489036529,0,0,1
SC,Generic steam plant (nuclear),0,0.758126938,0.241873062,0,0,0,1
SC,CSP Trough,0,0,0,0,0,0,0
SC,Wind,0,0,0,0,0,0,0
SC,,0,0,0,0,0,0,0
SD,Combined cycle (natural gas),0,0,0,0,0,0,0
SD,Combustion Turbine (natural gas),0,0,0,0,1,0,1
SD,Generic steam plant (natural gas),0,0,0,0,0,0,0
SD,Combined cycle (oil),0,0,0,0,0,0,0
SD,Combustion turbine (oil),0,0,0,0,1,0,1
SD,Generic steam plant (oil),0,0,0,0,0,0,0
SD,Combustion Turbine (biopower),0,0,0,0,0,0,0
SD,Generic steam plant (biopower),0,0,0,0,0,0,0
SD,Geothermal EGS,0,0,0,0,0,0,0
SD,Geothermal Dry Steam,0,0,0,0,0,0,0
SD,Geothermal Binary,0,0,0,0,0,0,0
SD,Hydropower,0,0,0,0,1,0,1
SD,Pumped Storage,0,0,0,0,0,0,0
SD,PV,0,0,0,0,0,0,0
SD,Generic steam plant (coal),0,0,0.967374027,0.032625973,0,0,1
SD,Generic steam plant (nuclear),0,0,0,0,0,0,0
SD,CSP Trough,0,0,0,0,0,0,0
SD,Wind,0,0,0,0,1,0,1
SD,,0,0,0,0,0,0,0
TN,Combined cycle (natural gas),0,0,0,0,0,0,0
TN,Combustion Turbine (natural gas),0,0,0,0,1,0,1
TN,Generic steam plant (natural gas),0,0,0,0,0,0,0
TN,Combined cycle (oil),0,0,0,0,0,0,0
TN,Combustion turbine (oil),0,0,0,0,1,0,1
TN,Generic steam plant (oil),0,0,0,0,0,0,0
TN,Combustion Turbine (biopower),0,0,0,0,1,0,1
TN,Generic steam plant (biopower),0,0,0,1,0,0,1
TN,Geothermal EGS,0,0,0,0,0,0,0
TN,Geothermal Dry Steam,0,0,0,0,0,0,0
TN,Geothermal Binary,0,0,0,0,0,0,0
TN,Hydropower,0,0,0,0,1,0,1
TN,Pumped Storage,0,0,0,0,0,0,0
TN,PV,0,0,0,0,0,0,0
TN,Generic steam plant (coal),0,0.999873903,0,0.000126097,0,0,1
TN,Generic steam plant (nuclear),0,0,0,1,0,0,1
TN,CSP Trough,0,0,0,0,0,0,0
TN,Wind,0,0,0,0,1,0,1
TN,,0,0,0,0,0,0,0
TX,Combined cycle (natural gas),0.075765306,0,0.02333752,0.881276881,0,0.019620293,1
TX,Combustion Turbine (natural gas),0,0,0,0,0.990205391,0.009794609,1
TX,Generic steam plant (natural gas),0,0.245908577,0.357986189,0.309216387,0,0.086888847,1
TX,Combined cycle (oil),0,0,0,0,0,0,0
TX,Combustion turbine (oil),0,0,0,0,1,0,1
TX,Generic steam plant (oil),0,0,0,0.521616623,0,0.478383377,1
TX,Combustion Turbine (biopower),0,0,0,0,1,0,1
TX,Generic steam plant (biopower),0,0,0,1,0,0,1
TX,Geothermal EGS,0,0,0,0,0,0,0
TX,Geothermal Dry Steam,0,0,0,0,0,0,0
TX,Geothermal Binary,0,0,0,0,0,0,0
TX,Hydropower,0,0,0,0,1,0,1
TX,Pumped Storage,0,0,0,0,0,0,0
TX,PV,0,0,0,0,0,0,0
TX,Generic steam plant (coal),0,0.10110058,0.506303905,0.392595515,0,0,1
TX,Generic steam plant (nuclear),0,0,1,0,0,0,1
TX,CSP Trough,0,0,0,0,0,0,0
TX,Wind,0,0,0,0,1,0,1
TX,,0,0,0,0,0,0,0
UT,Combined cycle (natural gas),0.78141802,0,0,0.21858198,0,0,1
UT,Combustion Turbine (natural gas),0,0,0,0,1,0,1
UT,Generic steam plant (natural gas),0,0,0,1,0,0,1
UT,Combined cycle (oil),0,0,0,0,0,0,0
UT,Combustion turbine (oil),0,0,0,0,1,0,1
UT,Generic steam plant (oil),0,0,0,0,0,0,0
UT,Combustion Turbine (biopower),0,0,0,0,0,0,0
UT,Generic steam plant (biopower),0,0,0,0,0,0,0
UT,Geothermal EGS,0,0,0,1,0,0,1
UT,Geothermal Dry Steam,0,0,0,0,0,0,0
UT,Geothermal Binary,0,0,0,0,0,0,0
UT,Hydropower,0,0,0,0,1,0,1
UT,Pumped Storage,0,0,0,0,0,0,0
UT,PV,0,0,0,0,0,0,0
UT,Generic steam plant (coal),0,0,0,1,0,0,1
UT,Generic steam plant (nuclear),0,0,0,0,0,0,0
UT,CSP Trough,0,0,0,0,0,0,0
UT,Wind,0,0,0,0,0,0,0
UT,,0,0,0,0,0,0,0
VA,Combined cycle (natural gas),0.30013565,0.278978666,0,0.420885684,0,0,1
VA,Combustion Turbine (natural gas),0.227535342,0,0,0,0.739102017,0.033362642,1
VA,Generic steam plant (natural gas),0,1,0,0,0,0,1
VA,Combined cycle (oil),0,0,0,0,0,0,0
VA,Combustion turbine (oil),0,0,0,0,0.988477783,0.011522217,1
VA,Generic steam plant (oil),0,0.510588709,0,0.489411291,0,0,1
VA,Combustion Turbine (biopower),0,0,0,0,1,0,1
VA,Generic steam plant (biopower),0,0.264739727,0,0.735260273,0,0,1
VA,Geothermal EGS,0,0,0,0,0,0,0
VA,Geothermal Dry Steam,0,0,0,0,0,0,0
VA,Geothermal Binary,0,0,0,0,0,0,0
VA,Hydropower,0,0,0,0,1,0,1
VA,Pumped Storage,0,0,0,0,0,0,0
VA,PV,0,0,0,0,0,0,0
VA,Generic steam plant (coal),0,0.519878648,0,0.480121352,0,0,1
VA,Generic steam plant (nuclear),0,1,0,0,0,0,1
VA,CSP Trough,0,0,0,0,0,0,0
VA,Wind,0,0,0,0,0,0,0
VA,,0,0,0,0,0,0,0
VT,Combined cycle (natural gas),0,0,0,0,0,0,0
VT,Combustion Turbine (natural gas),0,0,0,0,0,0,0
VT,Generic steam plant (natural gas),0,0,0,0,0,0,0
VT,Combined cycle (oil),0,0,0,0,0,0,0
VT,Combustion turbine (oil),0,0,0,0,1,0,1
VT,Generic steam plant (oil),0,0,0,0,0,0,0
VT,Combustion Turbine (biopower),0,0,0,0,0,0,0
VT,Generic steam plant (biopower),0,0,0,0,0,0,0
VT,Geothermal EGS,0,0,0,0,0,0,0
VT,Geothermal Dry Steam,0,0,0,0,0,0,0
VT,Geothermal Binary,0,0,0,0,0,0,0
VT,Hydropower,0,0,0,0,1,0,1
VT,Pumped Storage,0,0,0,0,0,0,0
VT,PV,0,0,0,0,0,0,0
VT,Generic steam plant (coal),0,0,0,0,0,0,0
VT,Generic steam plant (nuclear),0,1,0,0,0,0,1
VT,CSP Trough,0,0,0,0,0,0,0
VT,Wind,0,0,0,0,1,0,1
VT,,0,0,0,0,0,0,0
WA,Combined cycle (natural gas),0.199898814,0,0,0.800101186,0,0,1
WA,Combustion Turbine (natural gas),0,0,0,0,1,0,1
WA,Generic steam plant (natural gas),0,0,0,0,0,0,0
WA,Combined cycle (oil),0,0,0,0,0,0,0
WA,Combustion turbine (oil),0,0,0,0,1,0,1
WA,Generic steam plant (oil),0,0,0,0,0,0,0
WA,Combustion Turbine (biopower),0,0,0,0,1,0,1
WA,Generic steam plant (biopower),0.287571651,0,0,0.712428349,0,0,1
WA,Geothermal EGS,0,0,0,0,0,0,0
WA,Geothermal Dry Steam,0,0,0,0,0,0,0
WA,Geothermal Binary,0,0,0,0,0,0,0
WA,Hydropower,0,0,0,0,1,0,1
WA,Pumped Storage,0,0,0,0,1,0,1
WA,PV,0,0,0,0,0,0,0
WA,Generic steam plant (coal),0,0,0,0,0,0,0
WA,Generic steam plant (nuclear),0,0,0,1,0,0,1
WA,CSP Trough,0,0,0,0,0,0,0
WA,Wind,0,0,0,0,1,0,1
WA,,0,0,0,0,0,0,0
WI,Combined cycle (natural gas),0,0.193973752,0,0.806026248,0,0,1
WI,Combustion Turbine (natural gas),0,0,0,0,0.934806013,0.065193987,1
WI,Generic steam plant (natural gas),0,1,0,0,0,0,1
WI,Combined cycle (oil),0,0,0,0,0,0,0
WI,Combustion turbine (oil),0,0,0,0,1,0,1
WI,Generic steam plant (oil),0,1,0,0,0,0,1
WI,Combustion Turbine (biopower),0,0,0,0,1,0,1
WI,Generic steam plant (biopower),0,1,0,0,0,0,1
WI,Geothermal EGS,0,0,0,0,0,0,0
WI,Geothermal Dry Steam,0,0,0,0,0,0,0
WI,Geothermal Binary,0,0,0,0,0,0,0
WI,Hydropower,0,0,0,0,1,0,1
WI,Pumped Storage,0,0,0,0,0,0,0
WI,PV,0,0,0,0,0,0,0
WI,Generic steam plant (coal),0,0.523884508,0.179559655,0.244756574,0,0.051799264,1
WI,Generic steam plant (nuclear),0,1,0,0,0,0,1
WI,CSP Trough,0,0,0,0,0,0,0
WI,Wind,0,0,0,0,1,0,1
WI,,0,0,0,0,0,0,0
WV,Combined cycle (natural gas),0,0,0,0,0,0,0
WV,Combustion Turbine (natural gas),0,0,0,0,1,0,1
WV,Generic steam plant (natural gas),0,0,0,0,0,0,0
WV,Combined cycle (oil),0,0,0,0,0,0,0
WV,Combustion turbine (oil),0,0,0,0,1,0,1
WV,Generic steam plant (oil),0,0,0,0,0,0,0
WV,Combustion Turbine (biopower),0,0,0,0,0,0,0
WV,Generic steam plant (biopower),0,0,0,0,0,0,0
WV,Geothermal EGS,0,0,0,0,0,0,0
WV,Geothermal Dry Steam,0,0,0,0,0,0,0
WV,Geothermal Binary,0,0,0,0,0,0,0
WV,Hydropower,0,0,0,0,1,0,1
WV,Pumped Storage,0,0,0,0,0,0,0
WV,PV,0,0,0,0,0,0,0
WV,Generic steam plant (coal),0.006180126,0.140686303,0.115103624,0.738029947,0,0,1
WV,Generic steam plant (nuclear),0,0,0,0,0,0,0
WV,CSP Trough,0,0,0,0,0,0,0
WV,Wind,0,0,0,0,1,0,1
WV,,0,0,0,0,0,0,0
WY,Combined cycle (natural gas),0,0,0,0,0,0,0
WY,Combustion Turbine (natural gas),0,0,0,0,1,0,1
WY,Generic steam plant (natural gas),0,0,0,0,0,0,0
WY,Combined cycle (oil),0,0,0,0,0,0,0
WY,Combustion turbine (oil),0,0,0,0,1,0,1
WY,Generic steam plant (oil),0,0,0,1,0,0,1
WY,Combustion Turbine (biopower),0,0,0,0,0,0,0
WY,Generic steam plant (biopower),0,0,0,0,0,0,0
WY,Geothermal EGS,0,0,0,0,0,0,0
WY,Geothermal Dry Steam,0,0,0,0,0,0,0
WY,Geothermal Binary,0,0,0,0,0,0,0
WY,Hydropower,0,0,0,0,1,0,1
WY,Pumped Storage,0,0,0,0,0,0,0
WY,PV,0,0,0,0,0,0,0
WY,Generic steam plant (coal),0.100786992,0.076160687,0,0.823052321,0,0,1
WY,Generic steam plant (nuclear),0,0,0,0,0,0,0
WY,CSP Trough,0,0,0,0,0,0,0
WY,Wind,0,0,0,0,1,0,1
WY,,0,0,0,0,0,0,0
