# UCS 2005 shares to cooling technology by generation technology and state,,,,,,,,
region,UCS_technology,Dry_Cooled,Once_Through,Cooling_Pond,Recirculating,None,Saline_all,Check
DE,Combined cycle (oil),0,0,0,0,0,0,0
DE,Combustion turbine (oil),0,0,0,0,0.999580363,0.000419637,1
DE,Generic steam plant (oil),0,1,0,0,0,0,1
DE,Combustion Turbine (biopower),0,0,0,0,0,0,0
DE,Generic steam plant (biopower),0,0,0,0,0,0,0
DE,Geothermal EGS,0,0,0,0,0,0,0
DE,Geothermal Dry Steam,0,0,0,0,0,0,0
DE,Geothermal Binary,0,0,0,0,0,0,0
DE,Hydropower,0,0,0,0,0,0,0
DE,Pumped Storage,0,0,0,0,0,0,0
DE,PV,0,0,0,0,0,0,0
DE,Generic steam plant (coal),0,0.539476304,0,0.460523696,0,0,1
DE,Generic steam plant (nuclear),0,0,0,0,0,0,0
DE,CSP Trough,0,0,0,0,0,0,0
DE,Wind,0,0,0,0,0,0,0
DE,,0,0,0,0,0,0,0
FL,Combined cycle (natural gas),0,0.196026575,0.425456493,0.18401694,0,0.194499992,1
FL,Combustion Turbine (natural gas),0,0,0,0,0.975736902,0.024263098,1
FL,Generic steam plant (natural gas),0,0.064009171,0,0.907169994,0,0.028820835,1
FL,Combined cycle (oil),0,0,0,0,0,0,0
FL,Combustion turbine (oil),0,0,0,0,0.923173441,0.076826559,1
FL,Generic steam plant (oil),0,0.455922871,0.317941719,0,0,0.22613541,1
FL,Combustion Turbine (biopower),0,0,0,0,1,0,1
FL,Generic steam plant (biopower),0.172768895,0,0,0.827231105,0,0,1
FL,Geothermal EGS,0,0,0,0,0,0,0
FL,Geothermal Dry Steam,0,0,0,0,0,0,0
FL,Geothermal Binary,0,0,0,0,0,0,0
FL,Hydropower,0,0,0,0,1,0,1
FL,Pumped Storage,0,0,0,0,0,0,0
FL,PV,0,0,0,0,0,0,0
FL,Generic steam plant (coal),0,0.016870257,0.02109094,0.563029079,0,0.399009724,1
FL,Generic steam plant (nuclear),0,0,0,0,0,1,1
FL,CSP Trough,0,0,0,0,0,0,0
FL,Wind,0,0,0,0,0,0,0
FL,,0,0,0,0,0,0,0
GA,Combined cycle (natural gas),0,0,0,1,0,0,1
GA,Combustion Turbine (natural gas),0,0,0,0,1,0,1
GA,Generic steam plant (natural gas),0,1,0,0,0,0,1
GA,Combined cycle (oil),0,0,0,0,0,0,0
GA,Combustion turbine (oil),0,0,0,0,1,0,1
GA,Generic steam plant (oil),0,0.002263091,0,0.997736909,0,0,1
GA,Combustion Turbine (biopower),0,0,0,0,1,0,1
GA,Generic steam plant (biopower),0,0.336921405,0,0.663078595,0,0,1
GA,Geothermal EGS,0,0,0,0,0,0,0
GA,Geothermal Dry Steam,0,0,0,0,0,0,0
GA,Geothermal Binary,0,0,0,0,0,0,0
GA,Hydropower,0,0,0,0,1,0,1
GA,Pumped Storage,0,0,0,0,1,0,1
GA,PV,0,0,0,0,0,0,0
GA,Generic steam plant (coal),0,0.191555509,0,0.808444491,0,0,1
GA,Generic steam plant (nuclear),0,0,0,1,0,0,1
GA,CSP Trough,0,0,0,0,0,0,0
GA,Wind,0,0,0,0,0,0,0
GA,,0,0,0,0,0,0,0
HI,Combined cycle (natural gas),0,0,0,0,0,0,0
HI,Combustion Turbine (natural gas),0,0,0,0,0,0,0
HI,Generic steam plant (natural gas),0,0,0,0,0,0,0
HI,Combined cycle (oil),0.231670863,0,0,0.768329137,0,0,1
HI,Combustion turbine (oil),0,0,0,0,0.743345033,0.256654967,1
HI,Generic steam plant (oil),0,0,0,0,0,1,1
HI,Combustion Turbine (biopower),0,0,0,0,0,0,0
HI,Generic steam plant (biopower),0,0,0,1,0,0,1
HI,Geothermal EGS,0,0,0,0,0,0,0
HI,Geothermal Dry Steam,0,0,0,0,0,0,0
HI,Geothermal Binary,0,0,0,1,0,0,1
HI,Hydropower,0,0,0,0,1,0,1
HI,Pumped Storage,0,0,0,0,0,0,0
HI,PV,0,0,0,0,0,0,0
HI,Generic steam plant (coal),0,0,0,1,0,0,1
HI,Generic steam plant (nuclear),0,0,0,0,0,0,0
HI,CSP Trough,0,0,0,0,0,0,0
HI,Wind,0,0,0,0,1,0,1
HI,,0,0,0,0,0,0,0
IA,Combined cycle (natural gas),0,0,0,1,0,0,1
IA,Combustion Turbine (natural gas),0,0,0,0,1,0,1
IA,Generic steam plant (natural gas),0,1,0,0,0,0,1
IA,Combined cycle (oil),0,0,0,0,0,0,0
IA,Combustion turbine (oil),0,0,0,0,1,0,1
IA,Generic steam plant (oil),0,0,0,0,0,0,0
IA,Combustion Turbine (biopower),0,0,0,0,1,0,1
IA,Generic steam plant (biopower),0,0,0,0,0,0,0
IA,Geothermal EGS,0,0,0,0,0,0,0
IA,Geothermal Dry Steam,0,0,0,0,0,0,0
IA,Geothermal Binary,0,0,0,0,0,0,0
IA,Hydropower,0,0,0,0,1,0,1
IA,Pumped Storage,0,0,0,0,0,0,0
IA,PV,0,0,0,0,0,0,0
IA,Generic steam plant (coal),0,0.669597988,0,0.330402012,0,0,1
IA,Generic steam plant (nuclear),0,0,0,1,0,0,1
IA,CSP Trough,0,0,0,0,0,0,0
IA,Wind,0,0,0,0,1,0,1
IA,,0,0,0,0,0,0,0
ID,Combined cycle (natural gas),0,0,0,1,0,0,1
ID,Combustion Turbine (natural gas),0,0,0,0,1,0,1
ID,Generic steam plant (natural gas),0,0,0,0,0,0,0
ID,Combined cycle (oil),0,0,0,0,0,0,0
ID,Combustion turbine (oil),0,0,0,0,1,0,1
ID,Generic steam plant (oil),0,0,0,0,0,0,0
ID,Combustion Turbine (biopower),0,0,0,0,0,0,0
ID,Generic steam plant (biopower),0,0,0,1,0,0,1
ID,Geothermal EGS,0,0,0,0,0,0,0
ID,Geothermal Dry Steam,0,0,0,0,0,0,0
ID,Geothermal Binary,0,0,0,0,0,0,0
ID,Hydropower,0,0,0,0,1,0,1
ID,Pumped Storage,0,0,0,0,0,0,0
ID,PV,0,0,0,0,0,0,0
ID,Generic steam plant (coal),0,0,0,1,0,0,1
ID,Generic steam plant (nuclear),0,0,0,0,0,0,0
ID,CSP Trough,0,0,0,0,0,0,0
ID,Wind,0,0,0,0,1,0,1
ID,,0,0,0,0,0,0,0
IL,Combined cycle (natural gas),0,0.033625848,0,0.966374152,0,0,1
IL,Combustion Turbine (natural gas),0,0,0,0,1,0,1
IL,Generic steam plant (natural gas),0,0,0,0,0,0,0
IL,Combined cycle (oil),0,0,0,0,0,0,0
IL,Combustion turbine (oil),0,0,0,0,1,0,1
IL,Generic steam plant (oil),0,1,0,0,0,0,1
IL,Combustion Turbine (biopower),0,0,0,0,1,0,1
IL,Generic steam plant (biopower),0,0,0,0,0,0,0
IL,Geothermal EGS,0,0,0,0,0,0,0
IL,Geothermal Dry Steam,0,0,0,0,0,0,0
IL,Geothermal Binary,0,0,0,0,0,0,0
IL,Hydropower,0,0,0,0,1,0,1
IL,Pumped Storage,0,0,0,0,0,0,0
IL,PV,0,0,0,0,0,0,0
IL,Generic steam plant (coal),0,0.437902862,0.504649702,0.057447436,0,0,1
IL,Generic steam plant (nuclear),0,0.149494974,0.647066441,0.203438585,0,0,1
IL,CSP Trough,0,0,0,0,0,0,0
IL,Wind,0,0,0,0,1,0,1
IL,,0,0,0,0,0,0,0
IN,Combined cycle (natural gas),0,0,0,1,0,0,1
IN,Combustion Turbine (natural gas),0,0,0,0,1,0,1
IN,Generic steam plant (natural gas),0,0.703480984,0,0.296519016,0,0,1
IN,Combined cycle (oil),0,0,0,0,0,0,0
IN,Combustion turbine (oil),0,0,0,0,1,0,1
IN,Generic steam plant (oil),0,0.001417143,0,0.998582857,0,0,1
IN,Combustion Turbine (biopower),0,0,0,0,1,0,1
IN,Generic steam plant (biopower),0,0,0,0,0,0,0
IN,Geothermal EGS,0,0,0,0,0,0,0
IN,Geothermal Dry Steam,0,0,0,0,0,0,0
IN,Geothermal Binary,0,0,0,0,0,0,0
IN,Hydropower,0,0,0,0,1,0,1
IN,Pumped Storage,0,0,0,0,0,0,0
IN,PV,0,0,0,0,0,0,0
IN,Generic steam plant (coal),0,0.391451002,0.234461225,0.374087772,0,0,1
IN,Generic steam plant (nuclear),0,0,0,0,0,0,0
IN,CSP Trough,0,0,0,0,0,0,0
IN,Wind,0,0,0,0,0,0,0
IN,,0,0,0,0,0,0,0
KS,Combined cycle (natural gas),0,0,0,0,0,0,0
KS,Combustion Turbine (natural gas),0,0,0,0,1,0,1
KS,Generic steam plant (natural gas),0,0,0,1,0,0,1
KS,Combined cycle (oil),0,0,0,0,0,0,0
KS,Combustion turbine (oil),0,0,0,0,1,0,1
KS,Generic steam plant (oil),0,0,0,0,0,0,0
KS,Combustion Turbine (biopower),0,0,0,0,0,0,0
KS,Generic steam plant (biopower),0,0,0,0,0,0,0
KS,Geothermal EGS,0,0,0,0,0,0,0
KS,Geothermal Dry Steam,0,0,0,0,0,0,0
KS,Geothermal Binary,0,0,0,0,0,0,0
KS,Hydropower,0,0,0,0,1,0,1
KS,Pumped Storage,0,0,0,0,0,0,0
KS,PV,0,0,0,0,0,0,0
KS,Generic steam plant (coal),0,0.089164116,0.285055614,0.62578027,0,0,1
KS,Generic steam plant (nuclear),0,0,1,0,0,0,1
KS,CSP Trough,0,0,0,0,0,0,0
KS,Wind,0,0,0,0,1,0,1
KS,,0,0,0,0,0,0,0
KY,Combined cycle (natural gas),0,0,0,0,0,0,0
KY,Combustion Turbine (natural gas),0,0,0,0,1,0,1
KY,Generic steam plant (natural gas),0,0,0,0,0,0,0
KY,Combined cycle (oil),0,0,0,0,0,0,0
KY,Combustion turbine (oil),0,0,0,0,1,0,1
KY,Generic steam plant (oil),0,0,0,0,0,0,0
KY,Combustion Turbine (biopower),0,0,0,0,1,0,1
KY,Generic steam plant (biopower),0,0,0,1,0,0,1
KY,Geothermal EGS,0,0,0,0,0,0,0
KY,Geothermal Dry Steam,0,0,0,0,0,0,0
KY,Geothermal Binary,0,0,0,0,0,0,0
KY,Hydropower,0,0,0,0,1,0,1
KY,Pumped Storage,0,0,0,0,0,0,0
KY,PV,0,0,0,0,0,0,0
KY,Generic steam plant (coal),0,0.259754023,0,0.740245977,0,0,1
KY,Generic steam plant (nuclear),0,0,0,0,0,0,0
KY,CSP Trough,0,0,0,0,0,0,0
KY,Wind,0,0,0,0,0,0,0
KY,,0,0,0,0,0,0,0
LA,Combined cycle (natural gas),0,0,0,0.825737936,0,0.174262064,1
LA,Combustion Turbine (natural gas),0,0,0,0,0.998925523,0.001074477,1
LA,Generic steam plant (natural gas),0,0.803515108,0.051597003,0.144887888,0,0,1
LA,Combined cycle (oil),0,0,0,0,0,0,0
LA,Combustion turbine (oil),0,0,0,0,1,0,1
LA,Generic steam plant (oil),0,0,0,1,0,0,1
LA,Combustion Turbine (biopower),0,0,0,0,0,0,0
LA,Generic steam plant (biopower),0,0.424794577,0,0.575205423,0,0,1
LA,Geothermal EGS,0,0,0,0,0,0,0
LA,Geothermal Dry Steam,0,0,0,0,0,0,0
LA,Geothermal Binary,0,0,0,0,0,0,0
LA,Hydropower,0,0,0,0,1,0,1
LA,Pumped Storage,0,0,0,0,0,0,0
LA,PV,0,0,0,0,0,0,0
LA,Generic steam plant (coal),0,0.182510312,0.113441403,0.704048286,0,0,1
LA,Generic steam plant (nuclear),0,0.587933775,0,0.412066225,0,0,1
LA,CSP Trough,0,0,0,0,0,0,0
LA,Wind,0,0,0,0,0,0,0
LA,,0,0,0,0,0,0,0
MA,Combined cycle (natural gas),0.62720052,0,0,0.37279948,0,0,1
MA,Combustion Turbine (natural gas),0,0,0,0,0.600335913,0.399664087,1
MA,Generic steam plant (natural gas),0,1,0,0,0,0,1
MA,Combined cycle (oil),0,0,0,1,0,0,1
MA,Combustion turbine (oil),0,0,0,0,1,0,1
MA,Generic steam plant (oil),0,0.033221598,0,0,0,0.966778402,1
MA,Combustion Turbine (biopower),0,0,0,0,1,0,1
MA,Generic steam plant (biopower),0.819257165,0,0,0.180742835,0,0,1
MA,Geothermal EGS,0,0,0,0,0,0,0
MA,Geothermal Dry Steam,0,0,0,0,0,0,0
MA,Geothermal Binary,0,0,0,0,0,0,0
MA,Hydropower,0,0,0,0,1,0,1
MA,Pumped Storage,0,0,0,0,0,0,0
MA,PV,0,0,0,0,0,0,0
MA,Generic steam plant (coal),0,0.15314827,0,0.004382935,0,0.842468795,1
MA,Generic steam plant (nuclear),0,0,0,0,0,1,1
MA,CSP Trough,0,0,0,0,0,0,0
MA,Wind,0,0,0,0,0,0,0
MA,,0,0,0,0,0,0,0
MD,Combined cycle (natural gas),0,0,0,1,0,0,1
MD,Combustion Turbine (natural gas),0,0,0,0,0.9121888,0.0878112,1
MD,Generic steam plant (natural gas),0,1,0,0,0,0,1
MD,Combined cycle (oil),0,0,0,0,0,0,0
MD,Combustion turbine (oil),0,0,0,0,0.780654163,0.219345837,1
MD,Generic steam plant (oil),0,0.110827421,0,0.889172579,0,0,1
MD,Combustion Turbine (biopower),0,0,0,0,1,0,1
MD,Generic steam plant (biopower),0,0,0,0.513629833,0,0.486370167,1
MD,Geothermal EGS,0,0,0,0,0,0,0
MD,Geothermal Dry Steam,0,0,0,0,0,0,0
MD,Geothermal Binary,0,0,0,0,0,0,0
MD,Hydropower,0,0,0,0,1,0,1
MD,Pumped Storage,0,0,0,0,0,0,0
MD,PV,0,0,0,0,0,0,0
MD,Generic steam plant (coal),0,0.64654957,0,0.35345043,0,0,1
MD,Generic steam plant (nuclear),0,0,0,0,0,1,1
MD,CSP Trough,0,0,0,0,0,0,0
MD,Wind,0,0,0,0,0,0,0
MD,,0,0,0,0,0,0,0
ME,Combined cycle (natural gas),0.127327556,0.262878415,0,0.609794029,0,0,1
ME,Combustion Turbine (natural gas),0,0,0,0,1,0,1
ME,Generic steam plant (natural gas),0,0,0,0,0,0,0
ME,Combined cycle (oil),0,0,0,0,0,0,0
ME,Combustion turbine (oil),0,0,0,0,0.643214527,0.356785473,1
ME,Generic steam plant (oil),0,1,0,0,0,0,1
ME,Combustion Turbine (biopower),0,0,0,0,0,0,0
ME,Generic steam plant (biopower),0,0.491426453,0,0.508573547,0,0,1
ME,Geothermal EGS,0,0,0,0,0,0,0
ME,Geothermal Dry Steam,0,0,0,0,0,0,0
ME,Geothermal Binary,0,0,0,0,0,0,0
ME,Hydropower,0,0,0,0,1,0,1
ME,Pumped Storage,0,0,0,0,0,0,0
ME,PV,0,0,0,0,0,0,0
ME,Generic steam plant (coal),0,0,0,1,0,0,1
ME,Generic steam plant (nuclear),0,0,0,0,0,0,0
ME,CSP Trough,0,0,0,0,0,0,0
ME,Wind,0,0,0,0,0,0,0
ME,,0,0,0,0,0,0,0
MI,Combined cycle (natural gas),0,0,0.621101968,0.378898032,0,0,1
MI,Combustion Turbine (natural gas),0,0,0,0,1,0,1
MI,Generic steam plant (natural gas),0,0.411936861,0.434218682,0.153844457,0,0,1
MI,Combined cycle (oil),0,0,0,0,0,0,0
MI,Combustion turbine (oil),0,0,0,0,1,0,1
MI,Generic steam plant (oil),0,0,0,1,0,0,1
MI,Combustion Turbine (biopower),0,0,0,0,1,0,1
MI,Generic steam plant (biopower),0,0,0,1,0,0,1
MI,Geothermal EGS,0,0,0,0,0,0,0
MI,Geothermal Dry Steam,0,0,0,0,0,0,0
MI,Geothermal Binary,0,0,0,0,0,0,0
MI,Hydropower,0,0,0,0,1,0,1
MI,Pumped Storage,0,0,0,0,0,0,0
MI,PV,0,0,0,0,0,0,0
MI,Generic steam plant (coal),0,0.913056041,0,0.031069149,0,0.055874811,1
MI,Generic steam plant (nuclear),0,0.484973018,0,0.515026982,0,0,1
MI,CSP Trough,0,0,0,0,0,0,0
MI,Wind,0,0,0,0,1,0,1
MI,,0,0,0,0,0,0,0
MN,Combined cycle (natural gas),0,0.294366789,0,0.705633211,0,0,1
MN,Combustion Turbine (natural gas),0,0,0,0,1,0,1
MN,Generic steam plant (natural gas),0,1,0,0,0,0,1
MN,Combined cycle (oil),0,0,0,0,0,0,0
MN,Combustion turbine (oil),0,0,0,0,1,0,1
MN,Generic steam plant (oil),0,0,0,0,0,0,0
MN,Combustion Turbine (biopower),0,0,0,0,1,0,1
MN,Generic steam plant (biopower),0,0.295471721,0,0.704528279,0,0,1
MN,Geothermal EGS,0,0,0,0,0,0,0
MN,Geothermal Dry Steam,0,0,0,0,0,0,0
MN,Geothermal Binary,0,0,0,0,0,0,0
MN,Hydropower,0,0,0,0,1,0,1
MN,Pumped Storage,0,0,0,0,0,0,0
MN,PV,0,0,0,0,0,0,0
MN,Generic steam plant (coal),0,0.332272062,0,0.667727938,0,0,1
MN,Generic steam plant (nuclear),0,0.62467671,0,0.37532329,0,0,1
MN,CSP Trough,0,0,0,0,0,0,0
MN,Wind,0,0,0,0,1,0,1
MN,,0,0,0,0,0,0,0
MO,Combined cycle (natural gas),0,0.04843543,0,0.95156457,0,0,1
MO,Combustion Turbine (natural gas),0,0,0,0,1,0,1
MO,Generic steam plant (natural gas),0,0,0,1,0,0,1
MO,Combined cycle (oil),0,0,0,0,0,0,0
MO,Combustion turbine (oil),0,0,0,0,1,0,1
MO,Generic steam plant (oil),0,0,0,0,0,0,0
MO,Combustion Turbine (biopower),0,0,0,0,0,0,0
MO,Generic steam plant (biopower),0,0,0,0,0,0,0
MO,Geothermal EGS,0,0,0,0,0,0,0
MO,Geothermal Dry Steam,0,0,0,0,0,0,0
MO,Geothermal Binary,0,0,0,0,0,0,0
MO,Hydropower,0,0,0,0,1,0,1
MO,Pumped Storage,0,0,0,0,1,0,1
MO,PV,0,0,0,0,0,0,0
MO,Generic steam plant (coal),0,0.886525048,0.045883022,0.06759193,0,0,1
MO,Generic steam plant (nuclear),0,0,0,1,0,0,1
MO,CSP Trough,0,0,0,0,0,0,0
MO,Wind,0,0,0,0,0,0,0
MO,,0,0,0,0,0,0,0
MS,Combined cycle (natural gas),0.002724507,0,0,0.997275493,0,0,1
MS,Combustion Turbine (natural gas),0,0,0,0,1,0,1
MS,Generic steam plant (natural gas),0,0.931639415,0.033633876,0.034726709,0,0,1
MS,Combined cycle (oil),0,0,0,0,0,0,0
MS,Combustion turbine (oil),0,0,0,0,1,0,1
MS,Generic steam plant (oil),0,0,0,0,0,0,0
MS,Combustion Turbine (biopower),0,0,0,0,0,0,0
MS,Generic steam plant (biopower),0.68140005,0,0,0.31859995,0,0,1
MS,Geothermal EGS,0,0,0,0,0,0,0
MS,Geothermal Dry Steam,0,0,0,0,0,0,0
MS,Geothermal Binary,0,0,0,0,0,0,0
MS,Hydropower,0,0,0,0,0,0,0
MS,Pumped Storage,0,0,0,0,0,0,0
MS,PV,0,0,0,0,0,0,0
MS,Generic steam plant (coal),0,0.091582815,0.38376828,0.524648904,0,0,1
MS,Generic steam plant (nuclear),0,0,0,1,0,0,1
MS,CSP Trough,0,0,0,0,0,0,0
MS,Wind,0,0,0,0,0,0,0
MS,,0,0,0,0,0,0,0
