# UCS 2005 cooling technology (using fresh water) by generation technology and state,,,Fresh,,,,
region,fuel,UCS_technology,Dry_Cooled,Once_Through,Cooling_Pond,Recirculating,No_Cooling_Needed
AK,Natural Gas,Combined cycle (natural gas),1296975,0,0,0,0
AK,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,1919413
AK,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
AK,Oil and others,Combined cycle (oil),0,0,0,0,0
AK,Oil and others,Combustion turbine (oil),0,0,0,0,614522
AK,Oil and others,Generic steam plant (oil),0,0,0,0,0
AK,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
AK,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
AK,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AK,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AK,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AK,Hydropower,Hydropower,0,0,0,0,1156864
AK,Hydropower,Pumped Storage,0,0,0,0,0
AK,PV,PV,0,0,0,0,0
AK,Coal,Generic steam plant (coal),0,397681,0,224305,0
AK,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
AK,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AK,Wind,Wind,0,0,0,0,3258
AK,,,0,0,0,0,0
AL,Natural Gas,Combined cycle (natural gas),0,0,0,19038467,0
AL,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,471817
AL,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
AL,Oil and others,Combined cycle (oil),0,0,0,0,0
AL,Oil and others,Combustion turbine (oil),0,0,0,0,1384
AL,Oil and others,Generic steam plant (oil),0,0,0,43900,0
AL,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
AL,Biopower and Biogas,Generic steam plant (biopower),0,199709,0,1222246,0
AL,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AL,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AL,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AL,Hydropower,Hydropower,0,0,0,0,6136148
AL,Hydropower,Pumped Storage,0,0,0,0,0
AL,PV,PV,0,0,0,0,0
AL,Coal,Generic steam plant (coal),0,44229302,0,30352591,0
AL,Nuclear,Generic steam plant (nuclear),0,24919416,0,14073225,0
AL,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AL,Wind,Wind,0,0,0,0,0
AL,,,0,0,0,0,0
AR,Natural Gas,Combined cycle (natural gas),0,0,0,6732430,0
AR,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,59270
AR,Natural Gas,Generic steam plant (natural gas),0,339295,0,44382,0
AR,Oil and others,Combined cycle (oil),0,0,0,0,0
AR,Oil and others,Combustion turbine (oil),0,0,0,0,42
AR,Oil and others,Generic steam plant (oil),0,0,0,0,0
AR,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,3163
AR,Biopower and Biogas,Generic steam plant (biopower),0,808774,0,71634,0
AR,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AR,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AR,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AR,Hydropower,Hydropower,0,0,0,0,4660123
AR,Hydropower,Pumped Storage,0,0,0,0,47731
AR,PV,PV,0,0,0,0,0
AR,Coal,Generic steam plant (coal),0,0,3603296,22414799,0
AR,Nuclear,Generic steam plant (nuclear),0,0,0,14168091,0
AR,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AR,Wind,Wind,0,0,0,0,0
AR,,,0,0,0,0,0
AZ,Natural Gas,Combined cycle (natural gas),0,0,0,36116629,0
AZ,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,919446
AZ,Natural Gas,Generic steam plant (natural gas),0,0,0,764488,0
AZ,Oil and others,Combined cycle (oil),0,0,0,0,0
AZ,Oil and others,Combustion turbine (oil),0,0,0,0,13541
AZ,Oil and others,Generic steam plant (oil),0,0,0,0,0
AZ,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,19008
AZ,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AZ,Hydropower,Hydropower,0,0,0,0,7273731
AZ,Hydropower,Pumped Storage,0,0,0,0,106701
AZ,PV,PV,0,0,0,0,13120
AZ,Coal,Generic steam plant (coal),0,0,2713510,38094236,0
AZ,Nuclear,Generic steam plant (nuclear),0,0,0,29250496,0
AZ,Concentrated Solar Power (CSP),CSP Trough,0,0,0,202,0
AZ,Wind,Wind,0,0,0,0,0
AZ,,,0,0,0,0,0
CA,Natural Gas,Combined cycle (natural gas),2898969,305687,0,56259270,0
CA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,19392210
CA,Natural Gas,Generic steam plant (natural gas),0,289287,0,1266897,0
CA,Oil and others,Combined cycle (oil),0,0,0,0,0
CA,Oil and others,Combustion turbine (oil),0,0,0,0,1230285
CA,Oil and others,Generic steam plant (oil),0,0,0,850741,0
CA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,859240
CA,Biopower and Biogas,Generic steam plant (biopower),820937,0,0,2658485,0
CA,Geothermal Dry Steam,Geothermal EGS,0,0,0,5191658,0
