NAICS_code,industry,service,Total,Net.electricity,Residual.fuel.oil,Distillate.fuel.oil,Natural.gas,LPG_NGL,Coal,Other
311,FOOD,Total fuel consumption,1186,251,26,16,635,3,147,108
311,FOOD,Total boiler fuel,NA,6,24,4,354,1,129,0
311,FOOD,Conventional boiler fuel,NA,6,16,3,328,1,25,0
311,FOOD,CHP boiler fuel,NA,0,8,1,26,0,104,0
311,FOOD,Total process fuel,NA,195,1,5,231,1,11,0
311,FOOD,Process heating,NA,16,1,1,209,0,11,0
311,FOOD,Process cooling and refrigeration,NA,67,0,1,2,0,0,0
311,FOOD,Machine drive,NA,110,0,3,11,0,0,0
311,FOOD,Electrochemical processes,NA,0,0,0,0,0,0,0
311,FOOD,Other process use,NA,2,0,1,10,0,0,0
311,FOOD,Nonprocess use,NA,46,0,6,40,2,0,0
311,FOOD,Facility HVAC,NA,21,0,0,30,1,0,0
311,FOOD,Facility lighting,NA,18,0,0,0,0,0,0
311,FOOD,Other facility support,NA,6,0,0,9,0,0,0
311,FOOD,Onsite transportation,NA,1,0,2,0,1,0,0
311,FOOD,Conventional electricity generation,NA,0,0,2,0,0,0,0
311,FOOD,Other nonprocess use,NA,1,0,2,1,0,0,0
311,FOOD,End use not reported,129,3,0,0,10,0,7,108
3112,Grain and Oilseed Milling,Total fuel consumption,317,53,2,1,118,0,114,30
3112,Grain and Oilseed Milling,Total boiler fuel,NA,1,2,0,64,0,100,0
3112,Grain and Oilseed Milling,Conventional boiler fuel,NA,1,2,0,56,0,21,0
3112,Grain and Oilseed Milling,CHP boiler fuel,NA,0,0,0,9,0,79,0
3112,Grain and Oilseed Milling,Total process fuel,NA,46,0,0,49,0,8,0
3112,Grain and Oilseed Milling,Process heating,NA,1,0,0,45,0,8,0
3112,Grain and Oilseed Milling,Process cooling and refrigeration,NA,5,0,0,0,0,0,0
3112,Grain and Oilseed Milling,Machine drive,NA,39,0,0,2,0,0,0
3112,Grain and Oilseed Milling,Electrochemical processes,NA,0,0,0,0,0,0,0
3112,Grain and Oilseed Milling,Other process use,NA,0,0,0,1,0,0,0
3112,Grain and Oilseed Milling,Nonprocess use,NA,5,0,1,4,0,0,0
3112,Grain and Oilseed Milling,Facility HVAC,NA,2,0,0,3,0,0,0
3112,Grain and Oilseed Milling,Facility lighting,NA,2,0,0,0,0,0,0
3112,Grain and Oilseed Milling,Other facility support,NA,0,0,0,0,0,0,0
3112,Grain and Oilseed Milling,Onsite transportation,NA,0,0,1,0,0,0,0
3112,Grain and Oilseed Milling,Conventional electricity generation,NA,0,0,0,0,0,0,0
3112,Grain and Oilseed Milling,Other nonprocess use,NA,0,0,0,0,0,0,0
3112,Grain and Oilseed Milling,End use not reported,38,1,0,0,1,0,6,30
311221,Wet Corn Milling,Total fuel consumption,179,23,0,0,52,0,95,9
311221,Wet Corn Milling,Total boiler fuel,NA,1,0,0,24,0,82,0
311221,Wet Corn Milling,Conventional boiler fuel,NA,1,0,0,17,0,16,0
311221,Wet Corn Milling,CHP boiler fuel,NA,0,0,0,7,0,66,0
311221,Wet Corn Milling,Total process fuel,NA,20,0,0,28,0,7,0
311221,Wet Corn Milling,Process heating,NA,0,0,0,28,0,7,0
311221,Wet Corn Milling,Process cooling and refrigeration,NA,3,0,0,0,0,0,0
311221,Wet Corn Milling,Machine drive,NA,17,0,0,0,0,0,0
311221,Wet Corn Milling,Electrochemical processes,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,Other process use,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,Nonprocess use,NA,1,0,0,1,0,0,0
311221,Wet Corn Milling,Facility HVAC,NA,1,0,0,1,0,0,0
311221,Wet Corn Milling,Facility lighting,NA,1,0,0,0,0,0,0
311221,Wet Corn Milling,Other facility support,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,Onsite transportation,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,Conventional electricity generation,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,Other nonprocess use,NA,0,0,0,0,0,0,0
311221,Wet Corn Milling,End use not reported,16,1,0,0,0,0,6,9
31131,Sugar,Total fuel consumption,82,3,9,1,18,0,31,20
31131,Sugar,Total boiler fuel,NA,0,8,1,13,0,28,0
31131,Sugar,Conventional boiler fuel,NA,0,0,0,2,0,3,0
31131,Sugar,CHP boiler fuel,NA,0,8,1,10,0,26,0
31131,Sugar,Total process fuel,NA,3,0,0,4,0,3,0
31131,Sugar,Process heating,NA,0,0,0,4,0,3,0
31131,Sugar,Process cooling and refrigeration,NA,0,0,0,0,0,0,0
31131,Sugar,Machine drive,NA,3,0,0,0,0,0,0
31131,Sugar,Electrochemical processes,NA,0,0,0,0,0,0,0
31131,Sugar,Other process use,NA,0,0,0,0,0,0,0
31131,Sugar,Nonprocess use,NA,1,0,0,1,0,0,0
31131,Sugar,Facility HVAC,NA,0,0,0,0,0,0,0
31131,Sugar,Facility lighting,NA,0,0,0,0,0,0,0
31131,Sugar,Other facility support,NA,0,0,0,0,0,0,0
31131,Sugar,Onsite transportation,NA,0,0,0,0,0,0,0
31131,Sugar,Conventional electricity generation,NA,0,0,0,0,0,0,0
31131,Sugar,Other nonprocess use,NA,0,0,0,0,0,0,0
31131,Sugar,End use not reported,20,0,0,0,0,0,0,20
3114,Fruit and Vegetable Preserving and Specialty Foods,Total fuel consumption,169,33,2,1,126,1,1,4
3114,Fruit and Vegetable Preserving and Specialty Foods,Total boiler fuel,NA,1,2,1,91,0,1,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Conventional boiler fuel,NA,1,2,1,87,0,1,0
3114,Fruit and Vegetable Preserving and Specialty Foods,CHP boiler fuel,NA,0,0,0,4,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Total process fuel,NA,26,0,0,27,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Process heating,NA,3,0,0,26,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Process cooling and refrigeration,NA,12,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Machine drive,NA,11,0,0,1,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Electrochemical processes,NA,0,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Other process use,NA,0,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Nonprocess use,NA,6,0,0,8,1,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Facility HVAC,NA,2,0,0,6,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Facility lighting,NA,2,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Other facility support,NA,1,0,0,2,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Onsite transportation,NA,0,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Conventional electricity generation,NA,0,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,Other nonprocess use,NA,0,0,0,0,0,0,0
3114,Fruit and Vegetable Preserving and Specialty Foods,End use not reported,4,0,0,0,0,0,0,4
3115,Dairy Products,Total fuel consumption,121,34,1,1,83,0,0,1
3115,Dairy Products,Total boiler fuel,NA,1,1,1,37,0,0,0
3115,Dairy Products,Conventional boiler fuel,NA,1,1,1,36,0,0,0
3115,Dairy Products,CHP boiler fuel,NA,0,0,0,1,0,0,0
3115,Dairy Products,Total process fuel,NA,27,0,0,38,0,0,0
3115,Dairy Products,Process heating,NA,2,0,0,31,0,0,0
3115,Dairy Products,Process cooling and refrigeration,NA,11,0,0,0,0,0,0
3115,Dairy Products,Machine drive,NA,14,0,0,2,0,0,0
3115,Dairy Products,Electrochemical processes,NA,0,0,0,0,0,0,0
3115,Dairy Products,Other process use,NA,0,0,0,5,0,0,0
3115,Dairy Products,Nonprocess use,NA,7,0,0,5,0,0,0
3115,Dairy Products,Facility HVAC,NA,3,0,0,4,0,0,0
3115,Dairy Products,Facility lighting,NA,3,0,0,0,0,0,0
3115,Dairy Products,Other facility support,NA,1,0,0,1,0,0,0
3115,Dairy Products,Onsite transportation,NA,0,0,0,0,0,0,0
3115,Dairy Products,Conventional electricity generation,NA,0,0,0,0,0,0,0
3115,Dairy Products,Other nonprocess use,NA,0,0,0,0,0,0,0
3115,Dairy Products,End use not reported,4,0,0,0,2,0,0,1
3116,Animal Slaughtering and Processing,Total fuel consumption,227,60,3,5,145,1,0,13
3116,Animal Slaughtering and Processing,Total boiler fuel,NA,1,3,1,98,0,0,0
3116,Animal Slaughtering and Processing,Conventional boiler fuel,NA,1,3,1,98,0,0,0
3116,Animal Slaughtering and Processing,CHP boiler fuel,NA,0,0,0,0,0,0,0
3116,Animal Slaughtering and Processing,Total process fuel,NA,48,0,1,36,0,0,0
3116,Animal Slaughtering and Processing,Process heating,NA,3,0,0,29,0,0,0
3116,Animal Slaughtering and Processing,Process cooling and refrigeration,NA,25,0,0,1,0,0,0
3116,Animal Slaughtering and Processing,Machine drive,NA,18,0,0,3,0,0,0
3116,Animal Slaughtering and Processing,Electrochemical processes,NA,0,0,0,0,0,0,0
3116,Animal Slaughtering and Processing,Other process use,NA,1,0,1,3,0,0,0
3116,Animal Slaughtering and Processing,Nonprocess use,NA,10,0,2,11,0,0,0
3116,Animal Slaughtering and Processing,Facility HVAC,NA,4,0,0,8,0,0,0
3116,Animal Slaughtering and Processing,Facility lighting,NA,4,0,0,0,0,0,0
3116,Animal Slaughtering and Processing,Other facility support,NA,1,0,0,3,0,0,0
3116,Animal Slaughtering and Processing,Onsite transportation,NA,0,0,0,0,0,0,0
3116,Animal Slaughtering and Processing,Conventional electricity generation,NA,0,0,0,0,0,0,0
3116,Animal Slaughtering and Processing,Other nonprocess use,NA,0,0,2,0,0,0,0
3116,Animal Slaughtering and Processing,End use not reported,14,0,0,0,0,0,0,13
312,BEVERAGE AND TOBACCO PRODUCTS,Total fuel consumption,109,30,3,1,41,1,20,13
