# UCS 2005 cooling technology (using saline water) by generation technology and state,,,,,,,
region,fuel,UCS_technology,Dry_Cooled,Once_Through,Cooling_Pond,Recirculating,No_Cooling_Needed
AL,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
AL,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AL,Wind,Wind,0,0,0,0,0
AL,,,0,0,0,0,0
AR,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
AR,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
AR,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
AR,Oil and others,Combined cycle (oil),0,0,0,0,0
AR,Oil and others,Combustion turbine (oil),0,0,0,0,0
AR,Oil and others,Generic steam plant (oil),0,0,0,0,0
AR,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
AR,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
AR,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AR,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AR,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AR,Hydropower,Hydropower,0,0,0,0,0
AR,Hydropower,Pumped Storage,0,0,0,0,0
AR,PV,PV,0,0,0,0,0
AR,Coal,Generic steam plant (coal),0,0,0,0,0
AR,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
AR,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AR,Wind,Wind,0,0,0,0,0
AR,,,0,0,0,0,0
AZ,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
AZ,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
AZ,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
AZ,Oil and others,Combined cycle (oil),0,0,0,0,0
AZ,Oil and others,Combustion turbine (oil),0,0,0,0,0
AZ,Oil and others,Generic steam plant (oil),0,0,0,0,0
AZ,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
AZ,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
AZ,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
AZ,Hydropower,Hydropower,0,0,0,0,0
AZ,Hydropower,Pumped Storage,0,0,0,0,0
AZ,PV,PV,0,0,0,0,0
AZ,Coal,Generic steam plant (coal),0,0,0,0,0
AZ,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
AZ,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
AZ,Wind,Wind,0,0,0,0,0
AZ,,,0,0,0,0,0
CA,Natural Gas,Combined cycle (natural gas),893384,9497384.275,0,199853,0
CA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,375457.0227
CA,Natural Gas,Generic steam plant (natural gas),0,13717533,0,13325.86,0
CA,Oil and others,Combined cycle (oil),0,0,0,0,0
CA,Oil and others,Combustion turbine (oil),0,0,0,0,9531
CA,Oil and others,Generic steam plant (oil),0,0,0,0,0
CA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,51364.54237
CA,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
CA,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
CA,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
CA,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
CA,Hydropower,Hydropower,0,0,0,0,159047
CA,Hydropower,Pumped Storage,0,0,0,0,0
CA,PV,PV,0,0,0,0,0
CA,Coal,Generic steam plant (coal),0,0,0,0,0
CA,Nuclear,Generic steam plant (nuclear),0,32482351,0,0,0
CA,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
CA,Wind,Wind,0,0,0,0,0
CA,,,0,0,0,0,0
CO,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
CO,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
CO,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
CO,Oil and others,Combined cycle (oil),0,0,0,0,0
CO,Oil and others,Combustion turbine (oil),0,0,0,0,0
CO,Oil and others,Generic steam plant (oil),0,0,0,0,0
CO,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
CO,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
CO,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
CO,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
CO,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
CO,Hydropower,Hydropower,0,0,0,0,0
CO,Hydropower,Pumped Storage,0,0,0,0,0
CO,PV,PV,0,0,0,0,0
CO,Coal,Generic steam plant (coal),0,0,0,0,0
CO,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
CO,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
CO,Wind,Wind,0,0,0,0,0
CO,,,0,0,0,0,0
CT,Natural Gas,Combined cycle (natural gas),0,0,0,1949339,0
CT,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
CT,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
CT,Oil and others,Combined cycle (oil),0,0,0,0,0
CT,Oil and others,Combustion turbine (oil),0,0,0,0,1766.784609
CT,Oil and others,Generic steam plant (oil),0,331807,0,0,0
CT,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
CT,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
CT,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
CT,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
CT,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
CT,Hydropower,Hydropower,0,0,0,0,0
CT,Hydropower,Pumped Storage,0,0,0,0,0
CT,PV,PV,0,0,0,0,0
CT,Coal,Generic steam plant (coal),0,2879907,0,0,0
CT,Nuclear,Generic steam plant (nuclear),0,15432946,0,0,0
CT,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
CT,Wind,Wind,0,0,0,0,0
CT,,,0,0,0,0,0
DC,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
DC,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
DC,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
DC,Oil and others,Combined cycle (oil),0,0,0,0,0
DC,Oil and others,Combustion turbine (oil),0,0,0,0,0
DC,Oil and others,Generic steam plant (oil),0,0,0,0,0
DC,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
DC,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
DC,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
DC,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
DC,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
DC,Hydropower,Hydropower,0,0,0,0,0
DC,Hydropower,Pumped Storage,0,0,0,0,0
DC,PV,PV,0,0,0,0,0
DC,Coal,Generic steam plant (coal),0,0,0,0,0
DC,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
DC,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
DC,Wind,Wind,0,0,0,0,0
DC,,,0,0,0,0,0
DE,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
DE,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
DE,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
DE,Oil and others,Combined cycle (oil),0,0,0,0,0
DE,Oil and others,Combustion turbine (oil),0,0,0,0,266
DE,Oil and others,Generic steam plant (oil),0,0,0,0,0
DE,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
DE,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
DE,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
DE,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
DE,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
DE,Hydropower,Hydropower,0,0,0,0,0
DE,Hydropower,Pumped Storage,0,0,0,0,0
DE,PV,PV,0,0,0,0,0
DE,Coal,Generic steam plant (coal),0,0,0,0,0
DE,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
DE,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
DE,Wind,Wind,0,0,0,0,0
DE,,,0,0,0,0,0
FL,Natural Gas,Combined cycle (natural gas),0,7365702,0,2236336.681,0
FL,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,201281.6225
FL,Natural Gas,Generic steam plant (natural gas),0,28031,0,0,0
FL,Oil and others,Combined cycle (oil),0,0,0,0,0
FL,Oil and others,Combustion turbine (oil),0,0,0,0,263248.1205
FL,Oil and others,Generic steam plant (oil),0,3832473,1037543,0,0
FL,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
FL,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
FL,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
FL,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
FL,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
FL,Hydropower,Hydropower,0,0,0,0,0
FL,Hydropower,Pumped Storage,0,0,0,0,0
FL,PV,PV,0,0,0,0,0
FL,Coal,Generic steam plant (coal),0,16078941,0,9274559,0
FL,Nuclear,Generic steam plant (nuclear),0,20760411,9691221.788,0,0
FL,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
FL,Wind,Wind,0,0,0,0,0
FL,,,0,0,0,0,0
GA,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
GA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
GA,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
GA,Oil and others,Combined cycle (oil),0,0,0,0,0
GA,Oil and others,Combustion turbine (oil),0,0,0,0,0
GA,Oil and others,Generic steam plant (oil),0,0,0,0,0
GA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
GA,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
GA,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
GA,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
GA,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
GA,Hydropower,Hydropower,0,0,0,0,0
GA,Hydropower,Pumped Storage,0,0,0,0,0
GA,PV,PV,0,0,0,0,0
GA,Coal,Generic steam plant (coal),0,0,0,0,0
GA,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
GA,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
GA,Wind,Wind,0,0,0,0,0
GA,,,0,0,0,0,0
HI,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
HI,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
HI,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
HI,Oil and others,Combined cycle (oil),0,0,0,0,0
HI,Oil and others,Combustion turbine (oil),0,0,0,0,234750
HI,Oil and others,Generic steam plant (oil),0,4659853,0,0,0
HI,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
HI,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
HI,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
HI,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
HI,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
HI,Hydropower,Hydropower,0,0,0,0,0
HI,Hydropower,Pumped Storage,0,0,0,0,0
HI,PV,PV,0,0,0,0,0
HI,Coal,Generic steam plant (coal),0,0,0,0,0
HI,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
HI,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
HI,Wind,Wind,0,0,0,0,0
HI,,,0,0,0,0,0
IA,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
IA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
IA,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
IA,Oil and others,Combined cycle (oil),0,0,0,0,0
IA,Oil and others,Combustion turbine (oil),0,0,0,0,0
IA,Oil and others,Generic steam plant (oil),0,0,0,0,0
IA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
IA,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
IA,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
IA,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
IA,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
IA,Hydropower,Hydropower,0,0,0,0,0
IA,Hydropower,Pumped Storage,0,0,0,0,0
IA,PV,PV,0,0,0,0,0
IA,Coal,Generic steam plant (coal),0,0,0,0,0
IA,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
IA,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
IA,Wind,Wind,0,0,0,0,0
IA,,,0,0,0,0,0
ID,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
ID,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
ID,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
ID,Oil and others,Combined cycle (oil),0,0,0,0,0
ID,Oil and others,Combustion turbine (oil),0,0,0,0,0
ID,Oil and others,Generic steam plant (oil),0,0,0,0,0
ID,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
ID,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
ID,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
ID,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
ID,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
ID,Hydropower,Hydropower,0,0,0,0,0
ID,Hydropower,Pumped Storage,0,0,0,0,0
ID,PV,PV,0,0,0,0,0
ID,Coal,Generic steam plant (coal),0,0,0,0,0
ID,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
ID,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
ID,Wind,Wind,0,0,0,0,0
ID,,,0,0,0,0,0
IL,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
IL,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
IL,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
IL,Oil and others,Combined cycle (oil),0,0,0,0,0
IL,Oil and others,Combustion turbine (oil),0,0,0,0,0
IL,Oil and others,Generic steam plant (oil),0,0,0,0,0
IL,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
IL,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
IL,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
IL,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
IL,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
IL,Hydropower,Hydropower,0,0,0,0,0
IL,Hydropower,Pumped Storage,0,0,0,0,0
IL,PV,PV,0,0,0,0,0
IL,Coal,Generic steam plant (coal),0,0,0,0,0
IL,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
IL,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
IL,Wind,Wind,0,0,0,0,0
IL,,,0,0,0,0,0
IN,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
IN,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
IN,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
IN,Oil and others,Combined cycle (oil),0,0,0,0,0
IN,Oil and others,Combustion turbine (oil),0,0,0,0,0
IN,Oil and others,Generic steam plant (oil),0,0,0,0,0
IN,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
IN,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
IN,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
IN,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
IN,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
IN,Hydropower,Hydropower,0,0,0,0,0
IN,Hydropower,Pumped Storage,0,0,0,0,0
IN,PV,PV,0,0,0,0,0
IN,Coal,Generic steam plant (coal),0,0,0,0,0
IN,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
IN,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
IN,Wind,Wind,0,0,0,0,0
IN,,,0,0,0,0,0
KS,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
KS,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
KS,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
KS,Oil and others,Combined cycle (oil),0,0,0,0,0
KS,Oil and others,Combustion turbine (oil),0,0,0,0,0
KS,Oil and others,Generic steam plant (oil),0,0,0,0,0
KS,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
KS,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
KS,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
KS,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
KS,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
KS,Hydropower,Hydropower,0,0,0,0,0
KS,Hydropower,Pumped Storage,0,0,0,0,0
KS,PV,PV,0,0,0,0,0
KS,Coal,Generic steam plant (coal),0,0,0,0,0
KS,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
KS,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
KS,Wind,Wind,0,0,0,0,0
KS,,,0,0,0,0,0
KY,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
KY,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
KY,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
KY,Oil and others,Combined cycle (oil),0,0,0,0,0
KY,Oil and others,Combustion turbine (oil),0,0,0,0,0
KY,Oil and others,Generic steam plant (oil),0,0,0,0,0
KY,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
KY,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
KY,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
KY,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
KY,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
KY,Hydropower,Hydropower,0,0,0,0,0
KY,Hydropower,Pumped Storage,0,0,0,0,0
KY,PV,PV,0,0,0,0,0
KY,Coal,Generic steam plant (coal),0,0,0,0,0
KY,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
KY,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
KY,Wind,Wind,0,0,0,0,0
KY,,,0,0,0,0,0
LA,Natural Gas,Combined cycle (natural gas),0,2019680,0,2210853,0
LA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,6355.3
LA,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
LA,Oil and others,Combined cycle (oil),0,0,0,0,0
LA,Oil and others,Combustion turbine (oil),0,0,0,0,0
LA,Oil and others,Generic steam plant (oil),0,0,0,0,0
LA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
LA,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
LA,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
LA,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
LA,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
LA,Hydropower,Hydropower,0,0,0,0,0
LA,Hydropower,Pumped Storage,0,0,0,0,0
LA,PV,PV,0,0,0,0,0
LA,Coal,Generic steam plant (coal),0,0,0,0,0
LA,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
LA,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
LA,Wind,Wind,0,0,0,0,0
LA,,,0,0,0,0,0
MA,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
MA,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,175076.8
MA,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
MA,Oil and others,Combined cycle (oil),0,0,0,0,0
MA,Oil and others,Combustion turbine (oil),0,0,0,0,0
MA,Oil and others,Generic steam plant (oil),0,1784409,0,0,0
MA,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
MA,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
MA,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
MA,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
MA,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
MA,Hydropower,Hydropower,0,0,0,0,0
MA,Hydropower,Pumped Storage,0,0,0,0,0
MA,PV,PV,0,0,0,0,0
MA,Coal,Generic steam plant (coal),0,9025872,0,0,0
MA,Nuclear,Generic steam plant (nuclear),0,5868639,0,0,0
MA,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
MA,Wind,Wind,0,0,0,0,0
MA,,,0,0,0,0,0
MD,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
MD,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,51728.48071
MD,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
MD,Oil and others,Combined cycle (oil),0,0,0,0,0
MD,Oil and others,Combustion turbine (oil),0,0,0,0,39221.51929
MD,Oil and others,Generic steam plant (oil),0,0,0,0,0
MD,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
MD,Biopower and Biogas,Generic steam plant (biopower),0,313486,0,0,0
MD,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
MD,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
MD,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
MD,Hydropower,Hydropower,0,0,0,0,0
MD,Hydropower,Pumped Storage,0,0,0,0,0
MD,PV,PV,0,0,0,0,0
MD,Coal,Generic steam plant (coal),0,0,0,0,0
MD,Nuclear,Generic steam plant (nuclear),0,14678695,0,0,0
MD,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
MD,Wind,Wind,0,0,0,0,0
MD,,,0,0,0,0,0
ME,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
ME,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
ME,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
ME,Oil and others,Combined cycle (oil),0,0,0,0,0
ME,Oil and others,Combustion turbine (oil),0,0,0,0,605
ME,Oil and others,Generic steam plant (oil),0,0,0,0,0
ME,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
ME,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
ME,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
ME,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
ME,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
ME,Hydropower,Hydropower,0,0,0,0,0
ME,Hydropower,Pumped Storage,0,0,0,0,0
ME,PV,PV,0,0,0,0,0
ME,Coal,Generic steam plant (coal),0,0,0,0,0
ME,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
ME,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
ME,Wind,Wind,0,0,0,0,0
ME,,,0,0,0,0,0
MI,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
MI,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
MI,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
MI,Oil and others,Combined cycle (oil),0,0,0,0,0
MI,Oil and others,Combustion turbine (oil),0,0,0,0,0
MI,Oil and others,Generic steam plant (oil),0,0,0,0,0
MI,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
MI,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
MI,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
MI,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
MI,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
MI,Hydropower,Hydropower,0,0,0,0,0
MI,Hydropower,Pumped Storage,0,0,0,0,0
MI,PV,PV,0,0,0,0,0
MI,Coal,Generic steam plant (coal),0,3947123,0,0,0
MI,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
MI,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
MI,Wind,Wind,0,0,0,0,0
MI,,,0,0,0,0,0
MN,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
MN,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
MN,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
MN,Oil and others,Combined cycle (oil),0,0,0,0,0
MN,Oil and others,Combustion turbine (oil),0,0,0,0,0
MN,Oil and others,Generic steam plant (oil),0,0,0,0,0
MN,Biopower and Biogas,Combustion Turbine (biopower),0,0,0,0,0
MN,Biopower and Biogas,Generic steam plant (biopower),0,0,0,0,0
MN,Geothermal Dry Steam,Geothermal EGS,0,0,0,0,0
MN,Geothermal Dry Steam,Geothermal Dry Steam,0,0,0,0,0
MN,Geothermal Dry Steam,Geothermal Binary,0,0,0,0,0
MN,Hydropower,Hydropower,0,0,0,0,0
MN,Hydropower,Pumped Storage,0,0,0,0,0
MN,PV,PV,0,0,0,0,0
MN,Coal,Generic steam plant (coal),0,0,0,0,0
MN,Nuclear,Generic steam plant (nuclear),0,0,0,0,0
MN,Concentrated Solar Power (CSP),CSP Trough,0,0,0,0,0
MN,Wind,Wind,0,0,0,0,0
MN,,,0,0,0,0,0
MO,Natural Gas,Combined cycle (natural gas),0,0,0,0,0
MO,Natural Gas,Combustion Turbine (natural gas),0,0,0,0,0
MO,Natural Gas,Generic steam plant (natural gas),0,0,0,0,0
