BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
618,1,2,7000,1,15,1879.71,90128,106262,8786,49815,54603,139790,27149,416,3099,              ,              ,              ,              ,              ,              ,              ,              ,              ,
619,3,7,1500,7,14,1.02,58328,37061,14022,0,21189,556,1761,583,2855,0,85678,15267,0,              ,              ,              ,              ,              ,
620,3,5,12500,5,18,1410.02,345755,741526,73520,0,296104,0,20462,9076,74875,              ,              ,              ,              ,              ,              ,              ,              ,              ,
621,1,2,250000,9,2,1.69,982570,2746141,2409804,346359,3817780,0,81724,3229961,1114705,12266700,2359628,589907,0,0,0,0,              ,              ,
622,1,2,7000,3,2,1580.41,0,6135,44738,94576,182046,0,1896,72868,17482,              ,              ,              ,              ,277241,0,0,              ,              ,
623,2,4,180000,5,2,9.78,0,1040797,126960,0,3543740,76215,61791,1501668,1202178,              ,              ,              ,              ,              ,              ,              ,3827673,2590327,0
624,2,3,40000,6,5,150.1,0,81958,15658,0,240736,0,5142,36864,26352,3646431,0,0,158091,              ,              ,              ,              ,              ,
625,4,9,12500,5,2,479.43,139808,207101,53535,0,255929,0,3191,116076,23987,354123,125185,0,0,              ,              ,              ,              ,              ,
626,3,6,17500,5,3,484.66,0,26259,28980,170662,168068,0,11450,43685,9128,2003004,0,0,240010,              ,              ,              ,              ,              ,
627,4,9,45000,6,2,294.23,0,3890973,895905,3928036,3059029,0,32354,1643590,578185,2883502,0,0,744443,              ,              ,              ,              ,              ,
628,4,8,17500,7,2,20.06,0,1396328,514856,0,2665757,0,55207,2419603,253204,470916,530324,530324,0,0,0,379595,              ,              ,
629,2,4,250000,8,3,21.41,1667037,2438768,810083,2184521,6748972,0,281146,218232,1224052,499324,0,65288,0,0,0,92784,15730000,0,0
630,1,1,80000,7,2,460.39,418279,513951,396495,0,466376,0,18898,430996,395903,2499365,418262,0,0,              ,              ,              ,              ,              ,
631,4,8,70000,2,1,225.18,0,0,0,0,140473,0,242199,322244,1873044,              ,              ,              ,              ,              ,              ,              ,              ,              ,
632,3,5,8000,3,2,489.1,18248,118487,19469,0,60422,0,1018,34616,9191,              ,              ,              ,              ,              ,              ,              ,              ,              ,
633,3,6,300000,9,2,1.67,0,1160462,1267987,0,1549010,73260,60754,2274313,652529,2332087,819225,0,0,              ,              ,              ,              ,              ,
634,2,4,3000,3,1,2300.89,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
635,4,8,12500,8,5,574.94,0,11285,22499,0,95032,0,1020,7440,5100,11645,1732,0,0,              ,              ,              ,              ,              ,
636,3,7,180000,4,14,293.72,0,251600,278907,0,1326127,0,70818,32454,142681,5082272,1789626,315816,6851756,              ,              ,              ,              ,              ,
637,4,8,12500,7,3,3.33,0,0,3796,0,257786,0,17147,67913,17008,487540,0,0,0,              ,              ,              ,126897,546103,0
638,3,7,1500,4,14,1322.29,12262,11769,3764,3204,5701,269,426,141,691,              ,              ,              ,              ,              ,              ,              ,              ,              ,
639,3,6,15000,5,2,12.06,0,261424,85761,0,250224,3453,2762,96719,25328,1731850,629005,0,8212,              ,              ,              ,              ,              ,
640,1,2,50000,9,2,412.41,238074,558756,118281,447140,718042,0,15502,586156,220309,              ,              ,              ,              ,              ,              ,              ,536000,0,0
641,3,5,2500,7,1,1724.46,0,2492,551,0,150,0,40,46,270,              ,              ,              ,              ,              ,              ,              ,              ,              ,
642,3,7,2500,6,3,1865.67,0,0,461,0,10900,0,1102,3722,1489,72414,22357,0,0,              ,              ,              ,              ,              ,
643,2,3,12500,6,17,412.37,1067137,314895,53415,0,493743,0,32221,21236,110956,408111,612267,108023,0,0,0,8460,              ,              ,
644,3,7,10001,6,14,440.57,0,144504,37226,74857,157537,0,11013,4138,20276,527070,0,62650,0,              ,              ,              ,              ,              ,
645,2,3,15000,8,2,261.69,0,107624,48616,0,315276,0,7554,270906,48861,645512,147641,0,0,              ,              ,              ,              ,              ,
646,1,2,300000,6,18,21.29,0,0,595825,0,31579577,0,2086157,925301,7633730,              ,              ,              ,              ,              ,              ,              ,24006834,5331166,0
647,3,6,45000,5,5,274.41,0,0,0,0,57083,0,1052,7339,5591,              ,              ,              ,              ,              ,              ,              ,              ,              ,
648,3,5,70000,8,2,245.47,0,1128842,421383,0,565004,0,15356,277652,433005,2538284,631111,1482199,0,              ,              ,              ,              ,              ,
649,2,3,12500,6,12,436.92,106690,14715,8537,0,121123,0,3901,2003,9812,1511574,610841,0,0,              ,              ,              ,              ,              ,
650,3,6,8000,4,5,1410.02,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
651,3,5,40000,2,12,274.41,31379,55433,24640,23503,68029,0,2612,1269,5994,298101,0,0,0,              ,              ,              ,              ,              ,
652,3,7,7000,7,2,1543.02,308,10471,1982,0,5548,0,123,4270,1022,51389,10042,0,0,              ,              ,              ,              ,              ,
653,2,4,22500,7,2,444.28,0,31056,5798,0,36298,0,590,21310,5765,117695,21323,0,0,              ,              ,              ,              ,              ,
654,3,7,2500,7,3,1426.16,28932,120815,48420,150865,347720,10442,8092,49000,9628,              ,              ,              ,              ,              ,              ,              ,              ,              ,
655,3,5,25000,5,18,292.75,0,980074,128899,0,390347,0,27384,12146,100201,1911847,1354611,0,0,              ,              ,              ,              ,              ,
656,3,5,7000,7,13,1803.13,15219,19320,6135,3704,18996,0,2235,453,2221,              ,              ,              ,              ,              ,              ,              ,              ,              ,
657,2,3,3500,3,5,1826.41,0,3407,1271,13567,18809,0,215,1605,1043,205488,0,0,7721,              ,              ,              ,              ,              ,
658,1,2,600000,4,2,12.03,0,0,1758110,0,3287310,0,50690,1391499,826576,              ,              ,              ,              ,              ,              ,              ,7971296,3877167,3111537
659,1,2,60000,4,11,299.07,2751,242605,12104,581082,3889411,0,1702211,141035,86460,              ,              ,              ,              ,              ,              ,              ,              ,              ,
660,4,8,250000,9,2,1.53,1307778,1497943,2477053,373746,3468830,143037,113448,4268110,1324704,1215559,26753,0,0,0,0,160187,              ,              ,
661,4,8,30000,2,2,293.95,0,472813,115300,0,572052,0,8252,330126,107420,1194480,1056260,1056260,0,              ,              ,              ,              ,              ,
662,2,3,12500,6,2,408.89,0,82418,20224,108790,237692,0,2407,92379,23652,174111,0,0,39715,              ,              ,              ,              ,              ,
663,3,5,5000,6,2,1593.18,300,57926,10790,34909,48936,0,941,31860,7296,              ,              ,              ,              ,              ,              ,              ,              ,              ,
664,3,6,20000,5,3,484.66,9550,72542,26490,80357,231181,0,6364,27170,7279,              ,              ,              ,              ,              ,              ,              ,              ,              ,
665,1,1,25001,3,1,4.3,0,0,0,417211,175062,0,1753,2299,13362,              ,              ,              ,              ,              ,              ,              ,101000,0,0
666,4,9,25000,4,3,294.23,118586,398899,129256,0,1764460,0,64132,294508,66336,0,16464,0,0,              ,              ,              ,              ,              ,
667,3,5,2000,6,18,1262.19,79,21494,1980,15308,4178,0,258,115,946,              ,              ,              ,              ,              ,              ,              ,              ,              ,
668,4,9,6000,4,14,436.92,0,1046,23179,0,22320,0,1461,590,2649,148073,0,0,0,              ,              ,              ,              ,              ,
669,3,5,180000,5,2,225.04,951257,1384536,1704647,0,2801468,0,42653,1613164,619861,81221,28059,0,0,0,0,47432,              ,              ,
670,4,9,10001,5,4,148.07,0,290672,232232,0,429990,0,1712,94651,550161,1031355,399572,0,0,              ,              ,              ,              ,              ,
671,3,6,25001,7,3,2030.18,0,8569,7675,0,26333,0,1367,4944,1978,334815,0,0,96439,              ,              ,              ,              ,              ,
672,4,9,12500,4,5,1545.96,19820,28363,2310,0,33698,0,615,4684,3221,83810,16620,0,0,              ,              ,              ,              ,              ,
