# File: GTAP_ag_Prod_t.csv,,,,,,,,,,,,,,,,,,,
# Author: Page Kyle,,,,,,,,,,,,,,,,,,,
# Description: GTAP v2.1 Production by country / crop / and AEZ,,,,,,,,,,,,,,,,,,,
# Original source: aglu-data/RawData/GTAP/SAGE_DATA.xls [SGPD],,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,
ctry,GTAP_crop,AEZ01,AEZ02,AEZ03,AEZ04,AEZ05,AEZ06,AEZ07,AEZ08,AEZ09,AEZ10,AEZ11,AEZ12,AEZ13,AEZ14,AEZ15,AEZ16,AEZ17,AEZ18
abw,FlaxFibr_Tow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,HempFibr_Tow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Jute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,JuteLikeFibr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,KapokFibre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,KapksdShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Ramie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SeedCotton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Sisal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Alff4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Beets4Fodder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cabbage4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Carrots4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Clovr4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,FrgProdNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,GrsNESFrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,GrnOlsd4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,LgmNESFrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Maize4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,MxGrss_Lgm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,RyeGrsFrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Srgm4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Swedes4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Turnips4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Vgt_RootFddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Apples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Apricots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Avocados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Bananas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Berriesnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Blueberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Carobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cashewapple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cherries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CitrusFrtNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cranberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Currants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Dates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Figs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,FrtFrshNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,FrtTrpFrNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Gooseberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Grpfrt_Pmlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Grapes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,KiwiFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Lmn_Lme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Mangoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Oranges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Papayas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Peach_Nctrn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Persimmons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pineapples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Plantains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Plums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Quinces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Raspberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SourCherries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,StnFrtNESFrh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Strawberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,TngMndClmnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CastorBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Coconuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,GrndntWShll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Hempseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,KrtNtSheant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Linseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Melonseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,MustardSeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,OilPalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Oilseedsnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Olives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PoppySeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Rapeseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SfflwrSeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SesameSeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Soybeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SnflwrSeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,TungNuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Ans_bdn_fnnl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ArcNtBtl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ChicoryRoots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CnnmnCnlla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,cloves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CocoaBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CoffeeGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ginger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Hops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Kolanuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Mate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,NaturalGums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,NatRubber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Ntmg_Mc_Crdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Peppermint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PrthrmDrdFlw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,spicesnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,TbccLeaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Vanilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BambaraBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BeansDry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BrdBeansDry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,ChickPeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CowPeasDry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Lentils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Lupins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PeasDry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PigeonPeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pulsesnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Vetches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cassava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Potatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Root_TbrNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SweetPotato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,TaroCocoYam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Yams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,YautiaCcYam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SugarBeets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SugarCane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,SugarCrpNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Almonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BrazilNuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,CashewNuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Chestnuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,HzlntFlbrt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Nutsnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Pistachios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Walnuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Artichokes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Asparagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BeanGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,BrdBeanGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cabbages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cntlp_othMln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Carrots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Cauliflower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Chll_PpprGrn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Ccmbr_Ghrkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Eggplants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Garlic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,GrnCornMaize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Lettuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Mushrooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Okra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,OnionDry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,OnionShlltGn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PeasGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,PmpknSqshGrd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Spinach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,StringBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Tomatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,VgtbFrshNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abw,Watermelons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Barley,0,0,0,0,0,0,12346,55030,435,298,0,0,5380,2394,0,0,0,0
afg,Buckwheat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,CanarySeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Cerealsnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Fonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Maize,0,0,0,0,0,0,20831,79244,1781,3083,0,0,11438,4797,0,0,0,0
afg,Millet,0,0,0,0,0,0,1348,5173,71,26,0,0,663,92,0,0,0,0
afg,MixedGrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Oats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,PopCorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Quinoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,PaddyRice,0,0,0,0,0,0,25268,112402,1157,1063,0,0,12538,5469,0,0,0,0
afg,Rye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Sorghum,0,0,0,0,0,0,32,37,0,12,0,0,0,0,0,0,0,0
afg,Triticale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Wheat,0,0,0,0,0,0,245368,1134126,10555,7379,0,0,128902,58352,0,0,0,0
afg,Abaca_M_H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,AgaveFibrNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Coir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,FibreCropNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,FlaxFibr_Tow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,HempFibr_Tow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Jute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,JuteLikeFibr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,KapokFibre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,KapksdShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Ramie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,SeedCotton,0,0,0,0,0,0,4178,88881,0,0,0,0,1812,2062,0,0,0,0
afg,Sisal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Alff4FrgSlg,0,0,0,0,0,0,70608,6463,0,0,0,0,0,0,0,0,0,0
afg,Beets4Fodder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Cabbage4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Carrots4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Clovr4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,FrgProdNES,0,0,0,0,0,0,26584,19683,0,0,0,0,1659,2622,0,0,0,0
afg,GrsNESFrgSlg,0,0,0,0,0,0,0,2301,0,0,0,0,187,326,0,0,0,0
afg,GrnOlsd4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,LgmNESFrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Maize4FrgSlg,0,0,0,0,0,0,1156,62189,0,0,0,0,187,578,0,0,0,0
afg,MxGrss_Lgm,0,0,0,0,0,0,10116,209056,0,0,0,0,0,0,0,0,0,0
afg,RyeGrsFrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Srgm4FrgSlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Swedes4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Turnips4Fddr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Vgt_RootFddr,0,0,0,0,0,0,614,14544,0,0,0,0,0,0,0,0,0,0
afg,Apples,0,0,0,0,0,0,11558,9525,0,220,0,0,168,302,0,0,0,0
afg,Apricots,0,0,0,0,0,0,1049,773,0,0,0,0,0,25,0,0,0,0
afg,Avocados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Bananas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Berriesnes,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0
afg,Blueberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Carobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Cashewapple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Cherries,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0
afg,CitrusFrtNES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Cranberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Currants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Dates,0,0,0,0,0,0,3924,688,984,1254,0,0,0,0,0,0,0,0
afg,Figs,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
afg,FrtFrshNES,0,0,0,0,0,0,6959,1062,140,385,0,0,0,13,0,0,0,0
afg,FrtTrpFrNES,0,0,0,0,0,0,0,183,465,779,0,0,0,0,0,0,0,0
afg,Gooseberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Grpfrt_Pmlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Grapes,0,0,0,0,0,0,12922,15166,0,0,0,0,199,359,0,0,0,0
afg,KiwiFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Lmn_Lme,0,0,0,0,0,0,4462,0,0,0,0,0,0,0,0,0,0,0
afg,Mangoes,0,0,0,0,0,0,182,973,1931,2657,0,0,0,0,0,0,0,0
afg,Oranges,0,0,0,0,0,0,9645,2165,2518,2841,0,0,0,0,0,0,0,0
afg,Papayas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Peach_Nctrn,0,0,0,0,0,0,1226,633,0,0,0,0,0,18,0,0,0,0
afg,Pears,0,0,0,0,0,0,574,26,0,0,0,0,0,0,0,0,0,0
afg,Persimmons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Pineapples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Plantains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Plums,0,0,0,0,0,0,0,1049,0,0,0,0,0,6,0,0,0,0
afg,Quinces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Raspberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,SourCherries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,StnFrtNESFrh,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0
afg,Strawberries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,TngMndClmnt,0,0,0,0,0,0,3196,161,316,672,0,0,0,0,0,0,0,0
afg,CastorBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Coconuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,GrndntWShll,0,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0,0,0
afg,Hempseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,KrtNtSheant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Linseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Melonseed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,MustardSeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,OilPalmFruit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Oilseedsnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Olives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,PoppySeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Rapeseed,0,0,0,0,0,0,71,568,866,830,0,0,0,0,0,0,0,0
afg,SfflwrSeed,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
afg,SesameSeed,0,0,0,0,0,0,130,282,141,192,0,0,0,0,0,0,0,0
afg,Soybeans,0,0,0,0,0,0,669,58,0,0,0,0,0,0,0,0,0,0
afg,SnflwrSeed,0,0,0,0,0,0,154,298,454,598,0,0,0,0,0,0,0,0
afg,TungNuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Ans_bdn_fnnl,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
afg,ArcNtBtl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,ChicoryRoots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,CnnmnCnlla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,cloves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,CocoaBeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,CoffeeGreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,ginger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Hops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Kolanuts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,Mate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,NaturalGums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afg,NatRubber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
