Latin America,comm,comm,comm_building,3.23,4.40,-0.10,0.0000190,0.0000050,comm-internal-gains-trial-market,EJ,,,,,,,,,,,,,,,,
Southeast Asia,comm,comm,comm_building,3.05,4.38,-0.10,0.0000170,0.0000038,comm-internal-gains-trial-market,EJ,,,,,,,,,,,,,,,,
Eastern Europe,comm,comm,comm_building,0.81,0.89,-0.10,0.0000190,0.0000044,comm-internal-gains-trial-market,EJ,,,,,,,,,,,,,,,,
Korea,comm,comm,comm_building,0.49,0.67,-0.10,0.0000190,0.0000080,comm-internal-gains-trial-market,EJ,,,,,,,,,,,,,,,,
India,comm,comm,comm_building,0.21,0.50,-0.10,0.0000170,0.0000000,comm-internal-gains-trial-market,EJ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,CCSM-A2,,,,,,,,,,,,,,,,,,,,,
,,,,,degree-days,,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,thermal-building-demand-input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,,
USA,resid,resid,resid_building,resid heating,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,,
USA,resid,resid,resid_building,resid cooling,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,,
USA,comm,comm,comm_building,comm heating,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,4307,,
USA,comm,comm,comm_building,comm cooling,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,,
Canada,resid,resid,resid_building,resid heating,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,,
Canada,resid,resid,resid_building,resid cooling,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,,
Canada,comm,comm,comm_building,comm heating,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,8022,,
Canada,comm,comm,comm_building,comm cooling,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,,
Western Europe,resid,resid,resid_building,resid heating,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,,
Western Europe,resid,resid,resid_building,resid cooling,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,,
Western Europe,comm,comm,comm_building,comm heating,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,,
Western Europe,comm,comm,comm_building,comm cooling,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,,
Japan,resid,resid,resid_building,resid heating,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,,
Japan,resid,resid,resid_building,resid cooling,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,,
Japan,comm,comm,comm_building,comm heating,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,,
Japan,comm,comm,comm_building,comm cooling,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,,
Australia_NZ,resid,resid,resid_building,resid heating,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,,
Australia_NZ,resid,resid,resid_building,resid cooling,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,,
Australia_NZ,comm,comm,comm_building,comm heating,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,,
Australia_NZ,comm,comm,comm_building,comm cooling,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,,
Former Soviet Union,resid,resid,resid_building,resid heating,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,,
Former Soviet Union,resid,resid,resid_building,resid cooling,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,,
Former Soviet Union,comm,comm,comm_building,comm heating,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,7224,,
Former Soviet Union,comm,comm,comm_building,comm cooling,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,,
China,resid,resid,resid_building,resid heating,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,,
China,resid,resid,resid_building,resid cooling,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,,
China,comm,comm,comm_building,comm heating,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,3934,,
China,comm,comm,comm_building,comm cooling,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,CCSM-A2,,,,,,,,,,,,,,,,,,,,,
,,,,,degree-days,,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,thermal-building-demand-input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,,
Middle East,resid,resid,resid_building,resid heating,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,,
Middle East,resid,resid,resid_building,resid cooling,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,,
Middle East,comm,comm,comm_building,comm heating,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,,
Middle East,comm,comm,comm_building,comm cooling,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,,
Africa,resid,resid,resid_building,resid heating,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,,
Africa,resid,resid,resid_building,resid cooling,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,,
Africa,comm,comm,comm_building,comm heating,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,,
Africa,comm,comm,comm_building,comm cooling,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,,
Latin America,resid,resid,resid_building,resid heating,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,,
Latin America,resid,resid,resid_building,resid cooling,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,,
Latin America,comm,comm,comm_building,comm heating,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,,
Latin America,comm,comm,comm_building,comm cooling,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,,
Southeast Asia,resid,resid,resid_building,resid heating,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,,
Southeast Asia,resid,resid,resid_building,resid cooling,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,,
Southeast Asia,comm,comm,comm_building,comm heating,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,,
Southeast Asia,comm,comm,comm_building,comm cooling,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,,
Eastern Europe,resid,resid,resid_building,resid heating,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,,
Eastern Europe,resid,resid,resid_building,resid cooling,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,,
Eastern Europe,comm,comm,comm_building,comm heating,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,,
Eastern Europe,comm,comm,comm_building,comm cooling,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,,
Korea,resid,resid,resid_building,resid heating,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,,
Korea,resid,resid,resid_building,resid cooling,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,,
Korea,comm,comm,comm_building,comm heating,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,,
Korea,comm,comm,comm_building,comm cooling,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,997,,
India,resid,resid,resid_building,resid heating,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,,
India,resid,resid,resid_building,resid cooling,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,,
India,comm,comm,comm_building,comm heating,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,,
India,comm,comm,comm_building,comm cooling,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,[GJ/m2],,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,building-demand-input,satiation-level,,,,,,,,,,,,,,,,,,,,,
USA,resid,resid,resid_building,resid others,0.2636,,,,,,,,,,,,,,,,,,,,,
USA,comm,comm,comm_building,comm others,0.8508,,,,,,,,,,,,,,,,,,,,,
Canada,resid,resid,resid_building,resid others,0.3348,,,,,,,,,,,,,,,,,,,,,
Canada,comm,comm,comm_building,comm others,0.9571,,,,,,,,,,,,,,,,,,,,,
Western Europe,resid,resid,resid_building,resid others,0.3429,,,,,,,,,,,,,,,,,,,,,
Western Europe,comm,comm,comm_building,comm others,1.0962,,,,,,,,,,,,,,,,,,,,,
Japan,resid,resid,resid_building,resid others,0.3784,,,,,,,,,,,,,,,,,,,,,
Japan,comm,comm,comm_building,comm others,1.1961,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,resid,resid,resid_building,resid others,0.2920,,,,,,,,,,,,,,,,,,,,,
Australia_NZ,comm,comm,comm_building,comm others,0.8885,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,resid,resid,resid_building,resid others,0.4024,,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,comm,comm,comm_building,comm others,1.2721,,,,,,,,,,,,,,,,,,,,,
China,resid,resid,resid_building,resid others,0.3787,,,,,,,,,,,,,,,,,,,,,
China,comm,comm,comm_building,comm others,1.1971,,,,,,,,,,,,,,,,,,,,,
Middle East,resid,resid,resid_building,resid others,0.3550,,,,,,,,,,,,,,,,,,,,,
Middle East,comm,comm,comm_building,comm others,1.1222,,,,,,,,,,,,,,,,,,,,,
Africa,resid,resid,resid_building,resid others,0.3399,,,,,,,,,,,,,,,,,,,,,
Africa,comm,comm,comm_building,comm others,1.0594,,,,,,,,,,,,,,,,,,,,,
Latin America,resid,resid,resid_building,resid others,0.3296,,,,,,,,,,,,,,,,,,,,,
Latin America,comm,comm,comm_building,comm others,1.0418,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,resid,resid,resid_building,resid others,0.3436,,,,,,,,,,,,,,,,,,,,,
Southeast Asia,comm,comm,comm_building,comm others,1.0710,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,resid,resid,resid_building,resid others,0.3910,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,comm,comm,comm_building,comm others,1.2358,,,,,,,,,,,,,,,,,,,,,
Korea,resid,resid,resid_building,resid others,0.3863,,,,,,,,,,,,,,,,,,,,,
Korea,comm,comm,comm_building,comm others,1.2213,,,,,,,,,,,,,,,,,,,,,
India,resid,resid,resid_building,resid others,0.3274,,,,,,,,,,,,,,,,,,,,,
India,comm,comm,comm_building,comm others,1.0205,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
103-thermal,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,[GJ/m2],,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,thermal-building-demand-input,internal-gains-scaler,satiation-level,,internal-gains-scalar,,,,,,,,,,,,,,,,,,
USA,resid,resid,resid_building,resid heating,-100,0.2325,,-100,heating,Usually set around 1000-2000 for US and China models.,,,,,,,,,,,,,,,,
USA,resid,resid,resid_building,resid cooling,100,0.1232,,100,cooling,We set these values all small because of Africa heating not solving with climate change.,,,,,,,,,,,,,,,,
USA,comm,comm,comm_building,comm heating,-100,0.2585,,,,,,,,,,,,,,,,,,,,
USA,comm,comm,comm_building,comm cooling,100,0.2377,,,,,,,,,,,,,,,,,,,,
Canada,resid,resid,resid_building,resid heating,-100,0.4446,,,,,,,,,,,,,,,,,,,,
Canada,resid,resid,resid_building,resid cooling,100,0.0365,,,,,,,,,,,,,,,,,,,,
Canada,comm,comm,comm_building,comm heating,-100,0.9135,,,,,,,,,,,,,,,,,,,,
Canada,comm,comm,comm_building,comm cooling,100,0.1531,,,,,,,,,,,,,,,,,,,,
Western Europe,resid,resid,resid_building,resid heating,-100,0.2523,,,,,,,,,,,,,,,,,,,,
Western Europe,resid,resid,resid_building,resid cooling,100,0.0515,,,,,,,,,,,,,,,,,,,,
Western Europe,comm,comm,comm_building,comm heating,-100,0.2805,,,,,,,,,,,,,,,,,,,,
Western Europe,comm,comm,comm_building,comm cooling,100,0.0993,,,,,,,,,,,,,,,,,,,,
Japan,resid,resid,resid_building,resid heating,-100,0.2083,,,,,,,,,,,,,,,,,,,,
Japan,resid,resid,resid_building,resid cooling,100,0.0955,,,,,,,,,,,,,,,,,,,,
Japan,comm,comm,comm_building,comm heating,-100,0.2317,,,,,,,,,,,,,,,,,,,,
Japan,comm,comm,comm_building,comm cooling,100,0.1843,,,,,,,,,,,,,,,,,,,,
Australia_NZ,resid,resid,resid_building,resid heating,-100,0.1179,,,,,,,,,,,,,,,,,,,,
Australia_NZ,resid,resid,resid_building,resid cooling,100,0.0868,,,,,,,,,,,,,,,,,,,,
Australia_NZ,comm,comm,comm_building,comm heating,-100,0.1312,,,,,,,,,,,,,,,,,,,,
Australia_NZ,comm,comm,comm_building,comm cooling,100,0.1674,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,resid,resid,resid_building,resid heating,-100,0.5942,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,resid,resid,resid_building,resid cooling,100,0.0860,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,comm,comm,comm_building,comm heating,-100,0.8518,,,,,,,,,,,,,,,,,,,,
Former Soviet Union,comm,comm,comm_building,comm cooling,100,0.1659,,,,,,,,,,,,,,,,,,,,
China,resid,resid,resid_building,resid heating,-100,0.2935,,,,,,,,,,,,,,,,,,,,
China,resid,resid,resid_building,resid cooling,100,0.2279,,,,,,,,,,,,,,,,,,,,
China,comm,comm,comm_building,comm heating,-100,0.3264,,,,,,,,,,,,,,,,,,,,
China,comm,comm,comm_building,comm cooling,100,0.4395,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
103-thermal,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,[GJ/m2],,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,building-demand-input,internal-gains-scaler,satiation-level,,,,,,,,,,,,,,,,,,,,
Middle East,resid,resid,resid_building,resid heating,-100,0.1392,,,,,,,,,,,,,,,,,,,,
Middle East,resid,resid,resid_building,resid cooling,100,0.3323,,,,,,,,,,,,,,,,,,,,
Middle East,comm,comm,comm_building,comm heating,-100,0.1548,,,,,,,,,,,,,,,,,,,,
Middle East,comm,comm,comm_building,comm cooling,100,0.6410,,,,,,,,,,,,,,,,,,,,
Africa,resid,resid,resid_building,resid heating,-100,0.0315,,,,,,,,,,,,,,,,,,,,
Africa,resid,resid,resid_building,resid cooling,100,0.4981,,,,,,,,,,,,,,,,,,,,
Africa,comm,comm,comm_building,comm heating,-100,0.0350,,,,,,,,,,,,,,,,,,,,
Africa,comm,comm,comm_building,comm cooling,100,0.9607,,,,,,,,,,,,,,,,,,,,
Latin America,resid,resid,resid_building,resid heating,-100,0.0671,,,,,,,,,,,,,,,,,,,,
Latin America,resid,resid,resid_building,resid cooling,100,0.2501,,,,,,,,,,,,,,,,,,,,
Latin America,comm,comm,comm_building,comm heating,-100,0.0746,,,,,,,,,,,,,,,,,,,,
Latin America,comm,comm,comm_building,comm cooling,100,0.4824,,,,,,,,,,,,,,,,,,,,
Southeast Asia,resid,resid,resid_building,resid heating,-100,0.0324,,,,,,,,,,,,,,,,,,,,
Southeast Asia,resid,resid,resid_building,resid cooling,100,0.5691,,,,,,,,,,,,,,,,,,,,
Southeast Asia,comm,comm,comm_building,comm heating,-100,0.0360,,,,,,,,,,,,,,,,,,,,
Southeast Asia,comm,comm,comm_building,comm cooling,100,1.0976,,,,,,,,,,,,,,,,,,,,
Eastern Europe,resid,resid,resid_building,resid heating,-100,0.3584,,,,,,,,,,,,,,,,,,,,
Eastern Europe,resid,resid,resid_building,resid cooling,100,0.0656,,,,,,,,,,,,,,,,,,,,
Eastern Europe,comm,comm,comm_building,comm heating,-100,0.3986,,,,,,,,,,,,,,,,,,,,
Eastern Europe,comm,comm,comm_building,comm cooling,100,0.1265,,,,,,,,,,,,,,,,,,,,
Korea,resid,resid,resid_building,resid heating,-100,0.2836,,,,,,,,,,,,,,,,,,,,
Korea,resid,resid,resid_building,resid cooling,100,0.0907,,,,,,,,,,,,,,,,,,,,
Korea,comm,comm,comm_building,comm heating,-100,0.3153,,,,,,,,,,,,,,,,,,,,
Korea,comm,comm,comm_building,comm cooling,100,0.1749,,,,,,,,,,,,,,,,,,,,
India,resid,resid,resid_building,resid heating,-100,0.0225,,,,,,,,,,,,,,,,,,,,
India,resid,resid,resid_building,resid cooling,100,0.7149,,,,,,,,,,,,,,,,,,,,
India,comm,comm,comm_building,comm heating,-100,0.0250,,,,,,,,,,,,,,,,,,,,
India,comm,comm,comm_building,comm cooling,100,1.3788,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,base-service,,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,building-demand-input,1990,2005,,,,,,,,,,,,,,,,,,,,
USA,resid,resid,resid_building,resid others,3.14466,4.49740,,USAresid others,,,,,,,,,,,,,,,,,,
USA,comm,comm,comm_building,comm others,3.82932,5.29632,,USAcomm others,,,,,,,,,,,,,,,,,,
Canada,resid,resid,resid_building,resid others,0.34289,0.42840,,Canadaresid others,,,,,,,,,,,,,,,,,,
Canada,comm,comm,comm_building,comm others,0.38389,0.48049,,Canadacomm others,,,,,,,,,,,,,,,,,,
Western Europe,resid,resid,resid_building,resid others,2.79287,3.32266,,Western Europeresid others,,,,,,,,,,,,,,,,,,
Western Europe,comm,comm,comm_building,comm others,1.85568,2.54557,,Western Europecomm others,,,,,,,,,,,,,,,,,,
Japan,resid,resid,resid_building,resid others,0.88605,1.34254,,Japanresid others,,,,,,,,,,,,,,,,,,
Japan,comm,comm,comm_building,comm others,1.04495,1.51592,,Japancomm others,,,,,,,,,,,,,,,,,,
Australia_NZ,resid,resid,resid_building,resid others,0.15772,0.24825,,Australia_NZresid others,,,,,,,,,,,,,,,,,,
Australia_NZ,comm,comm,comm_building,comm others,0.12345,0.19109,,Australia_NZcomm others,,,,,,,,,,,,,,,,,,
Former Soviet Union,resid,resid,resid_building,resid others,2.05787,1.49333,,Former Soviet Unionresid others,,,,,,,,,,,,,,,,,,
Former Soviet Union,comm,comm,comm_building,comm others,1.29014,0.78580,,Former Soviet Unioncomm others,,,,,,,,,,,,,,,,,,
China,resid,resid,resid_building,resid others,1.20949,1.92745,,Chinaresid others,,,,,,,,,,,,,,,,,,
China,comm,comm,comm_building,comm others,0.18526,0.63521,,Chinacomm others,,,,,,,,,,,,,,,,,,
Middle East,resid,resid,resid_building,resid others,0.39666,0.98944,,Middle Eastresid others,,,,,,,,,,,,,,,,,,
Middle East,comm,comm,comm_building,comm others,0.19041,0.38761,,Middle Eastcomm others,,,,,,,,,,,,,,,,,,
Africa,resid,resid,resid_building,resid others,1.14283,1.57016,,Africaresid others,,,,,,,,,,,,,,,,,,
