comm others,gas,gas generic,1990,CO,0.011883137,0.022086122,0.063931232,0.003484099,0.079031157,0.017149335,0.043644238,0.04251103,0.04998767,0.008271973,0.090150747,0.059390391,0.074785693,0.000907118,,CObuildinggasgas
comm others,refined liquids,oil generic,1990,CO,0.017743572,0.032978387,0.095460349,0.00520236,0.11800714,0.025606913,0.06516837,0.063476296,0.074640208,0.012351481,0.134610605,0.088680091,0.11166793,0.001354483,,CObuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,CO,-1,-1,-1,-1,-1,-1,1.058729433,-1,1.19842296,0.393287383,1.288387403,-1,-1,1.728252513,,CObuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,BC,0.02230931,0.026104679,0.010037647,0.012207189,0.048649638,0.070634605,0.026677767,0.002036478,0.029142023,0.093804265,0.020598013,0.014065161,0.038960224,0.026515661,,BCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,BC,0.125385758,0.102207381,0.025527202,0.012417329,0.177851346,0.103573641,0.054369858,0,0.080995395,0.050834191,0.007723452,0.066967893,0.094822106,0.013164452,,BCbuildingcoalcoal
resid heating,gas,gas boiler,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,BC,0.000527888,0.000438048,0.000516846,0.002011919,0.00144698,0.000623579,0.002764607,0.001143181,0.002397368,0.002498899,0.001901841,0.000423266,0.001256407,0.002879176,,BCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,BC,-1,-1,-1,-1,-1,-1,0.017249563,-1,0.017335773,0.007155468,0.018868092,-1,-1,0.023041271,,BCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
resid others,biomass,biomass generic,1990,BC,0.02230931,0.026104679,0.010037647,0.012207189,0.048649638,0.070634605,0.026677767,0.002036478,0.029142023,0.093804265,0.020598013,0.014065161,0.038960224,0.026515661,,BCbuildingbiomassbiomass
resid others,coal,coal generic,1990,BC,0.125385758,0.102207381,0.025527202,0.012417329,0.177851346,0.103573641,0.054369858,0,0.080995395,0.050834191,0.007723452,0.066967893,0.094822106,0.013164452,,BCbuildingcoalcoal
resid others,gas,gas generic,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
resid others,refined liquids,oil generic,1990,BC,0.000527888,0.000438048,0.000516846,0.002011919,0.00144698,0.000623579,0.002764607,0.001143181,0.002397368,0.002498899,0.001901841,0.000423266,0.001256407,0.002879176,,BCbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,BC,-1,-1,-1,-1,-1,-1,0.017249563,-1,0.017335773,0.007155468,0.018868092,-1,-1,0.023041271,,BCbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,BC,0.02230931,0.026104679,0.010037647,0.012207189,0.048649638,0.070634605,0.026677767,0.002036478,0.029142023,0.093804265,0.020598013,0.014065161,0.038960224,0.026515661,,BCbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,BC,0.125385758,0.102207381,0.025527202,0.012417329,0.177851346,0.103573641,0.054369858,0,0.080995395,0.050834191,0.007723452,0.066967893,0.094822106,0.013164452,,BCbuildingcoalcoal
comm heating,gas,gas boiler,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
comm heating,refined liquids,oil boiler,1990,BC,0.000527888,0.000438048,0.000516846,0.002011919,0.00144698,0.000623579,0.002764607,0.001143181,0.002397368,0.002498899,0.001901841,0.000423266,0.001256407,0.002879176,,BCbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,BC,-1,-1,-1,-1,-1,-1,0.017249563,-1,0.017335773,0.007155468,0.018868092,-1,-1,0.023041271,,BCbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
comm others,biomass,biomass generic,1990,BC,0.02230931,0.026104679,0.010037647,0.012207189,0.048649638,0.070634605,0.026677767,0.002036478,0.029142023,0.093804265,0.020598013,0.014065161,0.038960224,0.026515661,,BCbuildingbiomassbiomass
comm others,coal,coal generic,1990,BC,0.125385758,0.102207381,0.025527202,0.012417329,0.177851346,0.103573641,0.054369858,0,0.080995395,0.050834191,0.007723452,0.066967893,0.094822106,0.013164452,,BCbuildingcoalcoal
comm others,gas,gas generic,1990,BC,4.63645E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,,BCbuildinggasgas
comm others,refined liquids,oil generic,1990,BC,0.000527888,0.000438048,0.000516846,0.002011919,0.00144698,0.000623579,0.002764607,0.001143181,0.002397368,0.002498899,0.001901841,0.000423266,0.001256407,0.002879176,,BCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,BC,-1,-1,-1,-1,-1,-1,0.017249563,-1,0.017335773,0.007155468,0.018868092,-1,-1,0.023041271,,BCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,OC,0.191726857,0.141878673,0.057607748,0.016845249,0.209539528,0.312074313,0.142799421,0.006618484,0.123961871,0.720376681,0.111626957,0.197232619,0.172132132,0.120772923,,OCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,OC,0.10075905,0.084390968,0.086698523,0.017800347,0.230300977,0.574977367,0.018300272,0,0.026389995,0.185897963,0.390305988,0.139880196,0.123000124,0.035577435,,OCbuildingcoalcoal
resid heating,gas,gas boiler,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,OC,0.000277366,0.000211229,0.000321945,0.003888876,0.0014543,0.004563159,0.00140072,0.002351705,0.001406646,0.001290121,0.001125073,0.000717718,0.001075801,0.00156616,,OCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,OC,-1,-1,-1,-1,-1,-1,0.046713786,-1,0.073741444,0.025613997,0.082024328,-1,-1,0.10494785,,OCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
resid others,biomass,biomass generic,1990,OC,0.191726857,0.141878673,0.057607748,0.016845249,0.209539528,0.312074313,0.142799421,0.006618484,0.123961871,0.720376681,0.111626957,0.197232619,0.172132132,0.120772923,,OCbuildingbiomassbiomass
resid others,coal,coal generic,1990,OC,0.10075905,0.084390968,0.086698523,0.017800347,0.230300977,0.574977367,0.018300272,0,0.026389995,0.185897963,0.390305988,0.139880196,0.123000124,0.035577435,,OCbuildingcoalcoal
resid others,gas,gas generic,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
resid others,refined liquids,oil generic,1990,OC,0.000277366,0.000211229,0.000321945,0.003888876,0.0014543,0.004563159,0.00140072,0.002351705,0.001406646,0.001290121,0.001125073,0.000717718,0.001075801,0.00156616,,OCbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,OC,-1,-1,-1,-1,-1,-1,0.046713786,-1,0.073741444,0.025613997,0.082024328,-1,-1,0.10494785,,OCbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,OC,0.191726857,0.141878673,0.057607748,0.016845249,0.209539528,0.312074313,0.142799421,0.006618484,0.123961871,0.720376681,0.111626957,0.197232619,0.172132132,0.120772923,,OCbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,OC,0.10075905,0.084390968,0.086698523,0.017800347,0.230300977,0.574977367,0.018300272,0,0.026389995,0.185897963,0.390305988,0.139880196,0.123000124,0.035577435,,OCbuildingcoalcoal
comm heating,gas,gas boiler,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
comm heating,refined liquids,oil boiler,1990,OC,0.000277366,0.000211229,0.000321945,0.003888876,0.0014543,0.004563159,0.00140072,0.002351705,0.001406646,0.001290121,0.001125073,0.000717718,0.001075801,0.00156616,,OCbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,OC,-1,-1,-1,-1,-1,-1,0.046713786,-1,0.073741444,0.025613997,0.082024328,-1,-1,0.10494785,,OCbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
comm others,biomass,biomass generic,1990,OC,0.191726857,0.141878673,0.057607748,0.016845249,0.209539528,0.312074313,0.142799421,0.006618484,0.123961871,0.720376681,0.111626957,0.197232619,0.172132132,0.120772923,,OCbuildingbiomassbiomass
comm others,coal,coal generic,1990,OC,0.10075905,0.084390968,0.086698523,0.017800347,0.230300977,0.574977367,0.018300272,0,0.026389995,0.185897963,0.390305988,0.139880196,0.123000124,0.035577435,,OCbuildingcoalcoal
comm others,gas,gas generic,1990,OC,4.60674E-06,6.02711E-06,3.58188E-06,0,0,0.000108432,0,0,0,0,0,1.86187E-05,0,0,,OCbuildinggasgas
comm others,refined liquids,oil generic,1990,OC,0.000277366,0.000211229,0.000321945,0.003888876,0.0014543,0.004563159,0.00140072,0.002351705,0.001406646,0.001290121,0.001125073,0.000717718,0.001075801,0.00156616,,OCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,OC,-1,-1,-1,-1,-1,-1,0.046713786,-1,0.073741444,0.025613997,0.082024328,-1,-1,0.10494785,,OCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NMVOC,0.88588957,0.802632292,0.31941344,0.397922361,0.616893733,0.531839662,0.825857089,3.868022197,0.699514672,2.758030537,2.546306623,0.442842005,0.154083616,2.156359166,,NMVOCbuildingbiomassbiomass
resid heating,coal,coal boiler,1990,NMVOC,0.02717088,0.048634661,0.093165021,0.010269816,0.063733538,0.03338989,0.131974425,0.037148857,0.056335048,0.013630184,0.090034905,0.10015044,0.1426223,0.001858657,,NMVOCbuildingcoalcoal
resid heating,gas,gas boiler,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
resid heating,refined liquids,oil boiler,1990,NMVOC,0.003765647,0.00674034,0.012911859,0.001423307,0.008832912,0.004627547,0.018290504,0.005148507,0.007807546,0.001889025,0.012478052,0.013879977,0.019766206,0.000257594,,NMVOCbuildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NMVOC,-1,-1,-1,-1,-1,-1,0.533990481,-1,0.254581766,0.092506526,0.394532402,-1,-1,0.388140645,,NMVOCbuildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
resid others,biomass,biomass generic,1990,NMVOC,0.88588957,0.802632292,0.31941344,0.397922361,0.616893733,0.531839662,0.825857089,3.868022197,0.699514672,2.758030537,2.546306623,0.442842005,0.154083616,2.156359166,,NMVOCbuildingbiomassbiomass
resid others,coal,coal generic,1990,NMVOC,0.02717088,0.048634661,0.093165021,0.010269816,0.063733538,0.03338989,0.131974425,0.037148857,0.056335048,0.013630184,0.090034905,0.10015044,0.1426223,0.001858657,,NMVOCbuildingcoalcoal
resid others,gas,gas generic,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
resid others,refined liquids,oil generic,1990,NMVOC,0.003765647,0.00674034,0.012911859,0.001423307,0.008832912,0.004627547,0.018290504,0.005148507,0.007807546,0.001889025,0.012478052,0.013879977,0.019766206,0.000257594,,NMVOCbuildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NMVOC,-1,-1,-1,-1,-1,-1,0.533990481,-1,0.254581766,0.092506526,0.394532402,-1,-1,0.388140645,,NMVOCbuildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NMVOC,0.88588957,0.802632292,0.31941344,0.397922361,0.616893733,0.531839662,0.825857089,3.868022197,0.699514672,2.758030537,2.546306623,0.442842005,0.154083616,2.156359166,,NMVOCbuildingbiomassbiomass
comm heating,coal,coal boiler,1990,NMVOC,0.02717088,0.048634661,0.093165021,0.010269816,0.063733538,0.03338989,0.131974425,0.037148857,0.056335048,0.013630184,0.090034905,0.10015044,0.1426223,0.001858657,,NMVOCbuildingcoalcoal
comm heating,gas,gas boiler,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
comm heating,refined liquids,oil boiler,1990,NMVOC,0.003765647,0.00674034,0.012911859,0.001423307,0.008832912,0.004627547,0.018290504,0.005148507,0.007807546,0.001889025,0.012478052,0.013879977,0.019766206,0.000257594,,NMVOCbuildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NMVOC,-1,-1,-1,-1,-1,-1,0.533990481,-1,0.254581766,0.092506526,0.394532402,-1,-1,0.388140645,,NMVOCbuildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
comm others,biomass,biomass generic,1990,NMVOC,0.88588957,0.802632292,0.31941344,0.397922361,0.616893733,0.531839662,0.825857089,3.868022197,0.699514672,2.758030537,2.546306623,0.442842005,0.154083616,2.156359166,,NMVOCbuildingbiomassbiomass
comm others,coal,coal generic,1990,NMVOC,0.02717088,0.048634661,0.093165021,0.010269816,0.063733538,0.03338989,0.131974425,0.037148857,0.056335048,0.013630184,0.090034905,0.10015044,0.1426223,0.001858657,,NMVOCbuildingcoalcoal
comm others,gas,gas generic,1990,NMVOC,0.005203594,0.0093142,0.01784237,0.00196681,0.01220584,0.006394619,0.025274899,0.007114512,0.010788929,0.002610366,0.01724291,0.019180173,0.027314112,0.000355958,,NMVOCbuildinggasgas
comm others,refined liquids,oil generic,1990,NMVOC,0.003765647,0.00674034,0.012911859,0.001423307,0.008832912,0.004627547,0.018290504,0.005148507,0.007807546,0.001889025,0.012478052,0.013879977,0.019766206,0.000257594,,NMVOCbuildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NMVOC,-1,-1,-1,-1,-1,-1,0.533990481,-1,0.254581766,0.092506526,0.394532402,-1,-1,0.388140645,,NMVOCbuildingtrad biomasstrad biomass
resid heating,biomass,biomass boiler,1990,NH3,0.006299942,0.00485045,0.009958112,0.009222592,0.007183283,0.007974227,0.003061754,0.004096566,0.008979747,0.021218389,0.018179244,0.010262894,0.008636381,0.016467125,,NH3buildingbiomassbiomass
resid heating,gas,gas boiler,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
resid heating,refined liquids,oil boiler,1990,NH3,0.000418176,0.000321962,0.000660997,0.000612175,0.00047681,0.000529311,0.020166882,0.000271921,0.001846214,0.002059436,0.00408362,0.000681228,0.000573264,0.005359599,,NH3buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,NH3,-1,-1,-1,-1,-1,-1,0.001979698,-1,0.003268094,0.000711682,0.002816747,-1,-1,0.002964052,,NH3buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
resid others,biomass,biomass generic,1990,NH3,0.006299942,0.00485045,0.009958112,0.009222592,0.007183283,0.007974227,0.003061754,0.004096566,0.008979747,0.021218389,0.018179244,0.010262894,0.008636381,0.016467125,,NH3buildingbiomassbiomass
resid others,gas,gas generic,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
resid others,refined liquids,oil generic,1990,NH3,0.000418176,0.000321962,0.000660997,0.000612175,0.00047681,0.000529311,0.020166882,0.000271921,0.001846214,0.002059436,0.00408362,0.000681228,0.000573264,0.005359599,,NH3buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,NH3,-1,-1,-1,-1,-1,-1,0.001979698,-1,0.003268094,0.000711682,0.002816747,-1,-1,0.002964052,,NH3buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,NH3,0.006299942,0.00485045,0.009958112,0.009222592,0.007183283,0.007974227,0.003061754,0.004096566,0.008979747,0.021218389,0.018179244,0.010262894,0.008636381,0.016467125,,NH3buildingbiomassbiomass
comm heating,gas,gas boiler,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
comm heating,refined liquids,oil boiler,1990,NH3,0.000418176,0.000321962,0.000660997,0.000612175,0.00047681,0.000529311,0.020166882,0.000271921,0.001846214,0.002059436,0.00408362,0.000681228,0.000573264,0.005359599,,NH3buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,NH3,-1,-1,-1,-1,-1,-1,0.001979698,-1,0.003268094,0.000711682,0.002816747,-1,-1,0.002964052,,NH3buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
comm others,biomass,biomass generic,1990,NH3,0.006299942,0.00485045,0.009958112,0.009222592,0.007183283,0.007974227,0.003061754,0.004096566,0.008979747,0.021218389,0.018179244,0.010262894,0.008636381,0.016467125,,NH3buildingbiomassbiomass
comm others,gas,gas generic,1990,NH3,0.000216698,0.00016684,0.000342527,0.000317227,0.000247082,0.000274288,0.010450421,0.000140909,0.000956703,0.001067194,0.00211612,0.00035301,0.000297064,0.002777329,,NH3buildinggasgas
comm others,refined liquids,oil generic,1990,NH3,0.000418176,0.000321962,0.000660997,0.000612175,0.00047681,0.000529311,0.020166882,0.000271921,0.001846214,0.002059436,0.00408362,0.000681228,0.000573264,0.005359599,,NH3buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,NH3,-1,-1,-1,-1,-1,-1,0.001979698,-1,0.003268094,0.000711682,0.002816747,-1,-1,0.002964052,,NH3buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130501,,,,,,,,,,,,,,,,,,,,
,,,,,final-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,USA,Canada,Western Europe,Eastern Europe,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_1,0.027810735,0.003338029,0.001599137,0.009424933,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_1,1.418222706,0.507158532,0.633359056,1.077319182,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_1,0.132012675,0.047207928,0.058955073,0.096824478,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_1,-1,-1,-1,-1,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_1,0.027810735,0.003338029,0.001599137,0.009424933,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_1,1.418222706,0.507158532,0.633359056,1.077319182,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_1,0.132012675,0.047207928,0.058955073,0.096824478,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_1,-1,-1,-1,-1,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_1,0.027810735,0.003338029,0.001599137,0.009424933,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_1,1.418222706,0.507158532,0.633359056,1.077319182,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_1,0.132012675,0.047207928,0.058955073,0.096824478,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_1,-1,-1,-1,-1,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_1,0.027810735,0.003338029,0.001599137,0.009424933,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_1,1.418222706,0.507158532,0.633359056,1.077319182,,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_1,0.001063346,0.000380254,0.000474876,0.000779909,,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_1,0.132012675,0.047207928,0.058955073,0.096824478,,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_1,-1,-1,-1,-1,,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130502,,,,,,,,,,,,,,,,,,,,
,,,,,final-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Japan,China,Southeast Asia,Korea,India,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_2,0.02743826,0.037096873,0.088162975,0.015234106,0.255223895,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_2,0.835205525,0.133571035,1.627511937,2.283081398,0.0599476,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid heating,refined liquids,oil boiler,1990,SO2_2,0.077743584,0.052410907,0.028262388,0.21251647,0.001012085,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid heating,trad biomass,trad biomass boiler,1990,SO2_2,-1,0.04687416,0.025667713,-1,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
resid cooling,gas,gas AC,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid others,biomass,biomass generic,1990,SO2_2,0.02743826,0.037096873,0.088162975,0.015234106,0.255223895,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid others,coal,coal generic,1990,SO2_2,0.835205525,0.133571035,1.627511937,2.283081398,0.0599476,,,,,,,,,,SO2,SO2buildingcoalcoal
resid others,gas,gas generic,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
resid others,refined liquids,oil generic,1990,SO2_2,0.077743584,0.052410907,0.028262388,0.21251647,0.001012085,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
resid others,trad biomass,trad biomass generic,1990,SO2_2,-1,0.04687416,0.025667713,-1,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm heating,biomass,biomass boiler,1990,SO2_2,0.02743826,0.037096873,0.088162975,0.015234106,0.255223895,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm heating,coal,coal boiler,1990,SO2_2,0.835205525,0.133571035,1.627511937,2.283081398,0.0599476,,,,,,,,,,SO2,SO2buildingcoalcoal
comm heating,gas,gas boiler,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm heating,refined liquids,oil boiler,1990,SO2_2,0.077743584,0.052410907,0.028262388,0.21251647,0.001012085,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm heating,trad biomass,trad biomass boiler,1990,SO2_2,-1,0.04687416,0.025667713,-1,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
comm cooling,gas,gas AC,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm others,biomass,biomass generic,1990,SO2_2,0.02743826,0.037096873,0.088162975,0.015234106,0.255223895,,,,,,,,,,SO2,SO2buildingbiomassbiomass
comm others,coal,coal generic,1990,SO2_2,0.835205525,0.133571035,1.627511937,2.283081398,0.0599476,,,,,,,,,,SO2,SO2buildingcoalcoal
comm others,gas,gas generic,1990,SO2_2,0.000626215,0.000422163,0.001079616,0.001711794,3.93561E-05,,,,,,,,,,SO2,SO2buildinggasgas
comm others,refined liquids,oil generic,1990,SO2_2,0.077743584,0.052410907,0.028262388,0.21251647,0.001012085,,,,,,,,,,SO2,SO2buildingrefined liquidsrefined liquids
comm others,trad biomass,trad biomass generic,1990,SO2_2,-1,0.04687416,0.025667713,-1,0.088084361,,,,,,,,,,SO2,SO2buildingtrad biomasstrad biomass
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130503,,,,,,,,,,,,,,,,,,,,
,,,,,final-emiss-coef,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,lookup
resid heating,biomass,biomass boiler,1990,SO2_3,0.006520189,0.29945607,0.061913146,0.20525052,,,,,,,,,,,SO2,SO2buildingbiomassbiomass
resid heating,coal,coal boiler,1990,SO2_3,1.229060415,1.789412761,0.565774943,2.241058126,,,,,,,,,,,SO2,SO2buildingcoalcoal
resid heating,gas,gas boiler,1990,SO2_3,0.000921517,0.00122229,0.000372366,0.00155098,,,,,,,,,,,SO2,SO2buildinggasgas
