INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,CCSM-A2,,,,,,,,,,,,,,,,,,,,,
,,,,,degree-days,,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,thermal-building-demand-input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,,
USA,resid,resid,resid_building,resid heating,4307,4307,4318,4189,4060,3913,3767,3746,3725,3736,3748,3457,3166,3184,3201,3144,3087,2899,2712,2775,,
USA,resid,resid,resid_building,resid cooling,1498,1498,1572,1664,1755,1737,1718,1773,1829,2021,2212,2230,2247,2236,2224,2360,2495,2570,2645,2778,,
USA,comm,comm,comm_building,comm heating,4307,4307,4318,4189,4060,3913,3767,3746,3725,3736,3748,3457,3166,3184,3201,3144,3087,2899,2712,2775,,
USA,comm,comm,comm_building,comm cooling,1498,1498,1572,1664,1755,1737,1718,1773,1829,2021,2212,2230,2247,2236,2224,2360,2495,2570,2645,2778,,
Canada,resid,resid,resid_building,resid heating,8022,8022,8273,7798,7323,7458,7593,7297,7002,6971,6941,6801,6661,6573,6485,6370,6256,5811,5366,5545,,
Canada,resid,resid,resid_building,resid cooling,432,432,450,518,585,510,435,472,509,660,812,742,673,733,793,862,932,1016,1100,1113,,
Canada,comm,comm,comm_building,comm heating,8022,8022,8273,7798,7323,7458,7593,7297,7002,6971,6941,6801,6661,6573,6485,6370,6256,5811,5366,5545,,
Canada,comm,comm,comm_building,comm cooling,432,432,450,518,585,510,435,472,509,660,812,742,673,733,793,862,932,1016,1100,1113,,
Western Europe,resid,resid,resid_building,resid heating,4418,4418,4379,4442,4505,4489,4473,4312,4151,4021,3891,3815,3739,3725,3712,3688,3664,3522,3380,3270,,
Western Europe,resid,resid,resid_building,resid cooling,586,586,661,672,683,639,596,647,697,798,900,852,805,1005,1206,1213,1221,1336,1452,1413,,
Western Europe,comm,comm,comm_building,comm heating,4418,4418,4379,4442,4505,4489,4473,4312,4151,4021,3891,3815,3739,3725,3712,3688,3664,3522,3380,3270,,
Western Europe,comm,comm,comm_building,comm cooling,586,586,661,672,683,639,596,647,697,798,900,852,805,1005,1206,1213,1221,1336,1452,1413,,
Japan,resid,resid,resid_building,resid heating,3882,3882,3946,3940,3933,3821,3708,3661,3615,3486,3358,3436,3515,3393,3272,3261,3249,3160,3071,3006,,
Japan,resid,resid,resid_building,resid cooling,1159,1159,1127,1156,1185,1170,1154,1251,1348,1366,1385,1318,1251,1343,1435,1513,1592,1735,1879,1804,,
Japan,comm,comm,comm_building,comm heating,3882,3882,3946,3940,3933,3821,3708,3661,3615,3486,3358,3436,3515,3393,3272,3261,3249,3160,3071,3006,,
Japan,comm,comm,comm_building,comm cooling,1159,1159,1127,1156,1185,1170,1154,1251,1348,1366,1385,1318,1251,1343,1435,1513,1592,1735,1879,1804,,
Australia_NZ,resid,resid,resid_building,resid heating,2022,2022,2017,1877,1736,1770,1804,1732,1660,1604,1547,1568,1590,1395,1201,1118,1035,1070,1104,1029,,
Australia_NZ,resid,resid,resid_building,resid cooling,992,992,1010,1055,1100,1092,1085,1070,1056,1158,1260,1245,1230,1361,1493,1663,1833,1796,1759,1829,,
Australia_NZ,comm,comm,comm_building,comm heating,2022,2022,2017,1877,1736,1770,1804,1732,1660,1604,1547,1568,1590,1395,1201,1118,1035,1070,1104,1029,,
Australia_NZ,comm,comm,comm_building,comm cooling,992,992,1010,1055,1100,1092,1085,1070,1056,1158,1260,1245,1230,1361,1493,1663,1833,1796,1759,1829,,
Former Soviet Union,resid,resid,resid_building,resid heating,7224,7224,7353,7473,7594,7389,7183,7092,7000,6926,6852,6636,6420,6296,6172,6295,6417,6103,5789,5610,,
Former Soviet Union,resid,resid,resid_building,resid cooling,765,765,799,779,760,860,961,900,839,993,1147,1229,1310,1416,1521,1422,1323,1537,1751,1738,,
Former Soviet Union,comm,comm,comm_building,comm heating,7224,7224,7353,7473,7594,7389,7183,7092,7000,6926,6852,6636,6420,6296,6172,6295,6417,6103,5789,5610,,
Former Soviet Union,comm,comm,comm_building,comm cooling,765,765,799,779,760,860,961,900,839,993,1147,1229,1310,1416,1521,1422,1323,1537,1751,1738,,
China,resid,resid,resid_building,resid heating,3934,3934,4108,3881,3653,3515,3377,3445,3513,3287,3061,3152,3242,3146,3050,3035,3019,2910,2800,2686,,
China,resid,resid,resid_building,resid cooling,1964,1964,1884,2032,2180,2239,2298,2318,2339,2441,2542,2561,2580,2620,2660,2846,3031,3148,3265,3301,,
China,comm,comm,comm_building,comm heating,3934,3934,4108,3881,3653,3515,3377,3445,3513,3287,3061,3152,3242,3146,3050,3035,3019,2910,2800,2686,,
China,comm,comm,comm_building,comm cooling,1964,1964,1884,2032,2180,2239,2298,2318,2339,2441,2542,2561,2580,2620,2660,2846,3031,3148,3265,3301,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,CCSM-A2,,,,,,,,,,,,,,,,,,,,,
,,,,,degree-days,,,,,,,,,,,,,,,,,,,,,
region,consumer,root,building-node-input,thermal-building-demand-input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,,
Middle East,resid,resid,resid_building,resid heating,2103,2103,2104,2117,2130,2088,2046,1920,1794,1806,1819,1732,1645,1544,1443,1361,1279,1303,1326,1390,,
Middle East,resid,resid,resid_building,resid cooling,3165,3165,3195,3269,3342,3413,3484,3508,3531,3765,3999,4121,4243,4298,4353,4495,4638,4844,5050,5088,,
Middle East,comm,comm,comm_building,comm heating,2103,2103,2104,2117,2130,2088,2046,1920,1794,1806,1819,1732,1645,1544,1443,1361,1279,1303,1326,1390,,
Middle East,comm,comm,comm_building,comm cooling,3165,3165,3195,3269,3342,3413,3484,3508,3531,3765,3999,4121,4243,4298,4353,4495,4638,4844,5050,5088,,
Africa,resid,resid,resid_building,resid heating,391,391,376,368,359,350,340,340,339,316,293,261,228,223,219,199,180,162,143,140,,
Africa,resid,resid,resid_building,resid cooling,3870,3870,3932,4008,4085,4153,4221,4302,4384,4482,4580,4739,4898,5003,5107,5299,5492,5676,5861,5954,,
Africa,comm,comm,comm_building,comm heating,391,391,376,368,359,350,340,340,339,316,293,261,228,223,219,199,180,162,143,140,,
Africa,comm,comm,comm_building,comm cooling,3870,3870,3932,4008,4085,4153,4221,4302,4384,4482,4580,4739,4898,5003,5107,5299,5492,5676,5861,5954,,
Latin America,resid,resid,resid_building,resid heating,970,970,940,906,873,829,786,777,768,716,664,637,610,609,608,541,473,441,408,379,,
Latin America,resid,resid,resid_building,resid cooling,2367,2367,2442,2448,2455,2531,2606,2682,2757,2835,2912,2994,3077,3083,3090,3380,3670,3763,3856,4031,,
Latin America,comm,comm,comm_building,comm heating,970,970,940,906,873,829,786,777,768,716,664,637,610,609,608,541,473,441,408,379,,
Latin America,comm,comm,comm_building,comm cooling,2367,2367,2442,2448,2455,2531,2606,2682,2757,2835,2912,2994,3077,3083,3090,3380,3670,3763,3856,4031,,
Southeast Asia,resid,resid,resid_building,resid heating,398,398,381,364,347,338,328,337,346,333,319,308,296,270,244,243,242,235,228,229,,
Southeast Asia,resid,resid,resid_building,resid cooling,4862,4862,5033,5019,5005,5088,5171,5231,5291,5383,5474,5588,5703,5810,5917,6112,6308,6464,6620,6653,,
Southeast Asia,comm,comm,comm_building,comm heating,398,398,381,364,347,338,328,337,346,333,319,308,296,270,244,243,242,235,228,229,,
Southeast Asia,comm,comm,comm_building,comm cooling,4862,4862,5033,5019,5005,5088,5171,5231,5291,5383,5474,5588,5703,5810,5917,6112,6308,6464,6620,6653,,
Eastern Europe,resid,resid,resid_building,resid heating,5377,5377,5273,5601,5929,5928,5927,5612,5297,5172,5046,5021,4996,4885,4774,4825,4875,4598,4320,4197,,
Eastern Europe,resid,resid,resid_building,resid cooling,642,642,794,689,584,587,590,652,715,800,885,867,848,1140,1432,1383,1333,1504,1675,1653,,
Eastern Europe,comm,comm,comm_building,comm heating,5377,5377,5273,5601,5929,5928,5927,5612,5297,5172,5046,5021,4996,4885,4774,4825,4875,4598,4320,4197,,
Eastern Europe,comm,comm,comm_building,comm cooling,642,642,794,689,584,587,590,652,715,800,885,867,848,1140,1432,1383,1333,1504,1675,1653,,
Korea,resid,resid,resid_building,resid heating,4761,4761,4956,4862,4767,4451,4134,4245,4355,4125,3895,4043,4191,4099,4008,4019,4031,3915,3800,3678,,
Korea,resid,resid,resid_building,resid cooling,997,997,836,1011,1186,1170,1155,1244,1333,1364,1396,1306,1217,1312,1407,1512,1618,1701,1784,1800,,
Korea,comm,comm,comm_building,comm heating,4761,4761,4956,4862,4767,4451,4134,4245,4355,4125,3895,4043,4191,4099,4008,4019,4031,3915,3800,3678,,
Korea,comm,comm,comm_building,comm cooling,997,997,836,1011,1186,1170,1155,1244,1333,1364,1396,1306,1217,1312,1407,1512,1618,1701,1784,1800,,
India,resid,resid,resid_building,resid heating,253,253,229,236,243,220,198,226,255,230,205,200,194,179,164,152,139,133,127,125,,
India,resid,resid,resid_building,resid cooling,5418,5418,5657,5552,5447,5553,5659,5683,5707,5830,5952,6009,6066,6251,6437,6683,6928,7020,7112,7174,,
India,comm,comm,comm_building,comm heating,253,253,229,236,243,220,198,226,255,230,205,200,194,179,164,152,139,133,127,125,,
India,comm,comm,comm_building,comm cooling,5418,5418,5657,5552,5447,5553,5659,5683,5707,5830,5952,6009,6066,6251,6437,6683,6928,7020,7112,7174,,
