# Appendix VI of Mekonnen and Hoekstra Water Footprint of Nations report,,,,
country,iso,MH2011_crop,water_type,coefficient
Sao Tome and Principe,stp,Millet,Green,4306
Sao Tome and Principe,stp,Millet,Blue,57
Sao Tome and Principe,stp,Millet,Gray,115
Sao Tome and Principe,stp,Sorghum,Green,2857
Sao Tome and Principe,stp,Sorghum,Blue,103
Sao Tome and Principe,stp,Sorghum,Gray,87
Sao Tome and Principe,stp,Cereals other,Green,2266
Sao Tome and Principe,stp,Cereals other,Blue,81
Sao Tome and Principe,stp,Cereals other,Gray,62
Sao Tome and Principe,stp,Potatoes,Green,166
Sao Tome and Principe,stp,Potatoes,Blue,139
Sao Tome and Principe,stp,Potatoes,Gray,43
Sao Tome and Principe,stp,Cassava,Green,668
Sao Tome and Principe,stp,Cassava,Blue,0
Sao Tome and Principe,stp,Cassava,Gray,0
Sao Tome and Principe,stp,Sweet Potatoes,Green,1302
Sao Tome and Principe,stp,Sweet Potatoes,Blue,55
Sao Tome and Principe,stp,Sweet Potatoes,Gray,6
Sao Tome and Principe,stp,Roots other,Green,381
Sao Tome and Principe,stp,Roots other,Blue,0
Sao Tome and Principe,stp,Roots other,Gray,0
Sao Tome and Principe,stp,Yams,Green,449
Sao Tome and Principe,stp,Yams,Blue,0
Sao Tome and Principe,stp,Yams,Gray,0
Sao Tome and Principe,stp,Sugarcane,Green,122
Sao Tome and Principe,stp,Sugarcane,Blue,64
Sao Tome and Principe,stp,Sugarcane,Gray,10
Sao Tome and Principe,stp,Sugar Beet,Green,95
Sao Tome and Principe,stp,Sugar Beet,Blue,1
Sao Tome and Principe,stp,Sugar Beet,Gray,78
Sao Tome and Principe,stp,Sugar Non-centrifugal,Green,815
Sao Tome and Principe,stp,Sugar Non-centrifugal,Blue,145
Sao Tome and Principe,stp,Sugar Non-centrifugal,Gray,471
Sao Tome and Principe,stp,Sugar Raw equivalent,Green,815
Sao Tome and Principe,stp,Sugar Raw equivalent,Blue,145
Sao Tome and Principe,stp,Sugar Raw equivalent,Gray,471
Sao Tome and Principe,stp,Sweeteners other,Green,9795
Sao Tome and Principe,stp,Sweeteners other,Blue,0
Sao Tome and Principe,stp,Sweeteners other,Gray,935
Sao Tome and Principe,stp,Beans,Green,3945
Sao Tome and Principe,stp,Beans,Blue,125
Sao Tome and Principe,stp,Beans,Gray,983
Sao Tome and Principe,stp,Peas,Green,580
Sao Tome and Principe,stp,Peas,Blue,0
Sao Tome and Principe,stp,Peas,Gray,7
Sao Tome and Principe,stp,Pulses other,Green,2328
Sao Tome and Principe,stp,Pulses other,Blue,232
Sao Tome and Principe,stp,Pulses other,Gray,614
Sao Tome and Principe,stp,Nuts,Green,7016
Sao Tome and Principe,stp,Nuts,Blue,1367
Sao Tome and Principe,stp,Nuts,Gray,680
Sao Tome and Principe,stp,Soybean,Green,2027
Sao Tome and Principe,stp,Soybean,Blue,78
Sao Tome and Principe,stp,Soybean,Gray,37
Sao Tome and Principe,stp,Groundnut,Green,4339
Sao Tome and Principe,stp,Groundnut,Blue,296
Sao Tome and Principe,stp,Groundnut,Gray,21
Sao Tome and Principe,stp,Sunflower,Green,6575
Sao Tome and Principe,stp,Sunflower,Blue,4009
Sao Tome and Principe,stp,Sunflower,Gray,7
Sao Tome and Principe,stp,Rapeseed,Green,1115
Sao Tome and Principe,stp,Rapeseed,Blue,0
Sao Tome and Principe,stp,Rapeseed,Gray,193
Sao Tome and Principe,stp,Cottonseed,Green,906
Sao Tome and Principe,stp,Cottonseed,Blue,273
Sao Tome and Principe,stp,Cottonseed,Gray,104
Sao Tome and Principe,stp,Coconuts,Green,4951
Sao Tome and Principe,stp,Coconuts,Blue,0
Sao Tome and Principe,stp,Coconuts,Gray,0
Sao Tome and Principe,stp,Sesameseed,Green,8460
Sao Tome and Principe,stp,Sesameseed,Blue,509
Sao Tome and Principe,stp,Sesameseed,Gray,403
Sao Tome and Principe,stp,Palm kernels,Green,2630
Sao Tome and Principe,stp,Palm kernels,Blue,0
Sao Tome and Principe,stp,Palm kernels,Gray,6
Sao Tome and Principe,stp,Olives,Green,6603
Sao Tome and Principe,stp,Olives,Blue,115
Sao Tome and Principe,stp,Olives,Gray,3
Sao Tome and Principe,stp,Oilcrops other,Green,2799
Sao Tome and Principe,stp,Oilcrops other,Blue,112
Sao Tome and Principe,stp,Oilcrops other,Gray,49
Sao Tome and Principe,stp,Soybean oil,Green,3961
Sao Tome and Principe,stp,Soybean oil,Blue,153
Sao Tome and Principe,stp,Soybean oil,Gray,72
Sao Tome and Principe,stp,Groundnut oil,Green,8221
Sao Tome and Principe,stp,Groundnut oil,Blue,561
Sao Tome and Principe,stp,Groundnut oil,Gray,41
Sao Tome and Principe,stp,Sunflower oil,Green,13267
Sao Tome and Principe,stp,Sunflower oil,Blue,8088
Sao Tome and Principe,stp,Sunflower oil,Gray,14
Sao Tome and Principe,stp,Rape and Mustard Oil,Green,2111
Sao Tome and Principe,stp,Rape and Mustard Oil,Blue,0
Sao Tome and Principe,stp,Rape and Mustard Oil,Gray,365
Sao Tome and Principe,stp,Cottonseed Oil,Green,213
Sao Tome and Principe,stp,Cottonseed Oil,Blue,64
Sao Tome and Principe,stp,Cottonseed Oil,Gray,24
Sao Tome and Principe,stp,Palmkernel Oil,Green,4953
Sao Tome and Principe,stp,Palmkernel Oil,Blue,0
Sao Tome and Principe,stp,Palmkernel Oil,Gray,10
Sao Tome and Principe,stp,Palm Oil,Green,4558
Sao Tome and Principe,stp,Palm Oil,Blue,0
Sao Tome and Principe,stp,Palm Oil,Gray,10
Sao Tome and Principe,stp,Coconut Oil,Green,17702
Sao Tome and Principe,stp,Coconut Oil,Blue,0
Sao Tome and Principe,stp,Coconut Oil,Gray,0
Sao Tome and Principe,stp,Sesameseed Oil,Green,19674
Sao Tome and Principe,stp,Sesameseed Oil,Blue,1183
Sao Tome and Principe,stp,Sesameseed Oil,Gray,936
Sao Tome and Principe,stp,Olive Oil,Green,32253
Sao Tome and Principe,stp,Olive Oil,Blue,564
Sao Tome and Principe,stp,Olive Oil,Gray,17
Sao Tome and Principe,stp,Ricebran Oil,Green,2195
Sao Tome and Principe,stp,Ricebran Oil,Blue,1180
Sao Tome and Principe,stp,Ricebran Oil,Gray,257
Sao Tome and Principe,stp,Maize Germ Oil,Green,2277
Sao Tome and Principe,stp,Maize Germ Oil,Blue,97
Sao Tome and Principe,stp,Maize Germ Oil,Gray,132
Sao Tome and Principe,stp,Oilcrops Oil other,Green,5099
Sao Tome and Principe,stp,Oilcrops Oil other,Blue,205
Sao Tome and Principe,stp,Oilcrops Oil other,Gray,90
Sao Tome and Principe,stp,Tomatoes,Green,108
Sao Tome and Principe,stp,Tomatoes,Blue,63
Sao Tome and Principe,stp,Tomatoes,Gray,43
Sao Tome and Principe,stp,Onions,Green,115
Sao Tome and Principe,stp,Onions,Blue,8
Sao Tome and Principe,stp,Onions,Gray,28
Sao Tome and Principe,stp,Vegetables other,Green,666
Sao Tome and Principe,stp,Vegetables other,Blue,6
Sao Tome and Principe,stp,Vegetables other,Gray,1
Sao Tome and Principe,stp,"Oranges, Mandarines",Green,443
Sao Tome and Principe,stp,"Oranges, Mandarines",Blue,188
Sao Tome and Principe,stp,"Oranges, Mandarines",Gray,25
Sao Tome and Principe,stp,"Lemons, Limes",Green,432
Sao Tome and Principe,stp,"Lemons, Limes",Blue,152
Sao Tome and Principe,stp,"Lemons, Limes",Gray,58
Sao Tome and Principe,stp,Grapefruit,Green,367
Sao Tome and Principe,stp,Grapefruit,Blue,85
Sao Tome and Principe,stp,Grapefruit,Gray,54
Sao Tome and Principe,stp,Citrus other,Green,1138
Sao Tome and Principe,stp,Citrus other,Blue,56
Sao Tome and Principe,stp,Citrus other,Gray,34
Sao Tome and Principe,stp,Bananas,Green,2014
Sao Tome and Principe,stp,Bananas,Blue,0
Sao Tome and Principe,stp,Bananas,Gray,0
Sao Tome and Principe,stp,Plantains,Green,1570
Sao Tome and Principe,stp,Plantains,Blue,27
Sao Tome and Principe,stp,Plantains,Gray,6
Sao Tome and Principe,stp,Apples,Green,430
Sao Tome and Principe,stp,Apples,Blue,61
Sao Tome and Principe,stp,Apples,Gray,21
Sao Tome and Principe,stp,Pineapples,Green,215
Sao Tome and Principe,stp,Pineapples,Blue,9
Sao Tome and Principe,stp,Pineapples,Gray,31
Sao Tome and Principe,stp,Dates,Green,930
Sao Tome and Principe,stp,Dates,Blue,1250
Sao Tome and Principe,stp,Dates,Gray,98
Sao Tome and Principe,stp,Grapes,Green,1187
Sao Tome and Principe,stp,Grapes,Blue,55
Sao Tome and Principe,stp,Grapes,Gray,75
Sao Tome and Principe,stp,Fruits other,Green,1367
Sao Tome and Principe,stp,Fruits other,Blue,0
Sao Tome and Principe,stp,Fruits other,Gray,0
Sao Tome and Principe,stp,Coffee,Green,31359
Sao Tome and Principe,stp,Coffee,Blue,0
Sao Tome and Principe,stp,Coffee,Gray,15
Sao Tome and Principe,stp,Cocoa Beans,Green,47
Sao Tome and Principe,stp,Cocoa Beans,Blue,0
Sao Tome and Principe,stp,Cocoa Beans,Gray,1
Sao Tome and Principe,stp,Tea,Green,7182
Sao Tome and Principe,stp,Tea,Blue,885
Sao Tome and Principe,stp,Tea,Gray,717
Sao Tome and Principe,stp,Pepper,Green,6182
Sao Tome and Principe,stp,Pepper,Blue,431
Sao Tome and Principe,stp,Pepper,Gray,571
Sao Tome and Principe,stp,Pimento,Green,5869
Sao Tome and Principe,stp,Pimento,Blue,1125
Sao Tome and Principe,stp,Pimento,Gray,371
Sao Tome and Principe,stp,Cloves,Green,59834
Sao Tome and Principe,stp,Cloves,Blue,30
Sao Tome and Principe,stp,Cloves,Gray,1341
Sao Tome and Principe,stp,Spices other,Green,28023
Sao Tome and Principe,stp,Spices other,Blue,210
Sao Tome and Principe,stp,Spices other,Gray,51
Sao Tome and Principe,stp,Wine,Green,1696
Sao Tome and Principe,stp,Wine,Blue,78
Sao Tome and Principe,stp,Wine,Gray,108
Sao Tome and Principe,stp,Beer,Green,494
Sao Tome and Principe,stp,Beer,Blue,0
Sao Tome and Principe,stp,Beer,Gray,77
Sao Tome and Principe,stp,Cotton Lint,Green,6411
Sao Tome and Principe,stp,Cotton Lint,Blue,1930
Sao Tome and Principe,stp,Cotton Lint,Gray,736
Sao Tome and Principe,stp,Jute,Green,2356
Sao Tome and Principe,stp,Jute,Blue,33
Sao Tome and Principe,stp,Jute,Gray,217
Sao Tome and Principe,stp,Jute-Like Fibers,Green,3492
Sao Tome and Principe,stp,Jute-Like Fibers,Blue,200
Sao Tome and Principe,stp,Jute-Like Fibers,Gray,500
Sao Tome and Principe,stp,Soft-Fibers other,Green,3525
Sao Tome and Principe,stp,Soft-Fibers other,Blue,649
Sao Tome and Principe,stp,Soft-Fibers other,Gray,343
Sao Tome and Principe,stp,Sisal,Green,6112
Sao Tome and Principe,stp,Sisal,Blue,708
Sao Tome and Principe,stp,Sisal,Gray,222
Sao Tome and Principe,stp,Abaca,Green,19376
Sao Tome and Principe,stp,Abaca,Blue,246
Sao Tome and Principe,stp,Abaca,Gray,766
Sao Tome and Principe,stp,Hard Fibers other,Green,39
Sao Tome and Principe,stp,Hard Fibers other,Blue,119
Sao Tome and Principe,stp,Hard Fibers other,Gray,242
Sao Tome and Principe,stp,Tobacco,Green,2021
Sao Tome and Principe,stp,Tobacco,Blue,205
Sao Tome and Principe,stp,Tobacco,Gray,700
Sao Tome and Principe,stp,Rubber,Green,12964
Sao Tome and Principe,stp,Rubber,Blue,361
Sao Tome and Principe,stp,Rubber,Gray,422
Sao Tome and Principe,stp,Bovine Meat,Green,17767
Sao Tome and Principe,stp,Bovine Meat,Blue,522
Sao Tome and Principe,stp,Bovine Meat,Gray,306
Sao Tome and Principe,stp,Mutton and Goat Meat,Green,6361
Sao Tome and Principe,stp,Mutton and Goat Meat,Blue,439
Sao Tome and Principe,stp,Mutton and Goat Meat,Gray,2
Sao Tome and Principe,stp,Pigmeat,Green,2490
Sao Tome and Principe,stp,Pigmeat,Blue,292
Sao Tome and Principe,stp,Pigmeat,Gray,22
Sao Tome and Principe,stp,Poultry Meat,Green,2618
Sao Tome and Principe,stp,Poultry Meat,Blue,85
Sao Tome and Principe,stp,Poultry Meat,Gray,73
Sao Tome and Principe,stp,Meat other,Green,3662
Sao Tome and Principe,stp,Meat other,Blue,637
Sao Tome and Principe,stp,Meat other,Gray,322
Sao Tome and Principe,stp,Raw Animal Fats,Green,5163
Sao Tome and Principe,stp,Raw Animal Fats,Blue,825
Sao Tome and Principe,stp,Raw Animal Fats,Gray,38
Sao Tome and Principe,stp,Butter and Ghee,Green,5163
Sao Tome and Principe,stp,Butter and Ghee,Blue,825
Sao Tome and Principe,stp,Butter and Ghee,Gray,38
Sao Tome and Principe,stp,Cream,Green,1467
Sao Tome and Principe,stp,Cream,Blue,235
Sao Tome and Principe,stp,Cream,Gray,11
Sao Tome and Principe,stp,Hides and Skins,Green,7952
Sao Tome and Principe,stp,Hides and Skins,Blue,172
Sao Tome and Principe,stp,Hides and Skins,Gray,3
Sao Tome and Principe,stp,Offals,Green,8727
Sao Tome and Principe,stp,Offals,Blue,140
Sao Tome and Principe,stp,Offals,Gray,4
Sao Tome and Principe,stp,Milk excl Butter,Green,4379
Sao Tome and Principe,stp,Milk excl Butter,Blue,601
Sao Tome and Principe,stp,Milk excl Butter,Gray,349
Sao Tome and Principe,stp,Eggs,Green,948
Sao Tome and Principe,stp,Eggs,Blue,67
Sao Tome and Principe,stp,Eggs,Gray,32
Saudi Arabia,sau,Wheat,Green,312
Saudi Arabia,sau,Wheat,Blue,1032
Saudi Arabia,sau,Wheat,Gray,190
Saudi Arabia,sau,Rice,Green,1877
Saudi Arabia,sau,Rice,Blue,1089
Saudi Arabia,sau,Rice,Gray,326
Saudi Arabia,sau,Barley,Green,972
Saudi Arabia,sau,Barley,Blue,61
Saudi Arabia,sau,Barley,Gray,134
Saudi Arabia,sau,Maize,Green,677
Saudi Arabia,sau,Maize,Blue,82
Saudi Arabia,sau,Maize,Gray,167
Saudi Arabia,sau,Rye,Green,1161
Saudi Arabia,sau,Rye,Blue,22
Saudi Arabia,sau,Rye,Gray,207
Saudi Arabia,sau,Oats,Green,1563
Saudi Arabia,sau,Oats,Blue,169
Saudi Arabia,sau,Oats,Gray,153
Saudi Arabia,sau,Millet,Green,1689
Saudi Arabia,sau,Millet,Blue,1625
Saudi Arabia,sau,Millet,Gray,66
Saudi Arabia,sau,Sorghum,Green,1032
Saudi Arabia,sau,Sorghum,Blue,2324
Saudi Arabia,sau,Sorghum,Gray,0
Saudi Arabia,sau,Cereals other,Green,3270
Saudi Arabia,sau,Cereals other,Blue,92
Saudi Arabia,sau,Cereals other,Gray,63
Saudi Arabia,sau,Potatoes,Green,25
Saudi Arabia,sau,Potatoes,Blue,237
Saudi Arabia,sau,Potatoes,Gray,77
Saudi Arabia,sau,Cassava,Green,511
Saudi Arabia,sau,Cassava,Blue,0
Saudi Arabia,sau,Cassava,Gray,35
Saudi Arabia,sau,Sweet Potatoes,Green,204
Saudi Arabia,sau,Sweet Potatoes,Blue,110
Saudi Arabia,sau,Sweet Potatoes,Gray,92
Saudi Arabia,sau,Roots other,Green,292
Saudi Arabia,sau,Roots other,Blue,36
Saudi Arabia,sau,Roots other,Gray,51
Saudi Arabia,sau,Yams,Green,341
Saudi Arabia,sau,Yams,Blue,0
Saudi Arabia,sau,Yams,Gray,1
Saudi Arabia,sau,Sugarcane,Green,123
Saudi Arabia,sau,Sugarcane,Blue,33
Saudi Arabia,sau,Sugarcane,Gray,15
Saudi Arabia,sau,Sugar Beet,Green,102
Saudi Arabia,sau,Sugar Beet,Blue,32
Saudi Arabia,sau,Sugar Beet,Gray,56
Saudi Arabia,sau,Sugar Non-centrifugal,Green,980
Saudi Arabia,sau,Sugar Non-centrifugal,Blue,263
Saudi Arabia,sau,Sugar Non-centrifugal,Gray,122
Saudi Arabia,sau,Sugar Raw equivalent,Green,980
Saudi Arabia,sau,Sugar Raw equivalent,Blue,263
Saudi Arabia,sau,Sugar Raw equivalent,Gray,122
Saudi Arabia,sau,Sweeteners other,Green,9837
Saudi Arabia,sau,Sweeteners other,Blue,0
Saudi Arabia,sau,Sweeteners other,Gray,946
Saudi Arabia,sau,Beans,Green,3317
Saudi Arabia,sau,Beans,Blue,118
Saudi Arabia,sau,Beans,Gray,789
Saudi Arabia,sau,Peas,Green,1333
Saudi Arabia,sau,Peas,Blue,30
Saudi Arabia,sau,Peas,Gray,757
Saudi Arabia,sau,Pulses other,Green,2215
Saudi Arabia,sau,Pulses other,Blue,683
Saudi Arabia,sau,Pulses other,Gray,588
Saudi Arabia,sau,Nuts,Green,7016
Saudi Arabia,sau,Nuts,Blue,1367
Saudi Arabia,sau,Nuts,Gray,680
Saudi Arabia,sau,Soybean,Green,1986
Saudi Arabia,sau,Soybean,Blue,49
Saudi Arabia,sau,Soybean,Gray,24
Saudi Arabia,sau,Groundnut,Green,2552
Saudi Arabia,sau,Groundnut,Blue,826
Saudi Arabia,sau,Groundnut,Gray,195
Saudi Arabia,sau,Sunflower,Green,2985
Saudi Arabia,sau,Sunflower,Blue,131
Saudi Arabia,sau,Sunflower,Gray,182
Saudi Arabia,sau,Rapeseed,Green,1605
Saudi Arabia,sau,Rapeseed,Blue,373
Saudi Arabia,sau,Rapeseed,Gray,270
Saudi Arabia,sau,Cottonseed,Green,624
Saudi Arabia,sau,Cottonseed,Blue,317
Saudi Arabia,sau,Cottonseed,Gray,187
Saudi Arabia,sau,Coconuts,Green,2912
Saudi Arabia,sau,Coconuts,Blue,0
Saudi Arabia,sau,Coconuts,Gray,44
Saudi Arabia,sau,Sesameseed,Green,7260
Saudi Arabia,sau,Sesameseed,Blue,1601
Saudi Arabia,sau,Sesameseed,Gray,61
Saudi Arabia,sau,Palm kernels,Green,2381
Saudi Arabia,sau,Palm kernels,Blue,0
Saudi Arabia,sau,Palm kernels,Gray,97
Saudi Arabia,sau,Olives,Green,2657
Saudi Arabia,sau,Olives,Blue,549
Saudi Arabia,sau,Olives,Gray,77
Saudi Arabia,sau,Oilcrops other,Green,4400
Saudi Arabia,sau,Oilcrops other,Blue,246
Saudi Arabia,sau,Oilcrops other,Gray,121
Saudi Arabia,sau,Soybean oil,Green,3880
Saudi Arabia,sau,Soybean oil,Blue,95
Saudi Arabia,sau,Soybean oil,Gray,47
Saudi Arabia,sau,Groundnut oil,Green,4834
Saudi Arabia,sau,Groundnut oil,Blue,1564
Saudi Arabia,sau,Groundnut oil,Gray,369
Saudi Arabia,sau,Sunflower oil,Green,6022
Saudi Arabia,sau,Sunflower oil,Blue,263
Saudi Arabia,sau,Sunflower oil,Gray,367
Saudi Arabia,sau,Rape and Mustard Oil,Green,2970
Saudi Arabia,sau,Rape and Mustard Oil,Blue,747
Saudi Arabia,sau,Rape and Mustard Oil,Gray,493
Saudi Arabia,sau,Cottonseed Oil,Green,146
Saudi Arabia,sau,Cottonseed Oil,Blue,74
Saudi Arabia,sau,Cottonseed Oil,Gray,44
Saudi Arabia,sau,Palmkernel Oil,Green,4485
Saudi Arabia,sau,Palmkernel Oil,Blue,0
Saudi Arabia,sau,Palmkernel Oil,Gray,183
Saudi Arabia,sau,Palm Oil,Green,4127
Saudi Arabia,sau,Palm Oil,Blue,0
Saudi Arabia,sau,Palm Oil,Gray,168
Saudi Arabia,sau,Coconut Oil,Green,10412
Saudi Arabia,sau,Coconut Oil,Blue,1
Saudi Arabia,sau,Coconut Oil,Gray,159
Saudi Arabia,sau,Sesameseed Oil,Green,16883
Saudi Arabia,sau,Sesameseed Oil,Blue,3724
Saudi Arabia,sau,Sesameseed Oil,Gray,143
Saudi Arabia,sau,Olive Oil,Green,12981
Saudi Arabia,sau,Olive Oil,Blue,2684
Saudi Arabia,sau,Olive Oil,Gray,374
Saudi Arabia,sau,Ricebran Oil,Green,2466
Saudi Arabia,sau,Ricebran Oil,Blue,1432
Saudi Arabia,sau,Ricebran Oil,Gray,429
Saudi Arabia,sau,Maize Germ Oil,Green,1426
Saudi Arabia,sau,Maize Germ Oil,Blue,172
Saudi Arabia,sau,Maize Germ Oil,Gray,351
Saudi Arabia,sau,Oilcrops Oil other,Green,8016
Saudi Arabia,sau,Oilcrops Oil other,Blue,448
Saudi Arabia,sau,Oilcrops Oil other,Gray,221
Saudi Arabia,sau,Tomatoes,Green,58
Saudi Arabia,sau,Tomatoes,Blue,216
Saudi Arabia,sau,Tomatoes,Gray,96
Saudi Arabia,sau,Onions,Green,62
Saudi Arabia,sau,Onions,Blue,388
Saudi Arabia,sau,Onions,Gray,153
Saudi Arabia,sau,Vegetables other,Green,78
Saudi Arabia,sau,Vegetables other,Blue,188
Saudi Arabia,sau,Vegetables other,Gray,112
Saudi Arabia,sau,"Oranges, Mandarines",Green,193
Saudi Arabia,sau,"Oranges, Mandarines",Blue,366
Saudi Arabia,sau,"Oranges, Mandarines",Gray,57
Saudi Arabia,sau,"Lemons, Limes",Green,226
Saudi Arabia,sau,"Lemons, Limes",Blue,260
Saudi Arabia,sau,"Lemons, Limes",Gray,46
Saudi Arabia,sau,Grapefruit,Green,186
Saudi Arabia,sau,Grapefruit,Blue,260
Saudi Arabia,sau,Grapefruit,Gray,53
Saudi Arabia,sau,Citrus other,Green,446
Saudi Arabia,sau,Citrus other,Blue,716
Saudi Arabia,sau,Citrus other,Gray,75
Saudi Arabia,sau,Bananas,Green,587
Saudi Arabia,sau,Bananas,Blue,210
Saudi Arabia,sau,Bananas,Gray,16
Saudi Arabia,sau,Plantains,Green,1570
Saudi Arabia,sau,Plantains,Blue,27
Saudi Arabia,sau,Plantains,Gray,6
Saudi Arabia,sau,Apples,Green,229
Saudi Arabia,sau,Apples,Blue,255
Saudi Arabia,sau,Apples,Gray,42
Saudi Arabia,sau,Pineapples,Green,208
Saudi Arabia,sau,Pineapples,Blue,10
Saudi Arabia,sau,Pineapples,Gray,42
Saudi Arabia,sau,Dates,Green,465
Saudi Arabia,sau,Dates,Blue,3041
Saudi Arabia,sau,Dates,Gray,143
Saudi Arabia,sau,Grapes,Green,191
Saudi Arabia,sau,Grapes,Blue,529
Saudi Arabia,sau,Grapes,Gray,63
Saudi Arabia,sau,Fruits other,Green,466
Saudi Arabia,sau,Fruits other,Blue,188
Saudi Arabia,sau,Fruits other,Gray,103
Saudi Arabia,sau,Coffee,Green,12058
Saudi Arabia,sau,Coffee,Blue,1622
Saudi Arabia,sau,Coffee,Gray,293
Saudi Arabia,sau,Cocoa Beans,Green,19794
Saudi Arabia,sau,Cocoa Beans,Blue,3
Saudi Arabia,sau,Cocoa Beans,Gray,236
Saudi Arabia,sau,Tea,Green,7718
Saudi Arabia,sau,Tea,Blue,640
Saudi Arabia,sau,Tea,Gray,865
Saudi Arabia,sau,Pepper,Green,7261
Saudi Arabia,sau,Pepper,Blue,380
Saudi Arabia,sau,Pepper,Gray,715
Saudi Arabia,sau,Pimento,Green,4888
Saudi Arabia,sau,Pimento,Blue,1718
Saudi Arabia,sau,Pimento,Gray,609
Saudi Arabia,sau,Cloves,Green,55986
Saudi Arabia,sau,Cloves,Blue,50
Saudi Arabia,sau,Cloves,Gray,1260
Saudi Arabia,sau,Spices other,Green,10399
Saudi Arabia,sau,Spices other,Blue,2076
Saudi Arabia,sau,Spices other,Gray,833
Saudi Arabia,sau,Wine,Green,273
Saudi Arabia,sau,Wine,Blue,756
Saudi Arabia,sau,Wine,Gray,90
Saudi Arabia,sau,Beer,Green,203
Saudi Arabia,sau,Beer,Blue,13
Saudi Arabia,sau,Beer,Gray,28
Saudi Arabia,sau,Cotton Lint,Green,4415
Saudi Arabia,sau,Cotton Lint,Blue,2244
Saudi Arabia,sau,Cotton Lint,Gray,1320
Saudi Arabia,sau,Jute,Green,2221
Saudi Arabia,sau,Jute,Blue,27
Saudi Arabia,sau,Jute,Gray,217
Saudi Arabia,sau,Jute-Like Fibers,Green,3492
Saudi Arabia,sau,Jute-Like Fibers,Blue,200
Saudi Arabia,sau,Jute-Like Fibers,Gray,500
Saudi Arabia,sau,Soft-Fibers other,Green,2656
Saudi Arabia,sau,Soft-Fibers other,Blue,512
Saudi Arabia,sau,Soft-Fibers other,Gray,408
Saudi Arabia,sau,Sisal,Green,6583
Saudi Arabia,sau,Sisal,Blue,180
Saudi Arabia,sau,Sisal,Gray,28
Saudi Arabia,sau,Abaca,Green,17306
Saudi Arabia,sau,Abaca,Blue,219
Saudi Arabia,sau,Abaca,Gray,684
Saudi Arabia,sau,Hard Fibers other,Green,16179
Saudi Arabia,sau,Hard Fibers other,Blue,263
Saudi Arabia,sau,Hard Fibers other,Gray,449
Saudi Arabia,sau,Tobacco,Green,1898
Saudi Arabia,sau,Tobacco,Blue,454
Saudi Arabia,sau,Tobacco,Gray,488
Saudi Arabia,sau,Rubber,Green,12964
Saudi Arabia,sau,Rubber,Blue,361
Saudi Arabia,sau,Rubber,Gray,422
Saudi Arabia,sau,Bovine Meat,Green,19299
Saudi Arabia,sau,Bovine Meat,Blue,986
Saudi Arabia,sau,Bovine Meat,Gray,797
Saudi Arabia,sau,Mutton and Goat Meat,Green,5679
Saudi Arabia,sau,Mutton and Goat Meat,Blue,351
Saudi Arabia,sau,Mutton and Goat Meat,Gray,129
Saudi Arabia,sau,Pigmeat,Green,3045
Saudi Arabia,sau,Pigmeat,Blue,311
Saudi Arabia,sau,Pigmeat,Gray,583
Saudi Arabia,sau,Poultry Meat,Green,7854
Saudi Arabia,sau,Poultry Meat,Blue,500
Saudi Arabia,sau,Poultry Meat,Gray,923
Saudi Arabia,sau,Meat other,Green,52558
Saudi Arabia,sau,Meat other,Blue,4666
Saudi Arabia,sau,Meat other,Gray,1029
Saudi Arabia,sau,Raw Animal Fats,Green,8656
Saudi Arabia,sau,Raw Animal Fats,Blue,1739
Saudi Arabia,sau,Raw Animal Fats,Gray,1198
Saudi Arabia,sau,Butter and Ghee,Green,8656
Saudi Arabia,sau,Butter and Ghee,Blue,1739
Saudi Arabia,sau,Butter and Ghee,Gray,1198
Saudi Arabia,sau,Cream,Green,2460
Saudi Arabia,sau,Cream,Blue,494
Saudi Arabia,sau,Cream,Gray,340
Saudi Arabia,sau,Hides and Skins,Green,3092
Saudi Arabia,sau,Hides and Skins,Blue,196
Saudi Arabia,sau,Hides and Skins,Gray,135
Saudi Arabia,sau,Offals,Green,4097
Saudi Arabia,sau,Offals,Blue,216
Saudi Arabia,sau,Offals,Gray,236
Saudi Arabia,sau,Milk excl Butter,Green,2021
Saudi Arabia,sau,Milk excl Butter,Blue,354
Saudi Arabia,sau,Milk excl Butter,Gray,254
Saudi Arabia,sau,Eggs,Green,5166
Saudi Arabia,sau,Eggs,Blue,338
Saudi Arabia,sau,Eggs,Gray,637
Senegal,sen,Wheat,Green,742
Senegal,sen,Wheat,Blue,9
Senegal,sen,Wheat,Gray,59
Senegal,sen,Rice,Green,2311
Senegal,sen,Rice,Blue,726
Senegal,sen,Rice,Gray,183
Senegal,sen,Barley,Green,537
Senegal,sen,Barley,Blue,9
Senegal,sen,Barley,Gray,130
Senegal,sen,Maize,Green,1703
Senegal,sen,Maize,Blue,16
Senegal,sen,Maize,Gray,61
Senegal,sen,Rye,Green,788
Senegal,sen,Rye,Blue,0
Senegal,sen,Rye,Gray,72
Senegal,sen,Oats,Green,794
Senegal,sen,Oats,Blue,64
Senegal,sen,Oats,Gray,14
Senegal,sen,Millet,Green,4910
Senegal,sen,Millet,Blue,0
Senegal,sen,Millet,Gray,15
Senegal,sen,Sorghum,Green,3839
Senegal,sen,Sorghum,Blue,0
Senegal,sen,Sorghum,Gray,12
Senegal,sen,Cereals other,Green,4181
Senegal,sen,Cereals other,Blue,910
Senegal,sen,Cereals other,Gray,0
