# File: IMAGE_an_Feedfrac_Rimg_C_S_F_Y.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Author: Page Kyle,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: IMAGE animal feed fractions by IMAGE region / animal type / feeding system / feed type / and year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Original source: aglu-data/RawData/IMAGE/Agr Production.xls [Agr Production],,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,,,,,
commodity,system,input,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Dairy,Mixed,Pasture_FodderGrass,1980,0.4,0.4,0.45,0.45,0.45,0.45,0.25,0.45,0.65,0.45,0.4,0.4,0.25,0.5,0.25,0.5,0.25,0.1,0.4,0.4,0.3,0.8,0.3,0.6
Dairy,Mixed,FodderHerb_Residue,1980,0.276117669,0.329299571,0.441297859,0.357855082,0.38802344,0.461242639,0.522549033,0.482671833,0.275401383,0.356659714,0.481804404,0.37189334,0.526719132,0.275096217,0.312706159,0.216508564,0.485151932,0.374385055,0.355388882,0.515077139,0.422834032,0.073351079,0.336173962,0.38795406
Dairy,Mixed,Scavenging_Other,1980,0.000847809,0.0007748,0.050677712,0.050841912,0.050978158,0.052257787,0.052335754,0.050301779,0.050537743,0.053040891,0.002873267,0.00319943,0.051731834,0.003755632,0.054264067,0.004166535,0.053626837,0.500952557,0.05038347,0.050312183,0.10131157,0.1,0.004738269,0.003443581
Dairy,Mixed,FeedCrops,1980,0.323034522,0.269925629,0.058024429,0.141303006,0.110998402,0.036499574,0.175115213,0.017026387,0.024060874,0.140299395,0.115322329,0.22490723,0.171549034,0.221148151,0.383029774,0.279324901,0.211221232,0.024662387,0.194227647,0.034610678,0.175854398,0.026648921,0.35908777,0.008602359
Dairy,Pastoral,Pasture_FodderGrass,1980,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.8,0.9
Dairy,Pastoral,FodderHerb_Residue,1980,0,0,0,0,0,0,0,0,0,0.017832986,0.080300734,0,0,0,0,0,0,0,0,0,0,0,0.096049703,0.096988515
Dairy,Pastoral,Scavenging_Other,1980,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050152045,0.000478878,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.001353791,0.000860895
Dairy,Pastoral,FeedCrops,1980,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.00701497,0.019220388,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.102596506,0.00215059
Pork,Mixed,Pasture_FodderGrass,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pork,Mixed,FodderHerb_Residue,1980,0.15,0.15,0.4,0.7,0.05,0.35,0.4,0.4,0.45,0.4,0.3,0.25,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.6,0.75,0.7,0.4,0.4
Pork,Mixed,Scavenging_Other,1980,0.001158252,0.001443297,0.001524065,0.001341004,0.001594064,0.0036035,0,0.000929454,0.002495757,0.002659952,0.010655783,0.006308931,0,0.010354616,0.005038467,0.011501572,0.01330672,0.000522368,0.000419903,0.000404282,0.000619636,0,0.00457485,0.023107787
Pork,Mixed,FeedCrops,1980,0.848841748,0.848556703,0.598475935,0.298658996,0.948405936,0.6463965,0.6,0.599070546,0.547504243,0.597340048,0.689344217,0.743691069,0.6,0.689645384,0.594961533,0.588498428,0.58669328,0.599477632,0.599580097,0.399595718,0.249380364,0.3,0.59542515,0.576892213
Poultry,Mixed,Pasture_FodderGrass,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry,Mixed,FodderHerb_Residue,1980,0.15,0.15,0.35,0.7,0.05,0.2,0.25,0.25,0.4,0.25,0.2,0.25,0.25,0.2,0.25,0.25,0.25,0.25,0.4,0.6,0.75,0.7,0.25,0.25
Poultry,Mixed,Scavenging_Other,1980,0.001296916,0.001431986,0.001407295,0.001640162,0.001545296,0.00357606,0.004390166,0.000386925,0.001842028,0.002993295,0.010654004,0.006303627,0.006474767,0.010372795,0.005112635,0.011519784,0.007295071,0.000632015,0.000379579,0.000397243,0.000653743,0,0.004530031,0.02313831
Poultry,Mixed,FeedCrops,1980,0.848703084,0.848568014,0.648592705,0.298359838,0.948454704,0.79642394,0.745609834,0.749613075,0.598157972,0.747006705,0.789345996,0.743696373,0.743525233,0.789627205,0.744887365,0.738480216,0.742704929,0.749367985,0.599620421,0.399602757,0.249346257,0.3,0.745469969,0.72686169
SheepGoat,Mixed,Pasture_FodderGrass,1980,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.85,0.85,0.8,0.9,0.9,0.5,0.9,0.5,0.9,0.5,0.45,0.9,0.9,0.85,0.85,0.8,0.8
SheepGoat,Mixed,FodderHerb_Residue,1980,0.046019612,0.054883262,0.044129786,0.035785508,0.038802344,0.046124264,0.298599448,0.048267183,0.045900231,0.071331943,0.080300734,0.061982223,0.300982361,0.055019243,0.178689234,0.043301713,0.277229675,0.046798132,0.03230808,0.046825194,0.035236169,0.03667554,0.096049703,0.096988515
SheepGoat,Mixed,Scavenging_Other,1980,0.000141301,0.000129133,0.050067771,0.050084191,0.050097816,0.050225779,0.101334717,0.100030178,0.100089624,0.100608178,0.000478878,0.000533238,0.10098962,0.000751126,0.10243661,0.000833307,0.102072478,0.50011907,0.050034861,0.05002838,0.100109297,0.1,0.001353791,0.100860895
SheepGoat,Mixed,FeedCrops,1980,0.053839087,0.044987605,0.005802443,0.014130301,0.01109984,0.003649957,0.100065836,0.001702639,0.004010146,0.028059879,0.019220388,0.037484538,0.09802802,0.04422963,0.218874157,0.05586498,0.120697847,0.003082798,0.017657059,0.003146425,0.014654533,0.01332446,0.102596506,0.00215059
SheepGoat,Pastoral,Pasture_FodderGrass,1980,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9,0.5,0.95,0.95,0.9,0.9,1,0.9
SheepGoat,Pastoral,FodderHerb_Residue,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SheepGoat,Pastoral,Scavenging_Other,1980,0,0,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.5,0.05,0.05,0.1,0.1,0,0.1
SheepGoat,Pastoral,FeedCrops,1980,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,-2.78E-17,-2.78E-17,0,0,-2.78E-17,0,-2.78E-17,0,-2.78E-17,0,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,0,-2.78E-17
Beef,Mixed,Pasture_FodderGrass,1990,0.6,0.6,0.7,0.7,0.7,0.7,0.35,0.6,0.75,0.6,0.6,0.55,0.35,0.6,0.35,0.6,0.35,0.2,0.55,0.55,0.65,0.65,0.25,0.75
Beef,Mixed,FodderHerb_Residue,1990,0.165371677,0.184513068,0.14681582,0.143295854,0.228773965,0.247264454,0.400622939,0.294534206,0.193306662,0.289745418,0.333300248,0.255461689,0.412359853,0.224943797,0.324161032,0.178827227,0.237365791,0.279315458,0.184365139,0.353123424,0.140956706,0.219767933,0.405012138,0.221729721
Beef,Mixed,Scavenging_Other,1990,0.00061903,0.000519688,0.050740749,0.050252584,0.050229609,0.050890156,0.052141088,0.050086408,0.050275578,0.051549334,0.001912671,0.052234641,0.052047848,0.003582487,0.053746928,0.003905591,0.054162755,0.500743657,0.051869041,0.050216134,0.100412448,0.101059892,0.004357844,0.001942595
Beef,Mixed,FeedCrops,1990,0.234009293,0.214967243,0.102443431,0.106451562,0.020996427,0.00184539,0.197235973,0.055379387,0.00641776,0.058705249,0.06478708,0.142303671,0.185592299,0.171473716,0.272092039,0.217267183,0.358471455,0.019940884,0.21376582,0.046660442,0.108630846,0.029172175,0.340630018,0.026327685
Beef,Pastoral,Pasture_FodderGrass,1990,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,0.9
Beef,Pastoral,FodderHerb_Residue,1990,0,0,0,0,0,0,0,0,0,0.020696101,0.083325062,0,0,0,0,0,0,0,0,0,0,0,0.216006474,0.088691888
Beef,Pastoral,Scavenging_Other,1990,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050110667,0.000478168,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.002324183,0.000777038
Beef,Pastoral,FeedCrops,1990,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.004193232,0.01619677,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.181669343,0.010531074
Dairy,Mixed,Pasture_FodderGrass,1990,0.4,0.4,0.45,0.45,0.45,0.45,0.2,0.45,0.65,0.45,0.4,0.35,0.2,0.5,0.2,0.5,0.2,0.1,0.4,0.4,0.3,0.3,0.3,0.6
Dairy,Mixed,FodderHerb_Residue,1990,0.248057515,0.276769603,0.29363164,0.286591709,0.45754793,0.494528907,0.500778673,0.420763151,0.289959993,0.413922026,0.499950373,0.383192533,0.515449816,0.281179747,0.40520129,0.223534034,0.296707238,0.372420611,0.253502066,0.485544708,0.338296094,0.52744304,0.378011329,0.354767553
Dairy,Mixed,Scavenging_Other,1990,0.000928546,0.000779532,0.051481498,0.050505167,0.050459217,0.051780313,0.05267636,0.050123439,0.050413367,0.052213334,0.002869007,0.053351961,0.05255981,0.004478108,0.054683661,0.004881988,0.055203443,0.500991543,0.052569932,0.050297184,0.100989876,0.10254374,0.004067321,0.003108152
Dairy,Mixed,FeedCrops,1990,0.35101394,0.322450865,0.204886862,0.212903124,0.041992853,0.00369078,0.246544966,0.07911341,0.009626639,0.083864641,0.097180621,0.213455506,0.231990374,0.214342145,0.340115049,0.271583978,0.448089319,0.026587846,0.293928003,0.064158108,0.260714031,0.07001322,0.31792135,0.042124296
Dairy,Pastoral,Pasture_FodderGrass,1990,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,0.9
Dairy,Pastoral,FodderHerb_Residue,1990,0,0,0,0,0,0,0,0,0,0.020696101,0.083325062,0,0,0,0,0,0,0,0,0,0,0,0.216006474,0.088691888
Dairy,Pastoral,Scavenging_Other,1990,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050110667,0.000478168,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.002324183,0.000777038
Dairy,Pastoral,FeedCrops,1990,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.004193232,0.01619677,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.181669343,0.010531074
Pork,Mixed,Pasture_FodderGrass,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pork,Mixed,FodderHerb_Residue,1990,0.15,0.15,0.4,0.7,0.12,0.35,0.4,0.4,0.45,0.4,0.3,0.25,0.4,0.3,0.4,0.4,0.4,0.4,0.1,0.65,0.75,0.7,0.4,0.4
Pork,Mixed,Scavenging_Other,1990,0.00119561,0.001313764,0.00278446,0.001135538,0.00108249,0.00430418,0,0.000623815,0.002236136,0.002836075,0.009547432,0.006133616,0,0.010785452,0.005251991,0.011892889,0.009938382,0.000700476,0.002924219,0.000321145,0.000526626,0.001293139,0.004603167,0.021202854
Pork,Mixed,FeedCrops,1990,0.84880439,0.848686236,0.59721554,0.298864462,0.87891751,0.64569582,0.6,0.599376185,0.547763864,0.597163925,0.690452568,0.743866384,0.6,0.689214548,0.594748009,0.588107111,0.590061618,0.599299524,0.897075781,0.349678855,0.249473374,0.298706861,0.595396833,0.578797146
Poultry,Mixed,Pasture_FodderGrass,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry,Mixed,FodderHerb_Residue,1990,0.15,0.15,0.35,0.7,0.12,0.2,0.25,0.25,0.4,0.25,0.2,0.25,0.25,0.2,0.25,0.25,0.25,0.25,0.1,0.65,0.75,0.7,0.25,0.25
Poultry,Mixed,Scavenging_Other,1990,0.001183019,0.001308302,0.002743313,0.000959992,0.001065056,0.004192648,0.00432404,0.000552395,0.002118981,0.002601321,0.009537551,0.006147171,0.005353001,0.010725769,0.005308032,0.011870851,0.006106832,0.000551086,0.00281814,0.000316308,0.000498899,0.001384275,0.004623828,0.021164844
Poultry,Mixed,FeedCrops,1990,0.848816981,0.848691698,0.647256687,0.299040008,0.878934944,0.795807352,0.74567596,0.749447605,0.597881019,0.747398679,0.790462449,0.743852829,0.744646999,0.789274231,0.744691968,0.738129149,0.743893168,0.749448914,0.89718186,0.349683692,0.249501101,0.298615725,0.745376172,0.728835156
SheepGoat,Mixed,Pasture_FodderGrass,1990,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.85,0.85,0.8,0.9,0.9,0.55,0.9,0.55,0.9,0.55,0.45,0.9,0.9,0.85,0.85,0.8,0.8
SheepGoat,Mixed,FodderHerb_Residue,1990,0.041342919,0.046128267,0.029363164,0.028659171,0.045754793,0.049452891,0.267081959,0.042076315,0.048326666,0.082784405,0.083325062,0.063865422,0.240543247,0.056235949,0.189093935,0.044706807,0.138463378,0.046552576,0.023045642,0.044140428,0.028191341,0.043953587,0.108003237,0.088691888
SheepGoat,Mixed,Scavenging_Other,1990,0.000154758,0.000129922,0.05014815,0.050050517,0.050045922,0.050178031,0.101427392,0.100012344,0.100068895,0.100442667,0.000478168,0.00055866,0.101194578,0.000895622,0.102185708,0.000976398,0.102428274,0.500123943,0.05023363,0.050027017,0.10008249,0.100211978,0.001162092,0.100777038
SheepGoat,Mixed,FeedCrops,1990,0.058502323,0.053741811,0.020488686,0.021290312,0.004199285,0.000369078,0.131490649,0.007911341,0.00160444,0.016772928,0.01619677,0.035575918,0.108262174,0.042868429,0.158720356,0.054316796,0.209108349,0.003323481,0.026720728,0.005832555,0.021726169,0.005834435,0.090834672,0.010531074
SheepGoat,Pastoral,Pasture_FodderGrass,1990,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9,0.5,0.95,0.95,0.9,0.9,1,0.9
SheepGoat,Pastoral,FodderHerb_Residue,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SheepGoat,Pastoral,Scavenging_Other,1990,0,0,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.5,0.05,0.05,0.1,0.1,0,0.1
SheepGoat,Pastoral,FeedCrops,1990,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,-2.78E-17,-2.78E-17,0,0,-2.78E-17,0,-2.78E-17,0,-2.78E-17,0,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,0,-2.78E-17
Beef,Mixed,Pasture_FodderGrass,2005,0.6,0.6,0.7,0.7,0.7,0.7,0.35,0.6,0.75,0.6,0.6,0.6,0.35,0.6,0.35,0.6,0.35,0.2,0.55,0.55,0.55,0.55,0.2,0.75
Beef,Mixed,FodderHerb_Residue,2005,0.132939604,0.1754601,0.130711378,0.130815371,0.233180047,0.22380762,0.380081421,0.278997215,0.188107366,0.281866739,0.302600525,0.197621594,0.433864183,0.144104433,0.528730935,0.212098621,0.230051655,0.268957447,0.325359218,0.294972576,0.161737341,0.270621131,0.428168895,0.139618369
Beef,Mixed,Scavenging_Other,2005,0.000570702,0.000494682,0.050767968,0.050255098,0.050149557,0.050826867,0.05288707,0.050107429,0.05026876,0.051578103,0.001776102,0.002338683,0.051302729,0.003537055,0.051531802,0.00296104,0.053615228,0.501169955,0.052470693,0.050354704,0.101063162,0.100159118,0.00375418,0.004936043
Beef,Mixed,FeedCrops,2005,0.266489695,0.224045218,0.118520655,0.118929531,0.016670395,0.025365513,0.217031508,0.070895356,0.011623874,0.066555158,0.095623373,0.200039724,0.164833089,0.252358512,0.069737263,0.184940339,0.366333117,0.029872598,0.072170089,0.10467272,0.187199497,0.079219751,0.368076925,0.105445588
