# File: IMAGE_an_Feedfrac_Rimg_C_S_F_Y.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Author: Page Kyle,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: IMAGE animal feed fractions by IMAGE region / animal type / feeding system / feed type / and year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Original source: aglu-data/RawData/IMAGE/Agr Production.xls [Agr Production],,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,,,,,
commodity,system,input,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Beef,Mixed,Pasture_FodderGrass,1970,0.6,0.6,0.7,0.7,0.55,0.7,0.35,0.6,0.75,0.6,0.5,0.6,0.35,0.6,0.35,0.6,0.35,0.2,0.55,0.55,0.8,0.8,0.6,0.75
Beef,Mixed,FodderHerb_Residue,1970,0.193997512,0.222539424,0.243698117,0.198533012,0.258858517,0.205797869,0.516890566,0.30923151,0.179572371,0.257687309,0.42571917,0.252650396,0.419148092,0.235445177,0.331946404,0.2126437,0.502328987,0.27909965,0.3485354,0.375830316,0.084835895,0.086197582,0.229043236,0.235022001
Beef,Mixed,Scavenging_Other,1970,0.001413235,0.000284427,0.050687228,0.050459713,0.05066561,0.051649826,0.051925067,0.050253236,0.050457335,0.053589295,0.002244028,0.002278263,0.052129571,0.002644789,0.053380004,0.002957252,0.053519374,0.500561149,0.050390697,0.05011371,0.10026302,0.1,0.001722636,0.002887277
Beef,Mixed,FeedCrops,1970,0.204589253,0.177176149,0.005614654,0.051007274,0.140475872,0.042552306,0.081184366,0.040515253,0.019970294,0.088723395,0.072036801,0.145071341,0.178722337,0.161910034,0.264673591,0.184399049,0.094151639,0.020339201,0.051073903,0.024055973,0.014901085,0.013802418,0.169234128,0.012090722
Beef,Pastoral,Pasture_FodderGrass,1970,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,0.9
Beef,Pastoral,FodderHerb_Residue,1970,0,0,0,0,0,0,0,0,0,0.018406236,0.085143834,0,0,0,0,0,0,0,0,0,0,0,0.229043236,0.0940088
Beef,Pastoral,Scavenging_Other,1970,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050256378,0.000448806,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.001722636,0.001154911
Beef,Pastoral,FeedCrops,1970,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.006337385,0.01440736,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.169234128,0.004836289
Dairy,Mixed,Pasture_FodderGrass,1970,0.4,0.4,0.45,0.45,0.45,0.45,0.3,0.45,0.65,0.45,0.4,0.4,0.3,0.5,0.3,0.5,0.3,0.1,0.4,0.4,0.8,0.8,0.3,0.6
Dairy,Mixed,FodderHerb_Residue,1970,0.290996269,0.333809136,0.487396235,0.397066025,0.323573147,0.411595737,0.55996478,0.441759301,0.269358557,0.368124727,0.510863004,0.378975594,0.4540771,0.294306471,0.359608605,0.265804624,0.544189735,0.372132867,0.479236174,0.516766685,0.084835895,0.086197582,0.400825664,0.376035202
Dairy,Mixed,Scavenging_Other,1970,0.002119852,0.00042664,0.051374456,0.050919426,0.050832013,0.053299651,0.05208549,0.050361766,0.050686002,0.055127565,0.002692834,0.003417394,0.052307035,0.003305986,0.053661671,0.003696565,0.053812655,0.500748199,0.050537209,0.050156352,0.10026302,0.1,0.003014613,0.004619643
Dairy,Mixed,FeedCrops,1970,0.306883879,0.265764224,0.011229309,0.102014549,0.17559484,0.085104611,0.08794973,0.057878933,0.029955441,0.126747708,0.086444162,0.217607011,0.193615865,0.202387543,0.286729724,0.230498811,0.101997609,0.027118935,0.070226617,0.033076964,0.014901085,0.013802418,0.296159724,0.019345155
Dairy,Pastoral,Pasture_FodderGrass,1970,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.6,0.9
Dairy,Pastoral,FodderHerb_Residue,1970,0,0,0,0,0,0,0,0,0,0.018406236,0.085143834,0,0,0,0,0,0,0,0,0,0,0,0.229043236,0.0940088
Dairy,Pastoral,Scavenging_Other,1970,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050256378,0.000448806,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.001722636,0.001154911
Dairy,Pastoral,FeedCrops,1970,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.006337385,0.01440736,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.169234128,0.004836289
Pork,Mixed,Pasture_FodderGrass,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pork,Mixed,FodderHerb_Residue,1970,0.1,0.1,0.4,0.7,0.05,0.35,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.45,0.65,0.75,0.7,0.4,0.4
Pork,Mixed,Scavenging_Other,1970,0.003457815,0.000851305,0.00204499,0.0015625,0.001317523,0.003446691,0,0.001302083,0,0.004882813,0.012093962,0.007379973,0,0.010168985,0.00486618,0.011347338,0,0.000637755,0.000564653,0.000178415,0.000354108,0,0.002931034,0.036199095
Pork,Mixed,FeedCrops,1970,0.896542185,0.899148695,0.59795501,0.2984375,0.948682477,0.646553309,0.6,0.598697917,0.6,0.595117188,0.687906038,0.692620027,0.6,0.689831015,0.59513382,0.588652662,0.6,0.599362245,0.549435347,0.349821585,0.249645892,0.3,0.597068966,0.563800905
Poultry,Mixed,Pasture_FodderGrass,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry,Mixed,FodderHerb_Residue,1970,0.1,0.1,0.35,0.7,0.05,0.2,0.25,0.25,0.25,0.25,0.2,0.25,0.25,0.2,0.25,0.25,0.25,0.25,0.45,0.65,0.75,0.7,0.25,0.25
Poultry,Mixed,Scavenging_Other,1970,0.003351206,0.000839801,0.001795332,0.001608579,0.001131542,0.003434343,0.004929577,0.000626959,0.0015625,0.004776119,0.012101716,0.007403892,0.007729469,0.010149942,0.005211726,0.011368015,0.00661157,0.00036036,0.000730194,0.000187506,0.000323102,0,0.002966682,0.03626943
Poultry,Mixed,FeedCrops,1970,0.896648794,0.899160199,0.648204668,0.298391421,0.948868458,0.796565657,0.745070423,0.749373041,0.7484375,0.745223881,0.787898284,0.742596108,0.742270531,0.789850058,0.744788274,0.738631985,0.74338843,0.74963964,0.549269806,0.349812494,0.249676898,0.3,0.747033318,0.71373057
SheepGoat,Mixed,Pasture_FodderGrass,1970,0.9,0.9,0.9,0.9,0.9,0.9,0.55,0.85,0.85,0.8,0.9,0.9,0.55,0.9,0.55,0.9,0.55,0.45,0.9,0.9,0.75,0.75,0.8,0.8
SheepGoat,Mixed,FodderHerb_Residue,1970,0.048499378,0.055634856,0.048739623,0.039706602,0.032357315,0.041159574,0.301519497,0.04417593,0.044893093,0.073624945,0.085143834,0.063162599,0.244503054,0.058861294,0.193635402,0.053160925,0.293025242,0.046516608,0.043566925,0.04697879,0.042417947,0.043098791,0.114521618,0.0940088
SheepGoat,Mixed,Scavenging_Other,1970,0.000353309,7.11E-05,0.050137446,0.050091943,0.050083201,0.050329965,0.101122956,0.100036177,0.100114334,0.101025513,0.000448806,0.000569566,0.10124225,0.000661197,0.101971669,0.000739313,0.102052968,0.500093525,0.050048837,0.050014214,0.20013151,0.2,0.000861318,0.101154911
SheepGoat,Mixed,FeedCrops,1970,0.051147313,0.044294037,0.001122931,0.010201455,0.017559484,0.008510461,0.047357547,0.005787893,0.004992573,0.025349542,0.01440736,0.036267835,0.104254697,0.040477509,0.154392928,0.046099762,0.05492179,0.003389867,0.006384238,0.003006997,0.007450543,0.006901209,0.084617064,0.004836289
SheepGoat,Pastoral,Pasture_FodderGrass,1970,1,1,0.95,0.95,0.95,0.95,0.9,0.9,0.9,0.9,1,1,0.9,1,0.9,1,0.9,0.5,0.95,0.95,0.7,0.7,1,0.9
SheepGoat,Pastoral,FodderHerb_Residue,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SheepGoat,Pastoral,Scavenging_Other,1970,0,0,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.1,0.5,0.05,0.05,0.3,0.3,0,0.1
SheepGoat,Pastoral,FeedCrops,1970,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,-2.78E-17,-2.78E-17,-2.78E-17,-2.78E-17,0,0,-2.78E-17,0,-2.78E-17,0,-2.78E-17,0,4.16E-17,4.16E-17,5.55E-17,5.55E-17,0,-2.78E-17
Beef,Mixed,Pasture_FodderGrass,1980,0.6,0.6,0.7,0.7,0.7,0.7,0.35,0.6,0.75,0.6,0.6,0.6,0.35,0.6,0.35,0.6,0.35,0.2,0.55,0.55,0.7,0.8,0.6,0.75
Beef,Mixed,FodderHerb_Residue,1980,0.184078446,0.219533047,0.220648929,0.178927541,0.19401172,0.23062132,0.447899171,0.337870283,0.183600922,0.2496618,0.321202936,0.247928893,0.451473541,0.220076973,0.268033851,0.173206851,0.415844513,0.280788791,0.258464642,0.374601555,0.140944677,0.073351079,0.192099407,0.242471287
Beef,Mixed,Scavenging_Other,1980,0.000565206,0.000516533,0.050338856,0.050420956,0.050489079,0.051128893,0.052002075,0.050211245,0.050358495,0.052128623,0.001915511,0.002132954,0.051484429,0.003004506,0.053654915,0.003333228,0.053108717,0.500714418,0.050278887,0.050227042,0.10043719,0.1,0.002707582,0.002152238
Beef,Mixed,FeedCrops,1980,0.215356348,0.179950419,0.029012215,0.070651503,0.055499201,0.018249787,0.150098754,0.011918471,0.016040582,0.098209577,0.076881553,0.149938153,0.147042029,0.176918521,0.328311235,0.223459921,0.18104677,0.01849679,0.141256471,0.025171403,0.058618133,0.026648921,0.205193011,0.005376474
Beef,Pastoral,Pasture_FodderGrass,1980,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.925,0.9,1,0.95,1,0.95,1,0.95,0.5,0.95,0.95,0.6,0.6,0.8,0.9
Beef,Pastoral,FodderHerb_Residue,1980,0,0,0,0,0,0,0,0,0,0.017832986,0.080300734,0,0,0,0,0,0,0,0,0,0,0,0.096049703,0.096988515
Beef,Pastoral,Scavenging_Other,1980,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050152045,0.000478878,0,0.05,0,0.05,0,0.05,0.5,0.05,0.05,0.4,0.4,0.001353791,0.000860895
Beef,Pastoral,FeedCrops,1980,0,0,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,4.16E-17,0.00701497,0.019220388,0,4.16E-17,0,4.16E-17,0,4.16E-17,0,4.16E-17,4.16E-17,0,0,0.102596506,0.00215059
