Country,AEZ,crop,bl (1000m3),Area (km2),gn (1000m3),Area (km2)
PER,9,Cotton,7726.58,90.56359832,31343.28,90.56359832
PER,10,Cotton,746.48,19.49509914,6238.51,19.49509914
PER,11,Cotton,128.44,14.11663232,2631.97,14.11663232
PER,12,Cotton,3.2,15.72822358,2327.7,15.72822358
PER,13,Cotton,10363.61,24.28356842,12552.14,24.28356842
PER,14,Cotton,15669.61,64.23390429,28854.09,64.23390429
PER,15,Cotton,4125.39,63.95999347,19412.84,63.95999347
PER,16,Cotton,1771.49,59.87280655,13368.48,59.87280655
PAK,1,Cotton,1598580.5,3260.941435,335010.63,3260.941435
PAK,2,Cotton,0,6.56094443,3184.86,6.56094443
PAK,7,Cotton,9026531.94,17884.9617,2746427.58,17884.9617
PAK,8,Cotton,720992.87,2978.276546,1107203.47,2978.276546
PAK,9,Cotton,179634.3,1437.171466,415288.06,1437.171466
PAK,10,Cotton,218513.17,3142.611072,777155.35,3142.611072
PAK,11,Cotton,5727.96,783.6766713,18946.19,783.6766713
PAK,12,Cotton,4.35,149.4029337,2010.6,149.4029337
PAK,13,Cotton,0,0.058936743,0,0.058936743
PAK,14,Cotton,0.01,0.083502517,0,0.083502517
POL,10,Cotton,0,0,0,0
POL,15,Cotton,0,0,0,0
POL,16,Cotton,0,0,0,0
PAN,5,Cotton,0,0,0,0
PAN,6,Cotton,0,0.00010573,0.06,0.00010573
PRT,10,Cotton,0,0.00019024,0,0.00019024
PRT,11,Cotton,0,0,0,0
PRT,12,Cotton,0,0,0,0
PNG,5,Cotton,0,0,0,0
PNG,6,Cotton,0,0,0,0
GNB,3,Cotton,0,3.767715404,1604,3.767715404
GNB,4,Cotton,0,24.93522537,14175.33,24.93522537
QAT,1,Cotton,0,0,0,0
ROU,8,Cotton,0,0,0.09,0
ROU,9,Cotton,0,0,27.14,0
ROU,10,Cotton,0,0,10.33,0
ROU,11,Cotton,0,0,0,0
ROU,15,Cotton,0,0,0,0
ROU,16,Cotton,0,0,0,0
MDA,8,Cotton,0,0,0,0
MDA,9,Cotton,0,0,0,0
MDA,10,Cotton,0,0,0,0
PHL,4,Cotton,0,0.689348181,0,0.689348181
PHL,5,Cotton,0,2.865689518,1898.45,2.865689518
PHL,6,Cotton,0,22.57075097,22378.31,22.57075097
RUS,7,Cotton,1.04,1.027181759,166.05,1.027181759
RUS,8,Cotton,1.17,1.363714814,242.68,1.363714814
RUS,9,Cotton,0,0.085534304,8.74,0.085534304
RUS,10,Cotton,0,5.6033E-05,5.06,5.6033E-05
RUS,11,Cotton,0,0,0,0
RUS,13,Cotton,1.41,2.040445004,379.92,2.040445004
RUS,14,Cotton,0.53,1.266571799,229.92,1.266571799
RUS,15,Cotton,0,0.887818216,137.94,0.887818216
RUS,16,Cotton,0,0,0,0
RWA,5,Cotton,0,0.309671414,288.52,0.309671414
RWA,6,Cotton,0,2.772388824,1321.32,2.772388824
SAU,1,Cotton,0,0,0,0
SAU,7,Cotton,0,0,0,0
ZAF,1,Cotton,3149.63,21.2680505,933.08,21.2680505
ZAF,2,Cotton,3814.29,8.912418539,1497.63,8.912418539
ZAF,3,Cotton,4473.81,8.789713093,2850.14,8.789713093
ZAF,4,Cotton,0,4.423991169,0,4.423991169
ZAF,5,Cotton,56.15,4.169671224,59.42,4.169671224
ZAF,6,Cotton,957.33,10.42503206,1039.61,10.42503206
ZAF,7,Cotton,113050,199.3879363,27052.61,199.3879363
ZAF,8,Cotton,19189.84,37.47445077,5547.98,37.47445077
ZAF,9,Cotton,138079.33,163.2480483,59630.85,163.2480483
ZAF,10,Cotton,17889.2,147.1065563,11708.82,147.1065563
ZAF,11,Cotton,3438.01,6.700111754,2221.38,6.700111754
LSO,9,Cotton,0,0.00282051,0,0.00282051
LSO,10,Cotton,0,0.015062006,0,0.015062006
LSO,11,Cotton,0,0,0,0
BWA,7,Cotton,3.77,6.985121791,2936.76,6.985121791
BWA,8,Cotton,0,3.259676808,1751.29,3.259676808
BWA,9,Cotton,0,0.217174535,135.26,0.217174535
SEN,1,Cotton,0,0,0,0
SEN,2,Cotton,0,4.015619923,2433.45,4.015619923
SEN,3,Cotton,0,265.7170254,209565.23,265.7170254
SEN,4,Cotton,0,4.155548265,3553.72,4.155548265
SVN,10,Cotton,0,0,0,0
SVN,11,Cotton,0,0,0,0
SVN,12,Cotton,0,0,0,0
SVN,15,Cotton,0,0,0,0
SLE,4,Cotton,0,0.622716561,331.15,0.622716561
SLE,5,Cotton,0,7.09276E-21,0,7.09276E-21
SGP,6,Cotton,0,0,0,0
SOM,1,Cotton,21890.58,67.67564089,26703.09,67.67564089
SOM,2,Cotton,5557.93,50.63076893,14937.84,50.63076893
ESP,4,Cotton,1401.38,1.2845328,301.9,1.2845328
ESP,8,Cotton,16272.31,24.66157441,1829.58,24.66157441
ESP,9,Cotton,228155.7,353.1628566,44421.98,353.1628566
ESP,10,Cotton,460496.39,602.0154164,83991.54,602.0154164
ESP,11,Cotton,0,0,0,0
ESP,12,Cotton,0,0,0,0
ESP,15,Cotton,0,0,0,0
SDN,1,Cotton,924137.8,226.9948643,310248.97,226.9948643
SDN,2,Cotton,140947.67,683.7369167,131061.18,683.7369167
SDN,3,Cotton,7028.83,334.9788173,26532.85,334.9788173
SDN,4,Cotton,0,367.0452461,20116.83,367.0452461
SDN,5,Cotton,0,52.82880631,3548.02,52.82880631
SDN,7,Cotton,0,25.53135909,1115.63,25.53135909
SDN,8,Cotton,1236.43,20.42069309,2523.29,20.42069309
SWE,9,Cotton,0,0,0,0
SWE,10,Cotton,0,0,0,0
SWE,13,Cotton,0,0,0,0
SWE,14,Cotton,0,0,0,0
SWE,15,Cotton,0,0,0,0
SWE,16,Cotton,0,0,0,0
SYR,7,Cotton,52377.31,152.0042934,278.85,152.0042934
SYR,8,Cotton,336821.08,760.9251907,4753.11,760.9251907
SYR,9,Cotton,1049816.79,836.7623886,30289.59,836.7623886
SYR,10,Cotton,544578.45,612.7364058,30665.55,612.7364058
CHE,10,Cotton,0,0,0,0
CHE,11,Cotton,0,0,0,0
CHE,13,Cotton,0,0,0,0
CHE,14,Cotton,0,0,0,0
CHE,15,Cotton,0,0,0,0
TTO,5,Cotton,0,0,0,0
TTO,6,Cotton,0,0,0,0
THA,4,Cotton,0.25,128.0869086,57394.09,128.0869086
THA,5,Cotton,5.64,101.0638265,63841.51,101.0638265
THA,6,Cotton,0,16.42460275,10852.18,16.42460275
THA,10,Cotton,0,1.025468289,348.19,1.025468289
THA,11,Cotton,0,0.730007023,268.64,0.730007023
TJK,8,Cotton,1521353.37,1771.722275,213895.26,1771.722275
TJK,9,Cotton,71252.04,157.0813601,10254.69,157.0813601
TJK,13,Cotton,10756,333.3030604,2793.15,333.3030604
TJK,14,Cotton,8933.75,311.2441622,1944.3,311.2441622
TGO,3,Cotton,0,0.195130417,42.41,0.195130417
TGO,4,Cotton,0,762.511848,335912.75,762.511848
TGO,5,Cotton,0,938.8855296,386273.38,938.8855296
TUN,7,Cotton,0,0.026679195,0,0.026679195
TUN,8,Cotton,0,0.209891878,0,0.209891878
TUN,9,Cotton,0,4.949089073,1801.29,4.949089073
TUN,10,Cotton,0,12.12715438,5892.8,12.12715438
TUR,7,Cotton,0,0,0,0
TUR,8,Cotton,135535.39,232.0840651,33708.55,232.0840651
TUR,9,Cotton,2307264.85,3916.353538,315441.55,3916.353538
TUR,10,Cotton,2787757.84,2442.703691,730013.24,2442.703691
TUR,11,Cotton,0,0,0,0
TUR,14,Cotton,0,0.021084489,0,0.021084489
TUR,15,Cotton,0,0.024752569,0,0.024752569
TUR,16,Cotton,0,0.002654091,9.03,0.002654091
TKM,7,Cotton,3910861.98,4845.483953,869510.18,4845.483953
TKM,8,Cotton,177297.47,1036.494489,6011.97,1036.494489
TZA,1,Cotton,0,2.690846866,1095.61,2.690846866
TZA,2,Cotton,7463.29,98.24860698,44576.18,98.24860698
TZA,3,Cotton,17561.7,384.7011914,187764.2,384.7011914
TZA,4,Cotton,35235,2026.678044,996511.18,2026.678044
TZA,5,Cotton,10892.64,266.9188029,174689.57,266.9188029
TZA,6,Cotton,9874.35,82.03755051,84182.73,82.03755051
UGA,2,Cotton,0,1.927100007,522.54,1.927100007
UGA,3,Cotton,0,175.9946181,46592.81,175.9946181
UGA,4,Cotton,0,232.4163826,66805.98,232.4163826
UGA,5,Cotton,0,877.5899029,293998.28,877.5899029
UGA,6,Cotton,0,933.0996307,402428.04,933.0996307
GBR,10,Cotton,0,0,0,0
GBR,11,Cotton,0,0,0,0
GBR,12,Cotton,0,0,0,0
GBR,15,Cotton,0,0,0,0
GBR,16,Cotton,0,0,0,0
UKR,8,Cotton,0,0,0,0
UKR,9,Cotton,0,0,0,0
UKR,10,Cotton,0,0,0,0
UKR,11,Cotton,0,0,0,0
UKR,15,Cotton,0,0,0,0
UKR,16,Cotton,0,0,0,0
USA,7,Cotton,5347329.37,19470.49857,6786581.5,19470.49857
USA,8,Cotton,673333.04,2597.078991,573176.22,2597.078991
USA,9,Cotton,755172.38,1812.990185,343112.5,1812.990185
USA,10,Cotton,88850.15,691.9687749,331569.04,691.9687749
USA,11,Cotton,1118025.83,7796.989129,3593336.37,7796.989129
USA,12,Cotton,1444848.28,19359.68613,10046804.06,19359.68613
USA,13,Cotton,3.32,13.59883796,3505.11,13.59883796
USA,14,Cotton,0,0,0,0
USA,15,Cotton,0,0,0,0
USA,16,Cotton,0,0,0,0
BFA,1,Cotton,0,0,0,0
BFA,2,Cotton,0,59.88453158,61400.45,59.88453158
BFA,3,Cotton,0,1460.323663,1675055.27,1460.323663
BFA,4,Cotton,0,187.3597392,213704.24,187.3597392
URY,12,Cotton,0,0,0,0
UZB,7,Cotton,4273139.12,5605.985761,499157.91,5605.985761
UZB,8,Cotton,6863555.72,8970.343127,674133.67,8970.343127
UZB,14,Cotton,1771.3,278.6891394,585.51,278.6891394
VEN,1,Cotton,0,0.30957954,0,0.30957954
VEN,2,Cotton,96.25,1.936594444,113.93,1.936594444
VEN,3,Cotton,79.65,1.076105405,49.25,1.076105405
VEN,4,Cotton,15771.14,92.46844448,30263.82,92.46844448
VEN,5,Cotton,27771.47,127.0312282,64003.98,127.0312282
VEN,6,Cotton,572.66,16.09119094,5060.2,16.09119094
VNM,4,Cotton,0,1.011925584,701.93,1.011925584
VNM,5,Cotton,0,116.315397,91969.72,116.315397
VNM,6,Cotton,0,84.95013372,60243.54,84.95013372
VNM,11,Cotton,0,1.071714439,66.51,1.071714439
VNM,12,Cotton,2.4,16.66575545,7784.66,16.66575545
NAM,1,Cotton,0,0.005803796,0,0.005803796
NAM,2,Cotton,0,0.029191842,7.02,0.029191842
NAM,7,Cotton,1650.39,12.22588019,484.9,12.22588019
NAM,8,Cotton,321.42,18.95977665,13700.92,18.95977665
NAM,9,Cotton,122.92,0.337184995,544.18,0.337184995
SWZ,2,Cotton,0,80.40353154,23036.94,80.40353154
SWZ,3,Cotton,0,93.4354288,27770.91,93.4354288
SWZ,10,Cotton,0,54.43463991,17917.57,54.43463991
SWZ,11,Cotton,0,22.34496274,11085.88,22.34496274
YEM,1,Cotton,143575.07,245.6703662,44503.4,245.6703662
ZMB,3,Cotton,246.32,455.6070202,151590.26,455.6070202
ZMB,4,Cotton,8.87,29.03825614,9525.67,29.03825614
ZMB,8,Cotton,0,0.236281348,81.39,0.236281348
ZMB,9,Cotton,24.52,51.11869685,14142.57,51.11869685
ZMB,10,Cotton,0,5.074118665,1087.84,5.074118665
ZWE,1,Cotton,0.4,10.14867109,7933.79,10.14867109
ZWE,2,Cotton,2512.56,74.35250337,61159.56,74.35250337
ZWE,3,Cotton,1269.28,431.1765244,378471.03,431.1765244
ZWE,4,Cotton,51.2,43.21697641,42573.34,43.21697641
ZWE,7,Cotton,0,1.80520756,1182.81,1.80520756
ZWE,8,Cotton,836.05,26.42081976,21155.34,26.42081976
ZWE,9,Cotton,13473.33,1702.240631,1471855.81,1702.240631
ZWE,10,Cotton,727.34,103.482886,98147.42,103.482886
ZWE,11,Cotton,0,27.27378455,27184.83,27.27378455
IDN,4,Cotton,0,3.188771238,1005.7,3.188771238
IDN,5,Cotton,0,11.23800855,6289.67,11.23800855
IDN,6,Cotton,0,171.7856693,125182.73,171.7856693
ARE,1,Cotton,0,0,0,0
TLS,4,Cotton,0,0.006703202,2.57,0.006703202
TLS,5,Cotton,0,0,0,0
SMR,11,Cotton,0,0,0,0
ESH,1,Cotton,0,0,0,0
ESH,7,Cotton,0,0,0,0
SRB,9,Cotton,0,0,0,0
SRB,10,Cotton,0,0,0,0
SRB,11,Cotton,0,0,0,0
TWN,4,Cotton,0,0,0,0
TWN,5,Cotton,0,0,0,0
TWN,6,Cotton,0,0,0,0
TWN,12,Cotton,0,0,0,0
DZA,1,Oilpalm,0,0,0,0
DZA,7,Oilpalm,0,0,0,0
DZA,8,Oilpalm,0,0,0,0
DZA,9,Oilpalm,0,0,0,0
DZA,10,Oilpalm,0,0,0,0
AZE,8,Oilpalm,0,2.02145E-23,0,2.02145E-23
AZE,9,Oilpalm,0,3.12122E-24,0,3.12122E-24
AZE,10,Oilpalm,0,5.32955E-24,0,5.32955E-24
AZE,14,Oilpalm,0,0,0,0
AZE,15,Oilpalm,0,0,0,0
ALB,9,Oilpalm,0,3.09388E-24,0,3.09388E-24
ALB,10,Oilpalm,0,0,0,0
ALB,11,Oilpalm,0,0,0,0
ALB,16,Oilpalm,0,0,0,0
ARM,8,Oilpalm,0,0,0,0
ARM,9,Oilpalm,0,0,0,0
ARM,14,Oilpalm,0,0,0,0
ARM,15,Oilpalm,0,7.17687E-24,0,7.17687E-24
AGO,1,Oilpalm,0,2.672919223,765.8,2.672919223
AGO,2,Oilpalm,0,6.001412199,3713.08,6.001412199
AGO,3,Oilpalm,0,9.371662961,4741.71,9.371662961
AGO,4,Oilpalm,0,62.98679528,38001.14,62.98679528
AGO,5,Oilpalm,0,97.8635649,118671.7,97.8635649
AGO,8,Oilpalm,0,3.090819592,1716.15,3.090819592
AGO,9,Oilpalm,0,12.94779328,1469.36,12.94779328
AGO,10,Oilpalm,0,24.2640395,12758.6,24.2640395
AGO,11,Oilpalm,0,3.561254743,2375.39,3.561254743
ARG,7,Oilpalm,0,0,0,0
ARG,8,Oilpalm,0,0.000106548,0,0.000106548
ARG,9,Oilpalm,0,0,0,0
ARG,10,Oilpalm,0,0,0,0
ARG,11,Oilpalm,0,0,0,0
ARG,12,Oilpalm,0,0.38931825,546.31,0.38931825
ARG,13,Oilpalm,0,0,0,0
ARG,14,Oilpalm,0,0,0,0
ARG,15,Oilpalm,0,0,0,0
ARG,16,Oilpalm,0,0,0,0
AUS,1,Oilpalm,0,0,0,0
AUS,2,Oilpalm,0,0,0,0
AUS,3,Oilpalm,0,0,0,0
AUS,4,Oilpalm,0,0,0,0
AUS,5,Oilpalm,0,0,0,0
AUS,6,Oilpalm,0,0,0,0
AUS,7,Oilpalm,0,0,0,0
AUS,8,Oilpalm,0,0,0,0
AUS,9,Oilpalm,0,0,0,0
AUS,10,Oilpalm,0,0,0,0
AUS,11,Oilpalm,0,0,0,0
AUS,12,Oilpalm,0,0,0,0
AUS,17,Oilpalm,0,0,0,0
BGD,4,Oilpalm,0,0,0,0
BGD,5,Oilpalm,0,0,0,0
BGD,6,Oilpalm,0,0,0,0
BGD,11,Oilpalm,0,0,0,0
BGD,12,Oilpalm,0,0,0,0
BLZ,5,Oilpalm,0,0,0,0
BLZ,6,Oilpalm,0,0.277469263,334.4,0.277469263
BIH,10,Oilpalm,0,0,0,0
BIH,11,Oilpalm,0,0,0,0
BIH,12,Oilpalm,0,0,0,0
BOL,1,Oilpalm,0,0.003010017,0,0.003010017
BOL,2,Oilpalm,0,0,0,0
BOL,3,Oilpalm,0,0,0,0
BOL,4,Oilpalm,0,0,0,0
BOL,5,Oilpalm,0,0,0,0
BOL,6,Oilpalm,0,0,0,0
BOL,7,Oilpalm,0,0,0,0
BOL,8,Oilpalm,0,0,0,0
BOL,9,Oilpalm,0,0,0,0
BOL,10,Oilpalm,0,0,0,0
BOL,11,Oilpalm,0,0,0,0
BOL,12,Oilpalm,0,0.000399553,0,0.000399553
BOL,13,Oilpalm,0,0,0,0
BOL,14,Oilpalm,0,0.002192389,0,0.002192389
BOL,15,Oilpalm,0,0.062760639,0,0.062760639
BOL,16,Oilpalm,0,0,0,0
MMR,4,Oilpalm,0,0.275934588,302.87,0.275934588
MMR,5,Oilpalm,0,0.260099165,283.42,0.260099165
MMR,6,Oilpalm,0,0,0,0
MMR,11,Oilpalm,0,0.032181337,29.16,0.032181337
MMR,12,Oilpalm,0,0.000508773,0.46,0.000508773
MMR,15,Oilpalm,0,0.000121564,0.1,0.000121564
MMR,16,Oilpalm,0,0,0,0
BEN,3,Oilpalm,0,28.55364131,22465.09,28.55364131
BEN,4,Oilpalm,0,105.3082221,99203.87,105.3082221
BEN,5,Oilpalm,0,42.50639911,44535.88,42.50639911
BRA,1,Oilpalm,0,0,0,0
BRA,2,Oilpalm,0,0,0,0
BRA,3,Oilpalm,0,0.857881989,523.62,0.857881989
BRA,4,Oilpalm,0,6.485174154,4387.28,6.485174154
BRA,5,Oilpalm,0,61.36591628,56663.05,61.36591628
BRA,6,Oilpalm,0,353.1034282,438394.89,353.1034282
BRA,10,Oilpalm,0,0,0,0
BRA,11,Oilpalm,0,0.004510852,0,0.004510852
BRA,12,Oilpalm,0,5.828536187,3599.22,5.828536187
BGR,9,Oilpalm,0,9.7078E-20,0,9.7078E-20
BGR,10,Oilpalm,0,1.42414E-20,0,1.42414E-20
BGR,11,Oilpalm,0,0,0,0
BRN,6,Oilpalm,0,2.879418149,4176.56,2.879418149
CAN,7,Oilpalm,0,0,0,0
CAN,8,Oilpalm,0,0,0,0
CAN,9,Oilpalm,0,0,0,0
CAN,10,Oilpalm,0,0,0,0
CAN,11,Oilpalm,0,0,0,0
CAN,13,Oilpalm,0,0,0,0
CAN,14,Oilpalm,0,0,0,0
CAN,15,Oilpalm,0,0,0,0
CAN,16,Oilpalm,0,0,0,0
KHM,4,Oilpalm,0,0.354259323,343.09,0.354259323
KHM,5,Oilpalm,0,0.503540647,698.44,0.503540647
KHM,6,Oilpalm,0,0,0,0
LKA,3,Oilpalm,0,0,0,0
LKA,4,Oilpalm,0,0,0,0
LKA,5,Oilpalm,0,0,0,0
LKA,6,Oilpalm,0,0,0,0
COG,5,Oilpalm,0,10.55931691,9511.85,10.55931691
COG,6,Oilpalm,0,60.61497521,57925.7,60.61497521
COD,4,Oilpalm,0,868.8422907,532784.27,868.8422907
COD,5,Oilpalm,0,1071.575605,785886.36,1071.575605
COD,6,Oilpalm,0,294.3818495,241316.65,294.3818495
COD,9,Oilpalm,0,0.353930848,86.98,0.353930848
COD,10,Oilpalm,0,3.511328148,1736.85,3.511328148
BDI,4,Oilpalm,0,0.0677604,97.27,0.0677604
BDI,5,Oilpalm,0,11.33705277,9933.85,11.33705277
BDI,6,Oilpalm,0,2.212875198,2495.24,2.212875198
CHN,5,Oilpalm,0,0.169999273,157.28,0.169999273
CHN,6,Oilpalm,0,6.784448786,6811.46,6.784448786
CHN,7,Oilpalm,0,20.46264275,6108.07,20.46264275
CHN,8,Oilpalm,0,80.78103311,41187.8,80.78103311
CHN,9,Oilpalm,0,86.57456418,52960.22,86.57456418
CHN,10,Oilpalm,0,53.49898546,35604.68,53.49898546
CHN,11,Oilpalm,0,71.11480429,59532.49,71.11480429
CHN,12,Oilpalm,0,115.7815124,99822.05,115.7815124
CHN,13,Oilpalm,0,4.994112047,1800.19,4.994112047
CHN,14,Oilpalm,0,2.579726015,1246.4,2.579726015
CHN,15,Oilpalm,0,5.450472566,3169.51,5.450472566
CHN,16,Oilpalm,0,2.165104752,1465.77,2.165104752
CHN,17,Oilpalm,0,0.058763673,45.35,0.058763673
AFG,7,Oilpalm,0,2.67137E-24,0,2.67137E-24
AFG,8,Oilpalm,0,4.14959E-23,0,4.14959E-23
AFG,9,Oilpalm,0,0,0,0
AFG,10,Oilpalm,0,0,0,0
AFG,13,Oilpalm,0,7.2571E-05,0.02,7.2571E-05
AFG,14,Oilpalm,0,2.80899E-24,0,2.80899E-24
BTN,5,Oilpalm,0,0,0,0
BTN,11,Oilpalm,0,0,0,0
BTN,12,Oilpalm,0,0.000437922,0.41,0.000437922
BTN,14,Oilpalm,0,0.001096015,0.79,0.001096015
BTN,15,Oilpalm,0,0.000290724,0.19,0.000290724
BTN,16,Oilpalm,0,0,0,0
CHL,1,Oilpalm,0,0,0,0
CHL,7,Oilpalm,0,0,0,0
CHL,8,Oilpalm,0,0,0,0
CHL,9,Oilpalm,0,0,0,0
CHL,10,Oilpalm,0,0,0,0
CHL,11,Oilpalm,0,0,0,0
CHL,12,Oilpalm,0,0,0,0
CHL,13,Oilpalm,0,0.011037358,0,0.011037358
CHL,14,Oilpalm,0,0,0,0
CHL,15,Oilpalm,0,0,0,0
CHL,16,Oilpalm,0,0,0,0
CHL,17,Oilpalm,0,0,0,0
CHL,18,Oilpalm,0,0,0,0
CMR,2,Oilpalm,0,0,0,0
CMR,3,Oilpalm,0,0,0,0
CMR,4,Oilpalm,0,1.614070659,0,1.614070659
CMR,5,Oilpalm,0,218.8861946,310790.11,218.8861946
CMR,6,Oilpalm,0,148.3694035,261467.11,148.3694035
TCD,1,Oilpalm,0,0,0,0
TCD,2,Oilpalm,0,0,0,0
TCD,3,Oilpalm,0,0.004207793,3.37,0.004207793
TCD,4,Oilpalm,0,0.13691866,130.64,0.13691866
TCD,7,Oilpalm,0,0,0,0
COL,2,Oilpalm,0,0.000113285,0,0.000113285
COL,3,Oilpalm,0,0.00610889,0,0.00610889
COL,4,Oilpalm,0,6.920199359,7317.17,6.920199359
COL,5,Oilpalm,0,214.6920039,243739.08,214.6920039
COL,6,Oilpalm,0,1031.046419,1249533.57,1031.046419
COL,11,Oilpalm,0,21.72945153,18520.12,21.72945153
COL,12,Oilpalm,0,53.99553147,61638.25,53.99553147
CRI,4,Oilpalm,0,112.2453575,129595.08,112.2453575
CRI,5,Oilpalm,0,128.9772649,159065.45,128.9772649
CRI,6,Oilpalm,0,89.12145634,124824.19,89.12145634
CAF,3,Oilpalm,0,0.876248324,647.43,0.876248324
CAF,4,Oilpalm,0,20.94535646,19724.76,20.94535646
CAF,5,Oilpalm,0,14.66027714,14786.22,14.66027714
CAF,6,Oilpalm,0,1.122122615,1151.53,1.122122615
CUB,4,Oilpalm,0,0,0,0
CUB,5,Oilpalm,0,0,0,0
CUB,6,Oilpalm,0,0,0,0
DNK,10,Oilpalm,0,0,0,0
DJI,1,Oilpalm,0,0,0,0
DOM,4,Oilpalm,0,2.315528627,1982.61,2.315528627
DOM,5,Oilpalm,0,33.44289889,35746.91,33.44289889
DOM,6,Oilpalm,0,54.07917631,63760.59,54.07917631
ECU,1,Oilpalm,0,8.303344373,4250.47,8.303344373
ECU,2,Oilpalm,0,47.05974106,27658.48,47.05974106
ECU,3,Oilpalm,0,121.7208866,79562.6,121.7208866
ECU,4,Oilpalm,0,114.2933548,91257.89,114.2933548
ECU,5,Oilpalm,0,137.9941408,124861.29,137.9941408
ECU,6,Oilpalm,0,395.0511035,446476.78,395.0511035
ECU,8,Oilpalm,0,20.63085092,16798.53,20.63085092
ECU,9,Oilpalm,0,29.89219338,24495.81,29.89219338
ECU,10,Oilpalm,0,67.41681623,55691.67,67.41681623
ECU,11,Oilpalm,0,112.2654714,99943.35,112.2654714
ECU,12,Oilpalm,0,44.76462142,45513,44.76462142
EGY,1,Oilpalm,0,0,0,0
EGY,2,Oilpalm,0,0,0,0
EGY,7,Oilpalm,0,0,0,0
IRL,10,Oilpalm,0,0,0,0
IRL,11,Oilpalm,0,0,0,0
IRL,12,Oilpalm,0,0,0,0
GNQ,6,Oilpalm,0,23.60395275,31551.21,23.60395275
EST,10,Oilpalm,0,0,0,0
EST,16,Oilpalm,0,0,0,0
ERI,1,Oilpalm,0,0,0,0
ERI,2,Oilpalm,0,0,0,0
SLV,4,Oilpalm,0,1.815060488,2539.52,1.815060488
SLV,5,Oilpalm,0,0.40000094,421.02,0.40000094
ETH,1,Oilpalm,0,0,0,0
ETH,2,Oilpalm,0,0,0,0
ETH,3,Oilpalm,0,0,0,0
ETH,4,Oilpalm,0,0,0,0
ETH,5,Oilpalm,0,0,0,0
ETH,6,Oilpalm,0,0,0,0
ETH,8,Oilpalm,0,0,0,0
ETH,9,Oilpalm,0,0,0,0
ETH,10,Oilpalm,0,0,0,0
ETH,11,Oilpalm,0,0,0,0
ETH,12,Oilpalm,0,0,0,0
AUT,10,Oilpalm,0,0,0,0
AUT,11,Oilpalm,0,0,0,0
AUT,13,Oilpalm,0,0,0,0
AUT,14,Oilpalm,0,0,0,0
AUT,15,Oilpalm,0,0,0,0
AUT,16,Oilpalm,0,0,0,0
CZE,10,Oilpalm,0,0,0,0
GUF,6,Oilpalm,0,0.006388078,0,0.006388078
FIN,9,Oilpalm,0,0,0,0
FIN,10,Oilpalm,0,0,0,0
FIN,14,Oilpalm,0,0,0,0
FIN,15,Oilpalm,0,0,0,0
FRA,9,Oilpalm,0,0,0,0
FRA,10,Oilpalm,0,1.11603E-25,0,1.11603E-25
FRA,11,Oilpalm,0,0,0,0
FRA,12,Oilpalm,0,0,0,0
FRA,15,Oilpalm,0,1.47192E-26,0,1.47192E-26
FRA,16,Oilpalm,0,0,0,0
GMB,3,Oilpalm,0,32.1920957,24186.88,32.1920957
GAB,5,Oilpalm,0,5.01954952,4373.42,5.01954952
GAB,6,Oilpalm,0,33.27422433,34897.75,33.27422433
GEO,9,Oilpalm,0,4.35936E-22,0,4.35936E-22
GEO,10,Oilpalm,0,1.24324E-21,0,1.24324E-21
GEO,11,Oilpalm,0,2.16742E-22,0,2.16742E-22
GEO,12,Oilpalm,0,4.39677E-22,0,4.39677E-22
GEO,14,Oilpalm,0,4.99241E-24,0,4.99241E-24
GEO,15,Oilpalm,0,4.03126E-22,0,4.03126E-22
GEO,16,Oilpalm,0,3.73014E-22,0,3.73014E-22
GHA,3,Oilpalm,0,0,0,0
GHA,4,Oilpalm,0,22.34967635,29472.26,22.34967635
GHA,5,Oilpalm,0,485.6883141,679595.46,485.6883141
GHA,6,Oilpalm,0,519.6892212,764623.69,519.6892212
DEU,10,Oilpalm,0,0,0,0
DEU,11,Oilpalm,0,0,0,0
DEU,15,Oilpalm,0,0,0,0
DEU,16,Oilpalm,0,0,0,0
GRC,9,Oilpalm,0,1.93129E-21,0,1.93129E-21
GRC,10,Oilpalm,0,2.55157E-21,0,2.55157E-21
GRC,11,Oilpalm,0,4.16066E-22,0,4.16066E-22
GTM,5,Oilpalm,0,83.25310768,89373.47,83.25310768
GTM,6,Oilpalm,0,110.4397939,139312.52,110.4397939
GTM,12,Oilpalm,0,14.99467519,17607.08,14.99467519
GIN,3,Oilpalm,11.46,3.639794236,2543.41,3.639794236
GIN,4,Oilpalm,4136.23,1669.68656,1613049.66,1669.68656
GIN,5,Oilpalm,774.6,1192.690371,1238375.61,1192.690371
GIN,6,Oilpalm,1.47,120.9971263,137774.8,120.9971263
GUY,4,Oilpalm,0,0,0,0
GUY,5,Oilpalm,0,0,0,0
GUY,6,Oilpalm,0,0.031199506,0,0.031199506
HTI,4,Oilpalm,0,0,0,0
HTI,5,Oilpalm,0,0,0,0
HTI,6,Oilpalm,0,0,0,0
HND,4,Oilpalm,0,121.2745604,164902.69,121.2745604
HND,5,Oilpalm,0,182.7659456,256000.86,182.7659456
HND,6,Oilpalm,0,59.54174962,85268.55,59.54174962
HRV,10,Oilpalm,0,0,0,0
HRV,11,Oilpalm,0,0,0,0
HRV,12,Oilpalm,0,0,0,0
HUN,9,Oilpalm,0,0,0,0
HUN,10,Oilpalm,0,0,0,0
