Country_name,ID,AEZ,8,Crop1,Crop2,Crop3,Crop4,Crop5,Crop6,Crop7,Crop8,Crop9,Crop10,Crop11,Crop12,Crop13,Crop14,Crop15,Crop16,Crop17,Crop18,Crop19,Crop20,Crop21,Crop22,Crop23,Crop24,Crop25,Crop26
Argentina,2016,11,Argentina11,1526300,557550,21455,41518,13017,5139,288610,1685900,783530,8911,504,81,0,0,1192,4525,2284,489,0,263,193140,0,0,11965,834390,110900
Argentina,2025,15,Argentina15,149,17,0,37,2,0,0,0,0,20,0,0,6,0,9,0,7,0,0,109,0,0,0,0,209,0
Argentina,2026,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,2027,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,2030,7,Argentina7,130690,43246,12,1956,2326,915,18904,6163,36465,2143,4,0,0,0,166,499,2132,88,0,458,1,0,0,8938,223410,16399
Argentina,2031,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,2039,15,Argentina15,149,17,0,37,2,0,0,0,0,20,0,0,6,0,9,0,7,0,0,109,0,0,0,0,209,0
Argentina,2040,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,2049,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,2055,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,2062,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,2068,15,Argentina15,149,17,0,37,2,0,0,0,0,20,0,0,6,0,9,0,7,0,0,109,0,0,0,0,209,0
Argentina,2069,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,2072,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,2082,16,Argentina16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,2083,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,2091,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,2098,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,2099,7,Argentina7,130690,43246,12,1956,2326,915,18904,6163,36465,2143,4,0,0,0,166,499,2132,88,0,458,1,0,0,8938,223410,16399
Argentina,2101,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,2104,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,2106,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,2111,16,Argentina16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,2115,15,Argentina15,149,17,0,37,2,0,0,0,0,20,0,0,6,0,9,0,7,0,0,109,0,0,0,0,209,0
Argentina,2116,16,Argentina16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,675,15,Armenia15,21462,8882,0,8855,39,0,0,64,1758,1399,0,0,0,0,0,12,743,585,0,1733,0,0,0,3620,16388,21693
Armenia,695,15,Armenia15,21462,8882,0,8855,39,0,0,64,1758,1399,0,0,0,0,0,12,743,585,0,1733,0,0,0,3620,16388,21693
Armenia,697,9,Armenia9,23170,13216,0,7683,47,0,0,103,2894,1382,0,0,18,0,0,18,988,947,0,1963,434,0,0,5299,15680,14674
Armenia,718,14,Armenia14,8623,187,0,3346,12,0,0,0,21,77,0,0,6,0,0,0,178,4,0,77,155,0,0,359,8788,7958
Armenia,756,9,Armenia9,23170,13216,0,7683,47,0,0,103,2894,1382,0,0,18,0,0,18,988,947,0,1963,434,0,0,5299,15680,14674
Armenia,1055,8,Armenia8,39074,1106,0,17155,80,0,0,0,42,404,0,0,81,0,0,0,1155,37,2,334,395,0,0,1137,45441,45799
Australia,1600,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1610,4,Australia4,12742,335,0,15165,138,40,191,0,7,11,0,13031,0,0,9789,503,5693,0,0,0,0,0,0,382,965,5740
Australia,1642,4,Australia4,12742,335,0,15165,138,40,191,0,7,11,0,13031,0,0,9789,503,5693,0,0,0,0,0,0,382,965,5740
Australia,1675,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1688,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1689,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1699,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1709,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1717,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1718,5,Australia5,0,11,0,0,2,0,6,0,0,0,0,345,0,0,0,17,36,0,0,0,0,0,0,10,5,109
Australia,1729,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1730,4,Australia4,12742,335,0,15165,138,40,191,0,7,11,0,13031,0,0,9789,503,5693,0,0,0,0,0,0,382,965,5740
Australia,1731,6,Australia6,9,30,0,9,7,30,16,1,0,1,0,811,0,0,0,46,116,0,0,0,0,0,0,23,12,278
Australia,1737,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1738,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1739,4,Australia4,12742,335,0,15165,138,40,191,0,7,11,0,13031,0,0,9789,503,5693,0,0,0,0,0,0,382,965,5740
Australia,1740,5,Australia5,0,11,0,0,2,0,6,0,0,0,0,345,0,0,0,17,36,0,0,0,0,0,0,10,5,109
Australia,1747,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1754,7,Australia7,1877000,3999,3175,603780,5423,7822,195840,7596,46929,1211,0,39156,0,0,176200,4400,178900,75,0,0,0,0,0,1636,22559,187750
Australia,1755,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1756,4,Australia4,12742,335,0,15165,138,40,191,0,7,11,0,13031,0,0,9789,503,5693,0,0,0,0,0,0,382,965,5740
Australia,1761,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1762,3,Australia3,142,735,0,5,144,4,443,0,24,23,0,28339,0,0,0,1041,2153,0,0,0,0,0,0,823,396,8202
Australia,1771,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1777,1,Australia1,6752,412,0,517,19,60,560,0,28,1,0,524,0,0,80,1,3538,0,0,0,0,0,0,13,277,836
Australia,1785,2,Australia2,55817,266,0,4262,201,10,272,0,64,21,0,26024,0,0,660,228,24349,0,0,0,0,0,0,682,1860,9663
Australia,1791,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
Australia,1792,11,Australia11,294690,813,386,87395,1218,2322,25102,2241,3920,1358,0,5906,0,0,79115,970,41171,2,0,496,0,0,0,1407,37481,45969
Australia,1797,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1798,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1799,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
Australia,1805,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1810,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1811,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1812,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
Australia,1829,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1830,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1835,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
Australia,1836,11,Australia11,294690,813,386,87395,1218,2322,25102,2241,3920,1358,0,5906,0,0,79115,970,41171,2,0,496,0,0,0,1407,37481,45969
Australia,1843,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1844,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1845,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1846,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
Australia,1847,12,Australia12,406610,1720,2,97404,1343,3168,56961,11611,8949,267,0,22157,0,0,34131,215,27288,6,0,16,0,0,0,194,1757,42122
Australia,1849,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1850,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1853,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1854,8,Australia8,4901500,2365,869,1048000,11396,10463,169200,4862,23385,2333,0,18446,0,0,257380,922,1079800,174,0,0,6,0,0,1620,122840,386000
Australia,1855,9,Australia9,3121600,3097,2348,1268500,9301,6734,97848,5771,15946,2512,0,19085,0,0,544130,1592,596890,160,0,0,8,0,0,1924,79297,346110
Australia,1856,10,Australia10,871020,2067,791,342520,2967,3107,52531,3447,9130,712,0,34193,0,0,204190,1988,140480,24,0,0,0,0,0,1311,16811,111380
