Country_name,ID,AEZ,8,Crop1,Crop2,Crop3,Crop4,Crop5,Crop6,Crop7,Crop8,Crop9,Crop10,Crop11,Crop12,Crop13,Crop14,Crop15,Crop16,Crop17,Crop18,Crop19,Crop20,Crop21,Crop22,Crop23,Crop24,Crop25,Crop26
Afghanistan,778,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,796,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,817,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,818,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,819,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,832,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,833,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,834,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,835,9,Afghanistan9,967,0,0,0,0,156,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,847,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,848,10,Afghanistan10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Afghanistan,849,11,Afghanistan11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Afghanistan,863,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,864,14,Afghanistan14,43032,28,57,26,0,1165,0,0,1,9867,0,5,0,0,1,2,12,0,0,14,0,0,0,63,124,0
Afghanistan,874,13,Afghanistan13,121040,89,230,14,0,2675,1,0,3,22857,0,16,0,0,4,4,36,1,1,16,0,0,0,80,140,0
Afghanistan,891,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,892,9,Afghanistan9,967,0,0,0,0,156,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,906,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,907,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,932,13,Afghanistan13,121040,89,230,14,0,2675,1,0,3,22857,0,16,0,0,4,4,36,1,1,16,0,0,0,80,140,0
Afghanistan,959,8,Afghanistan8,919100,16,2136,3547,0,18599,30,31,277,150940,0,22,891,0,376,120,3195,69,131,954,1500,0,0,1877,870,0
Afghanistan,1109,7,Afghanistan7,145120,147,585,1479,0,3757,3,162,186,29024,0,77,353,0,1,2,573,0,3,1049,873,0,0,644,1589,0
Albania,624,16,Albania16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Albania,640,11,Albania11,61904,6255,0,632,165,0,21,319,1097,2443,0,0,0,0,0,7,14820,470,0,1591,461,0,0,4542,31665,7269
Albania,686,10,Albania10,32597,19929,22,5541,1389,1,20,863,2038,4121,0,0,929,0,95,0,6280,108,0,3462,26,0,0,3466,25538,12736
Albania,715,11,Albania11,61904,6255,0,632,165,0,21,319,1097,2443,0,0,0,0,0,7,14820,470,0,1591,461,0,0,4542,31665,7269
Albania,734,11,Albania11,61904,6255,0,632,165,0,21,319,1097,2443,0,0,0,0,0,7,14820,470,0,1591,461,0,0,4542,31665,7269
Albania,736,9,Albania9,25748,5931,0,2164,1192,0,25,29,35,1688,0,0,924,0,1,8,5268,705,0,1533,225,0,0,4351,26741,7836
Algeria,815,10,Algeria10,640100,1873,88,155590,33802,0,126,0,448,7480,0,0,0,0,116,2644,42404,2099,0,447,108,0,0,151940,161040,235380
Algeria,828,9,Algeria9,700050,1403,53,238660,22102,0,4,0,36,4170,0,0,0,0,7,0,24370,1505,0,543,26,0,0,48414,101010,120420
Algeria,861,9,Algeria9,700050,1403,53,238660,22102,0,4,0,36,4170,0,0,0,0,7,0,24370,1505,0,543,26,0,0,48414,101010,120420
Algeria,973,8,Algeria8,39524,130,4,21943,1871,0,0,0,1,457,0,0,0,0,0,0,2058,131,0,80,2,0,0,3933,8517,11762
Algeria,1091,1,Algeria1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,1259,7,Algeria7,677,8,0,147,151,0,6,0,0,61,0,0,0,0,0,396,167,6,0,1,0,0,0,213,691,1757
Algeria,1444,1,Algeria1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,636,10,Andorra10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Angola,1528,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1536,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1557,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1571,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1578,3,Angola3,104,13381,0,0,0,9477,0,0,635,694,23610,47,0,948,0,2675,9359,423,0,0,428,79,3980,1671,0,5204
Angola,1590,2,Angola2,58,18044,0,0,0,5465,0,0,365,401,13621,25,0,546,0,1540,5395,238,0,0,244,44,2296,944,0,2763
Angola,1598,11,Angola11,21,25008,0,0,0,1858,0,0,126,138,4626,10,0,187,0,525,1834,84,0,0,85,16,781,330,0,464
Angola,1619,2,Angola2,58,18044,0,0,0,5465,0,0,365,401,13621,25,0,546,0,1540,5395,238,0,0,244,44,2296,944,0,2763
Angola,1620,11,Angola11,21,25008,0,0,0,1858,0,0,126,138,4626,10,0,187,0,525,1834,84,0,0,85,16,781,330,0,464
Angola,1629,1,Angola1,25,5846,0,0,0,2626,0,0,174,189,6543,12,0,259,0,737,2592,115,0,0,117,20,1099,455,0,1379
Angola,1630,5,Angola5,971,211410,1299,1,0,86037,259,0,5721,6246,228450,623,0,9302,0,29518,85835,3901,0,0,4078,830,36149,16389,0,45447
Angola,1638,1,Angola1,25,5846,0,0,0,2626,0,0,174,189,6543,12,0,259,0,737,2592,115,0,0,117,20,1099,455,0,1379
Angola,1639,2,Angola2,58,18044,0,0,0,5465,0,0,365,401,13621,25,0,546,0,1540,5395,238,0,0,244,44,2296,944,0,2763
Angola,1653,2,Angola2,58,18044,0,0,0,5465,0,0,365,401,13621,25,0,546,0,1540,5395,238,0,0,244,44,2296,944,0,2763
Angola,1654,10,Angola10,286,178260,0,0,0,26167,0,0,1752,1924,65180,128,0,2622,0,7385,25838,1179,0,0,1186,218,10994,4644,0,11460
Angola,1672,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1684,3,Angola3,104,13381,0,0,0,9477,0,0,635,694,23610,47,0,948,0,2675,9359,423,0,0,428,79,3980,1671,0,5204
Angola,1685,4,Angola4,662,239700,43,0,0,59998,170,6,4023,4404,150740,362,0,6480,0,17364,59523,2724,0,0,2857,543,25510,10858,0,28962
Angola,1686,3,Angola3,104,13381,0,0,0,9477,0,0,635,694,23610,47,0,948,0,2675,9359,423,0,0,428,79,3980,1671,0,5204
Angola,1696,3,Angola3,104,13381,0,0,0,9477,0,0,635,694,23610,47,0,948,0,2675,9359,423,0,0,428,79,3980,1671,0,5204
Angola,1697,10,Angola10,286,178260,0,0,0,26167,0,0,1752,1924,65180,128,0,2622,0,7385,25838,1179,0,0,1186,218,10994,4644,0,11460
Angola,1716,2,Angola2,58,18044,0,0,0,5465,0,0,365,401,13621,25,0,546,0,1540,5395,238,0,0,244,44,2296,944,0,2763
Angola,1727,3,Angola3,104,13381,0,0,0,9477,0,0,635,694,23610,47,0,948,0,2675,9359,423,0,0,428,79,3980,1671,0,5204
Angola,1734,9,Angola9,108,20438,0,0,0,13250,120,0,777,851,29700,37,0,1174,0,3345,11763,517,0,0,522,76,4994,2089,0,6598
Angola,1767,1,Angola1,25,5846,0,0,0,2626,0,0,174,189,6543,12,0,259,0,737,2592,115,0,0,117,20,1099,455,0,1379
Angola,1801,8,Angola8,35,7041,0,0,0,3879,6,0,227,247,8462,16,0,338,0,963,3474,150,1,18,190,26,1426,601,0,2386
Argentina,1786,7,Argentina7,130690,43246,12,1956,2326,915,18904,6163,36465,2143,4,0,0,0,166,499,2132,88,0,458,1,0,0,8938,223410,16399
Argentina,1793,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,1794,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1800,7,Argentina7,130690,43246,12,1956,2326,915,18904,6163,36465,2143,4,0,0,0,166,499,2132,88,0,458,1,0,0,8938,223410,16399
Argentina,1806,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1813,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1814,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1815,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1825,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
Argentina,1831,7,Argentina7,130690,43246,12,1956,2326,915,18904,6163,36465,2143,4,0,0,0,166,499,2132,88,0,458,1,0,0,8938,223410,16399
Argentina,1832,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
Argentina,1851,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,1862,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
Argentina,1894,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1919,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1943,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1953,14,Argentina14,814,165,2,149,11,1,6,19,1,201,0,11,7,0,10,0,250,1,0,107,0,0,0,9,1054,19
Argentina,1954,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1955,11,Argentina11,1526300,557550,21455,41518,13017,5139,288610,1685900,783530,8911,504,81,0,0,1192,4525,2284,489,0,263,193140,0,0,11965,834390,110900
Argentina,1968,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1983,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1984,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1985,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,1990,11,Argentina11,1526300,557550,21455,41518,13017,5139,288610,1685900,783530,8911,504,81,0,0,1192,4525,2284,489,0,263,193140,0,0,11965,834390,110900
Argentina,1996,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,1998,13,Argentina13,1788,932,80,32,42,9,20,0,24,668,0,0,63,0,106,0,332,102,0,798,0,0,0,1,2360,101
Argentina,1999,8,Argentina8,333170,292880,272,6707,5569,2115,73167,199080,447220,5573,3,8725,0,0,177,59407,7700,1050,0,249,9574,0,0,5342,530330,44011
Argentina,2004,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
Argentina,2005,12,Argentina12,1748000,1221200,67925,72576,17752,7574,291730,4056900,303820,7999,19584,24492,0,103,995,3182,27041,82476,0,3705,59086,0,39,203310,1089600,162020
Argentina,2012,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
Argentina,2014,9,Argentina9,792550,440070,315,64587,8783,3152,167820,866810,434130,6780,40,42110,0,0,437,29518,73459,12833,0,805,84421,8,10,8451,638250,62059
Argentina,2015,10,Argentina10,1318900,853120,342,67852,15634,6103,411940,2252200,664050,12904,103,113790,0,0,884,168030,100840,5904,0,3491,99496,0,1,13777,856230,110710
