# File: gains_iso_fuel_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,dieseloil,lightoil,natural_gas
BC,abw,1990,0.067680352,0.00501805,0
BC,afg,1990,0.077982363,0.023882069,0
BC,ago,1990,0.067801245,0.008135134,0
BC,alb,1990,0.045311742,0.001593482,0
BC,are,1990,0.065957336,0.003076237,0
BC,arg,1990,0.067438427,0.004515076,0
BC,arm,1990,0.044867139,0.003154913,0
BC,asm,1990,0.040000824,0.001983884,0
BC,atg,1990,0.067680352,0.00501805,0
BC,aus,1990,0.040000824,0.001983884,0
BC,aut,1990,0.034205915,0.001786699,0
BC,aze,1990,0.044867139,0.003154913,0
BC,bdi,1990,0.0754709,0.009333994,0
BC,bel,1990,0.034205915,0.001786699,0
BC,ben,1990,0.067801245,0.008135134,0
BC,bfa,1990,0.067801245,0.008135134,0
BC,bgd,1990,0.077982363,0.023882069,0
BC,bgr,1990,0.045311742,0.001593482,0
BC,bhr,1990,0.065957336,0.003076237,0
BC,bhs,1990,0.067680352,0.00501805,0
BC,bih,1990,0.045311742,0.001593482,0
BC,blr,1990,0.027830907,0.002726368,0
BC,blz,1990,0.067680352,0.00501805,0
BC,bmu,1990,0.067680352,0.00501805,0
BC,bol,1990,0.067438427,0.004515076,0
BC,bra,1990,0.065453042,0.002305085,0
BC,brb,1990,0.067680352,0.00501805,0
BC,brn,1990,0.068488624,0.003038297,0
BC,btn,1990,0.077982363,0.023882069,0
BC,bwa,1990,0.067801245,0.008135134,0
BC,caf,1990,0.067801245,0.008135134,0
BC,can,1990,0.036683992,0.003247279,0
BC,che,1990,0.034205915,0.001786699,0
BC,chl,1990,0.067438427,0.004515076,0
BC,chn,1990,0.059209409,0.004198148,0
BC,civ,1990,0.067801245,0.008135134,0
BC,cmr,1990,0.067801245,0.008135134,0
BC,cod,1990,0.067801245,0.008135134,0
BC,cog,1990,0.067801245,0.008135134,0
BC,cok,1990,0.040000824,0.001983884,0
BC,col,1990,0.067438427,0.004515076,0
BC,com,1990,0.0754709,0.009333994,0
BC,cpv,1990,0.067801245,0.008135134,0
BC,cri,1990,0.067680352,0.00501805,0
BC,cub,1990,0.067680352,0.00501805,0
BC,cuw,1990,0.067680352,0.00501805,0
BC,cym,1990,0.067680352,0.00501805,0
BC,cyp,1990,0.045311742,0.001593482,0
BC,cze,1990,0.045311742,0.001593482,0
BC,deu,1990,0.034205915,0.001786699,0
BC,dji,1990,0.0754709,0.009333994,0
BC,dma,1990,0.067680352,0.00501805,0
BC,dnk,1990,0.034205915,0.001786699,0
BC,dom,1990,0.067680352,0.00501805,0
BC,dza,1990,0.075545025,0.007675728,0
BC,ecu,1990,0.067438427,0.004515076,0
BC,egy,1990,0.075545025,0.007675728,0
BC,eri,1990,0.0754709,0.009333994,0
BC,esh,1990,0.075545025,0.007675728,0
BC,esp,1990,0.034205915,0.001786699,0
BC,est,1990,0.045311742,0.001593482,0
BC,eth,1990,0.0754709,0.009333994,0
BC,fin,1990,0.034205915,0.001786699,0
BC,fji,1990,0.040000824,0.001983884,0
BC,flk,1990,0.067438427,0.004515076,0
BC,fra,1990,0.034205915,0.001786699,0
BC,fro,1990,0.034205915,0.001786699,0
BC,fsm,1990,0.040000824,0.001983884,0
BC,gab,1990,0.067801245,0.008135134,0
BC,gbr,1990,0.034205915,0.001786699,0
BC,geo,1990,0.044867139,0.003154913,0
BC,gha,1990,0.067801245,0.008135134,0
BC,gib,1990,0.034205915,0.001786699,0
BC,gin,1990,0.067801245,0.008135134,0
BC,glp,1990,0.067680352,0.00501805,0
BC,gmb,1990,0.067801245,0.008135134,0
BC,gnb,1990,0.067801245,0.008135134,0
BC,gnq,1990,0.067801245,0.008135134,0
BC,grc,1990,0.034205915,0.001786699,0
BC,grd,1990,0.067680352,0.00501805,0
BC,grl,1990,0.034205915,0.001786699,0
BC,gtm,1990,0.067680352,0.00501805,0
BC,guf,1990,0.067438427,0.004515076,0
BC,gum,1990,0.040000824,0.001983884,0
BC,guy,1990,0.067438427,0.004515076,0
BC,hkg,1990,0.059209409,0.004198148,0
BC,hnd,1990,0.067680352,0.00501805,0
BC,hrv,1990,0.045311742,0.001593482,0
BC,hti,1990,0.067680352,0.00501805,0
BC,hun,1990,0.045311742,0.001593482,0
BC,idn,1990,0.07836813,0.002768195,0
BC,ind,1990,0.070002221,0.035465789,0
BC,irl,1990,0.034205915,0.001786699,0
BC,irn,1990,0.065957336,0.003076237,0
BC,irq,1990,0.065957336,0.003076237,0
BC,isl,1990,0.034205915,0.001786699,0
BC,isr,1990,0.065957336,0.003076237,0
BC,ita,1990,0.034205915,0.001786699,0
BC,jam,1990,0.067680352,0.00501805,0
BC,jor,1990,0.065957336,0.003076237,0
BC,jpn,1990,0.033020965,0.001408132,0
BC,kaz,1990,0.069028199,0.004488976,0
BC,ken,1990,0.0754709,0.009333994,0
BC,kgz,1990,0.069028199,0.004488976,0
BC,khm,1990,0.068488624,0.003038297,0
BC,kir,1990,0.040000824,0.001983884,0
BC,kna,1990,0.067680352,0.00501805,0
BC,kor,1990,0.055728944,0.002226692,0
BC,kwt,1990,0.065957336,0.003076237,0
BC,lao,1990,0.068488624,0.003038297,0
BC,lbn,1990,0.065957336,0.003076237,0
BC,lbr,1990,0.067801245,0.008135134,0
BC,lby,1990,0.075545025,0.007675728,0
BC,lca,1990,0.067680352,0.00501805,0
BC,lie,1990,0.034205915,0.001786699,0
BC,lka,1990,0.077982363,0.023882069,0
BC,lso,1990,0.067801245,0.008135134,0
BC,ltu,1990,0.045311742,0.001593482,0
BC,lux,1990,0.034205915,0.001786699,0
BC,lva,1990,0.045311742,0.001593482,0
BC,mac,1990,0.059209409,0.004198148,0
BC,mar,1990,0.075545025,0.007675728,0
BC,mda,1990,0.027830907,0.002726368,0
BC,mdg,1990,0.0754709,0.009333994,0
BC,mdv,1990,0.077982363,0.023882069,0
BC,mex,1990,0.071008215,0.001979209,0
BC,mhl,1990,0.040000824,0.001983884,0
BC,mkd,1990,0.045311742,0.001593482,0
BC,mli,1990,0.067801245,0.008135134,0
BC,mlt,1990,0.045311742,0.001593482,0
BC,mmr,1990,0.068488624,0.003038297,0
BC,mne,1990,0.045311742,0.001593482,0
BC,mng,1990,0.059209409,0.004198148,0
BC,moz,1990,0.067801245,0.008135134,0
BC,mrt,1990,0.067801245,0.008135134,0
BC,msr,1990,0.067680352,0.00501805,0
BC,mtq,1990,0.067680352,0.00501805,0
BC,mus,1990,0.0754709,0.009333994,0
BC,mwi,1990,0.067801245,0.008135134,0
BC,mys,1990,0.068488624,0.003038297,0
BC,nam,1990,0.067801245,0.008135134,0
BC,ncl,1990,0.040000824,0.001983884,0
BC,ner,1990,0.067801245,0.008135134,0
BC,nga,1990,0.067801245,0.008135134,0
BC,nic,1990,0.067680352,0.00501805,0
BC,niu,1990,0.040000824,0.001983884,0
BC,nld,1990,0.034205915,0.001786699,0
BC,nor,1990,0.034205915,0.001786699,0
BC,npl,1990,0.077982363,0.023882069,0
BC,nzl,1990,0.040000824,0.001983884,0
BC,omn,1990,0.065957336,0.003076237,0
BC,pak,1990,0.077982363,0.023882069,0
BC,pan,1990,0.067680352,0.00501805,0
BC,per,1990,0.067438427,0.004515076,0
BC,phl,1990,0.068488624,0.003038297,0
BC,plw,1990,0.040000824,0.001983884,0
BC,png,1990,0.07836813,0.002768195,0
BC,pol,1990,0.045311742,0.001593482,0
BC,pri,1990,0.067680352,0.00501805,0
BC,prk,1990,0.055728944,0.002226692,0
BC,prt,1990,0.034205915,0.001786699,0
BC,pry,1990,0.067438427,0.004515076,0
BC,pse,1990,0.065957336,0.003076237,0
BC,pyf,1990,0.040000824,0.001983884,0
BC,qat,1990,0.065957336,0.003076237,0
BC,reu,1990,0.0754709,0.009333994,0
BC,rou,1990,0.045311742,0.001593482,0
