# File: gains_iso_fuel_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,dieseloil,lightoil,natural_gas
BC,rus,1990,0.044867139,0.003154913,0
BC,rwa,1990,0.0754709,0.009333994,0
BC,sau,1990,0.065957336,0.003076237,0
BC,sdn,1990,0.0754709,0.009333994,0
BC,sen,1990,0.067801245,0.008135134,0
BC,sgp,1990,0.068488624,0.003038297,0
BC,slb,1990,0.040000824,0.001983884,0
BC,sle,1990,0.067801245,0.008135134,0
BC,slv,1990,0.067680352,0.00501805,0
BC,som,1990,0.0754709,0.009333994,0
BC,spm,1990,0.033676786,0.002171904,0
BC,srb,1990,0.045311742,0.001593482,0
BC,srb (kosovo),1990,0.045311742,0.001593482,0
BC,ssd,1990,0.0754709,0.009333994,0
BC,stp,1990,0.067801245,0.008135134,0
BC,sur,1990,0.067438427,0.004515076,0
BC,svk,1990,0.045311742,0.001593482,0
BC,svn,1990,0.045311742,0.001593482,0
BC,swe,1990,0.034205915,0.001786699,0
BC,swz,1990,0.067801245,0.008135134,0
BC,sxm,1990,0.067680352,0.00501805,0
BC,syc,1990,0.0754709,0.009333994,0
BC,syr,1990,0.065957336,0.003076237,0
BC,tca,1990,0.067680352,0.00501805,0
BC,tcd,1990,0.067801245,0.008135134,0
BC,tgo,1990,0.067801245,0.008135134,0
BC,tha,1990,0.068488624,0.003038297,0
BC,tjk,1990,0.069028199,0.004488976,0
BC,tkl,1990,0.040000824,0.001983884,0
BC,tkm,1990,0.069028199,0.004488976,0
BC,tls,1990,0.07836813,0.002768195,0
BC,ton,1990,0.040000824,0.001983884,0
BC,tto,1990,0.067680352,0.00501805,0
BC,tun,1990,0.075545025,0.007675728,0
BC,tur,1990,0.030127059,0.001634701,0
BC,twn,1990,0.059209409,0.004198148,0
BC,tza,1990,0.067801245,0.008135134,0
BC,uga,1990,0.0754709,0.009333994,0
BC,ukr,1990,0.027830907,0.002726368,0
BC,ury,1990,0.067438427,0.004515076,0
BC,usa,1990,0.033676786,0.002171904,0
BC,uzb,1990,0.069028199,0.004488976,0
BC,vct,1990,0.067680352,0.00501805,0
BC,ven,1990,0.067438427,0.004515076,0
BC,vgb,1990,0.067680352,0.00501805,0
BC,vir,1990,0.067680352,0.00501805,0
BC,vnm,1990,0.068488624,0.003038297,0
BC,vut,1990,0.040000824,0.001983884,0
BC,wlf,1990,0.040000824,0.001983884,0
BC,wsm,1990,0.040000824,0.001983884,0
BC,yem,1990,0.065957336,0.003076237,0
BC,zaf,1990,0.064882844,0.0034591,0
BC,zmb,1990,0.067801245,0.008135134,0
BC,zwe,1990,0.067801245,0.008135134,0
CH4,abw,1990,0.017595308,0.07610085,0.300357569
CH4,afg,1990,0.015486629,0.138021941,0.733333333
CH4,ago,1990,0.017601312,0.079746942,0.444444444
CH4,alb,1990,0.007788732,0.052287715,0.623996046
CH4,are,1990,0.017558884,0.076898005,0.29998585
CH4,arg,1990,0.016071178,0.074810825,0.674251497
CH4,arm,1990,0.01510377,0.064147607,0.312177706
CH4,asm,1990,0.015507259,0.066217969,0.700083893
CH4,atg,1990,0.017595308,0.07610085,0.300357569
CH4,aus,1990,0.015507259,0.066217969,0.700083893
CH4,aut,1990,0.007445061,0.055031156,0.49664557
CH4,aze,1990,0.01510377,0.064147607,0.312177706
CH4,bdi,1990,0.017601243,0.080529849,0.323758068
CH4,bel,1990,0.007445061,0.055031156,0.49664557
CH4,ben,1990,0.017601312,0.079746942,0.444444444
CH4,bfa,1990,0.017601312,0.079746942,0.444444444
CH4,bgd,1990,0.015486629,0.138021941,0.733333333
CH4,bgr,1990,0.007788732,0.052287715,0.623996046
CH4,bhr,1990,0.017558884,0.076898005,0.29998585
CH4,bhs,1990,0.017595308,0.07610085,0.300357569
CH4,bih,1990,0.007788732,0.052287715,0.623996046
CH4,blr,1990,0.015387573,0.065814473,0.458395145
CH4,blz,1990,0.017595308,0.07610085,0.300357569
CH4,bmu,1990,0.017595308,0.07610085,0.300357569
CH4,bol,1990,0.016071178,0.074810825,0.674251497
CH4,bra,1990,0.015960165,0.070353106,0.702702703
CH4,brb,1990,0.017595308,0.07610085,0.300357569
CH4,brn,1990,0.013023954,0.08493003,0.281877214
CH4,btn,1990,0.015486629,0.138021941,0.733333333
CH4,bwa,1990,0.017601312,0.079746942,0.444444444
CH4,caf,1990,0.017601312,0.079746942,0.444444444
CH4,can,1990,0.016542572,0.053227846,0.303574669
CH4,che,1990,0.007445061,0.055031156,0.49664557
CH4,chl,1990,0.016071178,0.074810825,0.674251497
CH4,chn,1990,0.014411252,0.088872086,0.299832496
CH4,civ,1990,0.017601312,0.079746942,0.444444444
CH4,cmr,1990,0.017601312,0.079746942,0.444444444
CH4,cod,1990,0.017601312,0.079746942,0.444444444
CH4,cog,1990,0.017601312,0.079746942,0.444444444
CH4,cok,1990,0.015507259,0.066217969,0.700083893
CH4,col,1990,0.016071178,0.074810825,0.674251497
CH4,com,1990,0.017601243,0.080529849,0.323758068
CH4,cpv,1990,0.017601312,0.079746942,0.444444444
CH4,cri,1990,0.017595308,0.07610085,0.300357569
CH4,cub,1990,0.017595308,0.07610085,0.300357569
CH4,cuw,1990,0.017595308,0.07610085,0.300357569
CH4,cym,1990,0.017595308,0.07610085,0.300357569
CH4,cyp,1990,0.007788732,0.052287715,0.623996046
CH4,cze,1990,0.007788732,0.052287715,0.623996046
CH4,deu,1990,0.007445061,0.055031156,0.49664557
CH4,dji,1990,0.017601243,0.080529849,0.323758068
CH4,dma,1990,0.017595308,0.07610085,0.300357569
CH4,dnk,1990,0.007445061,0.055031156,0.49664557
CH4,dom,1990,0.017595308,0.07610085,0.300357569
CH4,dza,1990,0.01759871,0.078831339,0.299967501
CH4,ecu,1990,0.016071178,0.074810825,0.674251497
CH4,egy,1990,0.01759871,0.078831339,0.299967501
CH4,eri,1990,0.017601243,0.080529849,0.323758068
CH4,esh,1990,0.01759871,0.078831339,0.299967501
CH4,esp,1990,0.007445061,0.055031156,0.49664557
CH4,est,1990,0.007788732,0.052287715,0.623996046
CH4,eth,1990,0.017601243,0.080529849,0.323758068
CH4,fin,1990,0.007445061,0.055031156,0.49664557
CH4,fji,1990,0.015507259,0.066217969,0.700083893
CH4,flk,1990,0.016071178,0.074810825,0.674251497
CH4,fra,1990,0.007445061,0.055031156,0.49664557
CH4,fro,1990,0.007445061,0.055031156,0.49664557
CH4,fsm,1990,0.015507259,0.066217969,0.700083893
CH4,gab,1990,0.017601312,0.079746942,0.444444444
CH4,gbr,1990,0.007445061,0.055031156,0.49664557
CH4,geo,1990,0.01510377,0.064147607,0.312177706
CH4,gha,1990,0.017601312,0.079746942,0.444444444
CH4,gib,1990,0.007445061,0.055031156,0.49664557
CH4,gin,1990,0.017601312,0.079746942,0.444444444
CH4,glp,1990,0.017595308,0.07610085,0.300357569
CH4,gmb,1990,0.017601312,0.079746942,0.444444444
CH4,gnb,1990,0.017601312,0.079746942,0.444444444
CH4,gnq,1990,0.017601312,0.079746942,0.444444444
CH4,grc,1990,0.007445061,0.055031156,0.49664557
CH4,grd,1990,0.017595308,0.07610085,0.300357569
CH4,grl,1990,0.007445061,0.055031156,0.49664557
CH4,gtm,1990,0.017595308,0.07610085,0.300357569
CH4,guf,1990,0.016071178,0.074810825,0.674251497
CH4,gum,1990,0.015507259,0.066217969,0.700083893
CH4,guy,1990,0.016071178,0.074810825,0.674251497
CH4,hkg,1990,0.014411252,0.088872086,0.299832496
CH4,hnd,1990,0.017595308,0.07610085,0.300357569
CH4,hrv,1990,0.007788732,0.052287715,0.623996046
CH4,hti,1990,0.017595308,0.07610085,0.300357569
CH4,hun,1990,0.007788732,0.052287715,0.623996046
CH4,idn,1990,0.012466998,0.083271926,0.700251889
CH4,ind,1990,0.015940263,0.179339613,0.606681374
CH4,irl,1990,0.007445061,0.055031156,0.49664557
CH4,irn,1990,0.017558884,0.076898005,0.29998585
CH4,irq,1990,0.017558884,0.076898005,0.29998585
CH4,isl,1990,0.007445061,0.055031156,0.49664557
CH4,isr,1990,0.017558884,0.076898005,0.29998585
CH4,ita,1990,0.007445061,0.055031156,0.49664557
CH4,jam,1990,0.017595308,0.07610085,0.300357569
CH4,jor,1990,0.017558884,0.076898005,0.29998585
CH4,jpn,1990,0.013813822,0.024101627,0.140214216
CH4,kaz,1990,0.014928874,0.066539209,0.299997042
CH4,ken,1990,0.017601243,0.080529849,0.323758068
CH4,kgz,1990,0.014928874,0.066539209,0.299997042
CH4,khm,1990,0.013023954,0.08493003,0.281877214
CH4,kir,1990,0.015507259,0.066217969,0.700083893
CH4,kna,1990,0.017595308,0.07610085,0.300357569
CH4,kor,1990,0.0113167,0.068428939,0.140011803
CH4,kwt,1990,0.017558884,0.076898005,0.29998585
CH4,lao,1990,0.013023954,0.08493003,0.281877214
CH4,lbn,1990,0.017558884,0.076898005,0.29998585
CH4,lbr,1990,0.017601312,0.079746942,0.444444444
CH4,lby,1990,0.01759871,0.078831339,0.299967501
CH4,lca,1990,0.017595308,0.07610085,0.300357569
CH4,lie,1990,0.007445061,0.055031156,0.49664557
CH4,lka,1990,0.015486629,0.138021941,0.733333333
CH4,lso,1990,0.017601312,0.079746942,0.444444444
CH4,ltu,1990,0.007788732,0.052287715,0.623996046
CH4,lux,1990,0.007445061,0.055031156,0.49664557
CH4,lva,1990,0.007788732,0.052287715,0.623996046
CH4,mac,1990,0.014411252,0.088872086,0.299832496
CH4,mar,1990,0.01759871,0.078831339,0.299967501
CH4,mda,1990,0.015387573,0.065814473,0.458395145
CH4,mdg,1990,0.017601243,0.080529849,0.323758068
CH4,mdv,1990,0.015486629,0.138021941,0.733333333
CH4,mex,1990,0.016269266,0.06290398,0.25
CH4,mhl,1990,0.015507259,0.066217969,0.700083893
CH4,mkd,1990,0.007788732,0.052287715,0.623996046
CH4,mli,1990,0.017601312,0.079746942,0.444444444
CH4,mlt,1990,0.007788732,0.052287715,0.623996046
CH4,mmr,1990,0.013023954,0.08493003,0.281877214
CH4,mne,1990,0.007788732,0.052287715,0.623996046
CH4,mng,1990,0.014411252,0.088872086,0.299832496
CH4,moz,1990,0.017601312,0.079746942,0.444444444
CH4,mrt,1990,0.017601312,0.079746942,0.444444444
CH4,msr,1990,0.017595308,0.07610085,0.300357569
CH4,mtq,1990,0.017595308,0.07610085,0.300357569
CH4,mus,1990,0.017601243,0.080529849,0.323758068
CH4,mwi,1990,0.017601312,0.079746942,0.444444444
CH4,mys,1990,0.013023954,0.08493003,0.281877214
CH4,nam,1990,0.017601312,0.079746942,0.444444444
CH4,ncl,1990,0.015507259,0.066217969,0.700083893
CH4,ner,1990,0.017601312,0.079746942,0.444444444
CH4,nga,1990,0.017601312,0.079746942,0.444444444
CH4,nic,1990,0.017595308,0.07610085,0.300357569
CH4,niu,1990,0.015507259,0.066217969,0.700083893
CH4,nld,1990,0.007445061,0.055031156,0.49664557
CH4,nor,1990,0.007445061,0.055031156,0.49664557
CH4,npl,1990,0.015486629,0.138021941,0.733333333
CH4,nzl,1990,0.015507259,0.066217969,0.700083893
CH4,omn,1990,0.017558884,0.076898005,0.29998585
CH4,pak,1990,0.015486629,0.138021941,0.733333333
CH4,pan,1990,0.017595308,0.07610085,0.300357569
CH4,per,1990,0.016071178,0.074810825,0.674251497
CH4,phl,1990,0.013023954,0.08493003,0.281877214
CH4,plw,1990,0.015507259,0.066217969,0.700083893
CH4,png,1990,0.012466998,0.083271926,0.700251889
CH4,pol,1990,0.007788732,0.052287715,0.623996046
CH4,pri,1990,0.017595308,0.07610085,0.300357569
CH4,prk,1990,0.0113167,0.068428939,0.140011803
CH4,prt,1990,0.007445061,0.055031156,0.49664557
CH4,pry,1990,0.016071178,0.074810825,0.674251497
CH4,pse,1990,0.017558884,0.076898005,0.29998585
CH4,pyf,1990,0.015507259,0.066217969,0.700083893
CH4,qat,1990,0.017558884,0.076898005,0.29998585
CH4,reu,1990,0.017601243,0.080529849,0.323758068
CH4,rou,1990,0.007788732,0.052287715,0.623996046
CH4,rus,1990,0.01510377,0.064147607,0.312177706
CH4,rwa,1990,0.017601243,0.080529849,0.323758068
CH4,sau,1990,0.017558884,0.076898005,0.29998585
CH4,sdn,1990,0.017601243,0.080529849,0.323758068
CH4,sen,1990,0.017601312,0.079746942,0.444444444
CH4,sgp,1990,0.013023954,0.08493003,0.281877214
CH4,slb,1990,0.015507259,0.066217969,0.700083893
CH4,sle,1990,0.017601312,0.079746942,0.444444444
CH4,slv,1990,0.017595308,0.07610085,0.300357569
CH4,som,1990,0.017601243,0.080529849,0.323758068
CH4,spm,1990,0.017261988,0.032620747,0.299999845
CH4,srb,1990,0.007788732,0.052287715,0.623996046
CH4,srb (kosovo),1990,0.007788732,0.052287715,0.623996046
CH4,ssd,1990,0.017601243,0.080529849,0.323758068
CH4,stp,1990,0.017601312,0.079746942,0.444444444
CH4,sur,1990,0.016071178,0.074810825,0.674251497
CH4,svk,1990,0.007788732,0.052287715,0.623996046
CH4,svn,1990,0.007788732,0.052287715,0.623996046
CH4,swe,1990,0.007445061,0.055031156,0.49664557
CH4,swz,1990,0.017601312,0.079746942,0.444444444
CH4,sxm,1990,0.017595308,0.07610085,0.300357569
CH4,syc,1990,0.017601243,0.080529849,0.323758068
CH4,syr,1990,0.017558884,0.076898005,0.29998585
CH4,tca,1990,0.017595308,0.07610085,0.300357569
CH4,tcd,1990,0.017601312,0.079746942,0.444444444
CH4,tgo,1990,0.017601312,0.079746942,0.444444444
CH4,tha,1990,0.013023954,0.08493003,0.281877214
CH4,tjk,1990,0.014928874,0.066539209,0.299997042
CH4,tkl,1990,0.015507259,0.066217969,0.700083893
CH4,tkm,1990,0.014928874,0.066539209,0.299997042
CH4,tls,1990,0.012466998,0.083271926,0.700251889
CH4,ton,1990,0.015507259,0.066217969,0.700083893
CH4,tto,1990,0.017595308,0.07610085,0.300357569
CH4,tun,1990,0.01759871,0.078831339,0.299967501
CH4,tur,1990,0.014722595,0.068591609,0.300229183
CH4,twn,1990,0.014411252,0.088872086,0.299832496
CH4,tza,1990,0.017601312,0.079746942,0.444444444
CH4,uga,1990,0.017601243,0.080529849,0.323758068
CH4,ukr,1990,0.015387573,0.065814473,0.458395145
CH4,ury,1990,0.016071178,0.074810825,0.674251497
CH4,usa,1990,0.017261988,0.032620747,0.299999845
CH4,uzb,1990,0.014928874,0.066539209,0.299997042
CH4,vct,1990,0.017595308,0.07610085,0.300357569
CH4,ven,1990,0.016071178,0.074810825,0.674251497
CH4,vgb,1990,0.017595308,0.07610085,0.300357569
CH4,vir,1990,0.017595308,0.07610085,0.300357569
CH4,vnm,1990,0.013023954,0.08493003,0.281877214
CH4,vut,1990,0.015507259,0.066217969,0.700083893
CH4,wlf,1990,0.015507259,0.066217969,0.700083893
CH4,wsm,1990,0.015507259,0.066217969,0.700083893
CH4,yem,1990,0.017558884,0.076898005,0.29998585
CH4,zaf,1990,0.017600687,0.079742898,0.571428571
CH4,zmb,1990,0.017601312,0.079746942,0.444444444
CH4,zwe,1990,0.017601312,0.079746942,0.444444444
CO,abw,1990,1.069929393,8.636905424,0.700834327
CO,afg,1990,2.080159491,13.9347941,0.733333333
CO,ago,1990,1.072184416,8.003826456,0.444444444
CO,alb,1990,0.310809345,7.326454979,0.076732979
CO,are,1990,1.058662961,8.364121409,0.70001415
CO,arg,1990,0.951095174,8.490156312,0.718682635
CO,arm,1990,0.956884347,8.702262875,0.701341301
CO,asm,1990,0.862242831,7.798419633,0.720218121
CO,atg,1990,1.069929393,8.636905424,0.700834327
CO,aus,1990,0.862242831,7.798419633,0.720218121
CO,aut,1990,0.265421056,5.01999121,0.722278481
CO,aze,1990,0.956884347,8.702262875,0.701341301
CO,bdi,1990,1.170003986,9.409959015,0.702185261
CO,bel,1990,0.265421056,5.01999121,0.722278481
CO,ben,1990,1.072184416,8.003826456,0.444444444
CO,bfa,1990,1.072184416,8.003826456,0.444444444
CO,bgd,1990,2.080159491,13.9347941,0.733333333
CO,bgr,1990,0.310809345,7.326454979,0.076732979
CO,bhr,1990,1.058662961,8.364121409,0.70001415
CO,bhs,1990,1.069929393,8.636905424,0.700834327
CO,bih,1990,0.310809345,7.326454979,0.076732979
CO,blr,1990,0.980072873,8.510209377,0.708833446
CO,blz,1990,1.069929393,8.636905424,0.700834327
CO,bmu,1990,1.069929393,8.636905424,0.700834327
CO,bol,1990,0.951095174,8.490156312,0.718682635
CO,bra,1990,0.921485087,8.258699281,0.716216216
CO,brb,1990,1.069929393,8.636905424,0.700834327
CO,brn,1990,0.722772724,8.075871122,0.359946871
CO,btn,1990,2.080159491,13.9347941,0.733333333
CO,bwa,1990,1.072184416,8.003826456,0.444444444
CO,caf,1990,1.072184416,8.003826456,0.444444444
CO,can,1990,0.935991879,7.019556254,0.699180152
CO,che,1990,0.265421056,5.01999121,0.722278481
CO,chl,1990,0.951095174,8.490156312,0.718682635
CO,chn,1990,1.820000553,14.9249046,0.700167504
CO,civ,1990,1.072184416,8.003826456,0.444444444
CO,cmr,1990,1.072184416,8.003826456,0.444444444
CO,cod,1990,1.072184416,8.003826456,0.444444444
CO,cog,1990,1.072184416,8.003826456,0.444444444
CO,cok,1990,0.862242831,7.798419633,0.720218121
CO,col,1990,0.951095174,8.490156312,0.718682635
CO,com,1990,1.170003986,9.409959015,0.702185261
CO,cpv,1990,1.072184416,8.003826456,0.444444444
CO,cri,1990,1.069929393,8.636905424,0.700834327
CO,cub,1990,1.069929393,8.636905424,0.700834327
CO,cuw,1990,1.069929393,8.636905424,0.700834327
CO,cym,1990,1.069929393,8.636905424,0.700834327
CO,cyp,1990,0.310809345,7.326454979,0.076732979
CO,cze,1990,0.310809345,7.326454979,0.076732979
CO,deu,1990,0.265421056,5.01999121,0.722278481
CO,dji,1990,1.170003986,9.409959015,0.702185261
CO,dma,1990,1.069929393,8.636905424,0.700834327
CO,dnk,1990,0.265421056,5.01999121,0.722278481
CO,dom,1990,1.069929393,8.636905424,0.700834327
CO,dza,1990,1.169998677,9.404926513,0.699951251
CO,ecu,1990,0.951095174,8.490156312,0.718682635
CO,egy,1990,1.169998677,9.404926513,0.699951251
CO,eri,1990,1.170003986,9.409959015,0.702185261
CO,esh,1990,1.169998677,9.404926513,0.699951251
CO,esp,1990,0.265421056,5.01999121,0.722278481
CO,est,1990,0.310809345,7.326454979,0.076732979
CO,eth,1990,1.170003986,9.409959015,0.702185261
CO,fin,1990,0.265421056,5.01999121,0.722278481
CO,fji,1990,0.862242831,7.798419633,0.720218121
CO,flk,1990,0.951095174,8.490156312,0.718682635
CO,fra,1990,0.265421056,5.01999121,0.722278481
CO,fro,1990,0.265421056,5.01999121,0.722278481
CO,fsm,1990,0.862242831,7.798419633,0.720218121
CO,gab,1990,1.072184416,8.003826456,0.444444444
CO,gbr,1990,0.265421056,5.01999121,0.722278481
CO,geo,1990,0.956884347,8.702262875,0.701341301
CO,gha,1990,1.072184416,8.003826456,0.444444444
CO,gib,1990,0.265421056,5.01999121,0.722278481
CO,gin,1990,1.072184416,8.003826456,0.444444444
CO,glp,1990,1.069929393,8.636905424,0.700834327
CO,gmb,1990,1.072184416,8.003826456,0.444444444
CO,gnb,1990,1.072184416,8.003826456,0.444444444
CO,gnq,1990,1.072184416,8.003826456,0.444444444
CO,grc,1990,0.265421056,5.01999121,0.722278481
CO,grd,1990,1.069929393,8.636905424,0.700834327
CO,grl,1990,0.265421056,5.01999121,0.722278481
CO,gtm,1990,1.069929393,8.636905424,0.700834327
CO,guf,1990,0.951095174,8.490156312,0.718682635
CO,gum,1990,0.862242831,7.798419633,0.720218121
CO,guy,1990,0.951095174,8.490156312,0.718682635
