# File: gains_iso_sector_emissions.csv
# Title: Sectorwise emission factors from GAINS dataset by ISO
# Units: kt/EJ
# Comments: These emissions factors are used to divide CEDS emissions into different transportation  categories
# Source:GAINS dataset
# Column types: ccinnn
# ----------
Non.co2,iso,year,Freight,Motorcycle,Passenger
NH3,cog,2015,0.000191978,0.000794705,0.011288736
NH3,cok,2015,0.000517295,0.015192832,0.009768817
NH3,col,2015,0.000291209,0.012601878,0.011283946
NH3,com,2015,0.000289158,0.001005067,0.012136669
NH3,cpv,2015,0.000191978,0.000794705,0.011288736
NH3,cri,2015,0.000290886,0.013208922,0.013834535
NH3,cub,2015,0.000290886,0.013208922,0.013834535
NH3,cuw,2015,0.000290886,0.013208922,0.013834535
NH3,cym,2015,0.000290886,0.013208922,0.013834535
NH3,cyp,2015,0.000359709,0.002913063,0.007125789
NH3,cze,2015,0.000359709,0.002913063,0.007125789
NH3,deu,2015,0.00035595,0.0021828,0.007076803
NH3,dji,2015,0.000289158,0.001005067,0.012136669
NH3,dma,2015,0.000290886,0.013208922,0.013834535
NH3,dnk,2015,0.00035595,0.0021828,0.007076803
NH3,dom,2015,0.000290886,0.013208922,0.013834535
NH3,dza,2015,0.000290224,0.000981808,0.011033476
NH3,ecu,2015,0.000291209,0.012601878,0.011283946
NH3,egy,2015,0.000290224,0.000981808,0.011033476
NH3,eri,2015,0.000289158,0.001005067,0.012136669
NH3,esh,2015,0.000290224,0.000981808,0.011033476
NH3,esp,2015,0.00035595,0.0021828,0.007076803
NH3,est,2015,0.000359709,0.002913063,0.007125789
NH3,eth,2015,0.000289158,0.001005067,0.012136669
NH3,fin,2015,0.00035595,0.0021828,0.007076803
NH3,fji,2015,0.000517295,0.015192832,0.009768817
NH3,flk,2015,0.000291209,0.012601878,0.011283946
NH3,fra,2015,0.00035595,0.0021828,0.007076803
NH3,fro,2015,0.00035595,0.0021828,0.007076803
NH3,fsm,2015,0.000517295,0.015192832,0.009768817
NH3,gab,2015,0.000191978,0.000794705,0.011288736
NH3,gbr,2015,0.00035595,0.0021828,0.007076803
NH3,geo,2015,0.000431617,0.002871326,0.015387126
NH3,gha,2015,0.000191978,0.000794705,0.011288736
NH3,gib,2015,0.00035595,0.0021828,0.007076803
NH3,gin,2015,0.000191978,0.000794705,0.011288736
NH3,glp,2015,0.000290886,0.013208922,0.013834535
NH3,gmb,2015,0.000191978,0.000794705,0.011288736
NH3,gnb,2015,0.000191978,0.000794705,0.011288736
NH3,gnq,2015,0.000191978,0.000794705,0.011288736
NH3,grc,2015,0.00035595,0.0021828,0.007076803
NH3,grd,2015,0.000290886,0.013208922,0.013834535
NH3,grl,2015,0.00035595,0.0021828,0.007076803
NH3,gtm,2015,0.000290886,0.013208922,0.013834535
NH3,guf,2015,0.000291209,0.012601878,0.011283946
NH3,gum,2015,0.000517295,0.015192832,0.009768817
NH3,guy,2015,0.000291209,0.012601878,0.011283946
NH3,hkg,2015,0.000777722,0.015504264,0.010090165
NH3,hnd,2015,0.000290886,0.013208922,0.013834535
NH3,hrv,2015,0.000359709,0.002913063,0.007125789
NH3,hti,2015,0.000290886,0.013208922,0.013834535
NH3,hun,2015,0.000359709,0.002913063,0.007125789
NH3,idn,2015,0.000278892,0.009546388,0.006262348
NH3,ind,2015,0.000296336,0.012894142,0.008188555
NH3,irl,2015,0.00035595,0.0021828,0.007076803
NH3,irn,2015,0.000266845,0.010517474,0.014429374
NH3,irq,2015,0.000266845,0.010517474,0.014429374
NH3,isl,2015,0.00035595,0.0021828,0.007076803
NH3,isr,2015,0.000266845,0.010517474,0.014429374
NH3,ita,2015,0.00035595,0.0021828,0.007076803
NH3,jam,2015,0.000290886,0.013208922,0.013834535
NH3,jor,2015,0.000266845,0.010517474,0.014429374
NH3,jpn,2015,0.000727521,0.014661822,0.003006231
NH3,kaz,2015,0.000584515,0.003952569,0.002383929
NH3,ken,2015,0.000289158,0.001005067,0.012136669
NH3,kgz,2015,0.000584515,0.003952569,0.002383929
NH3,khm,2015,0.000343046,0.013725695,0.007583447
NH3,kir,2015,0.000517295,0.015192832,0.009768817
NH3,kna,2015,0.000290886,0.013208922,0.013834535
NH3,kor,2015,0.002061504,0.01371161,0.004086535
NH3,kwt,2015,0.000266845,0.010517474,0.014429374
NH3,lao,2015,0.000343046,0.013725695,0.007583447
NH3,lbn,2015,0.000266845,0.010517474,0.014429374
NH3,lbr,2015,0.000191978,0.000794705,0.011288736
NH3,lby,2015,0.000290224,0.000981808,0.011033476
NH3,lca,2015,0.000290886,0.013208922,0.013834535
NH3,lie,2015,0.00035595,0.0021828,0.007076803
NH3,lka,2015,0.000283648,0.006778031,0.007533856
NH3,lso,2015,0.000191978,0.000794705,0.011288736
NH3,ltu,2015,0.000359709,0.002913063,0.007125789
NH3,lux,2015,0.00035595,0.0021828,0.007076803
NH3,lva,2015,0.000359709,0.002913063,0.007125789
NH3,mac,2015,0.000777722,0.015504264,0.010090165
NH3,mar,2015,0.000290224,0.000981808,0.011033476
NH3,mda,2015,0.000325494,0.001322592,0.01455922
NH3,mdg,2015,0.000289158,0.001005067,0.012136669
NH3,mdv,2015,0.000283648,0.006778031,0.007533856
NH3,mex,2015,0.000882238,0.008203125,0.014527887
NH3,mhl,2015,0.000517295,0.015192832,0.009768817
NH3,mkd,2015,0.000359709,0.002913063,0.007125789
NH3,mli,2015,0.000191978,0.000794705,0.011288736
NH3,mlt,2015,0.000359709,0.002913063,0.007125789
NH3,mmr,2015,0.000343046,0.013725695,0.007583447
NH3,mne,2015,0.000359709,0.002913063,0.007125789
NH3,mng,2015,0.000777722,0.015504264,0.010090165
NH3,moz,2015,0.000191978,0.000794705,0.011288736
NH3,mrt,2015,0.000191978,0.000794705,0.011288736
NH3,msr,2015,0.000290886,0.013208922,0.013834535
NH3,mtq,2015,0.000290886,0.013208922,0.013834535
NH3,mus,2015,0.000289158,0.001005067,0.012136669
NH3,mwi,2015,0.000191978,0.000794705,0.011288736
NH3,mys,2015,0.000343046,0.013725695,0.007583447
NH3,nam,2015,0.000191978,0.000794705,0.011288736
NH3,ncl,2015,0.000517295,0.015192832,0.009768817
NH3,ner,2015,0.000191978,0.000794705,0.011288736
NH3,nga,2015,0.000191978,0.000794705,0.011288736
NH3,nic,2015,0.000290886,0.013208922,0.013834535
NH3,niu,2015,0.000517295,0.015192832,0.009768817
NH3,nld,2015,0.00035595,0.0021828,0.007076803
NH3,nor,2015,0.00035595,0.0021828,0.007076803
NH3,npl,2015,0.000283648,0.006778031,0.007533856
NH3,nzl,2015,0.000517295,0.015192832,0.009768817
NH3,omn,2015,0.000266845,0.010517474,0.014429374
NH3,pak,2015,0.000283648,0.006778031,0.007533856
NH3,pan,2015,0.000290886,0.013208922,0.013834535
NH3,per,2015,0.000291209,0.012601878,0.011283946
NH3,phl,2015,0.000343046,0.013725695,0.007583447
NH3,plw,2015,0.000517295,0.015192832,0.009768817
NH3,png,2015,0.000278892,0.009546388,0.006262348
NH3,pol,2015,0.000359709,0.002913063,0.007125789
NH3,pri,2015,0.000290886,0.013208922,0.013834535
NH3,prk,2015,0.002061504,0.01371161,0.004086535
NH3,prt,2015,0.00035595,0.0021828,0.007076803
NH3,pry,2015,0.000291209,0.012601878,0.011283946
NH3,pse,2015,0.000266845,0.010517474,0.014429374
NH3,pyf,2015,0.000517295,0.015192832,0.009768817
NH3,qat,2015,0.000266845,0.010517474,0.014429374
NH3,reu,2015,0.000289158,0.001005067,0.012136669
NH3,rou,2015,0.000359709,0.002913063,0.007125789
NH3,rus,2015,0.000431617,0.002871326,0.015387126
NH3,rwa,2015,0.000289158,0.001005067,0.012136669
NH3,sau,2015,0.000266845,0.010517474,0.014429374
NH3,sdn,2015,0.000289158,0.001005067,0.012136669
NH3,sen,2015,0.000191978,0.000794705,0.011288736
NH3,sgp,2015,0.000343046,0.013725695,0.007583447
NH3,slb,2015,0.000517295,0.015192832,0.009768817
NH3,sle,2015,0.000191978,0.000794705,0.011288736
NH3,slv,2015,0.000290886,0.013208922,0.013834535
NH3,som,2015,0.000289158,0.001005067,0.012136669
NH3,spm,2015,0.001383426,0.008829536,0.008166547
NH3,srb,2015,0.000359709,0.002913063,0.007125789
NH3,srb (kosovo),2015,0.000359709,0.002913063,0.007125789
NH3,ssd,2015,0.000289158,0.001005067,0.012136669
NH3,stp,2015,0.000191978,0.000794705,0.011288736
NH3,sur,2015,0.000291209,0.012601878,0.011283946
NH3,svk,2015,0.000359709,0.002913063,0.007125789
NH3,svn,2015,0.000359709,0.002913063,0.007125789
NH3,swe,2015,0.00035595,0.0021828,0.007076803
NH3,swz,2015,0.000191978,0.000794705,0.011288736
NH3,sxm,2015,0.000290886,0.013208922,0.013834535
NH3,syc,2015,0.000289158,0.001005067,0.012136669
NH3,syr,2015,0.000266845,0.010517474,0.014429374
NH3,tca,2015,0.000290886,0.013208922,0.013834535
NH3,tcd,2015,0.000191978,0.000794705,0.011288736
NH3,tgo,2015,0.000191978,0.000794705,0.011288736
NH3,tha,2015,0.000343046,0.013725695,0.007583447
NH3,tjk,2015,0.000584515,0.003952569,0.002383929
NH3,tkl,2015,0.000517295,0.015192832,0.009768817
NH3,tkm,2015,0.000584515,0.003952569,0.002383929
NH3,tls,2015,0.000278892,0.009546388,0.006262348
NH3,ton,2015,0.000517295,0.015192832,0.009768817
NH3,tto,2015,0.000290886,0.013208922,0.013834535
NH3,tun,2015,0.000290224,0.000981808,0.011033476
NH3,tur,2015,0.000398025,0.001785006,0.003929025
NH3,twn,2015,0.000777722,0.015504264,0.010090165
NH3,tza,2015,0.000191978,0.000794705,0.011288736
NH3,uga,2015,0.000289158,0.001005067,0.012136669
NH3,ukr,2015,0.000325494,0.001322592,0.01455922
NH3,ury,2015,0.000291209,0.012601878,0.011283946
NH3,usa,2015,0.001383426,0.008829536,0.008166547
NH3,uzb,2015,0.000584515,0.003952569,0.002383929
NH3,vct,2015,0.000290886,0.013208922,0.013834535
NH3,ven,2015,0.000291209,0.012601878,0.011283946
NH3,vgb,2015,0.000290886,0.013208922,0.013834535
NH3,vir,2015,0.000290886,0.013208922,0.013834535
NH3,vnm,2015,0.000343046,0.013725695,0.007583447
NH3,vut,2015,0.000517295,0.015192832,0.009768817
NH3,wlf,2015,0.000517295,0.015192832,0.009768817
NH3,wsm,2015,0.000517295,0.015192832,0.009768817
NH3,yem,2015,0.000266845,0.010517474,0.014429374
NH3,zaf,2015,0.000278409,0.007051016,0.005610003
NH3,zmb,2015,0.000191978,0.000794705,0.011288736
NH3,zwe,2015,0.000191978,0.000794705,0.011288736
NMVOC,abw,2015,0.118163497,1.518295476,0.594965329
NMVOC,afg,2015,0.257254683,3.037271697,0.668033639
NMVOC,ago,2015,0.142870028,2.565962672,0.821313743
NMVOC,alb,2015,0.023428428,1.825439129,0.114053081
NMVOC,are,2015,0.086387085,1.966577239,0.32200165
NMVOC,arg,2015,0.107891933,1.748626253,0.50292132
NMVOC,arm,2015,0.165282473,4.386864018,0.330929257
NMVOC,asm,2015,0.073146485,1.81314055,0.120019605
NMVOC,atg,2015,0.118163497,1.518295476,0.594965329
NMVOC,aus,2015,0.073146485,1.81314055,0.120019605
NMVOC,aut,2015,0.01146471,0.979076725,0.03474625
NMVOC,aze,2015,0.165282473,4.386864018,0.330929257
NMVOC,bdi,2015,0.144218951,2.810273447,0.784367467
NMVOC,bel,2015,0.01146471,0.979076725,0.03474625
NMVOC,ben,2015,0.142870028,2.565962672,0.821313743
NMVOC,bfa,2015,0.142870028,2.565962672,0.821313743
NMVOC,bgd,2015,0.257254683,3.037271697,0.668033639
NMVOC,bgr,2015,0.023428428,1.825439129,0.114053081
NMVOC,bhr,2015,0.086387085,1.966577239,0.32200165
NMVOC,bhs,2015,0.118163497,1.518295476,0.594965329
NMVOC,bih,2015,0.023428428,1.825439129,0.114053081
NMVOC,blr,2015,0.122155516,2.64175636,0.266952453
NMVOC,blz,2015,0.118163497,1.518295476,0.594965329
NMVOC,bmu,2015,0.118163497,1.518295476,0.594965329
NMVOC,bol,2015,0.107891933,1.748626253,0.50292132
NMVOC,bra,2015,0.067889601,1.802231426,0.111069796
NMVOC,brb,2015,0.118163497,1.518295476,0.594965329
NMVOC,brn,2015,0.152895402,1.986113921,0.394673259
NMVOC,btn,2015,0.257254683,3.037271697,0.668033639
NMVOC,bwa,2015,0.142870028,2.565962672,0.821313743
NMVOC,caf,2015,0.142870028,2.565962672,0.821313743
NMVOC,can,2015,0.068358769,1.426167138,0.093084478
NMVOC,che,2015,0.01146471,0.979076725,0.03474625
NMVOC,chl,2015,0.107891933,1.748626253,0.50292132
NMVOC,chn,2015,0.106659324,0.720216085,0.229555522
NMVOC,civ,2015,0.142870028,2.565962672,0.821313743
NMVOC,cmr,2015,0.142870028,2.565962672,0.821313743
NMVOC,cod,2015,0.142870028,2.565962672,0.821313743
NMVOC,cog,2015,0.142870028,2.565962672,0.821313743
NMVOC,cok,2015,0.073146485,1.81314055,0.120019605
NMVOC,col,2015,0.107891933,1.748626253,0.50292132
NMVOC,com,2015,0.144218951,2.810273447,0.784367467
NMVOC,cpv,2015,0.142870028,2.565962672,0.821313743
NMVOC,cri,2015,0.118163497,1.518295476,0.594965329
NMVOC,cub,2015,0.118163497,1.518295476,0.594965329
NMVOC,cuw,2015,0.118163497,1.518295476,0.594965329
NMVOC,cym,2015,0.118163497,1.518295476,0.594965329
NMVOC,cyp,2015,0.023428428,1.825439129,0.114053081
NMVOC,cze,2015,0.023428428,1.825439129,0.114053081
NMVOC,deu,2015,0.01146471,0.979076725,0.03474625
NMVOC,dji,2015,0.144218951,2.810273447,0.784367467
NMVOC,dma,2015,0.118163497,1.518295476,0.594965329
NMVOC,dnk,2015,0.01146471,0.979076725,0.03474625
NMVOC,dom,2015,0.118163497,1.518295476,0.594965329
NMVOC,dza,2015,0.152264169,2.534173294,0.765208274
NMVOC,ecu,2015,0.107891933,1.748626253,0.50292132
NMVOC,egy,2015,0.152264169,2.534173294,0.765208274
NMVOC,eri,2015,0.144218951,2.810273447,0.784367467
NMVOC,esh,2015,0.152264169,2.534173294,0.765208274
NMVOC,esp,2015,0.01146471,0.979076725,0.03474625
NMVOC,est,2015,0.023428428,1.825439129,0.114053081
NMVOC,eth,2015,0.144218951,2.810273447,0.784367467
NMVOC,fin,2015,0.01146471,0.979076725,0.03474625
NMVOC,fji,2015,0.073146485,1.81314055,0.120019605
NMVOC,flk,2015,0.107891933,1.748626253,0.50292132
NMVOC,fra,2015,0.01146471,0.979076725,0.03474625
NMVOC,fro,2015,0.01146471,0.979076725,0.03474625
NMVOC,fsm,2015,0.073146485,1.81314055,0.120019605
NMVOC,gab,2015,0.142870028,2.565962672,0.821313743
NMVOC,gbr,2015,0.01146471,0.979076725,0.03474625
NMVOC,geo,2015,0.165282473,4.386864018,0.330929257
NMVOC,gha,2015,0.142870028,2.565962672,0.821313743
NMVOC,gib,2015,0.01146471,0.979076725,0.03474625
NMVOC,gin,2015,0.142870028,2.565962672,0.821313743
NMVOC,glp,2015,0.118163497,1.518295476,0.594965329
NMVOC,gmb,2015,0.142870028,2.565962672,0.821313743
NMVOC,gnb,2015,0.142870028,2.565962672,0.821313743
NMVOC,gnq,2015,0.142870028,2.565962672,0.821313743
NMVOC,grc,2015,0.01146471,0.979076725,0.03474625
NMVOC,grd,2015,0.118163497,1.518295476,0.594965329
NMVOC,grl,2015,0.01146471,0.979076725,0.03474625
NMVOC,gtm,2015,0.118163497,1.518295476,0.594965329
NMVOC,guf,2015,0.107891933,1.748626253,0.50292132
NMVOC,gum,2015,0.073146485,1.81314055,0.120019605
NMVOC,guy,2015,0.107891933,1.748626253,0.50292132
NMVOC,hkg,2015,0.106659324,0.720216085,0.229555522
NMVOC,hnd,2015,0.118163497,1.518295476,0.594965329
NMVOC,hrv,2015,0.023428428,1.825439129,0.114053081
NMVOC,hti,2015,0.118163497,1.518295476,0.594965329
NMVOC,hun,2015,0.023428428,1.825439129,0.114053081
NMVOC,idn,2015,0.127439445,1.396733036,0.752642054
NMVOC,ind,2015,0.101533125,1.341444489,0.092228677
NMVOC,irl,2015,0.01146471,0.979076725,0.03474625
NMVOC,irn,2015,0.086387085,1.966577239,0.32200165
NMVOC,irq,2015,0.086387085,1.966577239,0.32200165
NMVOC,isl,2015,0.01146471,0.979076725,0.03474625
NMVOC,isr,2015,0.086387085,1.966577239,0.32200165
NMVOC,ita,2015,0.01146471,0.979076725,0.03474625
NMVOC,jam,2015,0.118163497,1.518295476,0.594965329
NMVOC,jor,2015,0.086387085,1.966577239,0.32200165
NMVOC,jpn,2015,0.030266923,0.862881461,0.050673107
NMVOC,kaz,2015,0.350876247,2.198322525,1.174036644
NMVOC,ken,2015,0.144218951,2.810273447,0.784367467
NMVOC,kgz,2015,0.350876247,2.198322525,1.174036644
NMVOC,khm,2015,0.152895402,1.986113921,0.394673259
NMVOC,kir,2015,0.073146485,1.81314055,0.120019605
NMVOC,kna,2015,0.118163497,1.518295476,0.594965329
NMVOC,kor,2015,0.049978194,1.161857585,0.067497492
NMVOC,kwt,2015,0.086387085,1.966577239,0.32200165
NMVOC,lao,2015,0.152895402,1.986113921,0.394673259
NMVOC,lbn,2015,0.086387085,1.966577239,0.32200165
NMVOC,lbr,2015,0.142870028,2.565962672,0.821313743
NMVOC,lby,2015,0.152264169,2.534173294,0.765208274
NMVOC,lca,2015,0.118163497,1.518295476,0.594965329
NMVOC,lie,2015,0.01146471,0.979076725,0.03474625
NMVOC,lka,2015,0.257254683,3.037271697,0.668033639
NMVOC,lso,2015,0.142870028,2.565962672,0.821313743
NMVOC,ltu,2015,0.023428428,1.825439129,0.114053081
NMVOC,lux,2015,0.01146471,0.979076725,0.03474625
NMVOC,lva,2015,0.023428428,1.825439129,0.114053081
NMVOC,mac,2015,0.106659324,0.720216085,0.229555522
NMVOC,mar,2015,0.152264169,2.534173294,0.765208274
NMVOC,mda,2015,0.122155516,2.64175636,0.266952453
NMVOC,mdg,2015,0.144218951,2.810273447,0.784367467
NMVOC,mdv,2015,0.257254683,3.037271697,0.668033639
NMVOC,mex,2015,0.072887549,5.01269933,0.223270193
NMVOC,mhl,2015,0.073146485,1.81314055,0.120019605
NMVOC,mkd,2015,0.023428428,1.825439129,0.114053081
NMVOC,mli,2015,0.142870028,2.565962672,0.821313743
NMVOC,mlt,2015,0.023428428,1.825439129,0.114053081
NMVOC,mmr,2015,0.152895402,1.986113921,0.394673259
NMVOC,mne,2015,0.023428428,1.825439129,0.114053081
NMVOC,mng,2015,0.106659324,0.720216085,0.229555522
NMVOC,moz,2015,0.142870028,2.565962672,0.821313743
NMVOC,mrt,2015,0.142870028,2.565962672,0.821313743
NMVOC,msr,2015,0.118163497,1.518295476,0.594965329
NMVOC,mtq,2015,0.118163497,1.518295476,0.594965329
NMVOC,mus,2015,0.144218951,2.810273447,0.784367467
NMVOC,mwi,2015,0.142870028,2.565962672,0.821313743
NMVOC,mys,2015,0.152895402,1.986113921,0.394673259
NMVOC,nam,2015,0.142870028,2.565962672,0.821313743
NMVOC,ncl,2015,0.073146485,1.81314055,0.120019605
NMVOC,ner,2015,0.142870028,2.565962672,0.821313743
NMVOC,nga,2015,0.142870028,2.565962672,0.821313743
NMVOC,nic,2015,0.118163497,1.518295476,0.594965329
NMVOC,niu,2015,0.073146485,1.81314055,0.120019605
NMVOC,nld,2015,0.01146471,0.979076725,0.03474625
NMVOC,nor,2015,0.01146471,0.979076725,0.03474625
NMVOC,npl,2015,0.257254683,3.037271697,0.668033639
NMVOC,nzl,2015,0.073146485,1.81314055,0.120019605
NMVOC,omn,2015,0.086387085,1.966577239,0.32200165
NMVOC,pak,2015,0.257254683,3.037271697,0.668033639
NMVOC,pan,2015,0.118163497,1.518295476,0.594965329
NMVOC,per,2015,0.107891933,1.748626253,0.50292132
NMVOC,phl,2015,0.152895402,1.986113921,0.394673259
NMVOC,plw,2015,0.073146485,1.81314055,0.120019605
NMVOC,png,2015,0.127439445,1.396733036,0.752642054
NMVOC,pol,2015,0.023428428,1.825439129,0.114053081
NMVOC,pri,2015,0.118163497,1.518295476,0.594965329
NMVOC,prk,2015,0.049978194,1.161857585,0.067497492
NMVOC,prt,2015,0.01146471,0.979076725,0.03474625
NMVOC,pry,2015,0.107891933,1.748626253,0.50292132
NMVOC,pse,2015,0.086387085,1.966577239,0.32200165
NMVOC,pyf,2015,0.073146485,1.81314055,0.120019605
NMVOC,qat,2015,0.086387085,1.966577239,0.32200165
NMVOC,reu,2015,0.144218951,2.810273447,0.784367467
NMVOC,rou,2015,0.023428428,1.825439129,0.114053081
NMVOC,rus,2015,0.165282473,4.386864018,0.330929257
NMVOC,rwa,2015,0.144218951,2.810273447,0.784367467
NMVOC,sau,2015,0.086387085,1.966577239,0.32200165
NMVOC,sdn,2015,0.144218951,2.810273447,0.784367467
NMVOC,sen,2015,0.142870028,2.565962672,0.821313743
NMVOC,sgp,2015,0.152895402,1.986113921,0.394673259
NMVOC,slb,2015,0.073146485,1.81314055,0.120019605
NMVOC,sle,2015,0.142870028,2.565962672,0.821313743
NMVOC,slv,2015,0.118163497,1.518295476,0.594965329
NMVOC,som,2015,0.144218951,2.810273447,0.784367467
NMVOC,spm,2015,0.058752891,1.847277258,0.106018874
NMVOC,srb,2015,0.023428428,1.825439129,0.114053081
NMVOC,srb (kosovo),2015,0.023428428,1.825439129,0.114053081
NMVOC,ssd,2015,0.144218951,2.810273447,0.784367467
NMVOC,stp,2015,0.142870028,2.565962672,0.821313743
NMVOC,sur,2015,0.107891933,1.748626253,0.50292132
NMVOC,svk,2015,0.023428428,1.825439129,0.114053081
NMVOC,svn,2015,0.023428428,1.825439129,0.114053081
NMVOC,swe,2015,0.01146471,0.979076725,0.03474625
NMVOC,swz,2015,0.142870028,2.565962672,0.821313743
NMVOC,sxm,2015,0.118163497,1.518295476,0.594965329
NMVOC,syc,2015,0.144218951,2.810273447,0.784367467
NMVOC,syr,2015,0.086387085,1.966577239,0.32200165
NMVOC,tca,2015,0.118163497,1.518295476,0.594965329
NMVOC,tcd,2015,0.142870028,2.565962672,0.821313743
NMVOC,tgo,2015,0.142870028,2.565962672,0.821313743
NMVOC,tha,2015,0.152895402,1.986113921,0.394673259
NMVOC,tjk,2015,0.350876247,2.198322525,1.174036644
NMVOC,tkl,2015,0.073146485,1.81314055,0.120019605
NMVOC,tkm,2015,0.350876247,2.198322525,1.174036644
NMVOC,tls,2015,0.127439445,1.396733036,0.752642054
NMVOC,ton,2015,0.073146485,1.81314055,0.120019605
NMVOC,tto,2015,0.118163497,1.518295476,0.594965329
NMVOC,tun,2015,0.152264169,2.534173294,0.765208274
NMVOC,tur,2015,0.023932397,1.170307717,0.064622749
NMVOC,twn,2015,0.106659324,0.720216085,0.229555522
NMVOC,tza,2015,0.142870028,2.565962672,0.821313743
NMVOC,uga,2015,0.144218951,2.810273447,0.784367467
NMVOC,ukr,2015,0.122155516,2.64175636,0.266952453
NMVOC,ury,2015,0.107891933,1.748626253,0.50292132
NMVOC,usa,2015,0.058752891,1.847277258,0.106018874
NMVOC,uzb,2015,0.350876247,2.198322525,1.174036644
NMVOC,vct,2015,0.118163497,1.518295476,0.594965329
NMVOC,ven,2015,0.107891933,1.748626253,0.50292132
NMVOC,vgb,2015,0.118163497,1.518295476,0.594965329
NMVOC,vir,2015,0.118163497,1.518295476,0.594965329
NMVOC,vnm,2015,0.152895402,1.986113921,0.394673259
NMVOC,vut,2015,0.073146485,1.81314055,0.120019605
NMVOC,wlf,2015,0.073146485,1.81314055,0.120019605
NMVOC,wsm,2015,0.073146485,1.81314055,0.120019605
NMVOC,yem,2015,0.086387085,1.966577239,0.32200165
NMVOC,zaf,2015,0.119009443,2.420852616,0.713857899
NMVOC,zmb,2015,0.142870028,2.565962672,0.821313743
NMVOC,zwe,2015,0.142870028,2.565962672,0.821313743
NOx,abw,2015,1.23271174,0.16022305,0.520242554
NOx,afg,2015,1.479025033,0.191576598,0.710767411
NOx,ago,2015,1.30971642,0.168070768,0.594438764
NOx,alb,2015,0.562493117,0.133193016,0.216999425
NOx,are,2015,1.160787672,0.161547875,0.256031292
NOx,arg,2015,1.181549586,0.168266843,0.451411555
NOx,arm,2015,0.822734978,0.183648841,0.252793024
NOx,asm,2015,0.665688572,0.159963425,0.161127585
NOx,atg,2015,1.23271174,0.16022305,0.520242554
NOx,aus,2015,0.665688572,0.159963425,0.161127585
NOx,aut,2015,0.40954527,0.144503637,0.23278673
NOx,aze,2015,0.822734978,0.183648841,0.252793024
NOx,bdi,2015,1.32212003,0.197011224,0.654209468
NOx,bel,2015,0.40954527,0.144503637,0.23278673
NOx,ben,2015,1.30971642,0.168070768,0.594438764
NOx,bfa,2015,1.30971642,0.168070768,0.594438764
NOx,bgd,2015,1.479025033,0.191576598,0.710767411
NOx,bgr,2015,0.562493117,0.133193016,0.216999425
NOx,bhr,2015,1.160787672,0.161547875,0.256031292
NOx,bhs,2015,1.23271174,0.16022305,0.520242554
NOx,bih,2015,0.562493117,0.133193016,0.216999425
NOx,blr,2015,0.886785127,0.188742317,0.244241313
NOx,blz,2015,1.23271174,0.16022305,0.520242554
NOx,bmu,2015,1.23271174,0.16022305,0.520242554
NOx,bol,2015,1.181549586,0.168266843,0.451411555
NOx,bra,2015,0.915647624,0.122571643,0.15392954
NOx,brb,2015,1.23271174,0.16022305,0.520242554
NOx,brn,2015,1.393370362,0.166090085,0.482727377
NOx,btn,2015,1.479025033,0.191576598,0.710767411
NOx,bwa,2015,1.30971642,0.168070768,0.594438764
NOx,caf,2015,1.30971642,0.168070768,0.594438764
NOx,can,2015,0.388014848,0.144977005,0.093643947
NOx,che,2015,0.40954527,0.144503637,0.23278673
NOx,chl,2015,1.181549586,0.168266843,0.451411555
NOx,chn,2015,1.287231421,0.123663306,0.19848427
NOx,civ,2015,1.30971642,0.168070768,0.594438764
NOx,cmr,2015,1.30971642,0.168070768,0.594438764
NOx,cod,2015,1.30971642,0.168070768,0.594438764
NOx,cog,2015,1.30971642,0.168070768,0.594438764
NOx,cok,2015,0.665688572,0.159963425,0.161127585
NOx,col,2015,1.181549586,0.168266843,0.451411555
NOx,com,2015,1.32212003,0.197011224,0.654209468
NOx,cpv,2015,1.30971642,0.168070768,0.594438764
NOx,cri,2015,1.23271174,0.16022305,0.520242554
NOx,cub,2015,1.23271174,0.16022305,0.520242554
NOx,cuw,2015,1.23271174,0.16022305,0.520242554
NOx,cym,2015,1.23271174,0.16022305,0.520242554
NOx,cyp,2015,0.562493117,0.133193016,0.216999425
NOx,cze,2015,0.562493117,0.133193016,0.216999425
NOx,deu,2015,0.40954527,0.144503637,0.23278673
NOx,dji,2015,1.32212003,0.197011224,0.654209468
NOx,dma,2015,1.23271174,0.16022305,0.520242554
NOx,dnk,2015,0.40954527,0.144503637,0.23278673
NOx,dom,2015,1.23271174,0.16022305,0.520242554
NOx,dza,2015,1.321702345,0.194175055,0.651683396
NOx,ecu,2015,1.181549586,0.168266843,0.451411555
NOx,egy,2015,1.321702345,0.194175055,0.651683396
NOx,eri,2015,1.32212003,0.197011224,0.654209468
NOx,esh,2015,1.321702345,0.194175055,0.651683396
NOx,esp,2015,0.40954527,0.144503637,0.23278673
NOx,est,2015,0.562493117,0.133193016,0.216999425
NOx,eth,2015,1.32212003,0.197011224,0.654209468
NOx,fin,2015,0.40954527,0.144503637,0.23278673
NOx,fji,2015,0.665688572,0.159963425,0.161127585
NOx,flk,2015,1.181549586,0.168266843,0.451411555
NOx,fra,2015,0.40954527,0.144503637,0.23278673
NOx,fro,2015,0.40954527,0.144503637,0.23278673
NOx,fsm,2015,0.665688572,0.159963425,0.161127585
NOx,gab,2015,1.30971642,0.168070768,0.594438764
NOx,gbr,2015,0.40954527,0.144503637,0.23278673
