Intermittent Technology: energy input and efficiency,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
1000,,,,,,,,,,,,
,,,,,,minicam-energy-input,,,,,,
region,supplysector,subsector,intermittent-technology,period,minicam-energy-input,efficiency,lifetime,CO2 tag added here,,,,
ALL,electricity,solar,CSP,1975,global solar resource,1,15,,,,,
ALL,electricity,solar,CSP,1990,global solar resource,1,15,,,,,
ALL,electricity,solar,CSP,2005,global solar resource,1,15,,,,,
ALL,electricity,solar,CSP,2020,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,2035,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,2050,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,2065,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,2080,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,2095,global solar resource,1,30,,,,,
ALL,electricity,solar,CSP,1975,csp_backup,1,15,,,,,
ALL,electricity,solar,CSP,1990,csp_backup,1,15,,,,,
ALL,electricity,solar,CSP,2005,csp_backup,1,15,,,,,
ALL,electricity,solar,CSP,2020,csp_backup,1,30,,,,,
ALL,electricity,solar,CSP,2035,csp_backup,1,30,,,,,
ALL,electricity,solar,CSP,2050,csp_backup,1,30,,,,,
ALL,electricity,solar,CSP,2065,csp_backup,1,30,,,,,
ALL,electricity,solar,CSP,2080,csp_backup,1,30,,,,,
ALL,electricity,solar,CSP,2095,csp_backup,1,30,,,,,
,,,,,,,,,,,,
Intermittent Technology: backup info,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
1001,,,,,,,,,,,,
,,,,,,capacity-limit-backup-calculator,,,,,,
region,supplysector,subsector,intermittent-technology,period,trial-market-name,capacity-limit,electric-sector-name,backup-capital-cost,backup-capacity-factor,,,
ALL,electricity,solar,CSP,1975,renewable,0.25,electricity,0,0.05,,,
ALL,electricity,solar,CSP,1990,renewable,0.25,electricity,0,0.05,,,
ALL,electricity,solar,CSP,2005,renewable,0.25,electricity,0,0.05,,,
ALL,electricity,solar,CSP,2020,renewable,0.25,electricity,0,0.05,,,
ALL,electricity,solar,CSP,2035,renewable,0.25,electricity,0,0.05,,,
ALL,electricity,solar,CSP,2050,renewable,0.25,electricity,0,0.05,,,
